"","flight","plane","city1","city2","city3","city4","city5"
"1","JD5117","319","北京首都","包头",NA,NA,NA
"2","JD5118","319","包头","北京首都",NA,NA,NA
"3","JD5183","319","沈阳","呼和浩特",NA,NA,NA
"4","JD5184","319","呼和浩特","沈阳",NA,NA,NA
"5","JD5275","319","南京","石家庄","呼和浩特",NA,NA
"6","JD5276","319","呼和浩特","石家庄","南京",NA,NA
"7","JD5339","319","厦门","武汉","呼和浩特",NA,NA
"8","JD5340","319","呼和浩特","武汉","厦门",NA,NA
"9","JD5357","319","北京首都","二连浩特",NA,NA,NA
"10","JD5358","319","二连浩特","北京首都",NA,NA,NA
"11","JD5367","319","海口","宜昌","呼和浩特",NA,NA
"12","JD5368","319","呼和浩特","宜昌","海口",NA,NA
"13","JD5397/8","319","三亚","郑州","呼和浩特","郑州","三亚"
"14","JD5399","319","包头","郑州","三亚",NA,NA
"15","JD5400","319","三亚","郑州","包头",NA,NA
"16","JD5400","319","三亚","郑州","包头",NA,NA
"17","JD5563","319","北京首都","满洲里",NA,NA,NA
"18","JD5564","319","满洲里","北京首都",NA,NA,NA
"19","JD5601","319","呼和浩特","南昌","海口",NA,NA
"20","JD5601","319","呼和浩特","南昌","海口",NA,NA
"21","JD5602","319","海口","南昌","呼和浩特",NA,NA
"22","JD5625","319","北京首都","海拉尔",NA,NA,NA
"23","JD5626","319","海拉尔","北京首都",NA,NA,NA
"24","JD5633","319","杭州","郑州","呼和浩特",NA,NA
"25","JD5633","319","杭州","郑州","呼和浩特",NA,NA
"26","JD5634","319","呼和浩特","郑州","杭州",NA,NA
"27","JD5634","319","呼和浩特","郑州","杭州",NA,NA
"28","JD5634","319","呼和浩特","郑州","杭州",NA,NA
"29","JD5643","319","桂林","郑州","呼和浩特",NA,NA
"30","JD5644","319","呼和浩特","郑州","桂林",NA,NA
"31","JD5739","319","丽江","天津",NA,NA,NA
"32","JD5740","319","天津","丽江",NA,NA,NA
"33","9C8501","320","石家庄","珠海",NA,NA,NA
"34","9C8502","320","珠海","石家庄",NA,NA,NA
"35","9C8547","320","石家庄","昆明",NA,NA,NA
"36","9C8548","320","昆明","石家庄",NA,NA,NA
"37","9C8555","320","石家庄","杭州",NA,NA,NA
"38","9C8556","320","杭州","石家庄",NA,NA,NA
"39","9C8603","320","石家庄","绵阳",NA,NA,NA
"40","9C8604","320","绵阳","石家庄",NA,NA,NA
"41","9C8633","320","石家庄","厦门",NA,NA,NA
"42","9C8634","320","厦门","石家庄",NA,NA,NA
"43","9C8665","320","石家庄","淮安","温州",NA,NA
"44","9C8666","320","温州","淮安","石家庄",NA,NA
"45","9C8681","320","石家庄","南昌","揭阳",NA,NA
"46","9C8682","320","揭阳","南昌","石家庄",NA,NA
"47","9C8687","320","石家庄","满洲里",NA,NA,NA
"48","9C8688","320","满洲里","石家庄",NA,NA,NA
"49","9C8689","320","天津","白山",NA,NA,NA
"50","9C8690","320","白山","天津",NA,NA,NA
"51","9C8695","320","石家庄","大连",NA,NA,NA
"52","9C8696","320","大连","石家庄",NA,NA,NA
"53","9C8735","320","石家庄","乌鲁木齐",NA,NA,NA
"54","9C8736","320","乌鲁木齐","石家庄",NA,NA,NA
"55","9C8749","320","石家庄","贵阳",NA,NA,NA
"56","9C8750","320","贵阳","石家庄",NA,NA,NA
"57","9C8785","320","石家庄","福州",NA,NA,NA
"58","9C8786","320","福州","石家庄",NA,NA,NA
"59","9C8873","320","石家庄","大连",NA,NA,NA
"60","9C8874","320","大连","石家庄",NA,NA,NA
"61","9C8874","320","大连","石家庄",NA,NA,NA
"62","9C8905","320","石家庄","深圳",NA,NA,NA
"63","9C8905","320","石家庄","深圳",NA,NA,NA
"64","9C8906","320","深圳","石家庄",NA,NA,NA
"65","9C8937","320","石家庄","昆明",NA,NA,NA
"66","9C8938","320","昆明","石家庄",NA,NA,NA
"67","9C8975","320","石家庄","厦门",NA,NA,NA
"68","9C8976","320","厦门","石家庄",NA,NA,NA
"69","9C8985","320","石家庄","成都",NA,NA,NA
"70","9C8986","320","成都","石家庄",NA,NA,NA
"71","9C8986","320","成都","石家庄",NA,NA,NA
"72","9C8993","320","石家庄","重庆",NA,NA,NA
"73","9C8994","320","重庆","石家庄",NA,NA,NA
"74","CA1117","320","北京首都","呼和浩特",NA,NA,NA
"75","CA1118","320","呼和浩特","北京首都",NA,NA,NA
"76","CA1921","320","温州","天津",NA,NA,NA
"77","CA1921","320","温州","天津",NA,NA,NA
"78","CA1921","320","温州","天津",NA,NA,NA
"79","CA1921","320","温州","天津",NA,NA,NA
"80","CA1922","320","天津","温州",NA,NA,NA
"81","CA1922","320","天津","温州",NA,NA,NA
"82","CA1922","320","天津","温州",NA,NA,NA
"83","GS6509","320","天津","武汉","三亚",NA,NA
"84","GS6510","320","三亚","武汉","天津",NA,NA
"85","GS6579","320","海口","长沙","天津",NA,NA
"86","GS6579","320","海口","长沙","天津",NA,NA
"87","GS6580","320","天津","长沙","海口",NA,NA
"88","GS6663","320","呼和浩特","济南",NA,NA,NA
"89","GS6664","320","济南","呼和浩特",NA,NA,NA
"90","GS6669","320","济南","呼和浩特","海拉尔",NA,NA
"91","GS6670","320","海拉尔","呼和浩特","济南",NA,NA
"92","GS7497","320","乌鲁木齐","西安","天津",NA,NA
"93","GS7497","320","乌鲁木齐","西安","天津",NA,NA
"94","GS7498","320","天津","西安","乌鲁木齐",NA,NA
"95","GS7498","320","天津","西安","乌鲁木齐",NA,NA
"96","GS7655","320","西安","呼和浩特","海拉尔",NA,NA
"97","GS7656","320","海拉尔","呼和浩特","西安",NA,NA
"98","GS7815","320","天津","青岛","温州",NA,NA
"99","GS7816","320","温州","青岛","天津",NA,NA
"100","GS7839","320","天津","乌鲁木齐","和田",NA,NA
"101","GS7840","320","和田","乌鲁木齐","天津",NA,NA
"102","GS7851","320","天津","杭州",NA,NA,NA
"103","GS7852","320","杭州","天津",NA,NA,NA
"104","GS7855","320","天津","昆明",NA,NA,NA
"105","GS7856","320","昆明","天津",NA,NA,NA
"106","GS7857","320","天津","西安","昆明",NA,NA
"107","GS7858","320","昆明","西安","天津",NA,NA
"108","GS7859","320","天津","武汉","三亚",NA,NA
"109","GS7859","320","天津","武汉","三亚",NA,NA
"110","GS7860","320","三亚","武汉","天津",NA,NA
"111","GS7887","320","天津","成都",NA,NA,NA
"112","GS7888","320","成都","天津",NA,NA,NA
"113","GS7891","320","天津","厦门",NA,NA,NA
"114","GS7892","320","厦门","天津",NA,NA,NA
"115","GS7893","320","天津","宁波",NA,NA,NA
"116","GS7893","320","天津","宁波",NA,NA,NA
"117","GS7894","320","宁波","天津",NA,NA,NA
"118","GS7894","320","宁波","天津",NA,NA,NA
"119","GS7895","320","天津","重庆",NA,NA,NA
"120","GS7896","320","重庆","天津",NA,NA,NA
"121","GS7901","320","天津","西安","贵阳",NA,NA
"122","GS7902","320","贵阳","西安","天津",NA,NA
"123","GS7917","320","天津","海拉尔",NA,NA,NA
"124","GS7918","320","海拉尔","天津",NA,NA,NA
"125","GS7930","320","贵阳","西安","天津",NA,NA
"126","MU2771","320","北京首都","赤峰",NA,NA,NA
"127","MU2772","320","赤峰","北京首都",NA,NA,NA
"128","MU2863","320","北京首都","海拉尔",NA,NA,NA
"129","MU2864","320","海拉尔","北京首都",NA,NA,NA
"130","MU2991","320","大连","太原",NA,NA,NA
"131","MU2992","320","太原","大连",NA,NA,NA
"132","HU7175","332","北京首都","呼和浩特",NA,NA,NA
"133","CA1124","733","通辽","北京首都",NA,NA,NA
"134","BK2707","737","天津","大连",NA,NA,NA
"135","BK2708","737","大连","天津",NA,NA,NA
"136","BK2708","737","大连","天津",NA,NA,NA
"137","BK2777","737","天津","深圳",NA,NA,NA
"138","BK2778","737","深圳","天津",NA,NA,NA
"139","BK2811","737","天津","长沙","昆明",NA,NA
"140","BK2812","737","昆明","长沙","天津",NA,NA
"141","BK2819","737","天津","桂林",NA,NA,NA
"142","BK2819","737","天津","桂林",NA,NA,NA
"143","BK2820","737","桂林","天津",NA,NA,NA
"144","BK2820","737","桂林","天津",NA,NA,NA
"145","BK2820","737","桂林","天津",NA,NA,NA
"146","BK2823","737","天津","西安","南宁",NA,NA
"147","BK2824","737","南宁","西安","天津",NA,NA
"148","BK2825","737","天津","杭州",NA,NA,NA
"149","BK2826","737","杭州","天津",NA,NA,NA
"150","BK2826","737","杭州","天津",NA,NA,NA
"151","BK2835","737","天津","宁波","三亚",NA,NA
"152","BK2836","737","三亚","宁波","天津",NA,NA
"153","BK2847","737","天津","重庆",NA,NA,NA
"154","BK2848","737","重庆","天津",NA,NA,NA
"155","BK2851","737","天津","成都",NA,NA,NA
"156","BK2852","737","成都","天津",NA,NA,NA
"157","BK2859","737","天津","深圳","百色",NA,NA
"158","BK2860","737","百色","深圳","天津",NA,NA
"159","BK2883","737","西安","天津",NA,NA,NA
"160","BK2884","737","天津","西安",NA,NA,NA
"161","BK2931","737","天津","长沙","湛江",NA,NA
"162","BK2931","737","天津","长沙","湛江",NA,NA
"163","BK2932","737","湛江","长沙","天津",NA,NA
"164","BK2932","737","湛江","长沙","天津",NA,NA
"165","BK2945","737","天津","深圳","海口",NA,NA
"166","BK2946","737","海口","深圳","天津",NA,NA
"167","BK2965","737","天津","西宁","乌鲁木齐",NA,NA
"168","BK2965","737","天津","西宁","乌鲁木齐",NA,NA
"169","BK2966","737","乌鲁木齐","西宁","天津",NA,NA
"170","BK2966","737","乌鲁木齐","西宁","天津",NA,NA
"171","BK3001","737","天津","南京","桂林",NA,NA
"172","BK3002","737","桂林","南京","天津",NA,NA
"173","BK3017","737","天津","淮安","昆明",NA,NA
"174","BK3018","737","昆明","淮安","天津",NA,NA
"175","BK3029","737","天津","张家界","南宁",NA,NA
"176","BK3030","737","南宁","张家界","天津",NA,NA
"177","BK3035","737","天津","南通","三亚",NA,NA
"178","BK3036","737","三亚","南通","天津",NA,NA
"179","BK3037","737","天津","宁波",NA,NA,NA
"180","BK3038","737","宁波","天津",NA,NA,NA
"181","BK3045","737","天津","桂林",NA,NA,NA
"182","BK3046","737","桂林","天津",NA,NA,NA
"183","BK3063","737","天津","杭州",NA,NA,NA
"184","BK3064","737","杭州","天津",NA,NA,NA
"185","CA1123","737","北京首都","通辽",NA,NA,NA
"186","CA1135","737","北京首都","包头",NA,NA,NA
"187","CA1136","737","包头","北京首都",NA,NA,NA
"188","CA1284","737","乌兰浩特","北京首都",NA,NA,NA
"189","CA1481","737","天津","运城","昆明",NA,NA
"190","CA1482","737","昆明","运城","天津",NA,NA
"191","CA1627","737","呼和浩特","赤峰",NA,NA,NA
"192","CA1628","737","赤峰","呼和浩特",NA,NA,NA
"193","CA1645","737","呼和浩特","锡林浩特",NA,NA,NA
"194","CA1646","737","锡林浩特","呼和浩特",NA,NA,NA
"195","CA1675","737","天津","宁波",NA,NA,NA
"196","CA1676","737","宁波","天津",NA,NA,NA
"197","CA1687","737","呼和浩特","合肥",NA,NA,NA
"198","CA1688","737","合肥","呼和浩特",NA,NA,NA
"199","KN2251","737","北京南苑","大同",NA,NA,NA
"200","KN2252","737","大同","北京南苑",NA,NA,NA
"201","KN2261","737","北京南苑","呼和浩特",NA,NA,NA
"202","KN2262","737","呼和浩特","北京南苑",NA,NA,NA
"203","KN2277","737","鄂尔多斯","北京南苑",NA,NA,NA
"204","KN2278","737","北京南苑","鄂尔多斯",NA,NA,NA
"205","KN2381","737","石家庄","昆明",NA,NA,NA
"206","KN2382","737","昆明","石家庄",NA,NA,NA
"207","KN2925","737","北京南苑","长治",NA,NA,NA
"208","KN2926","737","长治","北京南苑",NA,NA,NA
"209","KN2927","737","北京南苑","长治",NA,NA,NA
"210","KN2928","737","长治","北京南苑",NA,NA,NA
"211","KN2985","737","北京南苑","阿尔山",NA,NA,NA
"212","KN2986","737","阿尔山","北京南苑",NA,NA,NA
"213","MF8281","737","北京首都","海拉尔",NA,NA,NA
"214","MF8282","737","海拉尔","北京首都",NA,NA,NA
"215","AQ1037","738","海拉尔","南京",NA,NA,NA
"216","AQ1038","738","南京","海拉尔",NA,NA,NA
"217","AQ1067","738","贵阳","天津",NA,NA,NA
"218","AQ1068","738","天津","贵阳",NA,NA,NA
"219","CA1101","738","北京首都","呼和浩特",NA,NA,NA
"220","CA1102","738","呼和浩特","北京首都",NA,NA,NA
"221","CA1103","738","北京首都","呼和浩特",NA,NA,NA
"222","CA1104","738","呼和浩特","北京首都",NA,NA,NA
"223","CA1105","738","北京首都","呼和浩特",NA,NA,NA
"224","CA1106","738","呼和浩特","北京首都",NA,NA,NA
"225","CA1106","738","呼和浩特","北京首都",NA,NA,NA
"226","CA1107","738","北京首都","包头",NA,NA,NA
"227","CA1108","738","包头","北京首都",NA,NA,NA
"228","CA1109","738","北京首都","锡林浩特",NA,NA,NA
"229","CA1110","738","锡林浩特","北京首都",NA,NA,NA
"230","CA1111","738","北京首都","呼和浩特",NA,NA,NA
"231","CA1112","738","呼和浩特","北京首都",NA,NA,NA
"232","CA1112","738","呼和浩特","北京首都",NA,NA,NA
"233","CA1113","738","北京首都","乌海",NA,NA,NA
"234","CA1114","738","乌海","北京首都",NA,NA,NA
"235","CA1115","738","北京首都","呼和浩特",NA,NA,NA
"236","CA1116","738","呼和浩特","北京首都",NA,NA,NA
"237","CA1119","738","北京首都","大同",NA,NA,NA
"238","CA1120","738","大同","北京首都",NA,NA,NA
"239","CA1121","738","北京首都","包头",NA,NA,NA
"240","CA1122","738","包头","北京首都",NA,NA,NA
"241","CA1125","738","北京首都","海拉尔",NA,NA,NA
"242","CA1126","738","海拉尔","北京首都",NA,NA,NA
"243","CA1127","738","北京首都","满洲里",NA,NA,NA
"244","CA1128","738","满洲里","北京首都",NA,NA,NA
"245","CA1129","738","北京首都","海拉尔",NA,NA,NA
"246","CA1130","738","海拉尔","北京首都",NA,NA,NA
"247","CA1131","738","北京首都","海拉尔",NA,NA,NA
"248","CA1131","738","北京首都","海拉尔",NA,NA,NA
"249","CA1132","738","海拉尔","北京首都",NA,NA,NA
"250","CA1133","738","海拉尔","呼和浩特",NA,NA,NA
"251","CA1134","738","呼和浩特","海拉尔",NA,NA,NA
"252","CA1137","738","北京首都","呼和浩特",NA,NA,NA
"253","CA1137","738","北京首都","呼和浩特",NA,NA,NA
"254","CA1138","738","呼和浩特","北京首都",NA,NA,NA
"255","CA1138","738","呼和浩特","北京首都",NA,NA,NA
"256","CA1138","738","呼和浩特","北京首都",NA,NA,NA
"257","CA1138","738","呼和浩特","北京首都",NA,NA,NA
"258","CA1139","738","北京首都","运城",NA,NA,NA
"259","CA1140","738","运城","北京首都",NA,NA,NA
"260","CA1141","738","北京首都","海拉尔",NA,NA,NA
"261","CA1141","738","北京首都","海拉尔",NA,NA,NA
"262","CA1141","738","北京首都","海拉尔",NA,NA,NA
"263","CA1142","738","海拉尔","北京首都",NA,NA,NA
"264","CA1142","738","海拉尔","北京首都",NA,NA,NA
"265","CA1142","738","海拉尔","北京首都",NA,NA,NA
"266","CA1143","738","北京首都","包头",NA,NA,NA
"267","CA1143","738","北京首都","包头",NA,NA,NA
"268","CA1144","738","包头","北京首都",NA,NA,NA
"269","CA1144","738","包头","北京首都",NA,NA,NA
"270","CA1145","738","北京首都","太原",NA,NA,NA
"271","CA1146","738","太原","北京首都",NA,NA,NA
"272","CA1147","738","北京首都","巴彦淖尔",NA,NA,NA
"273","CA1148","738","巴彦淖尔","北京首都",NA,NA,NA
"274","CA1149","738","北京首都","鄂尔多斯",NA,NA,NA
"275","CA1150","738","鄂尔多斯","北京首都",NA,NA,NA
"276","CA1211","738","北京首都","呼和浩特",NA,NA,NA
"277","CA1211/2","738","北京首都","呼和浩特","北京首都",NA,NA
"278","CA1212","738","呼和浩特","北京首都",NA,NA,NA
"279","CA1237","738","北京首都","运城",NA,NA,NA
"280","CA1237","738","北京首都","运城",NA,NA,NA
"281","CA1238","738","运城","北京首都",NA,NA,NA
"282","CA1238","738","运城","北京首都",NA,NA,NA
"283","CA1241","738","天津","西宁",NA,NA,NA
"284","CA1242","738","西宁","天津",NA,NA,NA
"285","CA1245","738","天津","兰州",NA,NA,NA
"286","CA1245","738","天津","兰州",NA,NA,NA
"287","CA1246","738","兰州","天津",NA,NA,NA
"288","CA1246","738","兰州","天津",NA,NA,NA
"289","CA1246","738","兰州","天津",NA,NA,NA
"290","CA1246","738","兰州","天津",NA,NA,NA
"291","CA1246","738","兰州","天津",NA,NA,NA
"292","CA1249","738","天津","西安",NA,NA,NA
"293","CA1250","738","西安","天津",NA,NA,NA
"294","CA1251","738","天津","西安",NA,NA,NA
"295","CA1252","738","西安","天津",NA,NA,NA
"296","CA1259","738","天津","贵阳",NA,NA,NA
"297","CA1259","738","天津","贵阳",NA,NA,NA
"298","CA1259","738","天津","贵阳",NA,NA,NA
"299","CA1260","738","贵阳","天津",NA,NA,NA
"300","CA1260","738","贵阳","天津",NA,NA,NA
"301","CA1260","738","贵阳","天津",NA,NA,NA
"302","CA1265","738","天津","呼和浩特","乌鲁木齐",NA,NA
"303","CA1266","738","乌鲁木齐","呼和浩特","天津",NA,NA
"304","CA1279","738","北京首都","鄂尔多斯",NA,NA,NA
"305","CA1279","738","北京首都","鄂尔多斯",NA,NA,NA
"306","CA1280","738","鄂尔多斯","北京首都",NA,NA,NA
"307","CA1280","738","鄂尔多斯","北京首都",NA,NA,NA
"308","CA1281","738","北京首都","赤峰",NA,NA,NA
"309","CA1282","738","赤峰","北京首都",NA,NA,NA
"310","CA1283","738","北京首都","乌兰浩特",NA,NA,NA
"311","CA1319","738","天津","深圳",NA,NA,NA
"312","CA1320","738","深圳","天津",NA,NA,NA
"313","CA1371","738","天津","深圳",NA,NA,NA
"314","CA1372","738","深圳","天津",NA,NA,NA
"315","CA1389","738","天津","三亚",NA,NA,NA
"316","CA1389","738","天津","三亚",NA,NA,NA
"317","CA1390","738","三亚","天津",NA,NA,NA
"318","CA1401","738","天津","昆明",NA,NA,NA
"319","CA1402","738","昆明","天津",NA,NA,NA
"320","CA1467","738","天津","昆明",NA,NA,NA
"321","CA1468","738","昆明","天津",NA,NA,NA
"322","CA1529","738","天津","厦门",NA,NA,NA
"323","CA1530","738","厦门","天津",NA,NA,NA
"324","CA1530","738","厦门","天津",NA,NA,NA
"325","CA1530","738","厦门","天津",NA,NA,NA
"326","CA1530","738","厦门","天津",NA,NA,NA
"327","CA1619","738","天津","珠海",NA,NA,NA
"328","CA1620","738","珠海","天津",NA,NA,NA
"329","CA1620","738","珠海","天津",NA,NA,NA
"330","CA1620","738","珠海","天津",NA,NA,NA
"331","CA1620","738","珠海","天津",NA,NA,NA
"332","CA1620","738","珠海","天津",NA,NA,NA
"333","CA1620","738","珠海","天津",NA,NA,NA
"334","CA1633/4","738","北京首都","呼和浩特","北京首都",NA,NA
"335","CA1663","738","天津","威海",NA,NA,NA
"336","CA1664","738","威海","天津",NA,NA,NA
"337","CA1665","738","天津","延吉",NA,NA,NA
"338","CA1666","738","延吉","天津",NA,NA,NA
"339","CA1669","738","天津","长沙",NA,NA,NA
"340","CA1670","738","长沙","天津",NA,NA,NA
"341","CA1671","738","天津","深圳",NA,NA,NA
"342","CA1672","738","深圳","天津",NA,NA,NA
"343","CA1672","738","深圳","天津",NA,NA,NA
"344","CA8913","738","大连","呼和浩特",NA,NA,NA
"345","CA8913","738","大连","呼和浩特",NA,NA,NA
"346","CA8914","738","呼和浩特","大连",NA,NA,NA
"347","CA8915","738","大连","包头",NA,NA,NA
"348","CA8916","738","包头","大连",NA,NA,NA
"349","CN7101","738","北京首都","海拉尔",NA,NA,NA
"350","CN7102","738","海拉尔","北京首都",NA,NA,NA
"351","HU7041","738","太原","重庆",NA,NA,NA
"352","HU7042","738","重庆","太原",NA,NA,NA
"353","HU7042","738","重庆","太原",NA,NA,NA
"354","HU7049","738","太原","杭州",NA,NA,NA
"355","HU7049","738","太原","杭州",NA,NA,NA
"356","HU7050","738","杭州","太原",NA,NA,NA
"357","HU7051","738","太原","青岛",NA,NA,NA
"358","HU7052","738","青岛","太原",NA,NA,NA
"359","HU7115","738","北京首都","满洲里",NA,NA,NA
"360","HU7115","738","北京首都","满洲里",NA,NA,NA
"361","HU7115","738","北京首都","满洲里",NA,NA,NA
"362","HU7115","738","北京首都","满洲里",NA,NA,NA
"363","HU7116","738","满洲里","北京首都",NA,NA,NA
"364","HU7116","738","满洲里","北京首都",NA,NA,NA
"365","HU7116","738","满洲里","北京首都",NA,NA,NA
"366","HU7116","738","满洲里","北京首都",NA,NA,NA
"367","HU7125","738","北京首都","包头",NA,NA,NA
"368","HU7126","738","包头","北京首都",NA,NA,NA
"369","HU7159","738","天津","哈尔滨",NA,NA,NA
"370","HU7160","738","哈尔滨","天津",NA,NA,NA
"371","HU7160","738","哈尔滨","天津",NA,NA,NA
"372","HU7167","738","大连","天津",NA,NA,NA
"373","HU7168","738","天津","大连",NA,NA,NA
"374","HU7219","738","太原","海拉尔",NA,NA,NA
"375","HU7220","738","海拉尔","太原",NA,NA,NA
"376","HU7295","738","太原","合肥","厦门",NA,NA
"377","HU7296","738","厦门","合肥","太原",NA,NA
"378","HU7333","738","太原","长沙","福州",NA,NA
"379","HU7334","738","福州","长沙","太原",NA,NA
"380","HU7355","738","太原","长治","厦门",NA,NA
"381","HU7356","738","厦门","长治","太原",NA,NA
"382","HU7611","738","北京首都","长治",NA,NA,NA
"383","HU7611","738","北京首都","长治",NA,NA,NA
"384","HU7611","738","北京首都","长治",NA,NA,NA
"385","HU7612","738","长治","北京首都",NA,NA,NA
"386","HU7612","738","长治","北京首都",NA,NA,NA
"387","HU7612","738","长治","北京首都",NA,NA,NA
"388","HU7612","738","长治","北京首都",NA,NA,NA
"389","HU7617","738","北京首都","乌海",NA,NA,NA
"390","HU7618","738","乌海","北京首都",NA,NA,NA
"391","HU7657/8","738","北京首都","呼和浩特","北京首都",NA,NA
"392","KN2259","738","北京南苑","呼和浩特",NA,NA,NA
"393","KN2260","738","呼和浩特","北京南苑",NA,NA,NA
"394","KN2271","738","鄂尔多斯","北京南苑",NA,NA,NA
"395","KN2272","738","北京南苑","鄂尔多斯",NA,NA,NA
"396","KN2275","738","鄂尔多斯","北京南苑",NA,NA,NA
"397","KN2280","738","北京南苑","鄂尔多斯",NA,NA,NA
"398","KN2281","738","北京南苑","鄂尔多斯",NA,NA,NA
"399","KN2282","738","鄂尔多斯","北京南苑",NA,NA,NA
"400","KN2287","738","北京南苑","乌兰浩特","海拉尔",NA,NA
"401","KN2287","738","北京南苑","乌兰浩特","海拉尔",NA,NA
"402","KN2288","738","海拉尔","乌兰浩特","北京南苑",NA,NA
"403","KN2288","738","海拉尔","乌兰浩特","北京南苑",NA,NA
"404","KN2289","738","北京南苑","海拉尔",NA,NA,NA
"405","KN2290","738","海拉尔","北京南苑",NA,NA,NA
"406","KN2297","738","北京南苑","海拉尔",NA,NA,NA
"407","KN2298","738","海拉尔","北京南苑",NA,NA,NA
"408","KN2371","738","石家庄","深圳",NA,NA,NA
"409","KN2372","738","深圳","石家庄",NA,NA,NA
"410","KN2375","738","石家庄","成都",NA,NA,NA
"411","KN2375","738","石家庄","成都",NA,NA,NA
"412","KN2376","738","成都","石家庄",NA,NA,NA
"413","KN2376","738","成都","石家庄",NA,NA,NA
"414","KN2801","738","鄂尔多斯","佛山",NA,NA,NA
"415","KN2802","738","佛山","鄂尔多斯",NA,NA,NA
"416","KN2809","738","鄂尔多斯","长沙",NA,NA,NA
"417","KN2810","738","长沙","鄂尔多斯",NA,NA,NA
"418","KN2815","738","鄂尔多斯","南京",NA,NA,NA
"419","KN2816","738","南京","鄂尔多斯",NA,NA,NA
"420","KN2901","738","北京南苑","包头",NA,NA,NA
"421","KN2902","738","包头","北京南苑",NA,NA,NA
"422","KN2905","738","北京南苑","包头",NA,NA,NA
"423","KN2906","738","包头","北京南苑",NA,NA,NA
"424","KN2907","738","北京南苑","包头",NA,NA,NA
"425","KN2908","738","包头","北京南苑",NA,NA,NA
"426","KN2917","738","北京南苑","通辽",NA,NA,NA
"427","KN2918","738","通辽","北京南苑",NA,NA,NA
"428","KN2929","738","北京南苑","赤峰",NA,NA,NA
"429","KN2930","738","赤峰","北京南苑",NA,NA,NA
"430","KN2931","738","北京南苑","赤峰",NA,NA,NA
"431","KN2932","738","赤峰","北京南苑",NA,NA,NA
"432","KN2935","738","北京南苑","满洲里",NA,NA,NA
"433","KN2936","738","满洲里","北京南苑",NA,NA,NA
"434","KN2957","738","北京南苑","乌兰浩特",NA,NA,NA
"435","KN2958","738","乌兰浩特","北京南苑",NA,NA,NA
"436","KN2959","738","北京南苑","乌兰浩特",NA,NA,NA
"437","KN2960","738","乌兰浩特","北京南苑",NA,NA,NA
"438","KN2961","738","北京南苑","锡林浩特",NA,NA,NA
"439","KN2961","738","北京南苑","锡林浩特",NA,NA,NA
"440","KN2962","738","锡林浩特","北京南苑",NA,NA,NA
"441","KN2962","738","锡林浩特","北京南苑",NA,NA,NA
"442","KN2965","738","北京南苑","锡林浩特",NA,NA,NA
"443","KN2965","738","北京南苑","锡林浩特",NA,NA,NA
"444","KN2966","738","锡林浩特","北京南苑",NA,NA,NA
"445","KN2967","738","北京南苑","巴彦淖尔",NA,NA,NA
"446","KN2968","738","巴彦淖尔","北京南苑",NA,NA,NA
"447","MF8037","738","天津","大连",NA,NA,NA
"448","MF8037","738","天津","大连",NA,NA,NA
"449","MF8038","738","大连","天津",NA,NA,NA
"450","MF8139","738","天津","厦门","海口",NA,NA
"451","MF8140","738","海口","厦门","天津",NA,NA
"452","MF8331","738","天津","福州","南宁",NA,NA
"453","MF8332","738","南宁","福州","天津",NA,NA
"454","MF8365","738","天津","深圳",NA,NA,NA
"455","MF8366","738","深圳","天津",NA,NA,NA
"456","MF8379","738","天津","深圳",NA,NA,NA
"457","MF8380","738","深圳","天津",NA,NA,NA
"458","MF8457","738","天津","杭州","贵阳",NA,NA
"459","MF8458","738","贵阳","杭州","天津",NA,NA
"460","MF8458","738","贵阳","杭州","天津",NA,NA
"461","MF8458","738","贵阳","杭州","天津",NA,NA
"462","MF8459","738","天津","西安","重庆",NA,NA
"463","MF8460","738","重庆","西安","天津",NA,NA
"464","MF8469","738","天津","重庆",NA,NA,NA
"465","MF8470","738","重庆","天津",NA,NA,NA
"466","MF8737","738","呼和浩特","海拉尔",NA,NA,NA
"467","MF8738","738","海拉尔","呼和浩特",NA,NA,NA
"468","MU2203","738","北京首都","吕梁",NA,NA,NA
"469","MU2203","738","北京首都","吕梁",NA,NA,NA
"470","MU2204","738","吕梁","北京首都",NA,NA,NA
"471","MU2204","738","吕梁","北京首都",NA,NA,NA
"472","MU2227","738","太原","大同",NA,NA,NA
"473","MU2228","738","大同","太原",NA,NA,NA
"474","MU2363","738","太原","深圳",NA,NA,NA
"475","MU2364","738","深圳","太原",NA,NA,NA
"476","MU2437","738","太原","武汉","厦门",NA,NA
"477","MU2438","738","厦门","武汉","太原",NA,NA
"478","MU5291","738","太原","北京首都",NA,NA,NA
"479","MU5295","738","太原","北京首都",NA,NA,NA
"480","MU5296","738","北京首都","太原",NA,NA,NA
"481","MU5297","738","太原","北京首都",NA,NA,NA
"482","MU5298","738","北京首都","太原",NA,NA,NA
"483","MU5298","738","北京首都","太原",NA,NA,NA
"484","MU5300","738","北京首都","太原",NA,NA,NA
"485","MU5399","738","太原","武汉","福州",NA,NA
"486","MU5400","738","福州","武汉","太原",NA,NA
"487","MU5681","738","太原","长沙","海口",NA,NA
"488","MU5682","738","海口","长沙","太原",NA,NA
"489","NS3209","738","石家庄","成都",NA,NA,NA
"490","NS3210","738","成都","石家庄",NA,NA,NA
"491","NS3211","738","石家庄","杭州",NA,NA,NA
"492","NS3212","738","杭州","石家庄",NA,NA,NA
