"","city1_2","flight","plane","flag"
"1857","桂林武汉","CZ3263","738",10573
"1858","桂林武汉","CZ3263","738",10573
"1859","桂林西安","CA1472","738",13187
"1860","桂林西安","GS7676","320",13187
"1861","桂林西安","CZ6375","73G",13187
"1862","桂林西安","HU7880","738",13187
"1863","桂林西安","JD5124","319",13187
"1864","桂林西安","CZ6375","73G",13187
"1865","桂林徐州","JD5793","319",25415
"1866","桂林张家界","BK2760","MA6",2756
"1867","桂林郑州","GT1023/4","319",11874
"1868","桂林郑州","PN6290","319",11874
"1869","桂林郑州","SC4930","738",11874
"1870","桂林郑州","JD5643","319",11874
"1871","桂林郑州","GT1023/4","319",11874
"1872","桂林郑州","JD5641","319",11874
"1873","桂林郑州","GT1023/4","319",11874
"1874","桂林重庆","CZ6986","738",5109
"1875","桂林重庆","PN6278","319",5109
"1876","哈尔滨阿尔山","G52718","CR9",22704
"1877","哈尔滨白山","BK2733","MA6",18768
"1878","哈尔滨包头","MU5780","738",24284
"1879","哈尔滨常州","ZH9664","320",8589
"1880","哈尔滨常州","3U8681","321",8589
"1881","哈尔滨成都","ZH9502","737",13494
"1882","哈尔滨成都","CA4178","321",13494
"1883","哈尔滨赤峰","GJ8758","320",12650
"1884","哈尔滨赤峰","GJ8758","320",12650
"1885","哈尔滨赤峰","GJ8758","320",12650
"1886","哈尔滨赤峰","GJ8758","320",12650
"1887","哈尔滨赤峰","GJ8758","320",12650
"1888","哈尔滨大连","MU5612","321",934
"1889","哈尔滨大同","HU7286","738",24745
"1890","哈尔滨丹东","GJ8724","320",23980
"1891","哈尔滨丹东","GJ8724","320",23980
"1892","哈尔滨鄂尔多斯","MU5822","738",42
"1893","哈尔滨鄂尔多斯","MU5822","738",42
"1894","哈尔滨福州","MF8704","738",13658
"1895","哈尔滨福州","SC8701","738",13658
"1896","哈尔滨广州","CZ3616","319",10048
"1897","哈尔滨广州","ZH9676","320",10048
"1898","哈尔滨广州","3U8161","320",10048
"1899","哈尔滨广州","CZ3624","319",10048
"1900","哈尔滨广州","CZ3906","319",10048
"1901","哈尔滨广州","ZH9672","320",10048
"1902","哈尔滨广州","CZ3906","319",10048
"1903","哈尔滨杭州","CZ6666","320",5887
"1904","哈尔滨杭州","MF8022","738",5887
"1905","哈尔滨杭州","CZ6666","320",5887
"1906","哈尔滨杭州","CZ6666","320",5887
"1907","哈尔滨杭州","3U8582","320",5887
"1908","哈尔滨杭州","CZ6666","320",5887
"1909","哈尔滨杭州","CZ6170","738",5887
"1910","哈尔滨杭州","CZ3743","320",5887
"1911","哈尔滨合肥","HU7674","738",3811
"1912","哈尔滨合肥","HU7674","738",3811
"1913","哈尔滨合肥","CZ3666","738",3811
"1914","哈尔滨合肥","3U8517","321",3811
"1915","哈尔滨合肥","ZH9419","320",3811
"1916","哈尔滨黑河","BK2751","MA6",7830
"1917","哈尔滨呼和浩特","PN6276","319",13739
"1918","哈尔滨呼和浩特","PN6276","319",13739
"1919","哈尔滨淮安","9C8964","320",22628
"1920","哈尔滨黄山","JD5622","319",25167
"1921","哈尔滨鸡西","BK2701","MA6",19096
"1922","哈尔滨鸡西","BK2897","MA6",19096
"1923","哈尔滨济南","SC4976","738",10878
"1924","哈尔滨济南","CZ6285","320",10878
"1925","哈尔滨济南","SC4762","738",10878
"1926","哈尔滨济南","3U8844","320",10878
"1927","哈尔滨济南","SC4965","738",10878
"1928","哈尔滨济南","SC4998","738",10878
"1929","哈尔滨济南","CZ6285","320",10878
"1930","哈尔滨济南","3U8207","320",10878
"1931","哈尔滨济南","CZ6285","320",10878
"1932","哈尔滨济南","3U8207","320",10878
"1933","哈尔滨济南","3U8844","320",10878
"1934","哈尔滨济南","CZ6285","320",10878
"1935","哈尔滨济南","3U8844","320",10878
"1936","哈尔滨济南","CZ6285","320",10878
"1937","哈尔滨济南","HU7036","738",10878
"1938","哈尔滨济南","3U8690","320",10878
"1939","哈尔滨济南","KY8206","73G",10878
"1940","哈尔滨济宁","FM9174","73G",18751
"1941","哈尔滨济宁","FM9174","73G",18751
"1942","哈尔滨济宁","FM9174","73G",18751
"1943","哈尔滨加格达奇","BK2781","MA6",21492
"1944","哈尔滨佳木斯","BK2939","MA6",16894
"1945","哈尔滨佳木斯","BK2793","MA6",16894
"1946","哈尔滨昆明","CA4276","320",8471
"1947","哈尔滨连云港","MF8052","738",22674
"1948","哈尔滨临沂","ZH9962","320",25145
"1949","哈尔滨洛阳","GJ8834","320",20357
"1950","哈尔滨洛阳","GJ8834","320",20357
"1951","哈尔滨洛阳","GJ8834","320",20357
"1952","哈尔滨洛阳","GJ8834","320",20357
"1953","哈尔滨洛阳","GJ8834","320",20357
"1954","哈尔滨满洲里","3U8859","321",18729
"1955","哈尔滨满洲里","Y87597/8","738",18729
"1956","哈尔滨南昌","HU7352","738",20352
"1957","哈尔滨南昌","ZH9433","738",20352
"1958","哈尔滨南京","CZ6392","738",2
"1959","哈尔滨南京","MU2712","320",2
"1960","哈尔滨南京","AQ1040","738",2
"1961","哈尔滨南京","MF8068","738",2
"1962","哈尔滨南京","HO1651","320",2
"1963","哈尔滨南京","3U8840","321",2
"1964","哈尔滨南京","ZH9417","320",2
"1965","哈尔滨南京","HU7754","738",2
"1966","哈尔滨南京","HU7754","738",2
"1967","哈尔滨宁波","MU9617","320",1664
"1968","哈尔滨宁波","MU9615","320",1664
"1969","哈尔滨宁波","MU9615","320",1664
"1970","哈尔滨宁波","MU9617","320",1664
"1971","哈尔滨宁波","MU9613","321",1664
"1972","哈尔滨宁波","3U8729","321",1664
"1973","哈尔滨宁波","CZ6211","320",1664
"1974","哈尔滨青岛","CZ6259","320",8743
"1975","哈尔滨青岛","MU2702","320",8743
"1976","哈尔滨青岛","MU2702","320",8743
"1977","哈尔滨青岛","MU5518","320",8743
"1978","哈尔滨青岛","CZ3670","738",8743
"1979","哈尔滨青岛","MU2702","320",8743
"1980","哈尔滨青岛","CZ3670","738",8743
"1981","哈尔滨青岛","HU7276","738",8743
"1982","哈尔滨青岛","OQ2334","319",8743
"1983","哈尔滨青岛","MF8060","73G",8743
"1984","哈尔滨青岛","CZ3670","738",8743
"1985","哈尔滨青岛","SC4632","738",8743
"1986","哈尔滨青岛","MU5518","320",8743
"1987","哈尔滨青岛","CZ3632","738",8743
"1988","哈尔滨青岛","ZH9745/6","737",8743
"1989","哈尔滨青岛","ZH9421","320",8743
"1990","哈尔滨青岛","MF8048","738",8743
"1991","哈尔滨青岛","CZ6259","320",8743
"1992","哈尔滨青岛","MU2702","320",8743
"1993","哈尔滨青岛","CZ6259","320",8743
"1994","哈尔滨青岛","CZ6259","320",8743
"1995","哈尔滨青岛","JD5696","319",8743
"1996","哈尔滨青岛","MU5510","320",8743
"1997","哈尔滨青岛","CZ6259","320",8743
"1998","哈尔滨青岛","CZ3632","738",8743
"1999","哈尔滨青岛","CZ6259","320",8743
"2000","哈尔滨青岛","QW9784","320",8743
"2001","哈尔滨日照","CZ8739","320",25143
"2002","哈尔滨三亚","CZ6148","320",25180
"2003","哈尔滨厦门","SC4991","738",2189
"2004","哈尔滨深圳","DZ6276","738",5008
"2005","哈尔滨深圳","ZH9772","738",5008
"2006","哈尔滨深圳","CZ6273","320",5008
"2007","哈尔滨深圳","ZH9818","320",5008
"2008","哈尔滨深圳","ZH9932","320",5008
"2009","哈尔滨深圳","CZ6482","320",5008
"2010","哈尔滨深圳","CZ6273","320",5008
"2011","哈尔滨石家庄","3U8346","319",20369
"2012","哈尔滨石家庄","NS3256","E90",20369
"2013","哈尔滨石家庄","JD5532","319",20369
"2014","哈尔滨石家庄","HU7628","738",20369
"2015","哈尔滨石家庄","NS3256","E90",20369
"2016","哈尔滨太原","ZH9431","320",25152
"2017","哈尔滨太原","3U8523","321",25152
"2018","哈尔滨太原","3U8598","320",25152
"2019","哈尔滨太原","FU6597/8","738",25152
"2020","哈尔滨太原","SC4962","738",25152
"2021","哈尔滨唐山","JD5310","319",25135
"2022","哈尔滨天津","JD5332","319",6744
"2023","哈尔滨天津","BK2850","737",6744
"2024","哈尔滨天津","HU7726","738",6744
"2025","哈尔滨天津","HU7160","738",6744
"2026","哈尔滨天津","MU5144","319",6744
"2027","哈尔滨天津","CA1677","738",6744
"2028","哈尔滨天津","CA1677","738",6744
"2029","哈尔滨天津","CZ3126","320",6744
"2030","哈尔滨天津","3U8567","320",6744
"2031","哈尔滨天津","FU6556","738",6744
"2032","哈尔滨天津","CA1677","738",6744
"2033","哈尔滨天津","CA1677","738",6744
"2034","哈尔滨天津","MF8040","738",6744
"2035","哈尔滨天津","FU6556","738",6744
"2036","哈尔滨天津","CA1677","738",6744
"2037","哈尔滨天津","HU7160","738",6744
"2038","哈尔滨通辽","FM9548","738",18734
"2039","哈尔滨通辽","GJ8754","320",18734
"2040","哈尔滨通辽","GJ8754","320",18734
"2041","哈尔滨通辽","GJ8754","320",18734
"2042","哈尔滨通辽","GJ8754","320",18734
"2043","哈尔滨威海","CZ6263","320",5155
"2044","哈尔滨威海","CA1788","320",5155
"2045","哈尔滨威海","CZ6241/2","320",5155
"2046","哈尔滨威海","CA1788","320",5155
"2047","哈尔滨威海","CZ6263","320",5155
"2048","哈尔滨温州","AQ1022","738",11578
"2049","哈尔滨温州","AQ1022","738",11578
"2050","哈尔滨温州","3U8826","321",11578
"2051","哈尔滨温州","AQ1022","738",11578
"2052","哈尔滨乌兰浩特","G52794","CR9",24066
"2053","哈尔滨乌兰浩特","G52794","CR9",24066
"2054","哈尔滨武汉","CZ8368","738",2100
"2055","哈尔滨武汉","CZ8368","738",2100
"2056","哈尔滨武汉","CZ8368","738",2100
"2057","哈尔滨武汉","CZ8368","738",2100
"2058","哈尔滨武汉","3U8725","321",2100
"2059","哈尔滨西安","MU2296","320",6957
"2060","哈尔滨西安","MU2164","320",6957
"2061","哈尔滨西安","CZ6269","320",6957
"2062","哈尔滨西安","CZ6269","320",6957
"2063","哈尔滨西安","CZ6269","320",6957
"2064","哈尔滨西安","3U8595","319",6957
"2065","哈尔滨西安","CZ6269","320",6957
"2066","哈尔滨襄阳","FU6567/8","737",25163
"2067","哈尔滨襄阳","JD5772","319",25163
"2068","哈尔滨徐州","3U8503","321",25148
"2069","哈尔滨徐州","3U8854","321",25148
"2070","哈尔滨徐州","3U8854","321",25148
"2071","哈尔滨烟台","SC4842","733",2331
"2072","哈尔滨烟台","HU7093","738",2331
"2073","哈尔滨烟台","CZ6261","320",2331
"2074","哈尔滨烟台","GJ8826","320",2331
"2075","哈尔滨烟台","ZH9286","738",2331
"2076","哈尔滨烟台","SC4842","733",2331
"2077","哈尔滨烟台","QW9812","320",2331
"2078","哈尔滨烟台","SC4842","733",2331
"2079","哈尔滨烟台","JD5694","319",2331
"2080","哈尔滨盐城","MF8094","738",22706
"2081","哈尔滨扬州","ZH9439","320",20390
"2082","哈尔滨银川","EU2276","319",10356
"2083","哈尔滨银川","3U8878","321",10356
"2084","哈尔滨银川","EU2276","319",10356
"2085","哈尔滨营口","MU5616","320",24068
"2086","哈尔滨营口","MU5616","320",24068
"2087","哈尔滨榆林","MU2288","320",20378
"2088","哈尔滨运城","CZ6722","320",20386
"2089","哈尔滨运城","CZ6722","320",20386
"2090","哈尔滨张家口","DR6540","73G",25141
"2091","哈尔滨长沙","CZ6277","319",10261
"2092","哈尔滨长沙","CZ6277","319",10261
"2093","哈尔滨长沙","3U8686","321",10261
"2094","哈尔滨郑州","CZ6360","320",10116
"2095","哈尔滨郑州","CZ6360","320",10116
"2096","哈尔滨郑州","CZ6255","320",10116
"2097","哈尔滨郑州","OQ2344","319",10116
"2098","哈尔滨郑州","MF8056","73G",10116
"2099","哈尔滨郑州","3U8583","320",10116
"2100","哈尔滨郑州","ZH9435","738",10116
"2101","哈尔滨郑州","CZ6360","320",10116
"2102","哈尔滨郑州","MF8056","73G",10116
"2103","哈尔滨郑州","3U8848","320",10116
"2104","哈尔滨郑州","CZ6255","320",10116
"2105","哈尔滨重庆","CA4364","738",10223
"2106","哈尔滨重庆","CA4364","738",10223
"2107","哈密西安","GS7652","E90",10492
"2108","海口安庆","HU7681","738",24263
"2109","海口北海","GS6555","E90",550
"2110","海口毕节","G52758","CR9",24300
"2111","海口毕节","GX8865","E90",24300
"2112","海口常德","GS6525","E90",2780
"2113","海口成都","EU2762","319",4168
"2114","海口成都","3U8752","321",4168
"2115","海口成都","8L9610","73G",4168
"2116","海口成都","CA4316","319",4168
"2117","海口成都","3U8752","321",4168
"2118","海口成都","3U8752","321",4168
"2119","海口成都","CA4316","319",4168
"2120","海口成都","HU7085","737",4168
"2121","海口福州","FU6532","738",10432
"2122","海口福州","FU6610","738",10432
"2123","海口福州","FU6532","738",10432
"2124","海口福州","MF8710","738",10432
"2125","海口赣州","GX8895","E90",8211
"2126","海口广州","ZH9610","320",4472
"2127","海口广州","CZ6777","320",4472
"2128","海口广州","HU7009","737",4472
"2129","海口广州","HU7001","738",4472
"2130","海口广州","HU7007","738",4472
"2131","海口广州","CZ6789","320",4472
"2132","海口广州","CZ6773","319",4472
"2133","海口广州","HU7009","738",4472
"2134","海口广州","HU7011","738",4472
"2135","海口广州","HU7001","738",4472
"2136","海口广州","CZ6783","319",4472
"2137","海口广州","AQ1026","738",4472
"2138","海口广州","ZH9612","738",4472
"2139","海口广州","HU7011","738",4472
"2140","海口广州","CZ6775","319",4472
"2141","海口广州","CZ6785","319",4472
"2142","海口广州","CZ6775","319",4472
"2143","海口广州","CZ6779","320",4472
"2144","海口广州","CZ6771","319",4472
"2145","海口广州","JD5160","319",4472
"2146","海口广州","CZ6787","319",4472
"2147","海口广州","HU7003","738",4472
"2148","海口广州","HU7001","738",4472
"2149","海口广州","CZ6791","319",4472
"2150","海口贵阳","GS6577","E90",8720
"2151","海口贵阳","GS6577","E90",8720
"2152","海口贵阳","DZ6293","738",8720
"2153","海口贵阳","SC8721","738",8720
"2154","海口贵阳","JD5640","319",8720
"2155","海口贵阳","HU7045","737",8720
"2156","海口贵阳","HU7075","738",8720
"2157","海口贵阳","JD5685","319",8720
"2158","海口桂林","JD5313","319",7559
"2159","海口桂林","HU7391","738",7559
"2160","海口桂林","EU2252","319",7559
"2161","海口桂林","QW9786","320",7559
"2162","海口桂林","JD5519","319",7559
"2163","海口桂林","HU7371","738",7559
"2164","海口杭州","JD5687","319",54
"2165","海口杭州","HU7061","738",54
"2166","海口杭州","HU7027","738",54
"2167","海口杭州","CZ6665","320",54
"2168","海口杭州","CZ6665","320",54
"2169","海口杭州","MF8021","738",54
"2170","海口杭州","MF8350","738",54
"2171","海口杭州","CZ6665","320",54
"2172","海口杭州","CZ6665","320",54
"2173","海口杭州","JD5687","319",54
"2174","海口杭州","MF8350","738",54
"2175","海口合肥","HU7675","738",1210
"2176","海口合肥","HU7091","738",1210
"2177","海口合肥","JD5264","319",1210
"2178","海口河池","G52604","CR9",22434
"2179","海口河池","G52604","CR9",22434
"2180","海口呼和浩特","SC8871","738",9469
"2181","海口怀化","GS6575","E90",20121
"2182","海口黄山","JD5621","319",13316
"2183","海口惠州","GS7612","E90",24025
"2184","海口济南","JD5517","319",8207
"2185","海口济宁","GS6547","E90",8243
"2186","海口井冈山","FM9270","738",22444
"2187","海口昆明","CZ3431","319",1353
"2188","海口昆明","HU7087","738",1353
"2189","海口昆明","8L9972","73G",1353
"2190","海口昆明","8L9556","73G",1353
"2191","海口兰州","JD5501","319",8297
"2192","海口兰州","JD5501","319",8297
"2193","海口临汾","GS6531","E90",24970
"2194","海口临沂","JD5781","319",22457
"2195","海口柳州","G52766","CR9",62
"2196","海口柳州","G52766","CR9",62
"2197","海口柳州","MU2172","320",62
"2198","海口泸州","GS7620","E90",20139
"2199","海口梅州","JD5596","319",20140
"2200","海口梅州","GS6587","E90",20140
"2201","海口绵阳","UQ2514","738",13567
"2202","海口南昌","HU7071","738",10478
"2203","海口南昌","JD5323","319",10478
"2204","海口南昌","JD5244","319",10478
"2205","海口南昌","HU7071/2","738",10478
"2206","海口南昌","ZH9434","738",10478
"2207","海口南昌","HU7309","738",10478
"2208","海口南昌","HU7071","738",10478
"2209","海口南昌","JD5602","319",10478
"2210","海口南昌","JD5321","319",10478
"2211","海口南昌","RY8916","738",10478
"2212","海口南京","CZ6190","320",1512
"2213","海口南京","CZ6190","320",1512
"2214","海口南京","MU2848","320",1512
"2215","海口南京","HU7209","738",1512
"2216","海口南京","JD5335","319",1512
"2217","海口南京","AQ1039","738",1512
"2218","海口南宁","HU7881","738",11148
"2219","海口南宁","NS3228","73G",11148
"2220","海口南宁","MU2420","320",11148
"2221","海口南宁","HU7713","738",11148
"2222","海口南宁","GX8862","E90",11148
"2223","海口南宁","GS6494","E90",11148
"2224","海口南宁","GX8862","E90",11148
"2225","海口南宁","JD5393","319",11148
"2226","海口南宁","CZ3342","738",11148
"2227","海口南宁","DZ6222","738",11148
"2228","海口宁波","3U8730","321",8489
"2229","海口宁波","SC4884","738",8489
"2230","海口宁波","HU7030","738",8489
"2231","海口宁波","JD5539","319",8489
"2232","海口宁波","JD5611","319",8489
"2233","海口泉州","DZ6289","738",13264
"2234","海口厦门","HU7047","738",3552
"2235","海口厦门","MF8140","738",3552
"2236","海口厦门","SC4888","738",3552
"2237","海口厦门","MF8362","738",3552
"2238","海口厦门","CZ3837","320",3552
"2239","海口厦门","HU7259","738",3552
"2240","海口厦门","MF8362","738",3552
"2241","海口深圳","BK2946","737",9996
"2242","海口深圳","DZ6262","738",9996
"2243","海口深圳","ZH9876","319",9996
"2244","海口深圳","HU7005","738",9996
"2245","海口深圳","HU7017","738",9996
"2246","海口深圳","ZH9910","320",9996
"2247","海口深圳","HU7019","738",9996
"2248","海口深圳","ZH9844","738",9996
"2249","海口深圳","ZH9876","319",9996
"2250","海口深圳","HU7015","738",9996
"2251","海口深圳","CZ6254","320",9996
"2252","海口深圳","HU7013","738",9996
"2253","海口深圳","ZH9810","319",9996
"2254","海口深圳","CZ6254","320",9996
"2255","海口深圳","CZ6254","320",9996
"2256","海口深圳","CZ6444","321",9996
"2257","海口深圳","CZ6795","319",9996
"2258","海口深圳","CZ6254","320",9996
"2259","海口深圳","ZH9844","738",9996
"2260","海口深圳","CZ6254","320",9996
"2261","海口深圳","CZ3956","321",9996
"2262","海口深圳","CZ6254","320",9996
"2263","海口石家庄","HU7627","738",1884
"2264","海口太原","3U8181/2","320",6494
"2265","海口天津","HU7739","734",6522
"2266","海口天津","HU7739","734",6522
"2267","海口温州","SC8775","738",8893
"2268","海口温州","FM9530","738",8893
"2269","海口温州","SC4613","738",8893
"2270","海口温州","FM9530","738",8893
"2271","海口无锡","HO1068","320",22485
"2272","海口武汉","CZ6651","320",8936
"2273","海口武汉","HU7841","738",8936
"2274","海口武汉","HU7193","738",8936
"2275","海口武汉","JD5617","319",8936
"2276","海口武汉","HU7039/40","738",8936
"2277","海口武汉","JD5705","319",8936
"2278","海口武夷山","SC8773","738",22484
"2279","海口西安","JD5112","319",7933
"2280","海口西安","JD5110","319",7933
"2281","海口兴义","EU2746","319",24241
"2282","海口兴义","G52872","CR9",24241
"2283","海口扬州","GS7868","E90",20173
"2284","海口扬州","GS7868","E90",20173
"2285","海口宜昌","JD5367","319",6875
"2286","海口宜昌","JD5396","319",6875
"2287","海口宜昌","GX8891","E90",6875
"2288","海口永州","GX8889","E90",2317
"2289","海口湛江","GS6561","E90",10465
"2290","海口湛江","GS6563","E90",10465
"2291","海口长沙","GS6579","320",687
"2292","海口长沙","HU7203","738",687
"2293","海口长沙","JD5319","319",687
"2294","海口长沙","GS6579","320",687
"2295","海口长沙","MU5682","738",687
"2296","海口长沙","DZ6247","738",687
"2297","海口长沙","JD5361","319",687
"2298","海口长沙","HU7289","738",687
"2299","海口长沙","HU7227","738",687
"2300","海口长沙","CZ6111","320",687
"2301","海口长沙","CZ6575","320",687
"2302","海口长沙","BK2856","737",687
"2303","海口长沙","HU7652","738",687
"2304","海口长沙","CZ6767","320",687
"2305","海口长沙","HU7037","738",687
"2306","海口长沙","SC1186","738",687
"2307","海口长沙","NS3300","738",687
"2308","海口长治","HU7795","738",17003
"2309","海口长治","HU7795","738",17003
"2310","海口郑州","JD5353","319",5070
"2311","海口郑州","HU7269/70","738",5070
"2312","海口郑州","CZ6559","320",5070
"2313","海口郑州","ZH9438","320",5070
"2314","海口郑州","HU7335","738",5070
"2315","海口郑州","JD5373","319",5070
"2316","海口郑州","PN6316","319",5070
"2317","海口郑州","HU7229","738",5070
"2318","海口郑州","CZ6356","738",5070
"2319","海口郑州","CZ6356","738",5070
"2320","海口郑州","HU7301","738",5070
"2321","海口重庆","CZ6725","319",5160
"2322","海口重庆","HU7073","738",5160
"2323","海口重庆","CZ6313","319",5160
"2324","海口重庆","HU7077","332",5160
"2325","海口重庆","HU7378","738",5160
"2326","海口重庆","CZ6725","319",5160
"2327","海口重庆","3U8880","320",5160
"2328","海口重庆","HU7073","738",5160
"2329","海口重庆","PN6208","319",5160
"2330","海口重庆","GS7496","E90",5160
"2331","海口重庆","DZ6299","738",5160
"2332","海口重庆","GS6521","320",5160
"2333","海口重庆","GS7496","E90",5160
"2334","海口重庆","CZ6313","319",5160
"2335","海口珠海","DZ6314","738",6554
"2336","海口珠海","HU7637","738",6554
"2337","海口珠海","HU7637","738",6554
"2338","海口珠海","SC8833","738",6554
"2339","海口珠海","HU7383","738",6554
"2340","海口珠海","HU7679","738",6554
"2341","海口珠海","CZ3846","738",6554
"2342","海口珠海","GX8817","E90",6554
"2343","邯郸成都","3U8898","320",19762
"2344","邯郸广州","CZ3300","319",21752
"2345","汉中深圳","CZ3676","320",25201
"2346","汉中深圳","CZ3676","320",25201
"2347","汉中深圳","CZ3676","320",25201
"2348","汉中西安","MU2245","320",16900
"2349","杭州安顺","GJ8869","320",21662
"2350","杭州安顺","GJ8879","320",21662
"2351","杭州包头","CA1779","319",7392
"2352","杭州保山","MU5794","73G",24333
"2353","杭州保山","MU5794","73G",24333
"2354","杭州毕节","HO1047","320",21701
"2355","杭州毕节","GJ8769","320",21701
"2356","杭州毕节","GJ8769","320",21701
"2357","杭州成都","MU5496","320",7705
"2358","杭州成都","MU2252","320",7705
"2359","杭州成都","MU5500","320",7705
"2360","杭州成都","CA1741","320",7705
"2361","杭州成都","TV9812","319",7705
"2362","杭州成都","EU2210","319",7705
"2363","杭州成都","CA4520","321",7705
"2364","杭州成都","CA1745","320",7705
"2365","杭州成都","3U8920","320",7705
"2366","杭州成都","MF8423","738",7705
"2367","杭州成都","3U8912","320",7705
"2368","杭州赤峰","GJ8757","320",24525
"2369","杭州达州","TV9868","319",24754
"2370","杭州大理","MU9366","73G",22290
"2371","杭州大理","MU9722","73G",22290
"2372","杭州大连","GJ8765","320",33
"2373","杭州大连","CZ6480","319",33
"2374","杭州大连","GJ8725","320",33
"2375","杭州大连","MF8077","738",33
"2376","杭州大连","HU7023","738",33
"2377","杭州大连","HU7033","738",33
"2378","杭州大连","3U8585","320",33
"2379","杭州大连","HU7023/4","738",33
"2380","杭州大连","JD5345","319",33
"2381","杭州大连","MU2916","320",33
"2382","杭州大连","CA8952","738",33
"2383","杭州大连","GJ8765","320",33
"2384","杭州大连","MU2916","320",33
"2385","杭州大连","HU7033","738",33
"2386","杭州丹东","GJ8723","320",24761
"2387","杭州东营","G52724","CR9",24833
"2388","杭州敦煌","JD5387/8","320",19957
"2389","杭州恩施","JD5672","319",20039
"2390","杭州阜阳","G52928","CR9",18051
"2391","杭州赣州","8L9874","73G",8348
"2392","杭州赣州","8L9874","73G",8348
"2393","杭州赣州","8L9874","73G",8348
"2394","杭州广元","CA1773","319",18582
"2395","杭州广州","MU5211","320",7345
"2396","杭州广州","CA1725","321",7345
"2397","杭州广州","FM9351","738",7345
"2398","杭州广州","CZ3522","319",7345
"2399","杭州广州","CZ3804","319",7345
"2400","杭州广州","HU7362","738",7345
"2401","杭州广州","CZ3802","738",7345
"2402","杭州广州","ZH9688","738",7345
"2403","杭州广州","CZ3820","319",7345
"2404","杭州广州","HU7262","738",7345
"2405","杭州广州","CZ3830","319",7345
"2406","杭州广州","CA1721","319",7345
"2407","杭州广州","3U8421","320",7345
"2408","杭州广州","JD5170","319",7345
"2409","杭州广州","MU5217","320",7345
"2410","杭州广州","CZ3870","319",7345
"2411","杭州广州","JD5270","319",7345
"2412","杭州广州","HU7362","738",7345
"2413","杭州广州","MU5215","320",7345
"2414","杭州广州","CZ3512","319",7345
"2415","杭州广州","FM9351","738",7345
"2416","杭州广州","CZ3502","319",7345
"2417","杭州广州","CZ3848","319",7345
"2418","杭州广州","MF8381","738",7345
"2419","杭州广州","GJ8699","320",7345
"2420","杭州广州","CA1719","319",7345
"2421","杭州贵阳","GJ8809","320",5780
"2422","杭州贵阳","MF8493","738",5780
"2423","杭州贵阳","CZ6382","738",5780
"2424","杭州贵阳","MF8465","738",5780
"2425","杭州贵阳","HO1055","320",5780
"2426","杭州贵阳","GJ8809","320",5780
"2427","杭州贵阳","HO1055","320",5780
"2428","杭州贵阳","MF8465","738",5780
"2429","杭州贵阳","3U8535","320",5780
"2430","杭州贵阳","CA1749","319",5780
"2431","杭州贵阳","GJ8809","320",5780
"2432","杭州桂林","CZ3266","738",7701
"2433","杭州桂林","9C8727","320",7701
"2434","杭州桂林","JD5548","319",7701
"2435","杭州桂林","9C8727","320",7701
"2436","杭州桂林","HU7025","738",7701
"2437","杭州桂林","CA1797","319",7701
"2438","杭州桂林","GJ8671/2","320",7701
"2439","杭州桂林","GJ8851","320",7701
"2440","杭州哈尔滨","GJ8651","320",5887
"2441","杭州哈尔滨","GJ8651","320",5887
"2442","杭州哈尔滨","GJ8651","320",5887
"2443","杭州哈尔滨","3U8581","320",5887
"2444","杭州海口","HU7028","738",54
"2445","杭州海口","JD5688","319",54
"2446","杭州海口","MF8349","738",54
"2447","杭州海口","HU7062","738",54
"2448","杭州海口","MF8349","738",54
"2449","杭州邯郸","GJ8847","320",24994
"2450","杭州合肥","9C8711","320",3757
"2451","杭州呼和浩特","MU5263","320",10591
"2452","杭州呼和浩特","CA1913","319",10591
"2453","杭州呼和浩特","MF8179","738",10591
"2454","杭州呼和浩特","CA1793","738",10591
"2455","杭州呼和浩特","MU5263","320",10591
"2456","杭州淮安","GJ8863","320",24043
"2457","杭州惠州","HO1015","320",25048
"2458","杭州济南","HU7035","738",4817
"2459","杭州景德镇","MU5547","320",24044
"2460","杭州凯里","GS6486","E90",22574
"2461","杭州昆明","MU5645","320",10506
"2462","杭州昆明","KY8266","73G",10506
"2463","杭州昆明","CA1751","319",10506
"2464","杭州昆明","MU5655","320",10506
"2465","杭州昆明","MU5645","320",10506
"2466","杭州昆明","8L9642","319",10506
"2467","杭州昆明","KY8236","73G",10506
"2468","杭州昆明","8L9642","319",10506
"2469","杭州昆明","CA1753","319",10506
"2470","杭州昆明","MU5645","320",10506
"2471","杭州昆明","8L9642","319",10506
"2472","杭州昆明","GJ8881","320",10506
"2473","杭州昆明","3U8529/30","319",10506
"2474","杭州昆明","CA1755","319",10506
"2475","杭州昆明","JD5157","319",10506
"2476","杭州兰州","MU2445","320",1444
"2477","杭州兰州","CA1767","319",1444
"2478","杭州兰州","CA1765","319",1444
"2479","杭州兰州","MF8257","738",1444
"2480","杭州兰州","GJ8759","320",1444
"2481","杭州丽江","JD5191","319",12974
"2482","杭州丽江","CA1915","319",12974
"2483","杭州丽江","3U8385","320",12974
"2484","杭州连城","HU7728","738",22579
"2485","杭州连云港","GJ8783","320",23715
"2486","杭州六盘水","GJ8827","320",22582
"2487","杭州泸州","MU5878","738",25068
"2488","杭州洛阳","GJ8777","320",20273
"2489","杭州洛阳","GJ8777","320",20273
"2490","杭州绵阳","CA1917","319",22590
"2491","杭州绵阳","CA1917","319",22590
"2492","杭州绵阳","3U8775","319",22590
