"","flight","plane","city1","city2","city3","city4","city5","city1_2"
"6972","CZ6582","319","南昌","南京","沈阳",NA,NA,"南昌南京"
"6973","CZ6653","319","沈阳","烟台","长沙",NA,NA,"沈阳烟台"
"6974","CZ6654","319","长沙","烟台","沈阳",NA,NA,"长沙烟台"
"6975","CZ6663","319","沈阳","呼和浩特","银川",NA,NA,"沈阳呼和浩特"
"6976","CZ6664","319","银川","呼和浩特","沈阳",NA,NA,"银川呼和浩特"
"6977","CZ8501","319","沈阳","南京","揭阳",NA,NA,"沈阳南京"
"6978","CZ8502","319","揭阳","南京","沈阳",NA,NA,"揭阳南京"
"6979","CZ8503","319","沈阳","杭州","厦门",NA,NA,"沈阳杭州"
"6980","CZ8504","319","厦门","杭州","沈阳",NA,NA,"厦门杭州"
"6981","CZ8513","319","沈阳","烟台","西安",NA,NA,"沈阳烟台"
"6982","CZ8514","319","西安","烟台","沈阳",NA,NA,"西安烟台"
"6985","JD5239","319","沈阳","呼和浩特","兰州",NA,NA,"沈阳呼和浩特"
"6986","JD5239","319","沈阳","呼和浩特","兰州",NA,NA,"沈阳呼和浩特"
"6987","JD5240","319","兰州","呼和浩特","沈阳",NA,NA,"兰州呼和浩特"
"6991","JD5243","319","沈阳","南昌","海口",NA,NA,"沈阳南昌"
"6992","JD5244","319","海口","南昌","沈阳",NA,NA,"海口南昌"
"6993","JD5245/6","319","沈阳","桂林","沈阳",NA,NA,"沈阳桂林"
"6996","JD5261/2","319","沈阳","烟台","沈阳",NA,NA,"沈阳烟台"
"6997","JD5263","319","沈阳","合肥","海口",NA,NA,"沈阳合肥"
"6998","JD5264","319","海口","合肥","沈阳",NA,NA,"海口合肥"
"6999","JD5347","319","沈阳","济南","南宁",NA,NA,"沈阳济南"
"7000","JD5348","319","南宁","济南","沈阳",NA,NA,"南宁济南"
"7001","MU2963","319","大连","淮安","厦门",NA,NA,"大连淮安"
"7002","MU2963","319","大连","淮安","厦门",NA,NA,"大连淮安"
"7003","MU2964","319","厦门","淮安","大连",NA,NA,"厦门淮安"
"7004","MU2964","319","厦门","淮安","大连",NA,NA,"厦门淮安"
"7005","3U8207","320","哈尔滨","济南","揭阳",NA,NA,"哈尔滨济南"
"7006","3U8207","320","哈尔滨","济南","揭阳",NA,NA,"哈尔滨济南"
"7007","3U8208","320","揭阳","济南","哈尔滨",NA,NA,"揭阳济南"
"7008","3U8208","320","揭阳","济南","哈尔滨",NA,NA,"揭阳济南"
"7009","3U8567","320","哈尔滨","天津","兰州",NA,NA,"哈尔滨天津"
"7010","3U8568","320","兰州","天津","哈尔滨",NA,NA,"兰州天津"
"7011","3U8568","320","兰州","天津","哈尔滨",NA,NA,"兰州天津"
"7014","9C8553/4","320","沈阳","昆明","沈阳",NA,NA,"沈阳昆明"
"7015","9C8581","320","沈阳","石家庄","桂林",NA,NA,"沈阳石家庄"
"7017","9C8582","320","桂林","石家庄","沈阳",NA,NA,"桂林石家庄"
"7018","9C8595","320","沈阳","绵阳","昆明",NA,NA,"沈阳绵阳"
"7019","9C8596","320","昆明","绵阳","沈阳",NA,NA,"昆明绵阳"
"7020","9C8596","320","昆明","绵阳","沈阳",NA,NA,"昆明绵阳"
"7022","9C8693/4","320","沈阳","揭阳","沈阳",NA,NA,"沈阳揭阳"
"7023","9C8735/6","320","沈阳","石家庄","沈阳",NA,NA,"沈阳石家庄"
"7030","9C8925","320","沈阳","洛阳","重庆",NA,NA,"沈阳洛阳"
"7031","9C8926","320","重庆","洛阳","沈阳",NA,NA,"重庆洛阳"
"7032","9C8926","320","重庆","洛阳","沈阳",NA,NA,"重庆洛阳"
"7033","CZ3925","320","长沙","济南","沈阳",NA,NA,"长沙济南"
"7034","CZ3926","320","沈阳","济南","长沙",NA,NA,"沈阳济南"
"7035","CZ3926","320","沈阳","济南","长沙",NA,NA,"沈阳济南"
"7036","CZ3983","320","张家界","青岛","沈阳",NA,NA,"张家界青岛"
"7037","CZ3983","320","张家界","青岛","沈阳",NA,NA,"张家界青岛"
"7038","CZ3984","320","沈阳","青岛","张家界",NA,NA,"沈阳青岛"
"7039","CZ6191","320","大连","郑州","厦门",NA,NA,"大连郑州"
"7040","CZ6192","320","厦门","郑州","大连",NA,NA,"厦门郑州"
"7041","CZ6241/2","320","哈尔滨","威海","哈尔滨",NA,NA,"哈尔滨威海"
"7042","CZ6255","320","哈尔滨","郑州","成都",NA,NA,"哈尔滨郑州"
"7043","CZ6255","320","哈尔滨","郑州","成都",NA,NA,"哈尔滨郑州"
"7044","CZ6256","320","成都","郑州","哈尔滨",NA,NA,"成都郑州"
"7045","CZ6256","320","成都","郑州","哈尔滨",NA,NA,"成都郑州"
"7046","CZ6259","320","哈尔滨","青岛","厦门",NA,NA,"哈尔滨青岛"
"7047","CZ6259","320","哈尔滨","青岛","厦门",NA,NA,"哈尔滨青岛"
"7048","CZ6259","320","哈尔滨","青岛","厦门",NA,NA,"哈尔滨青岛"
"7049","CZ6259","320","哈尔滨","青岛","厦门",NA,NA,"哈尔滨青岛"
"7050","CZ6259","320","哈尔滨","青岛","厦门",NA,NA,"哈尔滨青岛"
"7051","CZ6259","320","哈尔滨","青岛","厦门",NA,NA,"哈尔滨青岛"
"7052","CZ6260","320","厦门","青岛","哈尔滨",NA,NA,"厦门青岛"
"7053","CZ6260","320","厦门","青岛","哈尔滨",NA,NA,"厦门青岛"
"7054","CZ6260","320","厦门","青岛","哈尔滨",NA,NA,"厦门青岛"
"7055","CZ6260","320","厦门","青岛","哈尔滨",NA,NA,"厦门青岛"
"7056","CZ6260","320","厦门","青岛","哈尔滨",NA,NA,"厦门青岛"
"7057","CZ6260","320","厦门","青岛","哈尔滨",NA,NA,"厦门青岛"
"7058","CZ6269","320","哈尔滨","西安","昆明",NA,NA,"哈尔滨西安"
"7059","CZ6269","320","哈尔滨","西安","昆明",NA,NA,"哈尔滨西安"
"7060","CZ6269","320","哈尔滨","西安","昆明",NA,NA,"哈尔滨西安"
"7061","CZ6269","320","哈尔滨","西安","昆明",NA,NA,"哈尔滨西安"
"7062","CZ6270","320","昆明","西安","哈尔滨",NA,NA,"昆明西安"
"7063","CZ6270","320","昆明","西安","哈尔滨",NA,NA,"昆明西安"
"7064","CZ6270","320","昆明","西安","哈尔滨",NA,NA,"昆明西安"
"7065","CZ6270","320","昆明","西安","哈尔滨",NA,NA,"昆明西安"
"7066","CZ6311","320","沈阳","青岛","深圳",NA,NA,"沈阳青岛"
"7067","CZ6347","320","大连","青岛","南昌",NA,NA,"大连青岛"
"7068","CZ6347","320","大连","青岛","南昌",NA,NA,"大连青岛"
"7069","CZ6348","320","南昌","青岛","大连",NA,NA,"南昌青岛"
"7070","CZ6348","320","南昌","青岛","大连",NA,NA,"南昌青岛"
"7071","CZ6385/6","320","深圳","沈阳","深圳",NA,NA,"深圳沈阳"
"7072","CZ6427","320","大连","长沙","昆明",NA,NA,"大连长沙"
"7073","CZ6428","320","昆明","长沙","大连",NA,NA,"昆明长沙"
"7074","CZ6428","320","昆明","长沙","大连",NA,NA,"昆明长沙"
"7075","CZ6435","320","大连","太原","成都",NA,NA,"大连太原"
"7076","CZ6436","320","成都","太原","大连",NA,NA,"成都太原"
"7077","CZ6449","320","大连","济南","兰州",NA,NA,"大连济南"
"7078","CZ6449","320","大连","济南","兰州",NA,NA,"大连济南"
"7079","CZ6450","320","兰州","济南","大连",NA,NA,"兰州济南"
"7080","CZ6450","320","兰州","济南","大连",NA,NA,"兰州济南"
"7081","CZ6527/8","320","大连","包头","大连",NA,NA,"大连包头"
"7082","CZ6527/8","320","大连","包头","大连",NA,NA,"大连包头"
"7087","CZ6545","320","长春","南京","厦门",NA,NA,"长春南京"
"7088","CZ6545","320","长春","南京","厦门",NA,NA,"长春南京"
"7089","CZ6546","320","厦门","南京","长春",NA,NA,"厦门南京"
"7090","CZ6559","320","海口","郑州","沈阳",NA,NA,"海口郑州"
"7091","CZ6560","320","沈阳","郑州","海口",NA,NA,"沈阳郑州"
"7092","CZ6570","320","西安","天津","长春",NA,NA,"西安天津"
"7093","CZ6580","320","重庆","天津","大连",NA,NA,"重庆天津"
"7094","CZ6705/6","320","大连","呼和浩特","大连",NA,NA,"大连呼和浩特"
"7095","CZ6705/6","320","大连","呼和浩特","大连",NA,NA,"大连呼和浩特"
"7096","CZ6761","320","三亚","武汉","沈阳",NA,NA,"三亚武汉"
"7097","CZ6762","320","沈阳","武汉","三亚",NA,NA,"沈阳武汉"
"7100","CZ8543/4","320","长春","威海","长春",NA,NA,"长春威海"
"7102","CZ8555/6","320","大连","太原","大连",NA,NA,"大连太原"
"7109","GS6419/20","320","大连","大同","大连",NA,NA,"大连大同"
"7110","GS6421/2","320","大连","临汾","大连",NA,NA,"大连临汾"
"7111","HO1031","320","大连","温州","三亚",NA,NA,"大连温州"
"7112","HO1032","320","三亚","温州","大连",NA,NA,"三亚温州"
"7113","HO1651","320","哈尔滨","南京","昆明",NA,NA,"哈尔滨南京"
"7116","HO1659","320","沈阳","南京","北海",NA,NA,"沈阳南京"
"7117","HO1660","320","北海","南京","沈阳",NA,NA,"北海南京"
"7118","MU2787","320","大连","南京","三亚",NA,NA,"大连南京"
"7119","MU2788","320","三亚","南京","大连",NA,NA,"三亚南京"
"7120","MU2799","320","牡丹江","乌鲁木齐","伊宁",NA,NA,"牡丹江乌鲁木齐"
"7121","MU2799","320","牡丹江","乌鲁木齐","伊宁",NA,NA,"牡丹江乌鲁木齐"
"7122","MU2800","320","伊宁","乌鲁木齐","牡丹江",NA,NA,"伊宁乌鲁木齐"
"7126","MU2987","320","大连","无锡","深圳",NA,NA,"大连无锡"
"7127","MU2988","320","深圳","无锡","大连",NA,NA,"深圳无锡"
"7128","MU9617","320","哈尔滨","宁波","珠海",NA,NA,"哈尔滨宁波"
"7129","MU9617","320","哈尔滨","宁波","珠海",NA,NA,"哈尔滨宁波"
"7130","MU9618","320","珠海","宁波","哈尔滨",NA,NA,"珠海宁波"
"7131","ZH9253","320","泉州","杭州","沈阳",NA,NA,"泉州杭州"
"7132","ZH9254","320","沈阳","杭州","泉州",NA,NA,"沈阳杭州"
"7133","ZH9409","320","沈阳","呼和浩特","成都",NA,NA,"沈阳呼和浩特"
"7134","ZH9410","320","成都","呼和浩特","沈阳",NA,NA,"成都呼和浩特"
"7135","ZH9417","320","哈尔滨","南京","长沙",NA,NA,"哈尔滨南京"
"7136","ZH9418","320","长沙","南京","哈尔滨",NA,NA,"长沙南京"
"7137","ZH9419","320","哈尔滨","合肥","贵阳",NA,NA,"哈尔滨合肥"
"7138","ZH9420","320","贵阳","合肥","哈尔滨",NA,NA,"贵阳合肥"
"7139","ZH9427","320","沈阳","太原","昆明",NA,NA,"沈阳太原"
"7140","ZH9428","320","昆明","太原","沈阳",NA,NA,"昆明太原"
"7141","ZH9431","320","哈尔滨","太原","三亚",NA,NA,"哈尔滨太原"
"7142","ZH9432","320","三亚","太原","哈尔滨",NA,NA,"三亚太原"
"7143","ZH9437","320","沈阳","郑州","海口",NA,NA,"沈阳郑州"
"7144","ZH9438","320","海口","郑州","沈阳",NA,NA,"海口郑州"
"7145","ZH9439","320","哈尔滨","扬州","三亚",NA,NA,"哈尔滨扬州"
"7146","ZH9440","320","三亚","扬州","哈尔滨",NA,NA,"三亚扬州"
"7147","ZH9447","320","沈阳","西安","西宁",NA,NA,"沈阳西安"
"7148","ZH9448","320","西宁","西安","沈阳",NA,NA,"西宁西安"
"7149","ZH9453","320","沈阳","烟台","长沙",NA,NA,"沈阳烟台"
"7150","ZH9454","320","长沙","烟台","沈阳",NA,NA,"长沙烟台"
"7151","ZH9477","320","大连","郑州","贵阳",NA,NA,"大连郑州"
"7152","ZH9478","320","贵阳","郑州","大连",NA,NA,"贵阳郑州"
"7153","ZH9491","320","沈阳","温州","三亚",NA,NA,"沈阳温州"
"7154","ZH9492","320","三亚","温州","沈阳",NA,NA,"三亚温州"
"7157","ZH9495","320","沈阳","南京","福州",NA,NA,"沈阳南京"
"7158","ZH9496","320","福州","南京","沈阳",NA,NA,"福州南京"
"7159","ZH9497","320","沈阳","南京","厦门",NA,NA,"沈阳南京"
"7160","ZH9497","320","沈阳","南京","厦门",NA,NA,"沈阳南京"
"7161","ZH9498","320","厦门","南京","沈阳",NA,NA,"厦门南京"
"7162","ZH9498","320","厦门","南京","沈阳",NA,NA,"厦门南京"
"7163","ZH9498","320","厦门","南京","沈阳",NA,NA,"厦门南京"
"7164","ZH9498","320","厦门","南京","沈阳",NA,NA,"厦门南京"
"7165","ZH9601","320","沈阳","南通","厦门",NA,NA,"沈阳南通"
"7166","ZH9602","320","厦门","南通","沈阳",NA,NA,"厦门南通"
"7167","ZH9637","320","昆明","郑州","沈阳",NA,NA,"昆明郑州"
"7168","ZH9638","320","沈阳","郑州","昆明",NA,NA,"沈阳郑州"
"7169","ZH9749","320","三亚","无锡","沈阳",NA,NA,"三亚无锡"
"7170","ZH9750","320","沈阳","无锡","三亚",NA,NA,"沈阳无锡"
"7171","3U8503","321","哈尔滨","徐州","贵阳",NA,NA,"哈尔滨徐州"
"7172","3U8504","321","贵阳","徐州","哈尔滨",NA,NA,"贵阳徐州"
"7173","3U8517","321","哈尔滨","合肥","贵阳",NA,NA,"哈尔滨合肥"
"7174","3U8518","321","贵阳","合肥","哈尔滨",NA,NA,"贵阳合肥"
"7175","3U8523","321","哈尔滨","太原","桂林",NA,NA,"哈尔滨太原"
"7176","3U8524","321","桂林","太原","哈尔滨",NA,NA,"桂林太原"
"7177","3U8596","321","北海","西安","哈尔滨",NA,NA,"北海西安"
"7178","3U8681","321","哈尔滨","常州","厦门",NA,NA,"哈尔滨常州"
"7179","3U8682","321","厦门","常州","哈尔滨",NA,NA,"厦门常州"
"7180","3U8725","321","哈尔滨","武汉","南宁",NA,NA,"哈尔滨武汉"
"7181","3U8726","321","南宁","武汉","哈尔滨",NA,NA,"南宁武汉"
"7182","3U8729","321","哈尔滨","宁波","海口",NA,NA,"哈尔滨宁波"
"7183","3U8730","321","海口","宁波","哈尔滨",NA,NA,"海口宁波"
"7188","CZ6303","321","沈阳","武汉","深圳",NA,NA,"沈阳武汉"
"7189","CZ6304","321","深圳","武汉","沈阳",NA,NA,"深圳武汉"
"7190","CZ6425","321","大连","武汉","昆明",NA,NA,"大连武汉"
"7191","CZ6426","321","昆明","武汉","大连",NA,NA,"昆明武汉"
"7192","CZ6426","321","昆明","武汉","大连",NA,NA,"昆明武汉"
"7193","HO1652","321","昆明","南京","哈尔滨",NA,NA,"昆明南京"
"7194","MU9613","321","哈尔滨","宁波","贵阳",NA,NA,"哈尔滨宁波"
"7195","MU9614","321","贵阳","宁波","哈尔滨",NA,NA,"贵阳宁波"
"7196","HU7094","734","杭州","烟台","哈尔滨",NA,NA,"杭州烟台"
"7206","MF8163/4","737","大连","呼和浩特","大连",NA,NA,"大连呼和浩特"
"7209","ZH9309/10","737","沈阳","海拉尔","沈阳",NA,NA,"沈阳海拉尔"
"7210","ZH9311/2","737","哈尔滨","海拉尔","哈尔滨",NA,NA,"哈尔滨海拉尔"
"7211","CA1677","738","哈尔滨","天津","桂林",NA,NA,"哈尔滨天津"
"7212","CA1677","738","哈尔滨","天津","桂林",NA,NA,"哈尔滨天津"
"7213","CA1677","738","哈尔滨","天津","桂林",NA,NA,"哈尔滨天津"
"7214","CA1677","738","哈尔滨","天津","桂林",NA,NA,"哈尔滨天津"
"7215","CA1677","738","哈尔滨","天津","桂林",NA,NA,"哈尔滨天津"
"7216","CA1678","738","桂林","天津","哈尔滨",NA,NA,"桂林天津"
"7217","CA1678","738","桂林","天津","哈尔滨",NA,NA,"桂林天津"
"7218","CA1678","738","桂林","天津","哈尔滨",NA,NA,"桂林天津"
"7227","CA8923","738","大连","天津","银川",NA,NA,"大连天津"
"7228","CA8923","738","大连","天津","银川",NA,NA,"大连天津"
"7229","CA8924","738","银川","天津","大连",NA,NA,"银川天津"
"7230","CA8924","738","银川","天津","大连",NA,NA,"银川天津"
"7231","CA8924","738","银川","天津","大连",NA,NA,"银川天津"
"7232","CA8924","738","银川","天津","大连",NA,NA,"银川天津"
"7233","CA8924","738","银川","天津","大连",NA,NA,"银川天津"
"7234","CA8924","738","银川","天津","大连",NA,NA,"银川天津"
"7235","CA8933","738","大连","合肥","深圳",NA,NA,"大连合肥"
"7236","CA8934","738","深圳","合肥","大连",NA,NA,"深圳合肥"
"7237","CA8957","738","大连","南京","长沙",NA,NA,"大连南京"
"7238","CA8958","738","长沙","南京","大连",NA,NA,"长沙南京"
"7239","CA8958","738","长沙","南京","大连",NA,NA,"长沙南京"
"7240","CZ3233","738","桂林","太原","沈阳",NA,NA,"桂林太原"
"7241","CZ3234","738","沈阳","太原","桂林",NA,NA,"沈阳太原"
"7242","CZ3291","738","南宁","南京","沈阳",NA,NA,"南宁南京"
"7243","CZ3292","738","沈阳","南京","南宁",NA,NA,"沈阳南京"
"7244","CZ3655","738","贵阳","南京","沈阳",NA,NA,"贵阳南京"
"7245","CZ3656","738","沈阳","南京","贵阳",NA,NA,"沈阳南京"
"7246","CZ3656","738","沈阳","南京","贵阳",NA,NA,"沈阳南京"
"7247","CZ3656","738","沈阳","南京","贵阳",NA,NA,"沈阳南京"
"7248","CZ3909","738","北海","南京","沈阳",NA,NA,"北海南京"
"7249","CZ3909","738","北海","南京","沈阳",NA,NA,"北海南京"
"7250","CZ3910","738","沈阳","南京","北海",NA,NA,"沈阳南京"
"7251","CZ3910","738","沈阳","南京","北海",NA,NA,"沈阳南京"
"7252","CZ6165","738","贵阳","青岛","长春",NA,NA,"贵阳青岛"
"7253","CZ6166","738","长春","青岛","贵阳",NA,NA,"长春青岛"
"7254","CZ6169","738","贵阳","杭州","哈尔滨",NA,NA,"贵阳杭州"
"7255","CZ6170","738","哈尔滨","杭州","贵阳",NA,NA,"哈尔滨杭州"
"7256","CZ6361","738","南宁","桂林","沈阳",NA,NA,"南宁桂林"
"7257","CZ6362","738","沈阳","桂林","南宁",NA,NA,"沈阳桂林"
"7258","CZ6439","738","成都","郑州","沈阳",NA,NA,"成都郑州"
"7259","CZ6440","738","沈阳","郑州","成都",NA,NA,"沈阳郑州"
"7260","CZ6587","738","揭阳","义乌","沈阳",NA,NA,"揭阳义乌"
"7261","CZ6587","738","揭阳","义乌","沈阳",NA,NA,"揭阳义乌"
"7262","CZ6588","738","沈阳","义乌","揭阳",NA,NA,"沈阳义乌"
"7263","CZ6588","738","沈阳","义乌","揭阳",NA,NA,"沈阳义乌"
"7264","DZ6297/8","738","沈阳","威海","沈阳",NA,NA,"沈阳威海"
"7265","FU6571/2","738","哈尔滨","海拉尔","哈尔滨",NA,NA,"哈尔滨海拉尔"
"7268","HU7023/4","738","杭州","大连","杭州",NA,NA,"杭州大连"
"7274","HU7093","738","哈尔滨","烟台","杭州",NA,NA,"哈尔滨烟台"
"7279","HU7273","738","大连","南京","福州",NA,NA,"大连南京"
"7280","HU7274","738","福州","南京","大连",NA,NA,"福州南京"
"7281","HU7274","738","福州","南京","大连",NA,NA,"福州南京"
"7284","HU7395","738","兰州","郑州","大连",NA,NA,"兰州郑州"
"7285","HU7396","738","大连","郑州","兰州",NA,NA,"大连郑州"
"7286","HU7619","738","大连","郑州","贵阳",NA,NA,"大连郑州"
"7287","HU7620","738","贵阳","郑州","大连",NA,NA,"贵阳郑州"
"7288","HU7659/60","738","大连","济南","大连",NA,NA,"大连济南"
"7289","HU7671","738","杭州","潍坊","沈阳",NA,NA,"杭州潍坊"
"7290","HU7672","738","沈阳","潍坊","杭州",NA,NA,"沈阳潍坊"
"7291","MF8709","738","大连","福州","海口",NA,NA,"大连福州"
"7292","MF8710","738","海口","福州","大连",NA,NA,"海口福州"
"7293","SC4715","738","重庆","青岛","沈阳",NA,NA,"重庆青岛"
"7294","SC4716","738","沈阳","青岛","重庆",NA,NA,"沈阳青岛"
"7295","SC4953","738","大连","济南","西宁",NA,NA,"大连济南"
"7296","SC4965","738","哈尔滨","济南","南昌",NA,NA,"哈尔滨济南"
"7297","SC4966","738","南昌","济南","哈尔滨",NA,NA,"南昌济南"
"7298","SC4966","738","南昌","济南","哈尔滨",NA,NA,"南昌济南"
"7299","SC8701","738","哈尔滨","福州","珠海",NA,NA,"哈尔滨福州"
"7300","SC8702","738","珠海","福州","哈尔滨",NA,NA,"珠海福州"
"7302","Y87597/8","738","哈尔滨","满洲里","哈尔滨",NA,NA,"哈尔滨满洲里"
"7303","ZH9149","738","重庆","郑州","沈阳",NA,NA,"重庆郑州"
"7304","ZH9149","738","重庆","郑州","沈阳",NA,NA,"重庆郑州"
"7305","ZH9149","738","重庆","郑州","沈阳",NA,NA,"重庆郑州"
"7306","ZH9150","738","沈阳","郑州","重庆",NA,NA,"沈阳郑州"
"7311","ZH9433","738","哈尔滨","南昌","海口",NA,NA,"哈尔滨南昌"
"7312","ZH9434","738","海口","南昌","哈尔滨",NA,NA,"海口南昌"
"7313","ZH9473","738","大连","扬州","长沙",NA,NA,"大连扬州"
"7314","ZH9474","738","长沙","扬州","大连",NA,NA,"长沙扬州"
"7315","ZH9475","738","大连","无锡","福州",NA,NA,"大连无锡"
"7316","ZH9476","738","福州","无锡","大连",NA,NA,"福州无锡"
"7317","ZH9515","738","沈阳","无锡","厦门",NA,NA,"沈阳无锡"
"7318","ZH9516","738","厦门","无锡","沈阳",NA,NA,"厦门无锡"
"7319","ZH9561","738","重庆","无锡","大连",NA,NA,"重庆无锡"
"7320","ZH9562","738","大连","无锡","重庆",NA,NA,"大连无锡"
"7321","G52627","CR2","大连","南阳","昆明",NA,NA,"大连南阳"
"7322","G52628","CR2","昆明","南阳","大连",NA,NA,"昆明南阳"
"7323","SC4954","CR7","西宁","济南","大连",NA,NA,"西宁济南"
"7324","G52647","CR9","大连","呼和浩特","西宁",NA,NA,"大连呼和浩特"
"7325","G52647","CR9","大连","呼和浩特","西宁",NA,NA,"大连呼和浩特"
"7326","G52648","CR9","西宁","呼和浩特","大连",NA,NA,"西宁呼和浩特"
"7327","G52648","CR9","西宁","呼和浩特","大连",NA,NA,"西宁呼和浩特"
"7328","G52649","CR9","大连","石家庄","西宁",NA,NA,"大连石家庄"
"7329","G52650","CR9","西宁","石家庄","大连",NA,NA,"西宁石家庄"
"7330","G52653","CR9","大连","榆林","西宁",NA,NA,"大连榆林"
"7331","G52653","CR9","大连","榆林","西宁",NA,NA,"大连榆林"
"7332","G52654","CR9","西宁","榆林","大连",NA,NA,"西宁榆林"
"7333","G52654","CR9","西宁","榆林","大连",NA,NA,"西宁榆林"
"7334","G52677","CR9","大连","天津","天水",NA,NA,"大连天津"
"7335","G52677","CR9","大连","天津","天水",NA,NA,"大连天津"
"7336","G52678","CR9","天水","天津","大连",NA,NA,"天水天津"
"7337","G52723","CR9","大连","东营","杭州",NA,NA,"大连东营"
"7338","G52724","CR9","杭州","东营","大连",NA,NA,"杭州东营"
"7339","G52819","CR9","大连","烟台","宁波",NA,NA,"大连烟台"
"7340","G52819","CR9","大连","烟台","宁波",NA,NA,"大连烟台"
"7341","G52820","CR9","宁波","烟台","大连",NA,NA,"宁波烟台"
"7342","G52820","CR9","宁波","烟台","大连",NA,NA,"宁波烟台"
"7345","GS6403","E90","大连","烟台","杭州",NA,NA,"大连烟台"
"7346","GS6404","E90","杭州","烟台","大连",NA,NA,"杭州烟台"
"7349","GS6417","E90","大连","郑州","遵义",NA,NA,"大连郑州"
"7350","GS6418","E90","遵义","郑州","大连",NA,NA,"遵义郑州"
"7351","GS6425","E90","大连","临沂","温州",NA,NA,"大连临沂"
"7352","GS6425","E90","大连","临沂","温州",NA,NA,"大连临沂"
"7353","GS6426","E90","温州","临沂","大连",NA,NA,"温州临沂"
"7354","GS6426","E90","温州","临沂","大连",NA,NA,"温州临沂"
"7355","GS6437","E90","大连","青岛","南京",NA,NA,"大连青岛"
"7356","GS6438","E90","南京","青岛","大连",NA,NA,"南京青岛"
"7357","GS6439","E90","大连","西安","六盘水",NA,NA,"大连西安"
"7358","GS6440","E90","六盘水","西安","大连",NA,NA,"六盘水西安"
"7367","BK2751","MA6","哈尔滨","黑河","漠河",NA,NA,"哈尔滨黑河"
"7368","BK2752","MA6","漠河","黑河","哈尔滨",NA,NA,"漠河黑河"
"7371","BK2781","MA6","哈尔滨","加格达奇","漠河",NA,NA,"哈尔滨加格达奇"
"7372","BK2782","MA6","漠河","加格达奇","哈尔滨",NA,NA,"漠河加格达奇"
"7381","BK2939","MA6","哈尔滨","佳木斯","抚远",NA,NA,"哈尔滨佳木斯"
"7382","BK2940","MA6","抚远","佳木斯","哈尔滨",NA,NA,"抚远佳木斯"
"7385","CZ6181","319","长春","呼和浩特","乌鲁木齐",NA,NA,"长春呼和浩特"
"7386","CZ6182","319","乌鲁木齐","呼和浩特","长春",NA,NA,"乌鲁木齐呼和浩特"
"7387","CZ6307","319","三亚","重庆","乌鲁木齐",NA,NA,"三亚重庆"
"7388","CZ6307","319","三亚","重庆","乌鲁木齐",NA,NA,"三亚重庆"
"7389","CZ6308","319","乌鲁木齐","重庆","三亚",NA,NA,"乌鲁木齐重庆"
"7390","CZ6308","319","乌鲁木齐","重庆","三亚",NA,NA,"乌鲁木齐重庆"
"7391","CZ6413","319","沈阳","包头","乌鲁木齐",NA,NA,"沈阳包头"
"7392","CZ6414","319","乌鲁木齐","包头","沈阳",NA,NA,"乌鲁木齐包头"
"7393","CZ6491","319","沈阳","兰州","乌鲁木齐",NA,NA,"沈阳兰州"
"7394","CZ6492","319","乌鲁木齐","兰州","沈阳",NA,NA,"乌鲁木齐兰州"
"7395","CZ6493","319","沈阳","兰州","乌鲁木齐",NA,NA,"沈阳兰州"
"7396","CZ6494","319","乌鲁木齐","兰州","沈阳",NA,NA,"乌鲁木齐兰州"
"7397","CZ6495","319","沈阳","包头","乌鲁木齐",NA,NA,"沈阳包头"
"7398","CZ6496","319","乌鲁木齐","包头","沈阳",NA,NA,"乌鲁木齐包头"
"7399","CZ6965","319","大连","西安","乌鲁木齐",NA,NA,"大连西安"
"7400","CZ6966","319","乌鲁木齐","西安","大连",NA,NA,"乌鲁木齐西安"
"7403","CZ3435","320","深圳","贵阳","乌鲁木齐",NA,NA,"深圳贵阳"
"7404","CZ3436","320","乌鲁木齐","贵阳","深圳",NA,NA,"乌鲁木齐贵阳"
"7405","CZ3436","320","乌鲁木齐","贵阳","深圳",NA,NA,"乌鲁木齐贵阳"
"7406","CZ3629","320","长沙","西宁","乌鲁木齐",NA,NA,"长沙西宁"
"7407","CZ3630","320","乌鲁木齐","西宁","长沙",NA,NA,"乌鲁木齐西宁"
"7408","CZ3911","320","深圳","武汉","乌鲁木齐",NA,NA,"深圳武汉"
"7409","CZ3911","320","深圳","武汉","乌鲁木齐",NA,NA,"深圳武汉"
"7410","CZ3911","320","深圳","武汉","乌鲁木齐",NA,NA,"深圳武汉"
"7411","CZ3912","320","乌鲁木齐","武汉","深圳",NA,NA,"乌鲁木齐武汉"
"7412","CZ6285","320","哈尔滨","济南","乌鲁木齐",NA,NA,"哈尔滨济南"
"7413","CZ6285","320","哈尔滨","济南","乌鲁木齐",NA,NA,"哈尔滨济南"
"7414","CZ6285","320","哈尔滨","济南","乌鲁木齐",NA,NA,"哈尔滨济南"
"7415","CZ6285","320","哈尔滨","济南","乌鲁木齐",NA,NA,"哈尔滨济南"
"7416","CZ6285","320","哈尔滨","济南","乌鲁木齐",NA,NA,"哈尔滨济南"
"7417","CZ6286","320","乌鲁木齐","济南","哈尔滨",NA,NA,"乌鲁木齐济南"
"7418","CZ6286","320","乌鲁木齐","济南","哈尔滨",NA,NA,"乌鲁木齐济南"
"7419","CZ6286","320","乌鲁木齐","济南","哈尔滨",NA,NA,"乌鲁木齐济南"
