"","flight","plane","city1","city2","city3","city4","city5","city1_2"
"10243",NA,NA,NA,NA,NA,NA,NA,"NANA"
"102441",NA,NA,NA,NA,NA,NA,NA,"NANA"
"102451",NA,NA,NA,NA,NA,NA,NA,"NANA"
"102461",NA,NA,NA,NA,NA,NA,NA,"NANA"
"102471",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10248",NA,NA,NA,NA,NA,NA,NA,"NANA"
"102491",NA,NA,NA,NA,NA,NA,NA,"NANA"
"102501",NA,NA,NA,NA,NA,NA,NA,"NANA"
"102511",NA,NA,NA,NA,NA,NA,NA,"NANA"
"102521",NA,NA,NA,NA,NA,NA,NA,"NANA"
"102531",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10254",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10255",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10256",NA,NA,NA,NA,NA,NA,NA,"NANA"
"102571",NA,NA,NA,NA,NA,NA,NA,"NANA"
"102581",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10259",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10260",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10261",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10262",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10263",NA,NA,NA,NA,NA,NA,NA,"NANA"
"102641",NA,NA,NA,NA,NA,NA,NA,"NANA"
"102651",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10266",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10267",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10268",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10269",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10270",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10271",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10272",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10273",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10274",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10275",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10276",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10277",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10278",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10279",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10280",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10281",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10282",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10283",NA,NA,NA,NA,NA,NA,NA,"NANA"
"102841",NA,NA,NA,NA,NA,NA,NA,"NANA"
"102851",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10286",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10287",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10288",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10289",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10290",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10291",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10292",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10293",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10294",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10295",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10296",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10297",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10298",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10299",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10300",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10301",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10302",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10303",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10304",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103051",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103061",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103071",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103081",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103091",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10310",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103111",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10312",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103131",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103141",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103151",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103161",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103171",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103181",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103191",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10320",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10321",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103221",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103231",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103241",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10325",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10326",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103271",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103281",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10329",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10330",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10331",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10332",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10333",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10334",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10335",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10336",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10337",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10338",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103391",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103401",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10341",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10342",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10343",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10344",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10345",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10346",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10347",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10348",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10349",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10350",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10351",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103521",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10353",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10354",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10355",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10356",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10357",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10358",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10359",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10360",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10361",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103621",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103631",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103641",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103651",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10366",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10367",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10368",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10369",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10370",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10371",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10372",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10373",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10374",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10375",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103761",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103771",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10378",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10379",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10380",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10381",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10382",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10383",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10384",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10385",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10386",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10387",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10388",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10389",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10390",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103911",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103921",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103931",NA,NA,NA,NA,NA,NA,NA,"NANA"
"103941",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10395",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10396",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10397",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10398",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10399",NA,NA,NA,NA,NA,NA,NA,"NANA"
"104001",NA,NA,NA,NA,NA,NA,NA,"NANA"
"104011",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10402",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10403",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10404",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10405",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10406",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10407",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10408",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10409",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10410",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10411",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10412",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10413",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10414",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10415",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10416",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10417",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10418",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10419",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10420",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10421",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10422",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10423",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10424",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10425",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10426",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10427",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10428",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10429",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10430",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10431",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10432",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10433",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10434",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10435",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10436",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10437",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10438",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10439",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10440",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10441",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10442",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10443",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10444",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10445",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10446",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10447",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10448",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10449",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10450",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10451",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10452",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10453",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10454",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10455",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10456",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10457",NA,NA,NA,NA,NA,NA,NA,"NANA"
"104581",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10459",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10460",NA,NA,NA,NA,NA,NA,NA,"NANA"
"104611",NA,NA,NA,NA,NA,NA,NA,"NANA"
"104621",NA,NA,NA,NA,NA,NA,NA,"NANA"
"104631",NA,NA,NA,NA,NA,NA,NA,"NANA"
"104641",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10465",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10466",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10467",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10468",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10469",NA,NA,NA,NA,NA,NA,NA,"NANA"
"104701",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10471",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10472",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10473",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10474",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10475",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10476",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10477",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10478",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10479",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10480",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10481",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10482",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10483",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10484",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10485",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10486",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10487",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10488",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10489",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10490",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10491",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10492",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10493",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10494",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10495",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10496",NA,NA,NA,NA,NA,NA,NA,"NANA"
"104971",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10498",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10499",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10500",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10501",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10502",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10503",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10504",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10505",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10506",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10507",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10508",NA,NA,NA,NA,NA,NA,NA,"NANA"
"105091",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10510",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10511",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10512",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10513",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10514",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10515",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10516",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10517",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10518",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10519",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10520",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10521",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10522",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10523",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10524",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10525",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10526",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10527",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10528",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10529",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10530",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10531",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10532",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10533",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10534",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10535",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10536",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10537",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10538",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10539",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10540",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10541",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10542",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10543",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10544",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10545",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10546",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10547",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10548",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10549",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10550",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10551",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10552",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10553",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10554",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10555",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10556",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10557",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10558",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10559",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10560",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10561",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10562",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10563",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10564",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10565",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10566",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10567",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10568",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10569",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10570",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10571",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10572",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10573",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10574",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10575",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10576",NA,NA,NA,NA,NA,NA,NA,"NANA"
"105771",NA,NA,NA,NA,NA,NA,NA,"NANA"
"105781",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10579",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10580",NA,NA,NA,NA,NA,NA,NA,"NANA"
"105811",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10582",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10583",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10584",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10585",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10586",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10587",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10588",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10589",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10590",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10591",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10592",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10593",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10594",NA,NA,NA,NA,NA,NA,NA,"NANA"
"105951",NA,NA,NA,NA,NA,NA,NA,"NANA"
"105961",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10597",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10598",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10599",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10600",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10601",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10602",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10603",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10604",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10605",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10606",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10607",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10608",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10609",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10610",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10611",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10612",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10613",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10614",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10615",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10616",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10617",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10618",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10619",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10620",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10621",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10622",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10623",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10624",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10625",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10626",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10627",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10628",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10629",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10630",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10631",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10632",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10633",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10634",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10635",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10636",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10637",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10638",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10639",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10640",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10641",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10642",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10643",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10644",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10645",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10646",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10647",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10648",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10649",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10650",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10651",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10652",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10653",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10654",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10655",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10656",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10657",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10658",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10659",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10660",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10661",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10662",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10663",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10664",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10665",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10666",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10667",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10668",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10669",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10670",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10671",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10672",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10673",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10674",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10675",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10676",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10677",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10678",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10679",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10680",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10681",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10682",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10683",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10684",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10685",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10686",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10687",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10688",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10689",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10690",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10691",NA,NA,NA,NA,NA,NA,NA,"NANA"
"10692",NA,NA,NA,NA,NA,NA,NA,"NANA"
