上汽,5023.9,10.33 
东风,2982.5,14.94 
北京,1134.4,21.93 
byd,6198.9,29.31 
长城,9451.1,25.50 
长安,3584.3,16.32 
江淮,1466.2,8.80 
吉利,4164.3,17.73 
广汽,3257.6,17.71 
一汽,224.6,10.33 
