"","city1_2","flight","plane","flag"
"6655","青岛昆明","MU5437","320",13648
"6656","青岛昆明","SC4695","733",13648
"6657","青岛昆明","SC4691/2","738",13648
"6658","青岛昆明","KY8026","73G",13648
"6659","青岛昆明","MU2407/8","320",13648
"6660","青岛昆明","KY8026","73G",13648
"6661","青岛昆明","MU5437","320",13648
"6662","青岛昆明","SC4691/2","733",13648
"6663","青岛兰州","SC4607/8","733",1908
"6664","青岛兰州","SC4607/8","733",1908
"6665","青岛柳州","MU3206","ERJ",25534
"6666","青岛牡丹江","FM9195/6","CR2",9192
"6667","青岛牡丹江","FM9195/6","738",9192
"6668","青岛牡丹江","FM9195/6","738",9192
"6669","青岛牡丹江","FM9195/6","CR2",9192
"6670","青岛南昌","MF8076","73G",1993
"6671","青岛南昌","ZH9668","320",1993
"6672","青岛南昌","MF8076","73G",1993
"6673","青岛南京","SC4729/30","737",2026
"6674","青岛南京","SC4729/30","737",2026
"6675","青岛南京","MU2702","320",2026
"6676","青岛南京","SC4729/30","737",2026
"6677","青岛南京","SC4729","738",2026
"6678","青岛南京","SC4695","733",2026
"6679","青岛南京","SC4729/30","737",2026
"6680","青岛南京","SC4729/30","737",2026
"6681","青岛南京","SC4729/30","737",2026
"6682","青岛南宁","CZ6431","738",4278
"6683","青岛南宁","SC4603/4","733",4278
"6684","青岛南宁","SC4603/4","733",4278
"6685","青岛宁波","HU7722","738",4328
"6686","青岛宁波","SC4709","CR2",4328
"6687","青岛宁波","HU7842","733",4328
"6688","青岛齐齐哈尔","FM9199/200","738",11479
"6689","青岛齐齐哈尔","FM9199/200","738",11479
"6690","青岛厦门","SC4990","733",7776
"6691","青岛厦门","SC4956","733",7776
"6692","青岛厦门","SC4956","73G",7776
"6693","青岛厦门","SC4709","CR2",7776
"6694","青岛厦门","SC4683/4","737",7776
"6695","青岛厦门","SC4683/4","737",7776
"6696","青岛上海虹桥","MU5520","320",7112
"6697","青岛上海虹桥","FM9233/4","738",7112
"6698","青岛上海虹桥","HO1196","320",7112
"6699","青岛上海虹桥","MU5522","320",7112
"6700","青岛上海虹桥","CA1535/6","733",7112
"6701","青岛上海虹桥","SC4671/2","737",7112
"6702","青岛上海虹桥","FM9255/6","738",7112
"6703","青岛上海虹桥","SC4665/6","733",7112
"6704","青岛上海虹桥","MU5518","320",7112
"6705","青岛上海虹桥","HO1195/6","320",7112
"6706","青岛上海虹桥","MU5516","73G",7112
"6707","青岛上海虹桥","MU5528","320",7112
"6708","青岛上海虹桥","SC4661/2","737",7112
"6709","青岛上海虹桥","SC4663/4","737",7112
"6710","青岛上海虹桥","SC4669/70","737",7112
"6711","青岛上海虹桥","9C8853/4","320",7112
"6712","青岛上海虹桥","SC4667","733",7112
"6713","青岛上海虹桥","MU5514","320",7112
"6714","青岛上海虹桥","MU5520","320",7112
"6715","青岛上海浦东","HO1105/6","320",7112
"6716","青岛上海浦东","HO1241/2","320",7112
"6717","青岛上海浦东","HO1241/2","320",7112
"6718","青岛上海浦东","CA1961/2","319",7112
"6719","青岛上海浦东","HO1115/6","320",7112
"6720","青岛上海浦东","CZ6225/6","319",7112
"6721","青岛上海浦东","9C8821/2","320",7112
"6722","青岛上海浦东","MU5512","320",7112
"6723","青岛上海浦东","MU5524","320",7112
"6724","青岛上海浦东","CZ6225/6","319",7112
"6725","青岛上海浦东","SC4673/4","737",7112
"6726","青岛深圳","CZ6311/2","M90",2357
"6727","青岛深圳","HU7722","738",2357
"6728","青岛深圳","CZ6357/8","319",2357
"6729","青岛深圳","ZH9880","738",2357
"6730","青岛深圳","SC4731/2","733",2357
"6731","青岛深圳","SC4681/2","733",2357
"6732","青岛深圳","CZ6357/8","319",2357
"6733","青岛深圳","SC4731","CR2",2357
"6734","青岛深圳","CZ6311/2","M90",2357
"6735","青岛深圳","CZ6357/8","319",2357
"6736","青岛深圳","ZH9929/30","738",2357
"6737","青岛深圳","SC4731/2","733",2357
"6738","青岛深圳","CZ6357/8","319",2357
"6739","青岛沈阳","SC4989","733",4547
"6740","青岛沈阳","9C8925/6","320",4547
"6741","青岛沈阳","9C8925/6","320",4547
"6742","青岛沈阳","ZH9401/2","320",4547
"6743","青岛沈阳","MF8029/30","738",4547
"6744","青岛沈阳","CZ6615/6","320",4547
"6745","青岛沈阳","CZ6361/2","319",4547
"6746","青岛沈阳","HU7875","738",4547
"6747","青岛沈阳","CZ6495/6","320",4547
"6748","青岛沈阳","CZ6361/2","319",4547
"6749","青岛沈阳","MF8029/30","738",4547
"6750","青岛沈阳","CZ6457/8","320",4547
"6751","青岛沈阳","HU7875","738",4547
"6752","青岛石家庄","SC4721","733",9414
"6753","青岛台州","KY8026","73G",11020
"6754","青岛台州","KY8026","73G",11020
"6755","青岛太原","SC4611/2","738",9808
"6756","青岛太原","SC4611/2","738",9808
"6757","青岛太原","SC4611/2","738",9808
"6758","青岛太原","SC4611/2","738",9808
"6759","青岛太原","SC4607/8","733",9808
"6760","青岛太原","SC4611/2","CR2",9808
"6761","青岛太原","SC4611/2","CR2",9808
"6762","青岛太原","SC4611/2","CR2",9808
"6763","青岛太原","SC4607/8","733",9808
"6764","青岛太原","SC4611/2","CR2",9808
"6765","青岛天津","SC4717/8","CR2",2443
"6766","青岛天津","GS7576","E90",2443
"6767","青岛天津","SC4777/8","CR2",2443
"6768","青岛天津","GS7455/6","E90",2443
"6769","青岛天津","GS7497/8","ERJ",2443
"6770","青岛天津","SC4717/8","CR2",2443
"6771","青岛温州","SC4731/2","733",2496
"6772","青岛温州","SC4731/2","733",2496
"6773","青岛温州","CZ6259","M90",2496
"6774","青岛温州","CZ6259","M90",2496
"6775","青岛温州","SC4731","CR2",2496
"6776","青岛乌鲁木齐","SC4611/2","CR2",31
"6777","青岛乌鲁木齐","SC4611/2","738",31
"6778","青岛乌鲁木齐","SC4611/2","738",31
"6779","青岛乌鲁木齐","SC4611/2","CR2",31
"6780","青岛乌鲁木齐","SC4633/4","733",31
"6781","青岛乌鲁木齐","SC4633/4","733",31
"6782","青岛乌鲁木齐","SC4611/2","CR2",31
"6783","青岛乌鲁木齐","SC4611/2","CR2",31
"6784","青岛乌鲁木齐","SC4611/2","738",31
"6785","青岛乌鲁木齐","SC4611/2","738",31
"6786","青岛武汉","CZ6413/4","319",9933
"6787","青岛武汉","CZ6413/4","319",9933
"6788","青岛武汉","8L9960","73G",9933
"6789","青岛武汉","SC4639/40","733",9933
"6790","青岛武汉","CZ6413/4","319",9933
"6791","青岛武汉","CZ6413/4","319",9933
"6792","青岛武汉","SC4639/40","733",9933
"6793","青岛武汉","CZ6413/4","319",9933
"6794","青岛武汉","CZ6413/4","319",9933
"6795","青岛武汉","MU2518","73G",9933
"6796","青岛武汉","CZ6413/4","319",9933
"6797","青岛武汉","CZ6413/4","319",9933
"6798","青岛西安","CZ6423/4","319",2677
"6799","青岛西安","SC4733","733",2677
"6800","青岛西安","CZ6423/4","319",2677
"6801","青岛西安","GS6413/4","E90",2677
"6802","青岛西安","CZ6423/4","319",2677
"6803","青岛西安","CZ6423/4","319",2677
"6804","青岛西安","MU5479/80","320",2677
"6805","青岛西安","CZ6423/4","319",2677
"6806","青岛西安","HU7876","738",2677
"6807","青岛西安","SC4633/4","733",2677
"6808","青岛西安","SC4633/4","733",2677
"6809","青岛西安","CZ6423/4","319",2677
"6810","青岛西安","HU7876","737",2677
"6811","青岛西安","HU7876","738",2677
"6812","青岛延吉","FM9197/8","738",18313
"6813","青岛延吉","FM9197/8","738",18313
"6814","青岛银川","SC4721","733",27
"6815","青岛长春","MF8049/50","738",7974
"6816","青岛长春","SC4955","733",7974
"6817","青岛长春","CZ3937/8","320",7974
"6818","青岛长春","MF8049/50","738",7974
"6819","青岛长春","CZ3937/8","320",7974
"6820","青岛长春","SC4955","73G",7974
"6821","青岛长沙","CZ3984","320",1204
"6822","青岛长沙","SC4603/4","733",1204
"6823","青岛长沙","CZ3984","320",1204
"6824","青岛长沙","MU3206","ERJ",1204
"6825","青岛长沙","SC4705/6","733",1204
"6826","青岛长沙","SC4705/6","733",1204
"6827","青岛长沙","SC4603/4","733",1204
"6828","青岛长沙","MU5437","320",1204
"6829","青岛长沙","MU5437","320",1204
"6830","青岛郑州","SC4751","733",7970
"6831","青岛郑州","SC4751","733",7970
"6832","青岛郑州","CZ6431","738",7970
"6833","青岛重庆","CA4551/2","737",10316
"6834","青岛重庆","SC4639/40","733",10316
"6835","青岛重庆","SC4639/40","733",10316
"6836","青岛重庆","SC4699/700","733",10316
"6837","青岛重庆","SC4699/700","733",10316
"6838","青岛重庆","SC4699/700","733",10316
"6839","庆阳兰州","GS7533/4","DON",9227
"6840","庆阳兰州","GS7533/4","DON",9227
"6841","衢州北京南苑","KN2279/80","73G",10362
"6842","衢州厦门","FM9273/4","CR2",2644
"6843","衢州上海虹桥","FM9511/2","CR2",18355
"6844","衢州深圳","ZH9873/4","737",10371
"6845","衢州深圳","ZH9873/4","319",10371
"6846","衢州深圳","ZH9873/4","319",10371
"6847","泉州北京首都","MF8127","73G",25272
"6848","泉州北京首都","CA1895/6","733",25272
"6849","泉州北京首都","MF8113/4","738",25272
"6850","泉州成都","MF8447/8","738",10466
"6851","泉州成都","MF8447/8","738",10466
"6852","泉州广州","MF8385/6","73G",12210
"6853","泉州广州","ZH9660","320",12210
"6854","泉州广州","ZH9547/8","320",12210
"6855","泉州广州","MF8321/2","73G",12210
"6856","泉州广州","ZH9547/8","320",12210
"6857","泉州广州","MF8321/2","73G",12210
"6858","泉州广州","MF8381","73G",12210
"6859","泉州杭州","MF8369/70","73G",8584
"6860","泉州杭州","MF8537/8","73G",8584
"6861","泉州杭州","MF8537/8","73G",8584
"6862","泉州杭州","MF8369/70","73G",8584
"6863","泉州杭州","MF8369/70","73G",8584
"6864","泉州杭州","MF8369/70","73G",8584
"6865","泉州济南","MF8559/60","738",22812
"6866","泉州济南","MF8537/8","73G",22812
"6867","泉州济南","MF8559/60","738",22812
"6868","泉州济南","MF8537/8","73G",22812
"6869","泉州昆明","MF8409/10","73G",20488
"6870","泉州昆明","MF8409/10","73G",20488
"6871","泉州昆明","MF8409/10","73G",20488
"6872","泉州昆明","MF8409/10","73G",20488
"6873","泉州南昌","MF8409/10","73G",19135
"6874","泉州南昌","MF8409/10","73G",19135
"6875","泉州南昌","MF8409/10","73G",19135
"6876","泉州南昌","MF8409/10","73G",19135
"6877","泉州南京","ZH9223/4","738",18325
"6878","泉州南京","BK2858","738",18325
"6879","泉州南宁","BK2883/4","738",25264
"6880","泉州南宁","BK2883/4","738",25264
"6881","泉州上海虹桥","MF8577/8","73G",6561
"6882","泉州上海虹桥","9C8941/2","320",6561
"6883","泉州上海虹桥","MF8549/50","738",6561
"6884","泉州上海虹桥","MF8577/8","73G",6561
"6885","泉州上海虹桥","MF8513/4","73G",6561
"6886","泉州上海浦东","ZH9263/4","320",6561
"6887","泉州深圳","MF8327/8","73G",18319
"6888","泉州深圳","ZH9704","320",18319
"6889","泉州深圳","ZH9704","320",18319
"6890","泉州天津","BK2858","738",9920
"6891","泉州温州","CZ3833/4","320",18331
"6892","泉州温州","CZ3833/4","320",18331
"6893","泉州温州","CZ3833/4","320",18331
"6894","泉州温州","CZ3833/4","320",18331
"6895","泉州武汉","MF8447/8","738",20506
"6896","泉州武汉","MF8447/8","738",20506
"6897","泉州武汉","MF8559/60","738",20506
"6898","泉州武汉","MF8345/6","73G",20506
"6899","泉州武汉","MF8559/60","738",20506
"6900","泉州西安","MF8221/2","73G",20497
"6901","泉州西安","MF8221/2","738",20497
"6902","泉州西安","MF8221/2","738",20497
"6903","泉州西安","MF8221/2","73G",20497
"6904","泉州西安","MF8221/2","73G",20497
"6905","泉州西安","MF8221/2","73G",20497
"6906","泉州西安","MF8221/2","73G",20497
"6907","泉州西安","MF8221/2","73G",20497
"6908","泉州长沙","MF8221/2","73G",8017
"6909","泉州长沙","MF8221/2","738",8017
"6910","泉州长沙","MF8221/2","738",8017
"6911","泉州长沙","MF8221/2","73G",8017
"6912","泉州长沙","MF8221/2","73G",8017
"6913","泉州长沙","MF8221/2","73G",8017
"6914","泉州长沙","MF8221/2","73G",8017
"6915","泉州长沙","MF8487/8","738",8017
"6916","泉州长沙","MF8221/2","73G",8017
"6917","泉州长沙","MF8487/8","738",8017
"6918","泉州郑州","MF8369/70","73G",24458
"6919","泉州郑州","MF8369/70","73G",24458
"6920","泉州郑州","MF8369/70","73G",24458
"6921","泉州郑州","MF8369/70","73G",24458
"6922","泉州重庆","MF8487/8","738",7963
"6923","泉州重庆","MF8487/8","738",7963
"6924","泉州舟山","ZH9659","320",11041
"6925","泉州舟山","MF8539/40","73G",11041
"6926","泉州舟山","ZH9217/8","320",11041
"6927","泉州舟山","MF8543/4","738",11041
"6928","泉州珠海","VD8345/6","E90",20507
"6929","日喀则成都","CA4421/2","319",13304
"6930","三亚北海","EU2719/20","319",19342
"6931","三亚北海","MU5887/8","CR2",19342
"6932","三亚北京首都","CZ6711/2","321",9351
"6933","三亚北京首都","HU7280","738",9351
"6934","三亚北京首都","HU7180","738",9351
"6935","三亚北京首都","CA1345/6","738",9351
"6936","三亚北京首都","CZ6715/6","321",9351
"6937","三亚北京首都","CZ6715/6","321",9351
"6938","三亚北京首都","CA1345/6","738",9351
"6939","三亚北京首都","HU7254","737",9351
"6940","三亚北京首都","CZ6711/2","321",9351
"6941","三亚北京首都","CZ6717/8","321",9351
"6942","三亚常州","HO1213/4","320",19854
"6943","三亚常州","JD5305/6","319",19854
"6944","三亚成都","3U8757/8","320",4720
"6945","三亚成都","CA4249/50","321",4720
"6946","三亚成都","JD5177/8","319",4720
"6947","三亚成都","EU2207/8","319",4720
"6948","三亚成都","CA4375/6","319",4720
"6949","三亚福州","MF8395/6","738",8491
"6950","三亚福州","MF8307/8","738",8491
"6951","三亚福州","JD5261","319",8491
"6952","三亚广州","CZ6747/8","319",3406
"6953","三亚广州","CZ6749/50","319",3406
"6954","三亚广州","CZ6733/4","320",3406
"6955","三亚广州","CZ6741/2","320",3406
"6956","三亚广州","ZH9651/2","738",3406
"6957","三亚广州","CZ6743/4","320",3406
"6958","三亚广州","HU7021","738",3406
"6959","三亚广州","HU7041","738",3406
"6960","三亚广州","CZ6731/2","320",3406
"6961","三亚广州","CZ6737","320",3406
"6962","三亚广州","CZ6735/6","320",3406
"6963","三亚广州","FM9349","738",3406
"6964","三亚广州","CZ6743/4","320",3406
"6965","三亚广州","CZ6733/4","320",3406
"6966","三亚广州","CZ6745/6","320",3406
"6967","三亚广州","JD5168","319",3406
"6968","三亚贵阳","JD5317/8","319",4687
"6969","三亚贵阳","HU7347","738",4687
"6970","三亚桂林","CZ6721/2","319",1586
"6971","三亚桂林","JD5501/2","319",1586
"6972","三亚桂林","3U8899/900","320",1586
"6973","三亚桂林","3U8899/900","320",1586
"6974","三亚桂林","JD5501/2","319",1586
"6975","三亚桂林","JD5315/6","319",1586
"6976","三亚哈尔滨","3U8825/6","320",25180
"6977","三亚哈尔滨","JD5531/2","319",25180
"6978","三亚哈尔滨","JD5531/2","319",25180
"6979","三亚哈尔滨","3U8825/6","320",25180
"6980","三亚杭州","CZ6629/30","321",8699
"6981","三亚杭州","JD5163/4","319",8699
"6982","三亚杭州","EU2740","319",8699
"6983","三亚杭州","JD5259","319",8699
"6984","三亚杭州","MU5374","320",8699
"6985","三亚杭州","CZ6629/30","321",8699
"6986","三亚合肥","MU5643/4","320",18
"6987","三亚合肥","HU7659/60","737",18
"6988","三亚合肥","HU7659","738",18
"6989","三亚合肥","MU5643/4","320",18
"6990","三亚合肥","HU7659/60","737",18
"6991","三亚呼和浩特","CA4375/6","319",22521
"6992","三亚呼和浩特","3U8875/6","320",22521
"6993","三亚呼和浩特","3U8875/6","320",22521
"6994","三亚济南","JD5145","319",9291
"6995","三亚济南","3U8799/800","320",9291
"6996","三亚济南","SC4794","733",9291
"6997","三亚济南","SC4794","733",9291
"6998","三亚济南","SC4794","733",9291
"6999","三亚济南","3U8799/800","320",9291
"7000","三亚昆明","MU5745/6","73G",25327
"7001","三亚昆明","8L9982","73G",25327
"7002","三亚兰州","JD5203/4","319",3818
"7003","三亚兰州","JD5203/4","319",3818
"7004","三亚兰州","JD5203/4","319",3818
"7005","三亚兰州","JD5203/4","319",3818
"7006","三亚兰州","JD5203/4","319",3818
"7007","三亚兰州","JD5203/4","319",3818
"7008","三亚柳州","MU2485/6","ERJ",24148
"7009","三亚柳州","MU3126","ERJ",24148
"7010","三亚南昌","3U8875/6","320",22868
"7011","三亚南昌","3U8875/6","320",22868
"7012","三亚南昌","JD5145","319",22868
"7013","三亚南京","MU2727/8","320",10832
"7014","三亚南京","MU2727/8","320",10832
"7015","三亚南京","MU2788","321",10832
"7016","三亚南京","MU2727/8","320",10832
"7017","三亚南京","JD5125","319",10832
"7018","三亚宁波","CZ6761","321",9281
"7019","三亚宁波","CZ6761","321",9281
"7020","三亚厦门","SC4794","733",12349
"7021","三亚厦门","SC4794","733",12349
"7022","三亚厦门","SC4794","733",12349
"7023","三亚上海虹桥","CZ3835/6","321",7151
"7024","三亚上海虹桥","FM9535/6","738",7151
"7025","三亚上海虹桥","9C8927/8","320",7151
"7026","三亚上海虹桥","HO1127/8","320",7151
"7027","三亚上海虹桥","HO1177/8","320",7151
"7028","三亚上海虹桥","HO1129/30","320",7151
"7029","三亚上海虹桥","9C8825/6","320",7151
"7030","三亚上海浦东","FM9537/8","738",7151
"7031","三亚上海浦东","9C8801/2","320",7151
"7032","三亚上海浦东","CZ6781/2","320",7151
"7033","三亚上海浦东","HO1227/8","320",7151
"7034","三亚上海浦东","MU2375/6","320",7151
"7035","三亚上海浦东","HO1229/30","319",7151
"7036","三亚上海浦东","MU5463/4","320",7151
"7037","三亚上海浦东","CZ6781/2","320",7151
"7038","三亚上海浦东","CZ6753","320",7151
"7039","三亚深圳","HU7731","738",10935
"7040","三亚深圳","HU7731","738",10935
"7041","三亚深圳","CZ3977","320",10935
"7042","三亚深圳","CZ6757/8","320",10935
"7043","三亚深圳","ZH9902","738",10935
"7044","三亚深圳","HU7731","738",10935
"7045","三亚深圳","HU7326","738",10935
"7046","三亚深圳","CZ3977/8","320",10935
"7047","三亚深圳","HU7731","738",10935
"7048","三亚深圳","CZ6757/8","320",10935
"7049","三亚深圳","CZ3977/8","320",10935
"7050","三亚沈阳","CZ6761","321",2343
"7051","三亚沈阳","CZ6761","321",2343
"7052","三亚石家庄","JD5531/2","319",11894
"7053","三亚石家庄","NS3207/8","320",11894
"7054","三亚石家庄","JD5531/2","319",11894
"7055","三亚太原","JD5501/2","319",3291
"7056","三亚太原","JD5501/2","319",3291
"7057","三亚太原","MU2276","73G",3291
"7058","三亚太原","CZ6319/20","320",3291
"7059","三亚太原","HU7326","738",3291
"7060","三亚太原","CZ6319/20","320",3291
"7061","三亚太原","MU2276","73G",3291
"7062","三亚天津","CA1389/90","738",12895
"7063","三亚天津","JD5195/6","319",12895
"7064","三亚天津","CA1389/90","738",12895
"7065","三亚天津","BK2832","738",12895
"7066","三亚温州","3U8825/6","320",12226
"7067","三亚温州","3U8825/6","320",12226
"7068","三亚乌鲁木齐","3U8759/60","320",17640
"7069","三亚乌鲁木齐","3U8759/60","320",17640
"7070","三亚乌鲁木齐","JD5203/4","319",17640
"7071","三亚乌鲁木齐","JD5203/4","319",17640
"7072","三亚乌鲁木齐","3U8759/60","320",17640
"7073","三亚乌鲁木齐","3U8759/60","320",17640
"7074","三亚乌鲁木齐","JD5203/4","319",17640
"7075","三亚乌鲁木齐","JD5203/4","319",17640
"7076","三亚乌鲁木齐","JD5203/4","319",17640
"7077","三亚乌鲁木齐","JD5203/4","319",17640
"7078","三亚武汉","CZ6607/8","738",2579
"7079","三亚武汉","CZ6607/8","738",2579
"7080","三亚武汉","MU2529/30","733",2579
"7081","三亚武汉","MU3126","ERJ",2579
"7082","三亚武汉","JD5147/8","319",2579
"7083","三亚武汉","CZ6607/8","738",2579
"7084","三亚西安","CZ6319/20","320",11891
"7085","三亚西安","JD5212","319",11891
"7086","三亚西安","CZ6319/20","320",11891
"7087","三亚西安","JD5175/6","319",11891
"7088","三亚徐州","JD5259","319",21178
"7089","三亚徐州","JD5261","319",21178
"7090","三亚银川","3U8899/900","320",25228
"7091","三亚银川","3U8899/900","320",25228
"7092","三亚长春","CZ6629/30","321",19570
"7093","三亚长春","3U8799/800","320",19570
"7094","三亚长春","3U8799/800","320",19570
"7095","三亚长春","CZ6629/30","321",19570
"7096","三亚长沙","HU7023/4","737",12
"7097","三亚长沙","CZ6719/20","320",12
"7098","三亚长沙","CZ3643/4","320",12
"7099","三亚长沙","MU2276","73G",12
"7100","三亚长沙","MU2276","73G",12
"7101","三亚长沙","HU7023","738",12
"7102","三亚长沙","HU7023/4","737",12
"7103","三亚长沙","JD5179/80","319",12
"7104","三亚长沙","BK2888","738",12
"7105","三亚郑州","CZ6668","321",19521
"7106","三亚郑州","CZ6669/70","320",19521
"7107","三亚郑州","HU7681/2","737",19521
"7108","三亚郑州","JD5139/40","319",19521
"7109","三亚郑州","CZ6399/400","738",19521
"7110","三亚重庆","3U8715/6","319",1366
"7111","三亚重庆","JD5185/6","319",1366
"7112","三亚重庆","CA4387/8","73G",1366
"7113","三亚重庆","OQ2331/2","320",1366
"7114","三亚重庆","3U8759/60","320",1366
"7115","三亚重庆","HU7631","738",1366
"7116","三亚重庆","3U8759/60","320",1366
"7117","三亚重庆","3U8759/60","320",1366
"7118","三亚重庆","HU7631","738",1366
"7119","三亚重庆","3U8759/60","320",1366
"7120","三亚重庆","PN6203/4","319",1366
"7121","三亚珠海","BK2832","738",11708
"7122","三亚珠海","CZ6725/6","319",11708
"7123","厦门北京首都","CA1801/2","738",1621
"7124","厦门北京首都","HU7192","734",1621
"7125","厦门北京首都","MF8105/6","752",1621
"7126","厦门北京首都","CA1891/2","738",1621
"7127","厦门北京首都","MF8101/2","752",1621
"7128","厦门北京首都","MF8117/8","752",1621
"7129","厦门北京首都","MF8131/2","738",1621
"7130","厦门北京首都","HU7192","734",1621
"7131","厦门北京首都","MF8131/2","738",1621
"7132","厦门北京首都","HU7772","738",1621
"7133","厦门北京首都","CA1833/4","738",1621
"7134","厦门北京首都","MF8105/6","752",1621
"7135","厦门北京首都","MF8169/70","738",1621
"7136","厦门北京首都","CA1809/10","321",1621
"7137","厦门北京首都","CA1815/6","738",1621
"7138","厦门成都","EU2736","319",6358
"7139","厦门成都","SC4763/4","733",6358
"7140","厦门成都","SC4763/4","738",6358
"7141","厦门成都","MF8401/2","738",6358
"7142","厦门成都","CA4539/40","319",6358
"7143","厦门成都","SC4763/4","738",6358
"7144","厦门成都","MF8401/2","738",6358
"7145","厦门成都","MF8401/2","738",6358
"7146","厦门成都","SC4763/4","733",6358
"7147","厦门成都","MF8401/2","738",6358
"7148","厦门成都","MF8401/2","738",6358
"7149","厦门成都","MF8441/2","738",6358
"7150","厦门成都","MF8401/2","738",6358
"7151","厦门成都","3U8869/70","321",6358
"7152","厦门大连","CZ6529/30","319",11335
"7153","厦门大连","CZ6529/30","319",11335
"7154","厦门大连","HU7695","738",11335
"7155","厦门大连","MF8035/6","738",11335
"7156","厦门大连","MF8035/6","738",11335
"7157","厦门大连","CZ6529/30","320",11335
"7158","厦门大连","CZ6529/30","319",11335
"7159","厦门鄂尔多斯","HU7321","738",10309
"7160","厦门广州","CZ3879/80","319",5472
"7161","厦门广州","CZ3807/8","319",5472
"7162","厦门广州","CZ3723/4","319",5472
"7163","厦门广州","MF8333/4","73G",5472
"7164","厦门广州","MF8301/2","752",5472
"7165","厦门广州","CZ3805/6","319",5472
"7166","厦门广州","MF8365","738",5472
"7167","厦门广州","MF8365","738",5472
"7168","厦门广州","MF8305/6","752",5472
"7169","厦门广州","HU7788","738",5472
"7170","厦门广州","MF8333/4","738",5472
"7171","厦门广州","CZ3713/4","319",5472
"7172","厦门广州","CZ3879/80","319",5472
"7173","厦门广州","MF8391/2","73G",5472
"7174","厦门广州","CZ3805/6","319",5472
"7175","厦门广州","FM9347","752",5472
"7176","厦门贵阳","MF8425/6","738",7223
"7177","厦门贵阳","MF8427/8","738",7223
"7178","厦门贵阳","SC4829/30","738",7223
"7179","厦门贵阳","SC4829/30","738",7223
"7180","厦门贵阳","SC4829","738",7223
"7181","厦门桂林","SC4763/4","738",3966
"7182","厦门桂林","JD5153/4","319",3966
"7183","厦门桂林","SC4763/4","738",3966
"7184","厦门桂林","SC4763/4","733",3966
"7185","厦门桂林","SC4763/4","733",3966
"7186","厦门桂林","MF8403/4","752",3966
"7187","厦门桂林","MF8403/4","752",3966
"7188","厦门哈尔滨","MF8067/8","738",2189
"7189","厦门哈尔滨","MF8067/8","738",2189
"7190","厦门哈尔滨","HU7695","738",2189
"7191","厦门海口","MF8303/4","73G",3552
"7192","厦门海口","MF8303/4","73G",3552
"7193","厦门海口","MF8303/4","73G",3552
"7194","厦门海口","MF8303/4","73G",3552
"7195","厦门海口","MF8303/4","73G",3552
"7196","厦门海口","MF8303/4","73G",3552
"7197","厦门海口","MF8303/4","73G",3552
"7198","厦门海口","MF8303/4","73G",3552
"7199","厦门海口","MF8303/4","73G",3552
"7200","厦门海口","CZ6517/8","M90",3552
"7201","厦门海口","CZ6517/8","M90",3552
"7202","厦门海口","MF8139/40","738",3552
"7203","厦门海口","MF8303/4","73G",3552
"7204","厦门海口","MF8303/4","737",3552
"7205","厦门海口","HU7048","738",3552
"7206","厦门海口","MF8139/40","738",3552
"7207","厦门海口","MF8139/40","738",3552
"7208","厦门海口","MF8139/40","738",3552
"7209","厦门海口","MF8303/4","737",3552
"7210","厦门邯郸","MU2537/8","EMB",20183
"7211","厦门邯郸","MU3167/8","737",20183
"7212","厦门邯郸","MU3167/8","737",20183
"7213","厦门杭州","MF8145/6","738",45
"7214","厦门杭州","SC4885/6","738",45
"7215","厦门杭州","MU2667/8","73G",45
"7216","厦门杭州","SC4885/6","737",45
"7217","厦门杭州","SC4973/4","737",45
"7218","厦门杭州","SC4973/4","737",45
"7219","厦门杭州","MF8525/6","738",45
"7220","厦门杭州","SC4885/6","737",45
"7221","厦门杭州","SC4973","738",45
"7222","厦门杭州","SC4885/6","737",45
"7223","厦门杭州","MF8125/6","738",45
"7224","厦门杭州","MU2667/8","73G",45
"7225","厦门杭州","MF8525/6","738",45
"7226","厦门杭州","SC4973/4","737",45
"7227","厦门杭州","SC4885/6","737",45
"7228","厦门杭州","SC4885/6","737",45
"7229","厦门杭州","SC4885/6","737",45
"7230","厦门杭州","SC4973/4","737",45
"7231","厦门杭州","SC4885/6","737",45
"7232","厦门杭州","SC4973/4","737",45
"7233","厦门杭州","MF8125/6","738",45
"7234","厦门杭州","SC4973/4","737",45
"7235","厦门杭州","SC4973/4","737",45
"7236","厦门杭州","SC4885/6","738",45
"7237","厦门杭州","SC4885/6","737",45
"7238","厦门杭州","MF8145/6","738",45
"7239","厦门杭州","SC4973/4","737",45
"7240","厦门合肥","CZ3837/8","733",4701
"7241","厦门合肥","CZ3837/8","733",4701
"7242","厦门合肥","MU5597/8","320",4701
"7243","厦门合肥","MF8527/8","737",4701
"7244","厦门合肥","MF8527/8","73G",4701
"7245","厦门合肥","HU7864","738",4701
"7246","厦门合肥","MF8527/8","73G",4701
"7247","厦门合肥","HU7864","738",4701
"7248","厦门合肥","SC4957","738",4701
"7249","厦门合肥","MU5597/8","320",4701
"7250","厦门合肥","CZ3837/8","733",4701
"7251","厦门合肥","MF8527/8","73G",4701
"7252","厦门合肥","CZ3837/8","733",4701
"7253","厦门合肥","MU2274","320",4701
"7254","厦门呼和浩特","MF8189/90","737",25021
"7255","厦门呼和浩特","MF8189/90","737",25021
"7256","厦门呼和浩特","MF8189/90","73G",25021
"7257","厦门呼和浩特","SC4981/2","733",25021
