"","city1_2","flight","plane","flag"
"1","阿克苏乌鲁木齐","CZ6863/4","73G",23572
"2","阿克苏乌鲁木齐","CZ6865/6","73G",23572
"3","阿克苏乌鲁木齐","GS6569/70","E90",23572
"4","阿克苏乌鲁木齐","CZ6871/2","73G",23572
"5","阿克苏乌鲁木齐","CZ6863/4","73G",23572
"6","阿克苏乌鲁木齐","CZ6861/2","73G",23572
"7","阿克苏乌鲁木齐","GS7495/6","ERJ",23572
"8","阿克苏乌鲁木齐","GS6587/8","E90",23572
"9","阿克苏乌鲁木齐","GS7485/6","ERJ",23572
"10","阿克苏乌鲁木齐","GS6555/6","ERJ",23572
"11","阿克苏乌鲁木齐","GS7588","ERJ",23572
"12","阿勒泰乌鲁木齐","GS7503/4","ERJ",18896
"13","阿勒泰乌鲁木齐","GS7487/8","E90",18896
"14","阿勒泰乌鲁木齐","CZ6841/2","AT7",18896
"15","阿勒泰乌鲁木齐","CZ6876","73G",18896
"16","阿勒泰乌鲁木齐","CZ6851/2","73G",18896
"17","阿勒泰乌鲁木齐","CZ6843/4","73G",18896
"18","阿勒泰乌鲁木齐","GS7479/80","ERJ",18896
"19","阿勒泰乌鲁木齐","GS7555/6","ERJ",18896
"20","阿勒泰乌鲁木齐","CZ6853/4","73G",18896
"21","阿勒泰乌鲁木齐","GS7539/40","E90",18896
"22","阿勒泰乌鲁木齐","CZ6849/50","73G",18896
"23","阿勒泰伊宁","GS7493/4","E90",18897
"24","阿勒泰伊宁","CZ6873","73G",18897
"25","阿勒泰伊宁","GS7493/4","E90",18897
"26","阿勒泰伊宁","CZ6873","73G",18897
"27","安康西安","GS7539/40","DON",6691
"28","安庆北京首都","GS6574","E90",4303
"29","安庆广州","CZ3585/6","ERJ",8965
"30","安庆上海虹桥","FM9275/6","CR2",1119
"31","安顺广州","JD5621/2","319",6633
"32","鞍山北京首都","CZ6113/4","319",59
"33","鞍山北京首都","CZ6113/4","319",59
"34","鞍山北京首都","CZ6113/4","319",59
"35","白山北京首都","CZ6153/4","319",12571
"36","白山北京首都","CZ6153/4","319",12571
"37","白山上海浦东","CZ6155/6","321",9140
"38","白山上海浦东","CZ6155/6","321",9140
"39","白山长春","CZ6155/6","321",18947
"40","白山长春","CZ6558","321",18947
"41","白山长春","CZ6155/6","321",18947
"42","百色广州","VD8368","E90",17232
"43","百色广州","VD8368","E90",17232
"44","百色桂林","MU5881/2","73G",21338
"45","百色桂林","MU5881/2","73G",21338
"46","百色桂林","VD8373/4","E90",21338
"47","百色重庆","G52720","CR2",17236
"48","包头北京南苑","KN2911/2","738",6705
"49","包头北京南苑","KN2945/6","73G",6705
"50","包头北京首都","CA6005/6","738",6705
"51","包头北京首都","HU7140","738",6705
"52","包头北京首都","CA1122","738",6705
"53","包头北京首都","CA6007/8","738",6705
"54","包头北京首都","CA6007/8","738",6705
"55","包头北京首都","HU7126","738",6705
"56","包头北京首都","JD5117/8","319",6705
"57","包头北京首都","HU7126","738",6705
"58","包头北京首都","CA1253/4","738",6705
"59","包头北京首都","CA6005/6","738",6705
"60","包头北京首都","CA6005/6","738",6705
"61","包头北京首都","CA1121/2","738",6705
"62","包头北京首都","JD5187/8","319",6705
"63","包头北京首都","CA1141/2","738",6705
"64","包头北京首都","CA6005/6","738",6705
"65","包头北京首都","CA1122","738",6705
"66","包头北京首都","CA1135/6","738",6705
"67","包头北京首都","CA1107/8","738",6705
"68","包头北京首都","CA6007/8","738",6705
"69","包头大连","CZ6979/80","319",8115
"70","包头广州","ZH9757/8","320",6586
"71","包头广州","ZH7052","320",6586
"72","包头广州","ZH7052","320",6586
"73","包头广州","ZH9757/8","320",6586
"74","包头广州","ZH9757/8","320",6586
"75","包头广州","ZH9757/8","320",6586
"76","包头昆明","CZ6459/60","319",9586
"77","包头昆明","CZ6459/60","319",9586
"78","包头昆明","CZ6459/60","319",9586
"79","包头昆明","CZ6459/60","319",9586
"80","包头南京","MU2710","320",9829
"81","包头南宁","GS6531/2","E90",19307
"82","包头南宁","GS6531/2","E90",19307
"83","包头南宁","GS6531/2","E90",19307
"84","包头南宁","GS6531/2","E90",19307
"85","包头上海虹桥","FM9437/8","738",53
"86","包头上海虹桥","HO1258","320",53
"87","包头上海虹桥","FM9135/6","738",53
"88","包头上海浦东","HO1258","320",53
"89","包头上海浦东","HO1259/60","320",53
"90","包头石家庄","ZH9819/20","737",21688
"91","包头天津","BK2837/8","738",8759
"92","包头天津","BK2837/8","738",8759
"93","包头天津","BK2837/8","738",8759
"94","包头天津","BK2837/8","738",8759
"95","包头西安","GS6531/2","E90",11651
"96","包头西安","GS6531/2","E90",11651
"97","包头西安","GS6531/2","E90",11651
"98","包头西安","GS6531/2","E90",11651
"99","包头银川","JR1513/4","MA6",6962
"100","包头郑州","MU2710","320",9247
"101","保山广州","CZ3478","319",19349
"102","保山昆明","CZ3478","319",18925
"103","保山昆明","MU5965/6","73G",18925
"104","保山昆明","MU5967/8","73G",18925
"105","北海北京首都","CA1873/4","733",4359
"106","北海北京首都","CZ3147","320",4359
"107","北海北京首都","CA1881/2","738",4359
"108","北海成都","EU2715/6","319",203
"109","北海成都","EU2715/6","319",203
"110","北海广州","CZ3354","319",9283
"111","北海桂林","VD8375/6","E90",17215
"112","北海桂林","MU5886","CR2",17215
"113","北海桂林","G52647/8","CR2",17215
"114","北海桂林","G52647/8","CR2",17215
"115","北海桂林","CZ6935/6","733",17215
"116","北海海口","MU3149","ERJ",550
"117","北海杭州","CA1771/2","319",17226
"118","北海昆明","EU2721/2","319",19334
"119","北海三亚","EU2719/20","319",19342
"120","北海三亚","MU5887/8","CR2",19342
"121","北海上海浦东","HO1175/6","320",9916
"122","北海上海浦东","MU5266","320",9916
"123","北海深圳","ZH9926","738",7608
"124","北海深圳","ZH9925/6","738",7608
"125","北海深圳","ZH9925/6","738",7608
"126","北海深圳","ZH9925/6","738",7608
"127","北海武汉","CZ3683/4","738",3662
"128","北海武汉","MU3150","ERJ",3662
"129","北海长沙","CZ3147","320",4466
"130","北海重庆","EU2717/8","319",259
"131","北海重庆","EU2717/8","319",259
"132","北京南苑包头","KN2945/6","73G",6705
"133","北京南苑包头","KN2911/2","738",6705
"134","北京南苑常州","KN2925/6","73G",208
"135","北京南苑常州","KN2925/6","73G",208
"136","北京南苑常州","KN2933/4","738",208
"137","北京南苑成都","KN2929/30","738",5609
"138","北京南苑成都","KN2927/8","738",5609
"139","北京南苑成都","KN2283","738",5609
"140","北京南苑大理","KN2267/8","738",19954
"141","北京南苑鄂尔多斯","KN2259/60","738",6941
"142","北京南苑鄂尔多斯","KN2261/2","738",6941
"143","北京南苑鄂尔多斯","KN2259/60","738",6941
"144","北京南苑鄂尔多斯","KN2941/2","738",6941
"145","北京南苑鄂尔多斯","KN2919/20","738",6941
"146","北京南苑鄂尔多斯","KN2289/90","73G",6941
"147","北京南苑佛山","KN2921/2","73G",20103
"148","北京南苑广州","KN2275/6","738",6841
"149","北京南苑杭州","KN2287/8","73G",4126
"150","北京南苑呼和浩特","KN2937/8","73G",9465
"151","北京南苑昆明","KN2271/2","738",2959
"152","北京南苑连云港","KN2263","73G",7773
"153","北京南苑连云港","KN2255/6","738",7773
"154","北京南苑临沂","KN2293/4","73G",7786
"155","北京南苑临沂","KN2269/70","73G",7786
"156","北京南苑临沂","KN2293/4","738",7786
"157","北京南苑满洲里","KN2935/6","73G",35
"158","北京南苑南通","KN2905/6","738",6040
"159","北京南苑南阳","KN2907/8","73G",4581
"160","北京南苑衢州","KN2279/80","73G",10362
"161","北京南苑厦门","KN2925/6","73G",1621
"162","北京南苑厦门","KN2925/6","73G",1621
"163","北京南苑乌鲁木齐","KN2273/4","73G",3475
"164","北京南苑无锡","KN2295/6","738",8106
"165","北京南苑无锡","KN2251/2","73G",8106
"166","北京南苑西安","KN2917/8","738",9356
"167","北京南苑锡林浩特","KN2265/6","738",72
"168","北京南苑徐州","KN2903/4","73G",9481
"169","北京南苑延安","KN2253/4","73G",1763
"170","北京南苑榆林","KN2913/4","73G",43
"171","北京南苑榆林","KN2913/4","73G",43
"172","北京南苑榆林","KN2915/6","73G",43
"173","北京南苑长沙","KN2257/8","738",2393
"174","北京南苑长治","KN2923/4","73G",2027
"175","北京南苑长治","KN2943/4","73G",2027
"176","北京南苑重庆","KN2285/6","73G",7035
"177","北京南苑舟山","KN2901/2","73G",1927
"178","北京南苑舟山","KN2901/2","73G",1927
"179","北京首都安庆","GS6573","E90",4303
"180","北京首都鞍山","CZ6113/4","319",59
"181","北京首都鞍山","CZ6113/4","319",59
"182","北京首都鞍山","CZ6113/4","319",59
"183","北京首都包头","CA6007/8","738",6705
"184","北京首都包头","CA1121","738",6705
"185","北京首都包头","CA1107/8","738",6705
"186","北京首都包头","JD5187/8","319",6705
"187","北京首都包头","CA6007/8","738",6705
"188","北京首都包头","CA6005/6","738",6705
"189","北京首都包头","CA1121","738",6705
"190","北京首都包头","CA1135/6","738",6705
"191","北京首都包头","CA6007/8","738",6705
"192","北京首都包头","HU7139","738",6705
"193","北京首都包头","CA6005/6","738",6705
"194","北京首都包头","CA1141/2","738",6705
"195","北京首都包头","HU7125","738",6705
"196","北京首都包头","CA1253/4","738",6705
"197","北京首都包头","CA6005/6","738",6705
"198","北京首都包头","JD5117/8","319",6705
"199","北京首都包头","CA6005/6","738",6705
"200","北京首都包头","CA1121/2","738",6705
"201","北京首都北海","CA1881/2","738",4359
"202","北京首都北海","CZ3148","320",4359
"203","北京首都北海","CA1873/4","733",4359
"204","北京首都常德","CZ3187/8","321",9463
"205","北京首都常州","MU5691/2","320",208
"206","北京首都常州","CA1825/6","738",208
"207","北京首都朝阳","CA1285/6","738",21944
"208","北京首都朝阳","CA1285/6","733",21944
"209","北京首都成都","3U8885/6","319",5609
"210","北京首都成都","CA4102","757",5609
"211","北京首都成都","HU7147","332",5609
"212","北京首都成都","CA4109/10","752",5609
"213","北京首都成都","3U8891/2","319",5609
"214","北京首都成都","3U8889/90","319",5609
"215","北京首都成都","CA1405/6","752",5609
"216","北京首都成都","HU7141","738",5609
"217","北京首都成都","CA4107/8","752",5609
"218","北京首都成都","CA4105/6","752",5609
"219","北京首都成都","CZ6161/2","321",5609
"220","北京首都成都","3U8887/8","319",5609
"221","北京首都成都","CA4115/6","757",5609
"222","北京首都成都","3U8893/4","319",5609
"223","北京首都成都","CA4117/8","752",5609
"224","北京首都成都","CA4103/4","330",5609
"225","北京首都成都","CA4113/4","752",5609
"226","北京首都成都","CZ3903/4","772",5609
"227","北京首都成都","3U8896","319",5609
"228","北京首都成都","3U8883/4","319",5609
"229","北京首都成都","CA4120","319",5609
"230","北京首都成都","3U8881/2","319",5609
"231","北京首都成都","3U8860","319",5609
"232","北京首都成都","CA1407/8","752",5609
"233","北京首都成都","CA4193/4","752",5609
"234","北京首都成都","CA1415/6","738",5609
"235","北京首都成都","CA1415/6","738",5609
"236","北京首都成都","CA4113/4","752",5609
"237","北京首都成都","CA1415/6","738",5609
"238","北京首都成都","CA1425/6","738",5609
"239","北京首都成都","CA1415/6","738",5609
"240","北京首都赤峰","CA1281/2","733",8956
"241","北京首都达州","CA4187/8","737",19875
"242","北京首都大连","CZ6132","319",328
"243","北京首都大连","CA1641/2","738",328
"244","北京首都大连","CZ6121/2","321",328
"245","北京首都大连","MU3173","738",328
"246","北京首都大连","CZ6126","319",328
"247","北京首都大连","CZ6126","319",328
"248","北京首都大连","CZ6133/4","321",328
"249","北京首都大连","CA1607/8","738",328
"250","北京首都大连","CA1675/6","738",328
"251","北京首都大连","CA1667/8","738",328
"252","北京首都大连","CZ6133/4","321",328
"253","北京首都大连","CA1605/6","738",328
"254","北京首都大连","CZ6131/2","319",328
"255","北京首都大连","CA1607/8","738",328
"256","北京首都大连","CN7183","738",328
"257","北京首都大连","CN7183","738",328
"258","北京首都大连","CA1641/2","738",328
"259","北京首都大连","MU2312","738",328
"260","北京首都大连","CZ6133/4","321",328
"261","北京首都大连","MU2312","738",328
"262","北京首都大连","CA1699","738",328
"263","北京首都大连","CZ6129/30","319",328
"264","北京首都大连","CZ6129/30","319",328
"265","北京首都大连","CZ6124","319",328
"266","北京首都大连","CZ6127/8","321",328
"267","北京首都大连","CZ6131/2","319",328
"268","北京首都大庆","CA1695/6","738",18713
"269","北京首都大庆","CA1689/90","733",18713
"270","北京首都大庆","CZ6213/4","319",18713
"271","北京首都大庆","CZ6215/6","320",18713
"272","北京首都大同","CA1119/20","733",3961
"273","北京首都丹东","CA1631/2","733",7260
"274","北京首都德宏","8L9901/2","73G",17898
"275","北京首都迪庆","OQ2329/30","319",19888
"276","北京首都迪庆","OQ2329/30","319",19888
"277","北京首都东营","HU7615","738",379
"278","北京首都敦煌","CA1287/8","738",381
"279","北京首都鄂尔多斯","CA1143/4","738",6941
"280","北京首都鄂尔多斯","CA1149/50","738",6941
"281","北京首都鄂尔多斯","CA1149/50","738",6941
"282","北京首都鄂尔多斯","CA1693/4","738",6941
"283","北京首都恩施","MU2460","733",20041
"284","北京首都恩施","MU2452","733",20041
"285","北京首都二连浩特","JD5149","319",9313
"286","北京首都福州","HU7195","738",5107
"287","北京首都福州","MF8120","752",5107
"288","北京首都福州","MF8174","738",5107
"289","北京首都福州","MF8109/10","738",5107
"290","北京首都福州","MF8174","738",5107
"291","北京首都福州","CA1505/6","738",5107
"292","北京首都福州","MF8115/6","752",5107
"293","北京首都福州","CA1443/4","738",5107
"294","北京首都福州","CA1807/8","738",5107
"295","北京首都福州","MF8165/6","738",5107
"296","北京首都福州","CA1443/4","738",5107
"297","北京首都福州","CA1821/2","738",5107
"298","北京首都福州","MF8107/8","752",5107
"299","北京首都福州","MF8172","738",5107
"300","北京首都福州","MU2068","738",5107
"301","北京首都福州","HU7195","738",5107
"302","北京首都福州","CA1807/8","738",5107
"303","北京首都广元","CA1457/8","73G",432
"304","北京首都广元","CA1457/8","73G",432
"305","北京首都广元","CA1457/8","73G",432
"306","北京首都广州","CZ3103/4","332",6841
"307","北京首都广州","CZ3103/4","332",6841
"308","北京首都广州","CA1351/2","772",6841
"309","北京首都广州","CZ3101/2","332",6841
"310","北京首都广州","CZ3103/4","332",6841
"311","北京首都广州","CZ3105/6","332",6841
"312","北京首都广州","CA1327/8","772",6841
"313","北京首都广州","CA1329/30","772",6841
"314","北京首都广州","CZ3162","388",6841
"315","北京首都广州","CA1301/2","772",6841
"316","北京首都广州","CZ3111/2","332",6841
"317","北京首都广州","HU7801","738",6841
"318","北京首都广州","CZ3161/2","332",6841
"319","北京首都广州","CA1301/2","772",6841
"320","北京首都广州","CZ3113/4","332",6841
"321","北京首都广州","CA1315/6","332",6841
"322","北京首都广州","CA1301/2","772",6841
"323","北京首都广州","HU7803","738",6841
"324","北京首都广州","CA1309/10","772",6841
"325","北京首都广州","CZ3107/8","332",6841
"326","北京首都广州","CA1321/2","772",6841
"327","北京首都广州","CA1339/40","772",6841
"328","北京首都广州","CZ3109/10","332",6841
"329","北京首都贵阳","CA4161/2","733",3623
"330","北京首都贵阳","CA1437/8","738",3623
"331","北京首都贵阳","CZ6187/8","73G",3623
"332","北京首都贵阳","CZ3681/2","73G",3623
"333","北京首都贵阳","HU7189","738",3623
"334","北京首都贵阳","CZ3653/4","738",3623
"335","北京首都贵阳","CZ3653/4","738",3623
"336","北京首都贵阳","CA4165/6","733",3623
"337","北京首都贵阳","CA1461/2","752",3623
"338","北京首都贵阳","CZ3687/8","738",3623
"339","北京首都贵阳","CA1463/4","738",3623
"340","北京首都贵阳","CZ3687/8","738",3623
"341","北京首都贵阳","CZ3687/8","738",3623
"342","北京首都桂林","CA1225","738",5739
"343","北京首都桂林","CZ3287/8","738",5739
"344","北京首都桂林","CZ3287/8","738",5739
"345","北京首都桂林","CZ3281/2","738",5739
"346","北京首都桂林","CN7215","738",5739
"347","北京首都桂林","CA1311/2","320",5739
"348","北京首都桂林","CA1471/2","321",5739
"349","北京首都桂林","CZ3283/4","738",5739
"350","北京首都桂林","CZ3281/2","738",5739
"351","北京首都哈尔滨","CA1621/2","738",10181
"352","北京首都哈尔滨","CA1639/40","738",10181
"353","北京首都哈尔滨","CZ6204","320",10181
"354","北京首都哈尔滨","CZ6657/8","320",10181
"355","北京首都哈尔滨","FM9121","738",10181
"356","北京首都哈尔滨","CA1643/4","738",10181
"357","北京首都哈尔滨","CZ6267/8","320",10181
"358","北京首都哈尔滨","CA1611/2","738",10181
"359","北京首都哈尔滨","CZ6205/6","320",10181
"360","北京首都哈尔滨","CZ6279/80","319",10181
"361","北京首都哈尔滨","CZ6267/8","320",10181
"362","北京首都哈尔滨","CN7149","738",10181
"363","北京首都哈尔滨","CA1603/4","738",10181
"364","北京首都哈尔滨","CZ6657/8","320",10181
"365","北京首都哈尔滨","CZ6279/80","319",10181
"366","北京首都哈尔滨","CZ6219/20","320",10181
"367","北京首都哈尔滨","CA1623/4","738",10181
"368","北京首都哈尔滨","CZ6267/8","320",10181
"369","北京首都哈尔滨","CZ6267/8","320",10181
"370","北京首都哈尔滨","CZ6279/80","319",10181
"371","北京首都哈尔滨","CZ6201/2","319",10181
"372","北京首都哈尔滨","CZ6201/2","319",10181
"373","北京首都哈尔滨","CN7127","738",10181
"374","北京首都哈尔滨","CZ6279/80","319",10181
"375","北京首都哈尔滨","CN7129","738",10181
"376","北京首都海口","HU7082","738",578
"377","北京首都海口","CA1355/6","738",578
"378","北京首都海口","HU7282","738",578
"379","北京首都海口","CZ6707/8","321",578
"380","北京首都海口","CZ3119/20","321",578
"381","北京首都海口","HU7182","738",578
"382","北京首都海口","HU7382","738",578
"383","北京首都杭州","CA1705/6","320",4126
"384","北京首都杭州","MU5573/4","320",4126
"385","北京首都杭州","CZ6163/4","333",4126
"386","北京首都杭州","CA1715/6","319",4126
"387","北京首都杭州","CA1709/10","319",4126
"388","北京首都杭州","CA1563/4","757",4126
"389","北京首都杭州","CA1711/2","319",4126
"390","北京首都杭州","MU5166","73G",4126
"391","北京首都杭州","CA1565","330",4126
"392","北京首都杭州","CZ3905/6","AB6",4126
"393","北京首都杭州","CA1707/8","320",4126
"394","北京首都杭州","CA1509/10","321",4126
"395","北京首都杭州","MU5164","320",4126
"396","北京首都杭州","CA1547/8","738",4126
"397","北京首都杭州","HU7155","738",4126
"398","北京首都杭州","HU7177","738",4126
"399","北京首都杭州","CA1701/2","319",4126
"400","北京首都杭州","HU7277/8","763",4126
"401","北京首都杭州","MU5457/8","320",4126
"402","北京首都杭州","FM9152/1","752",4126
"403","北京首都杭州","CA1704","320",4126
"404","北京首都杭州","FM9154","752",4126
"405","北京首都杭州","CA1563/4","757",4126
"406","北京首都杭州","MU5131/2","320",4126
"407","北京首都杭州","HU7275","332",4126
"408","北京首都合肥","CA1835/6","738",17
"409","北京首都合肥","CA1579/80","320",17
"410","北京首都合肥","CA1843/4","738",17
"411","北京首都合肥","MU5169/70","320",17
"412","北京首都合肥","CA1255/6","738",17
"413","北京首都合肥","MU5171/2","320",17
"414","北京首都合肥","MU5280","320",17
"415","北京首都合肥","HU7307","734",17
"416","北京首都合肥","CA1543/4","738",17
"417","北京首都合肥","MU5171/2","320",17
"418","北京首都合肥","HU7307","734",17
"419","北京首都合肥","CA1845/6","738",17
"420","北京首都和田","CA1293/4","738",25186
"421","北京首都和田","CA1293/4","738",25186
"422","北京首都黑河","CZ6657/8","320",22500
"423","北京首都黑河","CZ6657/8","320",22500
"424","北京首都呼和浩特","CA6001/2","738",9465
"425","北京首都呼和浩特","CA1683","733",9465
"426","北京首都呼和浩特","CA1685","733",9465
"427","北京首都呼和浩特","CA6001/2","738",9465
"428","北京首都呼和浩特","JD5289/90","319",9465
"429","北京首都呼和浩特","CA1125/6","737",9465
"430","北京首都呼和浩特","CA1681","733",9465
"431","北京首都呼和浩特","JD5291/2","319",9465
"432","北京首都呼和浩特","CA1137","733",9465
"433","北京首都呼和浩特","CA6001/2","738",9465
"434","北京首都呼和浩特","CA6001/2","738",9465
"435","北京首都呼和浩特","CA6003/4","738",9465
"436","北京首都呼和浩特","CA6003/4","738",9465
"437","北京首都呼和浩特","HU7341","738",9465
"438","北京首都呼和浩特","JD5285/6","319",9465
"439","北京首都呼和浩特","JD5289/90","319",9465
"440","北京首都呼和浩特","CA1111/2","738",9465
"441","北京首都呼和浩特","HU7341/2","738",9465
"442","北京首都呼和浩特","CZ6637/8","733",9465
"443","北京首都呼和浩特","CA1101/2","733",9465
"444","北京首都呼和浩特","CA1137","733",9465
"445","北京首都呼和浩特","CA1115/6","738",9465
"446","北京首都呼和浩特","HU7175","738",9465
"447","北京首都呼和浩特","CA1137/8","733",9465
"448","北京首都呼和浩特","CA1105/6","738",9465
"449","北京首都呼和浩特","CA1137/8","733",9465
"450","北京首都淮安","MU5635","73G",25095
"451","北京首都黄山","CA1551/2","738",9366
"452","北京首都鸡西","JD5201/2","319",25289
"453","北京首都济南","SC1158","733",774
"454","北京首都济南","SC1159/60","733",774
"455","北京首都济南","SC1156","733",774
"456","北京首都济南","SC1152","733",774
"457","北京首都济宁","FM9283/4","73G",9795
"458","北京首都佳木斯","HU7621","734",761
"459","北京首都佳木斯","CA1671/2","733",761
"460","北京首都佳木斯","CA1691/2","733",761
"461","北京首都嘉峪关","FM9286","738",763
"462","北京首都井冈山","CA1805/6","733",9740
"463","北京首都景德镇","CA1887/8","733",74
"464","北京首都九江","FM9293/4","73G",9764
"465","北京首都喀什","CA1477/8","738",25301
"466","北京首都喀什","CA1477/8","738",25301
"467","北京首都昆明","CA1403/4","752",2959
"468","北京首都昆明","MU5702","73G",2959
"469","北京首都昆明","CA4169/70","738",2959
"470","北京首都昆明","CA4171/2","738",2959
"471","北京首都昆明","HU7165","738",2959
"472","北京首都昆明","CA4173/4","738",2959
"473","北京首都昆明","MU5716","73G",2959
"474","北京首都昆明","CZ3901/2","752",2959
"475","北京首都昆明","CA4171/2","738",2959
"476","北京首都昆明","MU5719/20","733",2959
"477","北京首都昆明","HU7211","738",2959
"478","北京首都昆明","CZ6159/60","AB6",2959
"479","北京首都昆明","CA1403/4","752",2959
"480","北京首都昆明","MU5712","738",2959
"481","北京首都昆明","MU5712","738",2959
"482","北京首都昆明","CZ3901/2","752",2959
"483","北京首都昆明","HU7111","738",2959
"484","北京首都昆明","CA4169/70","738",2959
"485","北京首都昆明","MU2035","73G",2959
"486","北京首都昆明","MU5714","333",2959
"487","北京首都昆明","MU5717","73G",2959
"488","北京首都拉萨","CZ3183/4","319",10056
"489","北京首都拉萨","CZ3183/4","319",10056
"490","北京首都兰州","CA1271/2","738",894
"491","北京首都兰州","FM9286","738",894
"492","北京首都兰州","MU2412","320",894
"493","北京首都兰州","CA1273/4","738",894
"494","北京首都兰州","MU2415/6","320",894
"495","北京首都兰州","CA1221/2","738",894
"496","北京首都兰州","HU7231","738",894
"497","北京首都兰州","CA1277/8","738",894
"498","北京首都兰州","MU2418","320",894
"499","北京首都丽江","MU5716","73G",23044
"500","北京首都丽江","JD5181/2","319",23044
"501","北京首都连云港","MU5159","738",7773
"502","北京首都连云港","CA1863/4","738",7773
"503","北京首都临沂","MU2073/4","738",7786
"504","北京首都柳州","CA1859/60","733",10595
"505","北京首都洛阳","MU5695","73G",2851
"506","北京首都洛阳","MU5227/8","320",2851
"507","北京首都满洲里","HU7115","738",35
"508","北京首都满洲里","CA1241/2","733",35
"509","北京首都满洲里","CA1241/2","733",35
"510","北京首都满洲里","HU7133","738",35
"511","北京首都满洲里","HU7133","738",35
"512","北京首都满洲里","HU7133","738",35
"513","北京首都满洲里","HU7133","738",35
"514","北京首都绵阳","CA1451/2","738",5921
"515","北京首都绵阳","CA1451/2","738",5921
"516","北京首都绵阳","CA1455/6","73G",5921
"517","北京首都漠河","CZ6279/80","319",20991
"518","北京首都漠河","CZ6279/80","319",20991
"519","北京首都漠河","CZ6279/80","319",20991
"520","北京首都漠河","CZ6279/80","319",20991
"521","北京首都牡丹江","HU7103","734",8194
"522","北京首都牡丹江","HU7123","738",8194
"523","北京首都南昌","MU2091","738",3090
"524","北京首都南昌","MU5175/6","320",3090
"525","北京首都南昌","CA1573/4","320",3090
"526","北京首都南昌","CA1581/2","738",3090
"527","北京首都南昌","CA1511/2","738",3090
"528","北京首都南昌","MU5173/4","320",3090
"529","北京首都南昌","CA1577/8","733",3090
"530","北京首都南昌","MU2100","738",3090
"531","北京首都南昌","CN7193","738",3090
"532","北京首都南昌","MU5188","320",3090
"533","北京首都南昌","MF8151/2","73G",3090
"534","北京首都南充","CZ6945/6","319",10137
"535","北京首都南充","CZ6945/6","319",10137
"536","北京首都南京","CA1507/8","738",8889
"537","北京首都南京","MU2852","321",8889
"538","北京首都南京","CA1561/2","738",8889
"539","北京首都南京","CA1503/4","738",8889
"540","北京首都南京","MU2862","320",8889
"541","北京首都南京","CA1537/8","738",8889
"542","北京首都南京","CA1583/4","738",8889
"543","北京首都南京","MU2822","321",8889
"544","北京首都南京","CA1537/8","738",8889
"545","北京首都南京","CA1507/8","738",8889
"546","北京首都南京","CA1847/8","738",8889
"547","北京首都南京","HU7121","738",8889
"548","北京首都南京","CZ3181/2","321",8889
"549","北京首都南京","CA1537/8","738",8889
"550","北京首都南京","CA1561/2","738",8889
"551","北京首都南京","MU2832","321",8889
"552","北京首都南京","MU2842","320",8889
"553","北京首都南京","CA1817/8","738",8889
"554","北京首都南京","CA1507/8","738",8889
"555","北京首都南京","CA1819","738",8889
"556","北京首都南京","CA1819","738",8889
"557","北京首都南京","CA1583/4","738",8889
"558","北京首都南京","FM9155/6","738",8889
"559","北京首都南京","FM9155/6","738",8889
"560","北京首都南京","MU2802","321",8889
"561","北京首都南京","CA1817/8","738",8889
"562","北京首都南京","MU2812","321",8889
"563","北京首都南宁","CZ3277/8","738",2515
"564","北京首都南宁","ZH9592","738",2515
"565","北京首都南宁","CZ3285/6","333",2515
"566","北京首都南宁","CZ3277/8","738",2515
"567","北京首都南宁","CA1465/6","320",2515
"568","北京首都南宁","CN7157","738",2515
"569","北京首都南宁","CZ6283/4","738",2515
"570","北京首都南宁","CA1485/6","738",2515
"571","北京首都南宁","CA1335/6","738",2515
"572","北京首都南宁","CA1375/6","738",2515
"573","北京首都南通","CA1513/4","738",6040
"574","北京首都南阳","CZ3178","733",4581
"575","北京首都南阳","CZ6465/6","733",4581
"576","北京首都南阳","CZ6465/6","733",4581
"577","北京首都宁波","CZ3185/6","321",1089
"578","北京首都宁波","CA1853/4","738",1089
"579","北京首都宁波","MU5177/8","320",1089
"580","北京首都宁波","MU5486","738",1089
"581","北京首都宁波","CA1839/40","738",1089
"582","北京首都宁波","CA1839/40","738",1089
"583","北京首都宁波","MU5177/8","320",1089
"584","北京首都宁波","MU5180","320",1089
"585","北京首都宁波","CA1541/2","738",1089
"586","北京首都宁波","MU5177/8","320",1089
"587","北京首都宁波","HU7298","738",1089
"588","北京首都宁波","HU7098","738",1089
"589","北京首都宁波","CA1669/70","738",1089
"590","北京首都宁波","HU7198","738",1089
"591","北京首都宁波","MU5177/8","320",1089
"592","北京首都攀枝花","3U8860","319",23256
"593","北京首都普洱","MU2035","73G",25689
"594","北京首都齐齐哈尔","HU7623","734",3881
"595","北京首都齐齐哈尔","CA1659/60","733",3881
"596","北京首都青岛","SC4652","733",3339
"597","北京首都青岛","CA1569/70","733",3339
"598","北京首都青岛","MU5194","320",3339
"599","北京首都青岛","CA1571/2","733",3339
"600","北京首都青岛","SC4655/6","733",3339
"601","北京首都青岛","CA1575/6","733",3339
"602","北京首都青岛","CA1525/6","738",3339
"603","北京首都青岛","SC4653/4","733",3339
"604","北京首都青岛","SC4658","733",3339
"605","北京首都青岛","MU5196","320",3339
"606","北京首都青岛","CA1559/60","738",3339
"607","北京首都青岛","SC4660","733",3339
"608","北京首都青岛","MU5194","320",3339
"609","北京首都泉州","CA1895/6","733",25272
