,flight,plane,city1,city2,city3,city4,city5,city1_2
49101,JD5259,319,杭州,徐州,NA,NA,NA,杭州徐州
49111,JD5260,319,徐州,三亚,NA,NA,NA,徐州三亚
4912,JD5260,319,杭州,三亚,NA,NA,NA,杭州三亚
49131,JD5261,319,三亚,徐州,NA,NA,NA,三亚徐州
49141,JD5261,319,福州,徐州,NA,NA,NA,福州徐州
49151,JD5262,319,徐州,三亚,NA,NA,NA,徐州三亚
49161,JD5262,319,福州,三亚,NA,NA,NA,福州三亚
49171,JD5299/300,319,海口,海口,NA,NA,NA,海口海口
4918,JD5299/300,319,南昌,海口,NA,NA,NA,南昌海口
4919,JD5305/6,319,三亚,三亚,NA,NA,NA,三亚三亚
4920,JD5305/6,319,常州,三亚,NA,NA,NA,常州三亚
49211,JD5315/6,319,桂林,桂林,NA,NA,NA,桂林桂林
49221,JD5315/6,319,三亚,桂林,NA,NA,NA,三亚桂林
49231,JD5505/6,319,桂林,桂林,NA,NA,NA,桂林桂林
49241,JD5505/6,319,呼和浩特,桂林,NA,NA,NA,呼和浩特桂林
49251,JD5613/4,319,海口,海口,NA,NA,NA,海口海口
49261,JD5613/4,319,重庆,海口,NA,NA,NA,重庆海口
49271,ZH9669/70,319,广州,广州,NA,NA,NA,广州广州
49281,ZH9669/70,319,桂林,广州,NA,NA,NA,桂林广州
49291,ZH9727/8,319,深圳,深圳,NA,NA,NA,深圳深圳
4930,ZH9727/8,319,宜宾,深圳,NA,NA,NA,宜宾深圳
4931,ZH9837/8,319,深圳,深圳,NA,NA,NA,深圳深圳
4932,ZH9837/8,319,桂林,深圳,NA,NA,NA,桂林深圳
49331,ZH9837/8,319,深圳,深圳,NA,NA,NA,深圳深圳
49341,ZH9837/8,319,桂林,深圳,NA,NA,NA,桂林深圳
49351,ZH9873/4,319,深圳,深圳,NA,NA,NA,深圳深圳
4936,ZH9873/4,319,衢州,深圳,NA,NA,NA,衢州深圳
4937,ZH9873/4,319,深圳,深圳,NA,NA,NA,深圳深圳
49381,ZH9873/4,319,衢州,深圳,NA,NA,NA,衢州深圳
49391,CA8227/8,320,武汉,武汉,NA,NA,NA,武汉武汉
49401,CA8227/8,320,厦门,武汉,NA,NA,NA,厦门武汉
49411,CA8231/2,320,武汉,武汉,NA,NA,NA,武汉武汉
49421,CA8231/2,320,广州,武汉,NA,NA,NA,广州武汉
49431,CA8233/4,320,武汉,武汉,NA,NA,NA,武汉武汉
49441,CA8233/4,320,深圳,武汉,NA,NA,NA,深圳武汉
49451,CA8235/6,320,武汉,武汉,NA,NA,NA,武汉武汉
49461,CA8235/6,320,海口,武汉,NA,NA,NA,海口武汉
49471,CZ2509/10,320,深圳,深圳,NA,NA,NA,深圳深圳
49481,CZ2509/10,320,海口,深圳,NA,NA,NA,海口深圳
49491,CZ2509/10,320,深圳,深圳,NA,NA,NA,深圳深圳
49501,CZ2509/10,320,海口,深圳,NA,NA,NA,海口深圳
49511,CZ2509/10,320,深圳,深圳,NA,NA,NA,深圳深圳
49521,CZ2509/10,320,海口,深圳,NA,NA,NA,海口深圳
49531,CZ2509/10,320,深圳,深圳,NA,NA,NA,深圳深圳
49541,CZ2509/10,320,海口,深圳,NA,NA,NA,海口深圳
49551,CZ2511/2,320,深圳,深圳,NA,NA,NA,深圳深圳
49561,CZ2511/2,320,常德,深圳,NA,NA,NA,常德深圳
49571,CZ2511/2,320,深圳,深圳,NA,NA,NA,深圳深圳
49581,CZ2511/2,320,常德,深圳,NA,NA,NA,常德深圳
49591,CZ2511/2,320,深圳,深圳,NA,NA,NA,深圳深圳
49601,CZ2511/2,320,常德,深圳,NA,NA,NA,常德深圳
49611,CZ3209/10,320,深圳,深圳,NA,NA,NA,深圳深圳
49621,CZ3209/10,320,无锡,深圳,NA,NA,NA,无锡深圳
49631,CZ3209/10,320,深圳,深圳,NA,NA,NA,深圳深圳
49641,CZ3209/10,320,无锡,深圳,NA,NA,NA,无锡深圳
49651,CZ3317/8,320,深圳,深圳,NA,NA,NA,深圳深圳
49661,CZ3317/8,320,重庆,深圳,NA,NA,NA,重庆深圳
49671,CZ3317/8,320,深圳,深圳,NA,NA,NA,深圳深圳
49681,CZ3317/8,320,重庆,深圳,NA,NA,NA,重庆深圳
49691,CZ3365/6,320,深圳,深圳,NA,NA,NA,深圳深圳
49701,CZ3365/6,320,杭州,深圳,NA,NA,NA,杭州深圳
49711,CZ3369/70,320,深圳,深圳,NA,NA,NA,深圳深圳
49721,CZ3369/70,320,温州,深圳,NA,NA,NA,温州深圳
49731,CZ3369/70,320,深圳,深圳,NA,NA,NA,深圳深圳
4974,CZ3369/70,320,温州,深圳,NA,NA,NA,温州深圳
4975,CZ3371/2,320,长沙,长沙,NA,NA,NA,长沙长沙
4976,CZ3371/2,320,海口,长沙,NA,NA,NA,海口长沙
4977,CZ3371/2,320,长沙,长沙,NA,NA,NA,长沙长沙
4978,CZ3371/2,320,海口,长沙,NA,NA,NA,海口长沙
4979,CZ3375/6,320,长沙,长沙,NA,NA,NA,长沙长沙
4980,CZ3375/6,320,广州,长沙,NA,NA,NA,广州长沙
4981,CZ3387/8,320,长沙,长沙,NA,NA,NA,长沙长沙
4982,CZ3387/8,320,广州,长沙,NA,NA,NA,广州长沙
4983,CZ3387/8,320,长沙,长沙,NA,NA,NA,长沙长沙
4984,CZ3387/8,320,广州,长沙,NA,NA,NA,广州长沙
4985,CZ3389/90,320,长沙,长沙,NA,NA,NA,长沙长沙
4986,CZ3389/90,320,深圳,长沙,NA,NA,NA,深圳长沙
4987,CZ3435/6,320,深圳,深圳,NA,NA,NA,深圳深圳
4988,CZ3435/6,320,贵阳,深圳,NA,NA,NA,贵阳深圳
4989,CZ3455/6,320,深圳,深圳,NA,NA,NA,深圳深圳
49901,CZ3455/6,320,重庆,深圳,NA,NA,NA,重庆深圳
49911,CZ3457/8,320,深圳,深圳,NA,NA,NA,深圳深圳
49921,CZ3457/8,320,成都,深圳,NA,NA,NA,成都深圳
49931,CZ3457/8,320,深圳,深圳,NA,NA,NA,深圳深圳
4994,CZ3457/8,320,成都,深圳,NA,NA,NA,成都深圳
49951,CZ3459/60,320,深圳,深圳,NA,NA,NA,深圳深圳
4996,CZ3459/60,320,昆明,深圳,NA,NA,NA,昆明深圳
49971,CZ3461/2,320,长沙,长沙,NA,NA,NA,长沙长沙
49981,CZ3461/2,320,成都,长沙,NA,NA,NA,成都长沙
49991,CZ3461/2,320,长沙,长沙,NA,NA,NA,长沙长沙
50001,CZ3461/2,320,成都,长沙,NA,NA,NA,成都长沙
50011,CZ3465/6,320,深圳,深圳,NA,NA,NA,深圳深圳
50021,CZ3465/6,320,重庆,深圳,NA,NA,NA,重庆深圳
50031,CZ3465/6,320,深圳,深圳,NA,NA,NA,深圳深圳
50041,CZ3465/6,320,重庆,深圳,NA,NA,NA,重庆深圳
50051,CZ3467/8,320,长沙,长沙,NA,NA,NA,长沙长沙
50061,CZ3467/8,320,昆明,长沙,NA,NA,NA,昆明长沙
50071,CZ3549/50,320,深圳,深圳,NA,NA,NA,深圳深圳
5008,CZ3549/50,320,厦门,深圳,NA,NA,NA,厦门深圳
50091,CZ3549/50,320,深圳,深圳,NA,NA,NA,深圳深圳
50101,CZ3549/50,320,厦门,深圳,NA,NA,NA,厦门深圳
50111,CZ3549/50,320,深圳,深圳,NA,NA,NA,深圳深圳
50121,CZ3549/50,320,厦门,深圳,NA,NA,NA,厦门深圳
50131,CZ3555/6,320,深圳,深圳,NA,NA,NA,深圳深圳
5014,CZ3555/6,320,杭州,深圳,NA,NA,NA,杭州深圳
50151,CZ3559/60,320,深圳,深圳,NA,NA,NA,深圳深圳
50161,CZ3559/60,320,南京,深圳,NA,NA,NA,南京深圳
50171,CZ3559/60,320,深圳,深圳,NA,NA,NA,深圳深圳
50181,CZ3559/60,320,南京,深圳,NA,NA,NA,南京深圳
50191,CZ3563/4,320,深圳,深圳,NA,NA,NA,深圳深圳
50201,CZ3563/4,320,杭州,深圳,NA,NA,NA,杭州深圳
50211,CZ3567/8,320,深圳,深圳,NA,NA,NA,深圳深圳
5022,CZ3567/8,320,厦门,深圳,NA,NA,NA,厦门深圳
5023,CZ3567/8,320,深圳,深圳,NA,NA,NA,深圳深圳
5024,CZ3567/8,320,厦门,深圳,NA,NA,NA,厦门深圳
50251,CZ3569/70,320,深圳,深圳,NA,NA,NA,深圳深圳
5026,CZ3569/70,320,杭州,深圳,NA,NA,NA,杭州深圳
5027,CZ3617/8,320,深圳,深圳,NA,NA,NA,深圳深圳
50281,CZ3617/8,320,南昌,深圳,NA,NA,NA,南昌深圳
5029,CZ3617/8,320,深圳,深圳,NA,NA,NA,深圳深圳
5030,CZ3617/8,320,南昌,深圳,NA,NA,NA,南昌深圳
5031,CZ3617/8,320,深圳,深圳,NA,NA,NA,深圳深圳
50321,CZ3617/8,320,南昌,深圳,NA,NA,NA,南昌深圳
5033,CZ3617/8,320,深圳,深圳,NA,NA,NA,深圳深圳
5034,CZ3617/8,320,南昌,深圳,NA,NA,NA,南昌深圳
5035,CZ3639/40,320,长沙,长沙,NA,NA,NA,长沙长沙
5036,CZ3639/40,320,杭州,长沙,NA,NA,NA,杭州长沙
5037,CZ3643/4,320,长沙,长沙,NA,NA,NA,长沙长沙
50381,CZ3643/4,320,三亚,长沙,NA,NA,NA,三亚长沙
5039,CZ3735/6,320,深圳,深圳,NA,NA,NA,深圳深圳
5040,CZ3735/6,320,西安,深圳,NA,NA,NA,西安深圳
5041,CZ3735/6,320,深圳,深圳,NA,NA,NA,深圳深圳
5042,CZ3735/6,320,西安,深圳,NA,NA,NA,西安深圳
5043,CZ3797/8,320,深圳,深圳,NA,NA,NA,深圳深圳
50441,CZ3797/8,320,杭州,深圳,NA,NA,NA,杭州深圳
50451,CZ3797/8,320,深圳,深圳,NA,NA,NA,深圳深圳
5046,CZ3797/8,320,杭州,深圳,NA,NA,NA,杭州深圳
5047,CZ3827/8,320,深圳,深圳,NA,NA,NA,深圳深圳
5048,CZ3827/8,320,南京,深圳,NA,NA,NA,南京深圳
50491,CZ3827/8,320,深圳,深圳,NA,NA,NA,深圳深圳
50501,CZ3827/8,320,南京,深圳,NA,NA,NA,南京深圳
50511,CZ3925/6,320,张家界,张家界,NA,NA,NA,张家界张家界
50521,CZ3925/6,320,南京,张家界,NA,NA,NA,南京张家界
50531,CZ3933/4,320,长沙,长沙,NA,NA,NA,长沙长沙
5054,CZ3933/4,320,重庆,长沙,NA,NA,NA,重庆长沙
50551,CZ3953/4,320,深圳,深圳,NA,NA,NA,深圳深圳
50561,CZ3953/4,320,武汉,深圳,NA,NA,NA,武汉深圳
50571,CZ3955/6,320,深圳,深圳,NA,NA,NA,深圳深圳
50581,CZ3955/6,320,海口,深圳,NA,NA,NA,海口深圳
50591,CZ3977/8,320,三亚,三亚,NA,NA,NA,三亚三亚
50601,CZ3977/8,320,深圳,三亚,NA,NA,NA,深圳三亚
50611,CZ3977/8,320,三亚,三亚,NA,NA,NA,三亚三亚
50621,CZ3977/8,320,深圳,三亚,NA,NA,NA,深圳三亚
50631,CZ3991/2,320,深圳,深圳,NA,NA,NA,深圳深圳
50641,CZ3991/2,320,张家界,深圳,NA,NA,NA,张家界深圳
5065,CZ3991/2,320,深圳,深圳,NA,NA,NA,深圳深圳
5066,CZ3991/2,320,张家界,深圳,NA,NA,NA,张家界深圳
5067,CZ3991/2,320,深圳,深圳,NA,NA,NA,深圳深圳
5068,CZ3991/2,320,张家界,深圳,NA,NA,NA,张家界深圳
50691,CZ6195/6,320,深圳,深圳,NA,NA,NA,深圳深圳
5070,CZ6195/6,320,舟山,深圳,NA,NA,NA,舟山深圳
5071,CZ6310,320,深圳,哈尔滨,NA,NA,NA,深圳哈尔滨
50721,CZ6310,320,沈阳,哈尔滨,NA,NA,NA,沈阳哈尔滨
5073,CZ6313/4,320,海口,海口,NA,NA,NA,海口海口
50741,CZ6313/4,320,重庆,海口,NA,NA,NA,重庆海口
50751,CZ6559/60,320,深圳,深圳,NA,NA,NA,深圳深圳
50761,CZ6559/60,320,贵阳,深圳,NA,NA,NA,贵阳深圳
50771,CZ6669/70,320,郑州,郑州,NA,NA,NA,郑州郑州
5078,CZ6669/70,320,三亚,郑州,NA,NA,NA,三亚郑州
5079,CZ6719/20,320,长沙,长沙,NA,NA,NA,长沙长沙
5080,CZ6719/20,320,三亚,长沙,NA,NA,NA,三亚长沙
5081,CZ6731/2,320,三亚,三亚,NA,NA,NA,三亚三亚
5082,CZ6731/2,320,广州,三亚,NA,NA,NA,广州三亚
5083,CZ6733/4,320,三亚,三亚,NA,NA,NA,三亚三亚
50841,CZ6733/4,320,广州,三亚,NA,NA,NA,广州三亚
50851,CZ6733/4,320,三亚,三亚,NA,NA,NA,三亚三亚
50861,CZ6733/4,320,广州,三亚,NA,NA,NA,广州三亚
5087,CZ6735/6,320,三亚,三亚,NA,NA,NA,三亚三亚
5088,CZ6735/6,320,广州,三亚,NA,NA,NA,广州三亚
50891,CZ6741/2,320,三亚,三亚,NA,NA,NA,三亚三亚
50901,CZ6741/2,320,广州,三亚,NA,NA,NA,广州三亚
5091,CZ6743/4,320,三亚,三亚,NA,NA,NA,三亚三亚
5092,CZ6743/4,320,广州,三亚,NA,NA,NA,广州三亚
5093,CZ6743/4,320,三亚,三亚,NA,NA,NA,三亚三亚
5094,CZ6743/4,320,广州,三亚,NA,NA,NA,广州三亚
5095,CZ6745/6,320,三亚,三亚,NA,NA,NA,三亚三亚
50961,CZ6745/6,320,广州,三亚,NA,NA,NA,广州三亚
50971,CZ6757/8,320,三亚,三亚,NA,NA,NA,三亚三亚
50981,CZ6757/8,320,深圳,三亚,NA,NA,NA,深圳三亚
5099,CZ6757/8,320,三亚,三亚,NA,NA,NA,三亚三亚
5100,CZ6757/8,320,深圳,三亚,NA,NA,NA,深圳三亚
5101,CZ6923/4,320,深圳,深圳,NA,NA,NA,深圳深圳
5102,CZ6923/4,320,昆明,深圳,NA,NA,NA,昆明深圳
5103,CZ6969/70,320,深圳,深圳,NA,NA,NA,深圳深圳
5104,CZ6969/70,320,南充,深圳,NA,NA,NA,南充深圳
5105,CZ6969/70,320,深圳,深圳,NA,NA,NA,深圳深圳
5106,CZ6969/70,320,南充,深圳,NA,NA,NA,南充深圳
5107,CZ6969/70,320,深圳,深圳,NA,NA,NA,深圳深圳
51081,CZ6969/70,320,南充,深圳,NA,NA,NA,南充深圳
51091,CZ6969/70,320,深圳,深圳,NA,NA,NA,深圳深圳
51101,CZ6969/70,320,南充,深圳,NA,NA,NA,南充深圳
5111,ZH7003/4,320,广州,广州,NA,NA,NA,广州广州
5112,ZH7003/4,320,桂林,广州,NA,NA,NA,桂林广州
51131,ZH7003/4,320,广州,广州,NA,NA,NA,广州广州
51141,ZH7003/4,320,桂林,广州,NA,NA,NA,桂林广州
51151,ZH7005/6,320,广州,广州,NA,NA,NA,广州广州
5116,ZH7005/6,320,桂林,广州,NA,NA,NA,桂林广州
5117,ZH7007/8,320,广州,广州,NA,NA,NA,广州广州
51181,ZH7007/8,320,桂林,广州,NA,NA,NA,桂林广州
51191,ZH7007/8,320,广州,广州,NA,NA,NA,广州广州
51201,ZH7007/8,320,桂林,广州,NA,NA,NA,桂林广州
51211,ZH7007/8,320,广州,广州,NA,NA,NA,广州广州
51221,ZH7007/8,320,桂林,广州,NA,NA,NA,桂林广州
51231,ZH7009/10,320,广州,广州,NA,NA,NA,广州广州
5124,ZH7009/10,320,海口,广州,NA,NA,NA,海口广州
5125,ZH7021/2,320,贵阳,贵阳,NA,NA,NA,贵阳贵阳
51261,ZH7021/2,320,长沙,贵阳,NA,NA,NA,长沙贵阳
5127,ZH7103/4,320,深圳,深圳,NA,NA,NA,深圳深圳
5128,ZH7103/4,320,贵阳,深圳,NA,NA,NA,贵阳深圳
51291,ZH7103/4,320,深圳,深圳,NA,NA,NA,深圳深圳
51301,ZH7103/4,320,贵阳,深圳,NA,NA,NA,贵阳深圳
51311,ZH7105/6,320,深圳,深圳,NA,NA,NA,深圳深圳
5132,ZH7105/6,320,南昌,深圳,NA,NA,NA,南昌深圳
5133,ZH7105/6,320,深圳,深圳,NA,NA,NA,深圳深圳
5134,ZH7105/6,320,南昌,深圳,NA,NA,NA,南昌深圳
5135,ZH7105/6,320,深圳,深圳,NA,NA,NA,深圳深圳
5136,ZH7105/6,320,南昌,深圳,NA,NA,NA,南昌深圳
5137,ZH7107/8,320,深圳,深圳,NA,NA,NA,深圳深圳
5138,ZH7107/8,320,合肥,深圳,NA,NA,NA,合肥深圳
5139,ZH7107/8,320,深圳,深圳,NA,NA,NA,深圳深圳
5140,ZH7107/8,320,合肥,深圳,NA,NA,NA,合肥深圳
5141,ZH7301/2,320,深圳,深圳,NA,NA,NA,深圳深圳
5142,ZH7301/2,320,郑州,深圳,NA,NA,NA,郑州深圳
5143,ZH9139/40,320,重庆,重庆,NA,NA,NA,重庆重庆
5144,ZH9139/40,320,南宁,重庆,NA,NA,NA,南宁重庆
5145,ZH9357/8,320,广州,广州,NA,NA,NA,广州广州
5146,ZH9357/8,320,郑州,广州,NA,NA,NA,郑州广州
51471,ZH9357/8,320,广州,广州,NA,NA,NA,广州广州
5148,ZH9357/8,320,郑州,广州,NA,NA,NA,郑州广州
5149,ZH9461,320,南宁,沈阳,NA,NA,NA,南宁沈阳
5150,ZH9461,320,武汉,沈阳,NA,NA,NA,武汉沈阳
5151,ZH9462,320,沈阳,南宁,NA,NA,NA,沈阳南宁
5152,ZH9462,320,武汉,南宁,NA,NA,NA,武汉南宁
5153,ZH9609/10,320,广州,广州,NA,NA,NA,广州广州
5154,ZH9609/10,320,海口,广州,NA,NA,NA,海口广州
5155,ZH9611/2,320,广州,广州,NA,NA,NA,广州广州
5156,ZH9611/2,320,海口,广州,NA,NA,NA,海口广州
5157,ZH9649/50,320,广州,广州,NA,NA,NA,广州广州
5158,ZH9649/50,320,郑州,广州,NA,NA,NA,郑州广州
5159,ZH9649/50,320,广州,广州,NA,NA,NA,广州广州
5160,ZH9649/50,320,郑州,广州,NA,NA,NA,郑州广州
5161,ZH9649/50,320,广州,广州,NA,NA,NA,广州广州
5162,ZH9649/50,320,郑州,广州,NA,NA,NA,郑州广州
5163,ZH9705/6,320,深圳,深圳,NA,NA,NA,深圳深圳
5164,ZH9705/6,320,襄阳,深圳,NA,NA,NA,襄阳深圳
5165,ZH9705/6,320,深圳,深圳,NA,NA,NA,深圳深圳
5166,ZH9705/6,320,襄阳,深圳,NA,NA,NA,襄阳深圳
5167,ZH9725/6,320,深圳,深圳,NA,NA,NA,深圳深圳
5168,ZH9725/6,320,万县,深圳,NA,NA,NA,万县深圳
5169,ZH9729,320,深圳,天津,NA,NA,NA,深圳天津
5170,ZH9729,320,南通,天津,NA,NA,NA,南通天津
5171,ZH9730,320,天津,深圳,NA,NA,NA,天津深圳
5172,ZH9730,320,南通,深圳,NA,NA,NA,南通深圳
5173,ZH9761/2,320,深圳,深圳,NA,NA,NA,深圳深圳
5174,ZH9761/2,320,重庆,深圳,NA,NA,NA,重庆深圳
5175,ZH9761/2,320,深圳,深圳,NA,NA,NA,深圳深圳
5176,ZH9761/2,320,重庆,深圳,NA,NA,NA,重庆深圳
5177,ZH9765/6,320,深圳,深圳,NA,NA,NA,深圳深圳
5178,ZH9765/6,320,石家庄,深圳,NA,NA,NA,石家庄深圳
5179,ZH9771/2,320,深圳,深圳,NA,NA,NA,深圳深圳
5180,ZH9771/2,320,哈尔滨,深圳,NA,NA,NA,哈尔滨深圳
5181,ZH9783/4,320,深圳,深圳,NA,NA,NA,深圳深圳
5182,ZH9783/4,320,天津,深圳,NA,NA,NA,天津深圳
5183,ZH9789/90,320,广州,广州,NA,NA,NA,广州广州
5184,ZH9789/90,320,郑州,广州,NA,NA,NA,郑州广州
5185,ZH9827/8,320,深圳,深圳,NA,NA,NA,深圳深圳
5186,ZH9827/8,320,沈阳,深圳,NA,NA,NA,沈阳深圳
5187,ZH9839,320,深圳,太原,NA,NA,NA,深圳太原
5188,ZH9839,320,运城,太原,NA,NA,NA,运城太原
5189,ZH9840,320,太原,深圳,NA,NA,NA,太原深圳
5190,ZH9840,320,运城,深圳,NA,NA,NA,运城深圳
5191,ZH9840,320,太原,深圳,NA,NA,NA,太原深圳
5192,ZH9840,320,运城,深圳,NA,NA,NA,运城深圳
5193,ZH9841,320,深圳,沈阳,NA,NA,NA,深圳沈阳
5194,ZH9841,320,常州,沈阳,NA,NA,NA,常州沈阳
5195,ZH9842,320,沈阳,深圳,NA,NA,NA,沈阳深圳
5196,ZH9842,320,常州,深圳,NA,NA,NA,常州深圳
5197,ZH9842,320,沈阳,深圳,NA,NA,NA,沈阳深圳
5198,ZH9842,320,常州,深圳,NA,NA,NA,常州深圳
5199,ZH9861/2,320,深圳,深圳,NA,NA,NA,深圳深圳
5200,ZH9861/2,320,福州,深圳,NA,NA,NA,福州深圳
5201,ZH9861/2,320,深圳,深圳,NA,NA,NA,深圳深圳
5202,ZH9861/2,320,福州,深圳,NA,NA,NA,福州深圳
5203,ZH9881/2,320,深圳,深圳,NA,NA,NA,深圳深圳
5204,ZH9881/2,320,西安,深圳,NA,NA,NA,西安深圳
5205,ZH9883/4,320,深圳,深圳,NA,NA,NA,深圳深圳
5206,ZH9883/4,320,武夷山,深圳,NA,NA,NA,武夷山深圳
5207,ZH9883/4,320,深圳,深圳,NA,NA,NA,深圳深圳
5208,ZH9883/4,320,武夷山,深圳,NA,NA,NA,武夷山深圳
5209,ZH9897/8,320,深圳,深圳,NA,NA,NA,深圳深圳
5210,ZH9897/8,320,沈阳,深圳,NA,NA,NA,沈阳深圳
5211,ZH9911/2,320,深圳,深圳,NA,NA,NA,深圳深圳
5212,ZH9911/2,320,绵阳,深圳,NA,NA,NA,绵阳深圳
5213,ZH9911/2,320,深圳,深圳,NA,NA,NA,深圳深圳
5214,ZH9911/2,320,绵阳,深圳,NA,NA,NA,绵阳深圳
5215,ZH9923/4,320,深圳,深圳,NA,NA,NA,深圳深圳
52161,ZH9923/4,320,成都,深圳,NA,NA,NA,成都深圳
52171,ZH9973/4,320,深圳,深圳,NA,NA,NA,深圳深圳
5218,ZH9973/4,320,成都,深圳,NA,NA,NA,成都深圳
5219,ZH9979/80,320,深圳,深圳,NA,NA,NA,深圳深圳
5220,ZH9979/80,320,沈阳,深圳,NA,NA,NA,沈阳深圳
5221,ZH9987,320,深圳,银川,NA,NA,NA,深圳银川
5222,ZH9987,320,西安,银川,NA,NA,NA,西安银川
5223,ZH9988,320,银川,深圳,NA,NA,NA,银川深圳
5224,ZH9988,320,西安,深圳,NA,NA,NA,西安深圳
5225,CZ3313/4,321,长沙,长沙,NA,NA,NA,长沙长沙
5226,CZ3313/4,321,张家界,长沙,NA,NA,NA,张家界长沙
5227,CZ3349/50,321,长沙,长沙,NA,NA,NA,长沙长沙
5228,CZ3349/50,321,重庆,长沙,NA,NA,NA,重庆长沙
5229,CZ3453/4,321,深圳,深圳,NA,NA,NA,深圳深圳
5230,CZ3453/4,321,成都,深圳,NA,NA,NA,成都深圳
5231,CZ3453/4,321,深圳,深圳,NA,NA,NA,深圳深圳
5232,CZ3453/4,321,成都,深圳,NA,NA,NA,成都深圳
5233,CZ3987/8,321,深圳,深圳,NA,NA,NA,深圳深圳
5234,CZ3987/8,321,长沙,深圳,NA,NA,NA,长沙深圳
5235,CZ3987/8,321,深圳,深圳,NA,NA,NA,深圳深圳
5236,CZ3987/8,321,长沙,深圳,NA,NA,NA,长沙深圳
5237,CZ3987/8,321,深圳,深圳,NA,NA,NA,深圳深圳
5238,CZ3987/8,321,长沙,深圳,NA,NA,NA,长沙深圳
5239,CZ3195/6,733,郑州,郑州,NA,NA,NA,郑州郑州
5240,CZ3195/6,733,广州,郑州,NA,NA,NA,广州郑州
5241,CZ3195/6,733,郑州,郑州,NA,NA,NA,郑州郑州
52421,CZ3195/6,733,广州,郑州,NA,NA,NA,广州郑州
52431,CZ3269/70,733,广州,广州,NA,NA,NA,广州广州
5244,CZ3269/70,733,揭阳,广州,NA,NA,NA,揭阳广州
5245,CZ3393/4,733,郑州,郑州,NA,NA,NA,郑州郑州
5246,CZ3393/4,733,广州,郑州,NA,NA,NA,广州郑州
5247,CZ3397/8,733,郑州,郑州,NA,NA,NA,郑州郑州
5248,CZ3397/8,733,南京,郑州,NA,NA,NA,南京郑州
5249,CZ3431/2,733,海口,海口,NA,NA,NA,海口海口
5250,CZ3431/2,733,昆明,海口,NA,NA,NA,昆明海口
5251,CZ3439/40,733,郑州,郑州,NA,NA,NA,郑州郑州
5252,CZ3439/40,733,昆明,郑州,NA,NA,NA,昆明郑州
5253,CZ3471/2,733,郑州,郑州,NA,NA,NA,郑州郑州
5254,CZ3471/2,733,成都,郑州,NA,NA,NA,成都郑州
5255,CZ3495/6,733,郑州,郑州,NA,NA,NA,郑州郑州
5256,CZ3495/6,733,昆明,郑州,NA,NA,NA,昆明郑州
5257,CZ3497/8,733,郑州,郑州,NA,NA,NA,郑州郑州
5258,CZ3497/8,733,成都,郑州,NA,NA,NA,成都郑州
5259,CZ3619/20,733,郑州,郑州,NA,NA,NA,郑州郑州
5260,CZ3619/20,733,广州,郑州,NA,NA,NA,广州郑州
5261,CZ3745/6,733,郑州,郑州,NA,NA,NA,郑州郑州
5262,CZ3745/6,733,杭州,郑州,NA,NA,NA,杭州郑州
5263,CZ3745/6,733,郑州,郑州,NA,NA,NA,郑州郑州
5264,CZ3745/6,733,杭州,郑州,NA,NA,NA,杭州郑州
5265,CZ3839/40,733,郑州,郑州,NA,NA,NA,郑州郑州
5266,CZ3839/40,733,杭州,郑州,NA,NA,NA,杭州郑州
5267,CZ3857/8,733,揭阳,揭阳,NA,NA,NA,揭阳揭阳
5268,CZ3857/8,733,广州,揭阳,NA,NA,NA,广州揭阳
5269,CZ3863,733,揭阳,昆明,NA,NA,NA,揭阳昆明
5270,CZ3863,733,南宁,昆明,NA,NA,NA,南宁昆明
52711,CZ3863,733,揭阳,昆明,NA,NA,NA,揭阳昆明
5272,CZ3863,733,南宁,昆明,NA,NA,NA,南宁昆明
5273,CZ3863,733,揭阳,昆明,NA,NA,NA,揭阳昆明
5274,CZ3863,733,南宁,昆明,NA,NA,NA,南宁昆明
5275,CZ3864,733,昆明,揭阳,NA,NA,NA,昆明揭阳
5276,CZ3864,733,南宁,揭阳,NA,NA,NA,南宁揭阳
52771,CZ3864,733,昆明,揭阳,NA,NA,NA,昆明揭阳
52781,CZ3864,733,南宁,揭阳,NA,NA,NA,南宁揭阳
52791,CZ3864,733,昆明,揭阳,NA,NA,NA,昆明揭阳
52801,CZ3864,733,南宁,揭阳,NA,NA,NA,南宁揭阳
52811,CZ3891/2,733,揭阳,揭阳,NA,NA,NA,揭阳揭阳
5282,CZ3891/2,733,广州,揭阳,NA,NA,NA,广州揭阳
5283,CZ3893/4,733,揭阳,揭阳,NA,NA,NA,揭阳揭阳
52841,CZ3893/4,733,广州,揭阳,NA,NA,NA,广州揭阳
52851,CZ3895/6,733,揭阳,揭阳,NA,NA,NA,揭阳揭阳
52861,CZ3895/6,733,广州,揭阳,NA,NA,NA,广州揭阳
52871,CZ3995/6,733,郑州,郑州,NA,NA,NA,郑州郑州
52881,CZ3995/6,733,海口,郑州,NA,NA,NA,海口郑州
52891,CZ6119/20,733,桂林,桂林,NA,NA,NA,桂林桂林
52901,CZ6119/20,733,重庆,桂林,NA,NA,NA,重庆桂林
52911,CZ6335/6,733,郑州,郑州,NA,NA,NA,郑州郑州
52921,CZ6335/6,733,深圳,郑州,NA,NA,NA,深圳郑州
52931,CZ6395/6,733,郑州,郑州,NA,NA,NA,郑州郑州
52941,CZ6395/6,733,昆明,郑州,NA,NA,NA,昆明郑州
