"","city1_2","flight","plane","flag"
"86","包头北京首都","CA1108","738",6705
"87","包头北京首都","HU7126","738",6705
"88","包头北京首都","CA1122","738",6705
"89","包头大连","CA8916","738",8115
"90","包头广州","ZH9758","320",6586
"91","包头杭州","CA1780","319",7392
"92","包头洛阳","CZ6764","320",9302
"93","包头南京","MU2892","320",9829
"94","包头南京","MU2892","320",9829
"95","包头上海虹桥","HO1058","320",53
"96","包头上海浦东","HO1058","320",53
"97","包头上海浦东","FM9136","738",53
"98","包头上海浦东","FM9438","738",53
"99","包头上海浦东","HO1058","320",53
"100","包头上海浦东","FM9438","738",53
"101","包头石家庄","CZ6648","320",21688
"102","包头石家庄","CZ6648","320",21688
"103","包头石家庄","HU7156","738",21688
"104","包头石家庄","NS3323","E90",21688
"105","包头太原","SC4904","738",6087
"106","包头天津","SC4644","CR7",8759
"107","包头西安","CZ6586","319",11651
"108","包头西安","GS7614","E90",11651
"109","包头郑州","CZ3196","738",9247
"110","包头郑州","CZ3196","738",9247
"111","包头郑州","JD5399","319",9247
"112","包头郑州","EU2240","319",9247
"113","保山杭州","MU5793","73G",24333
"114","保山杭州","MU5793","73G",24333
"115","保山昆明","MU5982","73G",18925
"116","保山昆明","MU5966","73G",18925
"117","保山昆明","MU5737","73G",18925
"118","保山昆明","MU5986","73G",18925
"119","保山昆明","MU5966","73G",18925
"120","保山昆明","MU5896","73G",18925
"121","保山昆明","MU5966","73G",18925
"122","北海北京首都","CA1882","738",4359
"123","北海成都","EU2716","319",203
"124","北海广州","CZ3354","319",9283
"125","北海贵阳","G52612","CR9",23887
"126","北海桂林","CZ3265","738",17215
"127","北海怀化","CZ3979","320",21715
"128","北海昆明","DR6570","73G",19334
"129","北海柳州","G52676","CR9",18921
"130","北海南京","HO1660","320",959
"131","北海南京","CZ3909","738",959
"132","北海南京","CZ3909","738",959
"133","北海上海浦东","MU5266","320",9916
"134","北海上海浦东","HO1176","320",9916
"135","北海上海浦东","9C8968","320",9916
"136","北海武汉","CZ3987","738",3662
"137","北海武汉","CZ3987","738",3662
"138","北海武汉","CZ3987","738",3662
"139","北海西安","3U8596","321",21723
"140","北海长沙","CZ3147","320",4466
"141","北海重庆","CZ3620","319",259
"142","北海重庆","EU2717","319",259
"143","北京南苑阿尔山","KN2985","737",25664
"144","北京南苑安顺","KN5225","738",21664
"145","北京南苑巴彦淖尔","KN2967","738",8203
"146","北京南苑包头","KN2907","738",6705
"147","北京南苑包头","KN2901","738",6705
"148","北京南苑包头","KN2905","738",6705
"149","北京南苑毕节","KN5229","737",19323
"150","北京南苑常德","KN5761","738",9463
"151","北京南苑成都","KN5217","738",5609
"152","北京南苑成都","KN5215","737",5609
"153","北京南苑成都","KN5215","737",5609
"154","北京南苑池州","KN5901","737",18118
"155","北京南苑赤峰","KN2931","738",8956
"156","北京南苑赤峰","KN2929","738",8956
"157","北京南苑大连","KN5511","738",328
"158","北京南苑大连","KN5515","737",328
"159","北京南苑大同","KN2251","737",3961
"160","北京南苑鄂尔多斯","KN5617","738",6941
"161","北京南苑鄂尔多斯","KN2272","738",6941
"162","北京南苑鄂尔多斯","KN2281","738",6941
"163","北京南苑鄂尔多斯","KN5617","738",6941
"164","北京南苑鄂尔多斯","KN2280","738",6941
"165","北京南苑鄂尔多斯","KN2278","737",6941
"166","北京南苑佛山","KN5865","738",20103
"167","北京南苑福州","KN5957","737",5107
"168","北京南苑阜阳","KN5911","738",24915
"169","北京南苑广州","KN5817","738",6841
"170","北京南苑广州","KN5819","737",6841
"171","北京南苑广州","KN5821","737",6841
"172","北京南苑哈尔滨","KN5507","738",10181
"173","北京南苑海口","KN5825","738",578
"174","北京南苑衡阳","KN5701","738",25132
"175","北京南苑呼和浩特","KN2261","737",9465
"176","北京南苑呼和浩特","KN2259","738",9465
"177","北京南苑黄山","KN5517","738",9366
"178","北京南苑惠州","KN5887","738",22719
"179","北京南苑金昌","KN5655","737",25257
"180","北京南苑昆明","KN5207","737",2959
"181","北京南苑连云港","KN5905","737",7773
"182","北京南苑临沂","KN5921","738",7786
"183","北京南苑满洲里","KN2935","738",35
"184","北京南苑南阳","KN5835","737",4581
"185","北京南苑南阳","KN5837","737",4581
"186","北京南苑宁波","KN5985","738",1089
"187","北京南苑齐齐哈尔","KN5525","738",3881
"188","北京南苑庆阳","KN5605","738",17740
"189","北京南苑衢州","KN5931","738",10362
"190","北京南苑三亚","KN5827","738",9351
"191","北京南苑厦门","KN5927","738",1621
"192","北京南苑厦门","KN5925","738",1621
"193","北京南苑上海虹桥","KN5955","738",9377
"194","北京南苑上海浦东","KN5987","737",9377
"195","北京南苑上海浦东","KN5977","738",9377
"196","北京南苑深圳","KN5855","738",8511
"197","北京南苑深圳","KN5857","738",8511
"198","北京南苑通辽","KN2917","738",1468
"199","北京南苑温州","KN5915","738",9674
"200","北京南苑乌兰浩特","KN2957","738",25121
"201","北京南苑乌兰浩特","KN2287","738",25121
"202","北京南苑乌兰浩特","KN2287","738",25121
"203","北京南苑乌兰浩特","KN2959","738",25121
"204","北京南苑乌鲁木齐","KN2201","737",3475
"205","北京南苑西宁","KN5615","738",11025
"206","北京南苑锡林浩特","KN2961","738",72
"207","北京南苑锡林浩特","KN2965","738",72
"208","北京南苑锡林浩特","KN2965","738",72
"209","北京南苑锡林浩特","KN2961","738",72
"210","北京南苑襄阳","KN5811","738",4584
"211","北京南苑兴义","KN5201","737",11289
"212","北京南苑延安","KN5631","738",1763
"213","北京南苑伊春","KN5519","737",20721
"214","北京南苑银川","KN2207","738",52
"215","北京南苑银川","KN2207","738",52
"216","北京南苑榆林","KN5667","738",43
"217","北京南苑榆林","KN5665","737",43
"218","北京南苑长治","KN2927","737",2027
"219","北京南苑长治","KN2925","737",2027
"220","北京南苑舟山","KN5929","738",1927
"221","北京首都安庆","HU7682","738",4303
"222","北京首都鞍山","CZ6114","320",59
"223","北京首都鞍山","CZ6114","320",59
"224","北京首都巴彦淖尔","CA1147","738",8203
"225","北京首都白山","CZ8612/1","321",12571
"226","北京首都白山","CZ8612/1","321",12571
"227","北京首都包头","CA1143","738",6705
"228","北京首都包头","CA1135","737",6705
"229","北京首都包头","CA1143","738",6705
"230","北京首都包头","CA1121","738",6705
"231","北京首都包头","HU7125","738",6705
"232","北京首都包头","CA1107","738",6705
"233","北京首都包头","JD5117","319",6705
"234","北京首都保山","MU9742","73G",21731
"235","北京首都北海","CA1881","738",4359
"236","北京首都常德","CZ3188/7","321",9463
"237","北京首都常德","CZ3188","321",9463
"238","北京首都常州","CA1825","737",208
"239","北京首都常州","MU2762","320",208
"240","北京首都常州","MU2762","320",208
"241","北京首都朝阳","CA1285","737",21944
"242","北京首都成都","CA4116","321",5609
"243","北京首都成都","CA4112","319",5609
"244","北京首都成都","CA4118","321",5609
"245","北京首都成都","CZ6183","772",5609
"246","北京首都成都","CZ6119","772",5609
"247","北京首都成都","3U8888","320",5609
"248","北京首都成都","CA1405","330",5609
"249","北京首都成都","CZ8629/30","319",5609
"250","北京首都成都","CZ6135","772",5609
"251","北京首都成都","CA4114","340",5609
"252","北京首都成都","HU7147","332",5609
"253","北京首都成都","CA4104","321",5609
"254","北京首都成都","CA4106","333",5609
"255","北京首都成都","HU7247","332",5609
"256","北京首都成都","CZ6161","772",5609
"257","北京首都成都","3U8882","321",5609
"258","北京首都成都","CA1425","333",5609
"259","北京首都成都","3U8896","319",5609
"260","北京首都成都","HU7347","332",5609
"261","北京首都成都","MU9649/50","320",5609
"262","北京首都成都","CA4198","320",5609
"263","北京首都成都","CA4102","321",5609
"264","北京首都成都","CA4114","340",5609
"265","北京首都成都","3U8894","320",5609
"266","北京首都成都","CA1415","330",5609
"267","北京首都成都","CA4120","321",5609
"268","北京首都成都","3U8890","330",5609
"269","北京首都成都","3U8892","330",5609
"270","北京首都成都","CA1407","330",5609
"271","北京首都成都","3U8884","321",5609
"272","北京首都成都","3U8894","320",5609
"273","北京首都成都","CA4110","340",5609
"274","北京首都成都","3U8548","321",5609
"275","北京首都成都","CA4108","330",5609
"276","北京首都成都","CZ3903","772",5609
"277","北京首都成都","3U8882","330",5609
"278","北京首都成都","CA4194","330",5609
"279","北京首都成都","CA1415","330",5609
"280","北京首都成都","3U8888","320",5609
"281","北京首都成都","CA4114","340",5609
"282","北京首都成都","3U8888","321",5609
"283","北京首都成都","3U8886","321",5609
"284","北京首都成都","3U8886","321",5609
"285","北京首都赤峰","MU2771","320",8956
"286","北京首都赤峰","CA1281","738",8956
"287","北京首都达州","CA1491/2","738",19875
"288","北京首都达州","CA1487","737",19875
"289","北京首都达州","CA1487","737",19875
"290","北京首都达州","CA1487","319",19875
"291","北京首都大理","CA1419","319",19954
"292","北京首都大理","MU9747","73G",19954
"293","北京首都大连","CA1607","738",328
"294","北京首都大连","HU7183","738",328
"295","北京首都大连","CA8906","738",328
"296","北京首都大连","CA8908","738",328
"297","北京首都大连","CZ6122","321",328
"298","北京首都大连","CZ6132","321",328
"299","北京首都大连","CZ6124","319",328
"300","北京首都大连","CA8904","738",328
"301","北京首都大连","CZ6126","319",328
"302","北京首都大连","CA1605","738",328
"303","北京首都大连","CZ6130","321",328
"304","北京首都大连","MU2312","320",328
"305","北京首都大连","CA1607","738",328
"306","北京首都大连","CZ6126","319",328
"307","北京首都大连","MU2312","320",328
"308","北京首都大连","CZ6140","320",328
"309","北京首都大连","CA8904","738",328
"310","北京首都大连","CZ6134","321",328
"311","北京首都大连","CA8902","738",328
"312","北京首都大连","CZ6128","319",328
"313","北京首都大连","MU2312","320",328
"314","北京首都大庆","CA1695","738",18713
"315","北京首都大庆","CA1683","738",18713
"316","北京首都大庆","CZ6214","319",18713
"317","北京首都大同","CA1119","738",3961
"318","北京首都丹东","CA1631","738",7260
"319","北京首都德宏","8L9938","73G",17898
"320","北京首都东营","HU7615","738",379
"321","北京首都东营","HU7615","738",379
"322","北京首都敦煌","CA1693/4","738",381
"323","北京首都敦煌","CA1287","738",381
"324","北京首都敦煌","CA1287","738",381
"325","北京首都鄂尔多斯","CA1279","738",6941
"326","北京首都鄂尔多斯","CA1279","738",6941
"327","北京首都鄂尔多斯","CA1149","738",6941
"328","北京首都二连浩特","JD5357","319",9313
"329","北京首都福州","CA1505","738",5107
"330","北京首都福州","MF8120","788",5107
"331","北京首都福州","FU6502","738",5107
"332","北京首都福州","MF8116","788",5107
"333","北京首都福州","FU6502","738",5107
"334","北京首都福州","CA1807","738",5107
"335","北京首都福州","MF8166","788",5107
"336","北京首都福州","MF8108","788",5107
"337","北京首都福州","HU7641/2","738",5107
"338","北京首都福州","MF8168","738",5107
"339","北京首都福州","CA1821","738",5107
"340","北京首都福州","MF8110","752",5107
"341","北京首都福州","MF8172","738",5107
"342","北京首都福州","HU7195","738",5107
"343","北京首都阜阳","CA1867","737",24915
"344","北京首都阜阳","CA1867","738",24915
"345","北京首都赣州","CZ3256","320",424
"346","北京首都赣州","CA1489","738",424
"347","北京首都广元","CA1457","738",432
"348","北京首都广元","CA1457","738",432
"349","北京首都广州","CZ3106","332",6841
"350","北京首都广州","CA1301","333",6841
"351","北京首都广州","CA1309","772",6841
"352","北京首都广州","CZ3122","332",6841
"353","北京首都广州","CZ3162","332",6841
"354","北京首都广州","MU5181","333",6841
"355","北京首都广州","CZ3162","332",6841
"356","北京首都广州","HU7809","332",6841
"357","北京首都广州","CZ3110","332",6841
"358","北京首都广州","CA1315","772",6841
"359","北京首都广州","HU7805","332",6841
"360","北京首都广州","CZ3116","332",6841
"361","北京首都广州","CZ3106","332",6841
"362","北京首都广州","CZ3104","388",6841
"363","北京首都广州","CZ3000","388",6841
"364","北京首都广州","CZ3122","332",6841
"365","北京首都广州","CZ3108","332",6841
"366","北京首都广州","HU7807","332",6841
"367","北京首都广州","CA1327","333",6841
"368","北京首都广州","CZ3100","332",6841
"369","北京首都广州","HU7807","332",6841
"370","北京首都广州","HU7803","332",6841
"371","北京首都广州","CZ3114","332",6841
"372","北京首都广州","CA1339","333",6841
"373","北京首都广州","CZ3102","332",6841
"374","北京首都广州","CA1351","772",6841
"375","北京首都广州","CZ3162","332",6841
"376","北京首都广州","HU7801","332",6841
"377","北京首都广州","CA1329","333",6841
"378","北京首都广州","CA1321","321",6841
"379","北京首都广州","CZ3112","332",6841
"380","北京首都广州","CZ3104","388",6841
"381","北京首都广州","CZ3104","388",6841
"382","北京首都广州","CA1365","321",6841
"383","北京首都广州","CZ3106","332",6841
"384","北京首都广州","CZ3000","388",6841
"385","北京首都广州","CZ3102","332",6841
"386","北京首都广州","CZ3114","332",6841
"387","北京首都贵阳","CZ3682","738",3623
"388","北京首都贵阳","CA1461","738",3623
"389","北京首都贵阳","CA1463","738",3623
"390","北京首都贵阳","CZ3688","738",3623
"391","北京首都贵阳","CZ6188","738",3623
"392","北京首都贵阳","CA1493","738",3623
"393","北京首都贵阳","CA4162","320",3623
"394","北京首都贵阳","CA4166","320",3623
"395","北京首都贵阳","CZ6448","738",3623
"396","北京首都贵阳","CA1461","738",3623
"397","北京首都贵阳","HU7189","332",3623
"398","北京首都贵阳","CA1461","738",3623
"399","北京首都贵阳","CZ6188","738",3623
"400","北京首都贵阳","CZ3654","738",3623
"401","北京首都贵阳","CZ6186","738",3623
"402","北京首都贵阳","HU7825/6","738",3623
"403","北京首都桂林","CZ3288","738",5739
"404","北京首都桂林","CZ3282","738",5739
"405","北京首都桂林","CN7215","738",5739
"406","北京首都桂林","CA1471","321",5739
"407","北京首都桂林","CA1253","738",5739
"408","北京首都哈尔滨","CZ6204","320",10181
"409","北京首都哈尔滨","MU5197","738",10181
"410","北京首都哈尔滨","CZ6657","320",10181
"411","北京首都哈尔滨","CA1623","321",10181
"412","北京首都哈尔滨","CN7149","738",10181
"413","北京首都哈尔滨","CN7127","738",10181
"414","北京首都哈尔滨","CA1639","738",10181
"415","北京首都哈尔滨","CZ6218","321",10181
"416","北京首都哈尔滨","CZ6218","321",10181
"417","北京首都哈尔滨","CN7129","738",10181
"418","北京首都哈尔滨","CZ6202","320",10181
"419","北京首都哈尔滨","CZ6204","320",10181
"420","北京首都哈尔滨","CN7149","738",10181
"421","北京首都哈尔滨","MU5197","738",10181
"422","北京首都哈尔滨","CN7129","738",10181
"423","北京首都哈尔滨","CN7129","738",10181
"424","北京首都哈尔滨","CN7129","738",10181
"425","北京首都哈尔滨","CA1643","321",10181
"426","北京首都哈尔滨","CA1611","738",10181
"427","北京首都哈尔滨","MU2467","73G",10181
"428","北京首都哈尔滨","MU2467","73G",10181
"429","北京首都哈尔滨","MU2717","320",10181
"430","北京首都哈尔滨","CZ6218","321",10181
"431","北京首都哈尔滨","CN7129","738",10181
"432","北京首都哈尔滨","CZ6220","320",10181
"433","北京首都哈尔滨","CA1603","772",10181
"434","北京首都哈尔滨","CN7149","738",10181
"435","北京首都哈尔滨","CA1689","738",10181
"436","北京首都哈尔滨","CZ6267","319",10181
"437","北京首都哈尔滨","CA1621","330",10181
"438","北京首都哈尔滨","CN7149","738",10181
"439","北京首都哈尔滨","CZ6279","320",10181
"440","北京首都哈尔滨","3U8303","319",10181
"441","北京首都哈密","CA1229/30","738",12115
"442","北京首都哈密","CA1267","738",12115
"443","北京首都哈密","CA1299","738",12115
"444","北京首都哈密","CA1269","738",12115
"445","北京首都海口","CA1355","321",578
"446","北京首都海口","CA1355","321",578
"447","北京首都海口","CA1361","321",578
"448","北京首都海口","HU7182","738",578
"449","北京首都海口","CZ6366","321",578
"450","北京首都海口","HU7782","332",578
"451","北京首都海口","HU7382","332",578
"452","北京首都海口","MU5161/2","321",578
"453","北京首都海口","CZ6158","321",578
"454","北京首都海口","HU7282","738",578
"455","北京首都海口","MU5161","321",578
"456","北京首都海口","CZ3120","319",578
"457","北京首都杭州","CA1706","320",4126
"458","北京首都杭州","MU5458","320",4126
"459","北京首都杭州","CA1706","320",4126
"460","北京首都杭州","CA1712","321",4126
"461","北京首都杭州","MU5458","320",4126
"462","北京首都杭州","CA1702","321",4126
"463","北京首都杭州","CA1509","321",4126
"464","北京首都杭州","MU5132","320",4126
"465","北京首都杭州","CA1714","321",4126
"466","北京首都杭州","CA1708","321",4126
"467","北京首都杭州","CA1563","321",4126
"468","北京首都杭州","CA1704","320",4126
"469","北京首都杭州","FM9152","738",4126
"470","北京首都杭州","MU5132","320",4126
"471","北京首都杭州","CZ6163","321",4126
"472","北京首都杭州","CA1716","321",4126
"473","北京首都杭州","HU7177","332",4126
"474","北京首都杭州","MF8150","738",4126
"475","北京首都杭州","FM9158","738",4126
"476","北京首都杭州","CA1565","319",4126
"477","北京首都杭州","MU5685","321",4126
"478","北京首都杭州","GJ8888","320",4126
"479","北京首都杭州","FM9152","738",4126
"480","北京首都杭州","CA1710","321",4126
"481","北京首都杭州","HU7677","738",4126
"482","北京首都杭州","HU7677","738",4126
"483","北京首都杭州","MU5132","320",4126
"484","北京首都杭州","JD5351","319",4126
"485","北京首都杭州","CA1595","321",4126
"486","北京首都杭州","HU7277","332",4126
"487","北京首都杭州","CA1718","321",4126
"488","北京首都合肥","CA1845","738",17
"489","北京首都合肥","CA1547","738",17
"490","北京首都合肥","MU5170","320",17
"491","北京首都合肥","MU5170","320",17
"492","北京首都合肥","MU5170","320",17
"493","北京首都合肥","CA1255","738",17
"494","北京首都合肥","MU5172","320",17
"495","北京首都呼和浩特","JD5119","319",9465
"496","北京首都呼和浩特","HU7175","332",9465
"497","北京首都呼和浩特","CA1115","738",9465
"498","北京首都呼和浩特","CA1111","738",9465
"499","北京首都呼和浩特","CA1211/2","738",9465
"500","北京首都呼和浩特","CA1633/4","738",9465
"501","北京首都呼和浩特","CA1137","738",9465
"502","北京首都呼和浩特","CA1101","738",9465
"503","北京首都呼和浩特","HU7657/8","738",9465
"504","北京首都呼和浩特","CA1137","738",9465
"505","北京首都呼和浩特","CA1117","320",9465
"506","北京首都呼和浩特","CA1105","738",9465
"507","北京首都呼和浩特","CA1103","738",9465
"508","北京首都呼和浩特","CA1211","738",9465
"509","北京首都怀化","CZ3980","320",25104
"510","北京首都淮安","MU5636","320",25095
"511","北京首都黄山","CA1551","738",9366
"512","北京首都鸡西","JD5315","319",25289
"513","北京首都济南","SC1152","738",774
"514","北京首都济宁","MU5704","73G",9795
"515","北京首都佳木斯","HU7621","738",761
"516","北京首都佳木斯","CA1691","738",761
"517","北京首都佳木斯","HU7621","738",761
"518","北京首都佳木斯","HU7621","738",761
"519","北京首都佳木斯","CA1697","738",761
"520","北京首都佳木斯","HU7621","738",761
"521","北京首都佳木斯","HU7621","738",761
"522","北京首都井冈山","CA1805","738",9740
"523","北京首都景德镇","CA1887","738",74
"524","北京首都景德镇","CA1889","738",74
"525","北京首都景德镇","CA1889","738",74
"526","北京首都景德镇","CA1889","738",74
"527","北京首都景德镇","CA1889","738",74
"528","北京首都克拉玛依","CA1233","738",20657
"529","北京首都克拉玛依","CA1233","738",20657
"530","北京首都库尔勒","CA1813/4","738",12365
"531","北京首都昆明","CZ8553/4","319",2959
"532","北京首都昆明","HU7311","734",2959
"533","北京首都昆明","3U8723","320",2959
"534","北京首都昆明","HU7211","332",2959
"535","北京首都昆明","MU5706","73G",2959
"536","北京首都昆明","MU5720","73G",2959
"537","北京首都昆明","CZ3901","330",2959
"538","北京首都昆明","KY8224","73G",2959
"539","北京首都昆明","MU5708","73G",2959
"540","北京首都昆明","HU7111","332",2959
"541","北京首都昆明","CA4174","738",2959
"542","北京首都昆明","KY8224","73G",2959
"543","北京首都昆明","MU5716","73G",2959
"544","北京首都昆明","8L9988","73G",2959
"545","北京首都昆明","MU5712","73G",2959
"546","北京首都昆明","CZ3901","330",2959
"547","北京首都昆明","MU5706","73G",2959
"548","北京首都昆明","CA1403","320",2959
"549","北京首都昆明","CZ3997","330",2959
"550","北京首都昆明","CA4172","738",2959
"551","北京首都昆明","MU5717","73G",2959
"552","北京首都昆明","CZ6159","330",2959
"553","北京首都昆明","MU5714","73G",2959
"554","北京首都昆明","CZ6159","330",2959
"555","北京首都拉萨","TV9816","319",10056
"556","北京首都拉萨","CA4125","319",10056
"557","北京首都兰州","MU2129","321",894
"558","北京首都兰州","MU2129","321",894
"559","北京首都兰州","MU2129","321",894
"560","北京首都兰州","CA1221","737",894
"561","北京首都兰州","CA1277","738",894
"562","北京首都兰州","CA1297","738",894
"563","北京首都兰州","MU2412","320",894
"564","北京首都兰州","DZ6205","738",894
"565","北京首都兰州","CA1271","738",894
"566","北京首都兰州","HU7827/8","738",894
"567","北京首都兰州","HU7231","738",894
"568","北京首都兰州","MU2601","738",894
"569","北京首都兰州","MU2416","320",894
"570","北京首都兰州","MU2418","320",894
"571","北京首都兰州","DZ6205","738",894
"572","北京首都兰州","HU7231","738",894
"573","北京首都兰州","SC8703","738",894
"574","北京首都兰州","CA1239","319",894
"575","北京首都兰州","CA1273","738",894
"576","北京首都丽江","CA1469","320",23044
"577","北京首都丽江","JD5181","319",23044
"578","北京首都丽江","CA1469","320",23044
"579","北京首都连云港","MU5165","738",7773
"580","北京首都临沂","MU2073","73G",7786
"581","北京首都柳州","CA1859","738",10595
"582","北京首都柳州","CA1875","738",10595
"583","北京首都六盘水","CA1423","737",23069
"584","北京首都泸州","MU5491","73G",7817
"585","北京首都泸州","MU5710","738",7817
"586","北京首都泸州","MU5710","738",7817
"587","北京首都洛阳","MU9607/8","321",2851
"588","北京首都洛阳","MU5693","738",2851
"589","北京首都洛阳","MU5695","321",2851
"590","北京首都吕梁","MU2255","73G",20774
"591","北京首都吕梁","MU2203","738",20774
"592","北京首都吕梁","MU2203","738",20774
"593","北京首都满洲里","HU7115","738",35
"594","北京首都满洲里","JD5563","319",35
"595","北京首都满洲里","HU7115","738",35
"596","北京首都满洲里","HU7115","738",35
"597","北京首都满洲里","HU7115","738",35
"598","北京首都满洲里","CA1127","738",35
"599","北京首都梅州","JD5595","319",25570
"600","北京首都绵阳","CA1451","738",5921
"601","北京首都绵阳","CA1455","737",5921
"602","北京首都绵阳","CA1453","738",5921
"603","北京首都牡丹江","CN7103","738",8194
"604","北京首都牡丹江","CA1685","738",8194
"605","北京首都牡丹江","CA1681","738",8194
"606","北京首都牡丹江","CA1685","738",8194
"607","北京首都南昌","MU5174","320",3090
"608","北京首都南昌","MU5176","320",3090
"609","北京首都南昌","CA1511","738",3090
"610","北京首都南昌","CA1573","738",3090
"611","北京首都南昌","CA1537","738",3090
"612","北京首都南昌","MU5176","320",3090
"613","北京首都南昌","CA1577","738",3090
"614","北京首都南昌","MU5174","320",3090
"615","北京首都南昌","CA1581","738",3090
"616","北京首都南昌","MU5188","320",3090
"617","北京首都南昌","MU5679","321",3090
"618","北京首都南昌","CA1573","738",3090
"619","北京首都南昌","MU5679","321",3090
"620","北京首都南昌","CA1537/8","738",3090
"621","北京首都南昌","HU7793","332",3090
"622","北京首都南充","CZ6946","319",10137
"623","北京首都南京","MU2852","320",8889
"624","北京首都南京","CA1817","738",8889
"625","北京首都南京","CA1819","738",8889
"626","北京首都南京","MU2852","320",8889
"627","北京首都南京","MU2842","320",8889
"628","北京首都南京","CA1561","738",8889
"629","北京首都南京","MU2832","320",8889
"630","北京首都南京","MU2822","320",8889
"631","北京首都南京","CA1503","738",8889
"632","北京首都南京","CA1847","738",8889
"633","北京首都南京","MU2812","320",8889
"634","北京首都南京","MU2802","320",8889
"635","北京首都南宁","CA1311","321",2515
"636","北京首都南宁","CZ3286","330",2515
"637","北京首都南宁","CZ3278","738",2515
"638","北京首都南宁","CA1485","738",2515
"639","北京首都南宁","CA1335","738",2515
"640","北京首都南宁","ZH9592","738",2515
"641","北京首都南宁","CA1465","738",2515
