"","city1_2","flag","flight","flight_num","plane"
"1","哈尔滨南京",2,"3U8840",1,"321"
"2","哈尔滨南京",2,"AQ1040",1,"738"
"3","哈尔滨南京",2,"CZ6392",1,"738"
"4","哈尔滨南京",2,"HO1651",1,"320"
"5","哈尔滨南京",2,"HU7754",2,"738"
"6","哈尔滨南京",2,"MF8068",1,"738"
"7","南京哈尔滨",2,"MU2711",1,"320"
"8","哈尔滨南京",2,"MU2712",1,"320"
"9","哈尔滨南京",2,"ZH9417",1,"320"
"10","大连西安",3,"CA8925",2,"738"
"11","大连西安",3,"CZ6433",1,"319"
"12","大连西安",3,"CZ6965",1,"319"
"13","大连西安",3,"GS6439",1,"E90"
"14","西安大连",3,"GS7581",1,"320"
"15","大连西安",3,"GS7582",2,"320"
"16","西安大连",3,"JD5343",2,"319"
"17","大连西安",3,"JD5344",2,"319"
"18","西安大连",3,"MU2297",1,"320"
"19","大连西安",3,"MU2298",1,"320"
"20","湛江长沙",4,"BK2932",2,"737"
"21","广州义乌",6,"CZ3309",1,"738"
"22","义乌广州",6,"CZ3310",1,"738"
"23","广州义乌",6,"CZ3727",1,"738"
"24","义乌广州",6,"CZ3728",1,"738"
"25","广州义乌",6,"CZ3795",1,"738"
"26","义乌广州",6,"CZ3796",1,"738"
"27","广州义乌",6,"CZ3883",1,"738"
"28","义乌广州",6,"CZ3884",1,"738"
"29","义乌广州",6,"CZ3885",1,"738"
"30","广州义乌",6,"CZ3886",1,"738"
"31","广州福州",7,"CZ3505",1,"319"
"32","福州广州",7,"CZ3506",1,"319"
"33","广州福州",7,"CZ3647",1,"319"
"34","福州广州",7,"CZ3648",1,"319"
"35","广州福州",7,"CZ3649",1,"319"
"36","福州广州",7,"CZ3650",2,"319"
"37","广州福州",7,"CZ3877",1,"319"
"38","福州广州",7,"CZ3878",1,"319"
"39","福州广州",7,"MF8325",1,"738"
"40","广州福州",7,"MF8326",1,"738"
"41","福州广州",7,"MF8329",1,"738"
"42","广州福州",7,"MF8330",1,"738"
"43","福州广州",7,"MF8347",1,"738"
"44","广州福州",7,"MF8348",1,"738"
"45","沈阳西安",8,"9C8831",1,"320"
"46","西安沈阳",8,"9C8832",1,"320"
"47","沈阳西安",8,"CZ6415",1,"319"
"48","沈阳西安",8,"CZ6519",1,"319"
"49","西安沈阳",8,"CZ6520",1,"319"
"50","沈阳西安",8,"MU2264",1,"738"
"51","沈阳西安",8,"ZH9447",1,"320"
"52","兰州重庆",9,"3U8514",1,"319"
"53","重庆兰州",9,"3U8851",1,"320"
"54","兰州重庆",9,"3U8852",1,"320"
"55","兰州重庆",9,"CZ6726",3,"320"
"56","重庆兰州",9,"G52689",2,"CR9"
"57","兰州重庆",9,"HU7249",1,"738"
"58","重庆兰州",9,"HU7250",1,"738"
"59","兰州重庆",9,"HU7683",1,"738"
"60","重庆兰州",9,"HU7684",1,"738"
"61","重庆兰州",9,"PN6285",2,"319"
"62","重庆兰州",9,"SC4729",1,"738"
"63","兰州重庆",9,"SC4730",1,"738"
"64","杭州郑州",10,"3U8953",1,"320"
"65","郑州杭州",10,"CZ3745",1,"738"
"66","杭州郑州",10,"CZ3746",1,"738"
"67","郑州杭州",10,"CZ3839",1,"738"
"68","杭州郑州",10,"CZ3840",1,"738"
"69","杭州郑州",10,"CZ3939",1,"738"
"70","郑州杭州",10,"DZ6219",1,"738"
"71","杭州郑州",10,"DZ6220",1,"738"
"72","郑州杭州",10,"DZ6237",1,"738"
"73","杭州郑州",10,"DZ6238",1,"738"
"74","杭州郑州",10,"FM9295",1,"738"
"75","郑州杭州",10,"FM9296",1,"738"
"76","杭州郑州",10,"GJ8767",2,"320"
"77","郑州杭州",10,"GJ8768",2,"320"
"78","杭州郑州",10,"HU7021",1,"738"
"79","杭州郑州",10,"HU7830",1,"738"
"80","杭州郑州",10,"JD5633",2,"319"
"81","杭州郑州",10,"MF8205",1,"738"
"82","杭州郑州",10,"MF8249/50",1,"737"
"83","杭州郑州",10,"MU5489",1,"320"
"84","郑州杭州",10,"MU5490",1,"320"
"85","昆明贵阳",11,"3U8941",1,"320"
"86","昆明贵阳",11,"CZ3424",1,"738"
"87","昆明贵阳",11,"CZ3858",2,"738"
"88","贵阳昆明",11,"G52917",1,"cr9"
"89","昆明贵阳",11,"G52918",1,"cr9"
"90","昆明贵阳",11,"KY8229",1,"73G"
"91","昆明贵阳",11,"MU5783/4",3,"737"
"92","三亚长沙",12,"3U8237",1,"320"
"93","长沙三亚",12,"3U8238",1,"320"
"94","长沙三亚",12,"BK2887",1,"737"
"95","三亚长沙",12,"BK2888",1,"737"
"96","长沙三亚",12,"CZ3943",1,"321"
"97","三亚长沙",12,"CZ3944",1,"321"
"98","三亚长沙",12,"CZ6278",2,"319"
"99","三亚长沙",12,"EU2754",1,"319"
"100","长沙三亚",12,"HU7117",2,"738"
"101","三亚长沙",12,"HU7118",2,"738"
"102","三亚长沙",12,"HU7667",2,"738"
"103","长沙三亚",12,"HU7668",1,"738"
"104","三亚长沙",12,"JD5179",1,"319"
"105","长沙三亚",12,"JD5180",1,"319"
"106","三亚长沙",12,"JD5765",1,"319"
"107","成都烟台",13,"CA4531",1,"319"
"108","烟台成都",13,"CA4532",2,"319"
"109","成都烟台",13,"CZ6410",1,"319"
"110","成都贵阳",14,"3U8639",1,"319"
"111","成都贵阳",14,"CA4435",1,"320"
"112","贵阳成都",14,"CA4436",1,"320"
"113","成都贵阳",14,"CA4437",1,"319"
"114","贵阳成都",14,"CA4438",1,"319"
"115","成都贵阳",14,"CA4439",1,"321"
"116","贵阳成都",14,"CA4440",1,"321"
"117","贵阳成都",14,"CZ3671",1,"738"
"118","成都贵阳",14,"CZ3672",1,"738"
"119","贵阳成都",14,"CZ3693",1,"738"
"120","成都贵阳",14,"CZ3768",2,"738"
"121","成都贵阳",14,"EU2731",1,"319"
"122","成都贵阳",14,"EU2763",1,"319"
"123","成都贵阳",14,"QW9809",1,"320"
"124","贵阳成都",14,"QW9810",1,"320"
"125","成都贵阳",14,"TV9825",1,"319"
"126","贵阳成都",14,"TV9826",1,"319"
"127","广州烟台",15,"CZ6262",1,"320"
"128","烟台广州",15,"SC4897",1,"738"
"129","广州烟台",15,"SC4898",1,"738"
"130","杭州烟台",16,"GJ8825",1,"320"
"131","杭州烟台",16,"GS6404",1,"E90"
"132","杭州烟台",16,"HU7094",1,"734"
"133","杭州烟台",16,"JD5693",1,"319"
"134","烟台杭州",16,"SC4871",1,"733"
"135","北京首都合肥",17,"CA1255",1,"738"
"136","合肥北京首都",17,"CA1256",1,"738"
"137","北京首都合肥",17,"CA1547",1,"738"
"138","合肥北京首都",17,"CA1548",2,"738"
"139","合肥北京首都",17,"CA1844",1,"738"
"140","北京首都合肥",17,"CA1845",1,"738"
"141","北京首都合肥",17,"MU5170",3,"320"
"142","合肥北京首都",17,"MU5171",1,"320"
"143","北京首都合肥",17,"MU5172",1,"320"
"144","三亚合肥",18,"HU7673",2,"738"
"145","三亚合肥",18,"JD5589",2,"319"
"146","合肥三亚",18,"JD5590",1,"319"
"147","重庆济南",19,"3U8507",1,"321"
"148","济南重庆",19,"3U8508",1,"321"
"149","济南重庆",19,"MU5471",1,"320"
"150","重庆济南",19,"PN6265",1,"319"
"151","济南重庆",19,"PN6266",1,"319"
"152","重庆济南",19,"PN6327",1,"319"
"153","济南重庆",19,"PN6328",1,"319"
"154","济南重庆",19,"SC1193",1,"738"
"155","重庆济南",19,"SC1194",1,"738"
"156","重庆济南",19,"SC4761",1,"738"
"157","重庆济南",19,"SC4767",1,"738"
"158","济南重庆",19,"SC4799",1,"738"
"159","重庆济南",19,"SC4800",1,"738"
"160","长春南京",20,"3U8506",1,"319"
"161","长春南京",20,"CZ6545",2,"320"
"162","长春南京",20,"CZ6624",1,"321"
"163","长春南京",20,"DZ6258",1,"738"
"164","长春南京",20,"MF8054",3,"73G"
"165","长春南京",20,"MU2817",1,"320"
"166","长春南京",20,"ZH9538",1,"738"
"167","温州黄山",21,"JR1528",1,"MA6"
"168","重庆南京",22,"3U8543",1,"320"
"169","南京重庆",22,"3U8544",1,"320"
"170","重庆南京",22,"3U8839",1,"319"
"171","重庆南京",22,"CA4545",1,"737"
"172","南京重庆",22,"CA4546",1,"737"
"173","重庆南京",22,"CA4557",1,"738"
"174","南京重庆",22,"CA4558",1,"738"
"175","南京重庆",22,"HO1643/4",1,"320"
"176","南京重庆",22,"JD5267",1,"319"
"177","重庆南京",22,"JD5268",1,"319"
"178","南京重庆",22,"MU2845",1,"320"
"179","重庆南京",22,"MU2846",1,"320"
"180","重庆南京",22,"OQ2319",1,"320"
"181","南京重庆",22,"OQ2320",1,"320"
"182","重庆南京",22,"OQ2321",1,"320"
"183","南京重庆",22,"OQ2322",1,"320"
"184","重庆南京",22,"PN6201",1,"319"
"185","南京重庆",22,"PN6202",1,"319"
"186","重庆南京",22,"ZH9167",1,"738"
"187","南京重庆",22,"ZH9168",1,"738"
"188","重庆南京",22,"ZH9367",1,"738"
"189","南京重庆",22,"ZH9368",1,"738"
"190","宁波长沙",23,"EU2730",1,"319"
"191","长沙宁波",23,"HU7327",1,"738"
"192","宁波长沙",23,"HU7328",1,"738"
"193","长沙宁波",23,"MF8519",1,"738"
"194","宁波长沙",23,"PN6260",1,"319"
"195","石家庄重庆",24,"9C8993",1,"320"
"196","重庆石家庄",24,"9C8994",1,"320"
"197","石家庄重庆",24,"NS3221",1,"73G"
"198","重庆石家庄",24,"NS3222",1,"73G"
"199","石家庄重庆",24,"NS3241",1,"738"
"200","重庆石家庄",24,"PN6349",1,"319"
"201","石家庄重庆",24,"PN6350",2,"319"
"202","重庆石家庄",24,"SC4793",2,"738"
"203","南宁合肥",26,"GX8863",1,"E90"
"204","合肥南宁",26,"MU2419",1,"320"
"205","南宁合肥",26,"SC8736",1,"738"
"206","青岛银川",27,"SC8751",1,"738"
"207","银川青岛",27,"SC8752",1,"738"
"208","杭州通辽",28,"GJ8753",4,"320"
"209","太原合肥",29,"A67112",1,"321"
"210","太原合肥",29,"HU7295",1,"738"
"211","太原合肥",29,"HU7676",1,"738"
"212","昆明重庆",30,"3U8513",1,"319"
"213","昆明重庆",30,"3U8553",1,"320"
"214","昆明重庆",30,"3U8967",1,"320"
"215","昆明重庆",30,"8L9863",1,"319"
"216","昆明重庆",30,"CZ6404",1,"319"
"217","昆明重庆",30,"CZ6460",2,"319"
"218","昆明重庆",30,"CZ6950",1,"73G"
"219","昆明重庆",30,"DR6531",1,"73G"
"220","重庆昆明",30,"DR6532",1,"73G"
"221","昆明重庆",30,"KY8227",1,"73G"
"222","昆明重庆",30,"KY8295",1,"73G"
"223","昆明重庆",30,"MU2244",1,"738"
"224","昆明重庆",30,"MU2976",1,"319"
"225","昆明重庆",30,"MU2986",1,"320"
"226","昆明重庆",30,"MU2996",1,"319"
"227","重庆昆明",30,"MU5449",1,"320"
"228","昆明重庆",30,"MU5450",1,"320"
"229","昆明重庆",30,"MU5472",1,"320"
"230","昆明重庆",30,"MU5861",1,"738"
"231","重庆昆明",30,"MU5862",1,"738"
"232","重庆昆明",30,"OQ2327",1,"319"
"233","昆明重庆",30,"OQ2328",1,"319"
"234","重庆昆明",30,"OQ2357",1,"319"
"235","昆明重庆",30,"OQ2358",1,"319"
"236","重庆昆明",30,"PN6215",1,"319"
"237","重庆昆明",30,"SC4719",1,"738"
"238","昆明重庆",30,"SC4720",1,"738"
"239","广州南阳",32,"CZ3221",1,"E90"
"240","南阳广州",32,"CZ3222",1,"319"
"241","广州南阳",32,"CZ3383",1,"319"
"242","南阳广州",32,"CZ3384",1,"E90"
"243","杭州大连",33,"3U8585",1,"320"
"244","大连杭州",33,"3U8586",2,"320"
"245","大连杭州",33,"CA8951",1,"738"
"246","杭州大连",33,"CA8952",1,"738"
"247","大连杭州",33,"CZ6327",1,"321"
"248","大连杭州",33,"CZ6479",1,"319"
"249","杭州大连",33,"CZ6480",1,"319"
"250","杭州大连",33,"GJ8725",1,"320"
"251","大连杭州",33,"GJ8726",1,"320"
