,flight,plane,city1,city2,city3,city4,city5,remarks,flight_account,flight_num
581,MU2789,320,南京,银川,乌鲁木齐,NA,NA,NA,2,..3..6.
582,MU2789,320,南京,银川,乌鲁木齐,NA,NA,HD2011[661],5,12.45.7
583,MU2790,320,乌鲁木齐,银川,南京,NA,NA,NA,2,..3..6.
584,MU2790,320,乌鲁木齐,银川,南京,NA,NA,HD2011[661],5,12.45.7
585,MU2791,320,南京,大连,海拉尔,NA,NA,"执行日期0701-0831执行_x000D_
HD［2011］1047",1,....5..
586,MU2791,320,南京,大连,海拉尔,NA,NA,"执行日期0701-0831执行_x000D_
HD［2011］1047",1,.2.....
587,MU2791,320,南京,大连,海拉尔,NA,NA,执行日期0701-0831执行,2,...4.6.
588,MU2791,320,南京,大连,海拉尔,NA,NA,执行日期0701-0831执行,3,1.3...7
589,MU2792,320,海拉尔,大连,南京,NA,NA,执行日期0701-0831执行,5,1.34.67
590,MU2792,320,海拉尔,大连,南京,NA,NA,"执行日期0701-0831执行_x000D_
HD［2011］1047",2,.2..5..
591,MU2795,320,南京,西宁,NA,NA,NA,执行日期0701-0831执行,1,..3....
592,MU2795,320,南京,西宁,NA,NA,NA,执行日期0701-0831执行,1,....5..
593,MU2795,320,南京,西宁,NA,NA,NA,执行日期0701-0831执行,1,1......
594,MU2795/6,320,南京,西宁,南京,NA,NA,HD[2011]967,4,.2.4.67
595,MU2796,320,西宁,南京,NA,NA,NA,执行日期0701-0831执行,1,..3....
596,MU2796,320,西宁,南京,NA,NA,NA,执行日期0701-0831执行,1,1......
597,MU2796,320,西宁,南京,NA,NA,NA,执行日期0701-0831执行,1,....5..
598,MU2809,320,南京,厦门,NA,NA,NA,或321/EMB执行,7,1234567
599,MU2810,320,厦门,南京,NA,NA,NA,或321/EMB执行,7,1234567
600,MU2817,320,南京,常德,NA,NA,NA,NA,4,12.45..
601,MU2817,320,南京,常德,NA,NA,NA,HD[2011]967,4,12.45..
602,MU2818,320,常德,南京,NA,NA,NA,NA,4,.23.56.
603,MU2818,320,常德,南京,NA,NA,NA,HD[2011]967,4,.23.56.
604,MU2819,320,南京,厦门,NA,NA,NA,或321/EMB执行  执行日期0501-1029执行,1,1......
605,MU2819,320,南京,厦门,NA,NA,NA,或321/EMB执行,3,...4.67
606,MU2819,320,南京,厦门,NA,NA,NA,或321/EMB执行,1,..3....
607,MU2819,320,南京,厦门,NA,NA,NA,或321/EMB执行,1,....5..
608,MU2819,320,南京,厦门,NA,NA,NA,或321/EMB执行  执行日期0501-1029执行,1,.2.....
609,MU2820,320,厦门,南京,NA,NA,NA,或321/EMB执行  执行日期0501-1029执行,1,1......
610,MU2820,320,厦门,南京,NA,NA,NA,或321/EMB执行,1,....5..
611,MU2820,320,厦门,南京,NA,NA,NA,或321/EMB执行,1,..3....
612,MU2820,320,厦门,南京,NA,NA,NA,或321/EMB执行,3,...4.67
613,MU2820,320,厦门,南京,NA,NA,NA,或321/EMB执行  执行日期0501-1029执行,1,.2.....
614,MU2825,320,南京,成都,NA,NA,NA,或321执行,1,....5..
615,MU2825,320,南京,成都,NA,NA,NA,或321执行,1,......7
616,MU2825,320,南京,成都,NA,NA,NA,或321执行,1,..3....
617,MU2826,320,成都,南京,NA,NA,NA,或321执行,3,..3.5.7
618,MU2829/30,320,南京,厦门,南京,NA,NA,"或321/EMB执行_x000D_
HD［2011］1047",7,1234567
619,MU2835,320,南京,重庆,NA,NA,NA,"或321/EMB执行_x000D_
HD2011[661]",7,1234567
620,MU2836,320,重庆,南京,NA,NA,NA,"或321/EMB执行_x000D_
HD2011[661]",7,1234567
621,MU2839,320,南京,厦门,NA,NA,NA,或321/EMB执行  执行日期1001-1029执行,7,1234567
622,MU2840,320,厦门,南京,NA,NA,NA,或321/EMB执行  执行日期1001-1029执行,7,1234567
623,MU2845,320,南京,重庆,NA,NA,NA,"或321/EMB执行_x000D_
HD2011[661]_x000D_
HD[2011]799_x000D_
HD［2011］1047",7,1234567
624,MU2846,320,重庆,南京,NA,NA,NA,"或321/EMB执行_x000D_
HD2011[661]_x000D_
HD[2011]799_x000D_
HD［2011］1047",7,1234567
625,MU2855/6,320,南京,重庆,南京,NA,NA,或321/EMB执行,7,1234567
626,MU2867,320,南京,深圳,NA,NA,NA,或321执行,7,1234567
627,MU2868,320,深圳,南京,NA,NA,NA,或321执行,1,......7
628,MU2868,320,深圳,南京,NA,NA,NA,或321执行,2,..3.5..
629,MU2868,320,深圳,南京,NA,NA,NA,或321执行,1,1......
630,MU2868,320,深圳,南京,NA,NA,NA,或321执行,1,.2.....
631,MU2868,320,深圳,南京,NA,NA,NA,或321执行,2,...4.6.
632,MU2869,320,南京,海口,NA,NA,NA,或321执行,7,1234567
633,MU2870,320,海口,南京,NA,NA,NA,或321执行,7,1234567
634,MU2887,320,南京,深圳,NA,NA,NA,或321执行,7,1234567
635,MU2888,320,深圳,南京,NA,NA,NA,或321执行,7,1234567
636,MU2895/6,320,南京,西安,兰州,西安,南京,或321/EMB执行,7,1234567
637,MU2905/6,320,无锡,成都,无锡,NA,NA,或321执行,7,1234567
638,MU2925,320,无锡,成都,NA,NA,NA,NA,5,123.56.
639,MU2925,320,无锡,成都,NA,NA,NA,NA,2,...4..7
640,MU2926,320,成都,无锡,NA,NA,NA,NA,5,123.56.
641,MU2926,320,成都,无锡,NA,NA,NA,NA,2,...4..7
642,MU2929/30,320,淮安,温州,淮安,NA,NA,NA,7,1234567
643,MU2933/4,320,南京,大连,牡丹江,大连,南京,HD[2011]967,2,.2..5..
644,MU2955/6,320,无锡,西安,兰州,西安,无锡,HD[2011]717,7,1234567
645,MU2957/8,320,无锡,张家界,无锡,NA,NA,"执行日期0801-1029执行_x000D_
HD[2011]1028",5,123.56.
646,MU2957/8,320,无锡,张家界,无锡,NA,NA,"执行日期0410-1029执行_x000D_
HD[2011]799",2,...4..7
647,MU2965,320,无锡,长沙,贵阳,NA,NA,"执行日期0501-1029执行_x000D_
HD[2011]799_x000D_
",1,..3....
648,MU2965,320,无锡,长沙,贵阳,NA,NA,"执行日期0501-1029执行_x000D_
HD2011[661]_x000D_
HD[2011]799_x000D_
",6,12.4567
649,MU2965/6,320,无锡,长沙,贵阳,长沙,无锡,HD[2011]967,7,1234567
650,MU2966,320,贵阳,长沙,无锡,NA,NA,"执行日期0501-1029执行_x000D_
HD2011[661]_x000D_
HD[2011]799",7,1234567
651,MU2987/8,320,无锡,深圳,无锡,NA,NA,NA,1,.....6.
652,MU2987/8,320,无锡,深圳,无锡,NA,NA,NA,2,1..4...
653,MU2987/8,320,无锡,深圳,无锡,NA,NA,NA,4,.23.5.7
654,MU2991/2,320,无锡,海拉尔,无锡,NA,NA,HD[2011]967,3,1..45..
655,MU2993,320,赣州,上海虹桥,NA,NA,NA,NA,7,1234567
656,MU2994,320,上海虹桥,赣州,NA,NA,NA,NA,7,1234567
657,MU5219/20,320,杭州,深圳,杭州,NA,NA,NA,7,1234567
658,MU5235/6,320,杭州,重庆,杭州,NA,NA,"执行日期0701-1029执行_x000D_
HD［2011］1047",7,1234567
659,MU5241,320,宁波,张家界,NA,NA,NA,执行日期0415-1029执行,2,.2...6.
660,MU5242,320,张家界,宁波,NA,NA,NA,执行日期0415-1029执行,2,.2...6.
661,MU5243/4,320,宁波,深圳,宁波,NA,NA,NA,7,1234567
662,MU5245,320,宁波,成都,NA,NA,NA,NA,7,1234567
663,MU5246,320,成都,宁波,NA,NA,NA,NA,7,1234567
664,MU5249/50,320,宁波,长沙,宁波,NA,NA,HD[2011]799,4,1.3.5.7
665,MU5261/2,320,南昌,深圳,南昌,NA,NA,或319执行,7,1234567
666,MU5271,320,杭州,青岛,哈尔滨,NA,NA,HD［2011］1047,7,1234567
667,MU5272,320,哈尔滨,青岛,杭州,NA,NA,HD［2011］1047,7,1234567
668,MU5277/8,320,杭州,沈阳,杭州,NA,NA,HD[2011]967,7,1234567
669,MU5289,320,杭州,张家界,NA,NA,NA,执行日期0420-0930执行,3,.2.4.6.
670,MU5289,320,杭州,张家界,NA,NA,NA,执行日期0420-0930执行,4,1.3.5.7
671,MU5290,320,张家界,杭州,NA,NA,NA,执行日期0420-0930执行,7,1234567
672,MU5345/6,320,合肥,桂林,合肥,NA,NA,HD[2011]967,4,.2.4.67
673,MU5373,320,杭州,三亚,NA,NA,NA,HD［2011］1047,7,1234567
674,MU5374,320,三亚,杭州,NA,NA,NA,HD［2011］1047,7,1234567
675,MU5375,320,南昌,赣州,海口,NA,NA,执行日期0901-1029执行,7,1234567
676,MU5376,320,海口,赣州,南昌,NA,NA,执行日期0901-1029执行,7,1234567
677,MU5379/80,320,杭州,郑州,杭州,NA,NA,HD［2011］1047,2,.2...6.
678,MU5379/80,320,杭州,郑州,杭州,NA,NA,NA,5,1.345.7
679,MU5387/8,320,合肥,桂林,合肥,NA,NA,HD［2011］1047,4,.2.4.67
680,MU5387/8,320,合肥,桂林,合肥,NA,NA,NA,3,1.3.5..
681,MU5433,320,成都,杭州,NA,NA,NA,NA,7,1234567
682,MU5434,320,杭州,成都,NA,NA,NA,NA,4,1.3.5.7
683,MU5434,320,杭州,成都,NA,NA,NA,NA,3,.2.4.6.
684,MU5435/6,320,合肥,成都,合肥,NA,NA,HD2011[617],2,1...5..
685,MU5435/6,320,合肥,成都,合肥,NA,NA,或M90执行,5,.234.67
686,MU5467,320,上海浦东,合肥,NA,NA,NA,NA,7,1234567
687,MU5468,320,合肥,上海浦东,NA,NA,NA,NA,7,1234567
688,MU5483,320,杭州,天津,NA,NA,NA,"执行日期0701-1029执行_x000D_
HD［2011］1047",7,1234567
689,MU5484,320,天津,杭州,NA,NA,NA,"执行日期0701-1029执行_x000D_
HD［2011］1047",7,1234567
690,MU5495/6,320,合肥,重庆,合肥,NA,NA,HD[2011]1057,2,1...5..
691,MU5495/6,320,合肥,重庆,合肥,NA,NA,HD[2011]1057,5,.234.67
692,MU5512,320,青岛,上海浦东,NA,NA,NA,NA,7,1234567
693,MU5513,320,上海浦东,青岛,NA,NA,NA,NA,7,1234567
694,MU5514,320,青岛,上海虹桥,NA,NA,NA,NA,7,1234567
695,MU5517,320,上海虹桥,青岛,NA,NA,NA,"HD2011[661]_x000D_
HD［2011］1047",1,...4...
696,MU5517,320,上海虹桥,青岛,NA,NA,NA,NA,6,123.567
697,MU5518,320,青岛,上海虹桥,NA,NA,NA,NA,7,1234567
698,MU5520,320,青岛,上海虹桥,NA,NA,NA,"HD2011[661]_x000D_
HD［2011］1047",1,...4...
699,MU5520,320,青岛,上海虹桥,NA,NA,NA,NA,6,123.567
700,MU5521,320,上海虹桥,青岛,NA,NA,NA,NA,7,1234567
701,MU5522,320,青岛,上海虹桥,NA,NA,NA,"HD[2011]717_x000D_
HD［2011］1047",7,1234567
702,MU5523,320,上海虹桥,青岛,NA,NA,NA,NA,2,....5.7
703,MU5523,320,上海虹桥,青岛,NA,NA,NA,NA,5,1234.6.
704,MU5524,320,青岛,上海浦东,NA,NA,NA,NA,7,1234567
705,MU5525,320,上海浦东,青岛,NA,NA,NA,NA,7,1234567
706,MU5527,320,上海虹桥,青岛,NA,NA,NA,NA,7,1234567
707,MU5528,320,青岛,上海虹桥,NA,NA,NA,NA,7,1234567
708,MU5529/30,320,上海浦东,盐城,上海浦东,NA,NA,NA,5,.23.567
709,MU5529/30,320,上海浦东,盐城,上海浦东,NA,NA,HD[2011]967,2,1..4...
710,MU5532,320,济南,上海虹桥,NA,NA,NA,NA,7,1234567
711,MU5533,320,上海虹桥,济南,NA,NA,NA,NA,7,1234567
712,MU5534/5,320,济南,上海浦东,济南,NA,NA,HD[2011]617,7,1234567
713,MU5538,320,济南,上海虹桥,NA,NA,NA,NA,7,1234567
714,MU5539,320,上海虹桥,济南,NA,NA,NA,NA,7,1234567
715,MU5541,320,上海浦东,济南,NA,NA,NA,NA,7,1234567
716,MU5542,320,济南,上海浦东,NA,NA,NA,NA,7,1234567
717,MU5543,320,上海浦东,烟台,NA,NA,NA,NA,7,1234567
718,MU5544,320,烟台,上海浦东,NA,NA,NA,NA,7,1234567
719,MU5547,320,上海虹桥,烟台,NA,NA,NA,NA,5,1234.6.
720,MU5548,320,烟台,上海虹桥,NA,NA,NA,NA,5,1234.6.
721,MU5552,320,合肥,上海虹桥,NA,NA,NA,NA,7,1234567
722,MU5553,320,上海虹桥,合肥,NA,NA,NA,NA,7,1234567
723,MU5561/2,320,杭州,桂林,杭州,NA,NA,HD[2011]617,7,1234567
724,MU5565/6,320,上海虹桥,南昌,上海虹桥,NA,NA,NA,1,....5..
725,MU5567/8,320,上海虹桥,南昌,上海虹桥,NA,NA,HD[2011]717,7,1234567
726,MU5569,320,上海虹桥,厦门,NA,NA,NA,"HD2011[661]_x000D_
HD[2011]799",7,1234567
727,MU5570,320,厦门,上海虹桥,NA,NA,NA,"HD2011[661]_x000D_
HD[2011]799",7,1234567
728,MU5571/2,320,合肥,兰州,合肥,NA,NA,NA,1,...4...
729,MU5571/2,320,合肥,兰州,合肥,NA,NA,NA,2,.2...6.
730,MU5577/8,320,上海虹桥,温州,上海虹桥,NA,NA,NA,7,1234567
731,MU5579/80,320,上海虹桥,连云港,上海虹桥,NA,NA,NA,7,1234567
732,MU5581,320,上海浦东,威海,NA,NA,NA,NA,7,1234567
733,MU5582,320,威海,上海浦东,NA,NA,NA,NA,7,1234567
734,MU5589,320,上海虹桥,威海,NA,NA,NA,"HD2011[661]_x000D_
HD2011[846]_x000D_
HD［2011］1047",7,1234567
735,MU5590,320,威海,上海虹桥,NA,NA,NA,"HD2011[661]_x000D_
HD2011[846]_x000D_
HD［2011］1047",7,1234567
736,MU5597/8,320,合肥,厦门,合肥,NA,NA,HD2011[617],1,......7
737,MU5597/8,320,合肥,厦门,合肥,NA,NA,HD2011[617],6,123456
738,MU5643/4,320,合肥,三亚,合肥,NA,NA,NA,1,......7
739,MU5643/4,320,合肥,三亚,合肥,NA,NA,HD［2011］1047,3,1.3.5..
740,MU5645/6,320,杭州,乌鲁木齐,阿克苏,乌鲁木齐,杭州,"HD[2011]736_x000D_
HD[2011]993",3,1.3..6.
741,MU5647/8,320,上海虹桥,武夷山,上海虹桥,NA,NA,NA,7,1234567
742,MU5649/50,320,宁波,桂林,宁波,NA,NA,HD[2011]617,2,...4..7
743,MU5661/2,320,上海虹桥,厦门,上海虹桥,NA,NA,NA,7,1234567
744,MU5669/70,320,上海虹桥,厦门,上海虹桥,NA,NA,"或320/321/73G执行_x000D_
HD［2011］1047",7,1234567
745,MU5671/2,320,杭州,乌鲁木齐,杭州,NA,NA,"HD[2011]993_x000D_
HD[2011]960",4,.2.45.7
746,MU5681/2,320,上海虹桥,厦门,上海虹桥,NA,NA,NA,7,1234567
747,MU5699,320,合肥,深圳,NA,NA,NA,hd888,3,1..4..7
748,MU5699/70,320,合肥,深圳,合肥,NA,NA,NA,3,1..4..7
749,MU5700,320,深圳,合肥,NA,NA,NA,HD888,3,1..4..7
750,ZH9217/8,320,泉州,舟山,泉州,NA,NA,执行日期0701-1029执行,7,1234567
751,ZH9263/4,320,泉州,上海浦东,泉州,NA,NA,或738/733执行,7,1234567
752,ZH9527/8,320,无锡,成都,无锡,NA,NA,或738/733执行,1,..3....
753,ZH9527/8,320,无锡,成都,无锡,NA,NA,或738/733执行,6,12.4567
754,MU2737/8,321,南京,桂林,南京,NA,NA,或320执行,7,1234567
755,MU2787,321,南京,三亚,NA,NA,NA,或320执行,7,1234567
756,MU2788,321,三亚,南京,NA,NA,NA,或320执行,7,1234567
757,MU2805,321,南京,成都,NA,NA,NA,或320执行,7,1234567
758,MU2806,321,成都,南京,NA,NA,NA,或320执行,7,1234567
759,MU2815/6,321,南京,成都,南京,NA,NA,或320执行,5,.2.4567
760,MU2815/6,321,南京,成都,南京,NA,NA,或320执行,2,1.3....
761,MU5515,321,上海虹桥,青岛,NA,NA,NA,"HD[2011]717_x000D_
HD［2011］1047",7,1234567
762,MU5537,321,上海虹桥,济南,NA,NA,NA,NA,7,1234567
763,MU5540,321,济南,上海虹桥,NA,NA,NA,NA,7,1234567
764,CA1535/6,733,青岛,上海虹桥,青岛,NA,NA,NA,7,1234567
765,CZ3867/8,733,义乌,长沙,昆明,长沙,义乌,HD[2011]638,4,1.3.5.7
766,HU7358,733,重庆,长沙,宁波,NA,NA,或B734执行,4,1.3.5.7
767,MU2285/6,733,上海虹桥,威海,上海虹桥,NA,NA,NA,7,1234567
768,MU2531,733,成都,武汉,宁波,NA,NA,NA,4,1.3.5.7
769,MU2531,733,成都,武汉,宁波,NA,NA,NA,3,.2.4.6.
770,MU2532,733,宁波,武汉,成都,NA,NA,NA,7,1234567
771,MU2691/2,733,成都,常州,成都,NA,NA,"HD2011[661]_x000D_
HD[2011]799",3,1.3.5..
772,SC1161/2,733,济南,上海虹桥,济南,NA,NA,或B738执行,7,1234567
773,SC1163/4,733,济南,上海虹桥,济南,NA,NA,或B738执行,7,1234567
774,SC1167/8,733,济南,上海虹桥,济南,NA,NA,或B738执行,7,1234567
775,SC1181/2,733,济南,深圳,济南,NA,NA,或B738执行,7,1234567
776,SC1187/8,733,济南,深圳,济南,NA,NA,或B738执行,7,1234567
777,SC1189/90,733,济南,深圳,济南,NA,NA,"或B738执行_x000D_
HD[2011]616",2,.2...6.
778,SC1189/90,733,济南,深圳,济南,NA,NA,或B738执行,5,1.345.7
779,SC1191/2,733,济南,昆明,济南,NA,NA,或B738执行,7,1234567
780,SC1193/4,733,济南,重庆,济南,NA,NA,或B738执行,7,1234567
781,SC1199/1200,733,济南,重庆,济南,NA,NA,或B738执行,4,12.4.6.
782,SC1199/1200,733,济南,重庆,济南,NA,NA,或B738执行,3,..3.5.7
783,SC4603/4,733,青岛,长沙,南宁,长沙,青岛,"或B738执行 执行日期0425-1029执行_x000D_
HD[2011]616_x000D_
HD[2011]826_x000D_
",7,1234567
784,SC4607/8,733,青岛,太原,兰州,太原,青岛,或B738执行,7,1234567
785,SC4633/4,733,青岛,西安,乌鲁木齐,西安,青岛,NA,7,1234567
786,SC4639/40,733,青岛,武汉,重庆,武汉,青岛,或B738执行,7,1234567
787,SC4665/6,733,青岛,上海虹桥,青岛,NA,NA,或B738执行,7,1234567
788,SC4667,733,青岛,上海虹桥,NA,NA,NA,或B738执行,7,1234567
789,SC4668,733,上海虹桥,青岛,NA,NA,NA,或B738执行,7,1234567
790,SC4681/2,733,青岛,深圳,青岛,NA,NA,或B738执行,7,1234567
791,SC4691/2,733,青岛,昆明,青岛,NA,NA,或B738执行 执行日期0701-1029执行,3,.2..5.7
792,SC4695,733,青岛,南京,昆明,NA,NA,或B738执行,7,1234567
793,SC4696,733,昆明,南京,青岛,NA,NA,或B738执行,7,1234567
794,SC4699/700,733,青岛,重庆,青岛,NA,NA,或B738执行,2,...45..
795,SC4699/700,733,青岛,重庆,青岛,NA,NA,"或B738执行_x000D_
HD[2011]616_x000D_
HD[2011]826_x000D_
",4,123..6.
796,SC4699/700,733,青岛,重庆,青岛,NA,NA,或B738执行,1,......7
797,SC4701/2,733,济南,宁波,济南,NA,NA,或B738执行,7,1234567
798,SC4705/6,733,青岛,合肥,长沙,合肥,青岛,或B738执行,7,1234567
799,SC4721,733,青岛,石家庄,银川,NA,NA,或B738执行,7,1234567
800,SC4722,733,银川,石家庄,青岛,NA,NA,或B738执行,7,1234567
801,SC4731/2,733,青岛,温州,深圳,温州,青岛,或B738执行,5,1.345.7
802,SC4733,733,青岛,西安,贵阳,NA,NA,或B738执行,7,1234567
803,SC4734,733,贵阳,西安,青岛,NA,NA,或B738执行,7,1234567
804,SC4751,733,青岛,郑州,桂林,NA,NA,或B738执行,5,1.3.567
805,SC4751,733,青岛,郑州,桂林,NA,NA,或B738执行,2,.2.4...
806,SC4763/4,733,厦门,桂林,成都,桂林,厦门,"HD[2011] 615_x000D_
HD[2011]888",4,.2.45.7
807,SC4781/2,733,厦门,南昌,西安,南昌,厦门,HD[2011] 615,7,1234567
808,SC4793,733,济南,厦门,三亚,NA,NA,"或B738执行 执行日期0415-1029执行_x000D_
HD[2011]616",7,1234567
809,SC4794,733,三亚,厦门,济南,NA,NA,或B738执行 执行日期0415-1029执行,3,.2..5.7
810,SC4794,733,三亚,厦门,济南,NA,NA,"或B738执行 执行日期0415-1029执行_x000D_
HD[2011]616",1,...4...
811,SC4794,733,三亚,厦门,济南,NA,NA,"或B738执行 执行日期0415-1029执行_x000D_
HD[2011]616",3,1.3..6.
812,SC4825/6,733,烟台,大连,哈尔滨,大连,烟台,或B738执行 执行日期1001-1029执行,3,1.3..6.
813,SC4825/6,733,烟台,大连,哈尔滨,大连,烟台,或B738执行 执行日期1001-1029执行,4,.2.45.7
814,SC4845/6,733,烟台,深圳,烟台,NA,NA,或B738执行,7,1234567
815,SC4869/70,733,济南,武汉,济南,NA,NA,"或B738执行_x000D_
HD[2011]616_x000D_
HD[2011]826_x000D_
HD[2011]1024",3,..3.5.7
816,SC4877/8,733,济南,厦门,济南,NA,NA,"或B738执行_x000D_
HD[2011]1024",1,..3....
817,SC4877/8,733,济南,厦门,济南,NA,NA,"或B738执行_x000D_
HD[2011]826",1,.2.....
818,SC4877/8,733,济南,厦门,济南,NA,NA,或B738执行,2,....5.7
819,SC4877/8,733,济南,厦门,济南,NA,NA,"或B738执行_x000D_
HD[2011]826",1,...4...
820,SC4877/8,733,济南,厦门,济南,NA,NA,"或B738执行_x000D_
HD[2011]826_x000D_
HD[2011]1024",2,1....6.
821,SC4899/900,733,烟台,济南,西安,济南,烟台,"或B738执行_x000D_
HD[2011]616_x000D_
HD[2011]826_x000D_
HD[2011]1024",2,1....6.
822,SC4899/900,733,烟台,济南,西安,济南,烟台,或B738执行,5,.2345.7
823,SC4911/2,733,济南,银川,乌鲁木齐,银川,济南,"或B738执行_x000D_
HD[2011]616_x000D_
HD[2011]826_x000D_
HD[2011]1024",2,1....6.
824,SC4911/2,733,济南,银川,乌鲁木齐,银川,济南,或B738执行,5,.2345.7
825,SC4915/6,733,济南,银川,济南,NA,NA,或B738执行,7,1234567
826,SC4917/8,733,济南,长沙,济南,NA,NA,"或B738执行_x000D_
HD[2011]616_x000D_
HD[2011]826_x000D_
HD[2011]1024",2,1....6.
827,SC4917/8,733,济南,长沙,济南,NA,NA,或B738执行,5,.2345.7
828,SC4925/6,733,济南,大连,济南,NA,NA,或B738执行,7,1234567
829,SC4941,733,济南,南昌,桂林,NA,NA,或B738执行,7,1234567
830,SC4942,733,桂林,南昌,济南,NA,NA,或B738执行,7,1234567
831,SC4955,733,厦门,青岛,长春,NA,NA,或B738执行,4,.2.45.7
832,SC4956,733,长春,青岛,厦门,NA,NA,或B738执行,4,.2.45.7
833,SC4961/2,733,济南,郑州,绵阳,郑州,济南,或B738执行,7,1234567
834,SC4963/4,733,济南,西安,贵阳,西安,济南,或B738执行,7,1234567
835,SC4965/6,733,济南,郑州,兰州,郑州,济南,"或CR2执行 执行日期0327-0731执行_x000D_
HD[2011]888",7,1234567
836,SC4971/2,733,济南,西安,济南,NA,NA,或B738执行,7,1234567
837,SC4975/6,733,济南,西安,济南,NA,NA,或B738执行,2,.2...6.
838,SC4981/2,733,厦门,济南,呼和浩特,济南,厦门,或B738执行,7,1234567
839,SC4989,733,厦门,青岛,沈阳,NA,NA,或B738执行,3,1.3..6.
840,SC4990,733,沈阳,青岛,厦门,NA,NA,或B738执行,3,1.3..6.
841,SC4993/4,733,济南,合肥,济南,NA,NA,"或B738执行_x000D_
HD[2011]616_x000D_
HD[2011]826",2,1....6.
842,SC4993/4,733,济南,合肥,济南,NA,NA,或B738执行,5,.2345.7
843,SC4995/6,733,济南,威海,长春,威海,济南,HD[2011] 615,3,..3.5.7
844,ZH9379/80,733,南昌,成都,南昌,NA,NA,或319/320执行,7,1234567
845,ZH9573,733,无锡,成都,NA,NA,NA,或738执行,7,1234567
846,ZH9574,733,成都,无锡,NA,NA,NA,或738执行,7,1234567
847,ZH9715,733,景德镇,上海虹桥,NA,NA,NA,或738执行,7,1234567
848,ZH9716,733,上海虹桥,景德镇,NA,NA,NA,或738执行,7,1234567
849,HU7355/6,734,宁波,长沙,成都,长沙,宁波,或B738执行,3,.2.4.6.
850,FM9259/60,737,上海虹桥,厦门,上海虹桥,NA,NA,HD2011[618],7,1234567
851,JR1515/6,737,合肥,南昌,合肥,NA,NA,HD[2011]612,7,1234567
852,MF8085/6,737,厦门,武夷山,厦门,NA,NA,NA,1,..3....
853,MF8085/6,737,厦门,武夷山,厦门,NA,NA,NA,1,...4...
854,MF8087/8,737,厦门,武夷山,厦门,NA,NA,HD[2011]715,7,1234567
855,MF8149/50,737,杭州,太原,杭州,NA,NA,NA,1,......7
856,MF8185/6,737,福州,长沙,呼和浩特,长沙,福州,NA,2,.2....7
857,MF8189/90,737,厦门,济南,呼和浩特,济南,厦门,NA,1,...4...
858,MF8275/6,737,厦门,武汉,乌鲁木齐,武汉,厦门,NA,2,.2....7
859,MF8277/8,737,福州,郑州,乌鲁木齐,郑州,福州,NA,1,.....6.
860,MF8303/4,737,厦门,珠海,海口,珠海,厦门,NA,1,....5..
861,MF8505/6,737,厦门,上海虹桥,厦门,NA,NA,NA,1,1......
862,MF8505/6,737,厦门,上海虹桥,厦门,NA,NA,NA,1,.2.....
863,MF8527/8,737,厦门,合肥,厦门,NA,NA,NA,1,.....6.
864,MF8587/8,737,厦门,舟山,厦门,NA,NA,NA,3,.2.4.6.
865,MF8589/90,737,福州,上海虹桥,福州,NA,NA,NA,1,..3....
866,MF8597/8,737,厦门,南京,厦门,NA,NA,HD[2011]888,7,1234567
867,MU2331/2,737,合肥,乌鲁木齐,和田,乌鲁木齐,合肥,HD[2011]1067,3,1.3..6.
868,MU2349/50,737,成都,合肥,成都,NA,NA,NA,7,1234567
869,MU3167/8,737,厦门,南京,邯郸,南京,厦门,HD[2011]617,4,1.3.5.7
870,MU5502/1,737,温州,上海浦东,温州,NA,NA,"HD2011[617]_x000D_
HD［2011］1047",2,1...5..
871,MU5502/1,737,温州,上海浦东,温州,NA,NA,HD2011[617],5,.234.67
872,SC1165/6,737,济南,上海虹桥,济南,NA,NA,或B738执行,7,1234567
873,SC4605/6,737,青岛,呼和浩特,青岛,NA,NA,NA,3,.2..5.7
874,SC4661/2,737,青岛,上海虹桥,青岛,NA,NA,或B738执行,7,1234567
875,SC4663/4,737,青岛,上海虹桥,青岛,NA,NA,或B738执行,7,1234567
876,SC4669/70,737,青岛,上海虹桥,青岛,NA,NA,或B738执行,7,1234567
877,SC4671/2,737,青岛,上海虹桥,青岛,NA,NA,或B738执行,7,1234567
878,SC4673/4,737,青岛,上海浦东,青岛,NA,NA,"或B738执行 执行日期0425-1029执行_x000D_
HD[2011]616_x000D_
HD[2011]826_x000D_
",7,1234567
879,SC4683/4,737,青岛,杭州,厦门,杭州,青岛,或B738执行,7,1234567
880,SC4689/90,737,青岛,杭州,青岛,NA,NA,"或B738执行 执行日期0701-1029执行_x000D_
HD[2011]1024",7,1234567
881,SC4729/30,737,青岛,南京,福州,南京,青岛,或B738执行,1,.2.....
882,SC4729/30,737,青岛,南京,福州,南京,青岛,或B738执行,2,...4.6.
883,SC4729/30,737,青岛,南京,福州,南京,青岛,或B738执行,1,1......
884,SC4773/4,737,青岛,杭州,青岛,NA,NA,"或B738执行_x000D_
HD[2011]826_x000D_
",1,......7
885,SC4773/4,737,青岛,杭州,青岛,NA,NA,"或B738执行_x000D_
",3,1..45..
886,SC4773/4,737,青岛,杭州,青岛,NA,NA,"或B738执行_x000D_
HD[2011]616_x000D_
HD[2011]826_x000D_
",3,.23..6.
887,SC4775/6,737,青岛,杭州,青岛,NA,NA,"或B738执行_x000D_
HD[2011]616",1,1......
888,SC4775/6,737,青岛,杭州,青岛,NA,NA,或B738执行,3,..34.6.
