,flight,plane,city1,city2,city3,city4,city5,remarks,flight_account,flight_num
3287,MU2490,738,兰州,西安,武汉,NA,NA,NA,4,1.3.5.7
3288,MU2617,738,武汉,西安,兰州,NA,NA,NA,3,.2.4.6.
3289,MU2618,738,兰州,西安,武汉,NA,NA,NA,3,.2.4.6.
3290,ZH9131/2,738,西安,贵阳,三亚,贵阳,西安,NA,7,1234567
3291,GS7521/2,DON,西安,汉中,西安,NA,NA,或ERJ145执行,7,1234567
3292,GS7533/4,DON,西安,庆阳,兰州,庆阳,西安,或ERJ145执行,7,1234567
3293,GS7539/40,DON,西安,安康,西安,NA,NA,或ERJ145执行,3,.2.4.6.
3294,GS6413/4,E90,西安,青岛,西安,NA,NA,或ERJ145执行,7,1234567
3295,GS6423/4,E90,西安,榆林,西安,NA,NA,或ERJ145执行,7,1234567
3296,GS6451/2,E90,西安,合肥,福州,合肥,西安,或ERJ145执行,7,1234567
3297,GS6501/2,E90,西安,杭州,西安,NA,NA,执行日期0501-1029执行,7,1234567
3298,GS6521/2,E90,海口,南宁,西安,南宁,海口,或ERJ145执行,7,1234567
3299,GS6571/2,E90,西安,天津,长春,天津,西安,或ERJ145执行,2,..3.5..
3300,GS6571/2,E90,西安,天津,长春,天津,西安,或ERJ145执行,2,1.....7
3301,GS6571/2,E90,西安,天津,长春,天津,西安,或ERJ145执行,3,.2.4.6.
3302,GS6589/90,E90,西安,南京,西安,NA,NA,或ERJ145执行,7,1234567
3303,GS6591/2,E90,西安,南宁,海口,南宁,西安,或ERJ145执行,7,1234567
3304,GS7401/2,E90,西安,石家庄,大连,石家庄,西安,或ERJ145执行,7,1234567
3305,GS7435/6,E90,西安,延安,西安,NA,NA,或ERJ145执行,7,1234567
3306,GS7511,E90,西安,榆林,NA,NA,NA,或DON328/ERJ145执行,7,1234567
3307,GS7512,E90,榆林,西安,NA,NA,NA,或DON328/ERJ145执行,7,1234567
3308,GS7513/4,E90,西安,榆林,西安,NA,NA,或ERJ145执行,7,1234567
3309,GS7515/6,E90,西安,榆林,西安,NA,NA,或ERJ145执行,7,1234567
3310,GS7517/8,E90,西安,榆林,西安,NA,NA,或ERJ145执行,7,1234567
3311,GS7531/2,E90,西安,敦煌,乌鲁木齐,敦煌,西安,或ERJ145执行,3,.2.4.6.
3312,GS7531/2,E90,西安,敦煌,乌鲁木齐,敦煌,西安,或ERJ145执行,4,1.3.5.7
3313,GS7559/60,E90,西安,合肥,温州,合肥,西安,或ERJ145执行,3,.2.4.6.
3314,GS7559/60,E90,西安,合肥,温州,合肥,西安,或ERJ145执行,4,1.3.5.7
3315,3U8769/70,ERJ,西安,天水,西安,NA,NA,NA,3,.2.4.6.
3316,GS6449/50,ERJ,西安,宜昌,海口,宜昌,西安,或E90执行,3,.2.4.6.
3317,GS7427/8,ERJ,西安,呼和浩特,西安,NA,NA,或E90执行,7,1234567
3318,GS7433/4,ERJ,西安,鄂尔多斯,西安,NA,NA,或E90执行,7,1234567
3319,GS7437/8,ERJ,西安,兰州,嘉峪关,兰州,西安,或E90执行,7,1234567
3320,MU2939/40,ERJ,淮安,西安,淮安,NA,NA,NA,7,1234567
3321,JR1501/2,MA6,西安,延安,西安,NA,NA,NA,7,1234567
3322,JR1503/4,MA6,西安,绵阳,西安,NA,NA,NA,7,1234567
3323,JR1505/6,MA6,西安,太原,西安,NA,NA,NA,7,1234567
3324,JR1509/10,MA6,西安,延安,西安,NA,NA,NA,7,1234567
3325,JR1511/2,MA6,西安,汉中,西安,NA,NA,NA,4,1.3.56.
3326,JR1513/4,MA6,银川,包头,银川,NA,NA,NA,7,1234567
3327,JR1519,MA6,西安,固原,银川,NA,NA,NA,7,1234567
3328,JR1520,MA6,银川,固原,西安,NA,NA,NA,7,1234567
3329,JR1529/30,MA6,西安,太原,西安,NA,NA,NA,7,1234567
3330,GS7525/6,e90,西安,榆林,西安,NA,NA,NA,7,1234567
3331,3U8503/4,319,哈尔滨,徐州,贵阳,徐州,哈尔滨,NA,3,.2.4.6.
3332,3U8587/8,319,哈尔滨,黑河,哈尔滨,NA,NA,NA,3,.2.4.6.
3333,3U8909/10,319,哈尔滨,合肥,贵阳,合肥,哈尔滨,NA,4,1.3.5.7
3334,3U8939/40,319,哈尔滨,海拉尔,哈尔滨,NA,NA,NA,4,1.3.5.7
3335,CZ6223/4,319,哈尔滨,漠河,哈尔滨,NA,NA,或320/M90执行 执行日期0615-1008执行,7,1234567
3336,CZ6247/8,319,哈尔滨,杭州,昆明,杭州,哈尔滨,或320/M90执行,7,1234567
3337,CZ6249/50,319,大庆,西安,成都,西安,大庆,或320/M90执行,3,.2.4.6.
3338,CZ6345/6,319,大连,呼和浩特,银川,呼和浩特,大连,NA,2,..3.5..
3339,CZ6345/6,319,大连,呼和浩特,银川,呼和浩特,大连,NA,2,...4..7
3340,CZ6345/6,319,大连,呼和浩特,银川,呼和浩特,大连,NA,1,1......
3341,CZ6345/6,319,大连,呼和浩特,银川,呼和浩特,大连,或321执行 执行日期0715-0831执行,2,...4..7
3342,CZ6345/6,319,大连,呼和浩特,银川,呼和浩特,大连,或321执行,3,12...6.
3343,CZ6361/2,319,桂林,青岛,沈阳,青岛,桂林,NA,7,1234567
3344,CZ6363/4,319,大连,天津,大连,NA,NA,NA,6,123456
3345,CZ6411/2,319,大连,满洲里,大连,NA,NA,或321执行 执行日期0710-0831执行,2,1...5..
3346,CZ6415/6,319,沈阳,昆明,沈阳,NA,NA,或321/320/M90执行 ,7,1234567
3347,CZ6417/8,319,大连,天津,大连,NA,NA,或321执行,7,1234567
3348,CZ6423/4,319,大连,青岛,西安,青岛,大连,或321执行,5,1.3.567
3349,CZ6423/4,319,大连,青岛,西安,青岛,大连,或321执行,1,...4...
3350,CZ6423/4,319,大连,青岛,西安,青岛,大连,或321执行,1,.2.....
3351,CZ6427/8,319,大连,郑州,昆明,郑州,大连,或321执行 执行日期0327-0714执行,4,1.3.5.7
3352,CZ6429/30,319,大连,合肥,贵阳,合肥,大连,或321执行,2,..3.5..
3353,CZ6429/30,319,大连,合肥,贵阳,合肥,大连,或321执行 执行日期0801-0820执行,1,.....6.
3354,CZ6429/30,319,大连,合肥,贵阳,合肥,大连,或321执行,1,1......
3355,CZ6429/30,319,大连,合肥,贵阳,合肥,大连,或321执行 执行日期0801-0820执行,2,.2.4...
3356,CZ6429/30,319,大连,合肥,贵阳,合肥,大连,或321执行 执行日期0720-0820执行,1,......7
3357,CZ6433/4,319,大连,西安,成都,西安,大连,或321执行,7,1234567
3358,CZ6435/6,319,大连,济南,成都,济南,大连,或321执行,3,.2.4.6.
3359,CZ6435/6,319,大连,济南,成都,济南,大连,或321执行,4,1.3.5.7
3360,CZ6441/2,319,长春,济南,成都,济南,长春,或321/320执行,7,1234567
3361,CZ6449/50,319,大连,济南,兰州,济南,大连,或321执行 执行日期0416-1029执行,1,....5..
3362,CZ6449/50,319,大连,济南,兰州,济南,大连,或321执行,3,.2.4..7
3363,CZ6451/2,319,沈阳,南京,贵阳,南京,沈阳,或321/320/M90执行,7,1234567
3364,CZ6459/60,319,长春,包头,昆明,包头,长春,或321/320执行 执行日期0515-1029执行,2,1.3....
3365,CZ6459/60,319,长春,包头,昆明,包头,长春,或321/320执行 执行日期0515-1029执行,4,.2.456.
3366,CZ6461/2,319,大连,大庆,大连,NA,NA,NA,3,.2..5.7
3367,CZ6467/8,319,大连,常州,昆明,常州,大连,或321执行,3,.2.4.6.
3368,CZ6469/70,319,沈阳,太原,西安,太原,沈阳,或321/320/M90执行,7,1234567
3369,CZ6483/4,319,沈阳,杭州,三亚,杭州,沈阳,或321/320/M90执行,7,1234567
3370,CZ6509/10,319,长春,海拉尔,长春,NA,NA,或321/320执行 执行日期0615-1008执行,7,1234567
3371,CZ6527/8,319,大连,青岛,杭州,青岛,大连,或321执行,2,.2...6.
3372,CZ6527/8,319,大连,青岛,杭州,青岛,大连,或321执行,5,1.345.7
3373,CZ6529/30,319,大连,厦门,大连,NA,NA,NA,2,.2...6.
3374,CZ6529/30,319,大连,厦门,大连,NA,NA,或321执行 执行日期0327-0430;0801-0820执行,3,.2.4.6.
3375,CZ6529/30,319,大连,厦门,大连,NA,NA,或321执行,3,1...5.7
3376,CZ6537/8,319,大连,南京,大连,NA,NA,NA,2,.2.4...
3377,CZ6537/8,319,大连,南京,大连,NA,NA,NA,1,.2.....
3378,CZ6537/8,319,大连,南京,大连,NA,NA,或321执行 执行日期0710-0831执行,2,...4.6.
3379,CZ6537/8,319,大连,南京,大连,NA,NA,或321执行,5,123.5.7
3380,CZ6539/40,319,大连,太原,西宁,太原,大连,NA,2,1...5..
3381,CZ6539/40,319,大连,太原,西宁,太原,大连,执行日期0710-0831执行,1,1......
3382,CZ6539/40,319,大连,太原,西宁,太原,大连,执行日期0710-0831执行,1,....5..
3383,CZ6545/6,319,长春,南京,厦门,南京,长春,或321/320执行,7,1234567
3384,CZ6569/70,319,长春,太原,长春,NA,NA,NA,2,1..4...
3385,CZ6581/2,319,沈阳,南京,南昌,南京,沈阳,或321/M90/320执行,7,1234567
3386,CZ6601/2,319,沈阳,延吉,沈阳,NA,NA,或321/M90/320执行 ,7,1234567
3387,CZ6625/6,319,大连,延吉,大连,NA,NA,或321执行 执行日期0701-0831执行,5,12.456.
3388,CZ6625/6,319,大连,延吉,大连,NA,NA,或321执行 执行日期0701-0831执行,2,..3...7
3389,CZ6635/6,319,大连,天津,大连,NA,NA,或321执行 执行日期0710-0831执行,7,1234567
3390,CZ6643/4,319,长春,延吉,长春,NA,NA,或321/320执行,4,1.3.56.
3391,CZ6663/4,319,沈阳,呼和浩特,银川,呼和浩特,沈阳,NA,4,.2.4.67
3392,CZ6705/6,319,大连,呼和浩特,大连,NA,NA,NA,4,1.3.5.7
3393,CZ6705/6,319,大连,呼和浩特,大连,NA,NA,NA,1,...4...
3394,CZ6705/6,319,大连,呼和浩特,大连,NA,NA,NA,2,1...5..
3395,CZ6705/6,319,大连,呼和浩特,大连,NA,NA,NA,2,.2....7
3396,CZ6705/6,319,大连,呼和浩特,大连,NA,NA,或321执行 执行日期0801-0820执行,2,..3..6.
3397,CZ6709/10,319,大连,青岛,杭州,青岛,大连,或321执行,5,.2.4567
3398,CZ6709/10,319,大连,青岛,杭州,青岛,大连,或321执行,2,1.3....
3399,CZ6977/8,319,大连,太原,大连,NA,NA,或321执行,3,.23..6.
3400,CZ6977/8,319,大连,太原,大连,NA,NA,或321执行 执行日期0416-1029执行,1,......7
3401,CZ6977/8,319,大连,太原,大连,NA,NA,或321执行,3,1..45..
3402,CZ6979/80,319,大连,包头,大连,NA,NA,或321执行 执行日期0710-0831执行,4,1.34.6.
3403,3U8725,320,哈尔滨,武汉,南宁,NA,NA,或321/319执行,7,1234567
3404,3U8726,320,南宁,武汉,哈尔滨,NA,NA,或321/319执行,7,1234567
3405,3U8729/30,320,哈尔滨,宁波,海口,宁波,哈尔滨,"或321/319执行 _x000D_
 执行日期0620-1029执行",7,1234567
3406,3U8969/70,320,哈尔滨,太原,桂林,太原,哈尔滨,"或321/319执行_x000D_
 执行日期0620-1029执行",7,1234567
3407,9C8923/4,320,沈阳,南京,沈阳,NA,NA,NA,7,1234567
3408,9C8925/6,320,沈阳,青岛,沈阳,NA,NA,NA,4,1.3.5.7
3409,9C8925/6,320,沈阳,青岛,沈阳,NA,NA,NA,3,.2.4.6.
3410,9C8951/2,320,沈阳,西安,沈阳,NA,NA,NA,7,1234567
3411,9C8985/6,320,沈阳,石家庄,成都,石家庄,沈阳,NA,7,1234567
3412,CZ3130/29,320,长沙,合肥,沈阳,合肥,长沙,或321执行,3,.2.4.6.
3413,CZ3659/60,320,长沙,南京,沈阳,南京,长沙,或321执行,4,1.3.5.7
3414,CZ3983,320,张家界,长沙,青岛,沈阳,NA,或321执行,7,1234567
3415,CZ3984,320,沈阳,青岛,长沙,张家界,NA,或321执行,7,1234567
3416,CZ6221/2,320,大庆,海拉尔,大庆,NA,NA,NA,3,.2.4.6.
3417,CZ6241/2,320,哈尔滨,威海,哈尔滨,NA,NA,或319/M90执行 执行日期0715-0831执行,4,.2.4.67
3418,CZ6255/6,320,哈尔滨,西安,成都,西安,哈尔滨,或319/M90执行,4,1.3.5.7
3419,CZ6269/70,320,哈尔滨,西安,重庆,西安,哈尔滨,或319/M90执行,7,1234567
3420,CZ6293/4,320,哈尔滨,鸡西,哈尔滨,NA,NA,NA,7,1234567
3421,CZ6363/4,320,大连,天津,大连,NA,NA,NA,1,......7
3422,CZ6405/6,320,沈阳,重庆,沈阳,NA,NA,NA,7,1234567
3423,CZ6407/8,320,沈阳,常州,温州,常州,沈阳,NA,3,.2.4.6.
3424,CZ6409/10,320,沈阳,成都,沈阳,NA,NA,或319/M90/321执行,7,1234567
3425,CZ6409/20,320,沈阳,威海,沈阳,NA,NA,NA,7,1234567
3426,CZ6419/20,320,沈阳,威海,沈阳,NA,NA,NA,4,.23.56.
3427,CZ6451/2,320,沈阳,南京,沈阳,NA,NA,NA,7,1234567
3428,CZ6453/4,320,沈阳,济南,贵阳,济南,沈阳,NA,4,1.3.5.7
3429,CZ6455/6,320,沈阳,南京,沈阳,NA,NA,NA,7,1234567
3430,CZ6457/8,320,沈阳,青岛,沈阳,NA,NA,NA,7,1234567
3431,CZ6459/60,320,长春,重庆,昆明,重庆,长春,NA,7,1234567
3432,CZ6495/6,320,沈阳,青岛,沈阳,NA,NA,NA,7,1234567
3433,CZ6515/6,320,沈阳,西安,沈阳,NA,NA,NA,7,1234567
3434,CZ6515/6,320,沈阳,太原,西安,太原,沈阳,或321/M90/319执行,7,1234567
3435,CZ6519/20,320,沈阳,杭州,沈阳,NA,NA,或321/M90/319执行,7,1234567
3436,CZ6529/30,320,大连,厦门,大连,NA,NA,NA,1,..3....
3437,CZ6569,320,长春,太原,西安,NA,NA,或321/319执行,7,1234567
3438,CZ6570,320,西安,太原,长春,NA,NA,或321/319执行,7,1234567
3439,CZ6615/6,320,沈阳,青岛,沈阳,NA,NA,或321/M90/319执行 执行日期0721-1007执行,7,1234567
3440,CZ6641/2,320,长春,延吉,长春,NA,NA,或319/321执行,7,1234567
3441,CZ6653/4,320,沈阳,烟台,长沙,烟台,沈阳,NA,7,1234567
3442,CZ6663/4,320,沈阳,呼和浩特,银川,呼和浩特,沈阳,NA,3,1.3.5..
3443,ZH9149/50,320,重庆,郑州,沈阳,郑州,重庆,NA,7,1234567
3444,ZH9161/2,320,重庆,石家庄,大连,石家庄,重庆,NA,7,1234567
3445,ZH9225/6,320,南京,大连,南京,NA,NA,执行日期0501-1029执行,7,1234567
3446,ZH9401/2,320,沈阳,青岛,沈阳,NA,NA,NA,7,1234567
3447,ZH9427/8,320,沈阳,太原,沈阳,NA,NA,NA,7,1234567
3448,ZH9431/2,320,哈尔滨,沈阳,哈尔滨,NA,NA,NA,7,1234567
3449,ZH9447/8,320,沈阳,西安,兰州,西安,沈阳,NA,3,.2.4.6.
3450,ZH9449,320,沈阳,西安,西宁,NA,NA,或738/733执行,4,1.3.5.7
3451,ZH9450,320,西宁,西安,沈阳,NA,NA,或738/733执行,4,1.3.5.7
3452,ZH9451/2,320,沈阳,成都,沈阳,NA,NA,NA,7,1234567
3453,ZH9455/6,320,沈阳,海拉尔,沈阳,NA,NA,执行日期0701-1029执行,7,1234567
3454,ZH9465/6,320,大连,郑州,贵阳,郑州,大连,执行日期0501-1029执行,7,1234567
3455,ZH9491/2,320,沈阳,温州,三亚,温州,沈阳,NA,7,1234567
3456,CZ6403/4,321,沈阳,重庆,昆明,重庆,沈阳,或319/M90/320执行,6,12345.7
3457,CZ6403/4,321,沈阳,重庆,昆明,重庆,沈阳,或319/M90/320执行,1,.....6.
3458,CZ6425/6,321,大连,重庆,昆明,重庆,大连,NA,3,.2.4.6.
3459,CZ6425/6,321,大连,重庆,昆明,重庆,大连,或319执行,4,1.3.5.7
3460,CZ6427/8,321,大连,郑州,昆明,郑州,大连,或319执行 执行日期0416-1029执行,3,.2.4.6.
3461,CZ6497/8,321,沈阳,杭州,沈阳,NA,NA,或320/MD90/319执行 执行日期0721-1007执行,7,1234567
3462,CZ6557,321,长春,白山,NA,NA,NA,或320/319执行,7,1234567
3463,CZ6558,321,白山,长春,NA,NA,NA,或320/319执行,7,1234567
3464,CZ6579/80,321,大连,太原,重庆,太原,大连,或319执行,5,12.456.
3465,CZ6579/80,321,大连,太原,重庆,太原,大连,或319执行 执行日期0416-1029执行,1,......7
3466,CZ6579/80,321,大连,太原,重庆,太原,大连,或319执行 执行日期0720-0820执行,1,..3....
3467,CZ6643/4,321,长春,延吉,长春,NA,NA,或320/319执行,1,.2.....
3468,CZ6439/40,733,成都,郑州,沈阳,郑州,成都,NA,2,1...5..
3469,CZ6439/40,737,成都,郑州,沈阳,郑州,成都,NA,5,1.34.67
3470,HU7349/50,737,重庆,济南,大连,济南,重庆,NA,7,1234567
3471,HU7727/8,737,南京,大连,南京,NA,NA,NA,2,...4..7
3472,ZH9409/10,737,沈阳,呼和浩特,成都,呼和浩特,沈阳,NA,7,1234567
3473,ZH9515/6,737,沈阳,无锡,厦门,无锡,沈阳,NA,7,1234567
3474,CZ3621/2,738,武汉,济南,沈阳,济南,武汉,或73G执行,4,1.3.5.7
3475,CZ3621/2,738,武汉,济南,沈阳,济南,武汉,或73G执行,3,.2.4.6.
3476,HU7063,738,太原,大连,NA,NA,NA,执行日期0701-1029执行,7,1234567
3477,HU7064,738,大连,太原,NA,NA,NA,执行日期0701-1029执行,7,1234567
3478,HU7173,738,大连,呼和浩特,NA,NA,NA,或B734/B733执行 执行日期0701-1029执行,4,.23.5.7
3479,HU7173,738,大连,呼和浩特,NA,NA,NA,或B734/B733执行 执行日期0801-0820执行,3,1..4.6.
3480,HU7174,738,呼和浩特,大连,NA,NA,NA,或B734/B733执行 执行日期0701-1029执行,4,.23.5.7
3481,HU7174,738,呼和浩特,大连,NA,NA,NA,或B734/B733执行 执行日期0801-0820执行,3,1..4.6.
3482,HU7321,738,厦门,鄂尔多斯,沈阳,NA,NA,NA,3,.2.4.6.
3483,HU7322,738,沈阳,鄂尔多斯,厦门,NA,NA,NA,3,.2.4.6.
3484,HU7397,738,大连,长沙,南宁,NA,NA,执行日期0327-0430执行,1,....5..
3485,HU7397,738,大连,长沙,南宁,NA,NA,执行日期0801-0820执行,2,..3...7
3486,HU7397,738,大连,长沙,南宁,NA,NA,执行日期0327-0430 0701-1029执行,1,1......
3487,HU7397,738,大连,长沙,南宁,NA,NA,执行日期0801-0820执行,1,.....6.
3488,HU7397,738,大连,长沙,南宁,NA,NA,执行日期0327-0430 0701-1029执行,2,.2.4...
3489,HU7398,738,南宁,长沙,大连,NA,NA,执行日期0801-0820执行,3,..3..67
3490,HU7398,738,南宁,长沙,大连,NA,NA,执行日期0327-0430 0701-1029执行,3,12.4...
3491,HU7398,738,南宁,长沙,大连,NA,NA,执行日期0327-0430执行,1,....5..
3492,HU7683/4,738,大连,南京,大连,NA,NA,NA,5,.23.567
3493,HU7683/4,738,大连,南京,大连,NA,NA,执行日期0601-1029执行,2,1..4...
3494,HU7687,738,大连,西安,贵阳,NA,NA,NA,7,1234567
3495,HU7688,738,贵阳,西安,大连,NA,NA,NA,7,1234567
3496,ZH9351/2,738,南京,大连,南京,NA,NA,NA,7,1234567
3497,ZH9429/30,738,济南,大连,济南,NA,NA,NA,7,1234567
3498,SC4823/4,CR2,大连,烟台,武汉,烟台,大连,或B738执行,7,1234567
3499,GS7577/8,ERJ,大连,威海,大连,NA,NA,或E90执行,7,1234567
3500,CZ6259,M90,哈尔滨,青岛,温州,厦门,NA,或320/319执行 执行日期0502-1029执行,7,1234567
3501,CZ6260,M90,厦门,温州,青岛,哈尔滨,NA,或320/319执行 执行日期0502-1029执行,7,1234567
3502,CZ6303/4,M90,沈阳,深圳,沈阳,NA,NA,或321/319/320执行,7,1234567
3503,CZ6311/2,M90,沈阳,青岛,深圳,青岛,沈阳,NA,7,1234567
3504,CZ6401/2,M90,沈阳,西安,成都,西安,沈阳,或321/319/320执行,7,1234567
3505,CZ6517/8,M90,沈阳,厦门,海口,厦门,沈阳,或321/319/320执行,7,1234567
3506,BK2841/2,MA6,哈尔滨,黑河,漠河,黑河,哈尔滨,NA,7,1234567
3507,BK2867,MA6,沈阳,大连,烟台,NA,NA,NA,7,1234567
3508,BK2868,MA6,烟台,大连,沈阳,NA,NA,NA,7,1234567
3509,BK2869,MA6,沈阳,大连,威海,NA,NA,NA,7,1234567
3510,BK2870,MA6,威海,大连,沈阳,NA,NA,NA,7,1234567
3511,BK2805/6,ma6,哈尔滨,佳木斯,哈尔滨,NA,NA,NA,7,1234567
3512,BK2807/8,ma6,哈尔滨,牡丹江,哈尔滨,NA,NA,NA,7,1234567
3513,BK2809/10,ma6,哈尔滨,伊春,哈尔滨,NA,NA,NA,7,1234567
3514,BK2897/8,ma6,哈尔滨,鸡西,哈尔滨,NA,NA,NA,7,1234567
3515,3U8577/8,319,乌鲁木齐,喀什,乌鲁木齐,NA,NA,"或320执行_x000D_
 执行日期0601-1029执行",7,1234567
3516,3U8581/2,319,乌鲁木齐,伊宁,乌鲁木齐,NA,NA,"或320执行_x000D_
 执行日期0601-1029执行",7,1234567
3517,CZ6479/80,319,沈阳,乌鲁木齐,沈阳,NA,NA,执行日期0801-0908 或A320执行,3,.2.4.6.
3518,CZ6491/2,319,沈阳,兰州,乌鲁木齐,兰州,沈阳,或321/320/M90执行,7,1234567
3519,CZ6953/4,319,大连,石家庄,乌鲁木齐,石家庄,大连,或321/752/73G执行,6,0.234567
3520,CZ6953/4,319,大连,石家庄,乌鲁木齐,石家庄,大连,或321/752/73G执行 执行日期0416-1029执行,1,1......
3521,JD5229/30,319,乌鲁木齐,喀什,乌鲁木齐,NA,NA,或320执行 旅游包机,6,12345.7
3522,JD5229/30,319,乌鲁木齐,喀什,乌鲁木齐,NA,NA,或320执行 旅游包机,1,.....6.
3523,JD5635/6,319,乌鲁木齐,喀什,乌鲁木齐,NA,NA,或320执行 旅游包机 执行日期0501-1029执行,7,1234567
3524,CZ3629/30,320,长沙,西宁,乌鲁木齐,西宁,长沙,或321执行,7,1234567
3525,CZ6171/2,320,长春,太原,乌鲁木齐,太原,长春,或321/319执行 执行日期0801-1029执行,2,.2...6.
3526,CZ6171/2,320,长春,太原,乌鲁木齐,太原,长春,或321/319执行 执行日期0706-0731执行,1,......7
3527,CZ6171/2,320,长春,太原,乌鲁木齐,太原,长春,或321/319执行 执行日期0706-0731执行,3,.2.4.6.
3528,CZ6181/2,320,长春,呼和浩特,乌鲁木齐,呼和浩特,长春,或321/319执行 执行日期0706-1029执行,3,1.3.5..
3529,CZ6285/6,320,哈尔滨,济南,乌鲁木齐,济南,哈尔滨,或319/M90执行,7,1234567
3530,CZ6307/8,321,乌鲁木齐,重庆,三亚,重庆,乌鲁木齐,或A320执行 执行日期：0601-1029执行,7,1234567
3531,CZ6317/8,733,郑州,哈密,乌鲁木齐,哈密,郑州,NA,2,..3...7
3532,CZ6925,737,库尔勒,乌鲁木齐,成都,NA,NA,或752执行 执行日期0701-0814执行,2,.2.4...
3533,CZ6926,737,成都,乌鲁木齐,库尔勒,NA,NA,或752执行 执行日期0701-0814执行,2,.2.4...
3534,CZ3169/70,738,武汉,乌鲁木齐,武汉,NA,NA,或73G执行 执行日期0701-1029执行,3,.2.4.6.
3535,CZ3169/70,738,武汉,乌鲁木齐,武汉,NA,NA,或73G执行,4,1.3.5.7
3536,CZ6037/8,738,乌鲁木齐,重庆,南宁,重庆,乌鲁木齐,或73G执行,7,1234567
3537,CZ6645/6,738,郑州,乌鲁木齐,郑州,NA,NA,执行日期：0601-1029,2,.2..5..
3538,CZ6645/6,738,郑州,乌鲁木齐,郑州,NA,NA,执行日期0701-1029执行,2,..3...7
3539,CZ6645/6,738,郑州,乌鲁木齐,郑州,NA,NA,NA,3,1..4.6.
3540,CZ6939/40,738,乌鲁木齐,西安,武汉,西安,乌鲁木齐,或73G/752/ERJ执行,7,1234567
3541,FM9223/4,738,乌鲁木齐,和田,乌鲁木齐,NA,NA,执行日期0601-1029执行,7,1234567
3542,HU7367/8,738,乌鲁木齐,成都,乌鲁木齐,NA,NA,NA,4,1.3.5.7
3543,HU7367/8,738,乌鲁木齐,成都,乌鲁木齐,NA,NA,执行日期0601-1029执行,3,.2.4.6.
3544,HU7633,738,乌鲁木齐,喀什,NA,NA,NA,NA,7,1234567
3545,HU7634,738,喀什,乌鲁木齐,NA,NA,NA,NA,7,1234567
3546,HU7671,738,乌鲁木齐,太原,南京,NA,NA,执行日期0701-1029执行,4,1.3.5.7
3547,HU7671,738,乌鲁木齐,太原,南京,NA,NA,执行日期0701-1029执行,3,.2.4.6.
3548,HU7672,738,南京,太原,乌鲁木齐,NA,NA,执行日期0701-1029执行,4,1.3.5.7
3549,HU7672,738,南京,太原,乌鲁木齐,NA,NA,执行日期0701-1029执行,3,.2.4.6.
3550,HU7673,738,乌鲁木齐,银川,济南,NA,NA,执行日期0615-1029执行,7,1234567
3551,HU7674,738,济南,银川,乌鲁木齐,NA,NA,执行日期0615-1029执行,7,1234567
3552,HU7693/4,738,厦门,郑州,乌鲁木齐,郑州,厦门,NA,7,1234567
3553,HU7739,738,乌鲁木齐,喀什,NA,NA,NA,执行日期0701-1029执行,7,1234567
3554,HU7740,738,喀什,乌鲁木齐,NA,NA,NA,执行日期0701-1029执行,7,1234567
3555,HU7747,738,乌鲁木齐,喀什,NA,NA,NA,NA,7,1234567
3556,HU7748,738,喀什,乌鲁木齐,NA,NA,NA,NA,7,1234567
3557,HU7759,738,乌鲁木齐,武汉,温州,NA,NA,NA,7,1234567
3558,HU7760,738,温州,武汉,乌鲁木齐,NA,NA,NA,7,1234567
3559,HU7769,738,乌鲁木齐,喀什,NA,NA,NA,执行日期0701-1029执行,7,1234567
3560,HU7770,738,喀什,乌鲁木齐,NA,NA,NA,执行日期0701-1029执行,7,1234567
3561,HU7791/2,738,乌鲁木齐,兰州,合肥,兰州,乌鲁木齐,执行日期0811-1029,3,..3.5.7
3562,HU7809/10,738,乌鲁木齐,西安,长沙,西安,乌鲁木齐,NA,7,1234567
3563,HU7813,738,乌鲁木齐,西安,杭州,NA,NA,NA,7,1234567
3564,HU7814,738,杭州,西安,乌鲁木齐,NA,NA,NA,7,1234567
3565,HU7815,738,乌鲁木齐,郑州,大连,NA,NA,执行日期0701-1029执行,7,1234567
3566,HU7816,738,大连,郑州,乌鲁木齐,NA,NA,执行日期0701-1029执行,7,1234567
3567,HU7833,738,乌鲁木齐,杭州,NA,NA,NA,NA,7,1234567
3568,HU7834,738,杭州,乌鲁木齐,NA,NA,NA,NA,7,1234567
3569,HU7839,738,乌鲁木齐,西宁,合肥,NA,NA,执行日期0730-0810执行,7,1234567
3570,HU7839/40,738,乌鲁木齐,西宁,合肥,西宁,乌鲁木齐,执行日期0811-1029,4,12.4.6.
3571,HU7840,738,合肥,西宁,乌鲁木齐,NA,NA,执行日期0730-0810执行,7,1234567
3572,HU7893,738,乌鲁木齐,重庆,福州,NA,NA,NA,7,1234567
3573,HU7894,738,福州,重庆,乌鲁木齐,NA,NA,NA,7,1234567
3574,CZ3693/4,73G,贵阳,成都,乌鲁木齐,成都,贵阳,或738执行,7,1234567
3575,CZ6305/6,73G,乌鲁木齐,西安,合肥,西安,乌鲁木齐,或752执行 执行日期0701-1029执行,3,..3.5.7
3576,CZ6305/6,73G,乌鲁木齐,西安,合肥,西安,乌鲁木齐,或752执行,4,12.4.6.
3577,CZ6611/2,73G,乌鲁木齐,布尔津,乌鲁木齐,NA,NA,或ERJ/AT7执行 执行日期0615-1010执行,7,1234567
