"","flight","plane","city1","city2","city3","city4","city5","remarks","flight_account","city1_2"
"5","JD5275","319","南京","石家庄","呼和浩特",NA,NA,"或320/321/330执行待航线走向批复后执行","7","南京石家庄"
"6","JD5276","319","呼和浩特","石家庄","南京",NA,NA,"或320/321/330执行待航线走向批复后执行","7","呼和浩特石家庄"
"7","JD5339","319","厦门","武汉","呼和浩特",NA,NA,"或320/321/330执行","7","厦门武汉"
"8","JD5340","319","呼和浩特","武汉","厦门",NA,NA,"或320/321/330执行","7","呼和浩特武汉"
"11","JD5367","319","海口","宜昌","呼和浩特",NA,NA,"或320/321/330执行待航线走向批复后执行","3","海口宜昌"
"12","JD5368","319","呼和浩特","宜昌","海口",NA,NA,"或320/321/330执行待航线走向批复后执行","3","呼和浩特宜昌"
"14","JD5399","319","包头","郑州","三亚",NA,NA,"或320/321/330执行","7","包头郑州"
"15","JD5400","319","三亚","郑州","包头",NA,NA,"或320/321/330执行","4","三亚郑州"
"16","JD5400","319","三亚","郑州","包头",NA,NA,"或320/321/330执行","3","三亚郑州"
"19","JD5601","319","呼和浩特","南昌","海口",NA,NA,"或320/321/330执行","2","呼和浩特南昌"
"20","JD5601","319","呼和浩特","南昌","海口",NA,NA,"或320/321/330执行","2","呼和浩特南昌"
"21","JD5602","319","海口","南昌","呼和浩特",NA,NA,"或320/321/330执行","4","海口南昌"
"24","JD5633","319","杭州","郑州","呼和浩特",NA,NA,"或320/321/330执行","4","杭州郑州"
"25","JD5633","319","杭州","郑州","呼和浩特",NA,NA,"或320/321/330执行","3","杭州郑州"
"26","JD5634","319","呼和浩特","郑州","杭州",NA,NA,"或320/321/330执行","4","呼和浩特郑州"
"27","JD5634","319","呼和浩特","郑州","杭州",NA,NA,"或320/321/330执行","1","呼和浩特郑州"
"28","JD5634","319","呼和浩特","郑州","杭州",NA,NA,"或320/321/330执行","2","呼和浩特郑州"
"29","JD5643","319","桂林","郑州","呼和浩特",NA,NA,"或320/321/330执行","4","桂林郑州"
"30","JD5644","319","呼和浩特","郑州","桂林",NA,NA,"或320/321/330执行","4","呼和浩特郑州"
"43","9C8665","320","石家庄","淮安","温州",NA,NA,NA,"7","石家庄淮安"
"44","9C8666","320","温州","淮安","石家庄",NA,NA,NA,"7","温州淮安"
"45","9C8681","320","石家庄","南昌","揭阳",NA,NA,NA,"7","石家庄南昌"
"46","9C8682","320","揭阳","南昌","石家庄",NA,NA,NA,"7","揭阳南昌"
"83","GS6509","320","天津","武汉","三亚",NA,NA,"或333/332/E90执行","7","天津武汉"
"84","GS6510","320","三亚","武汉","天津",NA,NA,"或333/332/E90执行","7","三亚武汉"
"85","GS6579","320","海口","长沙","天津",NA,NA,"或333/332/E90执行","6","海口长沙"
"86","GS6579","320","海口","长沙","天津",NA,NA,"或E90/EM4执行","1","海口长沙"
"87","GS6580","320","天津","长沙","海口",NA,NA,"或333/332/E90执行","7","天津长沙"
"90","GS6669","320","济南","呼和浩特","海拉尔",NA,NA,NA,"7","济南呼和浩特"
"91","GS6670","320","海拉尔","呼和浩特","济南",NA,NA,NA,"7","海拉尔呼和浩特"
"92","GS7497","320","乌鲁木齐","西安","天津",NA,NA,"或333/332/E90/EM4执行","1","乌鲁木齐西安"
"93","GS7497","320","乌鲁木齐","西安","天津",NA,NA,"或333/332/E90/EM4执行","6","乌鲁木齐西安"
"94","GS7498","320","天津","西安","乌鲁木齐",NA,NA,"或333/332/E90/EM4执行","1","天津西安"
"95","GS7498","320","天津","西安","乌鲁木齐",NA,NA,"或333/332/E90/EM4执行","6","天津西安"
"96","GS7655","320","西安","呼和浩特","海拉尔",NA,NA,"或333/332/E90执行","7","西安呼和浩特"
"97","GS7656","320","海拉尔","呼和浩特","西安",NA,NA,"或333/332/E90执行","7","海拉尔呼和浩特"
"98","GS7815","320","天津","青岛","温州",NA,NA,"或333/332/E90执行","7","天津青岛"
"99","GS7816","320","温州","青岛","天津",NA,NA,"或333/332/E90执行","7","温州青岛"
"100","GS7839","320","天津","乌鲁木齐","和田",NA,NA,NA,"7","天津乌鲁木齐"
"101","GS7840","320","和田","乌鲁木齐","天津",NA,NA,NA,"7","和田乌鲁木齐"
"106","GS7857","320","天津","西安","昆明",NA,NA,"或333/332/E90执行","4","天津西安"
"107","GS7858","320","昆明","西安","天津",NA,NA,"或333/332/E90执行","4","昆明西安"
"108","GS7859","320","天津","武汉","三亚",NA,NA,"或333/332/E90执行","1","天津武汉"
"109","GS7859","320","天津","武汉","三亚",NA,NA,"或333/332/E90执行","6","天津武汉"
"110","GS7860","320","三亚","武汉","天津",NA,NA,"或333/332/E90执行","7","三亚武汉"
"121","GS7901","320","天津","西安","贵阳",NA,NA,"或333/332/E90执行","3","天津西安"
"122","GS7902","320","贵阳","西安","天津",NA,NA,"或333/332/E90执行","3","贵阳西安"
"125","GS7930","320","贵阳","西安","天津",NA,NA,"或333/332/E90执行","7","贵阳西安"
"139","BK2811","737","天津","长沙","昆明",NA,NA,NA,"4","天津长沙"
"140","BK2812","737","昆明","长沙","天津",NA,NA,NA,"4","昆明长沙"
"146","BK2823","737","天津","西安","南宁",NA,NA,NA,"7","天津西安"
"147","BK2824","737","南宁","西安","天津",NA,NA,NA,"7","南宁西安"
"151","BK2835","737","天津","宁波","三亚",NA,NA,NA,"4","天津宁波"
"152","BK2836","737","三亚","宁波","天津",NA,NA,NA,"4","三亚宁波"
"157","BK2859","737","天津","深圳","百色",NA,NA,"待航路走向批复后执行","2","天津深圳"
"158","BK2860","737","百色","深圳","天津",NA,NA,"待航路走向批复后执行","2","百色深圳"
"161","BK2931","737","天津","长沙","湛江",NA,NA,NA,"4","天津长沙"
"162","BK2931","737","天津","长沙","湛江",NA,NA,NA,"3","天津长沙"
"163","BK2932","737","湛江","长沙","天津",NA,NA,NA,"4","湛江长沙"
"164","BK2932","737","湛江","长沙","天津",NA,NA,NA,"3","湛江长沙"
"165","BK2945","737","天津","深圳","海口",NA,NA,NA,"3","天津深圳"
"166","BK2946","737","海口","深圳","天津",NA,NA,NA,"3","海口深圳"
"167","BK2965","737","天津","西宁","乌鲁木齐",NA,NA,"执行日期0327-0630执行","1","天津西宁"
"168","BK2965","737","天津","西宁","乌鲁木齐",NA,NA,"执行日期0327-0630执行","3","天津西宁"
"169","BK2966","737","乌鲁木齐","西宁","天津",NA,NA,"执行日期0327-0630执行","3","乌鲁木齐西宁"
"170","BK2966","737","乌鲁木齐","西宁","天津",NA,NA,"执行日期0327-0630执行","1","乌鲁木齐西宁"
"171","BK3001","737","天津","南京","桂林",NA,NA,NA,"3","天津南京"
"172","BK3002","737","桂林","南京","天津",NA,NA,NA,"3","桂林南京"
"173","BK3017","737","天津","淮安","昆明",NA,NA,"待航路走向批复后执行","3","天津淮安"
"174","BK3018","737","昆明","淮安","天津",NA,NA,"待航路走向批复后执行","3","昆明淮安"
"175","BK3029","737","天津","张家界","南宁",NA,NA,"待航路走向批复后执行","4","天津张家界"
"176","BK3030","737","南宁","张家界","天津",NA,NA,"待航路走向批复后执行","4","南宁张家界"
"177","BK3035","737","天津","南通","三亚",NA,NA,"待航路走向批复后执行","3","天津南通"
"178","BK3036","737","三亚","南通","天津",NA,NA,"待航路走向批复后执行","3","三亚南通"
"189","CA1481","737","天津","运城","昆明",NA,NA,"待航线走向批复后执行 或738执行","2","天津运城"
"190","CA1482","737","昆明","运城","天津",NA,NA,"待航线走向批复后执行 或738执行","2","昆明运城"
"277","CA1211/2","738","北京首都","呼和浩特","北京首都",NA,NA,NA,"6","北京首都呼和浩特"
"302","CA1265","738","天津","呼和浩特","乌鲁木齐",NA,NA,"或73G执行","7","天津呼和浩特"
"303","CA1266","738","乌鲁木齐","呼和浩特","天津",NA,NA,"或73G执行","7","乌鲁木齐呼和浩特"
"334","CA1633/4","738","北京首都","呼和浩特","北京首都",NA,NA,NA,"3","北京首都呼和浩特"
"376","HU7295","738","太原","合肥","厦门",NA,NA,NA,"4","太原合肥"
"377","HU7296","738","厦门","合肥","太原",NA,NA,NA,"4","厦门合肥"
"378","HU7333","738","太原","长沙","福州",NA,NA,NA,"7","太原长沙"
"379","HU7334","738","福州","长沙","太原",NA,NA,NA,"7","福州长沙"
"380","HU7355","738","太原","长治","厦门",NA,NA,"待航路走向批复后执行","3","太原长治"
"381","HU7356","738","厦门","长治","太原",NA,NA,"待航路走向批复后执行","3","厦门长治"
"391","HU7657/8","738","北京首都","呼和浩特","北京首都",NA,NA,NA,"7","北京首都呼和浩特"
"400","KN2287","738","北京南苑","乌兰浩特","海拉尔",NA,NA,"待航线走向批复后执行","4","北京南苑乌兰浩特"
"401","KN2287","738","北京南苑","乌兰浩特","海拉尔",NA,NA,"待航线走向批复后执行","3","北京南苑乌兰浩特"
"402","KN2288","738","海拉尔","乌兰浩特","北京南苑",NA,NA,"待航线走向批复后执行","4","海拉尔乌兰浩特"
"403","KN2288","738","海拉尔","乌兰浩特","北京南苑",NA,NA,"待航线走向批复后执行","3","海拉尔乌兰浩特"
"450","MF8139","738","天津","厦门","海口",NA,NA,"或B73G/752执行 与CZ5085/NS8139代码共享","7","天津厦门"
"451","MF8140","738","海口","厦门","天津",NA,NA,"或B73G/752执行 与CZ5086/NS8140代码共享","7","海口厦门"
"452","MF8331","738","天津","福州","南宁",NA,NA,"或B73G/752执行 与CZ5235/NS8331代码共享","7","天津福州"
"453","MF8332","738","南宁","福州","天津",NA,NA,"或B73G/752执行 与CZ5236/NS8332代码共享","7","南宁福州"
"458","MF8457","738","天津","杭州","贵阳",NA,NA,"或B73G/752执行 与CZ5357/NS8457代码共享","7","天津杭州"
"459","MF8458","738","贵阳","杭州","天津",NA,NA,"或B73G/752执行 与CZ5358/NS8458代码共享","2","贵阳杭州"
"460","MF8458","738","贵阳","杭州","天津",NA,NA,"或B73G/752执行 与CZ5358/NS8458代码共享","1","贵阳杭州"
"461","MF8458","738","贵阳","杭州","天津",NA,NA,"或B73G/752执行 与CZ5358/NS8458代码共享","4","贵阳杭州"
"462","MF8459","738","天津","西安","重庆",NA,NA,"或B73G/752执行 与CZ5359/NS8459代码共享","7","天津西安"
"463","MF8460","738","重庆","西安","天津",NA,NA,"或B73G/752执行 与CZ5360/NS8460代码共享","7","重庆西安"
"476","MU2437","738","太原","武汉","厦门",NA,NA,"执行日期0327-1029执行","7","太原武汉"
"477","MU2438","738","厦门","武汉","太原",NA,NA,"执行日期0327-1029执行","7","厦门武汉"
"485","MU5399","738","太原","武汉","福州",NA,NA,"执行日期0327-1029执行","4","太原武汉"
"486","MU5400","738","福州","武汉","太原",NA,NA,"执行日期0327-1029执行","4","福州武汉"
"487","MU5681","738","太原","长沙","海口",NA,NA,"执行日期0411-1029执行；执行日期4.11-10.29执行","7","太原长沙"
"488","MU5682","738","海口","长沙","太原",NA,NA,"执行日期0411-1029执行；执行日期4.11-10.29执行","7","海口长沙"
"493","NS3225","738","石家庄","南京","厦门",NA,NA,"或73G/E90执行;同MF7023、CZ9871代码共享","7","石家庄南京"
"494","NS3226","738","厦门","南京","石家庄",NA,NA,"或73G/E90执行;同MF7024、CZ9872代码共享","7","厦门南京"
"495","NS3241","738","石家庄","重庆","南宁",NA,NA,"或73G/E90执行;同MF7031、CZ9873代码共享","7","石家庄重庆"
"496","NS3242","738","南宁","重庆","石家庄",NA,NA,"或73G/E90执行;同MF7032、CZ9874代码共享","7","南宁重庆"
"497","NS3243","738","石家庄","南京","福州",NA,NA,"或73G/E90执行;同MF7033代码共享","7","石家庄南京"
"498","NS3244","738","福州","南京","石家庄",NA,NA,"或73G/E90执行;同MF7034代码共享","7","福州南京"
"499","NS3245","738","石家庄","呼和浩特","满洲里",NA,NA,NA,"4","石家庄呼和浩特"
"500","NS3245","738","石家庄","呼和浩特","满洲里",NA,NA,NA,"4","石家庄呼和浩特"
"501","NS3246","738","满洲里","呼和浩特","石家庄",NA,NA,NA,"4","满洲里呼和浩特"
"502","NS3246","738","满洲里","呼和浩特","石家庄",NA,NA,NA,"4","满洲里呼和浩特"
"505","NS3299","738","石家庄","长沙","海口",NA,NA,"或73G/E90执行;同MF7063、CZ9885代码共享","7","石家庄长沙"
"506","NS3300","738","海口","长沙","石家庄",NA,NA,"或73G/E90执行;同MF7064、CZ9886代码共享","7","海口长沙"
"507","NS3301","738","石家庄","桂林","三亚",NA,NA,"或73G/E90执行;同MF7065、CZ9879代码共享;待航线走向批复后执行","3","石家庄桂林"
"508","NS3301","738","石家庄","桂林","三亚",NA,NA,"或73G/E90执行;同MF7065、CZ9879代码共享;待航线走向批复后执行","4","石家庄桂林"
"509","NS3302","738","三亚","桂林","石家庄",NA,NA,"或73G/E90执行;同MF7066、CZ9880代码共享;待航线走向批复后执行","7","三亚桂林"
"516","CA1417","73G","天津","贵阳","丽江",NA,NA,"或738执行","7","天津贵阳"
"517","CA1418","73G","丽江","贵阳","天津",NA,NA,"或738执行","7","丽江贵阳"
"524","NS3227","73G","石家庄","南宁","海口",NA,NA,"或738/E90执行;同MF7025、CZ9887代码共享","7","石家庄南宁"
"525","NS3228","73G","海口","南宁","石家庄",NA,NA,"或738/E90执行;同MF7026、CZ9888代码共享","7","海口南宁"
"543","G52669","CR9","天津","固原","银川",NA,NA,NA,"7","天津固原"
"544","G52670","CR9","银川","固原","天津",NA,NA,NA,"7","银川固原"
"547","G52717","CR9","呼和浩特","阿尔山","哈尔滨",NA,NA,NA,"4","呼和浩特阿尔山"
"548","G52718","CR9","哈尔滨","阿尔山","呼和浩特",NA,NA,NA,"4","哈尔滨阿尔山"
"549","G52719","CR9","呼和浩特","锡林浩特","哈尔滨",NA,NA,NA,"3","呼和浩特锡林浩特"
"550","G52720","CR9","哈尔滨","锡林浩特","呼和浩特",NA,NA,NA,"3","哈尔滨锡林浩特"
"551","G52729","CR9","呼和浩特","通辽","满洲里",NA,NA,NA,"4","呼和浩特通辽"
"552","G52730","CR9","满洲里","通辽","呼和浩特",NA,NA,NA,"4","满洲里通辽"
"553","G52733","CR9","呼和浩特","乌兰浩特","沈阳",NA,NA,NA,"2","呼和浩特乌兰浩特"
"554","G52733","CR9","呼和浩特","乌兰浩特","沈阳",NA,NA,NA,"1","呼和浩特乌兰浩特"
"555","G52733","CR9","呼和浩特","乌兰浩特","沈阳",NA,NA,NA,"4","呼和浩特乌兰浩特"
"556","G52734","CR9","沈阳","乌兰浩特","呼和浩特",NA,NA,NA,"2","沈阳乌兰浩特"
"557","G52734","CR9","沈阳","乌兰浩特","呼和浩特",NA,NA,NA,"4","沈阳乌兰浩特"
"558","G52734","CR9","沈阳","乌兰浩特","呼和浩特",NA,NA,NA,"1","沈阳乌兰浩特"
"563","G52743","CR9","呼和浩特","乌兰浩特","阿尔山",NA,NA,NA,"4","呼和浩特乌兰浩特"
"564","G52744","CR9","阿尔山","乌兰浩特","呼和浩特",NA,NA,NA,"4","阿尔山乌兰浩特"
"569","G52753","CR9","呼和浩特","海拉尔","加格达奇",NA,NA,NA,"7","呼和浩特海拉尔"
"570","G52754","CR9","加格达奇","海拉尔","呼和浩特",NA,NA,NA,"7","加格达奇海拉尔"
"573","G52775","CR9","呼和浩特","阿尔山","乌兰浩特",NA,NA,NA,"3","呼和浩特阿尔山"
"574","G52776","CR9","乌兰浩特","阿尔山","呼和浩特",NA,NA,NA,"3","乌兰浩特阿尔山"
"575","G52793","CR9","呼和浩特","乌兰浩特","哈尔滨",NA,NA,"待航线走向批复后执行","3","呼和浩特乌兰浩特"
"576","G52793","CR9","呼和浩特","乌兰浩特","哈尔滨",NA,NA,"待航线走向批复后执行","4","呼和浩特乌兰浩特"
"577","G52794","CR9","哈尔滨","乌兰浩特","呼和浩特",NA,NA,"待航线走向批复后执行","3","哈尔滨乌兰浩特"
"578","G52794","CR9","哈尔滨","乌兰浩特","呼和浩特",NA,NA,"待航线走向批复后执行","4","哈尔滨乌兰浩特"
"592","GS6467","E90","贵阳","太原","呼和浩特",NA,NA,"或320/EM4执行","4","贵阳太原"
"593","GS6468","E90","呼和浩特","太原","贵阳",NA,NA,"或320/EM4执行","4","呼和浩特太原"
"594","GS6531","E90","海口","临汾","呼和浩特",NA,NA,"或320/EM4执行 待航路走向批复后执行","4","海口临汾"
"595","GS6532","E90","呼和浩特","临汾","海口",NA,NA,"或320/EM4执行 待航路走向批复后执行","4","呼和浩特临汾"
"596","GS6547","E90","海口","济宁","呼和浩特",NA,NA,"或320/EM4执行 待航路走向批复后执行","3","海口济宁"
"597","GS6548","E90","呼和浩特","济宁","海口",NA,NA,"或320/EM4执行 待航路走向批复后执行","3","呼和浩特济宁"
"598","GS6601","E90","呼和浩特","海拉尔","哈尔滨",NA,NA,"或320/EM4执行","7","呼和浩特海拉尔"
"599","GS6602","E90","哈尔滨","海拉尔","呼和浩特",NA,NA,"或320/EM4执行","7","哈尔滨海拉尔"
"600","GS6605","E90","呼和浩特","郑州","南昌",NA,NA,"或320/EM4执行","4","呼和浩特郑州"
"601","GS6605","E90","呼和浩特","郑州","南昌",NA,NA,"或320/EM4执行","3","呼和浩特郑州"
"602","GS6606","E90","南昌","郑州","呼和浩特",NA,NA,"或320/EM4执行","4","南昌郑州"
"603","GS6606","E90","南昌","郑州","呼和浩特",NA,NA,"或320/EM4执行","3","南昌郑州"
"604","GS6607","E90","呼和浩特","青岛","杭州",NA,NA,"或320/EM4执行","3","呼和浩特青岛"
"605","GS6607","E90","呼和浩特","青岛","杭州",NA,NA,"或320/EM4执行","4","呼和浩特青岛"
"606","GS6608","E90","杭州","青岛","呼和浩特",NA,NA,"或320/EM4执行","7","杭州青岛"
"613","GS6617","E90","呼和浩特","锡林浩特","大连",NA,NA,"或320/EM4执行","4","呼和浩特锡林浩特"
"614","GS6618","E90","大连","锡林浩特","呼和浩特",NA,NA,"或320/EM4执行","4","大连锡林浩特"
"617","GS6625","E90","呼和浩特","临沂","宁波",NA,NA,"或320/EM4执行 待航路走向批复后执行","3","呼和浩特临沂"
"618","GS6626","E90","宁波","临沂","呼和浩特",NA,NA,"或320/EM4执行 待航路走向批复后执行","3","宁波临沂"
"619","GS6633","E90","呼和浩特","乌兰浩特","沈阳",NA,NA,"或320/EM4执行","4","呼和浩特乌兰浩特"
"620","GS6634","E90","沈阳","乌兰浩特","呼和浩特",NA,NA,"或320/EM4执行","4","沈阳乌兰浩特"
"625","GS6645","E90","呼和浩特","巴彦淖尔","西安",NA,NA,"或320/EM4执行 待航路走向批复后执行","7","呼和浩特巴彦淖尔"
"626","GS6646","E90","西安","巴彦淖尔","呼和浩特",NA,NA,"或320/EM4执行 待航路走向批复后执行","7","西安巴彦淖尔"
"627","GS6657","E90","呼和浩特","天津","大连",NA,NA,"或320/EM4执行","7","呼和浩特天津"
"628","GS6658","E90","大连","天津","呼和浩特",NA,NA,"或320/EM4执行","7","大连天津"
"647","GS7605","E90","西安","呼和浩特","海拉尔",NA,NA,"或320/EM4执行","3","西安呼和浩特"
"648","GS7606","E90","海拉尔","呼和浩特","西安",NA,NA,"或320/EM4执行","3","海拉尔呼和浩特"
"649","GS7639","E90","西安","天津","锡林浩特",NA,NA,"或320/EM4执行 待航路走向批复后执行","3","西安天津"
"650","GS7640","E90","锡林浩特","天津","西安",NA,NA,"或320/EM4执行 待航路走向批复后执行","3","锡林浩特天津"
"651","GS7809","E90","天津","南昌","桂林",NA,NA,"或320/EM4执行","4","天津南昌"
"652","GS7809","E90","天津","南昌","桂林",NA,NA,"或320/EM4执行","3","天津南昌"
"653","GS7810","E90","桂林","南昌","天津",NA,NA,"或320/EM4执行","4","桂林南昌"
"654","GS7810","E90","桂林","南昌","天津",NA,NA,"或320/EM4执行","3","桂林南昌"
"655","GS7817","E90","天津","阜阳","厦门",NA,NA,"或320/EM4执行","4","天津阜阳"
"656","GS7818","E90","厦门","阜阳","天津",NA,NA,"或320/EM4执行","4","厦门阜阳"
"657","GS7819","E90","天津","长沙","遵义",NA,NA,"或320/EM4执行 待航路走向批复后执行","4","天津长沙"
"658","GS7820","E90","遵义","长沙","天津",NA,NA,"或320/EM4执行 待航路走向批复后执行","4","遵义长沙"
"659","GS7825","E90","天津","银川","兰州",NA,NA,"或320/EM4执行","3","天津银川"
"660","GS7826","E90","兰州","银川","天津",NA,NA,"或320/EM4执行","3","兰州银川"
"661","GS7827","E90","天津","鄂尔多斯","乌鲁木齐",NA,NA,"或320/EM4执行 待航路走向批复后执行","3","天津鄂尔多斯"
"662","GS7827","E90","天津","鄂尔多斯","乌鲁木齐",NA,NA,"或320/EM4执行 待航路走向批复后执行","1","天津鄂尔多斯"
"663","GS7828","E90","乌鲁木齐","鄂尔多斯","天津",NA,NA,"或320/EM4执行 待航路走向批复后执行","1","乌鲁木齐鄂尔多斯"
"664","GS7828","E90","乌鲁木齐","鄂尔多斯","天津",NA,NA,"或320/EM4执行 待航路走向批复后执行","1","乌鲁木齐鄂尔多斯"
"665","GS7828","E90","乌鲁木齐","鄂尔多斯","天津",NA,NA,"或320/EM4执行 待航路走向批复后执行","2","乌鲁木齐鄂尔多斯"
"666","GS7835","E90","天津","通辽","乌兰浩特",NA,NA,"或320/EM4执行","4","天津通辽"
"667","GS7836","E90","乌兰浩特","通辽","天津",NA,NA,"或320/EM4执行","4","乌兰浩特通辽"
"668","GS7841","E90","天津","郑州","梅州",NA,NA,"或320/EM4执行","3","天津郑州"
"669","GS7842","E90","梅州","郑州","天津",NA,NA,"或320/EM4执行","3","梅州郑州"
"670","GS7843","E90","天津","十堰","武汉",NA,NA,"或320/EM4执行 待航路走向批复后执行","1","天津十堰"
"671","GS7843","E90","天津","十堰","武汉",NA,NA,"或320/EM4执行 待航路走向批复后执行","2","天津十堰"
"672","GS7844","E90","武汉","十堰","天津",NA,NA,"或320/EM4执行 待航路走向批复后执行","1","武汉十堰"
"673","GS7844","E90","武汉","十堰","天津",NA,NA,"或320/EM4执行 待航路走向批复后执行","2","武汉十堰"
"674","GS7853","E90","天津","杭州","揭阳",NA,NA,"或333/332/320执行","7","天津杭州"
"675","GS7854","E90","揭阳","杭州","天津",NA,NA,"或333/332/320执行","2","揭阳杭州"
"676","GS7854","E90","揭阳","杭州","天津",NA,NA,"或333/332/320执行","5","揭阳杭州"
"677","GS7867","E90","天津","扬州","海口",NA,NA,"或320/EM4执行","7","天津扬州"
"678","GS7868","E90","海口","扬州","天津",NA,NA,"或320/EM4执行","4","海口扬州"
"679","GS7868","E90","海口","扬州","天津",NA,NA,"或320/EM4执行","3","海口扬州"
"680","GS7915","E90","天津","赤峰","海拉尔",NA,NA,"或320/EM4执行 待航路走向批复后执行","3","天津赤峰"
"681","GS7916","E90","海拉尔","赤峰","天津",NA,NA,"或320/EM4执行 待航路走向批复后执行","3","海拉尔赤峰"
"686","GS7929","E90","天津","西安","贵阳",NA,NA,"或333/332/320执行","7","天津西安"
"699","NS3233","E90","石家庄","合肥","桂林",NA,NA,"或738/73G执行;同MF7027代码共享","7","石家庄合肥"
"700","NS3234","E90","桂林","合肥","石家庄",NA,NA,"或738/73G执行;同MF7028代码共享","7","桂林合肥"
"701","NS3237","E90","石家庄","呼和浩特","海拉尔",NA,NA,"或738/73G执行;同MF7029代码共享 待航线走向批复后执行","2","石家庄呼和浩特"
"702","NS3237","E90","石家庄","呼和浩特","海拉尔",NA,NA,"或738/73G执行;同MF7029代码共享 待航线走向批复后执行","5","石家庄呼和浩特"
"703","NS3238","E90","海拉尔","呼和浩特","石家庄",NA,NA,"或738/73G执行;同MF7030代码共享 待航线走向批复后执行","2","海拉尔呼和浩特"
"704","NS3238","E90","海拉尔","呼和浩特","石家庄",NA,NA,"或738/73G执行;同MF7030代码共享 待航线走向批复后执行","5","海拉尔呼和浩特"
"709","NS3245","E90","石家庄","呼和浩特","满洲里",NA,NA,"或738/73G执行","3","石家庄呼和浩特"
"710","NS3246","E90","满洲里","呼和浩特","石家庄",NA,NA,"或738/73G执行","3","满洲里呼和浩特"
"711","NS3249","E90","石家庄","合肥","北海",NA,NA,"或738/73G执行","7","石家庄合肥"
"712","NS3249","E90","石家庄","合肥","北海",NA,NA,"或738/73G执行","4","石家庄合肥"
"713","NS3250","E90","北海","合肥","石家庄",NA,NA,"或738/73G执行","7","北海合肥"
"714","NS3250","E90","北海","合肥","石家庄",NA,NA,"或738/73G执行","4","北海合肥"
"725","NS3261","E90","张家口","石家庄","厦门",NA,NA,"或738/73G执行;同MF7045代码共享 待航线走向批复后执行","7","张家口石家庄"
"726","NS3262","E90","厦门","石家庄","张家口",NA,NA,"或738/73G执行;同MF7046代码共享 待航线走向批复后执行","7","厦门石家庄"
"731","NS3275","E90","石家庄","南通","温州",NA,NA,"或738/73G执行","4","石家庄南通"
"732","NS3275","E90","石家庄","南通","温州",NA,NA,"或738/73G执行","3","石家庄南通"
"733","NS3276","E90","温州","南通","石家庄",NA,NA,"或738/73G执行","4","温州南通"
"734","NS3276","E90","温州","南通","石家庄",NA,NA,"或738/73G执行","3","温州南通"
"735","NS3277","E90","石家庄","宁波","珠海",NA,NA,"或738/73G执行;同MF7055代码共享","7","石家庄宁波"
"736","NS3278","E90","珠海","宁波","石家庄",NA,NA,"或738/73G执行;同MF7056代码共享","7","珠海宁波"
"739","NS3283","E90","石家庄","西安","绵阳",NA,NA,"或738/73G执行;同MF7057代码共享","7","石家庄西安"
"740","NS3284","E90","绵阳","西安","石家庄",NA,NA,"或738/73G执行;同MF7058代码共享","7","绵阳西安"
"743","NS3291","E90","石家庄","北戴河","青岛",NA,NA,"或73G/738执行","3","石家庄北戴河"
"744","NS3292","E90","青岛","北戴河","石家庄",NA,NA,"或73G/738执行","3","青岛北戴河"
"745","NS3305","E90","石家庄","杭州","泉州",NA,NA,"或738/73G执行;同MF7067代码共享","7","石家庄杭州"
"746","NS3306","E90","泉州","杭州","石家庄",NA,NA,"或738/73G执行;同MF7068代码共享","7","泉州杭州"
"747","NS3323","E90","包头","石家庄","贵阳",NA,NA,"或738/73G执行;同MF7079、CZ9884代码共享","7","包头石家庄"
"748","NS3324","E90","贵阳","石家庄","包头",NA,NA,"或738/73G执行;同MF7080、CZ9883代码共享","7","贵阳石家庄"
"749","GS6609","EMB","呼和浩特","郑州","合肥",NA,NA,"或320/E90执行","4","呼和浩特郑州"
"750","GS6609","EMB","呼和浩特","郑州","合肥",NA,NA,"或320/E90执行","3","呼和浩特郑州"
"751","GS6610","EMB","合肥","郑州","呼和浩特",NA,NA,"或320/E90执行","4","合肥郑州"
"752","GS6610","EMB","合肥","郑州","呼和浩特",NA,NA,"或320/E90执行","3","合肥郑州"
"757","GS6627","EMB","呼和浩特","吕梁","长沙",NA,NA,"或320/E90执行 待航路走向批复后执行","3","呼和浩特吕梁"
"758","GS6628","EMB","长沙","吕梁","呼和浩特",NA,NA,"或320/E90执行 待航路走向批复后执行","3","长沙吕梁"
"765","GS6675","EMB","呼和浩特","银川","兰州",NA,NA,"或320/E90执行","4","呼和浩特银川"
"766","GS6676","EMB","兰州","银川","呼和浩特",NA,NA,"或320/E90执行","4","兰州银川"
"769","GS6695","EMB","呼和浩特","赤峰","沈阳",NA,NA,"或320/E90执行","7","呼和浩特赤峰"
"770","GS6696","EMB","沈阳","赤峰","呼和浩特",NA,NA,"或320/E90执行","7","沈阳赤峰"
"771","GS7811","EMB","天津","南昌","井冈山",NA,NA,"或320/E90执行 待航路走向批复后执行","4","天津南昌"
"772","GS7812","EMB","井冈山","南昌","天津",NA,NA,"或320/E90执行 待航路走向批复后执行","4","井冈山南昌"
"773","GS7833","EMB","天津","通辽","满洲里",NA,NA,"或320/E90执行","3","天津通辽"
"774","GS7834","EMB","满洲里","通辽","天津",NA,NA,"或320/E90执行","3","满洲里通辽"
"775","GS7837","EMB","天津","太原","长治",NA,NA,"或320/E90执行","1","天津太原"
"776","GS7837","EMB","天津","太原","长治",NA,NA,"或320/E90执行","3","天津太原"
