"","flight","plane","city1","city2","city3","city4","city5","remarks","flight_account","city1_2"
"46810","MU2203","738","北京首都","吕梁",NA,NA,NA,"执行日期0327-1029执行 待航路走向批复后执行","6","北京首都吕梁"
"46910","MU2203","738","北京首都","吕梁",NA,NA,NA,"执行日期0327-1029执行 待航路走向批复后执行","1","北京首都吕梁"
"47010","MU2204","738","吕梁","北京首都",NA,NA,NA,"执行日期0327-1029执行 待航路走向批复后执行","6","吕梁北京首都"
"47110","MU2204","738","吕梁","北京首都",NA,NA,NA,"执行日期0327-1029执行 待航路走向批复后执行","1","吕梁北京首都"
"47210","MU2227","738","太原","大同",NA,NA,NA,"执行日期0327-1029执行 待航路走向批复后执行","1","太原大同"
"47310","MU2228","738","大同","太原",NA,NA,NA,"执行日期0327-1029执行 待航路走向批复后执行","1","大同太原"
"47410","MU2363","738","太原","深圳",NA,NA,NA,"执行日期0327-1029执行","7","太原深圳"
"47510","MU2364","738","深圳","太原",NA,NA,NA,"执行日期0327-1029执行","7","深圳太原"
"47810","MU5291","738","太原","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","太原北京首都"
"47910","MU5295","738","太原","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","太原北京首都"
"48010","MU5296","738","北京首都","太原",NA,NA,NA,"执行日期0327-1029执行","7","北京首都太原"
"48110","MU5297","738","太原","北京首都",NA,NA,NA,"执行日期0327-1029执行","7","太原北京首都"
"48210","MU5298","738","北京首都","太原",NA,NA,NA,"执行日期0327-1029执行","4","北京首都太原"
"48310","MU5298","738","北京首都","太原",NA,NA,NA,"执行日期0327-1029执行","3","北京首都太原"
"48410","MU5300","738","北京首都","太原",NA,NA,NA,"执行日期0327-1029执行","7","北京首都太原"
"48910","NS3209","738","石家庄","成都",NA,NA,NA,"或73G/E90执行;同MF7007代码共享","7","石家庄成都"
"49010","NS3210","738","成都","石家庄",NA,NA,NA,"或73G/E90执行;同MF7008代码共享","7","成都石家庄"
"49110","NS3211","738","石家庄","杭州",NA,NA,NA,"或73G/E90执行;同MF7009代码共享","7","石家庄杭州"
"49210","NS3212","738","杭州","石家庄",NA,NA,NA,"或73G/E90执行;同MF7010代码共享","7","杭州石家庄"
"50310","NS3267","738","石家庄","深圳",NA,NA,NA,"或73G/E90执行;同MF7049代码共享","7","石家庄深圳"
"50410","NS3268","738","深圳","石家庄",NA,NA,NA,"或73G/E90执行;同MF7050代码共享","7","深圳石家庄"
"51010","SC4683","738","海拉尔","沈阳",NA,NA,NA,"或737执行；与CA4683代码共享或737执行;执行日期0601-1029","4","海拉尔沈阳"
"51110","SC4684","738","沈阳","海拉尔",NA,NA,NA,"或737执行；与CA4684代码共享；执行日期0601-1029","4","沈阳海拉尔"
"51210","SC4843","738","海拉尔","长春",NA,NA,NA,NA,"7","海拉尔长春"
"51310","SC4844","738","长春","海拉尔",NA,NA,NA,NA,"7","长春海拉尔"
"51410","SC8757","738","天津","桂林",NA,NA,NA,"或737执行；与CA8757代码共享","7","天津桂林"
"51510","SC8758","738","桂林","天津",NA,NA,NA,"或737执行；与CA8758代码共享","7","桂林天津"
"51810","CA1679","73G","天津","重庆",NA,NA,NA,"或B738执行","7","天津重庆"
"51910","CA1680","73G","重庆","天津",NA,NA,NA,"或B738执行","7","重庆天津"
"52010","MU2255","73G","北京首都","吕梁",NA,NA,NA,"执行日期0327-1029执行 待航路走向批复后执行","7","北京首都吕梁"
"52110","MU2256","73G","吕梁","北京首都",NA,NA,NA,"执行日期0327-1029执行 待航路走向批复后执行","7","吕梁北京首都"
"52210","NS3221","73G","石家庄","重庆",NA,NA,NA,"或738/E90执行;同MF7019代码共享","7","石家庄重庆"
"52310","NS3222","73G","重庆","石家庄",NA,NA,NA,"或738/E90执行;同MF7020代码共享","7","重庆石家庄"
"52610","NS3269","73G","石家庄","昆明",NA,NA,NA,"或738/E90执行;同MF7051代码共享","7","石家庄昆明"
"52710","NS3270","73G","昆明","石家庄",NA,NA,NA,"或738/E90执行;同MF7052代码共享","7","昆明石家庄"
"52810","NS3311","73G","石家庄","昆明",NA,NA,NA,"或738/E90执行","2","石家庄昆明"
"52910","NS3311","73G","石家庄","昆明",NA,NA,NA,"或738/E90执行;同MF7071代码共享","5","石家庄昆明"
"53010","NS3312","73G","昆明","石家庄",NA,NA,NA,"或738/E90执行","2","昆明石家庄"
"53110","NS3312","73G","昆明","石家庄",NA,NA,NA,"或738/E90执行;同MF7072代码共享","5","昆明石家庄"
"53210","HU7176","788","呼和浩特","北京首都",NA,NA,NA,"或738/767/787/789/332/333执行","5","呼和浩特北京首都"
"53310","HU7176","788","呼和浩特","北京首都",NA,NA,NA,"或738/767/787/789/332/333执行","2","呼和浩特北京首都"
"53410","G52929","CR2","呼和浩特","天津",NA,NA,NA,NA,"2","呼和浩特天津"
"53510","G52929","CR2","呼和浩特","天津",NA,NA,NA,NA,"2","呼和浩特天津"
"53610","G52930","CR2","天津","呼和浩特",NA,NA,NA,NA,"1","天津呼和浩特"
"53710","G52930","CR2","天津","呼和浩特",NA,NA,NA,NA,"1","天津呼和浩特"
"53810","G52930","CR2","天津","呼和浩特",NA,NA,NA,NA,"2","天津呼和浩特"
"53910","G52651","CR9","呼和浩特","乌兰浩特",NA,NA,NA,NA,"7","呼和浩特乌兰浩特"
"54010","G52652","CR9","乌兰浩特","呼和浩特",NA,NA,NA,NA,"7","乌兰浩特呼和浩特"
"54110","G52655","CR9","呼和浩特","满洲里",NA,NA,NA,NA,"7","呼和浩特满洲里"
"54210","G52656","CR9","满洲里","呼和浩特",NA,NA,NA,NA,"7","满洲里呼和浩特"
"54510","G52715","CR9","呼和浩特","乌海",NA,NA,NA,NA,"7","呼和浩特乌海"
"54610","G52716","CR9","乌海","呼和浩特",NA,NA,NA,NA,"7","乌海呼和浩特"
"55910","G52737","CR9","呼和浩特","二连浩特",NA,NA,NA,"待航线走向批复后执行","7","呼和浩特二连浩特"
"56010","G52738","CR9","二连浩特","呼和浩特",NA,NA,NA,"待航线走向批复后执行","7","二连浩特呼和浩特"
"56110","G52739","CR9","呼和浩特","通辽",NA,NA,NA,NA,"7","呼和浩特通辽"
"56210","G52740","CR9","通辽","呼和浩特",NA,NA,NA,NA,"7","通辽呼和浩特"
"56510","G52745","CR9","天津","乌兰察布",NA,NA,NA,NA,"4","天津乌兰察布"
"56610","G52745","CR9","天津","乌兰察布",NA,NA,NA,NA,"3","天津乌兰察布"
"56710","G52746","CR9","乌兰察布","天津",NA,NA,NA,NA,"4","乌兰察布天津"
"56810","G52746","CR9","乌兰察布","天津",NA,NA,NA,NA,"3","乌兰察布天津"
"57110","G52773","CR9","呼和浩特","通辽",NA,NA,NA,NA,"7","呼和浩特通辽"
"57210","G52774","CR9","通辽","呼和浩特",NA,NA,NA,NA,"7","通辽呼和浩特"
"57910","G52797","CR9","呼和浩特","赤峰",NA,NA,NA,NA,"7","呼和浩特赤峰"
"58010","G52798","CR9","赤峰","呼和浩特",NA,NA,NA,NA,"7","赤峰呼和浩特"
"58110","G52805","CR9","呼和浩特","赤峰",NA,NA,NA,NA,"7","呼和浩特赤峰"
"58210","G52806","CR9","赤峰","呼和浩特",NA,NA,NA,NA,"7","赤峰呼和浩特"
"58310","G52903","CR9","呼和浩特","沈阳",NA,NA,NA,NA,"7","呼和浩特沈阳"
"58410","G52904","CR9","沈阳","呼和浩特",NA,NA,NA,NA,"7","沈阳呼和浩特"
"58510","G52929","CR9","呼和浩特","天津",NA,NA,NA,NA,"3","呼和浩特天津"
"58610","G52930","CR9","天津","呼和浩特",NA,NA,NA,NA,"3","天津呼和浩特"
"58710","GS6433","E90","大连","天津",NA,NA,NA,"或320/EM4执行","7","大连天津"
"58810","GS6434","E90","天津","大连",NA,NA,NA,"或320/EM4执行","7","天津大连"
"58910","GS6435","E90","大连","天津",NA,NA,NA,"或320/EM4执行","3","大连天津"
"59010","GS6435","E90","大连","天津",NA,NA,NA,"或320/EM4执行","4","大连天津"
"59110","GS6436","E90","天津","大连",NA,NA,NA,"或320/EM4执行","7","天津大连"
"60710","GS6611","E90","呼和浩特","锡林浩特",NA,NA,NA,"或320/EM4执行","7","呼和浩特锡林浩特"
"60810","GS6612","E90","锡林浩特","呼和浩特",NA,NA,NA,"或320/EM4执行","7","锡林浩特呼和浩特"
"60910","GS6613","E90","呼和浩特","锡林浩特",NA,NA,NA,"或320/EM4执行","7","呼和浩特锡林浩特"
"61010","GS6614","E90","锡林浩特","呼和浩特",NA,NA,NA,"或320/EM4执行","7","锡林浩特呼和浩特"
"61110","GS6615","E90","呼和浩特","锡林浩特",NA,NA,NA,"或320/EM4执行","7","呼和浩特锡林浩特"
"61210","GS6616","E90","锡林浩特","呼和浩特",NA,NA,NA,"或320/EM4执行","7","锡林浩特呼和浩特"
"61510","GS6619","E90","呼和浩特","锡林浩特",NA,NA,NA,"或320/EM4执行","7","呼和浩特锡林浩特"
"61610","GS6620","E90","锡林浩特","呼和浩特",NA,NA,NA,"或320/EM4执行","7","锡林浩特呼和浩特"
"62110","GS6635","E90","呼和浩特","满洲里",NA,NA,NA,"或320/EM4执行","7","呼和浩特满洲里"
"62210","GS6636","E90","满洲里","呼和浩特",NA,NA,NA,"或320/EM4执行","7","满洲里呼和浩特"
"62310","GS6637","E90","呼和浩特","满洲里",NA,NA,NA,"或320/EM4执行","7","呼和浩特满洲里"
"62410","GS6638","E90","满洲里","呼和浩特",NA,NA,NA,"或320/EM4执行","7","满洲里呼和浩特"
"62910","GS6671","E90","呼和浩特","通辽",NA,NA,NA,"或320/EM4执行","7","呼和浩特通辽"
"63010","GS6672","E90","通辽","呼和浩特",NA,NA,NA,"或320/EM4执行","7","通辽呼和浩特"
"63110","GS6673","E90","呼和浩特","通辽",NA,NA,NA,"或320/EM4执行","7","呼和浩特通辽"
"63210","GS6674","E90","通辽","呼和浩特",NA,NA,NA,"或320/EM4执行","7","通辽呼和浩特"
"63310","GS6679","E90","呼和浩特","通辽",NA,NA,NA,"或320/EM4执行","7","呼和浩特通辽"
"63410","GS6680","E90","通辽","呼和浩特",NA,NA,NA,"或320/EM4执行","7","通辽呼和浩特"
"63510","GS6681","E90","呼和浩特","赤峰",NA,NA,NA,"或320/EM4执行","7","呼和浩特赤峰"
"63610","GS6682","E90","赤峰","呼和浩特",NA,NA,NA,"或320/EM4执行","7","赤峰呼和浩特"
"63710","GS6685","E90","呼和浩特","赤峰",NA,NA,NA,"或320/EM4执行","7","呼和浩特赤峰"
"63810","GS6686","E90","赤峰","呼和浩特",NA,NA,NA,"或320/EM4执行","7","赤峰呼和浩特"
"63910","GS6687","E90","呼和浩特","赤峰",NA,NA,NA,"或320/EM4执行","7","呼和浩特赤峰"
"64010","GS6688","E90","赤峰","呼和浩特",NA,NA,NA,"或320/EM4执行","7","赤峰呼和浩特"
"64110","GS6689","E90","呼和浩特","赤峰",NA,NA,NA,"或320/EM4执行","7","呼和浩特赤峰"
"64210","GS6690","E90","赤峰","呼和浩特",NA,NA,NA,"或320/EM4执行","7","赤峰呼和浩特"
"64310","GS6691","E90","呼和浩特","赤峰",NA,NA,NA,"或320/EM4执行","7","呼和浩特赤峰"
"64410","GS6692","E90","赤峰","呼和浩特",NA,NA,NA,"或320/EM4执行","7","赤峰呼和浩特"
"64510","GS6693","E90","呼和浩特","赤峰",NA,NA,NA,"或320/EM4执行","7","呼和浩特赤峰"
"64610","GS6694","E90","赤峰","呼和浩特",NA,NA,NA,"或320/EM4执行","7","赤峰呼和浩特"
"68210","GS7921","E90","天津","烟台",NA,NA,NA,"或320/EM4执行","4","天津烟台"
"68310","GS7922","E90","烟台","天津",NA,NA,NA,"或320/EM4执行","4","烟台天津"
"68410","GS7927","E90","天津","锡林浩特",NA,NA,NA,"或320/EM4执行 待航路走向批复后执行","4","天津锡林浩特"
"68510","GS7928","E90","锡林浩特","天津",NA,NA,NA,"或320/EM4执行 待航路走向批复后执行","4","锡林浩特天津"
"68710","NS3201","E90","石家庄","张家口",NA,NA,NA,"或738/73G执行;同MF7001代码共享 待航线走向批复后执行","7","石家庄张家口"
"68810","NS3202","E90","张家口","石家庄",NA,NA,NA,"或738/73G执行;同MF7002代码共享 待航线走向批复后执行","7","张家口石家庄"
"68910","NS3205","E90","石家庄","温州",NA,NA,NA,"或738/73G执行;同MF7005代码共享","7","石家庄温州"
"69010","NS3206","E90","温州","石家庄",NA,NA,NA,"或738/73G执行;同MF7006代码共享","7","温州石家庄"
"69110","NS3213","E90","石家庄","杭州",NA,NA,NA,"或738/73G执行;同MF7011代码共享","7","石家庄杭州"
"69210","NS3214","E90","杭州","石家庄",NA,NA,NA,"或738/73G执行;同MF7012代码共享","7","杭州石家庄"
"69310","NS3215","E90","石家庄","杭州",NA,NA,NA,"或738/73G执行;同MF7013代码共享","3","石家庄杭州"
"69410","NS3215","E90","石家庄","杭州",NA,NA,NA,"或738/73G执行;同MF7013代码共享","4","石家庄杭州"
"69510","NS3216","E90","杭州","石家庄",NA,NA,NA,"或738/73G执行;同MF7014代码共享","3","杭州石家庄"
"69610","NS3216","E90","杭州","石家庄",NA,NA,NA,"或738/73G执行;同MF7014代码共享","4","杭州石家庄"
"69710","NS3223","E90","石家庄","贵阳",NA,NA,NA,"或738/73G执行;同MF7021代码共享","7","石家庄贵阳"
"69810","NS3224","E90","贵阳","石家庄",NA,NA,NA,"或738/73G执行;同MF7022代码共享","7","贵阳石家庄"
"70510","NS3239","E90","石家庄","唐山",NA,NA,NA,"或738/73G执行","4","石家庄唐山"
"70610","NS3239","E90","石家庄","唐山",NA,NA,NA,"或738/73G执行;待航线走向批复后执行","3","石家庄唐山"
"70710","NS3240","E90","唐山","石家庄",NA,NA,NA,"或738/73G执行","4","唐山石家庄"
"70810","NS3240","E90","唐山","石家庄",NA,NA,NA,"或738/73G执行;待航线走向批复后执行","3","唐山石家庄"
"71510","NS3255","E90","石家庄","哈尔滨",NA,NA,NA,"或738/73G执行;同MF7039代码共享","1","石家庄哈尔滨"
"71610","NS3255","E90","石家庄","哈尔滨",NA,NA,NA,"或738/73G执行;同MF7039代码共享","6","石家庄哈尔滨"
"71710","NS3256","E90","哈尔滨","石家庄",NA,NA,NA,"或738/73G执行;同MF7040代码共享","1","哈尔滨石家庄"
"71810","NS3256","E90","哈尔滨","石家庄",NA,NA,NA,"或738/73G执行;同MF7040代码共享","6","哈尔滨石家庄"
"71910","NS3257","E90","石家庄","大连",NA,NA,NA,"或738/73G执行;同MF7041、CZ9881代码共享","7","石家庄大连"
"72010","NS3258","E90","大连","石家庄",NA,NA,NA,"或738/73G执行;同MF7042、CZ9882代码共享","7","大连石家庄"
"72110","NS3259","E90","石家庄","青岛",NA,NA,NA,"或738/73G执行","3","石家庄青岛"
"72210","NS3259","E90","石家庄","青岛",NA,NA,NA,"或738/73G执行","4","石家庄青岛"
"72310","NS3260","E90","青岛","石家庄",NA,NA,NA,"或738/73G执行","3","青岛石家庄"
"72410","NS3260","E90","青岛","石家庄",NA,NA,NA,"或738/73G执行","4","青岛石家庄"
"72710","NS3263","E90","石家庄","厦门",NA,NA,NA,"或738/73G执行;同MF7047代码共享","7","石家庄厦门"
"72810","NS3264","E90","厦门","石家庄",NA,NA,NA,"或738/73G执行;同MF7048代码共享","7","厦门石家庄"
"72910","NS3265","E90","石家庄","厦门",NA,NA,NA,"或73G/738执行","3","石家庄厦门"
"73010","NS3266","E90","厦门","石家庄",NA,NA,NA,"或73G/738执行","3","厦门石家庄"
"73710","NS3279","E90","石家庄","北戴河",NA,NA,NA,"或738/73G执行","4","石家庄北戴河"
"73810","NS3280","E90","北戴河","石家庄",NA,NA,NA,"或738/73G执行","4","北戴河石家庄"
"74110","NS3289","E90","石家庄","张家口",NA,NA,NA,"或738/73G执行;同MF7061代码共享 待航线走向批复后执行","7","石家庄张家口"
"74210","NS3290","E90","张家口","石家庄",NA,NA,NA,"或738/73G执行;同MF7062代码共享 待航线走向批复后执行","7","张家口石家庄"
"75310","GS6621","EMB","呼和浩特","乌海",NA,NA,NA,"或320/E90执行","4","呼和浩特乌海"
"75410","GS6622","EMB","乌海","呼和浩特",NA,NA,NA,"或320/E90执行","4","乌海呼和浩特"
"75510","GS6623","EMB","呼和浩特","乌海",NA,NA,NA,"或320/E90执行","7","呼和浩特乌海"
"75610","GS6624","EMB","乌海","呼和浩特",NA,NA,NA,"或320/E90执行","7","乌海呼和浩特"
"75910","GS6647","EMB","呼和浩特","巴彦淖尔",NA,NA,NA,"或320/E90执行 待航路走向批复后执行","7","呼和浩特巴彦淖尔"
"76010","GS6648","EMB","巴彦淖尔","呼和浩特",NA,NA,NA,"或320/E90执行 待航路走向批复后执行","7","巴彦淖尔呼和浩特"
"76110","GS6649","EMB","呼和浩特","二连浩特",NA,NA,NA,"或320/E90执行 待航路走向批复后执行","7","呼和浩特二连浩特"
"76210","GS6650","EMB","二连浩特","呼和浩特",NA,NA,NA,"或320/E90执行 待航路走向批复后执行","7","二连浩特呼和浩特"
"76310","GS6651","EMB","呼和浩特","巴彦淖尔",NA,NA,NA,"或320/E90执行 待航路走向批复后执行","7","呼和浩特巴彦淖尔"
"76410","GS6652","EMB","巴彦淖尔","呼和浩特",NA,NA,NA,"或320/E90执行 待航路走向批复后执行","7","巴彦淖尔呼和浩特"
"76710","GS6683","EMB","呼和浩特","赤峰",NA,NA,NA,"或320/E90执行","7","呼和浩特赤峰"
"76810","GS6684","EMB","赤峰","呼和浩特",NA,NA,NA,"或320/E90执行","7","赤峰呼和浩特"
"77810","GS7849","EMB","天津","朝阳",NA,NA,NA,"或320/E90执行","1","天津朝阳"
"77910","GS7849","EMB","天津","朝阳",NA,NA,NA,"或320/E90执行","3","天津朝阳"
"78010","GS7849","EMB","天津","朝阳",NA,NA,NA,"或320/E90执行","3","天津朝阳"
"78110","GS7850","EMB","朝阳","天津",NA,NA,NA,"或320/E90执行","1","朝阳天津"
"78210","GS7850","EMB","朝阳","天津",NA,NA,NA,"或320/E90执行","5","朝阳天津"
"78310","GS7850","EMB","朝阳","天津",NA,NA,NA,"或320/E90执行","1","朝阳天津"
"80110","GS7921","EMB","天津","烟台",NA,NA,NA,"或320/E90执行","3","天津烟台"
"80210","GS7922","EMB","烟台","天津",NA,NA,NA,"或320/E90执行","3","烟台天津"
"80310","GS7923","EMB","天津","烟台",NA,NA,NA,"或320/E90执行","7","天津烟台"
"80410","GS7924","EMB","烟台","天津",NA,NA,NA,"或320/E90执行","7","烟台天津"
"80910","BK2783","MA6","阿拉善左旗","呼和浩特",NA,NA,NA,NA,"5","阿拉善左旗呼和浩特"
"81010","BK2784","MA6","呼和浩特","阿拉善左旗",NA,NA,NA,NA,"5","呼和浩特阿拉善左旗"
"81110","BK2809","MA6","阿拉善左旗","阿拉善右旗",NA,NA,NA,NA,"5","阿拉善左旗阿拉善右旗"
"81210","BK2810","MA6","阿拉善右旗","阿拉善左旗",NA,NA,NA,NA,"5","阿拉善右旗阿拉善左旗"
"81310","BK2841","MA6","阿拉善左旗","呼和浩特",NA,NA,NA,NA,"7","阿拉善左旗呼和浩特"
"81410","BK2842","MA6","呼和浩特","阿拉善左旗",NA,NA,NA,NA,"7","呼和浩特阿拉善左旗"
"81510","BK2861","MA6","天津","烟台",NA,NA,NA,NA,"2","天津烟台"
"81610","BK2861","MA6","天津","烟台",NA,NA,NA,NA,"1","天津烟台"
"81710","BK2861","MA6","天津","烟台",NA,NA,NA,NA,"1","天津烟台"
"81810","BK2862","MA6","烟台","天津",NA,NA,NA,NA,"2","烟台天津"
"81910","BK2862","MA6","烟台","天津",NA,NA,NA,NA,"2","烟台天津"
"83910","CA1749","319","杭州","贵阳",NA,NA,NA,NA,"7","杭州贵阳"
"84010","CA1750","319","贵阳","杭州",NA,NA,NA,NA,"7","贵阳杭州"
"84110","CA1751","319","杭州","昆明",NA,NA,NA,NA,"7","杭州昆明"
"84210","CA1752","319","昆明","杭州",NA,NA,NA,NA,"7","昆明杭州"
"84310","CA1753","319","杭州","昆明",NA,NA,NA,NA,"7","杭州昆明"
"84410","CA1754","319","昆明","杭州",NA,NA,NA,NA,"7","昆明杭州"
"84510","CA1755","319","杭州","昆明",NA,NA,NA,NA,"7","杭州昆明"
"84610","CA1756","319","昆明","杭州",NA,NA,NA,NA,"7","昆明杭州"
"84710","CA1759","319","杭州","重庆",NA,NA,NA,NA,"7","杭州重庆"
"84810","CA1760","319","重庆","杭州",NA,NA,NA,NA,"7","重庆杭州"
"84910","CA1765","319","杭州","兰州",NA,NA,NA,NA,"7","杭州兰州"
"85010","CA1766","319","兰州","杭州",NA,NA,NA,NA,"7","兰州杭州"
"85110","CA1767","319","杭州","兰州",NA,NA,NA,NA,"7","杭州兰州"
"85210","CA1768","319","兰州","杭州",NA,NA,NA,NA,"7","兰州杭州"
"85310","CA1771","319","杭州","天津",NA,NA,NA,NA,"1","杭州天津"
"85410","CA1771","319","杭州","天津",NA,NA,NA,NA,"1","杭州天津"
"85510","CA1771","319","杭州","天津",NA,NA,NA,NA,"2","杭州天津"
"85610","CA1771","319","杭州","天津",NA,NA,NA,NA,"1","杭州天津"
"85710","CA1771","319","杭州","天津",NA,NA,NA,NA,"1","杭州天津"
"85810","CA1771","319","杭州","天津",NA,NA,NA,NA,"1","杭州天津"
"85910","CA1772","319","天津","杭州",NA,NA,NA,NA,"1","天津杭州"
"86010","CA1772","319","天津","杭州",NA,NA,NA,NA,"1","天津杭州"
"86110","CA1772","319","天津","杭州",NA,NA,NA,NA,"1","天津杭州"
"86210","CA1772","319","天津","杭州",NA,NA,NA,NA,"1","天津杭州"
"86310","CA1772","319","天津","杭州",NA,NA,NA,NA,"3","天津杭州"
"86410","CA1773","319","杭州","广元",NA,NA,NA,NA,"3","杭州广元"
"86510","CA1774","319","广元","杭州",NA,NA,NA,NA,"3","广元杭州"
"86610","CA1775","319","杭州","银川",NA,NA,NA,NA,"7","杭州银川"
"86710","CA1777","319","杭州","南宁",NA,NA,NA,NA,"7","杭州南宁"
"86810","CA1778","319","南宁","杭州",NA,NA,NA,NA,"7","南宁杭州"
"86910","CA1779","319","杭州","包头",NA,NA,NA,NA,"7","杭州包头"
"87010","CA1780","319","包头","杭州",NA,NA,NA,NA,"7","包头杭州"
"87210","CA1791","319","杭州","海拉尔",NA,NA,NA,"执行日期0601-1029执行","7","杭州海拉尔"
"87310","CA1792","319","海拉尔","杭州",NA,NA,NA,"执行日期0601-1029执行","2","海拉尔杭州"
"87410","CA1792","319","海拉尔","杭州",NA,NA,NA,"执行日期0601-1029执行","2","海拉尔杭州"
"87510","CA1792","319","海拉尔","杭州",NA,NA,NA,"执行日期0601-1029执行","3","海拉尔杭州"
"87610","CA1797","319","杭州","桂林",NA,NA,NA,NA,"7","杭州桂林"
"87710","CA1798","319","桂林","杭州",NA,NA,NA,NA,"7","桂林杭州"
"87810","CA1907","319","杭州","长春",NA,NA,NA,NA,"3","杭州长春"
"87910","CA1907","319","杭州","长春",NA,NA,NA,NA,"4","杭州长春"
"88010","CA1908","319","长春","杭州",NA,NA,NA,NA,"3","长春杭州"
"88110","CA1908","319","长春","杭州",NA,NA,NA,NA,"4","长春杭州"
"88210","CA1909","319","杭州","西宁",NA,NA,NA,"执行日期0601-1029执行","3","杭州西宁"
"88310","CA1909","319","杭州","西宁",NA,NA,NA,"执行日期0601-1029执行","4","杭州西宁"
"88410","CA1910","319","西宁","杭州",NA,NA,NA,"执行日期0601-1029执行","7","西宁杭州"
"88510","CA1913","319","杭州","呼和浩特",NA,NA,NA,NA,"7","杭州呼和浩特"
"88610","CA1914","319","呼和浩特","杭州",NA,NA,NA,NA,"4","呼和浩特杭州"
"88710","CA1914","319","呼和浩特","杭州",NA,NA,NA,NA,"3","呼和浩特杭州"
"88810","CA1915","319","杭州","丽江",NA,NA,NA,NA,"7","杭州丽江"
"88910","CA1916","319","丽江","杭州",NA,NA,NA,NA,"7","丽江杭州"
"89610","CA4227","319","昆明","温州",NA,NA,NA,NA,"7","昆明温州"
"89710","CA4228","319","温州","昆明",NA,NA,NA,NA,"7","温州昆明"
"89810","EU2739","319","杭州","三亚",NA,NA,NA,"或A320执行","7","杭州三亚"
"89910","EU2740","319","三亚","杭州",NA,NA,NA,"或A320执行","7","三亚杭州"
"90410","JD5157","319","杭州","昆明",NA,NA,NA,"或320/321/330执行","7","杭州昆明"
"90510","JD5158","319","昆明","杭州",NA,NA,NA,"或320/321/330执行","7","昆明杭州"
"90610","JD5191","319","杭州","丽江",NA,NA,NA,"或320/321/330执行","7","杭州丽江"
"90710","JD5192","319","丽江","杭州",NA,NA,NA,"或320/321/330执行","7","丽江杭州"
"90810","JD5237","319","丽江","济南",NA,NA,NA,"或320/321/330执行","3","丽江济南"
"90910","JD5238","319","济南","丽江",NA,NA,NA,"或320/321/330执行","3","济南丽江"
"91010","JD5249","319","丽江","南京",NA,NA,NA,"或320/321/330执行","7","丽江南京"
"91110","JD5250","319","南京","丽江",NA,NA,NA,"或320/321/330执行","7","南京丽江"
"91210","JD5251","319","杭州","青岛",NA,NA,NA,"或320/321/330执行","7","杭州青岛"
"91310","JD5252","319","青岛","杭州",NA,NA,NA,"或320/321/330执行","7","青岛杭州"
"91410","JD5267","319","南京","重庆",NA,NA,NA,"或320/321/330执行","7","南京重庆"
"91510","JD5268","319","重庆","南京",NA,NA,NA,"或320/321/330执行","7","重庆南京"
"91610","JD5291","319","南京","贵阳",NA,NA,NA,"或320/321/330执行","4","南京贵阳"
"91710","JD5292","319","贵阳","南京",NA,NA,NA,"或320/321/330执行","4","贵阳南京"
"91810","JD5345","319","杭州","大连",NA,NA,NA,"或320/321/330执行","7","杭州大连"
"91910","JD5346","319","大连","杭州",NA,NA,NA,"或320/321/330执行","7","大连杭州"
"92310","JD5507","319","杭州","南宁",NA,NA,NA,"或320/321/330执行","4","杭州南宁"
"92410","JD5507","319","杭州","南宁",NA,NA,NA,"或320/321/330执行","3","杭州南宁"
"92510","JD5508","319","南宁","杭州",NA,NA,NA,"或320/321/330执行","4","南宁杭州"
"92610","JD5508","319","南宁","杭州",NA,NA,NA,"或320/321/330执行","3","南宁杭州"
"92710","JD5637","319","杭州","太原",NA,NA,NA,"或320/321/330执行","7","杭州太原"
"92810","JD5638","319","太原","杭州",NA,NA,NA,"或320/321/330执行","7","太原杭州"
"93510","JD5697","319","桂林","南京",NA,NA,NA,"或320/321/330执行","7","桂林南京"
"93610","JD5698","319","南京","桂林",NA,NA,NA,"或320/321/330执行","7","南京桂林"
"93710","JD5753","319","杭州","厦门",NA,NA,NA,"或320/321/330执行","7","杭州厦门"
"93810","JD5754","319","厦门","杭州",NA,NA,NA,"或320/321/330执行","7","厦门杭州"
"93910","JD5787","319","杭州","西双版纳",NA,NA,NA,"或320/321/330执行","7","杭州西双版纳"
"94010","JD5788","319","西双版纳","杭州",NA,NA,NA,"或320/321/330执行","3","西双版纳杭州"
"94110","JD5788","319","西双版纳","杭州",NA,NA,NA,"或320/321/330执行","4","西双版纳杭州"
"94210","JD5797","319","桂林","南京",NA,NA,NA,"或320/321/330执行","3","桂林南京"
"94310","JD5798","319","南京","桂林",NA,NA,NA,"或320/321/330执行","3","南京桂林"
"96410","MU5283","319","成都","青岛",NA,NA,NA,"执行日期0327-1029执行","3","成都青岛"
"96510","MU5284","319","青岛","成都",NA,NA,NA,"执行日期0327-1029执行","3","青岛成都"
"96810","MU5447","319","青岛","成都",NA,NA,NA,"执行日期0327-1029执行","7","青岛成都"
"96910","MU5448","319","成都","青岛",NA,NA,NA,"执行日期0327-1029执行","7","成都青岛"
"97010","MU5653","319","成都","合肥",NA,NA,NA,"执行日期0327-1029执行","5","成都合肥"
"97110","MU5654","319","合肥","成都",NA,NA,NA,"执行日期0327-1029执行","1","合肥成都"
