,flight,plane,city1,city2,city3,city4,city5,remarks,flight_account
1,JD5117,319,北京首都,包头,NA,NA,NA,或320/321/330执行,7
2,JD5118,319,包头,北京首都,NA,NA,NA,或320/321/330执行,7
3,JD5183,319,沈阳,呼和浩特,NA,NA,NA,NA,4
4,JD5184,319,呼和浩特,沈阳,NA,NA,NA,NA,4
5,JD5275,319,南京,石家庄,呼和浩特,NA,NA,或320/321/330执行待航线走向批复后执行,7
6,JD5276,319,呼和浩特,石家庄,南京,NA,NA,或320/321/330执行待航线走向批复后执行,7
7,JD5339,319,厦门,武汉,呼和浩特,NA,NA,或320/321/330执行,7
8,JD5340,319,呼和浩特,武汉,厦门,NA,NA,或320/321/330执行,7
9,JD5357,319,北京首都,二连浩特,NA,NA,NA,或320/321/330执行待航线走向批复后执行,7
10,JD5358,319,二连浩特,北京首都,NA,NA,NA,或320/321/330执行待航线走向批复后执行,7
11,JD5367,319,海口,宜昌,呼和浩特,NA,NA,或320/321/330执行待航线走向批复后执行,3
12,JD5368,319,呼和浩特,宜昌,海口,NA,NA,或320/321/330执行待航线走向批复后执行,3
13,JD5397/8,319,三亚,郑州,呼和浩特,郑州,三亚,NA,4
14,JD5399,319,包头,郑州,三亚,NA,NA,或320/321/330执行,7
15,JD5400,319,三亚,郑州,包头,NA,NA,或320/321/330执行,4
16,JD5400,319,三亚,郑州,包头,NA,NA,或320/321/330执行,3
17,JD5563,319,北京首都,满洲里,NA,NA,NA,或320/321/330执行,3
18,JD5564,319,满洲里,北京首都,NA,NA,NA,或320/321/330执行,3
19,JD5601,319,呼和浩特,南昌,海口,NA,NA,或320/321/330执行,2
20,JD5601,319,呼和浩特,南昌,海口,NA,NA,或320/321/330执行,2
21,JD5602,319,海口,南昌,呼和浩特,NA,NA,或320/321/330执行,4
22,JD5625,319,北京首都,海拉尔,NA,NA,NA,或320/321/330执行,2
23,JD5626,319,海拉尔,北京首都,NA,NA,NA,或320/321/330执行,2
24,JD5633,319,杭州,郑州,呼和浩特,NA,NA,或320/321/330执行,4
25,JD5633,319,杭州,郑州,呼和浩特,NA,NA,或320/321/330执行,3
26,JD5634,319,呼和浩特,郑州,杭州,NA,NA,或320/321/330执行,4
27,JD5634,319,呼和浩特,郑州,杭州,NA,NA,或320/321/330执行,1
28,JD5634,319,呼和浩特,郑州,杭州,NA,NA,或320/321/330执行,2
29,JD5643,319,桂林,郑州,呼和浩特,NA,NA,或320/321/330执行,4
30,JD5644,319,呼和浩特,郑州,桂林,NA,NA,或320/321/330执行,4
31,JD5739,319,丽江,天津,NA,NA,NA,或320/321/330执行,4
32,JD5740,319,天津,丽江,NA,NA,NA,或320/321/330执行,4
33,9C8501,320,石家庄,珠海,NA,NA,NA,NA,7
34,9C8502,320,珠海,石家庄,NA,NA,NA,NA,7
35,9C8547,320,石家庄,昆明,NA,NA,NA,NA,7
36,9C8548,320,昆明,石家庄,NA,NA,NA,NA,7
37,9C8555,320,石家庄,杭州,NA,NA,NA,NA,7
38,9C8556,320,杭州,石家庄,NA,NA,NA,NA,7
39,9C8603,320,石家庄,绵阳,NA,NA,NA,待航线走向批复后执行,7
40,9C8604,320,绵阳,石家庄,NA,NA,NA,待航线走向批复后执行,7
41,9C8633,320,石家庄,厦门,NA,NA,NA,执行日期0601-1029执行,5
42,9C8634,320,厦门,石家庄,NA,NA,NA,执行日期0601-1029执行,5
43,9C8665,320,石家庄,淮安,温州,NA,NA,NA,7
44,9C8666,320,温州,淮安,石家庄,NA,NA,NA,7
45,9C8681,320,石家庄,南昌,揭阳,NA,NA,NA,7
46,9C8682,320,揭阳,南昌,石家庄,NA,NA,NA,7
47,9C8687,320,石家庄,满洲里,NA,NA,NA,NA,7
48,9C8688,320,满洲里,石家庄,NA,NA,NA,NA,7
49,9C8689,320,天津,白山,NA,NA,NA,NA,7
50,9C8690,320,白山,天津,NA,NA,NA,NA,7
51,9C8695,320,石家庄,大连,NA,NA,NA,NA,1
52,9C8696,320,大连,石家庄,NA,NA,NA,NA,1
53,9C8735,320,石家庄,乌鲁木齐,NA,NA,NA,NA,3
54,9C8736,320,乌鲁木齐,石家庄,NA,NA,NA,NA,3
55,9C8749,320,石家庄,贵阳,NA,NA,NA,执行日期0501-1029执行,4
56,9C8750,320,贵阳,石家庄,NA,NA,NA,执行日期0501-1029执行,4
57,9C8785,320,石家庄,福州,NA,NA,NA,NA,7
58,9C8786,320,福州,石家庄,NA,NA,NA,NA,7
59,9C8873,320,石家庄,大连,NA,NA,NA,NA,7
60,9C8874,320,大连,石家庄,NA,NA,NA,NA,4
61,9C8874,320,大连,石家庄,NA,NA,NA,NA,3
62,9C8905,320,石家庄,深圳,NA,NA,NA,NA,3
63,9C8905,320,石家庄,深圳,NA,NA,NA,NA,4
64,9C8906,320,深圳,石家庄,NA,NA,NA,NA,7
65,9C8937,320,石家庄,昆明,NA,NA,NA,NA,7
66,9C8938,320,昆明,石家庄,NA,NA,NA,NA,7
67,9C8975,320,石家庄,厦门,NA,NA,NA,NA,7
68,9C8976,320,厦门,石家庄,NA,NA,NA,NA,7
69,9C8985,320,石家庄,成都,NA,NA,NA,NA,7
70,9C8986,320,成都,石家庄,NA,NA,NA,NA,4
71,9C8986,320,成都,石家庄,NA,NA,NA,NA,3
72,9C8993,320,石家庄,重庆,NA,NA,NA,NA,7
73,9C8994,320,重庆,石家庄,NA,NA,NA,NA,7
74,CA1117,320,北京首都,呼和浩特,NA,NA,NA,NA,7
75,CA1118,320,呼和浩特,北京首都,NA,NA,NA,NA,7
76,CA1921,320,温州,天津,NA,NA,NA,NA,3
77,CA1921,320,温州,天津,NA,NA,NA,NA,2
78,CA1921,320,温州,天津,NA,NA,NA,NA,1
79,CA1921,320,温州,天津,NA,NA,NA,NA,1
80,CA1922,320,天津,温州,NA,NA,NA,NA,1
81,CA1922,320,天津,温州,NA,NA,NA,NA,1
82,CA1922,320,天津,温州,NA,NA,NA,NA,5
83,GS6509,320,天津,武汉,三亚,NA,NA,或333/332/E90执行,7
84,GS6510,320,三亚,武汉,天津,NA,NA,或333/332/E90执行,7
85,GS6579,320,海口,长沙,天津,NA,NA,或333/332/E90执行,6
86,GS6579,320,海口,长沙,天津,NA,NA,或E90/EM4执行,1
87,GS6580,320,天津,长沙,海口,NA,NA,或333/332/E90执行,7
88,GS6663,320,呼和浩特,济南,NA,NA,NA,NA,7
89,GS6664,320,济南,呼和浩特,NA,NA,NA,NA,7
90,GS6669,320,济南,呼和浩特,海拉尔,NA,NA,NA,7
91,GS6670,320,海拉尔,呼和浩特,济南,NA,NA,NA,7
92,GS7497,320,乌鲁木齐,西安,天津,NA,NA,或333/332/E90/EM4执行,1
93,GS7497,320,乌鲁木齐,西安,天津,NA,NA,或333/332/E90/EM4执行,6
94,GS7498,320,天津,西安,乌鲁木齐,NA,NA,或333/332/E90/EM4执行,1
95,GS7498,320,天津,西安,乌鲁木齐,NA,NA,或333/332/E90/EM4执行,6
96,GS7655,320,西安,呼和浩特,海拉尔,NA,NA,或333/332/E90执行,7
97,GS7656,320,海拉尔,呼和浩特,西安,NA,NA,或333/332/E90执行,7
98,GS7815,320,天津,青岛,温州,NA,NA,或333/332/E90执行,7
99,GS7816,320,温州,青岛,天津,NA,NA,或333/332/E90执行,7
100,GS7839,320,天津,乌鲁木齐,和田,NA,NA,NA,7
101,GS7840,320,和田,乌鲁木齐,天津,NA,NA,NA,7
102,GS7851,320,天津,杭州,NA,NA,NA,或333/332/E90执行,7
103,GS7852,320,杭州,天津,NA,NA,NA,或333/332/E90执行,7
104,GS7855,320,天津,昆明,NA,NA,NA,或333/332/E90执行,7
105,GS7856,320,昆明,天津,NA,NA,NA,或333/332/E90执行,7
106,GS7857,320,天津,西安,昆明,NA,NA,或333/332/E90执行,4
107,GS7858,320,昆明,西安,天津,NA,NA,或333/332/E90执行,4
108,GS7859,320,天津,武汉,三亚,NA,NA,或333/332/E90执行,1
109,GS7859,320,天津,武汉,三亚,NA,NA,或333/332/E90执行,6
110,GS7860,320,三亚,武汉,天津,NA,NA,或333/332/E90执行,7
111,GS7887,320,天津,成都,NA,NA,NA,或333/332/E90执行,7
112,GS7888,320,成都,天津,NA,NA,NA,或333/332/E90执行,7
113,GS7891,320,天津,厦门,NA,NA,NA,或333/332/E90执行,7
114,GS7892,320,厦门,天津,NA,NA,NA,或333/332/E90执行,7
115,GS7893,320,天津,宁波,NA,NA,NA,或333/332/E90执行,2
116,GS7893,320,天津,宁波,NA,NA,NA,或333/332/E90执行,5
117,GS7894,320,宁波,天津,NA,NA,NA,或333/332/E90执行,2
118,GS7894,320,宁波,天津,NA,NA,NA,或333/332/E90执行,5
119,GS7895,320,天津,重庆,NA,NA,NA,或333/332/E90执行,7
120,GS7896,320,重庆,天津,NA,NA,NA,或333/332/E90执行,7
121,GS7901,320,天津,西安,贵阳,NA,NA,或333/332/E90执行,3
122,GS7902,320,贵阳,西安,天津,NA,NA,或333/332/E90执行,3
123,GS7917,320,天津,海拉尔,NA,NA,NA,或333/332/E90执行 执行日期0701-1029执行,6
124,GS7918,320,海拉尔,天津,NA,NA,NA,或333/332/E90执行 执行日期0701-1029执行,6
125,GS7930,320,贵阳,西安,天津,NA,NA,或333/332/E90执行,7
126,MU2771,320,北京首都,赤峰,NA,NA,NA,执行日期0327-1029执行,3
127,MU2772,320,赤峰,北京首都,NA,NA,NA,执行日期0327-1029执行,3
128,MU2863,320,北京首都,海拉尔,NA,NA,NA,NA,7
129,MU2864,320,海拉尔,北京首都,NA,NA,NA,NA,7
130,MU2991,320,大连,太原,NA,NA,NA,NA,7
131,MU2992,320,太原,大连,NA,NA,NA,NA,7
132,HU7175,332,北京首都,呼和浩特,NA,NA,NA,或738/767/787/789/332/333执行,7
133,CA1124,733,通辽,北京首都,NA,NA,NA,NA,7
134,BK2707,737,天津,大连,NA,NA,NA,NA,4
135,BK2708,737,大连,天津,NA,NA,NA,NA,3
136,BK2708,737,大连,天津,NA,NA,NA,NA,4
137,BK2777,737,天津,深圳,NA,NA,NA,NA,2
138,BK2778,737,深圳,天津,NA,NA,NA,NA,2
139,BK2811,737,天津,长沙,昆明,NA,NA,NA,4
140,BK2812,737,昆明,长沙,天津,NA,NA,NA,4
141,BK2819,737,天津,桂林,NA,NA,NA,NA,3
142,BK2819,737,天津,桂林,NA,NA,NA,NA,1
143,BK2820,737,桂林,天津,NA,NA,NA,NA,1
144,BK2820,737,桂林,天津,NA,NA,NA,NA,1
145,BK2820,737,桂林,天津,NA,NA,NA,NA,2
146,BK2823,737,天津,西安,南宁,NA,NA,NA,7
147,BK2824,737,南宁,西安,天津,NA,NA,NA,7
148,BK2825,737,天津,杭州,NA,NA,NA,NA,7
149,BK2826,737,杭州,天津,NA,NA,NA,NA,5
150,BK2826,737,杭州,天津,NA,NA,NA,NA,2
151,BK2835,737,天津,宁波,三亚,NA,NA,NA,4
152,BK2836,737,三亚,宁波,天津,NA,NA,NA,4
153,BK2847,737,天津,重庆,NA,NA,NA,NA,4
154,BK2848,737,重庆,天津,NA,NA,NA,NA,4
155,BK2851,737,天津,成都,NA,NA,NA,NA,7
156,BK2852,737,成都,天津,NA,NA,NA,NA,7
157,BK2859,737,天津,深圳,百色,NA,NA,待航路走向批复后执行,2
158,BK2860,737,百色,深圳,天津,NA,NA,待航路走向批复后执行,2
159,BK2883,737,西安,天津,NA,NA,NA,NA,7
160,BK2884,737,天津,西安,NA,NA,NA,NA,7
161,BK2931,737,天津,长沙,湛江,NA,NA,NA,4
162,BK2931,737,天津,长沙,湛江,NA,NA,NA,3
163,BK2932,737,湛江,长沙,天津,NA,NA,NA,4
164,BK2932,737,湛江,长沙,天津,NA,NA,NA,3
165,BK2945,737,天津,深圳,海口,NA,NA,NA,3
166,BK2946,737,海口,深圳,天津,NA,NA,NA,3
167,BK2965,737,天津,西宁,乌鲁木齐,NA,NA,执行日期0327-0630执行,1
168,BK2965,737,天津,西宁,乌鲁木齐,NA,NA,执行日期0327-0630执行,3
169,BK2966,737,乌鲁木齐,西宁,天津,NA,NA,执行日期0327-0630执行,3
170,BK2966,737,乌鲁木齐,西宁,天津,NA,NA,执行日期0327-0630执行,1
171,BK3001,737,天津,南京,桂林,NA,NA,NA,3
172,BK3002,737,桂林,南京,天津,NA,NA,NA,3
173,BK3017,737,天津,淮安,昆明,NA,NA,待航路走向批复后执行,3
174,BK3018,737,昆明,淮安,天津,NA,NA,待航路走向批复后执行,3
175,BK3029,737,天津,张家界,南宁,NA,NA,待航路走向批复后执行,4
176,BK3030,737,南宁,张家界,天津,NA,NA,待航路走向批复后执行,4
177,BK3035,737,天津,南通,三亚,NA,NA,待航路走向批复后执行,3
178,BK3036,737,三亚,南通,天津,NA,NA,待航路走向批复后执行,3
179,BK3037,737,天津,宁波,NA,NA,NA,NA,3
180,BK3038,737,宁波,天津,NA,NA,NA,NA,3
181,BK3045,737,天津,桂林,NA,NA,NA,NA,2
182,BK3046,737,桂林,天津,NA,NA,NA,NA,2
183,BK3063,737,天津,杭州,NA,NA,NA,执行日期0501-1029,4
184,BK3064,737,杭州,天津,NA,NA,NA,执行日期0501-1029,4
185,CA1123,737,北京首都,通辽,NA,NA,NA,NA,7
186,CA1135,737,北京首都,包头,NA,NA,NA,NA,7
187,CA1136,737,包头,北京首都,NA,NA,NA,NA,7
188,CA1284,737,乌兰浩特,北京首都,NA,NA,NA,NA,7
189,CA1481,737,天津,运城,昆明,NA,NA,待航线走向批复后执行 或738执行,2
190,CA1482,737,昆明,运城,天津,NA,NA,待航线走向批复后执行 或738执行,2
191,CA1627,737,呼和浩特,赤峰,NA,NA,NA,NA,3
192,CA1628,737,赤峰,呼和浩特,NA,NA,NA,NA,3
193,CA1645,737,呼和浩特,锡林浩特,NA,NA,NA,NA,7
194,CA1646,737,锡林浩特,呼和浩特,NA,NA,NA,NA,7
195,CA1675,737,天津,宁波,NA,NA,NA,NA,7
196,CA1676,737,宁波,天津,NA,NA,NA,NA,7
197,CA1687,737,呼和浩特,合肥,NA,NA,NA,NA,7
198,CA1688,737,合肥,呼和浩特,NA,NA,NA,NA,7
199,KN2251,737,北京南苑,大同,NA,NA,NA,待航线走向批复后执行,7
200,KN2252,737,大同,北京南苑,NA,NA,NA,待航线走向批复后执行,7
201,KN2261,737,北京南苑,呼和浩特,NA,NA,NA,待航线走向批复后执行,7
202,KN2262,737,呼和浩特,北京南苑,NA,NA,NA,待航线走向批复后执行,7
203,KN2277,737,鄂尔多斯,北京南苑,NA,NA,NA,待航线走向批复后执行,7
204,KN2278,737,北京南苑,鄂尔多斯,NA,NA,NA,待航线走向批复后执行,7
205,KN2381,737,石家庄,昆明,NA,NA,NA,待航线走向批复后执行,7
206,KN2382,737,昆明,石家庄,NA,NA,NA,待航线走向批复后执行,7
207,KN2925,737,北京南苑,长治,NA,NA,NA,待航线走向批复后执行,7
208,KN2926,737,长治,北京南苑,NA,NA,NA,待航线走向批复后执行,7
209,KN2927,737,北京南苑,长治,NA,NA,NA,待航线走向批复后执行,7
210,KN2928,737,长治,北京南苑,NA,NA,NA,待航线走向批复后执行,7
211,KN2985,737,北京南苑,阿尔山,NA,NA,NA,待航线走向批复后执行,4
212,KN2986,737,阿尔山,北京南苑,NA,NA,NA,待航线走向批复后执行,4
213,MF8281,737,北京首都,海拉尔,NA,NA,NA,NA,7
214,MF8282,737,海拉尔,北京首都,NA,NA,NA,NA,7
215,AQ1037,738,海拉尔,南京,NA,NA,NA,NA,3
216,AQ1038,738,南京,海拉尔,NA,NA,NA,NA,3
217,AQ1067,738,贵阳,天津,NA,NA,NA,NA,7
218,AQ1068,738,天津,贵阳,NA,NA,NA,NA,7
219,CA1101,738,北京首都,呼和浩特,NA,NA,NA,NA,7
220,CA1102,738,呼和浩特,北京首都,NA,NA,NA,NA,7
221,CA1103,738,北京首都,呼和浩特,NA,NA,NA,NA,7
222,CA1104,738,呼和浩特,北京首都,NA,NA,NA,NA,7
223,CA1105,738,北京首都,呼和浩特,NA,NA,NA,NA,7
224,CA1106,738,呼和浩特,北京首都,NA,NA,NA,NA,1
225,CA1106,738,呼和浩特,北京首都,NA,NA,NA,NA,6
226,CA1107,738,北京首都,包头,NA,NA,NA,NA,7
227,CA1108,738,包头,北京首都,NA,NA,NA,NA,7
228,CA1109,738,北京首都,锡林浩特,NA,NA,NA,NA,7
229,CA1110,738,锡林浩特,北京首都,NA,NA,NA,NA,7
230,CA1111,738,北京首都,呼和浩特,NA,NA,NA,NA,7
231,CA1112,738,呼和浩特,北京首都,NA,NA,NA,NA,3
232,CA1112,738,呼和浩特,北京首都,NA,NA,NA,NA,4
233,CA1113,738,北京首都,乌海,NA,NA,NA,NA,7
234,CA1114,738,乌海,北京首都,NA,NA,NA,NA,7
235,CA1115,738,北京首都,呼和浩特,NA,NA,NA,NA,7
236,CA1116,738,呼和浩特,北京首都,NA,NA,NA,NA,7
237,CA1119,738,北京首都,大同,NA,NA,NA,待航线走向批复后执行,7
238,CA1120,738,大同,北京首都,NA,NA,NA,待航线走向批复后执行,7
239,CA1121,738,北京首都,包头,NA,NA,NA,NA,7
240,CA1122,738,包头,北京首都,NA,NA,NA,NA,7
241,CA1125,738,北京首都,海拉尔,NA,NA,NA,执行日期0701-0930执行,7
242,CA1126,738,海拉尔,北京首都,NA,NA,NA,执行日期0701-0930执行,7
243,CA1127,738,北京首都,满洲里,NA,NA,NA,执行日期0701-0831执行,7
244,CA1128,738,满洲里,北京首都,NA,NA,NA,执行日期0701-0831执行,7
245,CA1129,738,北京首都,海拉尔,NA,NA,NA,执行日期0701-0930执行,7
246,CA1130,738,海拉尔,北京首都,NA,NA,NA,执行日期0701-0930执行,7
247,CA1131,738,北京首都,海拉尔,NA,NA,NA,NA,4
248,CA1131,738,北京首都,海拉尔,NA,NA,NA,NA,3
249,CA1132,738,海拉尔,北京首都,NA,NA,NA,NA,7
250,CA1133,738,海拉尔,呼和浩特,NA,NA,NA,NA,7
251,CA1134,738,呼和浩特,海拉尔,NA,NA,NA,NA,7
252,CA1137,738,北京首都,呼和浩特,NA,NA,NA,执行日期0701-0930执行,3
253,CA1137,738,北京首都,呼和浩特,NA,NA,NA,执行日期0701-0930执行,1
254,CA1138,738,呼和浩特,北京首都,NA,NA,NA,执行日期0701-0930执行,1
255,CA1138,738,呼和浩特,北京首都,NA,NA,NA,执行日期0701-0930执行,1
256,CA1138,738,呼和浩特,北京首都,NA,NA,NA,执行日期0701-0930执行,1
257,CA1138,738,呼和浩特,北京首都,NA,NA,NA,执行日期0701-0930执行,1
258,CA1139,738,北京首都,运城,NA,NA,NA,NA,7
259,CA1140,738,运城,北京首都,NA,NA,NA,NA,7
260,CA1141,738,北京首都,海拉尔,NA,NA,NA,执行日期0701-0930执行,1
261,CA1141,738,北京首都,海拉尔,NA,NA,NA,执行日期0701-0930执行,3
262,CA1141,738,北京首都,海拉尔,NA,NA,NA,执行日期0701-0930执行,1
263,CA1142,738,海拉尔,北京首都,NA,NA,NA,执行日期0701-0930执行,1
264,CA1142,738,海拉尔,北京首都,NA,NA,NA,执行日期0701-0930执行,1
265,CA1142,738,海拉尔,北京首都,NA,NA,NA,执行日期0701-0930执行,3
266,CA1143,738,北京首都,包头,NA,NA,NA,NA,1
267,CA1143,738,北京首都,包头,NA,NA,NA,NA,1
268,CA1144,738,包头,北京首都,NA,NA,NA,NA,1
269,CA1144,738,包头,北京首都,NA,NA,NA,NA,1
270,CA1145,738,北京首都,太原,NA,NA,NA,NA,7
271,CA1146,738,太原,北京首都,NA,NA,NA,NA,7
272,CA1147,738,北京首都,巴彦淖尔,NA,NA,NA,待航线走向批复后执行,7
273,CA1148,738,巴彦淖尔,北京首都,NA,NA,NA,待航线走向批复后执行,7
274,CA1149,738,北京首都,鄂尔多斯,NA,NA,NA,待航线走向批复后执行,7
275,CA1150,738,鄂尔多斯,北京首都,NA,NA,NA,待航线走向批复后执行,7
276,CA1211,738,北京首都,呼和浩特,NA,NA,NA,执行日期0327-0531执行,1
277,CA1211/2,738,北京首都,呼和浩特,北京首都,NA,NA,NA,6
278,CA1212,738,呼和浩特,北京首都,NA,NA,NA,待航线走向批复后执行 执行日期0327-0531执行,1
279,CA1237,738,北京首都,运城,NA,NA,NA,NA,5
280,CA1237,738,北京首都,运城,NA,NA,NA,NA,2
281,CA1238,738,运城,北京首都,NA,NA,NA,NA,2
282,CA1238,738,运城,北京首都,NA,NA,NA,NA,5
283,CA1241,738,天津,西宁,NA,NA,NA,或73G执行,7
284,CA1242,738,西宁,天津,NA,NA,NA,或73G执行,7
285,CA1245,738,天津,兰州,NA,NA,NA,或73G执行,2
286,CA1245,738,天津,兰州,NA,NA,NA,或73G执行,5
287,CA1246,738,兰州,天津,NA,NA,NA,或73G执行,1
288,CA1246,738,兰州,天津,NA,NA,NA,或73G执行,1
289,CA1246,738,兰州,天津,NA,NA,NA,或73G执行,3
290,CA1246,738,兰州,天津,NA,NA,NA,或73G执行,1
291,CA1246,738,兰州,天津,NA,NA,NA,或73G执行,1
292,CA1249,738,天津,西安,NA,NA,NA,或73G执行,7
293,CA1250,738,西安,天津,NA,NA,NA,或73G执行,7
294,CA1251,738,天津,西安,NA,NA,NA,或73G执行,7
295,CA1252,738,西安,天津,NA,NA,NA,或73G执行,7
296,CA1259,738,天津,贵阳,NA,NA,NA,待航线走向批复后执行 或73G执行,1
297,CA1259,738,天津,贵阳,NA,NA,NA,待航线走向批复后执行 或73G执行,4
298,CA1259,738,天津,贵阳,NA,NA,NA,待航线走向批复后执行 或73G执行,2
299,CA1260,738,贵阳,天津,NA,NA,NA,待航线走向批复后执行 或73G执行,5
300,CA1260,738,贵阳,天津,NA,NA,NA,待航线走向批复后执行 或73G执行,1
301,CA1260,738,贵阳,天津,NA,NA,NA,待航线走向批复后执行 或73G执行,1
302,CA1265,738,天津,呼和浩特,乌鲁木齐,NA,NA,或73G执行,7
303,CA1266,738,乌鲁木齐,呼和浩特,天津,NA,NA,或73G执行,7
304,CA1279,738,北京首都,鄂尔多斯,NA,NA,NA,待航线走向批复后执行 执行日期0327-0531执行,3
305,CA1279,738,北京首都,鄂尔多斯,NA,NA,NA,待航线走向批复后执行 执行日期0327-0531执行,1
306,CA1280,738,鄂尔多斯,北京首都,NA,NA,NA,待航线走向批复后执行 执行日期0327-0531执行,3
307,CA1280,738,鄂尔多斯,北京首都,NA,NA,NA,待航线走向批复后执行 执行日期0327-0531执行,1
308,CA1281,738,北京首都,赤峰,NA,NA,NA,NA,7
309,CA1282,738,赤峰,北京首都,NA,NA,NA,NA,7
310,CA1283,738,北京首都,乌兰浩特,NA,NA,NA,NA,7
311,CA1319,738,天津,深圳,NA,NA,NA,或73G执行;与ZH1319代码共享,7
312,CA1320,738,深圳,天津,NA,NA,NA,或73G执行;与ZH1320代码共享,7
313,CA1371,738,天津,深圳,NA,NA,NA,或73G执行,7
314,CA1372,738,深圳,天津,NA,NA,NA,或73G执行,7
315,CA1389,738,天津,三亚,NA,NA,NA,或73G执行,3
316,CA1389,738,天津,三亚,NA,NA,NA,或73G执行,4
317,CA1390,738,三亚,天津,NA,NA,NA,或73G执行,7
318,CA1401,738,天津,昆明,NA,NA,NA,或73G执行;与ZH1401 SC1401代码共享,7
319,CA1402,738,昆明,天津,NA,NA,NA,或73G执行;;与ZH1402 SC1402代码共享,7
320,CA1467,738,天津,昆明,NA,NA,NA,或73G执行,7
321,CA1468,738,昆明,天津,NA,NA,NA,或73G执行,7
322,CA1529,738,天津,厦门,NA,NA,NA,或73G执行;与ZH1529代码共享,7
323,CA1530,738,厦门,天津,NA,NA,NA,或73G执行;与ZH1530代码共享,1
324,CA1530,738,厦门,天津,NA,NA,NA,或73G执行;与ZH1530代码共享,1
325,CA1530,738,厦门,天津,NA,NA,NA,或73G执行;与ZH1530代码共享,4
326,CA1530,738,厦门,天津,NA,NA,NA,或73G执行;与ZH1530代码共享,1
327,CA1619,738,天津,珠海,NA,NA,NA,或73G执行,7
328,CA1620,738,珠海,天津,NA,NA,NA,或73G执行,1
329,CA1620,738,珠海,天津,NA,NA,NA,或73G执行,2
330,CA1620,738,珠海,天津,NA,NA,NA,或73G执行,1
331,CA1620,738,珠海,天津,NA,NA,NA,或73G执行,1
332,CA1620,738,珠海,天津,NA,NA,NA,或73G执行,1
333,CA1620,738,珠海,天津,NA,NA,NA,或73G执行,1
334,CA1633/4,738,北京首都,呼和浩特,北京首都,NA,NA,NA,3
335,CA1663,738,天津,威海,NA,NA,NA,NA,5
336,CA1664,738,威海,天津,NA,NA,NA,NA,5
337,CA1665,738,天津,延吉,NA,NA,NA,NA,7
338,CA1666,738,延吉,天津,NA,NA,NA,NA,7
339,CA1669,738,天津,长沙,NA,NA,NA,或73G执行,7
340,CA1670,738,长沙,天津,NA,NA,NA,或73G执行,7
341,CA1671,738,天津,深圳,NA,NA,NA,或73G执行,7
342,CA1672,738,深圳,天津,NA,NA,NA,或73G执行,5
343,CA1672,738,深圳,天津,NA,NA,NA,或73G执行,2
344,CA8913,738,大连,呼和浩特,NA,NA,NA,NA,1
345,CA8913,738,大连,呼和浩特,NA,NA,NA,NA,3
346,CA8914,738,呼和浩特,大连,NA,NA,NA,NA,4
347,CA8915,738,大连,包头,NA,NA,NA,NA,3
348,CA8916,738,包头,大连,NA,NA,NA,NA,3
349,CN7101,738,北京首都,海拉尔,NA,NA,NA,与HU7101代号共享,7
350,CN7102,738,海拉尔,北京首都,NA,NA,NA,与HU7102代号共享,7
351,HU7041,738,太原,重庆,NA,NA,NA,NA,7
352,HU7042,738,重庆,太原,NA,NA,NA,NA,4
353,HU7042,738,重庆,太原,NA,NA,NA,NA,3
354,HU7049,738,太原,杭州,NA,NA,NA,执行日期0501-1029执行,3
355,HU7049,738,太原,杭州,NA,NA,NA,执行日期0501-1029执行,1
356,HU7050,738,杭州,太原,NA,NA,NA,执行日期0501-1029执行,4
357,HU7051,738,太原,青岛,NA,NA,NA,NA,7
358,HU7052,738,青岛,太原,NA,NA,NA,NA,7
359,HU7115,738,北京首都,满洲里,NA,NA,NA,NA,1
360,HU7115,738,北京首都,满洲里,NA,NA,NA,NA,1
361,HU7115,738,北京首都,满洲里,NA,NA,NA,NA,1
362,HU7115,738,北京首都,满洲里,NA,NA,NA,NA,1
363,HU7116,738,满洲里,北京首都,NA,NA,NA,NA,1
364,HU7116,738,满洲里,北京首都,NA,NA,NA,NA,1
365,HU7116,738,满洲里,北京首都,NA,NA,NA,NA,1
366,HU7116,738,满洲里,北京首都,NA,NA,NA,NA,1
367,HU7125,738,北京首都,包头,NA,NA,NA,NA,5
368,HU7126,738,包头,北京首都,NA,NA,NA,NA,5
369,HU7159,738,天津,哈尔滨,NA,NA,NA,NA,4
370,HU7160,738,哈尔滨,天津,NA,NA,NA,NA,3
371,HU7160,738,哈尔滨,天津,NA,NA,NA,NA,1
372,HU7167,738,大连,天津,NA,NA,NA,执行日期0701-1029执行,7
373,HU7168,738,天津,大连,NA,NA,NA,执行日期0701-1029执行,7
374,HU7219,738,太原,海拉尔,NA,NA,NA,执行日期0701-0831执行,7
375,HU7220,738,海拉尔,太原,NA,NA,NA,执行日期0701-0831执行,7
376,HU7295,738,太原,合肥,厦门,NA,NA,NA,4
377,HU7296,738,厦门,合肥,太原,NA,NA,NA,4
378,HU7333,738,太原,长沙,福州,NA,NA,NA,7
379,HU7334,738,福州,长沙,太原,NA,NA,NA,7
380,HU7355,738,太原,长治,厦门,NA,NA,待航路走向批复后执行,3
381,HU7356,738,厦门,长治,太原,NA,NA,待航路走向批复后执行,3
382,HU7611,738,北京首都,长治,NA,NA,NA,NA,3
383,HU7611,738,北京首都,长治,NA,NA,NA,NA,2
384,HU7611,738,北京首都,长治,NA,NA,NA,NA,2
385,HU7612,738,长治,北京首都,NA,NA,NA,NA,1
