city1_2,flight,plane,city1,city2,city3,city4,city5,remarks,flight_account,flag
无锡沈阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,11765
大同南京,NA,NA,NA,NA,NA,NA,NA,NA,NA,19865
大同三亚,NA,NA,NA,NA,NA,NA,NA,NA,NA,19869
揭阳潮汕宁波,NA,NA,NA,NA,NA,NA,NA,NA,NA,7096
宁波揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,7096
无锡呼和浩特,NA,NA,NA,NA,NA,NA,NA,NA,NA,25015
稻城西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,19878
丹东青岛,NA,NA,NA,NA,NA,NA,NA,NA,NA,19884
沈阳绵阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,11795
秦皇岛上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,7123
上海浦东秦皇岛,NA,NA,NA,NA,NA,NA,NA,NA,NA,7123
敦煌郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,7127
郑州敦煌,NA,NA,NA,NA,NA,NA,NA,NA,NA,7127
珠海杭州,NA,NA,NA,NA,NA,NA,NA,NA,NA,7142
武汉包头,NA,NA,NA,NA,NA,NA,NA,NA,NA,11880
大连通化,NA,NA,NA,NA,NA,NA,NA,NA,NA,19932
深圳盐城,NA,NA,NA,NA,NA,NA,NA,NA,NA,25827
深圳威海,NA,NA,NA,NA,NA,NA,NA,NA,NA,25837
佳木斯上海虹桥,NA,NA,NA,NA,NA,NA,NA,NA,NA,18787
敦煌杭州,NA,NA,NA,NA,NA,NA,NA,NA,NA,19957
连城厦门,NA,NA,NA,NA,NA,NA,NA,NA,NA,7175
赣州景德镇,NA,NA,NA,NA,NA,NA,NA,NA,NA,7204
敦煌天津,NA,NA,NA,NA,NA,NA,NA,NA,NA,19965
东营海口,NA,NA,NA,NA,NA,NA,NA,NA,NA,19967
阜阳合肥,NA,NA,NA,NA,NA,NA,NA,NA,NA,7206
上海浦东揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,11902
扬州三亚,NA,NA,NA,NA,NA,NA,NA,NA,NA,11908
青岛揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,7221
大庆济南,NA,NA,NA,NA,NA,NA,NA,NA,NA,19981
天津湛江,NA,NA,NA,NA,NA,NA,NA,NA,NA,25880
乌鲁木齐桂林,NA,NA,NA,NA,NA,NA,NA,NA,NA,11924
珠海哈尔滨,NA,NA,NA,NA,NA,NA,NA,NA,NA,7224
哈尔滨珠海,NA,NA,NA,NA,NA,NA,NA,NA,NA,7224
沈阳揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,11949
武汉宜宾,NA,NA,NA,NA,NA,NA,NA,NA,NA,25910
无锡珠海,NA,NA,NA,NA,NA,NA,NA,NA,NA,25915
厦门湛江,NA,NA,NA,NA,NA,NA,NA,NA,NA,25919
厦门宜昌,NA,NA,NA,NA,NA,NA,NA,NA,NA,25922
厦门遵义,NA,NA,NA,NA,NA,NA,NA,NA,NA,25924
鄂尔多斯温州,NA,NA,NA,NA,NA,NA,NA,NA,NA,20008
临沂温州,NA,NA,NA,NA,NA,NA,NA,NA,NA,7241
武汉扬州,NA,NA,NA,NA,NA,NA,NA,NA,NA,12021
盐城武汉,NA,NA,NA,NA,NA,NA,NA,NA,NA,12027
额济纳旗西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,20037
恩施海口,NA,NA,NA,NA,NA,NA,NA,NA,NA,20038
连云港上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,12035
丹东北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,7260
恩施深圳,NA,NA,NA,NA,NA,NA,NA,NA,NA,20044
延安武汉,NA,NA,NA,NA,NA,NA,NA,NA,NA,20047
福州连云港,NA,NA,NA,NA,NA,NA,NA,NA,NA,20065
乌海北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,12105
北京南苑乌海,NA,NA,NA,NA,NA,NA,NA,NA,NA,12105
北京南苑哈密,NA,NA,NA,NA,NA,NA,NA,NA,NA,12115
南宁常州,NA,NA,NA,NA,NA,NA,NA,NA,NA,7309
常州南宁,NA,NA,NA,NA,NA,NA,NA,NA,NA,7309
济南临沂,NA,NA,NA,NA,NA,NA,NA,NA,NA,7319
佛山西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,20105
佛山三亚,NA,NA,NA,NA,NA,NA,NA,NA,NA,20106
上海浦东杭州,NA,NA,NA,NA,NA,NA,NA,NA,NA,16892
格尔木北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,20110
石家庄济南,NA,NA,NA,NA,NA,NA,NA,NA,NA,7355
珠海常州,NA,NA,NA,NA,NA,NA,NA,NA,NA,7360
西宁郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,12200
榆林郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,7370
海口梅州,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140
海口通辽,NA,NA,NA,NA,NA,NA,NA,NA,NA,20153
海口文山,NA,NA,NA,NA,NA,NA,NA,NA,NA,20160
张家口沈阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,23361
南京武汉,NA,NA,NA,NA,NA,NA,NA,NA,NA,7390
杭州包头,NA,NA,NA,NA,NA,NA,NA,NA,NA,7392
柳州成都,NA,NA,NA,NA,NA,NA,NA,NA,NA,12214
温州宁波,NA,NA,NA,NA,NA,NA,NA,NA,NA,16924
秦皇岛北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,16927
黑河上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,20185
黑河沈阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,20186
黑河济南,NA,NA,NA,NA,NA,NA,NA,NA,NA,20187
鄂尔多斯赤峰,NA,NA,NA,NA,NA,NA,NA,NA,NA,16994
呼和浩特加格达奇,NA,NA,NA,NA,NA,NA,NA,NA,NA,20193
上海浦东阜阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,12243
阜阳上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,12243
康定成都,NA,NA,NA,NA,NA,NA,NA,NA,NA,12248
青岛济宁,NA,NA,NA,NA,NA,NA,NA,NA,NA,7429
济宁青岛,NA,NA,NA,NA,NA,NA,NA,NA,NA,7429
北京南苑张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,7454
张家界北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,7454
敦煌成都,NA,NA,NA,NA,NA,NA,NA,NA,NA,7455
成都敦煌,NA,NA,NA,NA,NA,NA,NA,NA,NA,7455
临沂烟台,NA,NA,NA,NA,NA,NA,NA,NA,NA,12310
淮安大连,NA,NA,NA,NA,NA,NA,NA,NA,NA,12331
大连淮安,NA,NA,NA,NA,NA,NA,NA,NA,NA,12331
合肥丽江,NA,NA,NA,NA,NA,NA,NA,NA,NA,20232
运城杭州,NA,NA,NA,NA,NA,NA,NA,NA,NA,7462
杭州运城,NA,NA,NA,NA,NA,NA,NA,NA,NA,7462
深圳敦煌,NA,NA,NA,NA,NA,NA,NA,NA,NA,7488
丽江郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,12347
郑州丽江,NA,NA,NA,NA,NA,NA,NA,NA,NA,12347
济宁唐山,NA,NA,NA,NA,NA,NA,NA,NA,NA,17057
榆林天津,NA,NA,NA,NA,NA,NA,NA,NA,NA,17090
杭州腾冲,NA,NA,NA,NA,NA,NA,NA,NA,NA,20289
杭州万州,NA,NA,NA,NA,NA,NA,NA,NA,NA,20297
北京南苑库尔勒,NA,NA,NA,NA,NA,NA,NA,NA,NA,12365
库尔勒北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,12365
杭州延吉,NA,NA,NA,NA,NA,NA,NA,NA,NA,20306
杭州中卫,NA,NA,NA,NA,NA,NA,NA,NA,NA,20309
杭州遵义,NA,NA,NA,NA,NA,NA,NA,NA,NA,20311
淮安南宁,NA,NA,NA,NA,NA,NA,NA,NA,NA,20314
烟台郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,12413
海口呼伦贝尔,NA,NA,NA,NA,NA,NA,NA,NA,NA,22441
大连敦煌,NA,NA,NA,NA,NA,NA,NA,NA,NA,7541
呼伦贝尔昆明,NA,NA,NA,NA,NA,NA,NA,NA,NA,20328
呼伦贝尔宁波,NA,NA,NA,NA,NA,NA,NA,NA,NA,20329
西安宜宾,NA,NA,NA,NA,NA,NA,NA,NA,NA,12453
德宏重庆,NA,NA,NA,NA,NA,NA,NA,NA,NA,12455
呼伦贝尔石家庄,NA,NA,NA,NA,NA,NA,NA,NA,NA,20336
呼伦贝尔武汉,NA,NA,NA,NA,NA,NA,NA,NA,NA,20341
威海张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,17272
徐州张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,17274
昆明佛山,NA,NA,NA,NA,NA,NA,NA,NA,NA,17284
揭阳潮汕合肥,NA,NA,NA,NA,NA,NA,NA,NA,NA,12516
温州佛山,NA,NA,NA,NA,NA,NA,NA,NA,NA,17286
上海浦东鞍山,NA,NA,NA,NA,NA,NA,NA,NA,NA,12518
鞍山上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,12518
井冈山广州,NA,NA,NA,NA,NA,NA,NA,NA,NA,17320
舟山连云港,NA,NA,NA,NA,NA,NA,NA,NA,NA,20393
吐鲁番哈密,NA,NA,NA,NA,NA,NA,NA,NA,NA,23727
舟山无锡,NA,NA,NA,NA,NA,NA,NA,NA,NA,20397
舟山福州,NA,NA,NA,NA,NA,NA,NA,NA,NA,12531
宜昌南京,NA,NA,NA,NA,NA,NA,NA,NA,NA,7642
台州银川,NA,NA,NA,NA,NA,NA,NA,NA,NA,20402
黎平上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,20414
北京南苑白山,NA,NA,NA,NA,NA,NA,NA,NA,NA,12571
银川嘉峪关,NA,NA,NA,NA,NA,NA,NA,NA,NA,20416
银川贵阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,20419
银川宁波,NA,NA,NA,NA,NA,NA,NA,NA,NA,20423
珠海沈阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,12590
福州长治,NA,NA,NA,NA,NA,NA,NA,NA,NA,7653
银川西宁,NA,NA,NA,NA,NA,NA,NA,NA,NA,20441
梧州桂林,NA,NA,NA,NA,NA,NA,NA,NA,NA,23798
银川烟台,NA,NA,NA,NA,NA,NA,NA,NA,NA,20443
银川扬州,NA,NA,NA,NA,NA,NA,NA,NA,NA,20444
湛江杭州,NA,NA,NA,NA,NA,NA,NA,NA,NA,12632
杭州湛江,NA,NA,NA,NA,NA,NA,NA,NA,NA,12632
南昌天津,NA,NA,NA,NA,NA,NA,NA,NA,NA,7671
嘉峪关昆明,NA,NA,NA,NA,NA,NA,NA,NA,NA,20455
嘉峪关阿拉善右旗,NA,NA,NA,NA,NA,NA,NA,NA,NA,20458
嘉峪关天津,NA,NA,NA,NA,NA,NA,NA,NA,NA,20461
哈尔滨赤峰,NA,NA,NA,NA,NA,NA,NA,NA,NA,12650
烟台连云港,NA,NA,NA,NA,NA,NA,NA,NA,NA,7690
连云港烟台,NA,NA,NA,NA,NA,NA,NA,NA,NA,7690
毕节上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,12663
南通盐城,NA,NA,NA,NA,NA,NA,NA,NA,NA,7693
兰州鄂尔多斯,NA,NA,NA,NA,NA,NA,NA,NA,NA,7696
鄂尔多斯兰州,NA,NA,NA,NA,NA,NA,NA,NA,NA,7696
白山天津,NA,NA,NA,NA,NA,NA,NA,NA,NA,12697
徐州秦皇岛,NA,NA,NA,NA,NA,NA,NA,NA,NA,23890
宜春广州,NA,NA,NA,NA,NA,NA,NA,NA,NA,23905
泉州太原,NA,NA,NA,NA,NA,NA,NA,NA,NA,20504
唐山长春,NA,NA,NA,NA,NA,NA,NA,NA,NA,23923
秦皇岛郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,17576
宜昌郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,17580
佳木斯烟台,NA,NA,NA,NA,NA,NA,NA,NA,NA,20515
锦州烟台,NA,NA,NA,NA,NA,NA,NA,NA,NA,20529
常州丽江,NA,NA,NA,NA,NA,NA,NA,NA,NA,7736
宁波太原,NA,NA,NA,NA,NA,NA,NA,NA,NA,12786
哈尔滨呼伦贝尔,NA,NA,NA,NA,NA,NA,NA,NA,NA,12792
青阳厦门,NA,NA,NA,NA,NA,NA,NA,NA,NA,20533
鸡西天津,NA,NA,NA,NA,NA,NA,NA,NA,NA,20541
九寨沟深圳,NA,NA,NA,NA,NA,NA,NA,NA,NA,20546
海口洛阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,7756
库车宁波,NA,NA,NA,NA,NA,NA,NA,NA,NA,20548
义乌福州,NA,NA,NA,NA,NA,NA,NA,NA,NA,24020
黄山佛山,NA,NA,NA,NA,NA,NA,NA,NA,NA,24022
中卫银川,NA,NA,NA,NA,NA,NA,NA,NA,NA,17676
重庆黄山,NA,NA,NA,NA,NA,NA,NA,NA,NA,12930
临汾呼和浩特,NA,NA,NA,NA,NA,NA,NA,NA,NA,24030
南昌徐州,NA,NA,NA,NA,NA,NA,NA,NA,NA,20582
西双版纳杭州,NA,NA,NA,NA,NA,NA,NA,NA,NA,12955
锦州大连,NA,NA,NA,NA,NA,NA,NA,NA,NA,7805
运城三亚,NA,NA,NA,NA,NA,NA,NA,NA,NA,12960
三亚运城,NA,NA,NA,NA,NA,NA,NA,NA,NA,12960
张掖庆阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,17742
昆明通辽,NA,NA,NA,NA,NA,NA,NA,NA,NA,20616
达州昆明,NA,NA,NA,NA,NA,NA,NA,NA,NA,7824
张掖西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,17791
西安烟台,NA,NA,NA,NA,NA,NA,NA,NA,NA,7827
宜昌西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,7843
赣州石家庄,NA,NA,NA,NA,NA,NA,NA,NA,NA,20648
义乌西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,17820
遵义西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,17829
库尔勒上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,20654
绵阳榆林,NA,NA,NA,NA,NA,NA,NA,NA,NA,17845
克拉玛依北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,20657
桂林连云港,NA,NA,NA,NA,NA,NA,NA,NA,NA,20695
贵阳兰州,NA,NA,NA,NA,NA,NA,NA,NA,NA,13123
伊春北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,20721
伊春威海,NA,NA,NA,NA,NA,NA,NA,NA,NA,20724
兰州南宁,NA,NA,NA,NA,NA,NA,NA,NA,NA,20730
天津洛阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,7880
洛阳天津,NA,NA,NA,NA,NA,NA,NA,NA,NA,7880
齐齐哈尔广州,NA,NA,NA,NA,NA,NA,NA,NA,NA,7882
三亚丽江,NA,NA,NA,NA,NA,NA,NA,NA,NA,17882
贵阳西宁,NA,NA,NA,NA,NA,NA,NA,NA,NA,13148
扬州成都,NA,NA,NA,NA,NA,NA,NA,NA,NA,13167
成都扬州,NA,NA,NA,NA,NA,NA,NA,NA,NA,13167
永州北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,20772
南宁井冈山,NA,NA,NA,NA,NA,NA,NA,NA,NA,7925
吕梁西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,20776
德宏南京,NA,NA,NA,NA,NA,NA,NA,NA,NA,20777
德宏上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,20779
丽江福州,NA,NA,NA,NA,NA,NA,NA,NA,NA,7950
福州丽江,NA,NA,NA,NA,NA,NA,NA,NA,NA,7950
海口泉州,NA,NA,NA,NA,NA,NA,NA,NA,NA,13264
拉萨太原,NA,NA,NA,NA,NA,NA,NA,NA,NA,20789
万州昆明,NA,NA,NA,NA,NA,NA,NA,NA,NA,17962
拉萨宜宾,NA,NA,NA,NA,NA,NA,NA,NA,NA,20792
连云港三亚,NA,NA,NA,NA,NA,NA,NA,NA,NA,20805
武汉安庆,NA,NA,NA,NA,NA,NA,NA,NA,NA,18012
林芝上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,20842
福州常州,NA,NA,NA,NA,NA,NA,NA,NA,NA,18021
牡丹江南京,NA,NA,NA,NA,NA,NA,NA,NA,NA,20844
西安柳州,NA,NA,NA,NA,NA,NA,NA,NA,NA,13308
牡丹江无锡,NA,NA,NA,NA,NA,NA,NA,NA,NA,20853
西宁绵阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,13315
绵阳乌鲁木齐,NA,NA,NA,NA,NA,NA,NA,NA,NA,20867
黄山海口,NA,NA,NA,NA,NA,NA,NA,NA,NA,13316
绵阳宜昌,NA,NA,NA,NA,NA,NA,NA,NA,NA,20872
白山深圳,NA,NA,NA,NA,NA,NA,NA,NA,NA,20881
连云港西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,13323
青岛安顺,NA,NA,NA,NA,NA,NA,NA,NA,NA,24272
绵阳福州,NA,NA,NA,NA,NA,NA,NA,NA,NA,18072
西安南通,NA,NA,NA,NA,NA,NA,NA,NA,NA,13457
南通西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,13457
烟台海口,NA,NA,NA,NA,NA,NA,NA,NA,NA,13477
上海浦东大同,NA,NA,NA,NA,NA,NA,NA,NA,NA,8051
南宁徐州,NA,NA,NA,NA,NA,NA,NA,NA,NA,20963
南宁遵义,NA,NA,NA,NA,NA,NA,NA,NA,NA,20967
南通太原,NA,NA,NA,NA,NA,NA,NA,NA,NA,20978
南京景德镇,NA,NA,NA,NA,NA,NA,NA,NA,NA,18113
满洲里三亚,NA,NA,NA,NA,NA,NA,NA,NA,NA,20987
满洲里深圳,NA,NA,NA,NA,NA,NA,NA,NA,NA,20988
襄樊北京首都,NA,NA,NA,NA,NA,NA,NA,NA,NA,1716
南京台州,NA,NA,NA,NA,NA,NA,NA,NA,NA,18138
中卫北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,13517
黄山长沙,NA,NA,NA,NA,NA,NA,NA,NA,NA,8090
长沙黄山,NA,NA,NA,NA,NA,NA,NA,NA,NA,8090
武夷山重庆,NA,NA,NA,NA,NA,NA,NA,NA,NA,8091
上海浦东九寨沟,NA,NA,NA,NA,NA,NA,NA,NA,NA,13542
九寨沟上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,13542
郑州揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,8097
海口绵阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,13567
伊春大连,NA,NA,NA,NA,NA,NA,NA,NA,NA,13586
沈阳阿尔山,NA,NA,NA,NA,NA,NA,NA,NA,NA,21099
沈阳义乌,NA,NA,NA,NA,NA,NA,NA,NA,NA,21100
沈阳盐城,NA,NA,NA,NA,NA,NA,NA,NA,NA,21101
济南青岛,NA,NA,NA,NA,NA,NA,NA,NA,NA,18291
黄山青岛,NA,NA,NA,NA,NA,NA,NA,NA,NA,18297
西安通辽,NA,NA,NA,NA,NA,NA,NA,NA,NA,21113
西安吐鲁番,NA,NA,NA,NA,NA,NA,NA,NA,NA,21114
西安威海,NA,NA,NA,NA,NA,NA,NA,NA,NA,21120
西安无锡,NA,NA,NA,NA,NA,NA,NA,NA,NA,21124
济宁武汉,NA,NA,NA,NA,NA,NA,NA,NA,NA,8131
连城上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,13660
延吉郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,24475
无锡泉州,NA,NA,NA,NA,NA,NA,NA,NA,NA,18329
武夷山泉州,NA,NA,NA,NA,NA,NA,NA,NA,NA,18330
揭阳潮汕天津,NA,NA,NA,NA,NA,NA,NA,NA,NA,21157
广州秦皇岛,NA,NA,NA,NA,NA,NA,NA,NA,NA,13759
秦皇岛广州,NA,NA,NA,NA,NA,NA,NA,NA,NA,13759
三亚锡林浩特,NA,NA,NA,NA,NA,NA,NA,NA,NA,21175
衢州上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,18355
深圳腾冲,NA,NA,NA,NA,NA,NA,NA,NA,NA,21187
深圳通辽,NA,NA,NA,NA,NA,NA,NA,NA,NA,21189
深圳榆林,NA,NA,NA,NA,NA,NA,NA,NA,NA,21196
北京南苑盐城,NA,NA,NA,NA,NA,NA,NA,NA,NA,14144
牡丹江北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,8194
北京南苑义乌,NA,NA,NA,NA,NA,NA,NA,NA,NA,14171
青岛义乌,NA,NA,NA,NA,NA,NA,NA,NA,NA,21226
通辽济南,NA,NA,NA,NA,NA,NA,NA,NA,NA,21229
无锡三亚,NA,NA,NA,NA,NA,NA,NA,NA,NA,14204
三亚无锡,NA,NA,NA,NA,NA,NA,NA,NA,NA,14204
文山重庆,NA,NA,NA,NA,NA,NA,NA,NA,NA,24548
天津乌海,NA,NA,NA,NA,NA,NA,NA,NA,NA,21247
济宁温州,NA,NA,NA,NA,NA,NA,NA,NA,NA,18446
天津襄阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,21250
哈尔滨秦皇岛,NA,NA,NA,NA,NA,NA,NA,NA,NA,14255
呼和浩特徐州,NA,NA,NA,NA,NA,NA,NA,NA,NA,18461
太原烟台,NA,NA,NA,NA,NA,NA,NA,NA,NA,21274
乌鲁木齐无锡,NA,NA,NA,NA,NA,NA,NA,NA,NA,21278
乌鲁木齐烟台,NA,NA,NA,NA,NA,NA,NA,NA,NA,21284
三亚烟台,NA,NA,NA,NA,NA,NA,NA,NA,NA,18495
榆林厦门,NA,NA,NA,NA,NA,NA,NA,NA,NA,21286
南京义乌,NA,NA,NA,NA,NA,NA,NA,NA,NA,18511
宜宾三亚,NA,NA,NA,NA,NA,NA,NA,NA,NA,14435
运城沈阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,8264
沈阳运城,NA,NA,NA,NA,NA,NA,NA,NA,NA,8264
揭阳潮汕长沙,NA,NA,NA,NA,NA,NA,NA,NA,NA,8267
长沙揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,8267
秦皇岛南京,NA,NA,NA,NA,NA,NA,NA,NA,NA,14804
海口连云港,NA,NA,NA,NA,NA,NA,NA,NA,NA,8269
大连黑河,NA,NA,NA,NA,NA,NA,NA,NA,NA,992
黑河大连,NA,NA,NA,NA,NA,NA,NA,NA,NA,992
锦州成都,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
张家口成都,NA,NA,NA,NA,NA,NA,NA,NA,NA,24695
宁波贵阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,18592
赤峰呼伦贝尔,NA,NA,NA,NA,NA,NA,NA,NA,NA,21381
重庆黎平,NA,NA,NA,NA,NA,NA,NA,NA,NA,21389
重庆九寨沟,NA,NA,NA,NA,NA,NA,NA,NA,NA,21391
晋江上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914
大连黄山,NA,NA,NA,NA,NA,NA,NA,NA,NA,8306
西安济宁,NA,NA,NA,NA,NA,NA,NA,NA,NA,8323
长沙湛江,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
吉林沈阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946
包头赤峰,NA,NA,NA,NA,NA,NA,NA,NA,NA,8343
赣州杭州,NA,NA,NA,NA,NA,NA,NA,NA,NA,8348
杭州赣州,NA,NA,NA,NA,NA,NA,NA,NA,NA,8348
南昌揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,2131
杭州稻城,NA,NA,NA,NA,NA,NA,NA,NA,NA,24759
武汉合肥,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
沈阳白山,NA,NA,NA,NA,NA,NA,NA,NA,NA,18662
哈尔滨加格达奇,NA,NA,NA,NA,NA,NA,NA,NA,NA,21492
呼伦贝尔长春,NA,NA,NA,NA,NA,NA,NA,NA,NA,18667
济南包头,NA,NA,NA,NA,NA,NA,NA,NA,NA,9813
常州长春,NA,NA,NA,NA,NA,NA,NA,NA,NA,18680
阜阳长春,NA,NA,NA,NA,NA,NA,NA,NA,NA,18682
泉州大连,NA,NA,NA,NA,NA,NA,NA,NA,NA,24801
淮安福州,NA,NA,NA,NA,NA,NA,NA,NA,NA,8395
福州淮安,NA,NA,NA,NA,NA,NA,NA,NA,NA,8395
西双版纳广州,NA,NA,NA,NA,NA,NA,NA,NA,NA,8414
佳木斯长春,NA,NA,NA,NA,NA,NA,NA,NA,NA,18701
南京大理,NA,NA,NA,NA,NA,NA,NA,NA,NA,24818
连云港武汉,NA,NA,NA,NA,NA,NA,NA,NA,NA,8419
昆明黔江,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440
青岛敦煌,NA,NA,NA,NA,NA,NA,NA,NA,NA,24826
沈阳满洲里,NA,NA,NA,NA,NA,NA,NA,NA,NA,9845
上海浦东敦煌,NA,NA,NA,NA,NA,NA,NA,NA,NA,24831
济宁哈尔滨,NA,NA,NA,NA,NA,NA,NA,NA,NA,18751
张家界温州,NA,NA,NA,NA,NA,NA,NA,NA,NA,3202
义乌哈尔滨,NA,NA,NA,NA,NA,NA,NA,NA,NA,18765
白山哈尔滨,NA,NA,NA,NA,NA,NA,NA,NA,NA,18768
阿克苏杭州,NA,NA,NA,NA,NA,NA,NA,NA,NA,21643
阿克苏北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,21644
阿克苏上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,21645
阿克苏西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,21646
淮安张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,24860
鞍山广州,NA,NA,NA,NA,NA,NA,NA,NA,NA,21648
无锡福州,NA,NA,NA,NA,NA,NA,NA,NA,NA,8490
成都烟台,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
盐城福州,NA,NA,NA,NA,NA,NA,NA,NA,NA,24881
安顺海口,NA,NA,NA,NA,NA,NA,NA,NA,NA,21661
西宁福州,NA,NA,NA,NA,NA,NA,NA,NA,NA,24907
丹东深圳,NA,NA,NA,NA,NA,NA,NA,NA,NA,8493
盐城广州,NA,NA,NA,NA,NA,NA,NA,NA,NA,8505
北京南苑阜阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,24915
阿拉善左旗嘉峪关,NA,NA,NA,NA,NA,NA,NA,NA,NA,21668
阿拉善左旗天津,NA,NA,NA,NA,NA,NA,NA,NA,NA,21670
包头重庆,NA,NA,NA,NA,NA,NA,NA,NA,NA,21674
徐州沈阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,18884
包头乌鲁木齐,NA,NA,NA,NA,NA,NA,NA,NA,NA,21694
包头厦门,NA,NA,NA,NA,NA,NA,NA,NA,NA,21696
包头西宁,NA,NA,NA,NA,NA,NA,NA,NA,NA,21697
上海浦东景德镇,NA,NA,NA,NA,NA,NA,NA,NA,NA,4113
黄山安庆,NA,NA,NA,NA,NA,NA,NA,NA,NA,18906
毕节三亚,NA,NA,NA,NA,NA,NA,NA,NA,NA,21706
北海怀化,NA,NA,NA,NA,NA,NA,NA,NA,NA,21715
北海沈阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,21722
北海西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,21723
西宁呼和浩特,NA,NA,NA,NA,NA,NA,NA,NA,NA,25005
保山北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,21731
大连白山,NA,NA,NA,NA,NA,NA,NA,NA,NA,8578
