"","city1_2","plane","city1","city2","city3","city4","city5","remarks","flight_account","flag"
"12539","万县上海浦东","CR2","万县","上海浦东",NA,NA,NA,"或B738/B73G执行",3,NA
"12540","万县深圳","320","万县","深圳",NA,NA,NA,"或738/733执行 执行日期0501-1029执行",3,NA
"12542","万县西安","73G","万县","西安",NA,NA,NA,"或B757执行_x005F_x000D__x000D_
HD[2011]826_x005F_x000D__x000D_
",1,NA
"12543","万县西安","73G","万县","西安",NA,NA,NA,"或B757执行_x005F_x000D__x000D_
HD[2011]826_x005F_x000D__x000D_
HD[2011]915_x005F_x000D__x000D_
",1,NA
"12544","万县西安","73G","万县","西安",NA,NA,NA,"或B757执行_x005F_x000D__x000D_
HD[2011]826_x005F_x000D__x000D_
HD[2011]915_x005F_x000D__x000D_
",1,NA
"12545","万县西安","73G","万县","西安",NA,NA,NA,"或B757执行_x005F_x000D__x000D_
HD[2011]826_x005F_x000D__x000D_
",1,NA
"12913","乌鲁木齐那拉提","73G","乌鲁木齐","那拉提","乌鲁木齐",NA,NA,"或ERJ/AT7执行 执行日期0615-1010执行",7,NA
"12914","乌鲁木齐那拉提","73G","乌鲁木齐","那拉提","乌鲁木齐",NA,NA,"或ERJ/AT7执行 执行日期0615-1010执行",7,NA
"13206","无锡海拉尔","320","无锡","海拉尔","无锡",NA,NA,"HD[2011]967",3,NA
"13382","武汉海拉尔","321","武汉","海拉尔",NA,NA,NA,"执行日期0701-1024执行",7,NA
"13909","西安九寨","319","西安","九寨","西安",NA,NA,"执行日期0408-1029执行",7,NA
"13910","西安九寨","319","西安","九寨",NA,NA,NA,"或320执行_x005F_x000D__x000D_
 执行日期0428-1029执行",7,NA
"14636","宜昌柳州","ERJ","宜昌","柳州",NA,NA,NA,"执行日期1001-1029执行",1,NA
"14637","宜昌柳州","ERJ","宜昌","柳州",NA,NA,NA,"执行日期1001-1029执行",1,NA
"14638","宜昌柳州","ERJ","宜昌","柳州",NA,NA,NA,"执行日期1001-1029执行",5,NA
"14639","宜昌柳州","ERJ","宜昌","柳州",NA,NA,NA,"执行日期1001-1029执行",1,NA
"14640","宜昌柳州","ERJ","宜昌","柳州",NA,NA,NA,"执行日期1001-1029执行",1,NA
"14641","宜昌柳州","ERJ","宜昌","柳州",NA,NA,NA,"执行日期1001-1029执行",5,NA
"14676","义乌揭阳","733","义乌","揭阳",NA,NA,NA,NA,4,NA
"14677","义乌揭阳","733","义乌","揭阳",NA,NA,NA,NA,3,NA
"14949","长春海拉尔","319","长春","海拉尔","长春",NA,NA,"或321/320执行 执行日期0615-1008执行",7,NA
"15820","重庆甘孜","319","重庆","甘孜","重庆",NA,NA,NA,3,NA
"15914","重庆九寨","319","重庆","九寨","重庆",NA,NA,NA,7,NA
"15915","重庆九寨","319","重庆","九寨","重庆",NA,NA,NA,7,NA
"15916","重庆九寨","319","重庆","九寨","重庆",NA,NA,NA,7,NA
"15917","重庆九寨","73G","重庆","九寨","重庆",NA,NA,NA,7,NA
"15918","重庆九寨","319","重庆","九寨",NA,NA,NA,"或320执行",7,NA
"15919","重庆九寨","319","重庆","九寨",NA,NA,NA,"或320执行",7,NA
"15920","重庆九寨","319","重庆","九寨","重庆",NA,NA,NA,7,NA
"15921","重庆九寨","73G","重庆","九寨","重庆",NA,NA,NA,7,NA
"15922","重庆九寨","319","重庆","九寨",NA,NA,NA,"或320执行",7,NA
"15923","重庆九寨","319","重庆","九寨",NA,NA,NA,NA,7,NA
