"","city1_2","flag","flight","flight_total_account","plane","remarks"
"1219","银川济南",2479,"SC4915/6",14,"733","或B738执行"
"1220","昆明徐州",2490,"3U8853/4",8,"320","或321/319执行"
"1221","昆明徐州",2490,"8L9919/20",6,"737","或319执行"
"1222","青岛温州",2496,"CZ6259",14,"M90","或320/319执行 执行日期0502-1029执行"
"1223","温州青岛",2496,"CZ6260",14,"M90","或320/319执行 执行日期0502-1029执行"
"1224","青岛温州",2496,"SC4731",2,"CR2","或B738执行"
"1225","青岛温州",2496,"SC4731/2",10,"733","或B738执行"
"1226","温州青岛",2496,"SC4732",2,"CR2","或B738执行"
"1227","太原上海虹桥",2509,"FM9163/4",14,"73G","或B763/B752/B738/CR2执行"
"1228","太原上海虹桥",2509,"HO1133/4",14,"320",NA
"1229","太原上海浦东",2509,"HO1235/6",14,"320","执行日期0615-1029执行"
"1230","太原上海虹桥",2509,"HU7375",7,"738","或B733执行"
"1231","上海虹桥太原",2509,"HU7376",7,"738","或B733执行"
"1232","上海虹桥太原",2509,"MU5141",7,"73G","或738执行"
"1233","太原上海浦东",2509,"MU5142",7,"73G",NA
"1234","上海虹桥太原",2509,"MU5143",7,"738",NA
"1235","太原上海虹桥",2509,"MU5144",7,"738",NA
"1236","上海虹桥太原",2509,"MU5477",7,"738",NA
"1237","太原上海虹桥",2509,"MU5478",7,"738",NA
"1238","上海虹桥太原",2509,"MU5653",7,"73G",NA
"1239","太原上海虹桥",2509,"MU5654",7,"73G",NA
"1240","上海浦东太原",2509,"MU5689",7,"73G",NA
"1241","太原上海虹桥",2509,"MU5690",7,"73G",NA
"1242","南宁北京首都",2515,"CA1335/6",14,"738",NA
"1243","南宁北京首都",2515,"CA1375/6",14,"738",NA
"1244","南宁北京首都",2515,"CA1465/6",14,"320",NA
"1245","南宁北京首都",2515,"CA1485/6",14,"738",NA
"1246","北京首都南宁",2515,"CN7157",7,"738",NA
"1247","南宁北京首都",2515,"CN7158",7,"738",NA
"1248","南宁北京首都",2515,"CZ3277/8",14,"738","或73G执行"
"1249","南宁北京首都",2515,"CZ3285/6",14,"333","或332/321"
"1250","南宁北京首都",2515,"CZ6283/4",14,"738","或73G执行"
"1251","南宁北京首都",2515,"ZH9591",7,"738",NA
"1252","北京首都南宁",2515,"ZH9592",7,"738",NA
"1253","济南郑州",2548,"SC4947",7,"738","或B733执行_x005F_x000D__x000D_
HD[2011]616_x005F_x000D__x000D_
HD[2011]826_x005F_x000D__x000D_
HD[2011]1024"
"1254","郑州济南",2548,"SC4948",7,"738","或B733执行_x005F_x000D__x000D_
HD[2011]616_x005F_x000D__x000D_
HD[2011]826_x005F_x000D__x000D_
HD[2011]1024"
"1255","济南郑州",2548,"SC4961/2",14,"733","或B738执行"
"1256","济南郑州",2548,"SC4965/6",14,"733","或CR2执行 执行日期0327-0731执行_x005F_x000D__x000D_
HD[2011]888"
"1257","揭阳北京首都",2550,"CA1347/8",14,"738",NA
"1258","揭阳北京首都",2550,"CA1393/4",6,"738",NA
"1259","揭阳北京首都",2550,"CZ3861/2",14,"733","或738执行"
"1260","广州成都",2561,"3U8731/2",14,"320","或330/321/319执行"
"1261","广州成都",2561,"3U8733/4",14,"320","或330/321/319执行"
"1262","广州成都",2561,"3U8735/6",14,"320","或330/321/319执行"
"1263","广州成都",2561,"3U8737/8",14,"319","或330/321/320执行"
"1264","广州成都",2561,"CA4301/2",14,"752",NA
"1265","广州成都",2561,"CA4303/4",14,"319",NA
"1266","广州成都",2561,"CA4305/6",14,"319",NA
"1267","广州成都",2561,"CA4307/8",14,"752",NA
"1268","广州成都",2561,"CA4309/10",14,"752",NA
"1269","广州成都",2561,"CA4317/8",14,"752",NA
"1270","广州成都",2561,"CA4333/4",14,"733",NA
"1271","广州成都",2561,"CA4361/2",14,"321",NA
"1272","广州成都",2561,"CZ3377/8",14,"319","或321/320/738执行"
"1273","广州成都",2561,"CZ3401/2",14,"319","或321/320/738执行"
"1274","广州成都",2561,"CZ3403/4",14,"319","或321/320/738执行"
"1275","广州成都",2561,"CZ3413/4",14,"319","或321/320/738执行"
"1276","广州成都",2561,"CZ3417/8",14,"319","或321/320/738执行"
"1277","广州成都",2561,"CZ3443/4",14,"319","或321/320/738执行"
"1278","广州成都",2561,"CZ3483/4",14,"319","或321/320/738执行"
"1279","广州成都",2561,"EU2235/6",14,"319","或A320执行"
"1280","广州成都",2561,"JD5161/2",14,"319","或320执行 旅游包机"
"1281","广州成都",2561,"ZH9188/7",14,"320","或738/733执行"
"1282","广州成都",2561,"ZH9673/4",14,"320","或738/733执行"
"1283","威海上海虹桥",2564,"MU2285/6",14,"733",NA
"1284","上海浦东威海",2564,"MU5581",7,"320",NA
"1285","威海上海浦东",2564,"MU5582",7,"320",NA
"1286","上海虹桥威海",2564,"MU5589",7,"320","HD2011[661]_x005F_x000D__x000D_
HD2011[846]_x005F_x000D__x000D_
HD［2011］1047"
"1287","威海上海虹桥",2564,"MU5590",7,"320","HD2011[661]_x005F_x000D__x000D_
HD2011[846]_x005F_x000D__x000D_
HD［2011］1047"
"1288","威海上海虹桥",2564,"SC4889/90",14,"738","或B738执行"
"1289","武汉三亚",2579,"CZ6277/8",8,"320","或319/M90执行 执行日期0925-1029执行"
"1290","武汉三亚",2579,"CZ6591/2",8,"738","或73G执行 执行日期0327-0630执行"
"1291","武汉三亚",2579,"CZ6607/8",20,"738","或73G执行"
"1292","武汉三亚",2579,"JD5147/8",14,"319","或320执行 旅游包机"
"1293","武汉三亚",2579,"MU2529/30",14,"733",NA
"1294","武汉三亚",2579,"MU3125",7,"ERJ",NA
"1295","三亚武汉",2579,"MU3126",7,"ERJ",NA
"1296","厦门宁波",2594,"MF8035/6",14,"738","或B757执行"
"1297","宁波厦门",2594,"SC4709",7,"CR2","或B733执行"
"1298","厦门宁波",2594,"SC4710",7,"CR2","或B733执行"
"1299","珠海北京首都",2602,"CA1323/4",14,"738",NA
"1300","珠海北京首都",2602,"CA1473/4",14,"738",NA
"1301","珠海北京首都",2602,"CA1479/80",14,"738",NA
"1302","珠海北京首都",2602,"CZ3731/2",14,"73G","或738执行"
"1303","珠海北京首都",2602,"CZ3733/4",14,"73G","或738执行"
"1304","珠海北京首都",2602,"CZ3739",7,"73G","或738执行"
"1305","北京首都珠海",2602,"CZ3740",7,"73G","或738执行"
"1306","成都长沙",2604,"3U8997/8",14,"321","或320/319执行"
"1307","成都长沙",2604,"CA4577/8",14,"752",NA
"1308","长沙成都",2604,"CZ3461/2",14,"320","或321执行"
"1309","长沙成都",2604,"CZ3865/6",14,"733","或738执行"
"1310","成都长沙",2604,"EU2205/6",14,"319","或A320执行"
"1311","长沙成都",2604,"HU7355/6",6,"734","或B738执行"
"1312","长沙成都",2604,"MF8401/2",14,"738","或B757执行"
"1313","长沙成都",2604,"MF8453/4",14,"738","或B757执行"
"1314","张家界大连",2616,"EU2741/2",14,"319","或A320执行 执行日期0928-1029执行"
"1315","太原广州",2619,"CZ3529/30",14,"319","或321/320/738执行"
"1316","太原广州",2619,"CZ3695/6",14,"319","或321/320/738执行"
"1317","太原广州",2619,"CZ3701/2",14,"319","或321/320/738执行"
"1318","太原广州",2619,"CZ3703/4",14,"319","或321/320/738执行"
"1319","太原广州",2619,"HU7379",7,"733","或B738执行"
"1320","广州太原",2619,"HU7380",7,"733","或B738执行"
"1321","太原广州",2619,"MU5251",7,"738",NA
"1322","广州太原",2619,"MU5252",7,"73G",NA
"1323","厦门衢州",2644,"FM9273/4",8,"CR2","或B738/B73G执行_x005F_x000D__x000D_
HD[2011]799"
"1324","天津海拉尔",2647,"BK2817/8",8,"738","执行日期：0701-1029"
"1325","天津海拉尔",2647,"CA1449/50",14,"738","或B733/73G执行 执行日期0701-1029执行"
"1326","天津海拉尔",2647,"GS6605/6",14,"E90","或ERJ145执行 执行日期0501-1029执行"
"1327","台州北京首都",2667,"CA1851/2",14,"733",NA
"1328","台州北京首都",2667,"CA1869/70",8,"733",NA
"1329","乌鲁木齐上海虹桥",2670,"9C8865/6",14,"320",NA
"1330","上海浦东乌鲁木齐",2670,"CA1905/6",14,"320",NA
"1331","上海浦东乌鲁木齐",2670,"CA1907",2,"319",NA
"1332","乌鲁木齐上海浦东",2670,"CA1908",2,"319",NA
"1333","乌鲁木齐上海浦东",2670,"CZ6881/2",14,"73G","或752执行"
"1334","乌鲁木齐上海浦东",2670,"CZ6973/4",14,"73G","或752执行"
"1335","乌鲁木齐上海浦东",2670,"CZ6975/6",14,"73G","或752执行 执行日期0701-1029执行"
"1336","乌鲁木齐上海虹桥",2670,"CZ6995/6",14,"73G","或752/772/AB6执行"
"1337","乌鲁木齐上海虹桥",2670,"CZ6997/8",14,"73G","或752/772/AB6执行"
"1338","上海虹桥乌鲁木齐",2670,"FM9217",7,"738","或B763/B752/B73G执行"
"1339","乌鲁木齐上海虹桥",2670,"FM9218",7,"738","或B763/B752/B73G执行"
"1340","上海虹桥乌鲁木齐",2670,"FM9219",7,"738",NA
"1341","乌鲁木齐上海虹桥",2670,"FM9220",7,"738",NA
"1342","上海浦东乌鲁木齐",2670,"HO1255",1,"320",NA
"1343","乌鲁木齐上海虹桥",2670,"HO1255/6",12,"320",NA
"1344","乌鲁木齐上海浦东",2670,"HO1256",1,"320",NA
"1345","上海虹桥乌鲁木齐",2670,"HU7055/6",8,"737",NA
"1346","上海虹桥乌鲁木齐",2670,"HU7353/4",6,"737",NA
"1347","乌鲁木齐上海浦东",2670,"MU5285/6",14,"320","或319执行 执行日期0515-1029执行"
"1348","上海虹桥乌鲁木齐",2670,"MU5633",7,"320",NA
"1349","乌鲁木齐上海虹桥",2670,"MU5634",7,"320",NA
"1350","上海虹桥乌鲁木齐",2670,"MU5687/8",14,"320",NA
"1351","揭阳武汉",2673,"CZ3889/90",14,"733",NA
"1352","青岛西安",2677,"CZ6423/4",14,"319","或321执行"
"1353","西安青岛",2677,"GS6413/4",14,"E90","或ERJ145执行"
"1354","西安青岛",2677,"HU7875",7,"738",NA
"1355","青岛西安",2677,"HU7876",14,"737",NA
"1356","西安青岛",2677,"MU5479/80",14,"320",NA
"1357","青岛西安",2677,"SC4633/4",14,"733",NA
"1358","青岛西安",2677,"SC4733",7,"733","或B738执行"
"1359","西安青岛",2677,"SC4734",7,"733","或B738执行"
"1360","郑州北京首都",2682,"CA1325/6",14,"321",NA
"1361","郑州北京首都",2682,"CA1481/2",14,"737",NA
"1362","郑州北京首都",2682,"CA1497/8",14,"738",NA
"1363","郑州北京首都",2682,"CZ3115/6",14,"738",NA
"1364","郑州北京首都",2682,"CZ3171/2",8,"733",NA
"1365","郑州北京首都",2682,"CZ3173",7,"733",NA
"1366","北京首都郑州",2682,"CZ3174",7,"738",NA
"1367","郑州北京首都",2682,"CZ3175/6",14,"738",NA
"1368","郑州北京首都",2682,"CZ3177",7,"738","或733执行"
"1369","北京首都郑州",2682,"CZ3178",7,"733",NA
"1370","郑州北京首都",2682,"CZ3179/80",14,"733",NA
"1371","北京首都郑州",2682,"CZ6465/6",6,"733","执行日期0701-1029执行"
"1372","张家界南昌",2694,"EU2763/4",14,"319","或A320执行 执行日期0928-1029执行"
"1373","武汉沈阳",2714,"CZ3621/2",14,"738","或73G执行"
"1374","武汉沈阳",2714,"HU7729",7,"738",NA
"1375","沈阳武汉",2714,"HU7730",7,"738",NA
"1376","武汉沈阳",2714,"MU3239",7,"ERJ",NA
"1377","沈阳武汉",2714,"MU3240",7,"ERJ",NA
"1378","武汉沈阳",2714,"ZH9461",7,"320","或738/733执行"
"1379","沈阳武汉",2714,"ZH9462",7,"320","或738/733执行"
"1380","天津太原",2726,"BK2853/4",14,"738",NA
"1381","天津太原",2726,"GS6601/2",14,"ERJ","或E90执行"
"1382","天津太原",2726,"GS6687/8",14,"ERJ","或E90执行  _x005F_x000D__x000D_
执行日期：3月27-10月29日；临时取消：5月10-5月31日"
"1383","天津太原",2726,"GS7581/2",6,"ERJ","或E90执行"
"1384","上海虹桥厦门",2727,"9C8803",7,"320",NA
"1385","厦门上海虹桥",2727,"9C8804",7,"320",NA
"1386","上海虹桥厦门",2727,"9C8807/8",14,"320",NA
"1387","上海虹桥厦门",2727,"9C8815",7,"320",NA
"1388","厦门上海虹桥",2727,"9C8816",7,"320",NA
"1389","上海浦东厦门",2727,"9C8833",7,"320",NA
"1390","厦门上海浦东",2727,"9C8834",7,"320",NA
"1391","上海虹桥厦门",2727,"9C8837/8",14,"320",NA
"1392","上海虹桥厦门",2727,"9C8863/4",14,"320",NA
"1393","上海虹桥厦门",2727,"FM9253",7,"738","或B763/B752/B73G/CR2执行"
"1394","厦门上海虹桥",2727,"FM9254",7,"738","或B763/B752/B73G/CR2执行"
"1395","上海虹桥厦门",2727,"FM9259/60",14,"737","HD2011[618]"
"1396","上海浦东厦门",2727,"HO1189/90",14,"320","HD［2011］1047"
"1397","上海虹桥厦门",2727,"HO1191/2",14,"320",NA
"1398","上海浦东厦门",2727,"HO1193/4",14,"320",NA
"1399","上海虹桥厦门",2727,"MF8501/2",14,"752","或B737执行"
"1400","上海虹桥厦门",2727,"MF8505/6",14,"737",NA
"1401","上海虹桥厦门",2727,"MF8509/10",14,"738","或B757执行"
"1402","上海虹桥厦门",2727,"MF8511/2",14,"738","或B757执行"
"1403","上海虹桥厦门",2727,"MF8517/8",14,"738","或B757执行 执行日期0327-0531 0701-1029执行"
"1404","上海虹桥厦门",2727,"MF8521/2",14,"73G","或B757执行"
"1405","上海虹桥厦门",2727,"MF8523/4",14,"738","或B757执行"
"1406","上海虹桥厦门",2727,"MF8529/30",14,"738","或B757执行"
"1407","上海虹桥厦门",2727,"MF8535/6",14,"738","或B757执行"
"1408","上海虹桥厦门",2727,"MF8545/6",14,"738","或B757执行"
"1409","上海虹桥厦门",2727,"MF8567/8",14,"73G","或B757执行"
"1410","上海浦东厦门",2727,"MU5563/4",14,"319",NA
"1411","上海虹桥厦门",2727,"MU5569",7,"320","HD2011[661]_x005F_x000D__x000D_
HD[2011]799"
"1412","厦门上海虹桥",2727,"MU5570",7,"320","HD2011[661]_x005F_x000D__x000D_
HD[2011]799"
"1413","上海虹桥厦门",2727,"MU5661/2",14,"320",NA
"1414","上海虹桥厦门",2727,"MU5663",7,"73G",NA
"1415","厦门上海虹桥",2727,"MU5664",7,"73G",NA
"1416","上海虹桥厦门",2727,"MU5665",7,"738",NA
"1417","厦门上海虹桥",2727,"MU5666",7,"738",NA
"1418","上海虹桥厦门",2727,"MU5669/70",14,"320","或320/321/73G执行_x005F_x000D__x000D_
HD［2011］1047"
"1419","上海浦东厦门",2727,"MU5675",7,"319",NA
"1420","厦门上海浦东",2727,"MU5676",7,"319",NA
"1421","上海虹桥厦门",2727,"MU5681/2",14,"320",NA
"1422","重庆南宁",2738,"CZ3479/80",14,"733","或738执行"
"1423","重庆南宁",2738,"CZ6037/8",14,"738","或73G执行"
"1424","重庆南宁",2738,"G52731",3,"CR2",NA
"1425","南宁重庆",2738,"G52732",3,"CR2",NA
"1426","重庆南宁",2738,"GS6527/8",14,"E90","或ERJ145执行"
"1427","重庆南宁",2738,"NS3241/2",14,"320","执行日期：5月29-10月29日"
"1428","重庆南宁",2738,"ZH9139/40",14,"320","执行日期0501-1029执行"
"1429","乌鲁木齐沈阳",2748,"CZ6479/80",6,"319","执行日期0801-0908 或A320执行"
"1430","沈阳乌鲁木齐",2748,"CZ6491/2",14,"319","或321/320/M90执行"
"1431","九寨北京首都",2763,"3U8515",7,"319","或320执行"
"1432","北京首都九寨",2763,"3U8516",7,"319","或320执行"
"1433","九寨北京首都",2763,"3U8897",7,"319","或320执行"
"1434","北京首都九寨",2763,"3U8898",7,"319","或320执行"
"1435","九寨北京首都",2763,"CA4121/2",14,"757",NA
"1436","西安上海虹桥",2775,"9C8947/8",14,"320",NA
"1437","西安上海虹桥",2775,"9C8973/4",14,"320",NA
"1438","西安上海浦东",2775,"CA1215/6",14,"738",NA
"1439","西安上海浦东",2775,"CZ6437/8",14,"73G","或738执行"
"1440","上海虹桥西安",2775,"FM9201",7,"738","或B763/B752/B73G执行"
"1441","西安上海浦东",2775,"FM9202",7,"738","或B752/B73G执行"
"1442","上海浦东西安",2775,"FM9203",7,"738","或B763/B752/B73G执行"
"1443","西安上海虹桥",2775,"FM9204",7,"738","或B763/B752/B73G执行"
"1444","上海浦东西安",2775,"FM9205",7,"738","或B752/B73G执行"
"1445","西安上海浦东",2775,"FM9206",7,"738","或B763/B752/B73G执行"
"1446","西安上海浦东",2775,"FM9207/8",14,"738","或B763/B752/B73G执行"
"1447","西安上海虹桥",2775,"HO1215/6",14,"320",NA
"1448","西安上海虹桥",2775,"HO1217/8",14,"319","或A320执行"
"1449","西安上海浦东",2775,"HU7807/8",14,"738",NA
"1450","西安上海浦东",2775,"HU7845",7,"738",NA
"1451","上海浦东西安",2775,"HU7846",7,"738",NA
"1452","西安上海浦东",2775,"MU2151",7,"320",NA
"1453","上海浦东西安",2775,"MU2152",7,"320",NA
"1454","西安上海浦东",2775,"MU2153",7,"320",NA
"1455","上海浦东西安",2775,"MU2154",7,"320",NA
"1456","西安上海浦东",2775,"MU2155",7,"320",NA
"1457","上海浦东西安",2775,"MU2156",7,"320",NA
"1458","西安上海浦东",2775,"MU2157",7,"320",NA
"1459","上海浦东西安",2775,"MU2158",7,"320",NA
"1460","西安上海浦东",2775,"MU2159",7,"320",NA
"1461","上海浦东西安",2775,"MU2160",7,"320",NA
"1462","西安上海浦东",2775,"MU2161",7,"320",NA
"1463","上海浦东西安",2775,"MU2162",7,"320",NA
"1464","西安上海浦东",2775,"MU2163",1,"320",NA
"1465","上海浦东西安",2775,"MU2164",1,"320",NA
"1466","西安上海浦东",2775,"MU2167",7,"320",NA
"1467","上海浦东西安",2775,"MU2168",7,"320",NA
"1468","上海浦东西安",2775,"MU2335",7,"319",NA
"1469","西安上海浦东",2775,"MU2336",7,"319",NA
"1470","沈阳厦门",2804,"CZ6517/8",14,"M90","或321/319/320执行"
"1471","厦门沈阳",2804,"HU7047",7,"738","或B734/B733执行"
"1472","沈阳厦门",2804,"HU7048",7,"738","或B734/B733执行"
"1473","厦门沈阳",2804,"HU7321",3,"738",NA
"1474","沈阳厦门",2804,"HU7322",3,"738",NA
"1475","厦门沈阳",2804,"MF8065/6",14,"752","或B737执行"
"1476","厦门沈阳",2804,"MF8073/4",14,"738","或B757执行"
"1477","厦门沈阳",2804,"SC4989",3,"733","或B738执行"
"1478","沈阳厦门",2804,"SC4990",3,"733","或B738执行"
"1479","沈阳厦门",2804,"ZH9515/6",14,"737",NA
"1480","徐州上海虹桥",2836,"FM9241/2",14,"738","或B73G/CR2执行"
"1481","上海虹桥徐州",2836,"FM9297/8",4,"738",NA
"1482","上海虹桥徐州",2836,"FM9421",7,"CR2","或B738/B73G执行_x005F_x000D__x000D_
HD[2011]799"
"1483","徐州上海虹桥",2836,"FM9422",7,"CR2","或B738/B73G执行_x005F_x000D__x000D_
HD[2011]799"
"1484","延吉上海虹桥",2846,"CZ6551/2",14,"319","或321/320执行"
"1485","延吉上海浦东",2846,"FM9167/8",14,"738",NA
"1486","上海虹桥延吉",2846,"FM9197/8",14,"738","或B752/B73G/CR2执行"
"1487","洛阳北京首都",2851,"MU5227/8",14,"320",NA
"1488","北京首都洛阳",2851,"MU5695",7,"73G",NA
"1489","洛阳北京首都",2851,"MU5696",7,"73G",NA
"1490","天津武汉",2852,"GS6681/2",14,"E90",NA
"1491","天津武汉",2852,"GS6695/6",14,"E90","或ERJ145执行_x005F_x000D__x000D_
取消：0705-0731_x005F_x000D__x000D_
取消：0811-0831_x005F_x000D__x000D_
取消：1002-1006，"
"1492","武汉天津",2852,"MF8137/8",14,"738","或B757执行"
"1493","深圳厦门",2861,"CZ3549/50",14,"320","或321/333/752/319执行"
"1494","深圳厦门",2861,"CZ3567/8",14,"320","或319执行"
"1495","厦门深圳",2861,"CZ3875/6",8,"733","或738执行"
"1496","深圳厦门",2861,"HU7709",7,"738",NA
"1497","厦门深圳",2861,"HU7710",7,"738",NA
"1498","厦门深圳",2861,"MF8313/4",14,"738",NA
"1499","深圳厦门",2861,"MF8315/6",14,"738","或B757执行"
"1500","深圳厦门",2861,"MF8331/2",14,"73G","或B757执行"
"1501","深圳厦门",2861,"ZH9743/4",14,"738","或319/320执行"
"1502","长沙兰州",2865,"ZH9977",7,"738","或319/320执行"
"1503","兰州长沙",2865,"ZH9978",7,"738","或319/320执行"
"1504","宜宾上海浦东",2876,"MU5267/8",14,"319",NA
"1505","太原呼和浩特",2881,"8L9945/6",14,"73G","或319执行"
"1506","呼和浩特太原",2881,"GS6497/8",14,"ERJ","或E90执行"
"1507","杭州张家界",2884,"MU5289",7,"320","执行日期0420-0930执行"
"1508","张家界杭州",2884,"MU5290",7,"320","执行日期0420-0930执行"
"1509","宜昌上海浦东",2888,"CA1973/4",14,"319",NA
"1510","宜昌上海虹桥",2888,"FM9365/6",14,"73G","或B752/B738/CR2执行"
"1511","宜昌上海虹桥",2888,"FM9397/8",14,"738",NA
"1512","宜昌上海浦东",2888,"HO1239/40",6,"320",NA
"1513","武汉温州",2907,"CZ3783/4",14,"73G","或738执行 执行日期0411-1029执行"
"1514","武汉温州",2907,"HU7759",7,"738",NA
"1515","温州武汉",2907,"HU7760",7,"738",NA
"1516","武汉温州",2907,"HU7889",7,"738",NA
"1517","温州武汉",2907,"HU7890",7,"738",NA
"1518","武汉温州",2907,"MU3241",7,"ERJ",NA
"1519","温州武汉",2907,"MU3242",7,"ERJ",NA
"1520","武汉温州",2907,"MU5493/4",14,"73G",NA
"1521","长沙西宁",2922,"CZ3629/30",14,"320","或321执行"
"1522","长沙西宁",2922,"ZH9683/4",14,"320",NA
"1523","昆明北京首都",2959,"3U8837/8",14,"ERJ","或319/320/321执行"
"1524","昆明北京首都",2959,"CA1403/4",14,"752",NA
"1525","昆明北京首都",2959,"CA4169/70",14,"738",NA
"1526","昆明北京首都",2959,"CA4171/2",14,"738",NA
"1527","昆明北京首都",2959,"CA4173/4",14,"738",NA
"1528","昆明北京首都",2959,"CZ3901/2",14,"752","或332/333/AB6/321/73G执行"
"1529","昆明北京首都",2959,"CZ6159/60",14,"AB6","或752/321/319执行"
"1530","北京首都昆明",2959,"HU7111",7,"738","或B734/B733执行"
"1531","昆明北京首都",2959,"HU7112",7,"738","或B734/B733执行"
"1532","北京首都昆明",2959,"HU7165",7,"738","或B767/A330/A340执行"
"1533","昆明北京首都",2959,"HU7166",7,"738","或B767/A330/A340执行"
"1534","北京首都昆明",2959,"HU7211",7,"738","或B767/A330/A340执行"
"1535","昆明北京首都",2959,"HU7212",7,"738","或B767/A330/A340执行"
"1536","昆明北京南苑",2959,"KN2271/2",14,"738",NA
"1537","北京首都昆明",2959,"MU2035",7,"73G","或733执行"
"1538","昆明北京首都",2959,"MU2036",7,"73G","或733执行"
"1539","北京首都昆明",2959,"MU5702",7,"73G","或763/733执行"
"1540","昆明北京首都",2959,"MU5703/4",6,"73G","或733执行"
"1541","昆明北京首都",2959,"MU5705/6",14,"73G","或733执行"
"1542","昆明北京首都",2959,"MU5707",7,"73G","或763/733执行"
"1543","昆明北京首都",2959,"MU5709/10",14,"73G","或733/CR2执行"
"1544","昆明北京首都",2959,"MU5711",7,"333","或763/73G/733执行"
"1545","北京首都昆明",2959,"MU5712",7,"738","或321/320/73G执行"
"1546","昆明北京首都",2959,"MU5713",7,"73G","或733执行"
"1547","北京首都昆明",2959,"MU5714",7,"333","或763/73G/733执行"
"1548","昆明北京首都",2959,"MU5715",7,"738","或321/320/73G执行"
"1549","北京首都昆明",2959,"MU5716",7,"73G","或733执行"
"1550","北京首都昆明",2959,"MU5717",7,"73G","或733执行"
"1551","昆明北京首都",2959,"MU5719/20",14,"733","或73G执行"
"1552","长沙杭州",2975,"BK2881/2",14,"738",NA
"1553","杭州长沙",2975,"CA1763/4",14,"319","或A320执行"
"1554","长沙杭州",2975,"CZ3639/40",14,"320","或321执行"
"1555","长沙杭州",2975,"EU2205/6",14,"319","或A320执行"
"1556","杭州长沙",2975,"MF8453/4",14,"738","或B757执行"
"1557","杭州长沙",2975,"MF8465/6",14,"738","或B757执行"
"1558","呼和浩特广州",2997,"CA1381/2",6,"733",NA
"1559","呼和浩特广州",2997,"CZ3197/8",14,"319","或321/320/738执行 执行日期0708-1029执行"
"1560","呼和浩特广州",2997,"ZH7052",2,"320","或738/733执行 执行日期0501-1029执行"
"1561","呼和浩特广州",2997,"ZH9755/6",14,"320","或738/733执行"
"1562","万县西安",2999,"MF8233/4",4,"73G","或B757执行_x005F_x000D__x000D_
HD[2011]826_x005F_x000D__x000D_
"
"1563","昆明太原",3007,"8L9945/6",14,"73G","或319执行"
"1564","太原昆明",3007,"MU2373/4",8,"737",NA
"1565","昆明太原",3007,"MU5721",7,"73G","或733/CR2执行"
"1566","太原昆明",3007,"MU5722",7,"73G","或733/CR2执行"
"1567","昆明太原",3007,"MU5829",7,"73G","或733/CR2执行"
"1568","太原昆明",3007,"MU5830",7,"73G","或733/CR2执行"
"1569","太原昆明",3007,"ZH9145/6",14,"320",NA
"1570","揭阳海口",3041,"GS7523/4",8,"E90","或ERJ145执行"
"1571","揭阳海口",3041,"GS7567/8",6,"E90","或ERJ145执行"
"1572","武汉西安",3088,"CZ3889/90",14,"733",NA
"1573","西安武汉",3088,"CZ6587/8",6,"738",NA
"1574","西安武汉",3088,"CZ6939/40",14,"738","或73G/752/ERJ执行"
"1575","西安武汉",3088,"HU7889",7,"738",NA
"1576","武汉西安",3088,"HU7890",7,"738",NA
"1577","武汉西安",3088,"MF8217/8",14,"752","或B737执行"
"1578","西安武汉",3088,"MU2397",7,"320",NA
"1579","武汉西安",3088,"MU2398",7,"320",NA
"1580","武汉西安",3088,"MU2489",4,"738",NA
"1581","西安武汉",3088,"MU2490",4,"738",NA
"1582","武汉西安",3088,"MU2547",7,"733",NA
"1583","西安武汉",3088,"MU2548",7,"733",NA
"1584","武汉西安",3088,"MU2617",3,"738",NA
"1585","西安武汉",3088,"MU2618",3,"738",NA
"1586","南昌北京首都",3090,"CA1511/2",14,"738",NA
"1587","南昌北京首都",3090,"CA1573/4",14,"320",NA
"1588","南昌北京首都",3090,"CA1577/8",14,"733",NA
"1589","南昌北京首都",3090,"CA1581/2",14,"738",NA
"1590","北京首都南昌",3090,"CN7193",7,"738","执行日期0327-1029执行"
"1591","南昌北京首都",3090,"CN7194",7,"738","执行日期0327-1029执行"
"1592","南昌北京首都",3090,"MF8151/2",14,"73G","或B757执行 执行日期0327-0531 0701-1029执行"
"1593","北京首都南昌",3090,"MU2091",7,"738",NA
"1594","南昌北京首都",3090,"MU2092",7,"738",NA
"1595","南昌北京首都",3090,"MU2099",7,"738","执行日期1001-1029执行"
"1596","北京首都南昌",3090,"MU2100",7,"738","执行日期1001-1029执行"
"1597","南昌北京首都",3090,"MU5173/4",14,"320","或319执行"
"1598","南昌北京首都",3090,"MU5175/6",14,"320",NA
"1599","南昌北京首都",3090,"MU5187",7,"319",NA
"1600","北京首都南昌",3090,"MU5188",7,"320",NA
"1601","兰州福州",3091,"HU7825",5,"738",NA
"1602","福州兰州",3091,"HU7826",5,"738",NA
"1603","合肥桂林",3097,"MU5345/6",8,"320","HD[2011]967"
"1604","合肥桂林",3097,"MU5387/8",14,"320",NA
"1605","成都丽江",3111,"3U8691",7,"319","或320执行"
"1606","丽江成都",3111,"3U8692",7,"319","或320执行"
"1607","丽江成都",3111,"CA4451/2",14,"736",NA
"1608","丽江成都",3111,"EU2237/8",6,"320",NA
"1609","丽江成都",3111,"JD5135/6",14,"319","或320执行 旅游包机"
"1610","丽江成都",3111,"MU5481/2",14,"737",NA
"1611","丽江成都",3111,"MU5851/2",14,"733","或73G执行"
