city1_2,flight,plane,city1,city2,city3,city4,city5,remarks,flight_account,flag
广州腾冲,NA,NA,NA,NA,NA,NA,NA,NA,NA,21810
沈阳大连,NA,NA,NA,NA,NA,NA,NA,NA,NA,19009
北京南苑揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,2550
揭阳潮汕北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,2550
常德上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,5595
锡林浩特鄂尔多斯,NA,NA,NA,NA,NA,NA,NA,NA,NA,19034
揭阳潮汕佛山,NA,NA,NA,NA,NA,NA,NA,NA,NA,19048
常德福州,NA,NA,NA,NA,NA,NA,NA,NA,NA,21841
晋江郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,2570
郑州晋江,NA,NA,NA,NA,NA,NA,NA,NA,NA,2570
郑州大理,NA,NA,NA,NA,NA,NA,NA,NA,NA,21853
鸡西大连,NA,NA,NA,NA,NA,NA,NA,NA,NA,8700
大连鸡西,NA,NA,NA,NA,NA,NA,NA,NA,NA,8700
厦门义乌,NA,NA,NA,NA,NA,NA,NA,NA,NA,4742
晋江舟山,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600
舟山晋江,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600
北京南苑珠海,NA,NA,NA,NA,NA,NA,NA,NA,NA,2602
珠海北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,2602
九江上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,8708
揭阳潮汕张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,6231
大连张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,2616
张家界大连,NA,NA,NA,NA,NA,NA,NA,NA,NA,2616
西双版纳德宏,NA,NA,NA,NA,NA,NA,NA,NA,NA,17866
鸡西佳木斯,NA,NA,NA,NA,NA,NA,NA,NA,NA,19137
朝阳北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,21944
厦门福州,NA,NA,NA,NA,NA,NA,NA,NA,NA,4871
呼伦贝尔天津,NA,NA,NA,NA,NA,NA,NA,NA,NA,2647
天津呼伦贝尔,NA,NA,NA,NA,NA,NA,NA,NA,NA,2647
福州张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,2651
张家界福州,NA,NA,NA,NA,NA,NA,NA,NA,NA,2651
台州北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,2667
北京南苑台州,NA,NA,NA,NA,NA,NA,NA,NA,NA,2667
南宁台州,NA,NA,NA,NA,NA,NA,NA,NA,NA,25196
运城太原,NA,NA,NA,NA,NA,NA,NA,NA,NA,8771
太原运城,NA,NA,NA,NA,NA,NA,NA,NA,NA,8771
厦门洛阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,8778
揭阳潮汕武汉,NA,NA,NA,NA,NA,NA,NA,NA,NA,2673
武汉揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,2673
北京南苑郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,2682
郑州北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,2682
拉萨中甸,NA,NA,NA,NA,NA,NA,NA,NA,NA,2689
中甸拉萨,NA,NA,NA,NA,NA,NA,NA,NA,NA,2689
温州西双版纳,NA,NA,NA,NA,NA,NA,NA,NA,NA,25251
北京南苑泸州,NA,NA,NA,NA,NA,NA,NA,NA,NA,7817
南昌张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,2694
张家界南昌,NA,NA,NA,NA,NA,NA,NA,NA,NA,2694
昆明百色,NA,NA,NA,NA,NA,NA,NA,NA,NA,19270
乌鲁木齐揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,21159
北京南苑泉州,NA,NA,NA,NA,NA,NA,NA,NA,NA,25272
福州柳州,NA,NA,NA,NA,NA,NA,NA,NA,NA,18056
兰州阿拉善左旗,NA,NA,NA,NA,NA,NA,NA,NA,NA,19290
天津伊春,NA,NA,NA,NA,NA,NA,NA,NA,NA,7844
伊春天津,NA,NA,NA,NA,NA,NA,NA,NA,NA,7844
南宁包头,NA,NA,NA,NA,NA,NA,NA,NA,NA,19307
三亚鸡西,NA,NA,NA,NA,NA,NA,NA,NA,NA,25292
北京南苑南京,NA,NA,NA,NA,NA,NA,NA,NA,NA,8889
南京北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,8889
兰州喀什,NA,NA,NA,NA,NA,NA,NA,NA,NA,25299
九寨沟北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,2763
北京南苑九寨沟,NA,NA,NA,NA,NA,NA,NA,NA,NA,2763
大连呼伦贝尔,NA,NA,NA,NA,NA,NA,NA,NA,NA,22243
大连舟山,NA,NA,NA,NA,NA,NA,NA,NA,NA,22244
厦门北海,NA,NA,NA,NA,NA,NA,NA,NA,NA,19346
无锡济宁,NA,NA,NA,NA,NA,NA,NA,NA,NA,8929
上海浦东襄樊,NA,NA,NA,NA,NA,NA,NA,NA,NA,2798
襄樊上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,2798
台州南京,NA,NA,NA,NA,NA,NA,NA,NA,NA,18138
西安赣州,NA,NA,NA,NA,NA,NA,NA,NA,NA,8447
南京舟山,NA,NA,NA,NA,NA,NA,NA,NA,NA,2806
舟山南京,NA,NA,NA,NA,NA,NA,NA,NA,NA,2806
上海浦东徐州,NA,NA,NA,NA,NA,NA,NA,NA,NA,2836
徐州上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,2836
桂林长沙,NA,NA,NA,NA,NA,NA,NA,NA,NA,2843
长沙桂林,NA,NA,NA,NA,NA,NA,NA,NA,NA,2843
宜宾宜昌,NA,NA,NA,NA,NA,NA,NA,NA,NA,8964
鄂尔多斯青岛,NA,NA,NA,NA,NA,NA,NA,NA,NA,22333
洛阳北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,2851
北京南苑洛阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,2851
伊春广州,NA,NA,NA,NA,NA,NA,NA,NA,NA,19404
温州邯郸,NA,NA,NA,NA,NA,NA,NA,NA,NA,8609
邯郸温州,NA,NA,NA,NA,NA,NA,NA,NA,NA,8609
恩施天津,NA,NA,NA,NA,NA,NA,NA,NA,NA,22365
太原武夷山,NA,NA,NA,NA,NA,NA,NA,NA,NA,2875
武夷山太原,NA,NA,NA,NA,NA,NA,NA,NA,NA,2875
东营哈尔滨,NA,NA,NA,NA,NA,NA,NA,NA,NA,8716
无锡南昌,NA,NA,NA,NA,NA,NA,NA,NA,NA,8983
南昌无锡,NA,NA,NA,NA,NA,NA,NA,NA,NA,8983
柳州常德,NA,NA,NA,NA,NA,NA,NA,NA,NA,19471
南京常德,NA,NA,NA,NA,NA,NA,NA,NA,NA,19472
大同郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,19484
海口邯郸,NA,NA,NA,NA,NA,NA,NA,NA,NA,22435
宜昌上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,2888
揭阳潮汕烟台,NA,NA,NA,NA,NA,NA,NA,NA,NA,2892
烟台揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,2892
天津武夷山,NA,NA,NA,NA,NA,NA,NA,NA,NA,2904
武夷山天津,NA,NA,NA,NA,NA,NA,NA,NA,NA,2904
海口南充,NA,NA,NA,NA,NA,NA,NA,NA,NA,22462
海口南通,NA,NA,NA,NA,NA,NA,NA,NA,NA,22466
潍坊烟台,NA,NA,NA,NA,NA,NA,NA,NA,NA,18379
武夷山杭州,NA,NA,NA,NA,NA,NA,NA,NA,NA,12472
海口盐城,NA,NA,NA,NA,NA,NA,NA,NA,NA,22494
佳木斯杭州,NA,NA,NA,NA,NA,NA,NA,NA,NA,9047
深圳襄樊,NA,NA,NA,NA,NA,NA,NA,NA,NA,2931
襄樊深圳,NA,NA,NA,NA,NA,NA,NA,NA,NA,2931
合肥张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,2950
张家界合肥,NA,NA,NA,NA,NA,NA,NA,NA,NA,2950
潍坊厦门,NA,NA,NA,NA,NA,NA,NA,NA,NA,2958
厦门潍坊,NA,NA,NA,NA,NA,NA,NA,NA,NA,2958
南昌烟台,NA,NA,NA,NA,NA,NA,NA,NA,NA,9079
天津牡丹江,NA,NA,NA,NA,NA,NA,NA,NA,NA,25548
温州武夷山,NA,NA,NA,NA,NA,NA,NA,NA,NA,2960
武夷山温州,NA,NA,NA,NA,NA,NA,NA,NA,NA,2960
杭州满洲里,NA,NA,NA,NA,NA,NA,NA,NA,NA,22595
淮安重庆,NA,NA,NA,NA,NA,NA,NA,NA,NA,19623
太原锡林浩特,NA,NA,NA,NA,NA,NA,NA,NA,NA,2985
锡林浩特太原,NA,NA,NA,NA,NA,NA,NA,NA,NA,2985
万州西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,2999
西安万州,NA,NA,NA,NA,NA,NA,NA,NA,NA,2999
淮安三亚,NA,NA,NA,NA,NA,NA,NA,NA,NA,22631
运城北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,10430
济南张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,3024
张家界济南,NA,NA,NA,NA,NA,NA,NA,NA,NA,3024
海口揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,3041
揭阳潮汕海口,NA,NA,NA,NA,NA,NA,NA,NA,NA,3041
北京南苑南昌,NA,NA,NA,NA,NA,NA,NA,NA,NA,3090
南昌北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,3090
贵阳揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,9144
呼伦贝尔厦门,NA,NA,NA,NA,NA,NA,NA,NA,NA,22652
呼伦贝尔烟台,NA,NA,NA,NA,NA,NA,NA,NA,NA,22653
乌兰浩特上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,22656
万州宜昌,NA,NA,NA,NA,NA,NA,NA,NA,NA,3102
宜昌万州,NA,NA,NA,NA,NA,NA,NA,NA,NA,3102
玉树北京首都,NA,NA,NA,NA,NA,NA,NA,NA,NA,21033
威海洛阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,9184
洛阳威海,NA,NA,NA,NA,NA,NA,NA,NA,NA,9184
深圳兴义,NA,NA,NA,NA,NA,NA,NA,NA,NA,9188
太原张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,3118
张家界太原,NA,NA,NA,NA,NA,NA,NA,NA,NA,3118
日喀则北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,25694
宜宾海口,NA,NA,NA,NA,NA,NA,NA,NA,NA,18638
深圳中甸,NA,NA,NA,NA,NA,NA,NA,NA,NA,3130
中甸深圳,NA,NA,NA,NA,NA,NA,NA,NA,NA,3130
贵阳义乌,NA,NA,NA,NA,NA,NA,NA,NA,NA,9203
台州西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,22726
贵阳大同,NA,NA,NA,NA,NA,NA,NA,NA,NA,19864
南通北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,6040
太原郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,3161
郑州太原,NA,NA,NA,NA,NA,NA,NA,NA,NA,3161
银川揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,22748
北京南苑达州,NA,NA,NA,NA,NA,NA,NA,NA,NA,19875
北京南苑鞍山,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
温州柳州,NA,NA,NA,NA,NA,NA,NA,NA,NA,9266
柳州温州,NA,NA,NA,NA,NA,NA,NA,NA,NA,9266
鞍山北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
北京南苑迪庆,NA,NA,NA,NA,NA,NA,NA,NA,NA,19888
西双版纳无锡,NA,NA,NA,NA,NA,NA,NA,NA,NA,22790
深圳迪庆,NA,NA,NA,NA,NA,NA,NA,NA,NA,19890
丽江大连,NA,NA,NA,NA,NA,NA,NA,NA,NA,19913
南昌洛阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,20562
泉州青岛,NA,NA,NA,NA,NA,NA,NA,NA,NA,22811
阿尔山呼伦贝尔,NA,NA,NA,NA,NA,NA,NA,NA,NA,6111
呼伦贝尔阿尔山,NA,NA,NA,NA,NA,NA,NA,NA,NA,6111
北京南苑大理,NA,NA,NA,NA,NA,NA,NA,NA,NA,19954
邯郸天津,NA,NA,NA,NA,NA,NA,NA,NA,NA,6123
阿拉善右旗敦煌,NA,NA,NA,NA,NA,NA,NA,NA,NA,19960
吐鲁番敦煌,NA,NA,NA,NA,NA,NA,NA,NA,NA,19964
喀什上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,22851
北京南苑二连浩特,NA,NA,NA,NA,NA,NA,NA,NA,NA,9313
北京南苑青岛,NA,NA,NA,NA,NA,NA,NA,NA,NA,3339
青岛北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,3339
万州厦门,NA,NA,NA,NA,NA,NA,NA,NA,NA,9326
义乌临沂,NA,NA,NA,NA,NA,NA,NA,NA,NA,9333
武夷山舟山,NA,NA,NA,NA,NA,NA,NA,NA,NA,3350
舟山武夷山,NA,NA,NA,NA,NA,NA,NA,NA,NA,3350
成都延安,NA,NA,NA,NA,NA,NA,NA,NA,NA,17838
福州鄂尔多斯,NA,NA,NA,NA,NA,NA,NA,NA,NA,19985
邯郸鄂尔多斯,NA,NA,NA,NA,NA,NA,NA,NA,NA,19987
合肥鄂尔多斯,NA,NA,NA,NA,NA,NA,NA,NA,NA,19988
乌海海口,NA,NA,NA,NA,NA,NA,NA,NA,NA,66
西安北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,9356
北京南苑西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,9356
海口乌海,NA,NA,NA,NA,NA,NA,NA,NA,NA,66
锡林浩特二连浩特,NA,NA,NA,NA,NA,NA,NA,NA,NA,6184
温州鄂尔多斯,NA,NA,NA,NA,NA,NA,NA,NA,NA,20008
贵阳张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,20016
揭阳潮汕柳州,NA,NA,NA,NA,NA,NA,NA,NA,NA,24147
宜宾北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,68
鄂尔多斯重庆,NA,NA,NA,NA,NA,NA,NA,NA,NA,21968
宜昌张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,3479
张家界宜昌,NA,NA,NA,NA,NA,NA,NA,NA,NA,3479
北京南苑恩施,NA,NA,NA,NA,NA,NA,NA,NA,NA,20041
徐州宁波,NA,NA,NA,NA,NA,NA,NA,NA,NA,9378
宁波徐州,NA,NA,NA,NA,NA,NA,NA,NA,NA,9378
连云港福州,NA,NA,NA,NA,NA,NA,NA,NA,NA,20065
呼和浩特无锡,NA,NA,NA,NA,NA,NA,NA,NA,NA,25015
襄阳福州,NA,NA,NA,NA,NA,NA,NA,NA,NA,20087
宁波阜阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,20094
南宁佛山,NA,NA,NA,NA,NA,NA,NA,NA,NA,20102
广州万州,NA,NA,NA,NA,NA,NA,NA,NA,NA,10745
揭阳潮汕南宁,NA,NA,NA,NA,NA,NA,NA,NA,NA,9413
揭阳潮汕桂林,NA,NA,NA,NA,NA,NA,NA,NA,NA,3606
桂林揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,3606
九寨沟西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,3610
西安九寨沟,NA,NA,NA,NA,NA,NA,NA,NA,NA,3610
张家界珠海,NA,NA,NA,NA,NA,NA,NA,NA,NA,3612
珠海张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,3612
吉林北京首都,NA,NA,NA,NA,NA,NA,NA,NA,NA,766
淮安北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,25095
北京南苑贵阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,3623
贵阳北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,3623
桂林丽江,NA,NA,NA,NA,NA,NA,NA,NA,NA,10857
六盘水北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,23069
杭州南昌,NA,NA,NA,NA,NA,NA,NA,NA,NA,3635
兴义南宁,NA,NA,NA,NA,NA,NA,NA,NA,NA,6373
常州张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,9457
拉萨天津,NA,NA,NA,NA,NA,NA,NA,NA,NA,23082
宜昌北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,3661
北京南苑宜昌,NA,NA,NA,NA,NA,NA,NA,NA,NA,3661
长沙怀化,NA,NA,NA,NA,NA,NA,NA,NA,NA,10885
哈密克拉玛依,NA,NA,NA,NA,NA,NA,NA,NA,NA,19092
柳州南京,NA,NA,NA,NA,NA,NA,NA,NA,NA,23111
徐州北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,9481
北京南苑徐州,NA,NA,NA,NA,NA,NA,NA,NA,NA,9481
成都九江,NA,NA,NA,NA,NA,NA,NA,NA,NA,7894
洛阳呼和浩特,NA,NA,NA,NA,NA,NA,NA,NA,NA,20201
义乌南通,NA,NA,NA,NA,NA,NA,NA,NA,NA,9494
南通义乌,NA,NA,NA,NA,NA,NA,NA,NA,NA,9494
宜春北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,9505
北京南苑宜春,NA,NA,NA,NA,NA,NA,NA,NA,NA,9505
扬州北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,9507
北京南苑扬州,NA,NA,NA,NA,NA,NA,NA,NA,NA,9507
和田合肥,NA,NA,NA,NA,NA,NA,NA,NA,NA,20224
阿克苏库车,NA,NA,NA,NA,NA,NA,NA,NA,NA,16849
无锡石家庄,NA,NA,NA,NA,NA,NA,NA,NA,NA,9544
石家庄无锡,NA,NA,NA,NA,NA,NA,NA,NA,NA,9544
无锡揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,9559
揭阳潮汕无锡,NA,NA,NA,NA,NA,NA,NA,NA,NA,9559
万州南京,NA,NA,NA,NA,NA,NA,NA,NA,NA,9566
南京万州,NA,NA,NA,NA,NA,NA,NA,NA,NA,9566
重庆广元,NA,NA,NA,NA,NA,NA,NA,NA,NA,16863
厦门张家界,NA,NA,NA,NA,NA,NA,NA,NA,NA,3833
张家界厦门,NA,NA,NA,NA,NA,NA,NA,NA,NA,3833
北京南苑通化,NA,NA,NA,NA,NA,NA,NA,NA,NA,23267
丹东沈阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,16874
徐州太原,NA,NA,NA,NA,NA,NA,NA,NA,NA,3861
太原徐州,NA,NA,NA,NA,NA,NA,NA,NA,NA,3861
呼和浩特呼伦贝尔,NA,NA,NA,NA,NA,NA,NA,NA,NA,16887
杭州上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,16892
上海浦东铜仁,NA,NA,NA,NA,NA,NA,NA,NA,NA,23311
哈尔滨牡丹江,NA,NA,NA,NA,NA,NA,NA,NA,NA,16895
上海浦东宜春,NA,NA,NA,NA,NA,NA,NA,NA,NA,23330
上海浦东伊宁,NA,NA,NA,NA,NA,NA,NA,NA,NA,23332
湛江淮安,NA,NA,NA,NA,NA,NA,NA,NA,NA,20324
揭阳潮汕成都,NA,NA,NA,NA,NA,NA,NA,NA,NA,9652
成都揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,9652
万州北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,9664
北京南苑万州,NA,NA,NA,NA,NA,NA,NA,NA,NA,9664
石家庄呼伦贝尔,NA,NA,NA,NA,NA,NA,NA,NA,NA,20336
洛阳南阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,16919
威海北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,9668
北京南苑威海,NA,NA,NA,NA,NA,NA,NA,NA,NA,9668
北京南苑秦皇岛,NA,NA,NA,NA,NA,NA,NA,NA,NA,16927
上海浦东义乌,NA,NA,NA,NA,NA,NA,NA,NA,NA,16929
北京南苑邯郸,NA,NA,NA,NA,NA,NA,NA,NA,NA,16947
北京南苑遵义,NA,NA,NA,NA,NA,NA,NA,NA,NA,16988
赤峰鄂尔多斯,NA,NA,NA,NA,NA,NA,NA,NA,NA,16994
赤峰南京,NA,NA,NA,NA,NA,NA,NA,NA,NA,16999
无锡温州,NA,NA,NA,NA,NA,NA,NA,NA,NA,9695
温州无锡,NA,NA,NA,NA,NA,NA,NA,NA,NA,9695
济南延吉,NA,NA,NA,NA,NA,NA,NA,NA,NA,23488
长治三亚,NA,NA,NA,NA,NA,NA,NA,NA,NA,17004
西安和田,NA,NA,NA,NA,NA,NA,NA,NA,NA,20401
武汉郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060
郑州武汉,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060
大同海口,NA,NA,NA,NA,NA,NA,NA,NA,NA,17018
嘉峪关银川,NA,NA,NA,NA,NA,NA,NA,NA,NA,20416
邯郸呼和浩特,NA,NA,NA,NA,NA,NA,NA,NA,NA,17022
北京南苑井冈山,NA,NA,NA,NA,NA,NA,NA,NA,NA,9740
井冈山北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,9740
广州青阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,19396
南京宁波,NA,NA,NA,NA,NA,NA,NA,NA,NA,4108
宁波南京,NA,NA,NA,NA,NA,NA,NA,NA,NA,4108
北京南苑杭州,NA,NA,NA,NA,NA,NA,NA,NA,NA,4126
杭州北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,4126
唐山宜昌,NA,NA,NA,NA,NA,NA,NA,NA,NA,17056
徐州武汉,NA,NA,NA,NA,NA,NA,NA,NA,NA,9766
广州通辽,NA,NA,NA,NA,NA,NA,NA,NA,NA,19438
天津潍坊,NA,NA,NA,NA,NA,NA,NA,NA,NA,17109
宁波济南,NA,NA,NA,NA,NA,NA,NA,NA,NA,4155
济南宁波,NA,NA,NA,NA,NA,NA,NA,NA,NA,4155
郑州长沙,NA,NA,NA,NA,NA,NA,NA,NA,NA,4158
长沙郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,4158
济宁北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,9795
西安九江,NA,NA,NA,NA,NA,NA,NA,NA,NA,20485
百色长沙,NA,NA,NA,NA,NA,NA,NA,NA,NA,17233
稻城康定,NA,NA,NA,NA,NA,NA,NA,NA,NA,23654
常德武汉,NA,NA,NA,NA,NA,NA,NA,NA,NA,17240
常德三亚,NA,NA,NA,NA,NA,NA,NA,NA,NA,17242
兰州揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,25469
常德杭州,NA,NA,NA,NA,NA,NA,NA,NA,NA,17244
怀化上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,17250
张家界石家庄,NA,NA,NA,NA,NA,NA,NA,NA,NA,17252
呼伦贝尔上海虹桥,NA,NA,NA,NA,NA,NA,NA,NA,NA,10831
西安台州,NA,NA,NA,NA,NA,NA,NA,NA,NA,22726
张家界威海,NA,NA,NA,NA,NA,NA,NA,NA,NA,17272
张家界徐州,NA,NA,NA,NA,NA,NA,NA,NA,NA,17274
北京南苑安庆,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303
安庆北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303
揭阳潮汕银川,NA,NA,NA,NA,NA,NA,NA,NA,NA,22748
广州梧州,NA,NA,NA,NA,NA,NA,NA,NA,NA,17300
连云港温州,NA,NA,NA,NA,NA,NA,NA,NA,NA,4326
温州连云港,NA,NA,NA,NA,NA,NA,NA,NA,NA,4326
武汉九寨沟,NA,NA,NA,NA,NA,NA,NA,NA,NA,20547
宁波库车,NA,NA,NA,NA,NA,NA,NA,NA,NA,20548
昆明康定,NA,NA,NA,NA,NA,NA,NA,NA,NA,20549
天津喀什,NA,NA,NA,NA,NA,NA,NA,NA,NA,20556
北京南苑北海,NA,NA,NA,NA,NA,NA,NA,NA,NA,4359
北海北京南苑,NA,NA,NA,NA,NA,NA,NA,NA,NA,4359
重庆淮安,NA,NA,NA,NA,NA,NA,NA,NA,NA,19623
青岛三亚,NA,NA,NA,NA,NA,NA,NA,NA,NA,4387
南京温州,NA,NA,NA,NA,NA,NA,NA,NA,NA,4423
温州南京,NA,NA,NA,NA,NA,NA,NA,NA,NA,4423
长沙井冈山,NA,NA,NA,NA,NA,NA,NA,NA,NA,17388
济南揭阳潮汕,NA,NA,NA,NA,NA,NA,NA,NA,NA,11536
兴义上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,9889
长沙义乌,NA,NA,NA,NA,NA,NA,NA,NA,NA,17404
唐山昆明,NA,NA,NA,NA,NA,NA,NA,NA,NA,20619
长沙宜宾,NA,NA,NA,NA,NA,NA,NA,NA,NA,17410
宁波武夷山,NA,NA,NA,NA,NA,NA,NA,NA,NA,4460
武夷山宁波,NA,NA,NA,NA,NA,NA,NA,NA,NA,4460
桂林南阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,17424
桂林宜昌,NA,NA,NA,NA,NA,NA,NA,NA,NA,17425
桂林盐城,NA,NA,NA,NA,NA,NA,NA,NA,NA,17440
桂林铜仁,NA,NA,NA,NA,NA,NA,NA,NA,NA,17443
湛江珠海,NA,NA,NA,NA,NA,NA,NA,NA,NA,23865
揭阳潮汕珠海,NA,NA,NA,NA,NA,NA,NA,NA,NA,17474
揭阳潮汕深圳,NA,NA,NA,NA,NA,NA,NA,NA,NA,17475
揭阳潮汕湛江,NA,NA,NA,NA,NA,NA,NA,NA,NA,17476
揭阳潮汕三亚,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480
揭阳潮汕福州,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482
珠海南通,NA,NA,NA,NA,NA,NA,NA,NA,NA,17505
深圳梧州,NA,NA,NA,NA,NA,NA,NA,NA,NA,17514
临沂丽江,NA,NA,NA,NA,NA,NA,NA,NA,NA,20750
秦皇岛徐州,NA,NA,NA,NA,NA,NA,NA,NA,NA,23890
深圳铜仁,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550
梧州南京,NA,NA,NA,NA,NA,NA,NA,NA,NA,17556
长春唐山,NA,NA,NA,NA,NA,NA,NA,NA,NA,23923
郑州秦皇岛,NA,NA,NA,NA,NA,NA,NA,NA,NA,17576
郑州宜昌,NA,NA,NA,NA,NA,NA,NA,NA,NA,17580
北京南苑吕梁,NA,NA,NA,NA,NA,NA,NA,NA,NA,20774
北京首都九江,NA,NA,NA,NA,NA,NA,NA,NA,NA,9764
东营重庆,NA,NA,NA,NA,NA,NA,NA,NA,NA,10014
重庆东营,NA,NA,NA,NA,NA,NA,NA,NA,NA,10014
武汉南阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,17603
郑州西安,NA,NA,NA,NA,NA,NA,NA,NA,NA,4589
西安郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,4589
沈阳黄山,NA,NA,NA,NA,NA,NA,NA,NA,NA,4597
黄山沈阳,NA,NA,NA,NA,NA,NA,NA,NA,NA,4597
秦皇岛上海浦东,NA,NA,NA,NA,NA,NA,NA,NA,NA,7123
三亚连云港,NA,NA,NA,NA,NA,NA,NA,NA,NA,20805
敦煌郑州,NA,NA,NA,NA,NA,NA,NA,NA,NA,7127
上海浦东林芝,NA,NA,NA,NA,NA,NA,NA,NA,NA,20842
衢州北京首都,NA,NA,NA,NA,NA,NA,NA,NA,NA,10362
万州成都,NA,NA,NA,NA,NA,NA,NA,NA,NA,18995
合肥威海,NA,NA,NA,NA,NA,NA,NA,NA,NA,24039
兰州乌海,NA,NA,NA,NA,NA,NA,NA,NA,NA,17705
