"","city1_2","flight","plane","city1","city2","city3","city4","city5","remarks","flight_account","flag"
"231","北戴河上海浦东","FM9142","73G","北戴河","上海浦东",NA,NA,NA,"或333/767/738执行 执行日期0327-1029执行",1,NA
"232","北戴河上海浦东","FM9142","73G","北戴河","上海浦东",NA,NA,NA,"或333/767/738执行 执行日期0327-1029执行",1,NA
"233","北戴河上海浦东","FM9142","73G","北戴河","上海浦东",NA,NA,NA,"或333/767/738执行 执行日期0327-1029执行",4,NA
"234","北戴河石家庄","NS3292","E90","北戴河","石家庄",NA,NA,NA,"或73G/738执行",3,NA
"235","北戴河石家庄","NS3280","E90","北戴河","石家庄",NA,NA,NA,"或738/73G执行",4,NA
"236","北戴河徐州","HU7324","738","北戴河","徐州","广州",NA,NA,"待航路走向批复后执行",4,NA
"247","北海合肥","NS3250","E90","北海","合肥","石家庄",NA,NA,"或738/73G执行",7,NA
"248","北海合肥","NS3250","E90","北海","合肥","石家庄",NA,NA,"或738/73G执行",4,NA
"313","北京南苑海拉尔","KN2287","738","北京南苑","海拉尔",NA,NA,NA,"待航线走向批复后执行",4,NA
"314","北京南苑海拉尔","KN2297","738","北京南苑","海拉尔",NA,NA,NA,"待航线走向批复后执行",7,NA
"315","北京南苑海拉尔","KN2287","738","北京南苑","海拉尔",NA,NA,NA,"待航线走向批复后执行",3,NA
"316","北京南苑海拉尔","KN2289","738","北京南苑","海拉尔",NA,NA,NA,"待航线走向批复后执行",7,NA
"317","北京南苑海拉尔","KN5869","738","北京南苑","海拉尔",NA,NA,NA,"待航线走向批复后执行",3,NA
"660","北京首都海拉尔","JD5625","319","北京首都","海拉尔",NA,NA,NA,"或320/321/330执行",2,NA
"661","北京首都海拉尔","MF8281","737","北京首都","海拉尔",NA,NA,NA,NA,7,NA
"662","北京首都海拉尔","CA1141","738","北京首都","海拉尔",NA,NA,NA,"执行日期0701-0930执行",3,NA
"663","北京首都海拉尔","CA1141","738","北京首都","海拉尔",NA,NA,NA,"执行日期0701-0930执行",1,NA
"664","北京首都海拉尔","CA1131","738","北京首都","海拉尔",NA,NA,NA,NA,4,NA
"665","北京首都海拉尔","CA1131","738","北京首都","海拉尔",NA,NA,NA,NA,3,NA
"666","北京首都海拉尔","CN7101","738","北京首都","海拉尔",NA,NA,NA,"与HU7101代号共享",7,NA
"667","北京首都海拉尔","CA1129","738","北京首都","海拉尔",NA,NA,NA,"执行日期0701-0930执行",7,NA
"668","北京首都海拉尔","CA1125","738","北京首都","海拉尔",NA,NA,NA,"执行日期0701-0930执行",7,NA
"669","北京首都海拉尔","MU2863","320","北京首都","海拉尔",NA,NA,NA,NA,7,NA
"670","北京首都海拉尔","CA1141","738","北京首都","海拉尔",NA,NA,NA,"执行日期0701-0930执行",1,NA
"743","北京首都揭阳","CA1849","319","北京首都","揭阳",NA,NA,NA,NA,7,NA
"744","北京首都揭阳","CZ3862","738","北京首都","揭阳",NA,NA,NA,"与MF1658 MU3463代码共享",7,NA
"745","北京首都揭阳","CA1347","738","北京首都","揭阳",NA,NA,NA,NA,7,NA
"746","北京首都揭阳","CZ6572","738","北京首都","揭阳",NA,NA,NA,"与MF4178 MU4418代码共享",5,NA
"747","北京首都揭阳","CZ6572","738","北京首都","揭阳",NA,NA,NA,"与MF4178 MU4418代码共享",2,NA
"754","北京首都九寨","CA4122","319","北京首都","九寨",NA,NA,NA,NA,6,NA
"755","北京首都九寨","CA4122","319","北京首都","九寨",NA,NA,NA,NA,1,NA
"945","北京首都三明","HU7197/8","738","北京首都","三明",NA,NA,NA,NA,4,NA
"946","北京首都三明","HU7197/8","738","北京首都","三明",NA,NA,NA,NA,4,NA
"1091","北京首都十堰","CA1811/2","738","北京首都","十堰","北京首都",NA,NA,NA,4,NA
"1092","北京首都十堰","CZ6728","738","北京首都","十堰","武汉",NA,NA,NA,3,NA
"1093","北京首都十堰","CZ6626","738","北京首都","十堰",NA,NA,NA,NA,3,NA
"1094","北京首都石河子","CA1299","738","北京首都","石河子",NA,NA,NA,NA,3,NA
"1120","北京首都万县","3U8838","320","北京首都","万县","昆明",NA,NA,"或330/321/319执行 待航路走向批复后执行",1,NA
"1121","北京首都万县","3U8838","319","北京首都","万县","昆明",NA,NA,"或330/321/320执行 待航路走向批复后执行",6,NA
"1305","北京首都营口","DZ6209/10","738","北京首都","营口","北京首都",NA,NA,NA,7,NA
"1429","毕节兰州","GX8865","E90","毕节","兰州",NA,NA,NA,"或A320执行；与GS8865/HU8865代码共享；执行日期0327-1029执行；待航路走向批复后执行",3,NA
"1432","毕节南宁","GX8816","E90","毕节","南宁",NA,NA,NA,"或A320执行；与GS8816/HU8816代码共享；执行日期0327-1029执行；待航路走向批复后执行",3,NA
"1437","毕节西安","GX8815","E90","毕节","西安",NA,NA,NA,"或A320执行；与GS8815/HU8815代码共享；执行日期0327-1029执行；待航路走向批复后执行",3,NA
"1466","常德佛山","KN5761","738","常德","佛山",NA,NA,NA,"待航线走向批复后执行",3,NA
"1473","常德沈阳","GX8803/4","320","常德","沈阳",NA,NA,NA,NA,3,NA
"1474","常德沈阳","GX8803/4","320","常德","沈阳",NA,NA,NA,NA,3,NA
"1527","成都北戴河","DR6541","73G","成都","北戴河","哈尔滨",NA,NA,"或738执行待航路走向批复后执行。",4,NA
"1593","成都池州","HO1270","320","成都","池州","上海虹桥",NA,NA,"待航线走向批复后执行",7,NA
"1635","成都甘孜","3U8359","319","成都","甘孜","稻城",NA,NA,NA,1,NA
"1636","成都甘孜","MU5443","319","成都","甘孜",NA,NA,NA,"执行日期0327-1029执行 待航路走向批复后执行",3,NA
"1637","成都甘孜","MU5443","319","成都","甘孜",NA,NA,NA,"执行日期0327-1029执行 待航路走向批复后执行",3,NA
"1638","成都甘孜","3U8359","319","成都","甘孜","稻城",NA,NA,NA,1,NA
"1639","成都甘孜","8L9627","73G","成都","甘孜","拉萨",NA,NA,"或738/319/320执行。待航路走向批复后执行。",7,NA
"1640","成都甘孜","MU5443","319","成都","甘孜",NA,NA,NA,"执行日期0327-1029执行 待航路走向批复后执行",1,NA
"1708","成都海拉尔","EU2249","319","成都","海拉尔",NA,NA,NA,"或A320执行。",7,NA
"1709","成都海拉尔","EU2249","319","成都","海拉尔",NA,NA,NA,"或A320执行。",4,NA
"1769","成都揭阳","CA4373","319","成都","揭阳",NA,NA,NA,NA,7,NA
"1770","成都揭阳","CZ3866","738","成都","揭阳",NA,NA,NA,"与MF1662代码共享",7,NA
"1771","成都金昌","EU2273","319","成都","金昌",NA,NA,NA,"或A320执行。",3,NA
"1774","成都九寨","3U8605","319","成都","九寨",NA,NA,NA,"或330/321/320执行",1,NA
"1775","成都九寨","CA4481","319","成都","九寨",NA,NA,NA,NA,2,NA
"1776","成都九寨","CA4483","319","成都","九寨",NA,NA,NA,NA,7,NA
"1777","成都九寨","HU7613","738","成都","九寨",NA,NA,NA,NA,7,NA
"1778","成都九寨","MU5863","73G","成都","九寨",NA,NA,NA,"执行日期0327-1029执行",7,NA
"1779","成都九寨","3U8159","319","成都","九寨",NA,NA,NA,NA,1,NA
"1780","成都九寨","3U8605","319","成都","九寨",NA,NA,NA,"或330/321/320执行",3,NA
"1781","成都九寨","MU5851","73G","成都","九寨",NA,NA,NA,"执行日期0327-1029执行",7,NA
"1782","成都九寨","EU2705","319","成都","九寨",NA,NA,NA,"或A320执行。",7,NA
"1783","成都九寨","3U8159","319","成都","九寨",NA,NA,NA,NA,2,NA
"1784","成都九寨","3U8605","319","成都","九寨",NA,NA,NA,"或330/321/320执行",3,NA
"1785","成都九寨","CA4487","319","成都","九寨",NA,NA,NA,NA,7,NA
"1786","成都九寨","3U8607","319","成都","九寨",NA,NA,NA,"或330/321/320执行",3,NA
"1787","成都九寨","8L9601","73G","成都","九寨",NA,NA,NA,"或738/319/320执行。",7,NA
"1788","成都九寨","3U8607","319","成都","九寨",NA,NA,NA,"或330/321/320执行",3,NA
"1789","成都九寨","3U8607","319","成都","九寨",NA,NA,NA,"或330/321/320执行",1,NA
"1795","成都库车","CA4241","319","成都","库车","喀什",NA,NA,NA,3,NA
"2054","成都万县","3U8797","320","成都","万县","深圳",NA,NA,NA,2,NA
"2164","成都张掖","EU2271","319","成都","张掖",NA,NA,NA,"或A320执行。",4,NA
"2204","池州成都","HO1269","320","池州","成都",NA,NA,NA,"待航线走向批复后执行",7,NA
"2207","池州昆明","MU5327","320","池州","昆明",NA,NA,NA,NA,7,NA
"2208","池州厦门","MF8570","73G","池州","厦门",NA,NA,NA,"或B738/752执行 与CZ5466/NS8570代码共享 待航路走向批复后执行",4,NA
"2209","池州厦门","MF8570","73G","池州","厦门",NA,NA,NA,"或B738/752执行 与CZ5466/NS8570代码共享 待航路走向批复后执行",3,NA
"2210","池州上海虹桥","HO1270","320","池州","上海虹桥",NA,NA,NA,"待航线走向批复后执行",7,NA
"2211","池州深圳","ZH9732","319","池州","深圳",NA,NA,NA,"或739/738/320执行;同CA3838 KY9732代码共享",7,NA
"2223","赤峰海拉尔","GS7915","EMB","赤峰","海拉尔",NA,NA,NA,"或320/E90执行 待航路走向批复后执行",4,NA
"2224","赤峰海拉尔","GS7915","E90","赤峰","海拉尔",NA,NA,NA,"或320/EM4执行 待航路走向批复后执行",3,NA
"2241","赤峰青岛","MU9635/6","320","赤峰","青岛",NA,NA,NA,NA,3,NA
"2296","大连安庆","GX8878","E90","大连","安庆","南宁",NA,NA,"或A320执行；与GS8878/HU8878代码共享；执行日期0701-1029执行；待航路走向批复后执行",7,NA
"2363","大连大同","GS6419/20","320","大连","大同","大连",NA,NA,NA,3,NA
"2396","大连海拉尔","MU2791","320","大连","海拉尔",NA,NA,NA,"执行日期0701-1029执行 待航路走向批复后执行",7,NA
"2446","大连揭阳","CZ6770","738","大连","揭阳",NA,NA,NA,"与MF4314代码共享",1,NA
"2447","大连揭阳","CZ6770","738","大连","揭阳",NA,NA,NA,"与MF4314代码共享",2,NA
"2470","大连临汾","GS6421/2","320","大连","临汾","大连",NA,NA,NA,4,NA
"2789","大庆海拉尔","CZ6421","319","大庆","海拉尔",NA,NA,NA,"或321/320执行 与MF4045 G55110代码共享 待航路走向批复后执行",2,NA
"2804","大同大连","GS6419/20","320","大同","大连",NA,NA,NA,NA,3,NA
"2845","稻城甘孜","3U8360","319","稻城","甘孜","成都",NA,NA,NA,1,NA
"2846","稻城甘孜","3U8360","319","稻城","甘孜","成都",NA,NA,NA,1,NA
"2860","德宏迪庆","3U8612","319","德宏","迪庆","西安",NA,NA,NA,3,NA
"2886","德宏青岛","KY8329","73G","德宏","青岛",NA,NA,NA,"与ZH3197代码共享与CA5797代码共享。待航路走向批复后执行。",7,NA
"2888","德宏西安","3U8612","319","德宏","西安",NA,NA,NA,NA,3,NA
"2892","迪庆德宏","3U8611","319","迪庆","德宏",NA,NA,NA,NA,3,NA
"2920","敦煌花土沟","MU2355/6","319","敦煌","花土沟",NA,NA,NA,NA,7,NA
"2921","敦煌花土沟","MU2355/6","319","敦煌","花土沟",NA,NA,NA,NA,7,NA
"2964","鄂尔多斯佛山","KN2801","738","鄂尔多斯","佛山",NA,NA,NA,"待航线走向批复后执行",7,NA
"3018","佛山常德","KN5762","738","佛山","常德","北京南苑",NA,NA,"待航线走向批复后执行",3,NA
"3019","佛山鄂尔多斯","KN2802","738","佛山","鄂尔多斯",NA,NA,NA,"待航线走向批复后执行",7,NA
"3020","佛山海拉尔","KN5869","738","佛山","海拉尔",NA,NA,NA,"待航线走向批复后执行",3,NA
"3024","佛山石家庄","KN2366","738","佛山","石家庄",NA,NA,NA,"待航线走向批复后执行",7,NA
"3100","福州海拉尔","MF8289","738","福州","海拉尔",NA,NA,NA,"或B73G/752执行 执行日期6.1-10.29执行 与CZ5479/NS8289代码共享",7,NA
"3101","福州海拉尔","FU6649","738","福州","海拉尔",NA,NA,NA,"或E190执飞 执行日期0626-0910执行 待航路走向批复后执行",7,NA
"3317","甘孜成都","3U8360","319","甘孜","成都",NA,NA,NA,NA,1,NA
"3318","甘孜成都","3U8360","319","甘孜","成都",NA,NA,NA,NA,1,NA
"3319","甘孜成都","8L9628","73G","甘孜","成都",NA,NA,NA,"或738/319/320执行。待航路走向批复后执行。",7,NA
"3320","甘孜成都","MU5444","319","甘孜","成都",NA,NA,NA,"执行日期0327-1029执行 待航路走向批复后执行",7,NA
"3321","甘孜稻城","3U8359","319","甘孜","稻城",NA,NA,NA,NA,1,NA
"3322","甘孜稻城","3U8359","319","甘孜","稻城",NA,NA,NA,NA,1,NA
"3323","甘孜杭州","3U8166","319","甘孜","杭州",NA,NA,NA,"或330/321/320执行 待航路走向批复后执行",2,NA
"3324","甘孜昆明","3U8174","319","甘孜","昆明",NA,NA,NA,"待航路走向批复后执行",3,NA
"3325","甘孜拉萨","8L9627","73G","甘孜","拉萨",NA,NA,NA,"或738/319/320执行。待航路走向批复后执行。",7,NA
"3326","甘孜重庆","3U8166","319","甘孜","重庆","杭州",NA,NA,"或330/321/320执行 待航路走向批复后执行",2,NA
"3353","固原天津","G52670","CR9","固原","天津",NA,NA,NA,NA,7,NA
"3380","广州北戴河","HU7323","738","广州","北戴河",NA,NA,NA,"待航路走向批复后执行",4,NA
"3573","广州海拉尔","CZ8423/4","738","广州","海拉尔",NA,NA,NA,NA,3,NA
"3574","广州海拉尔","AQ1031/2","738","广州","海拉尔","广州",NA,NA,NA,7,NA
"3575","广州海拉尔","CZ8423/4","738","广州","海拉尔",NA,NA,NA,NA,3,NA
"3646","广州揭阳","CZ6644/3","319","广州","揭阳",NA,NA,NA,NA,4,NA
"3647","广州揭阳","CZ3896","738","广州","揭阳",NA,NA,NA,"与MF1690 MU3487代码共享",7,NA
"3648","广州揭阳","CZ3894","738","广州","揭阳",NA,NA,NA,"与MF1688 MU3485代码共享",7,NA
"3649","广州揭阳","CZ3928","738","广州","揭阳",NA,NA,NA,"与MF1720 MU3503代码共享",7,NA
"3650","广州揭阳","CZ3892","738","广州","揭阳",NA,NA,NA,"与MF1686 MU3483代码共享",7,NA
"3654","广州九寨","CA4394","319","广州","九寨",NA,NA,NA,NA,7,NA
"3778","广州黔南州","CZ3929","319","广州","黔南州",NA,NA,NA,"或321/320/738/73G/E90执行 与MF1721 MU3504代码共享",3,NA
"3790","广州庆阳","HU7393/4","738","广州","庆阳",NA,NA,NA,NA,4,NA
"3791","广州庆阳","HU7393/4","738","广州","庆阳","兰州","庆阳","广州",NA,4,NA
"3928","广州万县","CA4336","737","广州","万县",NA,NA,NA,NA,7,NA
"4025","广州忻州","MU2487","738","广州","忻州",NA,NA,NA,"执行日期0410-1029执行 待航路走向批复后执行",7,NA
"4026","广州忻州","CZ6641/2","E90","广州","忻州","广州",NA,NA,NA,1,NA
"4027","广州忻州","CZ6641/2","738","广州","忻州","广州",NA,NA,NA,3,NA
"4220","贵阳海拉尔","AQ1065","73G","贵阳","海拉尔",NA,NA,NA,NA,4,NA
"4252","贵阳揭阳","CZ3858","738","贵阳","揭阳",NA,NA,NA,"与MF1654代码共享",1,NA
"4253","贵阳揭阳","CZ3858","738","贵阳","揭阳",NA,NA,NA,"与MF1654代码共享",6,NA
"4254","贵阳揭阳","GS6473","E90","贵阳","揭阳",NA,NA,NA,"或320/EM4执行",4,NA
"4321","贵阳南通","GY7119","E90","贵阳","南通",NA,NA,NA,NA,4,NA
"4325","贵阳黔南州","G52869","CR9","贵阳","黔南州","海口",NA,NA,NA,3,NA
"4416","贵阳万县","GY7109","E90","贵阳","万县","南京",NA,NA,"待航路走向批复后执行",3,NA
"4417","贵阳万县","GY7121","E90","贵阳","万县","天津",NA,NA,NA,7,NA
"4463","贵阳盐城","GY7123","E90","贵阳","盐城","烟台",NA,NA,NA,4,NA
"4577","桂林揭阳","CZ8431/2","738","桂林","揭阳",NA,NA,NA,NA,2,NA
"4578","桂林揭阳","GT1017/8","319","桂林","揭阳","桂林",NA,NA,NA,2,NA
"4679","桂林西双版纳","GJ8851","320","桂林","西双版纳",NA,NA,NA,"待航线走向批复后执行",4,NA
"4680","桂林锡林浩特","GT1019/20","319","桂林","锡林浩特",NA,NA,NA,NA,4,NA
"4681","桂林锡林浩特","GT1019/20","319","桂林","锡林浩特",NA,NA,NA,NA,4,NA
"4682","桂林忻州","JD5313","319","桂林","忻州",NA,NA,NA,"或320/321/330执行待航线走向批复后执行",4,NA
"4686","桂林扬州","GT1011/2","319","桂林","扬州","桂林",NA,NA,NA,5,NA
"4696","桂林张家口","GT1027/8","319","桂林","张家口",NA,NA,NA,NA,7,NA
"4697","桂林张家口","GT1027/8","319","桂林","张家口",NA,NA,NA,NA,7,NA
"4724","哈尔滨北戴河","DR6542","73G","哈尔滨","北戴河","成都",NA,NA,"或738执行待航路走向批复后执行。",4,NA
"4844","哈尔滨海拉尔","DZ6253","738","哈尔滨","海拉尔",NA,NA,NA,NA,7,NA
"4845","哈尔滨海拉尔","GS6602","E90","哈尔滨","海拉尔","呼和浩特",NA,NA,"或320/EM4执行",7,NA
"4846","哈尔滨海拉尔","ZH9311/2","737","哈尔滨","海拉尔","哈尔滨",NA,NA,NA,7,NA
"4847","哈尔滨海拉尔","FU6571/2","738","哈尔滨","海拉尔","哈尔滨",NA,NA,NA,7,NA
"4919","哈尔滨揭阳","3U8207","320","哈尔滨","揭阳",NA,NA,NA,"或330/321/319执行",2,NA
"4920","哈尔滨揭阳","3U8207","320","哈尔滨","揭阳",NA,NA,NA,"或330/321/319执行",5,NA
"4946","哈尔滨绵阳","3U8583","320","哈尔滨","绵阳",NA,NA,NA,"或319执行。",3,NA
"5100","哈尔滨台州","FU6605/6","737","哈尔滨","台州",NA,NA,NA,NA,4,NA
"5101","哈尔滨台州","FU6605/6","737","哈尔滨","台州","海口","台州","哈尔滨",NA,4,NA
"5173","哈尔滨锡林浩特","G52720","CR9","哈尔滨","锡林浩特","呼和浩特",NA,NA,NA,3,NA
"5238","哈密石河子","CA1299","738","哈密","石河子",NA,NA,NA,NA,3,NA
"5341","海口海拉尔","SC8871","738","海口","海拉尔",NA,NA,NA,"或737执行；与CA8871代码共享",7,NA
"5377","海口揭阳","CZ6388","738","海口","揭阳",NA,NA,NA,"与MF4014代码共享",3,NA
"5378","海口揭阳","CZ6388","738","海口","揭阳",NA,NA,NA,"与MF4014代码共享  执行日期0410-1029执行",2,NA
"5379","海口揭阳","CZ6388","738","海口","揭阳",NA,NA,NA,"与MF4014代码共享 执行日期0410-1029执行",1,NA
"5380","海口揭阳","GS6543","E90","海口","揭阳",NA,NA,NA,"或320/EM4执行",7,NA
"5381","海口揭阳","GS6561","E90","海口","揭阳",NA,NA,NA,"或320/EM4执行",4,NA
"5382","海口揭阳","GS6545","E90","海口","揭阳","义乌",NA,NA,"或320/EM4执行",4,NA
"5383","海口揭阳","GS6549","E90","海口","揭阳","南京",NA,NA,"或320/EM4执行",4,NA
"5384","海口揭阳","CZ6388","738","海口","揭阳",NA,NA,NA,"与MF4014代码共享",1,NA
"5441","海口黔南州","G52870","CR9","海口","黔南州","贵阳",NA,NA,NA,3,NA
"5514","海口万县","JD5785","319","海口","万县",NA,NA,NA,"或320/321/330执行",2,NA
"5515","海口万县","JD5785","319","海口","万县",NA,NA,NA,"或320/321/330执行",1,NA
"5547","海口忻州","JD5313","319","海口","忻州",NA,NA,NA,"或320/321/330执行待航线走向批复后执行",4,NA
"5632","海拉尔北京南苑","KN2288","738","海拉尔","北京南苑",NA,NA,NA,"待航线走向批复后执行",4,NA
"5633","海拉尔北京南苑","KN5870","738","海拉尔","北京南苑","佛山",NA,NA,"待航线走向批复后执行",3,NA
"5634","海拉尔北京南苑","KN2288","738","海拉尔","北京南苑",NA,NA,NA,"待航线走向批复后执行",3,NA
"5635","海拉尔北京南苑","KN2290","738","海拉尔","北京南苑",NA,NA,NA,"待航线走向批复后执行",7,NA
"5636","海拉尔北京南苑","KN2298","738","海拉尔","北京南苑",NA,NA,NA,"待航线走向批复后执行",7,NA
"5637","海拉尔北京首都","CA1126","738","海拉尔","北京首都",NA,NA,NA,"执行日期0701-0930执行",7,NA
"5638","海拉尔北京首都","CA1132","738","海拉尔","北京首都",NA,NA,NA,NA,7,NA
"5639","海拉尔北京首都","CA1142","738","海拉尔","北京首都",NA,NA,NA,"执行日期0701-0930执行",1,NA
"5640","海拉尔北京首都","CA1142","738","海拉尔","北京首都",NA,NA,NA,"执行日期0701-0930执行",1,NA
"5641","海拉尔北京首都","CA1142","738","海拉尔","北京首都",NA,NA,NA,"执行日期0701-0930执行",3,NA
"5642","海拉尔北京首都","CN7102","738","海拉尔","北京首都",NA,NA,NA,"与HU7102代号共享",7,NA
"5643","海拉尔北京首都","JD5626","319","海拉尔","北京首都",NA,NA,NA,"或320/321/330执行",2,NA
"5644","海拉尔北京首都","CA1130","738","海拉尔","北京首都",NA,NA,NA,"执行日期0701-0930执行",7,NA
"5645","海拉尔北京首都","MF8282","737","海拉尔","北京首都",NA,NA,NA,NA,7,NA
"5646","海拉尔北京首都","MU2864","320","海拉尔","北京首都",NA,NA,NA,NA,7,NA
"5647","海拉尔成都","EU2250","319","海拉尔","成都",NA,NA,NA,"或A320执行。",7,NA
"5648","海拉尔成都","EU2250","319","海拉尔","成都",NA,NA,NA,"或A320执行。",4,NA
"5649","海拉尔赤峰","GS7916","E90","海拉尔","赤峰","天津",NA,NA,"或320/EM4执行 待航路走向批复后执行",3,NA
"5650","海拉尔赤峰","GS7916","EMB","海拉尔","赤峰","天津",NA,NA,"或320/E90执行 待航路走向批复后执行",1,NA
"5651","海拉尔赤峰","GS7916","EMB","海拉尔","赤峰","天津",NA,NA,"或320/E90执行 待航路走向批复后执行",3,NA
"5652","海拉尔大连","MU2792","320","海拉尔","大连","南京",NA,NA,"执行日期0701-1029执行 待航路走向批复后执行",7,NA
"5653","海拉尔大庆","CZ6422","319","海拉尔","大庆",NA,NA,NA,"或321/320执行 与MF4046 G55111代码共享 待航路走向批复后执行",2,NA
"5654","海拉尔佛山","KN5870","738","海拉尔","佛山",NA,NA,NA,"待航线走向批复后执行",3,NA
"5655","海拉尔福州","FU6650","738","海拉尔","福州",NA,NA,NA,"或E190执飞 执行日期0626-0910执行 待航路走向批复后执行",7,NA
"5656","海拉尔福州","MF8290","738","海拉尔","福州",NA,NA,NA,"或B73G/752执行 执行日期6.1-10.29执行 与CZ5480/NS8290代码共享",7,NA
"5657","海拉尔广州","AQ1031/2","738","海拉尔","广州",NA,NA,NA,NA,7,NA
"5658","海拉尔贵阳","AQ1066","73G","海拉尔","贵阳",NA,NA,NA,NA,4,NA
"5659","海拉尔哈尔滨","DZ6254","738","海拉尔","哈尔滨","深圳",NA,NA,NA,7,NA
"5660","海拉尔哈尔滨","GS6601","E90","海拉尔","哈尔滨",NA,NA,NA,"或320/EM4执行",7,NA
"5661","海拉尔哈尔滨","FU6571/2","738","海拉尔","哈尔滨",NA,NA,NA,NA,7,NA
"5662","海拉尔哈尔滨","ZH9311/2","737","海拉尔","哈尔滨",NA,NA,NA,NA,7,NA
"5663","海拉尔海口","SC8872","738","海拉尔","海口",NA,NA,NA,"或737执行；与CA8872代码共享",7,NA
"5664","海拉尔杭州","CA1792","319","海拉尔","杭州",NA,NA,NA,"执行日期0601-1029执行",2,NA
"5665","海拉尔杭州","MF8180","738","海拉尔","杭州",NA,NA,NA,"或B73G/752执行 执行日期6.1-10.29执行 与CZ5450/NS8180代码共享",7,NA
"5666","海拉尔杭州","GJ8739/40","320","海拉尔","杭州",NA,NA,NA,NA,3,NA
"5667","海拉尔杭州","CA1792","319","海拉尔","杭州",NA,NA,NA,"执行日期0601-1029执行",2,NA
"5668","海拉尔杭州","CA1792","319","海拉尔","杭州",NA,NA,NA,"执行日期0601-1029执行",3,NA
"5669","海拉尔呼和浩特","GS6670","320","海拉尔","呼和浩特","济南",NA,NA,NA,7,NA
"5670","海拉尔呼和浩特","GS7656","320","海拉尔","呼和浩特","西安",NA,NA,"或333/332/E90执行",7,NA
"5671","海拉尔呼和浩特","SC1164","738","海拉尔","呼和浩特","济南",NA,NA,"或737执行与CA1164代码共享；执行日期0601-1029",7,NA
"5672","海拉尔呼和浩特","GS7606","E90","海拉尔","呼和浩特","西安",NA,NA,"或320/EM4执行",3,NA
"5673","海拉尔呼和浩特","NS3238","E90","海拉尔","呼和浩特","石家庄",NA,NA,"或738/73G执行;同MF7030代码共享 待航线走向批复后执行",2,NA
"5674","海拉尔呼和浩特","NS3238","E90","海拉尔","呼和浩特","石家庄",NA,NA,"或738/73G执行;同MF7030代码共享 待航线走向批复后执行",5,NA
"5675","海拉尔呼和浩特","FM9128","738","海拉尔","呼和浩特","上海虹桥",NA,NA,"或333/767/73G执行 执行日期0327-1029执行",7,NA
"5676","海拉尔呼和浩特","CA1133","738","海拉尔","呼和浩特",NA,NA,NA,NA,7,NA
"5677","海拉尔呼和浩特","MF8180","738","海拉尔","呼和浩特","杭州",NA,NA,"或B73G/752执行 执行日期6.1-10.29执行 与CZ5450/NS8180代码共享",7,NA
"5678","海拉尔呼和浩特","G52754","CR9","海拉尔","呼和浩特",NA,NA,NA,NA,7,NA
"5679","海拉尔呼和浩特","GS6602","E90","海拉尔","呼和浩特",NA,NA,NA,"或320/EM4执行",7,NA
"5680","海拉尔呼和浩特","SC8872","738","海拉尔","呼和浩特","海口",NA,NA,"或737执行；与CA8872代码共享",7,NA
"5681","海拉尔呼和浩特","DZ6228","738","海拉尔","呼和浩特","郑州",NA,NA,NA,1,NA
"5682","海拉尔呼和浩特","SC8856","738","海拉尔","呼和浩特","厦门",NA,NA,"或737执行；与CA8856代码共享；执行日期0601-1029",7,NA
"5683","海拉尔呼和浩特","DZ6228","738","海拉尔","呼和浩特","郑州",NA,NA,NA,1,NA
"5684","海拉尔呼和浩特","DZ6228","738","海拉尔","呼和浩特","郑州",NA,NA,NA,1,NA
"5685","海拉尔呼和浩特","DZ6228","738","海拉尔","呼和浩特","郑州",NA,NA,NA,4,NA
"5686","海拉尔呼和浩特","MF8738","738","海拉尔","呼和浩特",NA,NA,NA,"或B73G/752执行 执行日期6.1-10.29执行 与CZ5558/NS8738代码共享",7,NA
"5687","海拉尔济南","MF8292","738","海拉尔","济南","长沙",NA,NA,"或B73G/752执行 执行日期6.1-10.29执行 与CZ5204/NS8292代码共享",7,NA
"5688","海拉尔济南","SC1160","738","海拉尔","济南",NA,NA,NA,"或737执行与CA1160代码共享；执行日期0601-1029",7,NA
"5689","海拉尔济南","GS6670","320","海拉尔","济南",NA,NA,NA,NA,7,NA
"5690","海拉尔济南","SC1164","738","海拉尔","济南",NA,NA,NA,"或737执行与CA1164代码共享；执行日期0601-1029",7,NA
"5691","海拉尔加格达奇","G52753","CR9","海拉尔","加格达奇",NA,NA,NA,NA,7,NA
"5692","海拉尔南京","AQ1037","738","海拉尔","南京",NA,NA,NA,NA,3,NA
"5693","海拉尔南京","MU2792","320","海拉尔","南京",NA,NA,NA,"执行日期0701-1029执行 待航路走向批复后执行",7,NA
"5694","海拉尔青岛","SC4610","738","海拉尔","青岛",NA,NA,NA,"或737执行;与CA4610代码共享；执行日期0601-1029",7,NA
"5695","海拉尔泉州","MF8736","738","海拉尔","泉州",NA,NA,NA,"或B73G/752执行 执行日期6.1-10.29执行 与CZ5556/NS8736代码共享 待航路走向批复后执行",7,NA
"5696","海拉尔厦门","MF8734","738","海拉尔","厦门",NA,NA,NA,"或B73G/752执行 执行日期6.1-10.29执行 与CZ5554/NS8734代码共享 待航路走向批复后执行",7,NA
"5697","海拉尔厦门","SC8856","738","海拉尔","厦门",NA,NA,NA,"或737执行；与CA8856代码共享；执行日期0601-1029",7,NA
"5698","海拉尔上海虹桥","FM9128","738","海拉尔","上海虹桥",NA,NA,NA,"或333/767/73G执行 执行日期0327-1029执行",7,NA
