flight,plane,city1,city2,city3,city4,city5,remarks,flight_account,city1_2
CZ3519/20,319,广州,济宁,广州,NA,NA,或321/320/738执行,1,广州济宁
CZ3519/20,319,广州,济宁,广州,NA,NA,或321/320/738执行,3,广州济宁
CZ3521/2,319,广州,杭州,广州,NA,NA,或321/320/738执行,1,广州杭州
CZ3521/2,319,广州,杭州,广州,NA,NA,或321/320/738执行,6,广州杭州
CZ3527/8,319,广州,温州,广州,NA,NA,或321/320/738执行,7,广州温州
CZ3529/30,319,广州,太原,广州,NA,NA,或321/320/738执行,7,广州太原
CZ3533/4,319,广州,青岛,广州,NA,NA,或321/320/738执行,7,广州青岛
CZ3535/6,319,广州,南昌,广州,NA,NA,或321/320/738执行,7,广州南昌
CZ3539/40,319,广州,南昌,广州,NA,NA,或321/320/738执行,7,广州南昌
CZ3545/6,319,广州,南昌,广州,NA,NA,或321/320/738执行,7,广州南昌
CZ3573/4,319,广州,青岛,广州,NA,NA,或321/320/738执行,7,广州青岛
CZ3599/600,319,广州,南京,广州,NA,NA,或321/320/738执行,7,广州南京
CZ3607/8,319,大连,广州,大连,NA,NA,或321执行,1,大连广州
CZ3607/8,319,大连,广州,大连,NA,NA,或321执行,6,大连广州
CZ3615/6,319,广州,哈尔滨,广州,NA,NA,或321/320/738执行,7,广州哈尔滨
CZ3625/6,319,广州,南昌,广州,NA,NA,或321/320/738执行,7,广州南昌
CZ3627/8,319,广州,黄山,广州,NA,NA,或321/320/738执行,4,广州黄山
CZ3627/8,319,广州,黄山,广州,NA,NA,或321/320/738执行,3,广州黄山
CZ3635,319,广州,连云港,徐州,NA,NA,或321/320/738执行,4,广州连云港
CZ3645/6,319,广州,台州,广州,NA,NA,或321/320/738执行,7,广州台州
CZ3647/8,319,广州,福州,广州,NA,NA,或321/320/738执行,7,广州福州
CZ3649/50,319,广州,福州,广州,NA,NA,或321/320/738执行,6,广州福州
CZ3649/50,319,广州,福州,广州,NA,NA,或321/320/738执行,1,广州福州
CZ3689/90,319,广州,福州,广州,NA,NA,或321/320/738执行,7,广州福州
CZ3695/6,319,广州,太原,广州,NA,NA,或321/320/738执行,7,广州太原
CZ3697/8,319,广州,南京,广州,NA,NA,或321/320/738执行,7,广州南京
CZ3699/700,319,广州,南京,广州,NA,NA,或321/320/738执行,7,广州南京
CZ3701/2,319,广州,太原,广州,NA,NA,或321/320/738执行,7,广州太原
CZ3703/4,319,广州,太原,广州,NA,NA,或321/320/738执行,7,广州太原
CZ3707/8,319,广州,济南,广州,NA,NA,或321/320/738执行,4,广州济南
CZ3707/8,319,广州,济南,广州,NA,NA,或321/320/738执行,3,广州济南
CZ3713/4,319,广州,厦门,广州,NA,NA,或321/320/738执行,7,广州厦门
CZ3715/6,319,广州,青岛,广州,NA,NA,或321/320/738执行,7,广州青岛
CZ3723/4,319,广州,厦门,广州,NA,NA,或321/320/738执行,7,广州厦门
CZ3763/4,319,广州,温州,广州,NA,NA,或321/320/738执行,7,广州温州
CZ3769/70,319,广州,温州,广州,NA,NA,或321/320/738执行,7,广州温州
CZ3775/6,319,广州,宁波,广州,NA,NA,或321/320/738执行,7,广州宁波
CZ3777/8,319,广州,宁波,广州,NA,NA,或321/320/738执行,7,广州宁波
CZ3779/80,319,广州,宁波,广州,NA,NA,或321/320/738执行,7,广州宁波
CZ3799/800,319,广州,青岛,广州,NA,NA,或321/320/738执行,5,广州青岛
CZ3799/800,319,广州,青岛,广州,NA,NA,或321/320/738执行,2,广州青岛
CZ3801/2,319,广州,杭州,广州,NA,NA,或321/320/738执行,7,广州杭州
CZ3803/4,319,广州,杭州,广州,NA,NA,或321/320/738执行,7,广州杭州
CZ3805/6,319,广州,厦门,广州,NA,NA,或321/320/738执行,1,广州厦门
CZ3805/6,319,广州,厦门,广州,NA,NA,或321/320/738执行,6,广州厦门
CZ3807/8,319,广州,厦门,广州,NA,NA,或321/320/738执行,7,广州厦门
CZ3809/10,319,广州,温州,广州,NA,NA,或321/320/738执行,6,广州温州
CZ3809/10,319,广州,温州,广州,NA,NA,或321/320/738执行,1,广州温州
CZ3811/2,319,广州,温州,广州,NA,NA,或321/320/738执行,7,广州温州
CZ3815/6,319,广州,常州,广州,NA,NA,或321/320/738执行,7,广州常州
CZ3817/8,319,广州,合肥,广州,NA,NA,或321/320/738执行,7,广州合肥
CZ3819/20,319,广州,杭州,广州,NA,NA,或321/320/738执行,7,广州杭州
CZ3821/2,319,广州,南京,广州,NA,NA,或321/320/738/M90执行,7,广州南京
CZ3829/30,319,广州,杭州,广州,NA,NA,或321/320/738执行,5,广州杭州
CZ3829/30,319,广州,杭州,广州,NA,NA,或321/320/738执行,2,广州杭州
CZ3869/70,319,广州,杭州,广州,NA,NA,或321/320/738执行,7,广州杭州
CZ3871/2,319,广州,南京,广州,NA,NA,或321/320/738执行,7,广州南京
CZ3873/4,319,广州,合肥,广州,NA,NA,或321/320/738执行,7,广州合肥
CZ3877/8,319,广州,福州,广州,NA,NA,或321/320/738执行,7,广州福州
CZ3879/80,319,广州,厦门,广州,NA,NA,或321/320/738执行,1,广州厦门
CZ3879/80,319,广州,厦门,广州,NA,NA,或321/320/738执行,6,广州厦门
CZ3913/4,319,广州,无锡,广州,NA,NA,或321/320/738执行,7,广州无锡
CZ3917/8,319,广州,无锡,广州,NA,NA,或321/320/738执行,7,广州无锡
CZ3949/50,319,广州,重庆,广州,NA,NA,或321/320/738执行,7,广州重庆
CZ3993/4,319,广州,黄山,广州,NA,NA,或321/320执行 执行日期0701-1009执行,7,广州黄山
CZ6103/4,319,沈阳,北京首都,沈阳,NA,NA,或M90/321/320执行,7,沈阳北京首都
CZ6105/6,319,沈阳,北京首都,沈阳,NA,NA,或321/M90/320/332/333执行,7,沈阳北京首都
CZ6109/10,319,沈阳,北京首都,沈阳,NA,NA,或321/M90/320执行,7,沈阳北京首都
CZ6113/4,319,北京首都,鞍山,北京首都,NA,NA,执行日期0701-1029执行,4,北京首都鞍山
CZ6113/4,319,北京首都,鞍山,北京首都,NA,NA,执行日期0701-1029执行,1,北京首都鞍山
CZ6113/4,319,北京首都,鞍山,北京首都,NA,NA,执行日期0701-1029执行,2,北京首都鞍山
CZ6129/30,319,大连,北京首都,大连,NA,NA,或321执行,4,大连北京首都
CZ6129/30,319,大连,北京首都,大连,NA,NA,或321执行,3,大连北京首都
CZ6131/2,319,大连,北京首都,大连,NA,NA,或321执行 执行日期0428-1029执行,2,大连北京首都
CZ6131/2,319,大连,北京首都,大连,NA,NA,或321执行 执行日期0428-1029执行,2,大连北京首都
CZ6141/2,319,长春,北京首都,长春,NA,NA,或320/321执行,7,长春北京首都
CZ6143/4,319,长春,北京首都,长春,NA,NA,或321/320执行,7,长春北京首都
CZ6145/6,319,长春,北京首都,长春,NA,NA,或321/320执行,7,长春北京首都
CZ6151/2,319,延吉,北京首都,延吉,NA,NA,或321/320执行,7,延吉北京首都
CZ6201/2,319,哈尔滨,北京首都,哈尔滨,NA,NA,或320/M90执行,3,哈尔滨北京首都
CZ6201/2,319,哈尔滨,北京首都,哈尔滨,NA,NA,或320/M90执行,4,哈尔滨北京首都
CZ6213/4,319,大庆,北京首都,大庆,NA,NA,或320/M90执行,7,大庆北京首都
CZ6301/2,319,沈阳,广州,沈阳,NA,NA,或321/M90/320执行,7,沈阳广州
CZ6341/2,319,长春,广州,长春,NA,NA,或320/321执行,7,长春广州
CZ6507/8,319,沈阳,上海浦东,沈阳,NA,NA,或321/M90/320执行,7,沈阳上海浦东
CZ6521/2,319,大连,上海浦东,大连,NA,NA,或321执行,7,大连上海浦东
CZ6523/4,319,大连,上海浦东,大连,NA,NA,或321执行,7,大连上海浦东
CZ6525/6,319,大连,上海浦东,大连,NA,NA,或321执行,1,大连上海浦东
CZ6525/6,319,大连,上海浦东,大连,NA,NA,或321执行,1,大连上海浦东
CZ6525/6,319,大连,上海浦东,大连,NA,NA,或321执行,5,大连上海浦东
CZ6531/2,319,大连,上海浦东,大连,NA,NA,或321执行,7,大连上海浦东
CZ6533/4,319,大连,上海浦东,大连,NA,NA,或321执行,7,大连上海浦东
CZ6535/6,319,大连,上海浦东,大连,NA,NA,或321执行,2,大连上海浦东
CZ6535/6,319,大连,上海浦东,大连,NA,NA,或321执行,2,大连上海浦东
CZ6553/4,319,长春,上海浦东,长春,NA,NA,或321/320执行,7,长春上海浦东
CZ6945/6,319,南充,北京首都,南充,NA,NA,或321/320/ERJ执行,4,南充北京首都
CZ6945/6,319,南充,北京首都,南充,NA,NA,或321/320/ERJ执行,3,南充北京首都
EU2235/6,319,成都,广州,成都,NA,NA,或A320执行,7,成都广州
HO1155/6,319,上海浦东,通辽,上海浦东,NA,NA,或A320执行,4,上海浦东通辽
HO1217/8,319,上海虹桥,西安,上海虹桥,NA,NA,或A320执行,7,上海虹桥西安
HO1229/30,319,上海浦东,三亚,上海浦东,NA,NA,或A320执行,7,上海浦东三亚
HO1237/8,319,上海浦东,满洲里,上海浦东,NA,NA,或A320执行,3,上海浦东满洲里
HO1247/8,319,上海浦东,重庆,上海浦东,NA,NA,或A320执行,7,上海浦东重庆
HO1251/2,319,上海虹桥,北京首都,上海虹桥,NA,NA,或A320执行,2,上海虹桥北京首都
HO1251/2,319,上海虹桥,北京首都,上海虹桥,NA,NA,或A320执行,5,上海虹桥北京首都
HO1289/90,319,上海浦东,桂林,上海浦东,NA,NA,或A320执行,4,上海浦东桂林
HO1289/90,319,上海浦东,桂林,上海浦东,NA,NA,或A320执行,3,上海浦东桂林
JD5131/2,319,广州,丽江,广州,NA,NA,或320执行 旅游包机,7,广州丽江
JD5161/2,319,广州,成都,广州,NA,NA,或320执行 旅游包机,7,广州成都
JD5169/70,319,广州,杭州,广州,NA,NA,或320执行 旅游包机,7,广州杭州
JD5171/2,319,广州,重庆,广州,NA,NA,或320执行 旅游包机,7,广州重庆
JD5181/2,319,北京首都,丽江,北京首都,NA,NA,或320执行 旅游包机,7,北京首都丽江
JD5201/2,319,北京首都,鸡西,北京首都,NA,NA,或320执行 旅游包机,7,北京首都鸡西
JD5621/2,319,广州,安顺,广州,NA,NA,或A320执行。,2,广州安顺
MU2303/4,319,西安,广州,西安,NA,NA,NA,7,西安广州
MU2335,319,上海浦东,西安,拉萨,NA,NA,NA,7,上海浦东西安
MU2336,319,拉萨,西安,上海浦东,NA,NA,NA,6,拉萨西安
MU2336,319,拉萨,西安,上海浦东,NA,NA,NA,1,拉萨西安
MU5207/8,319,上海浦东,柳州,上海浦东,NA,NA,NA,7,上海浦东柳州
MU5267/8,319,上海浦东,宜宾,上海浦东,NA,NA,NA,2,上海浦东宜宾
MU5267/8,319,上海浦东,宜宾,上海浦东,NA,NA,NA,5,上海浦东宜宾
MU5441/2,319,上海浦东,达州,上海浦东,NA,NA,NA,1,上海浦东达州
MU5441/2,319,上海浦东,达州,上海浦东,NA,NA,NA,2,上海浦东达州
MU5639/40,319,上海浦东,沈阳,上海浦东,NA,NA,NA,7,上海浦东沈阳
OQ2307/8,319,重庆,上海浦东,重庆,NA,NA,或A320执行,7,重庆上海浦东
3U8731/2,320,成都,广州,成都,NA,NA,或330/321/319执行,7,成都广州
3U8733/4,320,成都,广州,成都,NA,NA,或330/321/319执行,7,成都广州
3U8735/6,320,成都,广州,成都,NA,NA,或330/321/319执行,7,成都广州
3U8741/2,320,重庆,广州,重庆,NA,NA,或330/321/319执行,7,重庆广州
3U8789,320,北京首都,中卫,西安,NA,NA,或321/319执行,7,北京首都中卫
3U8790,320,西安,中卫,北京首都,NA,NA,或321/319执行,7,西安中卫
3U8829/30,320,重庆,北京首都,重庆,NA,NA,或319/321/330执行,7,重庆北京首都
3U8961/2,320,成都,上海浦东,成都,NA,NA,或330/321/319执行,7,成都上海浦东
3U8971/2,320,重庆,上海浦东,重庆,NA,NA,或330/321/319执行,7,重庆上海浦东
3U8973/4,320,重庆,上海浦东,重庆,NA,NA,或330/321/319执行,7,重庆上海浦东
3U8975/6,320,重庆,上海浦东,重庆,NA,NA,或330/321/319执行,7,重庆上海浦东
9C8801/2,320,上海浦东,三亚,上海浦东,NA,NA,NA,7,上海浦东三亚
9C8805/6,320,上海浦东,桂林,上海浦东,NA,NA,NA,7,上海浦东桂林
9C8809/10,320,上海浦东,长春,上海浦东,NA,NA,NA,2,上海浦东长春
9C8809/10,320,上海浦东,长春,上海浦东,NA,NA,NA,2,上海浦东长春
9C8809/10,320,上海浦东,长春,上海浦东,NA,NA,NA,2,上海浦东长春
9C8813/4,320,上海虹桥,天津,上海虹桥,NA,NA,NA,7,上海虹桥天津
9C8825/6,320,上海虹桥,三亚,上海虹桥,NA,NA,NA,7,上海虹桥三亚
9C8829,320,上海虹桥,常德,昆明,NA,NA,NA,4,上海虹桥常德
9C8830,320,昆明,常德,上海虹桥,NA,NA,NA,4,昆明常德
9C8835/6,320,上海虹桥,广州,上海虹桥,NA,NA,NA,7,上海虹桥广州
9C8839/40,320,上海浦东,沈阳,上海浦东,NA,NA,NA,7,上海浦东沈阳
9C8843/4,320,上海浦东,大连,上海浦东,NA,NA,NA,7,上海浦东大连
9C8847/8,320,上海虹桥,兰州,上海虹桥,NA,NA,NA,7,上海虹桥兰州
9C8855/6,320,上海虹桥,广州,上海虹桥,NA,NA,NA,7,上海虹桥广州
9C8859/60,320,上海浦东,哈尔滨,上海浦东,NA,NA,执行日期0401-1029执行,7,上海浦东哈尔滨
9C8865/6,320,上海虹桥,乌鲁木齐,上海虹桥,NA,NA,NA,3,上海虹桥乌鲁木齐
9C8865/6,320,上海虹桥,乌鲁木齐,上海虹桥,NA,NA,NA,4,上海虹桥乌鲁木齐
9C8867/8,320,上海浦东,重庆,上海浦东,NA,NA,NA,7,上海浦东重庆
9C8869/70,320,上海浦东,哈尔滨,上海浦东,NA,NA,NA,7,上海浦东哈尔滨
9C8871/2,320,上海浦东,张家界,上海浦东,NA,NA,NA,7,上海浦东张家界
9C8877/8,320,上海浦东,沈阳,上海浦东,NA,NA,NA,7,上海浦东沈阳
9C8885/6,320,上海浦东,贵阳,上海浦东,NA,NA,NA,2,上海浦东贵阳
9C8885/6,320,上海浦东,贵阳,上海浦东,NA,NA,NA,1,上海浦东贵阳
9C8885/6,320,上海浦东,贵阳,上海浦东,NA,NA,NA,1,上海浦东贵阳
9C8885/6,320,上海浦东,贵阳,上海浦东,NA,NA,NA,2,上海浦东贵阳
9C8885/6,320,上海浦东,贵阳,上海浦东,NA,NA,NA,1,上海浦东贵阳
9C8885/6,320,上海浦东,贵阳,上海浦东,NA,NA,NA,3,上海浦东贵阳
9C8897/8,320,上海浦东,重庆,上海浦东,NA,NA,NA,7,上海浦东重庆
9C8903/4,320,上海虹桥,石家庄,上海虹桥,NA,NA,NA,7,上海虹桥石家庄
9C8907/8,320,上海虹桥,银川,上海虹桥,NA,NA,NA,7,上海虹桥银川
9C8911/2,320,上海浦东,南宁,上海浦东,NA,NA,NA,7,上海浦东南宁
9C8915/6,320,上海浦东,沈阳,上海浦东,NA,NA,NA,7,上海浦东沈阳
9C8927/8,320,上海虹桥,三亚,上海虹桥,NA,NA,NA,7,上海虹桥三亚
9C8931/2,320,上海虹桥,广州,上海虹桥,NA,NA,NA,7,上海虹桥广州
9C8933/4,320,上海浦东,沈阳,上海浦东,NA,NA,NA,7,上海浦东沈阳
9C8935/6,320,上海浦东,长春,上海浦东,NA,NA,NA,7,上海浦东长春
9C8943/4,320,上海虹桥,长沙,上海虹桥,NA,NA,NA,7,上海虹桥长沙
9C8947/8,320,上海虹桥,西安,上海虹桥,NA,NA,NA,7,上海虹桥西安
9C8949/50,320,上海浦东,深圳,上海浦东,NA,NA,NA,7,上海浦东深圳
9C8953/4,320,上海虹桥,昆明,上海虹桥,NA,NA,NA,5,上海虹桥昆明
9C8957/8,320,上海虹桥,揭阳,上海虹桥,NA,NA,NA,7,上海虹桥揭阳
9C8963/4,320,上海虹桥,天津,上海虹桥,NA,NA,NA,7,上海虹桥天津
9C8965/6,320,上海浦东,哈尔滨,上海浦东,NA,NA,NA,7,上海浦东哈尔滨
9C8967/8,320,上海浦东,张家界,上海浦东,NA,NA,NA,7,上海浦东张家界
9C8969/70,320,上海虹桥,石家庄,上海虹桥,NA,NA,NA,3,上海虹桥石家庄
9C8969/70,320,上海虹桥,石家庄,上海虹桥,NA,NA,NA,4,上海虹桥石家庄
9C8973/4,320,上海虹桥,西安,上海虹桥,NA,NA,NA,7,上海虹桥西安
9C8977/8,320,上海浦东,大连,上海浦东,NA,NA,NA,7,上海浦东大连
9C8981/2,320,石家庄,广州,石家庄,NA,NA,NA,7,石家庄广州
9C8989/90,320,上海虹桥,呼和浩特,上海虹桥,NA,NA,NA,4,上海虹桥呼和浩特
9C8991/2,320,上海虹桥,北京首都,上海虹桥,NA,NA,NA,7,上海虹桥北京首都
9C8995/6,320,上海浦东,重庆,上海浦东,NA,NA,NA,7,上海浦东重庆
9C8997,320,上海虹桥,石家庄,呼和浩特,NA,NA,NA,7,上海虹桥石家庄
9C8998,320,呼和浩特,石家庄,上海虹桥,NA,NA,NA,7,呼和浩特石家庄
CA1311/2,320,北京首都,桂林,北京首都,NA,NA,NA,7,北京首都桂林
CA1465/6,320,北京首都,南宁,北京首都,NA,NA,NA,7,北京首都南宁
CA1573/4,320,北京首都,南昌,北京首都,NA,NA,NA,7,北京首都南昌
CA1579/80,320,北京首都,合肥,北京首都,NA,NA,NA,7,北京首都合肥
CA1705/6,320,杭州,北京首都,杭州,NA,NA,NA,7,杭州北京首都
CA1707/8,320,杭州,北京首都,杭州,NA,NA,或A319执行,7,杭州北京首都
CA1947/8,320,上海浦东,成都,上海浦东,NA,NA,NA,7,上海浦东成都
CA1949/50,320,上海浦东,成都,上海浦东,NA,NA,NA,7,上海浦东成都
CA1969/70,320,上海浦东,桂林,上海浦东,NA,NA,NA,7,上海浦东桂林
CA8205/6,320,武汉,北京首都,武汉,NA,NA,NA,3,武汉北京首都
CA8205/6,320,武汉,北京首都,武汉,NA,NA,NA,4,武汉北京首都
CZ3147,320,北海,长沙,北京首都,NA,NA,或321执行,4,北海长沙
CZ3148,320,北京首都,长沙,北海,NA,NA,或321执行,4,北京首都长沙
CZ3155/6,320,深圳,北京首都,深圳,NA,NA,或332/333/321/772/752/738执行,7,深圳北京首都
CZ3189/90,320,深圳,北京首都,深圳,NA,NA,或333/772/AB6执行,7,深圳北京首都
CZ3551/2,320,深圳,上海浦东,深圳,NA,NA,或A321/A333/A319/B752执行,6,深圳上海浦东
CZ3551/2,320,深圳,上海浦东,深圳,NA,NA,或A321/A333/A319/B752执行,1,深圳上海浦东
CZ3557/8,320,深圳,上海浦东,深圳,NA,NA,或333/319执行,7,深圳上海浦东
CZ3561/2,320,深圳,上海虹桥,深圳,NA,NA,或772/333/AB6/319执行,1,深圳上海虹桥
CZ3561/2,320,深圳,上海虹桥,深圳,NA,NA,或772/333/AB6/319执行,6,深圳上海虹桥
CZ3587/8,320,深圳,上海虹桥,深圳,NA,NA,或752/321/319执行,7,深圳上海虹桥
CZ3589/90,320,深圳,上海虹桥,深圳,NA,NA,或752/321/319执行,7,深圳上海虹桥
CZ3753/4,320,长沙,北京首都,长沙,NA,NA,或321执行,2,长沙北京首都
CZ3753/4,320,长沙,北京首都,长沙,NA,NA,或321执行,5,长沙北京首都
CZ3831/2,320,深圳,上海浦东,深圳,NA,NA,NA,5,深圳上海浦东
CZ3831/2,320,深圳,上海浦东,深圳,NA,NA,NA,1,深圳上海浦东
CZ3831/2,320,深圳,上海浦东,深圳,NA,NA,NA,1,深圳上海浦东
CZ3965/6,320,长沙,上海虹桥,长沙,NA,NA,或321执行,7,长沙上海虹桥
CZ3967/8,320,长沙,上海虹桥,长沙,NA,NA,或321执行,6,长沙上海虹桥
CZ3967/8,320,长沙,上海虹桥,长沙,NA,NA,或321执行,1,长沙上海虹桥
CZ3969/70,320,长沙,上海虹桥,长沙,NA,NA,或321执行,7,长沙上海虹桥
CZ6205/6,320,哈尔滨,北京首都,哈尔滨,NA,NA,或319/M90执行,3,哈尔滨北京首都
CZ6215/6,320,大庆,北京首都,大庆,NA,NA,或319/M90执行,4,大庆北京首都
CZ6219/20,320,哈尔滨,北京首都,哈尔滨,NA,NA,或319/M90执行,7,哈尔滨北京首都
CZ6243/4,320,北京首都,重庆,北京首都,NA,NA,或332/333/321/738执行,4,北京首都重庆
CZ6355/6,320,沈阳,北京首都,沈阳,NA,NA,执行日期0701-1029执行,7,沈阳北京首都
CZ6541/2,320,长春,上海浦东,长春,NA,NA,或319/321执行,7,长春上海浦东
CZ6751/2,320,深圳,上海浦东,深圳,NA,NA,或321/733执行,3,深圳上海浦东
CZ6781/2,320,三亚,上海浦东,三亚,NA,NA,或321/733执行,2,三亚上海浦东
CZ6781/2,320,三亚,上海浦东,三亚,NA,NA,或321/733执行,5,三亚上海浦东
CZ6799/800,320,上海浦东,昆明,上海浦东,NA,NA,或319/M90/738/73G执行,7,上海浦东昆明
HO1111/2,320,上海虹桥,深圳,上海虹桥,NA,NA,NA,7,上海虹桥深圳
HO1117/8,320,上海浦东,武汉,上海虹桥,NA,NA,NA,2,上海浦东武汉
HO1117/8,320,上海浦东,武汉,上海虹桥,NA,NA,NA,1,上海浦东武汉
HO1117/8,320,上海浦东,武汉,上海虹桥,NA,NA,NA,4,上海浦东武汉
HO1119/20,320,上海虹桥,成都,上海虹桥,NA,NA,NA,7,上海虹桥成都
HO1121/2,320,上海虹桥,昆明,上海虹桥,NA,NA,NA,4,上海虹桥昆明
HO1123/4,320,上海虹桥,长沙,上海虹桥,NA,NA,NA,7,上海虹桥长沙
HO1125/6,320,上海虹桥,长沙,上海虹桥,NA,NA,NA,7,上海虹桥长沙
HO1127/8,320,上海虹桥,三亚,上海虹桥,NA,NA,NA,7,上海虹桥三亚
HO1129/30,320,上海虹桥,三亚,上海虹桥,NA,NA,NA,7,上海虹桥三亚
HO1131/2,320,上海虹桥,呼和浩特,上海虹桥,NA,NA,NA,3,上海虹桥呼和浩特
HO1133/4,320,上海虹桥,太原,上海虹桥,NA,NA,NA,7,上海虹桥太原
HO1137/8,320,上海虹桥,天津,上海虹桥,NA,NA,NA,2,上海虹桥天津
HO1137/8,320,上海虹桥,天津,上海虹桥,NA,NA,NA,5,上海虹桥天津
HO1143/4,320,上海浦东,长沙,上海浦东,NA,NA,执行日期0715-1029执行,3,上海浦东长沙
HO1143/4,320,上海浦东,长沙,上海浦东,NA,NA,执行日期0715-1029执行,3,上海浦东长沙
HO1143/4,320,上海浦东,长沙,上海浦东,NA,NA,执行日期0715-1029执行,1,上海浦东长沙
HO1147/8,320,上海虹桥,桂林,上海虹桥,NA,NA,NA,1,上海虹桥桂林
HO1149/50,320,上海浦东,海拉尔,上海浦东,NA,NA,执行日期0623-0918执行,7,上海浦东海拉尔
HO1151/2,320,上海虹桥,深圳,上海虹桥,NA,NA,NA,7,上海虹桥深圳
HO1157/8,320,上海虹桥,珠海,上海虹桥,NA,NA,NA,1,上海虹桥珠海
HO1159/60,320,上海浦东,珠海,上海浦东,NA,NA,NA,1,上海浦东珠海
HO1159/60,320,上海浦东,珠海,上海浦东,NA,NA,NA,3,上海浦东珠海
HO1161/2,320,上海浦东,大连,上海浦东,NA,NA,NA,2,上海浦东大连
HO1161/2,320,上海浦东,大连,上海浦东,NA,NA,NA,3,上海浦东大连
HO1161/2,320,上海浦东,大连,上海浦东,NA,NA,NA,2,上海浦东大连
HO1163/4,320,上海浦东,大连,上海浦东,NA,NA,NA,1,上海浦东大连
HO1163/4,320,上海浦东,大连,上海浦东,NA,NA,NA,2,上海浦东大连
HO1163/4,320,上海浦东,大连,上海浦东,NA,NA,NA,2,上海浦东大连
HO1163/4,320,上海浦东,大连,上海浦东,NA,NA,NA,2,上海浦东大连
HO1165/6,320,上海浦东,大连,上海浦东,NA,NA,NA,1,上海浦东大连
HO1165/6,320,上海浦东,大连,上海浦东,NA,NA,NA,6,上海浦东大连
HO1167/8,320,上海浦东,哈尔滨,上海浦东,NA,NA,NA,7,上海浦东哈尔滨
HO1169/70,320,上海浦东,哈尔滨,上海浦东,NA,NA,执行日期0615-1029执行,7,上海浦东哈尔滨
HO1171/2,320,上海虹桥,南宁,上海虹桥,NA,NA,NA,7,上海虹桥南宁
HO1175/6,320,上海浦东,北海,上海浦东,NA,NA,NA,7,上海浦东北海
HO1177/8,320,上海虹桥,三亚,上海虹桥,NA,NA,NA,7,上海虹桥三亚
HO1179/80,320,上海浦东,哈尔滨,上海浦东,NA,NA,NA,7,上海浦东哈尔滨
HO1181/2,320,上海浦东,沈阳,上海浦东,NA,NA,NA,3,上海浦东沈阳
HO1181/2,320,上海浦东,沈阳,上海浦东,NA,NA,NA,4,上海浦东沈阳
HO1183/4,320,上海浦东,沈阳,上海浦东,NA,NA,NA,7,上海浦东沈阳
HO1185/6,320,上海浦东,长春,上海浦东,NA,NA,NA,7,上海浦东长春
HO1187/8,320,上海浦东,长春,上海浦东,NA,NA,NA,4,上海浦东长春
HO1201/2,320,上海虹桥,深圳,上海虹桥,NA,NA,NA,5,上海虹桥深圳
HO1201/2,320,上海虹桥,深圳,上海虹桥,NA,NA,NA,2,上海虹桥深圳
HO1209/10,320,上海虹桥,贵阳,上海虹桥,NA,NA,NA,7,上海虹桥贵阳
HO1215/6,320,上海虹桥,西安,上海虹桥,NA,NA,NA,7,上海虹桥西安
HO1227/8,320,上海浦东,三亚,上海浦东,NA,NA,NA,7,上海浦东三亚
HO1231/2,320,上海浦东,石家庄,上海浦东,NA,NA,NA,1,上海浦东石家庄
HO1231/2,320,上海浦东,石家庄,上海浦东,NA,NA,NA,6,上海浦东石家庄
HO1235/6,320,上海浦东,太原,上海浦东,NA,NA,执行日期0615-1029执行,2,上海浦东太原
HO1235/6,320,上海浦东,太原,上海浦东,NA,NA,执行日期0615-1029执行,1,上海浦东太原
HO1235/6,320,上海浦东,太原,上海浦东,NA,NA,执行日期0615-1029执行,4,上海浦东太原
HO1239/40,320,上海浦东,宜昌,上海浦东,NA,NA,NA,3,上海浦东宜昌
HO1255/6,320,上海虹桥,乌鲁木齐,上海虹桥,NA,NA,NA,6,上海虹桥乌鲁木齐
HO1259/60,320,上海浦东,包头,上海浦东,NA,NA,执行日期0625-1029执行,7,上海浦东包头
MU2070/69,320,北京首都,长春,北京首都,NA,NA,NA,1,北京首都长春
MU2078/7,320,北京首都,西宁,北京首都,NA,NA,NA,7,北京首都西宁
MU2083,320,上海浦东,天津,赤峰,NA,NA,NA,7,上海浦东天津
MU2084,320,赤峰,天津,上海浦东,NA,NA,NA,7,赤峰天津
MU2153,320,西宁,西安,上海浦东,NA,NA,NA,7,西宁西安
MU2160,320,上海浦东,西安,榆林,NA,NA,NA,7,上海浦东西安
MU2162,320,上海浦东,西安,西宁,NA,NA,NA,7,上海浦东西安
MU2301,320,银川,西安,广州,NA,NA,NA,7,银川西安
MU2302,320,广州,西安,银川,NA,NA,NA,7,广州西安
MU2305,320,兰州,西安,广州,NA,NA,NA,7,兰州西安
MU2306,320,广州,西安,兰州,NA,NA,NA,7,广州西安
MU2351/2,320,兰州,上海浦东,兰州,NA,NA,NA,7,兰州上海浦东
MU2359/60,320,上海浦东,武汉,上海浦东,NA,NA,NA,7,上海浦东武汉
MU2371/2,320,上海浦东,海口,上海浦东,NA,NA,NA,1,上海浦东海口
MU2371/2,320,上海浦东,海口,上海浦东,NA,NA,NA,6,上海浦东海口
MU2375/6,320,上海浦东,三亚,上海浦东,NA,NA,NA,7,上海浦东三亚
MU2415/6,320,兰州,北京首都,兰州,NA,NA,NA,7,兰州北京首都
MU2503/4,320,武汉,上海浦东,武汉,NA,NA,NA,7,武汉上海浦东
MU2509/10,320,武汉,上海虹桥,武汉,NA,NA,NA,7,武汉上海虹桥
