flight,plane,city1,city2,city3,city4,city5,remarks,flight_account,city1_2
MF8094,738,盐城,厦门,NA,NA,NA,或B73G/752执行 与CZ5052/NS8094代码共享 待航路走向批复后执行,4,盐城厦门
MF8111,738,厦门,运城,NA,NA,NA,或B73G/752执行 与CZ5063/NS8111/MU4105代码共享 待航路走向批复后执行,4,厦门运城
MF8111,738,南京,运城,NA,NA,NA,或B73G/752执行 与CZ5063/NS8111/MU4105代码共享 待航路走向批复后执行,4,南京运城
MF8112,738,运城,厦门,NA,NA,NA,或B73G/752执行 与CZ5064/NS8112/MU4106代码共享 待航路走向批复后执行,4,运城厦门
MF8112,738,南京,厦门,NA,NA,NA,或B73G/752执行 与CZ5064/NS8112/MU4106代码共享 待航路走向批复后执行,4,南京厦门
MF8135,738,福州,太原,NA,NA,NA,或B73G/752执行 与CZ5081/NS8135代码共享,7,福州太原
MF8135,738,武汉,太原,NA,NA,NA,或B73G/752执行 与CZ5081/NS8135代码共享,7,武汉太原
MF8136,738,太原,福州,NA,NA,NA,或B73G/752执行 与CZ5082/NS8136代码共享,7,太原福州
MF8136,738,武汉,福州,NA,NA,NA,或B73G/752执行 与CZ5082/NS8136代码共享,7,武汉福州
MF8137,738,福州,呼和浩特,NA,NA,NA,或B73G/752执行 执行日期5.1-10.29执行 与CZ5083/NS8137代码共享,4,福州呼和浩特
MF8137,738,济南,呼和浩特,NA,NA,NA,或B73G/752执行 执行日期5.1-10.29执行 与CZ5083/NS8137代码共享,4,济南呼和浩特
MF8137,738,福州,呼和浩特,NA,NA,NA,或B73G/752执行 执行日期5.1-10.29执行 与CZ5083/NS8137代码共享,3,福州呼和浩特
MF8137,738,济南,呼和浩特,NA,NA,NA,或B73G/752执行 执行日期5.1-10.29执行 与CZ5083/NS8137代码共享,3,济南呼和浩特
MF8138,738,呼和浩特,福州,NA,NA,NA,或B73G/752执行 执行日期5.1-10.29执行 与CZ5084/NS8138代码共享,4,呼和浩特福州
MF8138,738,济南,福州,NA,NA,NA,或B73G/752执行 执行日期5.1-10.29执行 与CZ5084/NS8138代码共享,4,济南福州
MF8138,738,呼和浩特,福州,NA,NA,NA,或B73G/752执行 执行日期5.1-10.29执行 与CZ5084/NS8138代码共享,3,呼和浩特福州
MF8138,738,济南,福州,NA,NA,NA,或B73G/752执行 执行日期5.1-10.29执行 与CZ5084/NS8138代码共享,3,济南福州
MF8145,738,泉州,天津,NA,NA,NA,或B73G/752执行 与CZ5087/NS8145代码共享,7,泉州天津
MF8145,738,杭州,天津,NA,NA,NA,或B73G/752执行 与CZ5087/NS8145代码共享,7,杭州天津
MF8146,738,天津,泉州,NA,NA,NA,或B73G/752执行 与CZ5088/NS8146代码共享,7,天津泉州
MF8146,738,杭州,泉州,NA,NA,NA,或B73G/752执行 与CZ5088/NS8146代码共享,7,杭州泉州
MF8153,738,厦门,太原,NA,NA,NA,或B73G/752执行 与CZ5095/NS8153代码共享；厦门杭州与KL4935代码共享,7,厦门太原
MF8153,738,杭州,太原,NA,NA,NA,或B73G/752执行 与CZ5095/NS8153代码共享；厦门杭州与KL4935代码共享,7,杭州太原
MF8154,738,太原,厦门,NA,NA,NA,或B73G/752执行 与CZ5096/NS8154代码共享,2,太原厦门
MF8154,738,杭州,厦门,NA,NA,NA,或B73G/752执行 与CZ5096/NS8154代码共享,2,杭州厦门
MF8154,738,太原,厦门,NA,NA,NA,或B73G/752执行 与CZ5096/NS8154代码共享,5,太原厦门
MF8154,738,杭州,厦门,NA,NA,NA,或B73G/752执行 与CZ5096/NS8154代码共享,5,杭州厦门
MF8155,738,泉州,太原,NA,NA,NA,或B73G/752执行 与CZ5097/NS8155代码共享,4,泉州太原
MF8155,738,武汉,太原,NA,NA,NA,或B73G/752执行 与CZ5097/NS8155代码共享,4,武汉太原
MF8156,738,太原,泉州,NA,NA,NA,或B73G/752执行 与CZ5098/NS8156代码共享,4,太原泉州
MF8156,738,武汉,泉州,NA,NA,NA,或B73G/752执行 与CZ5098/NS8156代码共享,4,武汉泉州
MF8157,738,厦门,太原,NA,NA,NA,或B73G/752执行 与CZ5099/NS8157代码共享；厦门长沙与KL4917代码共享,7,厦门太原
MF8157,738,长沙,太原,NA,NA,NA,或B73G/752执行 与CZ5099/NS8157代码共享；厦门长沙与KL4917代码共享,7,长沙太原
MF8158,738,太原,厦门,NA,NA,NA,或B73G/752执行 与CZ5100/NS8158代码共享,7,太原厦门
MF8158,738,长沙,厦门,NA,NA,NA,或B73G/752执行 与CZ5100/NS8158代码共享,7,长沙厦门
MF8179,738,杭州,海拉尔,NA,NA,NA,或B73G/752执行 执行日期6.1-10.29执行 与CZ5449/NS8179代码共享,7,杭州海拉尔
MF8179,738,呼和浩特,海拉尔,NA,NA,NA,或B73G/752执行 执行日期6.1-10.29执行 与CZ5449/NS8179代码共享,7,呼和浩特海拉尔
MF8180,738,海拉尔,杭州,NA,NA,NA,或B73G/752执行 执行日期6.1-10.29执行 与CZ5450/NS8180代码共享,7,海拉尔杭州
MF8180,738,呼和浩特,杭州,NA,NA,NA,或B73G/752执行 执行日期6.1-10.29执行 与CZ5450/NS8180代码共享,7,呼和浩特杭州
MF8185,738,福州,呼和浩特,NA,NA,NA,或B73G/752执行 与CZ5119/NS8185代码共享,7,福州呼和浩特
MF8185,738,长沙,呼和浩特,NA,NA,NA,或B73G/752执行 与CZ5119/NS8185代码共享,7,长沙呼和浩特
MF8186,738,呼和浩特,福州,NA,NA,NA,或B73G/752执行 与CZ5146/NS8186代码共享,7,呼和浩特福州
MF8186,738,长沙,福州,NA,NA,NA,或B73G/752执行 与CZ5146/NS8186代码共享,7,长沙福州
MF8205,738,杭州,银川,NA,NA,NA,或B73G/752执行 与CZ5129/NS8205代码共享,7,杭州银川
MF8205,738,郑州,银川,NA,NA,NA,或B73G/752执行 与CZ5129/NS8205代码共享,7,郑州银川
MF8206,738,银川,杭州,NA,NA,NA,或B73G/752执行 与CZ5130/NS8206代码共享,7,银川杭州
MF8206,738,郑州,杭州,NA,NA,NA,或B73G/752执行 与CZ5130/NS8206代码共享,7,郑州杭州
MF8207,738,厦门,西安,NA,NA,NA,或B73G/752执行 与CZ5131/NS8207代码共享,7,厦门西安
MF8207,738,南昌,西安,NA,NA,NA,或B73G/752执行 与CZ5131/NS8207代码共享,7,南昌西安
MF8208,738,西安,厦门,NA,NA,NA,或B73G/752执行 与CZ5132/NS8208代码共享,7,西安厦门
MF8208,738,南昌,厦门,NA,NA,NA,或B73G/752执行 与CZ5132/NS8208代码共享,7,南昌厦门
MF8215,738,泉州,兰州,NA,NA,NA,或B73G/752执行 与CZ5139/NS8215代码共享,7,泉州兰州
MF8215,738,长沙,兰州,NA,NA,NA,或B73G/752执行 与CZ5139/NS8215代码共享,7,长沙兰州
MF8216,738,兰州,泉州,NA,NA,NA,或B73G/752执行 与CZ5140/NS8216代码共享,7,兰州泉州
MF8216,738,长沙,泉州,NA,NA,NA,或B73G/752执行 与CZ5140/NS8216代码共享,7,长沙泉州
MF8221,738,泉州,西安,NA,NA,NA,或B73G/752执行 与CZ5145/NS8221代码共享,7,泉州西安
MF8221,738,南京,西安,NA,NA,NA,或B73G/752执行 与CZ5145/NS8221代码共享,7,南京西安
MF8222,738,西安,泉州,NA,NA,NA,或B73G/752执行 与CZ5120/NS8222代码共享,7,西安泉州
MF8222,738,南京,泉州,NA,NA,NA,或B73G/752执行 与CZ5120/NS8222代码共享,7,南京泉州
MF8223,738,厦门,西安,NA,NA,NA,或B73G/752执行 与CZ5147/NS8223代码共享,1,厦门西安
MF8223,738,宜昌,西安,NA,NA,NA,或B73G/752执行 与CZ5147/NS8223代码共享,1,宜昌西安
MF8223,738,厦门,西安,NA,NA,NA,或B73G/752执行 与CZ5147/NS8223代码共享,2,厦门西安
MF8223,738,宜昌,西安,NA,NA,NA,或B73G/752执行 与CZ5147/NS8223代码共享,2,宜昌西安
MF8224,738,西安,厦门,NA,NA,NA,或B73G/752执行 与CZ5148/NS8224代码共享,3,西安厦门
MF8224,738,宜昌,厦门,NA,NA,NA,或B73G/752执行 与CZ5148/NS8224代码共享,3,宜昌厦门
MF8229,738,杭州,乌鲁木齐,NA,NA,NA,或B73G/752执行 与CZ5153/NS8229代码共享,7,杭州乌鲁木齐
MF8229,738,天津,乌鲁木齐,NA,NA,NA,或B73G/752执行 与CZ5153/NS8229代码共享,7,天津乌鲁木齐
MF8230,738,乌鲁木齐,杭州,NA,NA,NA,或B73G/752执行 与CZ5154/NS8230代码共享,7,乌鲁木齐杭州
MF8230,738,天津,杭州,NA,NA,NA,或B73G/752执行 与CZ5154/NS8230代码共享,7,天津杭州
MF8233,738,厦门,西安,NA,NA,NA,或B73G/752执行 与CZ5157/NS8233代码共享,4,厦门西安
MF8233,738,万县,西安,NA,NA,NA,或B73G/752执行 与CZ5157/NS8233代码共享,4,万县西安
MF8234,738,西安,厦门,NA,NA,NA,或B73G/752执行 与CZ5158/NS8234代码共享,4,西安厦门
MF8234,738,万县,厦门,NA,NA,NA,或B73G/752执行 与CZ5158/NS8234代码共享,4,万县厦门
MF8241,738,泉州,西宁,NA,NA,NA,或B73G/752执行 与CZ5165/NS8241代码共享,3,泉州西宁
MF8241,738,武汉,西宁,NA,NA,NA,或B73G/752执行 与CZ5165/NS8241代码共享,3,武汉西宁
MF8241,738,泉州,西宁,NA,NA,NA,或B73G/752执行 执行日期4.6-10.29执行 与CZ5165/NS8241代码共享,3,泉州西宁
MF8241,738,武汉,西宁,NA,NA,NA,或B73G/752执行 执行日期4.6-10.29执行 与CZ5165/NS8241代码共享,3,武汉西宁
MF8242,738,西宁,泉州,NA,NA,NA,或B73G/752执行 与CZ5166/NS8242代码共享,3,西宁泉州
MF8242,738,武汉,泉州,NA,NA,NA,或B73G/752执行 与CZ5166/NS8242代码共享,3,武汉泉州
MF8242,738,西宁,泉州,NA,NA,NA,或B73G/752执行 执行日期4.6-10.29执行 与CZ5166/NS8242代码共享,3,西宁泉州
MF8242,738,武汉,泉州,NA,NA,NA,或B73G/752执行 执行日期4.6-10.29执行 与CZ5166/NS8242代码共享,3,武汉泉州
MF8243,738,杭州,西宁,NA,NA,NA,或B73G/752执行 与CZ5167/NS8243代码共享,7,杭州西宁
MF8243,738,西安,西宁,NA,NA,NA,或B73G/752执行 与CZ5167/NS8243代码共享,7,西安西宁
MF8244,738,西宁,杭州,NA,NA,NA,或B73G/752执行 与CZ5168/NS8244代码共享,7,西宁杭州
MF8244,738,西安,杭州,NA,NA,NA,或B73G/752执行 与CZ5168/NS8244代码共享,7,西安杭州
MF8245,738,厦门,乌鲁木齐,NA,NA,NA,或B73G/752/788执行 与CZ5169/NS8245代码共享,3,厦门乌鲁木齐
MF8245,738,济南,乌鲁木齐,NA,NA,NA,或B73G/752/788执行 与CZ5169/NS8245代码共享,3,济南乌鲁木齐
MF8245,738,厦门,乌鲁木齐,NA,NA,NA,或B73G/752/788执行 与CZ5169/NS8245代码共享,4,厦门乌鲁木齐
MF8245,738,济南,乌鲁木齐,NA,NA,NA,或B73G/752/788执行 与CZ5169/NS8245代码共享,4,济南乌鲁木齐
MF8246,738,乌鲁木齐,厦门,NA,NA,NA,或B73G/752/788执行 与CZ5170/NS8246代码共享,3,乌鲁木齐厦门
MF8246,738,济南,厦门,NA,NA,NA,或B73G/752/788执行 与CZ5170/NS8246代码共享,3,济南厦门
MF8246,738,乌鲁木齐,厦门,NA,NA,NA,或B73G/752/788执行 与CZ5170/NS8246代码共享,4,乌鲁木齐厦门
MF8246,738,济南,厦门,NA,NA,NA,或B73G/752/788执行 与CZ5170/NS8246代码共享,4,济南厦门
MF8275,738,厦门,乌鲁木齐,NA,NA,NA,或B73G/752/788执行 与CZ5195/NS8275代码共享,7,厦门乌鲁木齐
MF8275,738,武汉,乌鲁木齐,NA,NA,NA,或B73G/752/788执行 与CZ5195/NS8275代码共享,7,武汉乌鲁木齐
MF8276,738,乌鲁木齐,厦门,NA,NA,NA,或B73G/752/788执行 与CZ5196/NS8276代码共享,7,乌鲁木齐厦门
MF8276,738,武汉,厦门,NA,NA,NA,或B73G/752/788执行 与CZ5196/NS8276代码共享,7,武汉厦门
MF8277,738,福州,乌鲁木齐,NA,NA,NA,或B73G/752/788执行 与CZ5197/NS8277代码共享,7,福州乌鲁木齐
MF8277,738,郑州,乌鲁木齐,NA,NA,NA,或B73G/752/788执行 与CZ5197/NS8277代码共享,7,郑州乌鲁木齐
MF8278,738,乌鲁木齐,福州,NA,NA,NA,或B73G/752/788执行 与CZ5198/NS8278代码共享,7,乌鲁木齐福州
MF8278,738,郑州,福州,NA,NA,NA,或B73G/752/788执行 与CZ5198/NS8278代码共享,7,郑州福州
MF8279,738,福州,乌鲁木齐,NA,NA,NA,或B73G/752/788执行 与CZ5199/NS8279代码共享,7,福州乌鲁木齐
MF8279,738,长沙,乌鲁木齐,NA,NA,NA,或B73G/752/788执行 与CZ5199/NS8279代码共享,7,长沙乌鲁木齐
MF8280,738,乌鲁木齐,福州,NA,NA,NA,或B73G/752/788执行 与CZ5200/NS8280代码共享,7,乌鲁木齐福州
MF8280,738,长沙,福州,NA,NA,NA,或B73G/752/788执行 与CZ5200/NS8280代码共享,7,长沙福州
MF8287,738,福州,兰州,NA,NA,NA,或B73G/752执行 与CZ5475/NS8287代码共享,3,福州兰州
MF8287,738,南京,兰州,NA,NA,NA,或B73G/752执行 与CZ5475/NS8287代码共享,3,南京兰州
MF8288,738,兰州,福州,NA,NA,NA,或B73G/752执行 与CZ5476/NS8288代码共享,3,兰州福州
MF8288,738,南京,福州,NA,NA,NA,或B73G/752执行 与CZ5476/NS8288代码共享,3,南京福州
MF8289,738,福州,海拉尔,NA,NA,NA,或B73G/752执行 执行日期6.1-10.29执行 与CZ5479/NS8289代码共享,7,福州海拉尔
MF8289,738,天津,海拉尔,NA,NA,NA,或B73G/752执行 执行日期6.1-10.29执行 与CZ5479/NS8289代码共享,7,天津海拉尔
MF8290,738,海拉尔,福州,NA,NA,NA,或B73G/752执行 执行日期6.1-10.29执行 与CZ5480/NS8290代码共享,7,海拉尔福州
MF8290,738,天津,福州,NA,NA,NA,或B73G/752执行 执行日期6.1-10.29执行 与CZ5480/NS8290代码共享,7,天津福州
MF8343,738,福州,南宁,NA,NA,NA,或B73G/752执行  执行日期5.1-10.29执行 与CZ5247/NS8343代码共享,1,福州南宁
MF8343,738,珠海,南宁,NA,NA,NA,或B73G/752执行  执行日期5.1-10.29执行 与CZ5247/NS8343代码共享,1,珠海南宁
MF8343,738,福州,南宁,NA,NA,NA,或B73G/752执行  执行日期5.1-10.29执行 与CZ5247/NS8343代码共享,2,福州南宁
MF8343,738,珠海,南宁,NA,NA,NA,或B73G/752执行  执行日期5.1-10.29执行 与CZ5247/NS8343代码共享,2,珠海南宁
MF8344,738,南宁,福州,NA,NA,NA,或B73G/752执行  执行日期5.1-10.29执行 与CZ5248/NS8344代码共享,3,南宁福州
MF8344,738,珠海,福州,NA,NA,NA,或B73G/752执行  执行日期5.1-10.29执行 与CZ5248/NS8344代码共享,3,珠海福州
MF8375,738,杭州,南宁,NA,NA,NA,或B73G/752执行 与CZ5279/NS8375代码共享；杭州厦门/厦门南宁与KL4944代码共享,7,杭州南宁
MF8375,738,厦门,南宁,NA,NA,NA,或B73G/752执行 与CZ5279/NS8375代码共享；杭州厦门/厦门南宁与KL4944代码共享,7,厦门南宁
MF8376,738,南宁,杭州,NA,NA,NA,或B73G/752执行 与CZ5280/NS8376代码共享；南宁厦门/厦门杭州与KL4931代码共享,7,南宁杭州
MF8376,738,厦门,杭州,NA,NA,NA,或B73G/752执行 与CZ5280/NS8376代码共享；南宁厦门/厦门杭州与KL4931代码共享,7,厦门杭州
MF8407,738,杭州,重庆,NA,NA,NA,或B73G/752执行 与CZ5309/NS8407/MU4113代码共享,7,杭州重庆
MF8407,738,武汉,重庆,NA,NA,NA,或B73G/752执行 与CZ5309/NS8407/MU4113代码共享,7,武汉重庆
MF8408,738,重庆,杭州,NA,NA,NA,或B73G/752执行 与CZ5310/NS8408/MU4114代码共享,7,重庆杭州
MF8408,738,武汉,杭州,NA,NA,NA,或B73G/752执行 与CZ5310/NS8408/MU4114代码共享,7,武汉杭州
MF8413,738,福州,绵阳,NA,NA,NA,或B73G/752执行 与CZ5317/NS8413代码共享,4,福州绵阳
MF8413,738,武汉,绵阳,NA,NA,NA,或B73G/752执行 与CZ5317/NS8413代码共享,4,武汉绵阳
MF8414,738,绵阳,福州,NA,NA,NA,或B73G/752执行 与CZ5316/NS8414代码共享,4,绵阳福州
MF8414,738,武汉,福州,NA,NA,NA,或B73G/752执行 与CZ5316/NS8414代码共享,4,武汉福州
MF8419,738,福州,重庆,NA,NA,NA,或B73G/752执行 与CZ5321/NS8419代码共享,3,福州重庆
MF8419,738,赣州,重庆,NA,NA,NA,或B73G/752执行 与CZ5321/NS8419代码共享,3,赣州重庆
MF8420,738,重庆,福州,NA,NA,NA,或B73G/752执行 与CZ5322/NS8420代码共享,3,重庆福州
MF8420,738,赣州,福州,NA,NA,NA,或B73G/752执行 与CZ5322/NS8420代码共享,3,赣州福州
MF8439,738,厦门,绵阳,NA,NA,NA,或B73G/752执行 与CZ5341/NS8439代码共享；厦门长沙与KL4918代码共享 待航路走向批复后执行,7,厦门绵阳
MF8439,738,长沙,绵阳,NA,NA,NA,或B73G/752执行 与CZ5341/NS8439代码共享；厦门长沙与KL4918代码共享 待航路走向批复后执行,7,长沙绵阳
MF8440,738,绵阳,厦门,NA,NA,NA,或B73G/752执行 与CZ5342/NS8440代码共享；长沙厦门与KL4916代码共享 待航路走向批复后执行,7,绵阳厦门
MF8440,738,长沙,厦门,NA,NA,NA,或B73G/752执行 与CZ5342/NS8440代码共享；长沙厦门与KL4916代码共享 待航路走向批复后执行,7,长沙厦门
MF8453,738,杭州,成都,NA,NA,NA,或B73G/752执行 与CZ5353/NS8453代码共享；杭州成都/长沙成都与KL4902代码共享,7,杭州成都
MF8453,738,长沙,成都,NA,NA,NA,或B73G/752执行 与CZ5353/NS8453代码共享；杭州成都/长沙成都与KL4902代码共享,7,长沙成都
MF8454,738,成都,杭州,NA,NA,NA,或B73G/752执行 与CZ5354/NS8454代码共享；成都长沙/成都杭州与KL4903代码共享,7,成都杭州
MF8454,738,长沙,杭州,NA,NA,NA,或B73G/752执行 与CZ5354/NS8454代码共享；成都长沙/成都杭州与KL4903代码共享,7,长沙杭州
MF8461,738,杭州,昆明,NA,NA,NA,或B73G/752执行 与CZ5361/NS8461/MU8567代码共享,7,杭州昆明
MF8461,738,武汉,昆明,NA,NA,NA,或B73G/752执行 与CZ5361/NS8461/MU8567代码共享,7,武汉昆明
MF8462,738,昆明,杭州,NA,NA,NA,或B73G/752执行 与CZ5366/NS8462/MU8568代码共享,7,昆明杭州
MF8462,738,武汉,杭州,NA,NA,NA,或B73G/752执行 与CZ5366/NS8462/MU8568代码共享,7,武汉杭州
MF8483,738,福州,重庆,NA,NA,NA,或B73G/752执行 与CZ5387/NS8483代码共享,4,福州重庆
MF8483,738,武汉,重庆,NA,NA,NA,或B73G/752执行 与CZ5387/NS8483代码共享,4,武汉重庆
MF8484,738,重庆,福州,NA,NA,NA,或B73G/752执行 与CZ5388/NS8484代码共享,4,重庆福州
MF8484,738,武汉,福州,NA,NA,NA,或B73G/752执行 与CZ5388/NS8484代码共享,4,武汉福州
MF8487,738,泉州,重庆,NA,NA,NA,或B73G/752执行 与CZ5379/NS8487代码共享,7,泉州重庆
MF8487,738,长沙,重庆,NA,NA,NA,或B73G/752执行 与CZ5379/NS8487代码共享,7,长沙重庆
MF8488,738,重庆,泉州,NA,NA,NA,或B73G/752执行 与CZ5384/NS8488代码共享,7,重庆泉州
MF8488,738,长沙,泉州,NA,NA,NA,或B73G/752执行 与CZ5384/NS8488代码共享,7,长沙泉州
MU2473,738,兰州,宁波,NA,NA,NA,执行日期0327-1029执行,7,兰州宁波
MU2473,738,武汉,宁波,NA,NA,NA,执行日期0327-1029执行,7,武汉宁波
MU2474,738,宁波,兰州,NA,NA,NA,执行日期0327-1029执行,6,宁波兰州
MU2474,738,武汉,兰州,NA,NA,NA,执行日期0327-1029执行,6,武汉兰州
MU2474,738,宁波,兰州,NA,NA,NA,执行日期0327-1029执行,1,宁波兰州
MU2474,738,武汉,兰州,NA,NA,NA,执行日期0327-1029执行,1,武汉兰州
MU5371/2,738,太原,太原,NA,NA,NA,NA,7,太原太原
MU5371/2,738,青岛,太原,NA,NA,NA,NA,7,青岛太原
NS3309,738,泉州,天津,NA,NA,NA,或73G/E90执行;同MF7069代码共享,2,泉州天津
NS3309,738,郑州,天津,NA,NA,NA,或73G/E90执行;同MF7069代码共享,2,郑州天津
NS3310,738,天津,泉州,NA,NA,NA,或73G/E90执行;同MF7070代码共享,2,天津泉州
NS3310,738,郑州,泉州,NA,NA,NA,或73G/E90执行;同MF7070代码共享,2,郑州泉州
NS3317,738,泉州,大连,NA,NA,NA,或73G/E90执行;同MF7087代码共享,4,泉州大连
NS3317,738,郑州,大连,NA,NA,NA,或73G/E90执行;同MF7087代码共享,4,郑州大连
NS3317,738,泉州,大连,NA,NA,NA,或73G/E90执行；同MF7087代码共享,1,泉州大连
NS3317,738,郑州,大连,NA,NA,NA,或73G/E90执行；同MF7087代码共享,1,郑州大连
NS3318,738,大连,泉州,NA,NA,NA,或73G/E90执行;同MF7088代码共享,4,大连泉州
NS3318,738,郑州,泉州,NA,NA,NA,或73G/E90执行;同MF7088代码共享,4,郑州泉州
NS3318,738,大连,泉州,NA,NA,NA,或73G/E90执行 同MF7088代码共享,1,大连泉州
NS3318,738,郑州,泉州,NA,NA,NA,或73G/E90执行 同MF7088代码共享,1,郑州泉州
RY8923,738,南昌,沈阳,NA,NA,NA,NA,7,南昌沈阳
RY8923,738,济南,沈阳,NA,NA,NA,NA,7,济南沈阳
RY8924,738,沈阳,南昌,NA,NA,NA,NA,7,沈阳南昌
RY8924,738,济南,南昌,NA,NA,NA,NA,7,济南南昌
RY8929,738,南昌,呼和浩特,NA,NA,NA,执行日期08.01-10.29执行,7,南昌呼和浩特
RY8929,738,太原,呼和浩特,NA,NA,NA,执行日期08.01-10.29执行,7,太原呼和浩特
RY8930,738,呼和浩特,南昌,NA,NA,NA,执行日期08.01-10.29执行,7,呼和浩特南昌
RY8930,738,太原,南昌,NA,NA,NA,执行日期08.01-10.29执行,7,太原南昌
RY8937/8,738,南昌,南昌,NA,NA,NA,NA,3,南昌南昌
RY8937/8,738,满洲里,南昌,NA,NA,NA,NA,3,满洲里南昌
RY8939,738,南昌,乌鲁木齐,NA,NA,NA,NA,7,南昌乌鲁木齐
RY8939,738,西安,乌鲁木齐,NA,NA,NA,NA,7,西安乌鲁木齐
RY8940,738,乌鲁木齐,南昌,NA,NA,NA,NA,7,乌鲁木齐南昌
RY8940,738,西安,南昌,NA,NA,NA,NA,7,西安南昌
SC1163,738,济南,海拉尔,NA,NA,NA,或737执行与CA1163代码共享；执行日期0601-1029,7,济南海拉尔
SC1163,738,呼和浩特,海拉尔,NA,NA,NA,或737执行与CA1163代码共享；执行日期0601-1029,7,呼和浩特海拉尔
SC1164,738,海拉尔,济南,NA,NA,NA,或737执行与CA1164代码共享；执行日期0601-1029,7,海拉尔济南
SC1164,738,呼和浩特,济南,NA,NA,NA,或737执行与CA1164代码共享；执行日期0601-1029,7,呼和浩特济南
SC1182,738,深圳,威海,NA,NA,NA,或737执行与CA1182代码共享,7,深圳威海
SC1182,738,济南,威海,NA,NA,NA,或737执行与CA1182代码共享,7,济南威海
SC1185,738,济南,海口,NA,NA,NA,或737执行;与CA1185代码共享,7,济南海口
SC1185,738,长沙,海口,NA,NA,NA,或737执行;与CA1185代码共享,7,长沙海口
SC1186,738,海口,济南,NA,NA,NA,或737执行;与CA1186代码共享,7,海口济南
SC1186,738,长沙,济南,NA,NA,NA,或737执行;与CA1186代码共享,7,长沙济南
SC1189,738,威海,深圳,NA,NA,NA,或737执行;与CA1189代码共享,7,威海深圳
SC1189,738,济南,深圳,NA,NA,NA,或737执行;与CA1189代码共享,7,济南深圳
SC4089,738,乌鲁木齐,厦门,NA,NA,NA,或737执行;与CA4089代码共享,3,乌鲁木齐厦门
SC4089,738,杭州,厦门,NA,NA,NA,或737执行;与CA4089代码共享,3,杭州厦门
SC4089,738,乌鲁木齐,厦门,NA,NA,NA,或737执行;与CA4089代码共享,4,乌鲁木齐厦门
SC4089,738,杭州,厦门,NA,NA,NA,或737执行;与CA4089代码共享,4,杭州厦门
SC4090,738,厦门,乌鲁木齐,NA,NA,NA,或737执行;与CA4090代码共享,7,厦门乌鲁木齐
SC4090,738,杭州,乌鲁木齐,NA,NA,NA,或737执行;与CA4090代码共享,7,杭州乌鲁木齐
SC4603/4,738,青岛,青岛,NA,NA,NA,NA,7,青岛青岛
SC4603/4,738,沈阳,青岛,NA,NA,NA,NA,7,沈阳青岛
SC4607,738,青岛,兰州,NA,NA,NA,或737执行;与CA4607代码共享,1,青岛兰州
SC4607,738,太原,兰州,NA,NA,NA,或737执行;与CA4607代码共享,1,太原兰州
SC4607,738,青岛,兰州,NA,NA,NA,或737执行;与CA4607代码共享,1,青岛兰州
SC4607,738,太原,兰州,NA,NA,NA,或737执行;与CA4607代码共享,1,太原兰州
SC4607,738,青岛,兰州,NA,NA,NA,或737执行;与CA4607代码共享,5,青岛兰州
SC4607,738,太原,兰州,NA,NA,NA,或737执行;与CA4607代码共享,5,太原兰州
SC4608,738,兰州,青岛,NA,NA,NA,或737执行;与CA4608代码共享,7,兰州青岛
SC4608,738,太原,青岛,NA,NA,NA,或737执行;与CA4608代码共享,7,太原青岛
SC4609,738,青岛,海拉尔,NA,NA,NA,或737执行;与CA4609代码共享；执行日期0601-1029,7,青岛海拉尔
SC4609,738,长春,海拉尔,NA,NA,NA,或737执行;与CA4609代码共享；执行日期0601-1029,7,长春海拉尔
SC4610,738,海拉尔,青岛,NA,NA,NA,或737执行;与CA4610代码共享；执行日期0601-1029,7,海拉尔青岛
SC4610,738,长春,青岛,NA,NA,NA,或737执行;与CA4610代码共享；执行日期0601-1029,7,长春青岛
SC4611,738,青岛,乌鲁木齐,NA,NA,NA,或737执行;与CA4611代码共享,7,青岛乌鲁木齐
SC4611,738,太原,乌鲁木齐,NA,NA,NA,或737执行;与CA4611代码共享,7,太原乌鲁木齐
SC4612,738,乌鲁木齐,青岛,NA,NA,NA,或737执行;与CA4612代码共享,7,乌鲁木齐青岛
SC4612,738,太原,青岛,NA,NA,NA,或737执行;与CA4612代码共享,7,太原青岛
SC4645,738,青岛,桂林,NA,NA,NA,或737执行;与CA4645代码共享,4,青岛桂林
SC4645,738,杭州,桂林,NA,NA,NA,或737执行;与CA4645代码共享,4,杭州桂林
SC4645,738,青岛,桂林,NA,NA,NA,或737执行;与CA4645代码共享,3,青岛桂林
SC4645,738,杭州,桂林,NA,NA,NA,或737执行;与CA4645代码共享,3,杭州桂林
SC4646,738,桂林,青岛,NA,NA,NA,或737执行;与CA4646代码共享,7,桂林青岛
SC4646,738,杭州,青岛,NA,NA,NA,或737执行;与CA4646代码共享,7,杭州青岛
SC4695,738,青岛,昆明,NA,NA,NA,或737执行；与CA4695代码共享,7,青岛昆明
SC4695,738,南京,昆明,NA,NA,NA,或737执行；与CA4695代码共享,7,南京昆明
SC4696,738,昆明,青岛,NA,NA,NA,或737执行；与CA4696代码共享,7,昆明青岛
SC4696,738,南京,青岛,NA,NA,NA,或737执行；与CA4696代码共享,7,南京青岛
SC4717,738,青岛,呼和浩特,NA,NA,NA,或737执行；与CA4717代码共享,7,青岛呼和浩特
SC4717,738,天津,呼和浩特,NA,NA,NA,或737执行；与CA4717代码共享,7,天津呼和浩特
