flight,plane,city1,city2,city3,city4,city5,remarks,flight_account,city1_2
NS3302,738,三亚,桂林,石家庄,NA,NA,或73G/E90执行;同MF7066、CZ9880代码共享;待航线走向批复后执行,7,三亚桂林
CA1417,73G,天津,贵阳,丽江,NA,NA,或738执行,7,天津贵阳
CA1418,73G,丽江,贵阳,天津,NA,NA,或738执行,7,丽江贵阳
NS3227,73G,石家庄,南宁,海口,NA,NA,或738/E90执行;同MF7025、CZ9887代码共享,7,石家庄南宁
NS3228,73G,海口,南宁,石家庄,NA,NA,或738/E90执行;同MF7026、CZ9888代码共享,7,海口南宁
G52669,CR9,天津,固原,银川,NA,NA,NA,7,天津固原
G52670,CR9,银川,固原,天津,NA,NA,NA,7,银川固原
G52717,CR9,呼和浩特,阿尔山,哈尔滨,NA,NA,NA,4,呼和浩特阿尔山
G52718,CR9,哈尔滨,阿尔山,呼和浩特,NA,NA,NA,4,哈尔滨阿尔山
G52719,CR9,呼和浩特,锡林浩特,哈尔滨,NA,NA,NA,3,呼和浩特锡林浩特
G52720,CR9,哈尔滨,锡林浩特,呼和浩特,NA,NA,NA,3,哈尔滨锡林浩特
G52729,CR9,呼和浩特,通辽,满洲里,NA,NA,NA,4,呼和浩特通辽
G52730,CR9,满洲里,通辽,呼和浩特,NA,NA,NA,4,满洲里通辽
G52733,CR9,呼和浩特,乌兰浩特,沈阳,NA,NA,NA,2,呼和浩特乌兰浩特
G52733,CR9,呼和浩特,乌兰浩特,沈阳,NA,NA,NA,1,呼和浩特乌兰浩特
G52733,CR9,呼和浩特,乌兰浩特,沈阳,NA,NA,NA,4,呼和浩特乌兰浩特
G52734,CR9,沈阳,乌兰浩特,呼和浩特,NA,NA,NA,2,沈阳乌兰浩特
G52734,CR9,沈阳,乌兰浩特,呼和浩特,NA,NA,NA,4,沈阳乌兰浩特
G52734,CR9,沈阳,乌兰浩特,呼和浩特,NA,NA,NA,1,沈阳乌兰浩特
G52743,CR9,呼和浩特,乌兰浩特,阿尔山,NA,NA,NA,4,呼和浩特乌兰浩特
G52744,CR9,阿尔山,乌兰浩特,呼和浩特,NA,NA,NA,4,阿尔山乌兰浩特
G52753,CR9,呼和浩特,海拉尔,加格达奇,NA,NA,NA,7,呼和浩特海拉尔
G52754,CR9,加格达奇,海拉尔,呼和浩特,NA,NA,NA,7,加格达奇海拉尔
G52775,CR9,呼和浩特,阿尔山,乌兰浩特,NA,NA,NA,3,呼和浩特阿尔山
G52776,CR9,乌兰浩特,阿尔山,呼和浩特,NA,NA,NA,3,乌兰浩特阿尔山
G52793,CR9,呼和浩特,乌兰浩特,哈尔滨,NA,NA,待航线走向批复后执行,3,呼和浩特乌兰浩特
G52793,CR9,呼和浩特,乌兰浩特,哈尔滨,NA,NA,待航线走向批复后执行,4,呼和浩特乌兰浩特
G52794,CR9,哈尔滨,乌兰浩特,呼和浩特,NA,NA,待航线走向批复后执行,3,哈尔滨乌兰浩特
G52794,CR9,哈尔滨,乌兰浩特,呼和浩特,NA,NA,待航线走向批复后执行,4,哈尔滨乌兰浩特
GS6467,E90,贵阳,太原,呼和浩特,NA,NA,或320/EM4执行,4,贵阳太原
GS6468,E90,呼和浩特,太原,贵阳,NA,NA,或320/EM4执行,4,呼和浩特太原
GS6531,E90,海口,临汾,呼和浩特,NA,NA,或320/EM4执行 待航路走向批复后执行,4,海口临汾
GS6532,E90,呼和浩特,临汾,海口,NA,NA,或320/EM4执行 待航路走向批复后执行,4,呼和浩特临汾
GS6547,E90,海口,济宁,呼和浩特,NA,NA,或320/EM4执行 待航路走向批复后执行,3,海口济宁
GS6548,E90,呼和浩特,济宁,海口,NA,NA,或320/EM4执行 待航路走向批复后执行,3,呼和浩特济宁
GS6601,E90,呼和浩特,海拉尔,哈尔滨,NA,NA,或320/EM4执行,7,呼和浩特海拉尔
GS6602,E90,哈尔滨,海拉尔,呼和浩特,NA,NA,或320/EM4执行,7,哈尔滨海拉尔
GS6605,E90,呼和浩特,郑州,南昌,NA,NA,或320/EM4执行,4,呼和浩特郑州
GS6605,E90,呼和浩特,郑州,南昌,NA,NA,或320/EM4执行,3,呼和浩特郑州
GS6606,E90,南昌,郑州,呼和浩特,NA,NA,或320/EM4执行,4,南昌郑州
GS6606,E90,南昌,郑州,呼和浩特,NA,NA,或320/EM4执行,3,南昌郑州
GS6607,E90,呼和浩特,青岛,杭州,NA,NA,或320/EM4执行,3,呼和浩特青岛
GS6607,E90,呼和浩特,青岛,杭州,NA,NA,或320/EM4执行,4,呼和浩特青岛
GS6608,E90,杭州,青岛,呼和浩特,NA,NA,或320/EM4执行,7,杭州青岛
GS6617,E90,呼和浩特,锡林浩特,大连,NA,NA,或320/EM4执行,4,呼和浩特锡林浩特
GS6618,E90,大连,锡林浩特,呼和浩特,NA,NA,或320/EM4执行,4,大连锡林浩特
GS6625,E90,呼和浩特,临沂,宁波,NA,NA,或320/EM4执行 待航路走向批复后执行,3,呼和浩特临沂
GS6626,E90,宁波,临沂,呼和浩特,NA,NA,或320/EM4执行 待航路走向批复后执行,3,宁波临沂
GS6633,E90,呼和浩特,乌兰浩特,沈阳,NA,NA,或320/EM4执行,4,呼和浩特乌兰浩特
GS6634,E90,沈阳,乌兰浩特,呼和浩特,NA,NA,或320/EM4执行,4,沈阳乌兰浩特
GS6645,E90,呼和浩特,巴彦淖尔,西安,NA,NA,或320/EM4执行 待航路走向批复后执行,7,呼和浩特巴彦淖尔
GS6646,E90,西安,巴彦淖尔,呼和浩特,NA,NA,或320/EM4执行 待航路走向批复后执行,7,西安巴彦淖尔
GS6657,E90,呼和浩特,天津,大连,NA,NA,或320/EM4执行,7,呼和浩特天津
GS6658,E90,大连,天津,呼和浩特,NA,NA,或320/EM4执行,7,大连天津
GS7605,E90,西安,呼和浩特,海拉尔,NA,NA,或320/EM4执行,3,西安呼和浩特
GS7606,E90,海拉尔,呼和浩特,西安,NA,NA,或320/EM4执行,3,海拉尔呼和浩特
GS7639,E90,西安,天津,锡林浩特,NA,NA,或320/EM4执行 待航路走向批复后执行,3,西安天津
GS7640,E90,锡林浩特,天津,西安,NA,NA,或320/EM4执行 待航路走向批复后执行,3,锡林浩特天津
GS7809,E90,天津,南昌,桂林,NA,NA,或320/EM4执行,4,天津南昌
GS7809,E90,天津,南昌,桂林,NA,NA,或320/EM4执行,3,天津南昌
GS7810,E90,桂林,南昌,天津,NA,NA,或320/EM4执行,4,桂林南昌
GS7810,E90,桂林,南昌,天津,NA,NA,或320/EM4执行,3,桂林南昌
GS7817,E90,天津,阜阳,厦门,NA,NA,或320/EM4执行,4,天津阜阳
GS7818,E90,厦门,阜阳,天津,NA,NA,或320/EM4执行,4,厦门阜阳
GS7819,E90,天津,长沙,遵义,NA,NA,或320/EM4执行 待航路走向批复后执行,4,天津长沙
GS7820,E90,遵义,长沙,天津,NA,NA,或320/EM4执行 待航路走向批复后执行,4,遵义长沙
GS7825,E90,天津,银川,兰州,NA,NA,或320/EM4执行,3,天津银川
GS7826,E90,兰州,银川,天津,NA,NA,或320/EM4执行,3,兰州银川
GS7827,E90,天津,鄂尔多斯,乌鲁木齐,NA,NA,或320/EM4执行 待航路走向批复后执行,3,天津鄂尔多斯
GS7827,E90,天津,鄂尔多斯,乌鲁木齐,NA,NA,或320/EM4执行 待航路走向批复后执行,1,天津鄂尔多斯
GS7828,E90,乌鲁木齐,鄂尔多斯,天津,NA,NA,或320/EM4执行 待航路走向批复后执行,1,乌鲁木齐鄂尔多斯
GS7828,E90,乌鲁木齐,鄂尔多斯,天津,NA,NA,或320/EM4执行 待航路走向批复后执行,1,乌鲁木齐鄂尔多斯
GS7828,E90,乌鲁木齐,鄂尔多斯,天津,NA,NA,或320/EM4执行 待航路走向批复后执行,2,乌鲁木齐鄂尔多斯
GS7835,E90,天津,通辽,乌兰浩特,NA,NA,或320/EM4执行,4,天津通辽
GS7836,E90,乌兰浩特,通辽,天津,NA,NA,或320/EM4执行,4,乌兰浩特通辽
GS7841,E90,天津,郑州,梅州,NA,NA,或320/EM4执行,3,天津郑州
GS7842,E90,梅州,郑州,天津,NA,NA,或320/EM4执行,3,梅州郑州
GS7843,E90,天津,十堰,武汉,NA,NA,或320/EM4执行 待航路走向批复后执行,1,天津十堰
GS7843,E90,天津,十堰,武汉,NA,NA,或320/EM4执行 待航路走向批复后执行,2,天津十堰
GS7844,E90,武汉,十堰,天津,NA,NA,或320/EM4执行 待航路走向批复后执行,1,武汉十堰
GS7844,E90,武汉,十堰,天津,NA,NA,或320/EM4执行 待航路走向批复后执行,2,武汉十堰
GS7853,E90,天津,杭州,揭阳,NA,NA,或333/332/320执行,7,天津杭州
GS7854,E90,揭阳,杭州,天津,NA,NA,或333/332/320执行,2,揭阳杭州
GS7854,E90,揭阳,杭州,天津,NA,NA,或333/332/320执行,5,揭阳杭州
GS7867,E90,天津,扬州,海口,NA,NA,或320/EM4执行,7,天津扬州
GS7868,E90,海口,扬州,天津,NA,NA,或320/EM4执行,4,海口扬州
GS7868,E90,海口,扬州,天津,NA,NA,或320/EM4执行,3,海口扬州
GS7915,E90,天津,赤峰,海拉尔,NA,NA,或320/EM4执行 待航路走向批复后执行,3,天津赤峰
GS7916,E90,海拉尔,赤峰,天津,NA,NA,或320/EM4执行 待航路走向批复后执行,3,海拉尔赤峰
GS7929,E90,天津,西安,贵阳,NA,NA,或333/332/320执行,7,天津西安
NS3233,E90,石家庄,合肥,桂林,NA,NA,或738/73G执行;同MF7027代码共享,7,石家庄合肥
NS3234,E90,桂林,合肥,石家庄,NA,NA,或738/73G执行;同MF7028代码共享,7,桂林合肥
NS3237,E90,石家庄,呼和浩特,海拉尔,NA,NA,或738/73G执行;同MF7029代码共享 待航线走向批复后执行,2,石家庄呼和浩特
NS3237,E90,石家庄,呼和浩特,海拉尔,NA,NA,或738/73G执行;同MF7029代码共享 待航线走向批复后执行,5,石家庄呼和浩特
NS3238,E90,海拉尔,呼和浩特,石家庄,NA,NA,或738/73G执行;同MF7030代码共享 待航线走向批复后执行,2,海拉尔呼和浩特
NS3238,E90,海拉尔,呼和浩特,石家庄,NA,NA,或738/73G执行;同MF7030代码共享 待航线走向批复后执行,5,海拉尔呼和浩特
NS3245,E90,石家庄,呼和浩特,满洲里,NA,NA,或738/73G执行,3,石家庄呼和浩特
NS3246,E90,满洲里,呼和浩特,石家庄,NA,NA,或738/73G执行,3,满洲里呼和浩特
NS3249,E90,石家庄,合肥,北海,NA,NA,或738/73G执行,7,石家庄合肥
NS3249,E90,石家庄,合肥,北海,NA,NA,或738/73G执行,4,石家庄合肥
NS3250,E90,北海,合肥,石家庄,NA,NA,或738/73G执行,7,北海合肥
NS3250,E90,北海,合肥,石家庄,NA,NA,或738/73G执行,4,北海合肥
NS3261,E90,张家口,石家庄,厦门,NA,NA,或738/73G执行;同MF7045代码共享 待航线走向批复后执行,7,张家口石家庄
NS3262,E90,厦门,石家庄,张家口,NA,NA,或738/73G执行;同MF7046代码共享 待航线走向批复后执行,7,厦门石家庄
NS3275,E90,石家庄,南通,温州,NA,NA,或738/73G执行,4,石家庄南通
NS3275,E90,石家庄,南通,温州,NA,NA,或738/73G执行,3,石家庄南通
NS3276,E90,温州,南通,石家庄,NA,NA,或738/73G执行,4,温州南通
NS3276,E90,温州,南通,石家庄,NA,NA,或738/73G执行,3,温州南通
NS3277,E90,石家庄,宁波,珠海,NA,NA,或738/73G执行;同MF7055代码共享,7,石家庄宁波
NS3278,E90,珠海,宁波,石家庄,NA,NA,或738/73G执行;同MF7056代码共享,7,珠海宁波
NS3283,E90,石家庄,西安,绵阳,NA,NA,或738/73G执行;同MF7057代码共享,7,石家庄西安
NS3284,E90,绵阳,西安,石家庄,NA,NA,或738/73G执行;同MF7058代码共享,7,绵阳西安
NS3291,E90,石家庄,北戴河,青岛,NA,NA,或73G/738执行,3,石家庄北戴河
NS3292,E90,青岛,北戴河,石家庄,NA,NA,或73G/738执行,3,青岛北戴河
NS3305,E90,石家庄,杭州,泉州,NA,NA,或738/73G执行;同MF7067代码共享,7,石家庄杭州
NS3306,E90,泉州,杭州,石家庄,NA,NA,或738/73G执行;同MF7068代码共享,7,泉州杭州
NS3323,E90,包头,石家庄,贵阳,NA,NA,或738/73G执行;同MF7079、CZ9884代码共享,7,包头石家庄
NS3324,E90,贵阳,石家庄,包头,NA,NA,或738/73G执行;同MF7080、CZ9883代码共享,7,贵阳石家庄
GS6609,EMB,呼和浩特,郑州,合肥,NA,NA,或320/E90执行,4,呼和浩特郑州
GS6609,EMB,呼和浩特,郑州,合肥,NA,NA,或320/E90执行,3,呼和浩特郑州
GS6610,EMB,合肥,郑州,呼和浩特,NA,NA,或320/E90执行,4,合肥郑州
GS6610,EMB,合肥,郑州,呼和浩特,NA,NA,或320/E90执行,3,合肥郑州
GS6627,EMB,呼和浩特,吕梁,长沙,NA,NA,或320/E90执行 待航路走向批复后执行,3,呼和浩特吕梁
GS6628,EMB,长沙,吕梁,呼和浩特,NA,NA,或320/E90执行 待航路走向批复后执行,3,长沙吕梁
GS6675,EMB,呼和浩特,银川,兰州,NA,NA,或320/E90执行,4,呼和浩特银川
GS6676,EMB,兰州,银川,呼和浩特,NA,NA,或320/E90执行,4,兰州银川
GS6695,EMB,呼和浩特,赤峰,沈阳,NA,NA,或320/E90执行,7,呼和浩特赤峰
GS6696,EMB,沈阳,赤峰,呼和浩特,NA,NA,或320/E90执行,7,沈阳赤峰
GS7811,EMB,天津,南昌,井冈山,NA,NA,或320/E90执行 待航路走向批复后执行,4,天津南昌
GS7812,EMB,井冈山,南昌,天津,NA,NA,或320/E90执行 待航路走向批复后执行,4,井冈山南昌
GS7833,EMB,天津,通辽,满洲里,NA,NA,或320/E90执行,3,天津通辽
GS7834,EMB,满洲里,通辽,天津,NA,NA,或320/E90执行,3,满洲里通辽
GS7837,EMB,天津,太原,长治,NA,NA,或320/E90执行,1,天津太原
GS7837,EMB,天津,太原,长治,NA,NA,或320/E90执行,3,天津太原
GS7838,EMB,长治,太原,天津,NA,NA,或320/E90执行,4,长治太原
GS7903,EMB,天津,沈阳,海拉尔,NA,NA,或320/E90执行,1,天津沈阳
GS7903,EMB,天津,沈阳,海拉尔,NA,NA,或320/E90执行,2,天津沈阳
GS7904,EMB,海拉尔,沈阳,天津,NA,NA,或320/E90执行,3,海拉尔沈阳
GS7905,EMB,天津,大同,呼和浩特,NA,NA,或320/E90执行 待航路走向批复后执行,1,天津大同
GS7905,EMB,天津,大同,呼和浩特,NA,NA,或320/E90执行 待航路走向批复后执行,2,天津大同
GS7906,EMB,呼和浩特,大同,天津,NA,NA,或320/E90执行 待航路走向批复后执行,1,呼和浩特大同
GS7906,EMB,呼和浩特,大同,天津,NA,NA,或320/E90执行 待航路走向批复后执行,1,呼和浩特大同
GS7906,EMB,呼和浩特,大同,天津,NA,NA,或320/E90执行 待航路走向批复后执行,1,呼和浩特大同
GS7907,EMB,天津,包头,西安,NA,NA,或320/E90执行,1,天津包头
GS7907,EMB,天津,包头,西安,NA,NA,或320/E90执行,2,天津包头
GS7908,EMB,西安,包头,天津,NA,NA,或320/E90执行,1,西安包头
GS7908,EMB,西安,包头,天津,NA,NA,或320/E90执行,2,西安包头
GS7911,EMB,天津,沈阳,佳木斯,NA,NA,或320/E90执行 待航路走向批复后执行,3,天津沈阳
GS7912,EMB,佳木斯,沈阳,天津,NA,NA,或320/E90执行 待航路走向批复后执行,3,佳木斯沈阳
GS7915,EMB,天津,赤峰,海拉尔,NA,NA,或320/E90执行 待航路走向批复后执行,4,天津赤峰
GS7916,EMB,海拉尔,赤峰,天津,NA,NA,或320/E90执行 待航路走向批复后执行,1,海拉尔赤峰
GS7916,EMB,海拉尔,赤峰,天津,NA,NA,或320/E90执行 待航路走向批复后执行,3,海拉尔赤峰
BK2747,MA6,天津,沈阳,延吉,NA,NA,NA,3,天津沈阳
BK2748,MA6,延吉,沈阳,天津,NA,NA,NA,3,延吉沈阳
BK2763,MA6,阿拉善左旗,阿拉善右旗,额济纳旗,NA,NA,待航路走向批复后执行,2,阿拉善左旗阿拉善右旗
BK2764,MA6,额济纳旗,阿拉善右旗,阿拉善左旗,NA,NA,待航路走向批复后执行,2,额济纳旗阿拉善右旗
BK2877,MA6,天津,呼和浩特,阿拉善左旗,NA,NA,NA,2,天津呼和浩特
BK2878,MA6,阿拉善左旗,呼和浩特,天津,NA,NA,NA,2,阿拉善左旗呼和浩特
