hsp.hsp,mv10.mv10,mv20.mv20,vol10.vol10,vol20.vol20,rsi5.rsi5,rsi14.rsi14,macd.macd1,signal.macd1,macd.macd2,signal.macd2,dn,mavg,up,pctB,Direction
2767.08,2639.994,2641.5355,96.50675799,78.40062449,100,56.9402739,0.717693113,1.782429425,1.240898928,-0.103662582,2488.704547,2641.5355,2794.366453,0.910729953,1
2789.22,2659.56,2655.113,105.4651012,79.32862357,100,62.32802349,0.663684423,1.506959755,2.179616676,0.571914708,2500.473044,2655.113,2809.752956,0.933610444,-2
2725.32,2674.803,2661.6025,102.5211016,79.50643687,53.96916871,51.55159379,0.874695197,1.279048888,2.574294997,1.227537629,2506.615922,2661.6025,2816.589078,0.705558123,2
2788.56,2702.33,2668.2045,90.59803469,84.39407671,66.25297069,59.43012438,1.177898218,1.136441694,3.20728522,1.923471716,2503.690158,2668.2045,2832.718842,0.865790297,1
2814,2731.877,2675.061,69.78501257,90.48577922,63.86155412,72.59438087,1.57792775,1.084995188,3.47518377,2.535455918,2498.671744,2675.061,2851.450256,0.893842014,-1
2792.6,2750.6,2680.3415,55.78459186,94.22294124,56.50622068,68.77098344,2.135743705,1.143885675,3.620911205,3.011458374,2496.667174,2680.3415,2864.015826,0.805591158,1
2796.12,2767.919,2685.792,34.60932772,97.72301887,51.94366197,71.75603766,2.535403574,1.289917936,3.576258219,3.290786682,2495.294766,2685.792,2876.289234,0.789579008,1
2810.57,2777.546,2693.786,31.26511979,101.1786586,83.28777821,81.76882961,2.742012453,1.485851386,3.499524991,3.475832681,2496.552485,2693.786,2891.019515,0.79605516,2
2840.08,2788.853,2700.4065,31.40364595,106.3355777,77.31128075,82.66788581,3.054876194,1.719992736,3.514838546,3.537343346,2493.120299,2700.4065,2907.692701,0.836909787,-1
2812.86,2793.641,2707.2775,31.00692985,109.0427481,49.40686785,73.98561949,3.129531519,1.987974781,3.714050106,3.585116614,2494.714052,2707.2775,2919.840948,0.748355258,-2
2750.01,2791.934,2715.964,33.03517694,104.8991278,34.51835696,63.2978946,3.093124198,2.257912534,3.179570863,3.496848545,2511.477955,2715.964,2920.450045,0.583247735,-1
2740.68,2787.08,2723.32,36.82677136,100.9477822,30.6640625,53.33265956,2.939620683,2.487348699,2.516256418,3.284848185,2526.536545,2723.32,2920.103455,0.544109399,1
2752.72,2789.82,2732.3115,32.48441643,94.65640737,29.47853849,53.25352433,2.799535264,2.667530593,1.970385567,2.9790203,2547.792193,2732.3115,2916.830807,0.555301801,-2
2719.76,2782.94,2742.635,39.34266528,79.56873999,8.337950139,44.20405024,2.485314019,2.76835129,1.18882024,2.513816639,2587.526971,2742.635,2897.743029,0.426261071,2
2759.71,2777.511,2754.694,38.3127143,59.58303286,33.08725259,49.1389181,2.515335493,2.810528155,0.482096585,1.867425935,2638.545286,2754.694,2870.842714,0.521593007,2
2858.34,2784.085,2767.3425,46.04858696,52.66466086,78.07786014,56.85116168,2.463996306,2.802594014,0.117092739,1.25493031,2664.680176,2767.3425,2870.004824,0.94318839,1
2865.1,2790.983,2779.451,52.73309757,44.99532536,82.68361879,65.62486027,2.20318055,2.742723803,-0.05055983,0.74156706,2691.738963,2779.451,2867.163037,0.988239718,2
2939.39,2803.865,2790.7055,70.71739064,54.90161645,86.95118572,66.45358351,2.153567946,2.642578442,0.51580147,0.450650241,2683.682547,2790.7055,2897.728453,1.194638374,1
2953.75,2815.232,2802.0425,84.89892301,63.75339131,100,65.62255461,2.08731634,2.526776755,1.195416252,0.451969443,2677.764261,2802.0425,2926.320739,1.11035424,-1
2939.31,2827.877,2810.759,93.48868476,70.02803701,93.07367613,66.65985329,1.871188597,2.391006133,1.829942934,0.721538713,2674.249225,2810.759,2947.268775,0.970849066,1
2948.48,2847.724,2819.829,96.15033798,75.5988423,87.86758528,67.08224953,1.591390518,2.241202781,2.661139077,1.230347981,2672.459726,2819.829,2967.198274,0.936491939,1
2960.56,2869.712,2828.396,94.07019304,81.4309355,88.38668168,66.90637751,1.535429081,2.100746539,3.364643019,1.913388551,2669.657884,2828.396,2987.134116,0.91629573,1
2989.59,2893.399,2841.6095,91.11389581,85.17964301,81.74001012,66.87052876,1.735647296,2.017450236,3.543834175,2.518995091,2675.563807,2841.6095,3007.655193,0.945601743,-1
2961.63,2917.586,2850.263,69.41864578,88.24274827,54.25118688,66.75904022,2.044346708,1.965118149,3.713286408,3.022569123,2678.246216,2850.263,3022.279784,0.823709691,-2
2906.29,2932.244,2854.8775,42.71967286,88.65872391,37.64036532,67.90805335,2.247460712,1.941058639,3.380017431,3.332584022,2682.04983,2854.8775,3027.70517,0.648739204,2
2966.19,2943.029,2863.557,34.88409617,90.71422114,54.80440562,73.15725699,2.691285975,1.995292575,3.128731155,3.426102438,2686.722428,2863.557,3040.391572,0.790194952,-1
2961.22,2952.641,2871.812,21.82297334,91.76048356,50.18623025,71.725992,3.01126648,2.090592412,2.941278886,3.341429611,2692.937888,2871.812,3050.686112,0.74991878,2
3010.59,2959.761,2881.813,27.81233358,95.55601587,55.31537916,79.30277078,3.148214115,2.208469942,2.891924533,3.211047683,2695.540033,2881.813,3068.085967,0.845667442,2
3057.43,2970.129,2892.6805,41.35198543,102.6557168,72.13288975,79.58619867,3.247483049,2.361391548,2.983769848,3.065144371,2692.567668,2892.6805,3092.793332,0.911641518,1
3080,2984.198,2906.0375,52.20934203,108.9120411,97.29376531,75.95064157,3.252484631,2.545957561,2.954870433,2.980114971,2693.728847,2906.0375,3118.346153,0.909692439,1
3082.56,2997.606,2922.665,58.81600447,109.222361,96.06523632,75.71178585,3.254867792,2.737006307,2.960238589,2.946416458,2709.751422,2922.665,3135.578578,0.875492727,1
3083.9,3009.94,2939.826,62.96989951,106.0409913,100,70.6484154,3.27140972,2.907646576,3.222289832,3.002618647,2733.114053,2939.826,3146.537947,0.848489776,2
3120.73,3023.054,2958.2265,71.35778852,103.7697804,100,72.41944146,3.32146677,3.049548805,3.326532202,3.089540181,2755.941958,2958.2265,3160.511042,0.901670584,-1
3117.92,3038.683,2978.1345,73.49331006,93.2750184,95.7495084,74.75399839,3.352168407,3.172294104,3.387492117,3.170284635,2796.308016,2978.1345,3159.960984,0.884392572,1
3128.42,3060.896,2996.57,61.6459863,83.78652957,94.80014804,74.84672742,3.355820552,3.24613128,3.313169009,3.24194435,2833.239985,2996.57,3159.900015,0.90363065,2
3179.97,3082.274,3012.6515,62.21937072,86.67519601,97.27263904,77.31902284,3.477693867,3.297956545,3.342757795,3.318448191,2843.690438,3012.6515,3181.612562,0.995139229,-1
3166.47,3102.799,3027.72,50.62211867,85.86608129,85.84078479,72.90954305,3.64957595,3.353663416,3.236428732,3.321275971,2860.336193,3027.72,3195.103807,0.914466615,2
3237.9,3125.53,3042.6455,55.42380856,95.1466256,89.11142266,82.16106726,3.743904607,3.408821366,3.459355635,3.347840658,2857.170582,3042.6455,3228.120418,1.026363623,2
3282.36,3148.023,3059.076,68.75469714,106.6637935,92.9481822,94.91675226,3.930847198,3.484194985,3.830465707,3.436435376,2851.149988,3059.076,3267.002012,1.036931378,2
3327.14,3172.737,3078.4675,84.25676934,118.3571624,94.01913876,94.72627692,4.000065919,3.566994777,4.134281099,3.600657794,2847.746916,3078.4675,3309.188084,1.038904019,2
3374.75,3201.956,3099.781,98.90101103,131.3815664,93.91288664,96.34427883,4.060298205,3.654649053,4.601905748,3.852487384,2843.671178,3099.781,3355.890822,1.036818538,-2
3340.49,3227.615,3118.7775,98.15141197,137.5159702,85.87449493,88.26791017,4.138651037,3.745447305,4.936171762,4.19243599,2850.709524,3118.7775,3386.845476,0.913537833,1
3352.27,3250.769,3136.9115,97.44325168,143.3719303,81.26742851,87.22915299,4.234388655,3.843471777,5.114218237,4.523408511,2857.428156,3136.9115,3416.394844,0.885279668,2
3396.3,3278.607,3158.645,95.00734382,148.2648035,81.22328182,87.88568417,4.482280279,3.968633969,5.430425298,4.843400429,2869.62369,3158.645,3447.66631,0.911137505,1
3398.31,3305.596,3183.246,85.45705253,144.971625,75.47426444,87.86970184,4.650567849,4.0989533,5.335515113,5.083647232,2900.644277,3183.246,3465.847723,0.880507234,-2
3361.01,3323.7,3202.987,74.33964233,140.6771706,44.69006029,80.59622392,4.754958321,4.221773563,5.037088371,5.170683756,2928.75671,3202.987,3477.21729,0.78812098,2
3454.75,3352.528,3227.6635,61.35482917,139.3152413,80.24992058,82.76247646,4.969670459,4.357969769,4.79885173,5.14321975,2956.088099,3227.6635,3499.238901,0.91809107,2
3493.3,3378.068,3251.799,61.49435129,141.525038,82.70185039,84.40696609,5.114139965,4.489446743,4.541824387,5.02874098,2975.915912,3251.799,3527.682088,0.937687213,1
3501.24,3399.956,3273.9895,62.58724758,144.2130241,79.22468531,84.33344384,5.339135691,4.638232273,4.534675072,4.849590935,2992.866563,3273.9895,3555.112437,0.90418349,1
3519.81,3419.223,3295.98,67.16903272,146.5883388,80.9790923,83.32026041,5.366337899,4.783347795,4.563394542,4.695166821,3010.226722,3295.98,3581.733278,0.89164905,2
3591.12,3440.86,3321.408,83.99354724,151.6405965,100,87.39630484,5.304152433,4.91284795,4.600819893,4.607913125,3025.806058,3321.408,3617.009942,0.956208099,-2
3539.83,3460.794,3344.2045,81.13193935,148.2897327,72.66865608,77.5669704,5.135952856,5.01302175,4.492328231,4.546608425,3055.134594,3344.2045,3633.274406,0.838370574,2
3606.92,3486.259,3368.514,83.22139902,149.572478,76.27659574,78.45719496,4.931038406,5.062883764,4.781133249,4.594470197,3076.943563,3368.514,3660.084437,0.908830886,2
3651.97,3511.826,3395.2165,91.38624394,150.1501141,79.75208243,78.46738997,4.933197697,5.094287081,4.786879675,4.644911118,3102.520043,3395.2165,3687.912957,0.938600287,1
3667.56,3538.751,3422.1735,93.85606622,148.1132375,79.51104542,77.18705317,4.982475083,5.119566721,4.688897693,4.670011748,3133.447647,3422.1735,3710.899353,0.924947225,2
3743.63,3577.013,3450.3565,91.30193232,153.1423843,79.89337097,84.73428453,5.046146689,5.12806408,4.837365563,4.717320882,3151.827035,3450.3565,3748.885965,0.991196908,1
3755.82,3607.12,3479.824,96.02301414,152.3411927,100,84.74506225,5.12236385,5.128977845,4.918483562,4.802551949,3182.856345,3479.824,3776.791655,0.964690338,-2
3558.51,3613.641,3495.8545,89.42189546,142.0662683,43.00857861,61.04957698,5.042465365,5.096014476,4.304112199,4.707147739,3218.91636,3495.8545,3772.79264,0.613121833,2
3634.82,3626.999,3513.4775,80.27500101,135.9167263,47.72829629,64.62990684,4.8748028,5.041399464,4.167167713,4.583205346,3248.527024,3513.4775,3778.427976,0.728990908,2
3734.62,3648.48,3533.8515,77.08231271,137.0505318,57.26260613,71.45186665,4.737131815,4.978397174,4.082835884,4.461992984,3266.69083,3533.8515,3801.01217,0.875744866,2
3787.03,3668.071,3554.4655,85.33789473,142.7477427,54.95411168,70.02941602,4.659259333,4.925431227,4.022029272,4.298925726,3276.198922,3554.4655,3832.732078,0.917880763,-1
3786.61,3692.749,3576.7715,79.62321694,142.407097,53.61173021,68.53225501,4.596980748,4.888313709,3.848800118,4.084989037,3299.168962,3576.7715,3854.374038,0.877947734,-2
3740.94,3706.151,3596.205,74.69815503,136.5578726,83.21619752,64.45578231,4.296162745,4.817532048,3.276926649,3.879551927,3330.0047,3596.205,3862.4053,0.771853563,-2
3663.12,3707.266,3609.546,73.87826567,128.8142199,55.12458351,58.06625916,4.105016285,4.720036626,2.528327464,3.551783877,3358.440858,3609.546,3860.651142,0.60667643,-2
3555.09,3696.019,3617.385,87.83697127,119.7332059,18.43151046,48.0525377,3.676837161,4.567891123,2.292638783,3.193744457,3383.982013,3617.385,3850.787987,0.366550551,-1
3544.54,3676.11,3626.5615,97.83966419,105.2012762,0,50.26630933,3.182889013,4.352393918,1.678171694,2.724972942,3421.486459,3626.5615,3831.636541,0.300020764,1
3556.38,3656.166,3631.643,100.0873821,98.72041335,4.663069592,46.9519697,2.722033018,4.094568102,0.834761881,2.122165294,3439.201487,3631.643,3824.084513,0.304452276,-2
3397.4,3640.055,3626.848,126.9229257,107.7130293,3.22422526,36.50197775,1.852478343,3.758754273,-0.566631332,1.353453698,3416.876651,3626.848,3836.819349,-0.046379306,2
3440.82,3620.655,3623.827,141.7699395,112.1761668,16.6035695,38.32224305,1.022355511,3.346001351,-1.846899109,0.478408383,3405.155394,3623.827,3842.498606,0.081548323,-2
3344.46,3581.639,3615.0595,159.4997791,126.6523129,17.20691266,29.86247742,0.580125331,2.892764239,-3.175630403,-0.615245454,3368.168691,3615.0595,3861.950309,-0.048014527,-2
3140.27,3516.963,3592.517,194.2944207,165.348761,10.73447425,23.98593537,-0.295129927,2.349196387,-4.647195426,-1.880318878,3270.192926,3592.517,3914.841074,-0.201540836,2
3171.99,3455.501,3574.125,196.71581,190.1198745,14.05352834,31.00676154,-1.408265741,1.715370999,-5.687765737,-3.184824401,3203.513137,3574.125,3944.736863,-0.042528504,-2
3014.57,3382.864,3544.5075,213.035567,227.254567,14.09465214,21.77166107,-2.753664429,0.953295365,-7.035684285,-4.478634992,3101.506794,3544.5075,3987.508206,-0.098122636,2
3144.39,3330.991,3519.1285,199.965474,242.4558645,26.07544672,23.85239002,-3.899905651,0.111435052,-8.037702273,-5.716795625,3046.49501,3519.1285,3991.76199,0.103563323,2
3203.62,3295.844,3495.9315,186.6445258,249.5958592,37.90823861,24.30975719,-4.859709104,-0.782186961,-8.219352369,-6.725540018,3009.379598,3495.9315,3982.483402,0.199609128,1
3229.6,3264.35,3470.23,165.3768282,249.2124801,61.05104288,26.01224775,-5.58684261,-1.705395364,-8.409117387,-7.47792441,2984.425442,3470.23,3956.034558,0.252338676,-2
3109.83,3219.695,3437.9305,135.3184216,252.0956066,43.68575027,24.45167715,-6.149347573,-2.594487133,-8.523580849,-8.045087433,2946.505693,3437.9305,3929.355307,0.166174259,2
3172.39,3197.194,3418.6245,120.3676881,257.1104218,69.85856654,29.88597146,-6.66007798,-3.448090854,-7.872763279,-8.212503231,2917.424019,3418.6245,3919.824981,0.254355284,-1
3156.3,3168.742,3394.6985,84.73419312,258.1955798,52.09956634,32.32204126,-7.156407762,-4.307705642,-7.289473361,-8.062857449,2891.382657,3394.6985,3898.014343,0.263172069,-2
3046.78,3138.974,3360.3065,66.46262696,256.3384537,26.51533301,29.71472818,-7.377901733,-5.094680287,-6.203666668,-7.659720309,2860.610862,3360.3065,3860.002138,0.186282533,-2
2830.27,3107.974,3312.4685,118.0593104,261.7305681,11.9286872,24.63938194,-7.996621217,-5.826719784,-6.203787296,-7.218654291,2802.261696,3312.4685,3822.675304,0.027447992,1
2843.7,3075.145,3265.323,141.581258,256.7032586,18.17464304,28.47234102,-8.290137245,-6.44188343,-6.42417742,-6.798773605,2764.916226,3265.323,3765.729774,0.078719732,2
2890.93,3062.781,3222.8225,152.4410356,243.8579649,15.0603307,28.68362497,-7.998377451,-6.897269186,-6.691372902,-6.562495529,2747.455813,3222.8225,3698.189187,0.150908962,2
3051.96,3053.538,3192.2645,149.7209103,223.1973062,40.47506025,39.20265781,-7.759413056,-7.219458514,-6.057148907,-6.316030639,2757.172852,3192.2645,3627.356148,0.33876443,1
3077.14,3040.89,3168.367,140.7045318,207.3280148,53.27592904,47.31473683,-7.000403847,-7.376520874,-5.778050874,-6.23090748,2764.210295,3168.367,3572.523705,0.387139074,1
3104.21,3028.351,3146.3505,126.9319943,187.7328278,100,47.10549691,-6.41311373,-7.405828224,-5.35524525,-6.061199071,2780.391847,3146.3505,3512.309153,0.442424507,2
3170.97,3034.465,3127.08,132.6369825,161.3566765,100,57.23953415,-5.8137299,-7.311789549,-4.204652812,-5.617294149,2812.537932,3127.08,3441.622068,0.569768092,1
3194.91,3036.717,3116.9555,135.4013374,149.4131433,100,52.59263061,-5.238362154,-7.09867337,-2.222262351,-4.723472039,2825.695664,3116.9555,3408.215336,0.633822948,-2
3162.91,3037.378,3103.06,136.0644903,129.2739571,81.70905973,47.85073965,-4.441956351,-6.772457217,-0.314850502,-3.575012358,2851.058665,3103.06,3355.061335,0.618749371,2
3238.13,3056.513,3097.7435,150.2491987,120.7276197,85.77714565,50.42807961,-3.779406273,-6.303877779,1.457399556,-2.127922272,2862.402044,3097.7435,3333.084956,0.798261306,2
3293.39,3102.825,3105.3995,144.0101077,128.1908052,87.36077099,59.84975317,-3.114405354,-5.728796457,2.31791433,-0.593290356,2855.509617,3105.3995,3355.289383,0.876146681,1
3302.64,3148.719,3111.932,123.9927759,134.9153374,83.64593448,57.41328871,-2.155929269,-5.079635548,3.138316831,0.875303572,2848.93359,3111.932,3374.93041,0.86256493,-2
3258.24,3185.45,3124.1155,88.45331072,136.6514459,64.65090455,55.62086458,-0.669219198,-4.291836231,3.440432066,2.007842456,2857.732792,3124.1155,3390.498208,0.751751514,2
3320.1,3212.264,3132.901,84.02184242,143.5002117,81.95048579,65.90660428,0.684610006,-3.437945803,3.830375015,2.836887559,2853.16759,3132.901,3412.63441,0.834602506,-2
3199.69,3224.519,3132.7045,69.86875783,143.4009333,43.39927193,74.20711889,1.800959896,-2.525270955,3.8586855,3.317144748,2853.164619,3132.7045,3412.244381,0.619813852,1
3208.6,3234.958,3131.6545,56.39564774,142.729421,32.68390312,74.05341982,2.386817048,-1.614099072,4.101932609,3.673948404,2853.423637,3131.6545,3409.885363,0.638276357,-2
3131.03,3230.964,3132.7145,62.51334652,142.6375004,22.59939326,65.21816292,2.541637183,-0.749654701,3.57831386,3.76194781,2854.662824,3132.7145,3410.766176,0.496970887,-2
3060.07,3217.48,3127.0985,82.50114625,143.203198,20.83247476,50.58028878,2.565131148,0.028910576,2.698441657,3.613549728,2847.944076,3127.0985,3406.252924,0.37994369,1
3080.93,3209.282,3123.33,92.04702769,143.385886,9.966187941,50.27286996,2.242180644,0.697975789,1.808280631,3.209130851,2843.819452,3123.33,3402.840548,0.424153131,-1
3058.53,3191.322,3123.9175,102.6981771,143.0794715,14.83308421,46.68889533,1.987005151,1.264799179,0.875857683,2.612565288,2845.004263,3123.9175,3402.830737,0.382781648,-2
2972.64,3159.247,3131.036,116.4465182,130.7076962,7.51224431,36.01201811,1.769324939,1.700938535,-0.93881295,1.604416176,2876.239793,3131.036,3385.832207,0.189171197,-1
2972.29,3126.212,3137.4655,118.094303,118.4143219,10.40606605,33.75842647,1.38107932,1.928749482,-2.177228266,0.453307751,2906.633491,3137.4655,3368.297509,0.14221708,2
3004.8,3100.868,3143.159,113.7261219,108.2368612,32.94241096,38.47342713,0.739031062,1.934796266,-3.28069854,-0.742520289,2932.166515,3143.159,3354.151485,0.172123394,2
3163.71,3085.229,3148.7465,88.09296926,106.1453391,63.79390789,45.16464381,0.377286743,1.77661036,-3.304060838,-1.764988582,2941.831142,3148.7465,3355.661858,0.536158505,-1
3151.63,3080.423,3152.471,82.27334995,104.7988582,66.06612825,40.2417534,0.097177628,1.52220598,-3.003390039,-2.540838127,2948.180416,3152.471,3356.761584,0.497941657,2
3198.52,3079.415,3157.1865,80.57262731,104.6346728,95.04267369,43.18586387,-0.415919526,1.193588568,-2.616187817,-2.8763131,2953.215972,3157.1865,3361.157028,0.601322236,1
3227.4,3089.052,3160.008,92.33650341,105.7804613,95.67443692,47.93982471,-0.828316577,0.81653882,-1.9397148,-2.828810407,2953.80392,3160.008,3366.21208,0.663410927,1
3239.64,3107.009,3162.2445,102.9274392,107.0227917,95.33590734,44.24348224,-1.226440991,0.431136417,-0.802872318,-2.333245162,2953.618672,3162.2445,3370.870328,0.685488778,1
3241.71,3123.087,3166.1845,110.6675422,108.4890322,88.17541112,53.61916902,-1.356391892,0.059647856,0.289300441,-1.614572907,2954.700443,3166.1845,3377.668557,0.678560741,2
3329.16,3150.15,3170.736,125.2553656,113.4618108,100,59.14635997,-0.980509166,-0.245889267,1.606738264,-0.692547246,2949.558213,3170.736,3391.913787,0.85813723,2
3377.57,3190.643,3174.945,126.9354102,119.6442212,100,69.56977298,-0.56286888,-0.461883511,2.434305386,0.317551395,2941.715476,3174.945,3408.174524,0.934389688,-1
3369.28,3230.342,3178.277,112.2924873,124.2277383,94.76839581,77.25613948,-0.068812298,-0.551643884,3.30520953,1.366536261,2936.112557,3178.277,3420.441443,0.894366318,-1
3347.32,3264.594,3182.731,84.70149418,128.7598296,82.01331906,73.43620784,0.695978317,-0.51623371,3.828531445,2.292817013,2931.731884,3182.731,3433.730116,0.827867689,2
3413.25,3289.548,3187.3885,88.35728717,135.4986311,86.96345458,78.98702318,1.578750355,-0.351614518,4.509784645,3.136913854,2923.253042,3187.3885,3451.523958,0.927548617,1
3414.24,3315.809,3198.116,81.57710101,144.7041251,79.22104685,91.90071353,2.334748956,-0.045984686,4.939148995,3.803396,2916.03573,3198.116,3480.19627,0.883089537,-2
3314.72,3327.429,3203.422,70.54363747,147.0356023,34.02308201,77.34496031,2.632186945,0.338515705,5.090921967,4.334719316,2916.796845,3203.422,3490.047155,0.694152533,1
3329.33,3337.622,3213.337,61.23405331,148.5749814,40.16058322,76.67823027,3.048178069,0.813473378,4.767411572,4.627159725,2923.711042,3213.337,3502.962958,0.700246209,-2
3247.05,3338.363,3222.686,59.94794743,144.2427949,30.96115141,57.83860045,3.242402629,1.324450547,3.884904881,4.638434412,2941.505028,3222.686,3503.866972,0.543324411,2
3280.37,3342.229,3232.658,53.9709116,140.7793269,21.20319001,61.64351349,3.352285302,1.805872155,3.171534296,4.370784342,2958.228571,3232.658,3507.087429,0.586929452,2
3392.8,3348.593,3249.3715,55.97356123,138.8478222,46.86696282,65.70878748,3.658891012,2.274956587,2.840810908,3.951116725,2978.707266,3249.3715,3520.035734,0.764956507,2
3435.43,3354.379,3272.511,61.97093951,128.4777986,71.15714937,66.45468495,3.867748775,2.712352262,2.210460757,3.375024483,3022.061664,3272.511,3522.960336,0.825253408,1
3453.89,3362.84,3296.591,69.54462213,113.50704,71.54122856,66.78154617,3.886121446,3.06681261,1.635685384,2.748679245,3075.325045,3296.591,3517.856955,0.855452333,1
3464.32,3374.54,3319.567,76.16977397,96.57999488,100,67.21096009,3.698893392,3.302384058,1.576027407,2.28690375,3131.29793,3319.567,3507.83607,0.884431177,1
3483.02,3381.517,3335.5325,82.9987759,95.84904463,100,63.31060973,3.472728403,3.428826219,1.74807171,2.002211233,3148.688315,3335.5325,3522.376685,0.894680465,1
3495.79,3389.672,3352.7405,90.25990543,91.90778539,100,60.89946895,3.346722354,3.508219042,2.285705849,1.891190221,3173.579243,3352.7405,3531.901757,0.899219962,1
3503.78,3408.578,3368.0035,92.58636794,90.28130419,100,62.40729124,3.039111437,3.507211639,2.769786314,2.003055333,3192.012839,3368.0035,3543.994161,0.885749162,-1
3495.67,3425.212,3381.417,91.70483518,88.19670456,86.01724138,64.04377378,2.6192994,3.437977947,2.796718485,2.235261953,3209.489972,3381.417,3553.344028,0.832271782,1
3499.99,3450.506,3394.4345,69.23404577,85.33656207,84.37078435,59.29569616,2.458027811,3.338616003,2.674203065,2.454897084,3228.082916,3394.4345,3560.786084,0.81726629,1
3518.72,3474.341,3408.285,38.24772599,81.64416803,84.3798151,60.78670246,2.325049731,3.190411417,2.528691116,2.611020966,3249.131217,3408.285,3567.438783,0.846944313,2
3625.8,3497.641,3423.117,51.66988258,92.70833677,94.45394242,81.6228195,2.720939992,3.062988219,2.758350691,2.705549934,3242.395181,3423.117,3603.838819,1.06075963,1
3628.35,3516.933,3435.656,61.02896617,102.6499937,94.2396477,81.16090038,3.020129416,2.966766882,2.987609935,2.749114658,3235.554324,3435.656,3635.757676,0.981490221,1
3630.23,3534.567,3448.7035,66.05807479,110.0841606,100,97.96945418,3.098638186,2.900071859,3.154872963,2.820745554,3234.109965,3448.7035,3663.297035,0.922954261,1
3642.44,3552.379,3463.4595,68.96238338,115.4288007,100,97.85614211,3.121762762,2.861075677,3.287313904,2.943367722,3238.447344,3463.4595,3688.471656,0.897712957,-1
3631.01,3567.178,3474.3475,68.30027831,120.5979746,91.5427303,92.95322586,3.099625108,2.833620427,3.520116264,3.141652752,3239.258769,3474.3475,3709.436231,0.833198659,1
3665.51,3584.15,3486.911,69.6633173,126.9286823,81.73245965,92.74037747,3.098486586,2.840217666,3.825256386,3.355033891,3239.481448,3486.911,3734.340552,0.860908788,-2
3548.08,3588.58,3498.579,65.25357291,120.8470061,27.38236123,62.79303507,3.004548231,2.883023091,3.598877471,3.477287398,3263.004817,3498.579,3734.153183,0.605064569,2
3629.63,3601.976,3513.594,57.33000498,117.3156145,49.88332296,68.81730222,3.038102726,2.94747586,3.17172998,3.480658801,3284.903766,3513.594,3742.284234,0.753696885,-2
3485.77,3600.554,3525.53,60.24305828,99.57150935,29.85055431,50.24361723,2.862504491,3.007193055,2.24468783,3.272133586,3331.429395,3525.53,3719.630605,0.397578887,-2
3382.51,3586.933,3530.637,89.22761195,88.31906566,24.14689971,41.35135135,2.551973605,2.988419012,1.09446458,2.78700325,3358.471446,3530.637,3702.802554,0.069812321,2
3511.67,3575.52,3536.5805,90.9855974,82.3532489,36.62865487,50.50833043,2.46860365,2.927138372,0.396333205,2.101218613,3376.044464,3536.5805,3697.116536,0.422414616,2
3560.83,3568.768,3542.8505,89.11559445,78.95016786,51.25742125,53.98717447,2.403698821,2.849922887,-0.06432875,1.368577369,3388.94829,3542.8505,3696.75271,0.558412092,2
3597.33,3565.478,3550.0225,87.1807012,76.93289789,46.50387496,55.73060167,2.018477499,2.727335635,-0.540590135,0.626113346,3400.052673,3550.0225,3699.992327,0.657723393,-1
3590.88,3560.322,3556.3505,83.5733482,74.68470212,66.19418852,54.31053021,1.637721464,2.564901897,-0.545637606,0.068048259,3410.763214,3556.3505,3701.937786,0.618586934,2
3643.49,3561.57,3564.374,84.82995317,75.01111815,97.64495399,51.13027922,1.230081433,2.357301324,-0.713962275,-0.293637112,3418.150412,3564.374,3710.597588,0.770530907,1
3668.83,3561.902,3573.026,85.28720782,76.64574623,96.20722098,52.51322423,0.865534887,2.119633175,-0.222468494,-0.417397452,3423.615935,3573.026,3722.436065,0.820607584,-2
3624.02,3569.496,3579.038,87.27738681,75.63740878,69.06644137,49.63396089,0.596789616,1.848376163,0.573913198,-0.289749063,3431.593546,3579.038,3726.482454,0.6525388,-2
3554.48,3561.981,3581.9785,84.72223261,73.33387085,39.22012579,45.14355124,0.207400273,1.553364583,0.662086211,-0.049213793,3439.024468,3581.9785,3724.932532,0.403820481,1
3577.24,3571.128,3585.841,80.407818,70.77809533,46.82879197,47.06793321,0.142187424,1.285610563,0.619033901,0.183720508,3447.869092,3585.841,3723.812908,0.468830611,-1
3575.02,3590.379,3588.656,45.85138128,69.06694604,29.20993502,44.88554796,-0.104852401,0.999671002,0.451295097,0.416771982,3454.019736,3588.656,3723.292264,0.449359854,2
3612.75,3600.487,3588.0035,36.82508325,68.75851972,34.16356038,54.01701969,0.051799526,0.738348858,0.556638651,0.572593411,3453.96847,3588.0035,3722.03853,0.592313554,-1
3583.34,3602.738,3585.753,34.76181296,68.10192045,37.41803786,46.92551906,0.425545247,0.561356386,0.380111434,0.533833059,3452.997917,3585.753,3718.508083,0.490911836,-1
3560.72,3599.077,3582.2775,37.23452611,67.48349715,52.71919121,55.93362573,0.478307952,0.432532662,0.046369144,0.410689645,3450.727946,3582.2775,3713.827054,0.418063196,-2
3480.15,3588.004,3574.163,53.0492608,69.5928093,21.86612576,58.01800026,0.307164768,0.329986366,-0.301533134,0.226576238,3438.50164,3574.163,3709.82436,0.153501189,-2
3391.74,3562.829,3562.1995,77.76822537,79.20794946,14.58220608,39.4451974,-0.055362715,0.22766441,-0.619346478,0.012447923,3407.794781,3562.1995,3716.604219,-0.051989283,1
3396.62,3535.608,3548.755,83.93811421,83.45578902,2.16034353,34.32662022,-0.377420138,0.119418882,-0.969937747,-0.292867356,3386.069718,3548.755,3711.440282,0.032425436,-2
