date,open,cp
2007-1-30,2586.52,2551.88
2007-1-31,2544.3,2385.33
2007-2-1,2350.6,2395.17
2007-2-2,2397.06,2298
2007-2-5,2282.77,2271.8
2007-2-6,2271.37,2316.04
2007-2-7,2330.43,2369.79
2007-2-8,2376.63,2410.6
2007-2-9,2412.64,2397.25
2007-2-12,2397.85,2485.39
2007-2-13,2498.34,2522.63
2007-2-14,2527.56,2588.35
2007-2-15,2607.63,2668.63
2007-2-16,2692.67,2676.74
2007-2-26,2679.26,2707.68
2007-2-27,2717.81,2457.49
2007-2-28,2413.42,2544.57
2007-3-1,2550.26,2473.54
2007-3-2,2468.67,2508.73
2007-3-5,2503.82,2475.61
2007-3-6,2467.74,2520.29
2007-3-7,2532.98,2589.44
2007-3-8,2597.72,2627.63
2007-3-9,2632.8,2611.39
2007-3-12,2612.96,2616.17
2007-3-13,2620.72,2640.17
2007-3-14,2609.93,2597.36
2007-3-15,2595.54,2645.55
2007-3-16,2656.01,2604.23
2007-3-19,2533.71,2659.41
2007-3-20,2669.64,2672.77
2007-3-21,2685.93,2702.6
2007-3-22,2720.46,2711.32
2007-3-23,2710.36,2716.27
2007-3-26,2725.4,2764.03
2007-3-27,2770.35,2784.02
2007-3-28,2787.24,2797.65
2007-3-29,2802.38,2783.3
2007-3-30,2768.71,2781.78
2007-4-2,2793.96,2850.11
2007-4-3,2861.9,2888.11
2007-4-4,2893.38,2911.82
2007-4-5,2909.5,2945.04
2007-4-6,2921.73,2972.01
2007-4-9,2988.38,3038.17
2007-4-10,3053.35,3081.57
2007-4-11,3092.08,3121.32
2007-4-12,3129.25,3176.44
2007-4-13,3182.78,3169.23
2007-4-16,3177.3,3256
2007-4-17,3273.43,3283.6
2007-4-18,3294.21,3304.5
2007-4-19,3297.95,3150.3
2007-4-20,3165.67,3289.28
2007-4-23,3330.8,3431.32
2007-4-24,3462.48,3445.2
2007-4-25,3432.02,3448.28
2007-4-26,3465.11,3493.58
2007-4-27,3499.94,3470.52
2007-4-30,3487.36,3558.71
2007-5-8,3643.81,3686.03
2007-5-9,3699.3,3701.28
2007-5-10,3703.52,3724.51
2007-5-11,3696.29,3702.61
2007-5-14,3648.27,3734.42
2007-5-15,3739.05,3604.64
2007-5-16,3598,3700.29
2007-5-17,3716.44,3778.6
2007-5-18,3771.27,3776.63
2007-5-21,3650.8,3831.44
2007-5-22,3849.04,3870.49
2007-5-23,3879.76,3938.95
2007-5-24,3953.89,3919.75
2007-5-25,3907.73,3985.25
2007-5-28,4033.92,4072.58
2007-5-29,4090.9,4168.29
2007-5-30,3906.04,3886.46
2007-5-31,3828.92,3927.95
2007-6-1,3953.1,3803.95
2007-6-4,3804.96,3511.43
2007-6-5,3407,3634.63
2007-6-6,3652.89,3677.58
2007-6-7,3694.55,3802.3
2007-6-8,3814.19,3837.87
2007-6-11,3876.07,3931.86
2007-6-12,3953.96,4036.11
2007-6-13,4071.74,4118.27
2007-6-14,4103.52,4075.82
2007-6-15,4043.11,4099.38
2007-6-18,4178.76,4227.57
2007-6-19,4227.59,4253
2007-6-20,4268.65,4157.6
2007-6-21,4140.69,4197.28
2007-6-22,4203.13,4051.43
2007-6-25,4066.45,3877.59
2007-6-26,3804.41,3928.21
2007-6-27,3946.88,4040.48
2007-6-28,4038.38,3858.52
2007-6-29,3769.33,3764.08
2007-7-2,3746.18,3757.66
2007-7-3,3782.78,3832.23
2007-7-4,3840.41,3743.58
2007-7-5,3688.31,3537.44
2007-7-6,3517.6,3710.28
2007-7-9,3743.87,3821.3
2007-7-10,3832.76,3775.62
2007-7-11,3751.49,3789.87
2007-7-12,3799.19,3816.92
2007-7-13,3825.03,3820.12
2007-7-16,3824.91,3697.97
2007-7-17,3684.33,3789.65
2007-7-18,3776.94,3807.57
2007-7-19,3796.92,3807
2007-7-20,3808.08,3971.88
2007-7-23,4009.06,4156.72
2007-7-24,4187.33,4161.35
2007-7-25,4163.36,4255.46
2007-7-26,4282.68,4303.19
2007-7-27,4277.55,4307.14
2007-7-30,4305.18,4410.3
2007-7-31,4402.52,4460.56
2007-8-1,4479.3,4290.48
2007-8-2,4311.6,4436.19
2007-8-3,4472.89,4598.38
2007-8-6,4642.78,4703.98
2007-8-7,4715.39,4724.55
2007-8-8,4679.22,4668.09
2007-8-9,4666.42,4777.29
2007-8-10,4765.85,4726.68
2007-8-13,4724.52,4721.19
2007-8-14,4721.45,4795.57
2007-8-15,4804.68,4798.75
2007-8-16,4772.36,4721.94
2007-8-17,4694.2,4626.58
2007-8-20,4749.2,4885.43
2007-8-21,4915.52,4972.71
2007-8-22,4899.93,5051.69
2007-8-23,5075.51,5135.93
2007-8-24,5161.15,5217.58
2007-8-27,5250.62,5243.15
2007-8-28,5220.64,5251.77
2007-8-29,5215.65,5171.82
2007-8-30,5193.73,5241.23
2007-8-31,5255.09,5296.81
2007-9-3,5335.05,5419.17
2007-9-4,5421.25,5360.33
2007-9-5,5357.55,5363.25
2007-9-6,5389.49,5412.04
2007-9-7,5382.91,5294.79
2007-9-10,5226.74,5377.22
2007-9-11,5384.56,5124.09
2007-9-12,5102.58,5202.86
2007-9-13,5230.65,5349.97
2007-9-14,5362.46,5397.28
2007-9-17,5389.5,5498.91
2007-9-18,5524.1,5476.84
2007-9-19,5487.38,5419.27
2007-9-20,5436.64,5494.92
2007-9-21,5508.5,5468.1
2007-9-24,5481.38,5513.9
2007-9-25,5524.02,5454.62
2007-9-26,5433.63,5361.02
2007-9-27,5364.53,5427.66
2007-9-28,5479.85,5580.81
2007-10-8,5703.28,5653.14
2007-10-9,5638.63,5675.93
2007-10-10,5694.99,5685.76
2007-10-11,5695.13,5760.08
2007-10-12,5777.9,5737.22
2007-10-15,5761.87,5821.45
2007-10-16,5851.54,5877.2
2007-10-17,5862.38,5824.12
2007-10-18,5813.24,5615.75
2007-10-19,5651.03,5614.06
2007-10-22,5543.79,5472.68
2007-10-23,5467.83,5540.09
2007-10-24,5564.48,5588.01
2007-10-25,5549.66,5333.79
2007-10-26,5279.1,5394.81
2007-10-29,5428.68,5508.36
2007-10-30,5529.96,5596.07
2007-10-31,5663.76,5688.54
2007-11-1,5701.49,5605.23
2007-11-2,5514.85,5472.93
2007-11-5,5438.81,5360.31
2007-11-6,5331.31,5317.55
2007-11-7,5348.56,5350.63
2007-11-8,5321.86,5093.67
2007-11-9,5042.76,5040.52
2007-11-12,4916.82,4978.25
2007-11-13,5024.52,4939.24
2007-11-14,5013.78,5145.89
2007-11-15,5129.81,5081.11
2007-11-16,4999.84,5007.66
2007-11-19,5017.4,4994.42
2007-11-20,4962.63,5069.38
2007-11-21,5087.25,4997.62
2007-11-22,4902.63,4772.62
2007-11-23,4733.37,4856.16
2007-11-26,4931.6,4800.08
2007-11-27,4759.01,4711.15
2007-11-28,4724.47,4648.75
2007-11-29,4708.38,4842.07
2007-11-30,4841.08,4737.41
2007-12-3,4714.92,4772.67
2007-12-4,4786.64,4829.21
2007-12-5,4829.95,4965.95
2007-12-6,4986.25,4971.06
2007-12-7,4979.84,5041.35
2007-12-10,4961.67,5133.56
2007-12-11,5162.09,5140
2007-12-12,5108.58,5077.39
2007-12-13,5051.78,4884.3
2007-12-14,4827.39,4977.65
2007-12-17,4976.24,4857.29
2007-12-18,4827.26,4829.91
2007-12-19,4877.77,4946.29
2007-12-20,4968.03,5037.19
2007-12-21,5016.46,5101.85
2007-12-24,5142.16,5207.13
2007-12-25,5217.56,5216.81
2007-12-26,5231.97,5265.03
2007-12-27,5286.98,5367.53
2007-12-28,5379.52,5338.27
2008-1-2,5349.76,5385.1
2008-1-3,5381.15,5422.03
2008-1-4,5430.63,5483.65
2008-1-7,5480.44,5556.59
2008-1-8,5575.95,5528.05
2008-1-9,5507.12,5613.76
2008-1-10,5631.65,5672.15
2008-1-11,5688.56,5699.15
2008-1-14,5717.52,5731.76
2008-1-15,5743.43,5696.45
2008-1-16,5642.57,5505.72
2008-1-17,5445.8,5365.62
2008-1-18,5358.18,5414.47
2008-1-21,5424.64,5145.73
2008-1-22,5015.43,4753.87
2008-1-23,4787.17,4975.11
2008-1-24,5034.53,5027.21
2008-1-25,5022.9,5077.43
2008-1-28,5038.51,4731.88
2008-1-29,4742.9,4762.08
2008-1-30,4817.16,4710.65
2008-1-31,4693.61,4620.4
2008-2-1,4623.62,4571.94
2008-2-4,4695.55,4950.12
2008-2-5,4942.88,4921.83
2008-2-13,4858.81,4816.08
2008-2-14,4858.85,4880.25
2008-2-15,4846.02,4813.31
2008-2-18,4875.21,4910.99
2008-2-19,4926.84,5020.75
2008-2-20,5032.78,4908.72
2008-2-21,4878.57,4876.03
2008-2-22,4850.88,4702.24
2008-2-25,4704.32,4519.78
2008-2-26,4637.6,4515.53
2008-2-27,4543.1,4639.77
2008-2-28,4651.16,4622.06
2008-2-29,4616.24,4674.55
2008-3-3,4648.73,4790.74
2008-3-4,4813.4,4671.15
2008-3-5,4650.52,4628.72
2008-3-6,4645.07,4685.03
2008-3-7,4641.75,4621.69
2008-3-10,4588.77,4431.59
2008-3-11,4393.28,4441.18
2008-3-12,4534.81,4309.65
2008-3-13,4266.27,4198.96
2008-3-14,4179.44,4157.87
2008-3-17,4138.88,3965.28
2008-3-18,3924.87,3763.95
2008-3-19,3837.6,3888.86
2008-3-20,3833.21,4001.83
2008-3-21,3998.2,4037.83
2008-3-24,4086.07,3857.09
2008-3-25,3780.46,3905.77
2008-3-26,3926.86,3914.37
2008-3-27,3847.44,3748.92
2008-3-28,3712.98,3918.16
2008-3-31,3802.21,3790.53
2008-4-1,3776.27,3582.85
2008-4-2,3621.39,3547.98
2008-4-3,3518.22,3650.7
2008-4-7,3611.96,3845.82
2008-4-8,3852.01,3891.06
2008-4-9,3857.27,3688.12
2008-4-10,3641.66,3754.72
2008-4-11,3794.3,3783.73
2008-4-14,3699.14,3536.33
2008-4-15,3513.07,3583.3
2008-4-16,3573.66,3494.02
2008-4-17,3493.24,3386.63
2008-4-18,3356.56,3272.5
2008-4-21,3516.43,3267.55
2008-4-22,3207.88,3296.28
2008-4-23,3267.36,3453.73
2008-4-24,3739.32,3774.5
2008-4-25,3781.91,3803.07
2008-4-28,3740.95,3729.15
2008-4-29,3704.93,3776.94
2008-4-30,3793.85,3959.12
2008-5-5,4015.21,4055.78
2008-5-6,4021.07,4010.89
2008-5-7,3986.13,3821.32
2008-5-8,3774.04,3925.04
2008-5-9,3960.89,3878.92
2008-5-12,3804.99,3904.92
2008-5-13,3786.53,3851.69
2008-5-14,3843.47,3975.78
2008-5-15,4006.66,3948.09
2008-5-16,3948.03,3936.12
2008-5-19,3926.31,3914.07
2008-5-20,3911.1,3710.82
2008-5-21,3668.18,3783.05
2008-5-22,3732.64,3711.44
2008-5-23,3697.89,3675.15
2008-5-26,3643.01,3559.22
2008-5-27,3549.99,3576.2
2008-5-28,3583.28,3676.23
2008-5-29,3666.2,3580.87
2008-5-30,3585.6,3611.33
2008-6-2,3600.23,3625.83
2008-6-3,3624.57,3614.11
2008-6-4,3601.06,3546.92
2008-6-5,3529.98,3512.14
2008-6-6,3519.12,3489.5
2008-6-10,3344.45,3206.56
2008-6-11,3155.94,3140.3
2008-6-12,3123.64,3084.63
2008-6-13,3087.34,2979.12
2008-6-16,2981.08,2952.24
2008-6-17,2950.4,2842.68
2008-6-18,2820.24,2991.27
2008-6-19,2967.4,2773.08
2008-6-20,2795.47,2849.67
2008-6-23,2798.43,2789.94
2008-6-24,2775.69,2851.92
2008-6-25,2844.92,2969.54
2008-6-26,2964.52,2980.91
2008-6-27,2886.18,2816.02
2008-6-30,2782.84,2791.82
2008-7-1,2799.2,2698.35
2008-7-2,2702.63,2699.6
2008-7-3,2654.48,2760.61
2008-7-4,2751.21,2741.85
2008-7-7,2747.61,2882.76
2008-7-8,2900.57,2901.84
2008-7-9,2927,3015.13
2008-7-10,2970.98,2973.73
2008-7-11,2962.86,2953.5
2008-7-14,2927.24,2975.87
2008-7-15,2987.06,2852.98
2008-7-16,2818.76,2745.6
2008-7-17,2790.26,2718.07
2008-7-18,2746.54,2815.46
2008-7-21,2792.83,2911.05
2008-7-22,2905.28,2904.74
2008-7-23,2923.05,2883.32
2008-7-24,2905.04,2977.36
2008-7-25,2939.32,2939.2
2008-7-28,2959.11,2960.85
2008-7-29,2921.25,2905.63
2008-7-30,2940.02,2884.38
2008-7-31,2894.25,2805.21
2008-8-1,2786.12,2840.79
2008-8-4,2816.94,2773.15
2008-8-5,2780.76,2703.08
2008-8-6,2723.52,2721.69
2008-8-7,2717.66,2720.44
2008-8-8,2719.38,2591.46
2008-8-11,2579.8,2456.81
2008-8-12,2431.38,2444.16
2008-8-13,2427.5,2444.67
2008-8-14,2429.98,2443.51
2008-8-15,2440.39,2447.61
2008-8-18,2451.31,2313.4
2008-8-19,2285.51,2348.47
2008-8-20,2332.39,2532.94
2008-8-21,2494.26,2443.98
2008-8-22,2421.25,2404.93
2008-8-25,2408.03,2400.55
2008-8-26,2370.53,2331.53
2008-8-27,2322.54,2325.29
2008-8-28,2325.26,2335.86
2008-8-29,2347.4,2391.64
2008-9-1,2372.64,2309.17
2008-9-2,2292.69,2285.41
2008-9-3,2279.6,2245.96
2008-9-4,2238.65,2251.15
2008-9-5,2193.04,2183.43
2008-9-8,2189.82,2126.52
2008-9-9,2135.22,2139.15
2008-9-10,2124.97,2143.18
2008-9-11,2135.45,2072.13
2008-9-12,2071.06,2077.85
2008-9-16,2050.32,2000.65
2008-9-17,1981.25,1929.14
2008-9-18,1876.96,1895.99
2008-9-19,2065.78,2073.11
2008-9-22,2228.37,2207.61
2008-9-23,2141.6,2123.48
2008-9-24,2072.65,2138.85
