"","flight_num","plane_num","city1","city2","city3","city4","city5"
"141","CA1149/50","738","北京首都","鄂尔多斯","北京首都",NA,NA
"142","CA1237/8","738","北京首都","运城","北京首都",NA,NA
"143","CA1251/2","738","天津","乌鲁木齐","天津",NA,NA
"144","CA1251/2","738","天津","乌鲁木齐","天津",NA,NA
"145","CA1253/4","738","北京首都","包头","北京首都",NA,NA
"146","CA1265/6","738","天津","西安","天津",NA,NA
"147","CA1265/6","738","天津","西安","天津",NA,NA
"148","CA1371/2","738","天津","深圳","天津",NA,NA
"149","CA1371/2","738","天津","深圳","天津",NA,NA
"150","CA1371/2","738","天津","深圳","天津",NA,NA
"151","CA1389/90","738","天津","三亚","天津",NA,NA
"152","CA1389/90","738","天津","三亚","天津",NA,NA
"153","CA1401/2","738","天津","昆明","天津",NA,NA
"154","CA1449/50","738","天津","海拉尔","天津",NA,NA
"155","CA1529/30","738","天津","厦门","天津",NA,NA
"156","CA1529/30","738","天津","厦门","天津",NA,NA
"157","CA1655/6","738","北京首都","海拉尔","北京首都",NA,NA
"158","CA1693/4","738","北京首都","鄂尔多斯","北京首都",NA,NA
"159","CA1913/4","738","呼和浩特","海口","呼和浩特",NA,NA
"160","CA1927/8","738","呼和浩特","长沙","呼和浩特",NA,NA
"161","CA1933/4","738","呼和浩特","长沙","呼和浩特",NA,NA
"162","CA6001/2","738","北京首都","呼和浩特","北京首都",NA,NA
"163","CA6001/2","738","北京首都","呼和浩特","北京首都",NA,NA
"164","CA6001/2","738","北京首都","呼和浩特","北京首都",NA,NA
"165","CA6001/2","738","北京首都","呼和浩特","北京首都",NA,NA
"166","CA6003/4","738","呼和浩特","北京首都","呼和浩特",NA,NA
"167","CA6003/4","738","呼和浩特","北京首都","呼和浩特",NA,NA
"168","CA6005/6","738","包头","北京首都","包头",NA,NA
"169","CA6005/6","738","包头","北京首都","包头",NA,NA
"170","CA6005/6","738","包头","北京首都","包头",NA,NA
"171","CA6005/6","738","包头","北京首都","包头",NA,NA
"172","CA6007/8","738","北京首都","包头","北京首都",NA,NA
"173","CA6007/8","738","北京首都","包头","北京首都",NA,NA
"174","CA6007/8","738","北京首都","包头","北京首都",NA,NA
"175","CA7501/2","738","呼和浩特","长沙","呼和浩特",NA,NA
"176","CA8239/40","738","呼和浩特","武汉","呼和浩特",NA,NA
"177","FM9221/2","738","鄂尔多斯","西安","鄂尔多斯",NA,NA
"178","FM9287/8","738","天津","昆明","天津",NA,NA
"179","FM9291/2","738","天津","南京","福州","南京","天津"
"180","HU7101","738","北京首都","海拉尔",NA,NA,NA
"181","HU7101","738","北京首都","海拉尔",NA,NA,NA
"182","HU7101","738","北京首都","海拉尔",NA,NA,NA
"183","HU7102","738","海拉尔","北京首都",NA,NA,NA
"184","HU7102","738","海拉尔","北京首都",NA,NA,NA
"185","HU7102","738","海拉尔","北京首都",NA,NA,NA
"186","HU7115","738","北京首都","满洲里",NA,NA,NA
"187","HU7116","738","满洲里","北京首都",NA,NA,NA
"188","HU7125","738","北京首都","包头",NA,NA,NA
"189","HU7126","738","包头","北京首都",NA,NA,NA
"190","HU7126","738","包头","北京首都",NA,NA,NA
"191","HU7133","738","北京首都","满洲里",NA,NA,NA
"192","HU7133","738","北京首都","满洲里",NA,NA,NA
"193","HU7133","738","北京首都","满洲里",NA,NA,NA
"194","HU7133","738","北京首都","满洲里",NA,NA,NA
"195","HU7134","738","满洲里","北京首都",NA,NA,NA
"196","HU7134","738","满洲里","北京首都",NA,NA,NA
"197","HU7134","738","满洲里","北京首都",NA,NA,NA
"198","HU7134","738","满洲里","北京首都",NA,NA,NA
"199","HU7139","738","北京首都","包头",NA,NA,NA
"200","HU7140","738","包头","北京首都",NA,NA,NA
"201","HU7175","738","北京首都","呼和浩特",NA,NA,NA
"202","HU7176","738","呼和浩特","北京首都",NA,NA,NA
"203","HU7341","738","北京首都","呼和浩特",NA,NA,NA
"204","HU7341/2","738","北京首都","呼和浩特","北京首都",NA,NA
"205","HU7342","738","呼和浩特","北京首都",NA,NA,NA
"206","HU7342","738","呼和浩特","北京首都",NA,NA,NA
"207","HU7365","738","太原","杭州",NA,NA,NA
"208","HU7365","738","太原","杭州",NA,NA,NA
"209","HU7366","738","杭州","太原",NA,NA,NA
"210","HU7366","738","杭州","太原",NA,NA,NA
"211","HU7387","738","太原","长沙",NA,NA,NA
"212","HU7388","738","长沙","太原",NA,NA,NA
"213","HU7611","738","北京首都","长治",NA,NA,NA
"214","HU7611","738","北京首都","长治",NA,NA,NA
"215","HU7612","738","长治","北京首都",NA,NA,NA
"216","HU7612","738","长治","北京首都",NA,NA,NA
"217","HU7863","738","太原","合肥","厦门",NA,NA
"218","HU7864","738","厦门","合肥","太原",NA,NA
"219","HU7864","738","厦门","合肥","太原",NA,NA
"220","HU7877","738","太原","南京",NA,NA,NA
"221","HU7878","738","南京","太原",NA,NA,NA
"222","KN2259/60","738","北京南苑","鄂尔多斯","北京南苑",NA,NA
"223","KN2259/60","738","北京南苑","鄂尔多斯","北京南苑",NA,NA
"224","KN2261/2","738","北京南苑","鄂尔多斯","北京南苑",NA,NA
"225","KN2265/6","738","北京南苑","锡林浩特","北京南苑",NA,NA
"226","KN2749/50","738","北京南苑","海拉尔","北京南苑",NA,NA
"227","KN2911/2","738","北京南苑","包头","北京南苑",NA,NA
"228","KN2919/20","738","北京南苑","鄂尔多斯","北京南苑",NA,NA
"229","KN2941/2","738","北京南苑","鄂尔多斯","北京南苑",NA,NA
"230","MF8139/40","738","天津","厦门","海口","厦门","天津"
"231","MF8139/40","738","天津","厦门","海口","厦门","天津"
"232","MF8311/2","738","天津","郑州","三亚","郑州","天津"
"233","MF8377/8","738","天津","杭州","南宁","杭州","天津"
"234","MF8379/80","738","天津","深圳","天津",NA,NA
"235","MF8459/60","738","天津","西安","重庆","西安","天津"
"236","MF8459/60","738","天津","西安","重庆","西安","天津"
"237","MU5291","738","太原","北京首都",NA,NA,NA
"238","MU5293/4","738","太原","北京首都","太原",NA,NA
"239","MU5295","738","太原","北京首都",NA,NA,NA
"240","MU5296","738","北京首都","太原",NA,NA,NA
"241","MU5297","738","太原","北京首都",NA,NA,NA
"242","MU5298","738","北京首都","太原",NA,NA,NA
"243","MU5299","738","太原","北京首都",NA,NA,NA
"244","MU5300","738","北京首都","太原",NA,NA,NA
"245","NS3205/6","738","石家庄","温州","三亚","温州","石家庄"
"246","NS3255/6","738","石家庄","呼和浩特","石家庄",NA,NA
"247","CA1319/20","73G","天津","深圳","天津",NA,NA
"248","CA1467/8","73G","天津","长沙","昆明","长沙","天津"
"249","CA1467/8","73G","天津","长沙","昆明","长沙","天津"
"250","CA1467/8","73G","天津","长沙","昆明","长沙","天津"
"251","CA7503/4","73G","呼和浩特","长沙","呼和浩特",NA,NA
"252","KN2289/90","73G","北京南苑","鄂尔多斯","北京南苑",NA,NA
"253","KN2291/2","73G","北京南苑","海拉尔","北京南苑",NA,NA
"254","KN2923/4","73G","北京南苑","长治","北京南苑",NA,NA
"255","KN2935/6","73G","北京南苑","满洲里","北京南苑",NA,NA
"256","KN2937/8","73G","北京南苑","呼和浩特","北京南苑",NA,NA
"257","KN2943/4","73G","北京南苑","长治","北京南苑",NA,NA
"258","KN2945/6","73G","北京南苑","包头","北京南苑",NA,NA
"259","MU2095/6","73G","太原","运城","厦门","运城","太原"
"260","MU2169/70","73G","太原","运城","福州","运城","太原"
"261","MU2169/70","73G","太原","运城","福州","运城","太原"
"262","MU2169/70","73G","太原","运城","福州","运城","太原"
"263","MU2275","73G","太原","长沙","三亚",NA,NA
"264","MU2276","73G","三亚","长沙","太原",NA,NA
"265","MU2276","73G","三亚","长沙","太原",NA,NA
"266","MU2293","73G","太原","长沙","海口",NA,NA
"267","MU2363","73G","太原","武汉","深圳",NA,NA
"268","MU2364","73G","深圳","武汉","太原",NA,NA
"269","MU2405","73G","石家庄","西安","库尔勒",NA,NA
"270","MU2405","73G","石家庄","西安","库尔勒",NA,NA
"271","MU2406","73G","库尔勒","西安","石家庄",NA,NA
"274","MU5205/6","73G","太原","运城","海口","运城","太原"
"275","MU5233/4","73G","太原","成都","太原",NA,NA
"276","MU5253","73G","太原","南京","福州",NA,NA
"277","MU5254","73G","福州","南京","太原",NA,NA
"278","MU5292","73G","北京首都","太原",NA,NA,NA
"279","MU5439/40","73G","石家庄","成都","石家庄",NA,NA
"280","MU5651/2","73G","太原","无锡","厦门","无锡","太原"
"281","GS6401/2","DON","天津","杭州","天津",NA,NA
"282","GS6417/8","E90","北京首都","海拉尔","北京首都",NA,NA
"283","GS6531/2","E90","包头","西安","南宁","西安","包头"
"284","GS6531/2","E90","包头","西安","南宁","西安","包头"
"285","GS6533/4","E90","太原","贵阳","南宁","贵阳","太原"
"286","GS6533/4","E90","太原","贵阳","南宁","贵阳","太原"
"287","GS6533/4","E90","太原","贵阳","南宁","贵阳","太原"
"288","GS6559/60","E90","鄂尔多斯","天津","大连","天津","鄂尔多斯"
"289","GS6603/4","E90","天津","宁波","天津",NA,NA
"290","GS6605/6","E90","天津","海拉尔","天津",NA,NA
"291","GS6609/10","E90","天津","郑州","贵阳","郑州","天津"
"292","GS6609/10","E90","天津","郑州","贵阳","郑州","天津"
"293","GS6611/2","E90","天津","无锡","天津",NA,NA
"294","GS6611/2","E90","天津","无锡","天津",NA,NA
"295","GS6613/4","E90","天津","温州","天津",NA,NA
"296","GS6613/4","E90","天津","温州","天津",NA,NA
"297","GS6613/4","E90","天津","温州","天津",NA,NA
"298","GS6615/6","E90","天津","南京","天津",NA,NA
"299","GS6617/8","E90","天津","阜阳","厦门","阜阳","天津"
"300","GS6617/8","E90","天津","阜阳","厦门","阜阳","天津"
"301","GS6619/20","E90","天津","常州","泉州","常州","天津"
"302","GS6619/20","E90","天津","常州","泉州","常州","天津"
"303","GS6627/8","E90","天津","郑州","福州","郑州","天津"
"304","GS6627/8","E90","天津","郑州","福州","郑州","天津"
"305","GS6627/8","E90","天津","郑州","福州","郑州","天津"
"306","GS6629/30","E90","天津","大连","天津",NA,NA
"307","GS6671/2","E90","天津","杭州","天津",NA,NA
"308","GS6677/8","E90","天津","运城","重庆","运城","天津"
"309","GS6677/8","E90","天津","运城","重庆","运城","天津"
"310","GS6677/8","E90","天津","运城","重庆","运城","天津"
"311","GS6681/2","E90","天津","武汉","南宁","武汉","天津"
"312","GS6681/2","E90","天津","武汉","南宁","武汉","天津"
"313","GS6695/6","E90","天津","武汉","南宁","武汉","天津"
"314","GS6695/6","E90","天津","武汉","南宁","武汉","天津"
"315","GS7419/20","E90","天津","大连","天津",NA,NA
"316","GS7419/20","E90","天津","大连","天津",NA,NA
"317","GS7455/6","E90","天津","青岛","天津",NA,NA
"318","GS7465","E90","天津","西安","贵阳",NA,NA
"319","GS7465","E90","天津","西安","贵阳",NA,NA
"320","GS7466","E90","贵阳","西安","天津",NA,NA
"321","GS7561/2","E90","天津","长沙","海口","长沙","天津"
"322","GS7561/2","E90","天津","长沙","海口","长沙","天津"
"323","GS7575","E90","天津","青岛",NA,NA,NA
"324","GS7575","E90","天津","青岛",NA,NA,NA
"325","GS7576","E90","青岛","天津",NA,NA,NA
"326","GS7579/80","E90","天津","大连","天津",NA,NA
"327","VD8357/8","E90","呼和浩特","海拉尔","呼和浩特",NA,NA
"328","GS6425/6","EMB","呼和浩特","鄂尔多斯","呼和浩特",NA,NA
"329","GS6427/8","EMB","呼和浩特","锡林浩特","呼和浩特",NA,NA
"330","GS6429/30","EMB","锡林浩特","呼和浩特","乌海","呼和浩特","锡林浩特"
"331","GS6435/6","EMB","呼和浩特","通辽","长春","通辽","呼和浩特"
"332","GS6439/40","EMB","呼和浩特","乌兰浩特","沈阳","乌兰浩特","呼和浩特"
"333","GS6441/2","EMB","鄂尔多斯","呼和浩特","满洲里","呼和浩特","鄂尔多斯"
"334","GS6549/50","EMB","海拉尔","哈尔滨","海拉尔",NA,NA
"335","GS6625/6","EMB","天津","西安","嘉峪关","西安","天津"
"336","GS6631/2","EMB","天津","大连","天津",NA,NA
"337","GS6651/2","EMB","天津","满洲里","天津",NA,NA
"338","GS6655/6","EMB","天津","黄山","天津",NA,NA
"339","GS6693/4","EMB","天津","常州","珠海","常州","天津"
"340","MU2537/8","EMB","厦门","邯郸","厦门",NA,NA
"341","GS6433/4","ERJ","呼和浩特","二连浩特","呼和浩特",NA,NA
"342","GS6477/8","ERJ","呼和浩特","济南","温州","济南","呼和浩特"
"343","GS6477/8","ERJ","呼和浩特","济南","温州","济南","呼和浩特"
"344","GS6479/80","ERJ","呼和浩特","乌海","呼和浩特",NA,NA
"345","GS6485/6","ERJ","呼和浩特","满洲里","哈尔滨","满洲里","呼和浩特"
"346","GS6485/6","ERJ","呼和浩特","满洲里","哈尔滨","满洲里","呼和浩特"
"347","GS6487/8","ERJ","呼和浩特","乌兰浩特","呼和浩特",NA,NA
"348","GS6491/2","ERJ","呼和浩特","锡林浩特","呼和浩特",NA,NA
"349","GS6491/2","ERJ","呼和浩特","锡林浩特","呼和浩特",NA,NA
"350","GS6493/4","ERJ","呼和浩特","锡林浩特","呼和浩特",NA,NA
"351","GS6495/6","ERJ","乌兰浩特","呼和浩特","鄂尔多斯","呼和浩特","乌兰浩特"
"352","GS6497/8","ERJ","呼和浩特","太原","南昌","太原","呼和浩特"
"353","GS6497/8","ERJ","呼和浩特","太原","南昌","太原","呼和浩特"
"354","GS6539/40","ERJ","呼和浩特","通辽","呼和浩特",NA,NA
"355","GS6539/40","ERJ","呼和浩特","通辽","呼和浩特",NA,NA
"356","GS6547/8","ERJ","呼和浩特","海拉尔","呼和浩特",NA,NA
"357","GS6551/2","ERJ","呼和浩特","锡林浩特","呼和浩特",NA,NA
"358","GS6553/4","ERJ","呼和浩特","乌兰浩特","呼和浩特",NA,NA
"359","GS6577/8","ERJ","呼和浩特","海拉尔","呼和浩特",NA,NA
"360","GS6579","ERJ","天津","威海",NA,NA,NA
"361","GS6579","ERJ","天津","威海",NA,NA,NA
"362","GS6579","ERJ","天津","威海",NA,NA,NA
"363","GS6580","ERJ","威海","天津",NA,NA,NA
"364","GS6601/2","ERJ","天津","太原","天津",NA,NA
"365","GS6607/8","ERJ","天津","石家庄","银川","石家庄","天津"
"366","GS6607/8","ERJ","天津","石家庄","银川","石家庄","天津"
"367","GS6687/8","ERJ","天津","太原","兰州","太原","天津"
"368","GS6687/8","ERJ","天津","太原","兰州","太原","天津"
"369","GS7413/4","ERJ","呼和浩特","锡林浩特","呼和浩特",NA,NA
"370","GS7421/2","ERJ","天津","烟台","天津",NA,NA
"371","GS7453/4","ERJ","呼和浩特","赤峰","沈阳","赤峰","呼和浩特"
"372","GS7453/4","ERJ","呼和浩特","赤峰","沈阳","赤峰","呼和浩特"
"373","GS7467/8","ERJ","呼和浩特","天津","烟台","天津","呼和浩特"
"374","GS7467/8","ERJ","呼和浩特","天津","烟台","天津","呼和浩特"
"375","GS7469/70","ERJ","呼和浩特","赤峰","大连","赤峰","呼和浩特"
"376","GS7475/6","ERJ","太原","济南","威海","济南","太原"
"377","GS7497/8","ERJ","天津","青岛","天津",NA,NA
"378","GS7581/2","ERJ","天津","太原","西安","太原","天津"
"379","MU2735/6","ERJ","太原","大同","太原",NA,NA
"380","MU2743/4","ERJ","运城","太原","运城",NA,NA
"381","MU2745/6","ERJ","太原","长治","太原",NA,NA
"382","MU2873/4","ERJ","运城","武汉","厦门","武汉","运城"
"383","MU2873/4","ERJ","运城","武汉","厦门","武汉","运城"
"384","MU3193","ERJ","鄂尔多斯","呼和浩特","锡林浩特",NA,NA
"385","MU3194","ERJ","锡林浩特","呼和浩特","鄂尔多斯",NA,NA
"386","MU3407/8","ERJ","呼和浩特","锡林浩特","呼和浩特",NA,NA
"388","NS3215/6","ERJ","石家庄","宁波","海口","宁波","石家庄"
"389","NS3223/4","ERJ","呼和浩特","邯郸","温州","邯郸","呼和浩特"
"390","NS3227/8","ERJ","石家庄","南昌","珠海","南昌","石家庄"
"391","NS3233","ERJ","石家庄","呼和浩特",NA,NA,NA
"392","NS3234","ERJ","呼和浩特","石家庄",NA,NA,NA
"393","NS3235/6","ERJ","石家庄","唐山","石家庄",NA,NA
"394","BK2861/2","MA6","天津","烟台","天津",NA,NA
"395","JR1517","MA6","太原","榆林","银川",NA,NA
"396","JR1518","MA6","银川","榆林","太原",NA,NA
"397","JR1531/2","MA6","太原","郑州","太原",NA,NA
"398","JR1531/2","MA6","太原","郑州","太原",NA,NA
"399","JR1545/6","MA6","太原","运城","太原",NA,NA
"400","CA1733/4","319","杭州","深圳","杭州",NA,NA
"401","CA1735/6","319","杭州","深圳","杭州",NA,NA
"402","CA1751","319","杭州","贵阳","昆明",NA,NA
"403","CA1752","319","昆明","杭州",NA,NA,NA
"404","CA1755/6","319","杭州","昆明","杭州",NA,NA
"405","CA1759/60","319","杭州","重庆","杭州",NA,NA
"406","CA1761/2","319","杭州","重庆","杭州",NA,NA
"407","CA1763/4","319","杭州","长沙","南宁","长沙","杭州"
"408","CA1765/6","319","杭州","大连","杭州",NA,NA
"409","CA1769/70","319","杭州","重庆","杭州",NA,NA
"410","CA1771/2","319","杭州","北海","杭州",NA,NA
"411","CA1773/4","319","杭州","广元","杭州",NA,NA
"412","CA1785/6","319","杭州","西安","乌鲁木齐","西安","杭州"
"413","CA1787/8","319","杭州","青岛","哈尔滨","青岛","杭州"
"414","CA1793/4","319","杭州","呼和浩特","杭州",NA,NA
"415","CA1961/2","319","上海浦东","青岛","上海浦东",NA,NA
"416","CA1965/6","319","温州","上海浦东","温州",NA,NA
"417","CA1967/8","319","温州","上海浦东","温州",NA,NA
"418","EU2726/5","319","南京","长沙","海口","长沙","南京"
"419","EU2739","319","杭州","三亚",NA,NA,NA
"420","EU2740","319","三亚","杭州",NA,NA,NA
"421","JD5127","319","南京","丽江",NA,NA,NA
"422","JD5128","319","丽江","南京",NA,NA,NA
"423","JD5157/8","319","杭州","昆明","杭州",NA,NA
"424","JD5297/8","319","杭州","丽江","杭州",NA,NA
"425","JD5610/09","319","海口","温州","海口",NA,NA
"426","MU5170/71","319","合肥","黄山","合肥",NA,NA
"427","MU5339/40","319","南昌","海口","南昌",NA,NA
"428","MU5449/50","319","济南","成都","济南",NA,NA
"429","MU5449/50","319","济南","成都","济南",NA,NA
"430","MU5449/50","319","济南","成都","济南",NA,NA
"431","MU5455/6","319","济南","乌鲁木齐","济南",NA,NA
"432","MU5455/6","319","济南","乌鲁木齐","济南",NA,NA
"433","MU5465","319","上海浦东","南昌",NA,NA,NA
"434","MU5466","319","南昌","上海浦东",NA,NA,NA
"435","MU5471","319","济南","重庆",NA,NA,NA
"436","MU5471","319","济南","重庆",NA,NA,NA
"437","MU5472","319","重庆","济南",NA,NA,NA
"438","MU5472","319","重庆","济南",NA,NA,NA
"439","MU5505","319","上海浦东","福州",NA,NA,NA
"440","MU5506","319","福州","上海浦东",NA,NA,NA
"441","MU5563/4","319","上海浦东","厦门","上海浦东",NA,NA
"442","MU5587","319","上海浦东","福州",NA,NA,NA
