"","flight_num","plane_num","city1","city2","city3","city4","city5"
"1227","MF8421/2","757","福州","桂林","贵阳","桂林","福州"
"1228","MF8581/2","757","厦门","南昌","厦门",NA,NA
"1229","MF8589/90","757","福州","上海虹桥","福州",NA,NA
"1230","MF8589/90","757","福州","上海虹桥","福州",NA,NA
"1231","FM9241/2","CR2","上海虹桥","徐州","上海虹桥",NA,NA
"1232","FM9273/4","CR2","衢州","厦门","衢州",NA,NA
"1233","FM9275/6","CR2","上海虹桥","安庆","上海虹桥",NA,NA
"1234","FM9421","CR2","上海虹桥","徐州",NA,NA,NA
"1235","FM9422","CR2","徐州","上海虹桥",NA,NA,NA
"1236","FM9423","CR2","上海虹桥","舟山",NA,NA,NA
"1237","FM9424","CR2","舟山","上海虹桥",NA,NA,NA
"1238","FM9425","CR2","上海虹桥","舟山",NA,NA,NA
"1239","FM9426","CR2","舟山","上海虹桥",NA,NA,NA
"1240","FM9427","CR2","上海浦东","舟山",NA,NA,NA
"1241","FM9428","CR2","舟山","上海浦东",NA,NA,NA
"1242","FM9429/30","CR2","九江","厦门","九江",NA,NA
"1243","FM9431","CR2","上海虹桥","舟山",NA,NA,NA
"1244","FM9432","CR2","舟山","上海虹桥",NA,NA,NA
"1245","FM9439/40","CR2","上海浦东","烟台","上海浦东",NA,NA
"1246","FM9511/2","CR2","上海虹桥","衢州","上海虹桥",NA,NA
"1247","SC4611/2","CR2","青岛","太原","乌鲁木齐","太原","青岛"
"1248","SC4611/2","CR2","青岛","太原","乌鲁木齐","太原","青岛"
"1249","SC4621","CR2","青岛","大连",NA,NA,NA
"1250","SC4621","CR2","青岛","大连",NA,NA,NA
"1251","SC4622","CR2","大连","青岛",NA,NA,NA
"1252","SC4622","CR2","大连","青岛",NA,NA,NA
"1253","SC4623/4","CR2","青岛","大连","青岛",NA,NA
"1254","SC4625","CR2","青岛","大连",NA,NA,NA
"1255","SC4626","CR2","大连","青岛",NA,NA,NA
"1256","SC4629/30","CR2","青岛","大连","青岛",NA,NA
"1257","SC4709","CR2","青岛","宁波","厦门",NA,NA
"1258","SC4710","CR2","厦门","宁波","青岛",NA,NA
"1259","SC4717/8","CR2","青岛","天津","呼和浩特","天津","青岛"
"1260","SC4730","CR2","福州","南京","青岛",NA,NA
"1261","SC4731","CR2","青岛","温州","深圳",NA,NA
"1262","SC4732","CR2","深圳","温州","青岛",NA,NA
"1263","SC4752","CR2","桂林","郑州","青岛",NA,NA
"1264","SC4777/8","CR2","青岛","天津","青岛",NA,NA
"1265","SC4798","CR2","银川","武汉","厦门",NA,NA
"1266","SC4803","CR2","厦门","南京","太原",NA,NA
"1267","SC4804","CR2","太原","南京","厦门",NA,NA
"1268","SC4813","CR2","烟台","杭州",NA,NA,NA
"1269","SC4814","CR2","杭州","烟台",NA,NA,NA
"1270","SC4827/8","CR2","烟台","大连","哈尔滨","大连","烟台"
"1271","SC4835/6","CR2","济南","合肥","宁波","合肥","济南"
"1272","SC4847/8","CR2","烟台","天津","烟台",NA,NA
"1273","SC4873/4","CR2","烟台","济南","昆明","济南","烟台"
"1274","SC4893/4","CR2","济南","长沙","济南",NA,NA
"1275","SC4893/4","CR2","济南","长沙","济南",NA,NA
"1276","SC4919/20","CR2","济南","合肥","贵阳","合肥","济南"
"1277","SC4919/20","CR2","济南","合肥","贵阳","合肥","济南"
"1278","SC4923/4","CR2","济南","大连","济南",NA,NA
"1279","SC4923/4","CR2","济南","大连","济南",NA,NA
"1280","SC4933/4","CR2","济南","武汉","南宁","武汉","济南"
"1281","SC4985/6","CR2","济南","威海","大庆","威海","济南"
"1282","SC4991/2","CR2","济南","南京","福州","南京","济南"
"1283","SC4995/6","CR2","济南","威海","长春","威海","济南"
"1284","GS6523/4","E90","温州","南昌","南宁","南昌","温州"
"1285","GS7491/2","E90","潍坊","上海浦东","潍坊",NA,NA
"1286","GS7567/8","E90","杭州","揭阳","海口","揭阳","杭州"
"1287","VD8345/6","E90","泉州","珠海","泉州",NA,NA
"1288","GS6503/4","EMB","宁波","长沙","南宁","长沙","宁波"
"1289","GS6503/4","EMB","宁波","长沙","南宁","长沙","宁波"
"1290","MU2751/2","EMB","南京","太原","鄂尔多斯","太原","南京"
"1291","MU2863/4","EMB","南京","柳州","南京",NA,NA
"1292","MU2863/4","EMB","南京","柳州","南京",NA,NA
"1293","MU2919/20","EMB","淮安","武汉","重庆","武汉","淮安"
"1294","MU2943/4","EMB","淮安","宁波","淮安",NA,NA
"1295","MU2949/50","EMB","淮安","厦门","淮安",NA,NA
"1296","MU2673","ERJ","厦门","温州","连云港",NA,NA
"1297","MU2674","ERJ","连云港","温州","厦门",NA,NA
"1298","MU2711","ERJ","南京","揭阳",NA,NA,NA
"1299","MU2712","ERJ","揭阳","南京",NA,NA,NA
"1300","MU2721/2","ERJ","南京","揭阳","湛江","揭阳","南京"
"1301","MU2721/2","ERJ","南京","揭阳","湛江","揭阳","南京"
"1302","MU2739","ERJ","南京","太原",NA,NA,NA
"1303","MU2740","ERJ","太原","南京",NA,NA,NA
"1304","MU2741","ERJ","南京","运城",NA,NA,NA
"1305","MU2742","ERJ","运城","南京",NA,NA,NA
"1306","MU2761","ERJ","南京","烟台",NA,NA,NA
"1307","MU2761","ERJ","南京","烟台",NA,NA,NA
"1308","MU2761/2","ERJ","南京","烟台","南京",NA,NA
"1309","MU2762","ERJ","烟台","南京",NA,NA,NA
"1310","MU2767/8","ERJ","南京","石家庄","呼和浩特","石家庄","南京"
"1311","MU2775/6","ERJ","南京","万县","南京",NA,NA
"1312","MU2775/6","ERJ","南京","万县","南京",NA,NA
"1313","MU2775/6","ERJ","南京","万县","南京",NA,NA
"1314","MU2785/6","ERJ","揭阳","杭州","揭阳",NA,NA
"1315","MU2785/6","ERJ","揭阳","杭州","揭阳",NA,NA
"1316","MU2785/6","ERJ","揭阳","杭州","揭阳",NA,NA
"1317","MU2813","ERJ","南京","威海","沈阳",NA,NA
"1318","MU2814","ERJ","沈阳","威海","南京",NA,NA
"1319","MU2871/2","ERJ","南京","烟台","长春","烟台","南京"
"1320","MU2879/80","ERJ","烟台","大连","牡丹江","大连","烟台"
"1321","MU2881","ERJ","南京","上海浦东",NA,NA,NA
"1322","MU2882","ERJ","上海浦东","南京",NA,NA,NA
"1323","MU2891","ERJ","南京","上海浦东",NA,NA,NA
"1324","MU2892","ERJ","上海浦东","南京",NA,NA,NA
"1325","MU2909/10","ERJ","淮安","上海浦东","淮安",NA,NA
"1326","MU3201","ERJ","武汉","烟台",NA,NA,NA
"1327","MU3202","ERJ","烟台","武汉",NA,NA,NA
"1328","MU3205","ERJ","柳州","长沙","青岛",NA,NA
"1329","MU3206","ERJ","青岛","长沙","柳州",NA,NA
"1330","MU3233","ERJ","武汉","南昌","赣州",NA,NA
"1331","MU3234","ERJ","赣州","南昌","武汉",NA,NA
"1332","MU3235","ERJ","赣州","长沙",NA,NA,NA
"1333","MU3235/6","ERJ","赣州","长沙","赣州",NA,NA
"1334","MU3236","ERJ","长沙","赣州",NA,NA,NA
"1335","MU3237","ERJ","武汉","南昌","赣州",NA,NA
"1336","MU3238","ERJ","赣州","南昌","武汉",NA,NA
"1337","MU3241","ERJ","柳州","武汉","温州",NA,NA
"1338","MU3242","ERJ","温州","武汉","柳州",NA,NA
"1339","BK2863/4","MA6","烟台","大连","锦州","大连","烟台"
"1340","CZ3235/6","319","桂林","广州","桂林",NA,NA
"1341","CZ3259/60","319","桂林","广州","桂林",NA,NA
"1342","CZ3297/8","319","南宁","广州","南宁",NA,NA
"1343","CZ3297/8","319","南宁","广州","南宁",NA,NA
"1344","CZ3297/8","319","南宁","广州","南宁",NA,NA
"1345","CZ3303","319","广州","桂林",NA,NA,NA
"1346","CZ3303","319","广州","桂林",NA,NA,NA
"1347","CZ3304","319","桂林","广州",NA,NA,NA
"1348","CZ3304","319","桂林","广州",NA,NA,NA
"1349","CZ3305/6","319","广州","南宁","广州",NA,NA
"1350","CZ3311/2","319","广州","宜昌","广州",NA,NA
"1351","CZ3311/2","319","广州","宜昌","广州",NA,NA
"1352","CZ3321/2","319","广州","湛江","广州",NA,NA
"1353","CZ3323/4","319","广州","湛江","广州",NA,NA
"1354","CZ3327/8","319","广州","湛江","广州",NA,NA
"1355","CZ3327/8","319","广州","湛江","广州",NA,NA
"1356","CZ3329/30","319","广州","湛江","广州",NA,NA
"1357","CZ3331/2","319","广州","南宁","广州",NA,NA
"1358","CZ3331/2","319","广州","南宁","广州",NA,NA
"1359","CZ3337","319","广州","梅州",NA,NA,NA
"1360","CZ3337","319","广州","梅州",NA,NA,NA
"1361","CZ3338","319","梅州","广州",NA,NA,NA
"1362","CZ3338","319","梅州","广州",NA,NA,NA
"1363","CZ3353","319","广州","北海",NA,NA,NA
"1364","CZ3354","319","北海","广州",NA,NA,NA
"1365","CZ3381/2","319","广州","张家界","广州",NA,NA
"1366","CZ3385/6","319","广州","张家界","广州",NA,NA
"1367","CZ3433/4","319","深圳","成都","深圳",NA,NA
"1368","CZ3451/2","319","深圳","昆明","丽江","昆明","深圳"
"1369","CZ3565/6","319","深圳","合肥","深圳",NA,NA
"1370","CZ3577/8","319","深圳","福州","深圳",NA,NA
"1371","CZ3577/8","319","深圳","福州","深圳",NA,NA
"1372","CZ3583/4","319","深圳","南昌","深圳",NA,NA
"1373","CZ3583/4","319","深圳","南昌","深圳",NA,NA
"1374","CZ3673","319","深圳","南宁",NA,NA,NA
"1375","CZ3673/4","319","深圳","南宁","深圳",NA,NA
"1376","CZ3719/20","319","广州","柳州","广州",NA,NA
"1377","CZ3721/2","319","深圳","天津","深圳",NA,NA
"1378","CZ3721/2","319","深圳","天津","深圳",NA,NA
"1379","CZ3729/30","319","广州","柳州","广州",NA,NA
"1380","CZ3729/30","319","广州","柳州","广州",NA,NA
"1381","CZ3759/60","319","大连","南京","长沙","南京","大连"
"1382","CZ3946","319","深圳","南宁",NA,NA,NA
"1383","CZ3946","319","深圳","南宁",NA,NA,NA
"1384","CZ3953/4","319","深圳","武汉","深圳",NA,NA
"1385","CZ6211/2","319","哈尔滨","太原","深圳","太原","哈尔滨"
"1386","CZ6211/2","319","哈尔滨","太原","深圳","太原","哈尔滨"
"1387","CZ6325/6","319","大连","宁波","深圳","宁波","大连"
"1388","CZ6357/8","319","长春","青岛","深圳","青岛","长春"
"1389","CZ6357/8","319","长春","青岛","深圳","青岛","长春"
"1390","CZ6389/90","319","深圳","泸州","深圳",NA,NA
"1391","CZ6391/2","319","大连","温州","南宁","温州","大连"
"1392","CZ6391/2","319","大连","温州","南宁","温州","大连"
"1393","CZ6391/2","319","大连","温州","南宁","温州","大连"
"1394","CZ6413/4","319","大连","青岛","武汉","青岛","大连"
"1395","CZ6413/4","319","大连","青岛","武汉","青岛","大连"
"1396","CZ6413/4","319","大连","青岛","武汉","青岛","大连"
"1397","CZ6413/4","319","大连","青岛","武汉","青岛","大连"
"1398","CZ6701/2","319","深圳","宁波","连云港","宁波","深圳"
"1399","CZ6721/2","319","桂林","三亚","桂林",NA,NA
"1400","CZ6725/6","319","珠海","三亚","珠海",NA,NA
"1401","CZ6747/8","319","三亚","广州","三亚",NA,NA
"1402","CZ6749/50","319","三亚","广州","三亚",NA,NA
"1403","CZ6855/6","319","郑州","海口","郑州",NA,NA
"1404","CZ6859/60","319","郑州","桂林","三亚","桂林","郑州"
"1405","EU2227/8","319","南宁","长沙","温州","长沙","南宁"
"1406","EU2227/8","319","南宁","长沙","温州","长沙","南宁"
"1407","EU2227/8","319","南宁","长沙","温州","长沙","南宁"
"1408","EU2247/8","319","揭阳","大连","揭阳",NA,NA
"1409","EU2249/50","319","南宁","济南","南宁",NA,NA
"1410","EU2703/4","319","揭阳","济南","揭阳",NA,NA
"1411","EU2703/4","319","揭阳","济南","揭阳",NA,NA
"1412","EU2703/4","319","揭阳","济南","揭阳",NA,NA
"1413","EU2717/8","319","北海","重庆","北海",NA,NA
"1414","EU2717/8","319","北海","重庆","北海",NA,NA
"1415","EU2719/20","319","北海","三亚","北海",NA,NA
"1416","EU2721/2","319","北海","昆明","北海",NA,NA
"1417","EU2741/2","319","张家界","大连","张家界",NA,NA
"1418","EU2753/4","319","桂林","福州","桂林",NA,NA
"1419","EU2763/4","319","张家界","南昌","张家界",NA,NA
"1420","EU6823/4","319","珠海","宁波","珠海",NA,NA
"1421","EU6839/40","319","揭阳","三亚","揭阳",NA,NA
"1422","JD5125","319","三亚","南京",NA,NA,NA
"1423","JD5126","319","南京","三亚",NA,NA,NA
"1424","JD5139/40","319","三亚","郑州","三亚",NA,NA
"1425","JD5145","319","三亚","南昌","济南",NA,NA
"1426","JD5146","319","济南","南昌","三亚",NA,NA
"1427","JD5147/8","319","三亚","武汉","三亚",NA,NA
"1428","JD5153/4","319","桂林","厦门","桂林",NA,NA
"1429","JD5159","319","广州","海口",NA,NA,NA
"1430","JD5160","319","海口","广州",NA,NA,NA
"1431","JD5163/4","319","三亚","杭州","三亚",NA,NA
"1432","JD5167","319","广州","三亚",NA,NA,NA
"1433","JD5168","319","三亚","广州",NA,NA,NA
"1434","JD5173/4","319","海口","郑州","海口",NA,NA
"1435","JD5175/6","319","三亚","西安","三亚",NA,NA
"1436","JD5177/8","319","三亚","成都","三亚",NA,NA
"1437","JD5179/80","319","三亚","长沙","三亚",NA,NA
"1438","JD5183/4","319","海口","宁波","石家庄","宁波","海口"
"1439","JD5185/6","319","三亚","重庆","三亚",NA,NA
"1440","JD5191/2","319","广州","桂林","广州",NA,NA
"1441","JD5195/6","319","三亚","天津","三亚",NA,NA
"1442","JD5203/4","319","三亚","兰州","乌鲁木齐","兰州","三亚"
"1443","JD5203/4","319","三亚","兰州","乌鲁木齐","兰州","三亚"
"1444","JD5203/4","319","三亚","兰州","乌鲁木齐","兰州","三亚"
"1445","JD5209/10","319","海口","长沙","海口",NA,NA
"1446","JD5211","319","西安","三亚",NA,NA,NA
"1447","JD5212","319","三亚","西安",NA,NA,NA
"1448","JD5219/20","319","海口","桂林","济南","桂林","海口"
"1449","JD5227/8","319","海口","福州","海口",NA,NA
"1450","JD5259","319","三亚","杭州","徐州",NA,NA
"1451","JD5260","319","徐州","杭州","三亚",NA,NA
"1452","JD5261","319","三亚","福州","徐州",NA,NA
"1453","JD5262","319","徐州","福州","三亚",NA,NA
"1454","JD5269/70","319","海口","宁波","大连","宁波","海口"
"1455","JD5299/300","319","海口","南昌","海口",NA,NA
"1456","JD5305/6","319","三亚","常州","三亚",NA,NA
"1457","JD5315/6","319","桂林","三亚","桂林",NA,NA
"1458","JD5501/2","319","三亚","桂林","太原","桂林","三亚"
"1459","JD5505/6","319","桂林","呼和浩特","桂林",NA,NA
"1460","JD5519/20","319","海口","桂林","太原","桂林","海口"
"1461","JD5519/20","319","海口","桂林","太原","桂林","海口"
"1462","JD5531/2","319","三亚","石家庄","哈尔滨","石家庄","三亚"
"1463","JD5601","319","桂林","济南",NA,NA,NA
"1464","JD5602","319","济南","桂林",NA,NA,NA
"1465","JD5611/2","319","海口","宁波","沈阳","宁波","海口"
"1466","JD5613/4","319","海口","重庆","海口",NA,NA
"1467","JD5639/40","319","海口","长沙","呼和浩特","长沙","海口"
"1468","JD5651","319","海口","济南",NA,NA,NA
"1469","JD5652","319","济南","海口",NA,NA,NA
"1470","ZH9669/70","319","广州","桂林","广州",NA,NA
"1471","ZH9727/8","319","深圳","宜宾","深圳",NA,NA
"1472","ZH9835/6","319","深圳","西安","西宁","西安","深圳"
"1473","ZH9837/8","319","深圳","桂林","深圳",NA,NA
"1474","ZH9837/8","319","深圳","桂林","深圳",NA,NA
"1475","ZH9873/4","319","深圳","衢州","深圳",NA,NA
"1476","ZH9873/4","319","深圳","衢州","深圳",NA,NA
"1477","3U8759/60","320","三亚","重庆","乌鲁木齐","重庆","三亚"
"1478","3U8759/60","320","三亚","重庆","乌鲁木齐","重庆","三亚"
"1479","3U8799/800","320","三亚","济南","长春","济南","三亚"
"1480","3U8825/6","320","三亚","温州","哈尔滨","温州","三亚"
"1481","3U8875/6","320","三亚","南昌","呼和浩特","南昌","三亚"
"1482","3U8899/900","320","三亚","桂林","银川","桂林","三亚"
"1483","CA8203/4","320","武汉","大连","哈尔滨","大连","武汉"
"1484","CA8227/8","320","武汉","厦门","武汉",NA,NA
"1485","CA8231/2","320","武汉","广州","武汉",NA,NA
"1486","CA8233/4","320","武汉","深圳","武汉",NA,NA
"1487","CA8235/6","320","武汉","海口","武汉",NA,NA
"1488","CZ2509/10","320","深圳","海口","深圳",NA,NA
"1489","CZ2509/10","320","深圳","海口","深圳",NA,NA
"1490","CZ2509/10","320","深圳","海口","深圳",NA,NA
"1491","CZ2509/10","320","深圳","海口","深圳",NA,NA
"1492","CZ2511/2","320","深圳","常德","深圳",NA,NA
"1493","CZ2511/2","320","深圳","常德","深圳",NA,NA
"1494","CZ2511/2","320","深圳","常德","深圳",NA,NA
"1495","CZ3125/6","320","长沙","天津","哈尔滨","天津","长沙"
"1496","CZ3209/10","320","深圳","无锡","深圳",NA,NA
"1497","CZ3209/10","320","深圳","无锡","深圳",NA,NA
"1498","CZ3213/4","320","深圳","西安","西宁","西安","深圳"
"1499","CZ3213/4","320","深圳","西安","西宁","西安","深圳"
"1500","CZ3213/4","320","深圳","西安","西宁","西安","深圳"
"1501","CZ3225/6","320","深圳","西安","银川","西安","深圳"
"1502","CZ3225/6","320","深圳","西安","银川","西安","深圳"
"1503","CZ3225/6","320","深圳","西安","银川","西安","深圳"
"1504","CZ3225/6","320","深圳","西安","银川","西安","深圳"
"1505","CZ3315/6","320","深圳","温州","临沂","温州","深圳"
"1506","CZ3317/8","320","深圳","重庆","深圳",NA,NA
"1507","CZ3317/8","320","深圳","重庆","深圳",NA,NA
"1508","CZ3365/6","320","深圳","杭州","深圳",NA,NA
"1509","CZ3369/70","320","深圳","温州","深圳",NA,NA
"1510","CZ3369/70","320","深圳","温州","深圳",NA,NA
"1511","CZ3371/2","320","长沙","海口","长沙",NA,NA
"1512","CZ3371/2","320","长沙","海口","长沙",NA,NA
"1513","CZ3375/6","320","长沙","广州","长沙",NA,NA
"1514","CZ3379","320","长沙","广州",NA,NA,NA
"1515","CZ3380","320","广州","长沙",NA,NA,NA
"1516","CZ3387/8","320","长沙","广州","长沙",NA,NA
"1517","CZ3387/8","320","长沙","广州","长沙",NA,NA
"1518","CZ3389/90","320","长沙","深圳","长沙",NA,NA
"1519","CZ3435/6","320","深圳","贵阳","深圳",NA,NA
"1520","CZ3455/6","320","深圳","重庆","深圳",NA,NA
"1521","CZ3457/8","320","深圳","成都","深圳",NA,NA
"1522","CZ3457/8","320","深圳","成都","深圳",NA,NA
"1523","CZ3459/60","320","深圳","昆明","深圳",NA,NA
"1524","CZ3461/2","320","长沙","成都","长沙",NA,NA
"1525","CZ3461/2","320","长沙","成都","长沙",NA,NA
"1526","CZ3465/6","320","深圳","重庆","深圳",NA,NA
"1527","CZ3465/6","320","深圳","重庆","深圳",NA,NA
"1528","CZ3467/8","320","长沙","昆明","长沙",NA,NA
"1529","CZ3549/50","320","深圳","厦门","深圳",NA,NA
"1530","CZ3549/50","320","深圳","厦门","深圳",NA,NA
"1531","CZ3549/50","320","深圳","厦门","深圳",NA,NA
"1532","CZ3555/6","320","深圳","杭州","深圳",NA,NA
"1533","CZ3559/60","320","深圳","南京","深圳",NA,NA
"1534","CZ3559/60","320","深圳","南京","深圳",NA,NA
"1535","CZ3563/4","320","深圳","杭州","深圳",NA,NA
"1536","CZ3567/8","320","深圳","厦门","深圳",NA,NA
"1537","CZ3567/8","320","深圳","厦门","深圳",NA,NA
"1538","CZ3569/70","320","深圳","杭州","深圳",NA,NA
"1539","CZ3617/8","320","深圳","南昌","深圳",NA,NA
"1540","CZ3617/8","320","深圳","南昌","深圳",NA,NA
"1541","CZ3617/8","320","深圳","南昌","深圳",NA,NA
"1542","CZ3617/8","320","深圳","南昌","深圳",NA,NA
"1543","CZ3639/40","320","长沙","杭州","长沙",NA,NA
"1544","CZ3643/4","320","长沙","三亚","长沙",NA,NA
"1545","CZ3673","320","深圳","南宁",NA,NA,NA
"1546","CZ3674","320","南宁","深圳",NA,NA,NA
"1547","CZ3675/6","320","深圳","郑州","呼和浩特","郑州","深圳"
"1548","CZ3677/8","320","深圳","大连","长春","大连","深圳"
"1549","CZ3709/10","320","长沙","西安","银川","西安","长沙"
"1550","CZ3735/6","320","深圳","西安","深圳",NA,NA
"1551","CZ3735/6","320","深圳","西安","深圳",NA,NA
"1552","CZ3797/8","320","深圳","杭州","深圳",NA,NA
"1553","CZ3797/8","320","深圳","杭州","深圳",NA,NA
"1554","CZ3827/8","320","深圳","南京","深圳",NA,NA
"1555","CZ3827/8","320","深圳","南京","深圳",NA,NA
"1556","CZ3833/4","320","深圳","泉州","温州","泉州","深圳"
"1557","CZ3833/4","320","深圳","泉州","温州","泉州","深圳"
"1558","CZ3925/6","320","张家界","南京","张家界",NA,NA
"1559","CZ3929","320","深圳","黄山",NA,NA,NA
"1560","CZ3929","320","深圳","黄山",NA,NA,NA
"1561","CZ3929","320","深圳","黄山",NA,NA,NA
"1562","CZ3929","320","深圳","黄山",NA,NA,NA
"1563","CZ3929","320","深圳","黄山",NA,NA,NA
"1564","CZ3929","320","深圳","黄山",NA,NA,NA
"1565","CZ3929","320","深圳","黄山",NA,NA,NA
"1566","CZ3930","320","黄山","深圳",NA,NA,NA
"1567","CZ3930","320","黄山","深圳",NA,NA,NA
"1568","CZ3930","320","黄山","深圳",NA,NA,NA
"1569","CZ3930","320","黄山","深圳",NA,NA,NA
"1570","CZ3930","320","黄山","深圳",NA,NA,NA
"1571","CZ3933/4","320","长沙","重庆","长沙",NA,NA
"1572","CZ3937/8","320","长沙","青岛","长春","青岛","长沙"
"1573","CZ3941/2","320","长沙","合肥","哈尔滨","合肥","长沙"
"1574","CZ3943/4","320","长沙","郑州","大连","郑州","长沙"
"1575","CZ3951","320","深圳","桂林",NA,NA,NA
"1576","CZ3952","320","桂林","深圳",NA,NA,NA
"1577","CZ3952","320","桂林","深圳",NA,NA,NA
"1578","CZ3952","320","桂林","深圳",NA,NA,NA
"1579","CZ3953/4","320","深圳","武汉","深圳",NA,NA
"1580","CZ3955/6","320","深圳","海口","深圳",NA,NA
"1581","CZ3977","320","三亚","深圳",NA,NA,NA
"1582","CZ3977/8","320","三亚","深圳","三亚",NA,NA
"1583","CZ3977/8","320","三亚","深圳","三亚",NA,NA
"1584","CZ3978","320","深圳","三亚",NA,NA,NA
"1585","CZ3985/6","320","长沙","南京","大连","南京","长沙"
"1586","CZ3991/2","320","深圳","张家界","深圳",NA,NA
"1587","CZ3991/2","320","深圳","张家界","深圳",NA,NA
"1588","CZ3991/2","320","深圳","张家界","深圳",NA,NA
"1589","CZ6195/6","320","深圳","舟山","深圳",NA,NA
"1590","CZ6271/2","320","哈尔滨","石家庄","三亚","石家庄","哈尔滨"
"1591","CZ6277/8","320","哈尔滨","武汉","三亚","武汉","哈尔滨"
"1592","CZ6310","320","深圳","沈阳","哈尔滨",NA,NA
"1593","CZ6313/4","320","海口","重庆","海口",NA,NA
"1594","CZ6319/20","320","三亚","西安","太原","西安","三亚"
"1595","CZ6367","320","深圳","南宁",NA,NA,NA
"1596","CZ6368","320","深圳","南宁",NA,NA,NA
"1597","CZ6487/8","320","深圳","济南","长春","济南","深圳"
"1598","CZ6487/8","320","深圳","济南","长春","济南","深圳"
"1599","CZ6511/2","320","深圳","洛阳","呼和浩特","洛阳","深圳"
"1600","CZ6511/2","320","深圳","洛阳","呼和浩特","洛阳","深圳"
"1601","CZ6559/60","320","深圳","贵阳","深圳",NA,NA
"1602","CZ6603/4","320","长沙","石家庄","呼和浩特","石家庄","长沙"
"1603","CZ6667","320","郑州","三亚",NA,NA,NA
"1604","CZ6669/70","320","郑州","三亚","郑州",NA,NA
"1605","CZ6719/20","320","长沙","三亚","长沙",NA,NA
"1606","CZ6731/2","320","三亚","广州","三亚",NA,NA
"1607","CZ6733/4","320","三亚","广州","三亚",NA,NA
"1608","CZ6733/4","320","三亚","广州","三亚",NA,NA
"1609","CZ6735/6","320","三亚","广州","三亚",NA,NA
"1610","CZ6737","320","三亚","广州",NA,NA,NA
"1611","CZ6738","320","广州","三亚",NA,NA,NA
"1612","CZ6741/2","320","三亚","广州","三亚",NA,NA
"1613","CZ6743/4","320","三亚","广州","三亚",NA,NA
"1614","CZ6743/4","320","三亚","广州","三亚",NA,NA
"1615","CZ6745/6","320","三亚","广州","三亚",NA,NA
"1616","CZ6757/8","320","三亚","深圳","三亚",NA,NA
"1617","CZ6757/8","320","三亚","深圳","三亚",NA,NA
"1618","CZ6923/4","320","深圳","昆明","深圳",NA,NA
"1619","CZ6969/70","320","深圳","南充","深圳",NA,NA
"1620","CZ6969/70","320","深圳","南充","深圳",NA,NA
"1621","CZ6969/70","320","深圳","南充","深圳",NA,NA
"1622","CZ6969/70","320","深圳","南充","深圳",NA,NA
"1623","CZ6989/90","320","深圳","西安","鄂尔多斯","西安","深圳"
"1624","ZH7001","320","广州","桂林",NA,NA,NA
"1625","ZH7001","320","广州","桂林",NA,NA,NA
"1626","ZH7001","320","广州","桂林",NA,NA,NA
"1627","ZH7002","320","桂林","广州",NA,NA,NA
"1628","ZH7002","320","桂林","广州",NA,NA,NA
"1629","ZH7003/4","320","广州","桂林","广州",NA,NA
"1630","ZH7003/4","320","广州","桂林","广州",NA,NA
"1631","ZH7005/6","320","广州","桂林","广州",NA,NA
"1632","ZH7007","320","广州","桂林",NA,NA,NA
"1633","ZH7007/8","320","广州","桂林","广州",NA,NA
"1634","ZH7007/8","320","广州","桂林","广州",NA,NA
"1635","ZH7007/8","320","广州","桂林","广州",NA,NA
"1636","ZH7009/10","320","广州","海口","广州",NA,NA
"1637","ZH7021/2","320","贵阳","长沙","贵阳",NA,NA
"1638","ZH7103/4","320","深圳","贵阳","深圳",NA,NA
"1639","ZH7103/4","320","深圳","贵阳","深圳",NA,NA
"1640","ZH7105/6","320","深圳","南昌","深圳",NA,NA
"1641","ZH7105/6","320","深圳","南昌","深圳",NA,NA
"1642","ZH7105/6","320","深圳","南昌","深圳",NA,NA
"1643","ZH7107/8","320","深圳","合肥","深圳",NA,NA
"1644","ZH7107/8","320","深圳","合肥","深圳",NA,NA
"1645","ZH7301/2","320","深圳","郑州","深圳",NA,NA
"1646","ZH9139/40","320","重庆","南宁","重庆",NA,NA
"1647","ZH9357/8","320","广州","郑州","广州",NA,NA
"1648","ZH9357/8","320","广州","郑州","广州",NA,NA
"1649","ZH9461","320","南宁","武汉","沈阳",NA,NA
"1650","ZH9462","320","沈阳","武汉","南宁",NA,NA
"1651","ZH9609/10","320","广州","海口","广州",NA,NA
"1652","ZH9611/2","320","广州","海口","广州",NA,NA
"1653","ZH9649/50","320","广州","郑州","广州",NA,NA
"1654","ZH9649/50","320","广州","郑州","广州",NA,NA
"1655","ZH9649/50","320","广州","郑州","广州",NA,NA
"1656","ZH9669","320","广州","桂林",NA,NA,NA
"1657","ZH9670","320","桂林","广州",NA,NA,NA
"1658","ZH9703","320","深圳","泉州",NA,NA,NA
"1659","ZH9703","320","深圳","泉州",NA,NA,NA
"1660","ZH9703","320","深圳","泉州",NA,NA,NA
"1661","ZH9703","320","深圳","泉州",NA,NA,NA
"1662","ZH9704","320","泉州","深圳",NA,NA,NA
"1663","ZH9704","320","泉州","深圳",NA,NA,NA
"1664","ZH9705/6","320","深圳","襄阳","深圳",NA,NA
"1665","ZH9705/6","320","深圳","襄阳","深圳",NA,NA
"1666","ZH9725/6","320","深圳","万县","深圳",NA,NA
"1667","ZH9729","320","深圳","南通","天津",NA,NA
"1668","ZH9730","320","天津","南通","深圳",NA,NA
"1669","ZH9761/2","320","深圳","重庆","深圳",NA,NA
