"","city1_2","flag","flight_num","plane_num","plane_no_num"
"2523","武汉深圳",8086,"ZH9947/8","738",2
"2524","重庆宜昌",8104,"3U8721","ERJ",1
"2525","宜昌重庆",8104,"3U8722","ERJ",1
"2526","大连包头",8115,"CZ6979/80","319",2
"2527","青岛成都",8117,"3U8915/6","321",2
"2528","青岛成都",8117,"CA4511/2","736",2
"2529","青岛成都",8117,"MU5448/7","73G",2
"2530","青岛成都",8117,"SC4713/4","738",2
"2531","南宁太原",8130,"CZ3773/4","733",2
"2532","南宁太原",8130,"CZ3773/4","738",4
"2533","太原南宁",8130,"GS6533/4","E90",6
"2534","重庆徐州",8144,"8L9919/20","737",2
"2535","武汉珠海",8153,"CZ3845/6","738",2
"2536","常州泉州",8167,"GS6619/20","E90",4
"2537","天津广州",8179,"CA1317/8","73G",2
"2538","天津广州",8179,"CA1387","73G",1
"2539","广州天津",8179,"CA1388","73G",1
"2540","天津广州",8179,"CA1395/6","738",2
"2541","天津广州",8179,"CZ3133/4","319",2
"2542","天津广州",8179,"CZ3135/6","319",4
"2543","天津广州",8179,"CZ3157/8","319",2
"2544","天津广州",8179,"CZ3167/8","319",2
"2545","天津广州",8179,"CZ3301/2","319",2
"2546","天津广州",8179,"HU7201","738",1
"2547","广州天津",8179,"HU7202","738",1
"2548","海口济南",8207,"HU7105/6","737",2
"2549","海口济南",8207,"HU7227","738",2
"2550","济南海口",8207,"HU7228","738",1
"2551","海口济南",8207,"JD5219/20","319",2
"2552","海口济南",8207,"JD5651","319",1
"2553","济南海口",8207,"JD5652","319",1
"2554","赣州海口",8211,"MU5375","320",1
"2555","海口赣州",8211,"MU5376","320",1
"2556","温州广州",8232,"CZ3527/8","319",2
"2557","温州广州",8232,"CZ3763/4","319",2
"2558","温州广州",8232,"CZ3769/70","319",2
"2559","温州广州",8232,"CZ3809/10","319",4
"2560","温州广州",8232,"CZ3811/2","319",2
"2561","温州广州",8232,"FM9533","738",1
"2562","广州温州",8232,"FM9534","738",1
"2563","广州温州",8232,"HU7221","733",1
"2564","温州广州",8232,"HU7222","733",1
"2565","广州温州",8232,"MU5347","73G",1
"2566","温州广州",8232,"MU5348","73G",1
"2567","温州广州",8232,"MU5673/4","73G",2
"2568","温州广州",8232,"ZH9597/8","320",2
"2569","温州广州",8232,"ZH9681/2","320",2
"2570","昆明宜宾",8245,"MU5703/4","73G",4
"2571","宜宾昆明",8245,"MU5897/8","CR2",2
"2572","贵阳湛江",8260,"G52781","CR2",2
"2573","湛江贵阳",8260,"G52782","CR2",2
"2574","重庆深圳",8272,"3U8781/2","321",2
"2575","重庆深圳",8272,"3U8783/4","321",4
"2576","重庆深圳",8272,"3U8787","320",1
"2577","深圳重庆",8272,"3U8788","320",1
"2578","重庆深圳",8272,"CA4343/4","738",2
"2579","重庆深圳",8272,"CA4345/6","73G",2
"2580","重庆深圳",8272,"CA4347/8","733",2
"2581","重庆深圳",8272,"CZ3317/8","320",4
"2582","重庆深圳",8272,"CZ3455/6","320",2
"2583","重庆深圳",8272,"CZ3465/6","320",4
"2584","深圳重庆",8272,"HU7057","738",1
"2585","重庆深圳",8272,"HU7058","738",1
"2586","深圳重庆",8272,"HU7257","738",1
"2587","重庆深圳",8272,"HU7258","738",1
"2588","重庆深圳",8272,"OQ2335/6","320",4
"2589","重庆深圳",8272,"ZH9761/2","320",4
"2590","重庆深圳",8272,"ZH9825/6","738",2
"2591","重庆深圳",8272,"ZH9855/6","738",4
"2592","重庆深圳",8272,"ZH9915/6","738",2
"2593","大连宁波",8281,"CZ6325/6","319",2
"2594","宁波大连",8281,"HU7717","738",1
"2595","大连宁波",8281,"HU7718","738",1
"2596","宁波大连",8281,"JD5269/70","319",2
"2597","宁波大连",8281,"MF8035/6","738",2
"2598","海口兰州",8297,"HU7073","733",1
"2599","海口兰州",8297,"HU7073","738",1
"2600","兰州海口",8297,"HU7074","733",1
"2601","兰州海口",8297,"HU7074","738",1
"2602","济南呼和浩特",8333,"3U8929/30","319",4
"2603","呼和浩特济南",8333,"GS6477/8","ERJ",4
"2604","济南呼和浩特",8333,"MF8189/90","737",2
"2605","济南呼和浩特",8333,"MF8189/90","73G",4
"2606","济南呼和浩特",8333,"SC4953/4","738",2
"2607","济南呼和浩特",8333,"SC4981/2","733",2
"2608","深圳运城",8357,"ZH9839","320",1
"2609","运城深圳",8357,"ZH9840","320",2
"2610","郑州沈阳",8384,"8L9921/2","73G",2
"2611","郑州沈阳",8384,"CZ6439/40","733",2
"2612","郑州沈阳",8384,"CZ6439/40","737",2
"2613","郑州沈阳",8384,"MF8065/6","752",2
"2614","郑州沈阳",8384,"ZH9149/50","320",2
"2615","郑州沈阳",8384,"ZH9607/8","733",4
"2616","深圳泸州",8387,"CZ6389/90","319",2
"2617","武汉连云港",8419,"MU2679/80","e45",2
"2618","黔江昆明",8440,"9C8575/6","320",2
"2619","福州青岛",8446,"MF8029/30","738",2
"2620","青岛福州",8446,"SC4729","738",1
"2621","青岛福州",8446,"SC4729/30","737",6
"2622","福州青岛",8446,"SC4730","CR2",1
"2623","运城武汉",8457,"MU2873/4","ERJ",4
"2624","西宁广州",8464,"CZ3207/8","319",6
"2625","广州西宁",8464,"ZH9105","320",1
"2626","西宁广州",8464,"ZH9106","320",1
"2627","广州西宁",8464,"ZH9683/4","320",2
"2628","昆明哈尔滨",8471,"3U8847/8","320",2
"2629","昆明哈尔滨",8471,"3U8853/4","320",2
"2630","昆明哈尔滨",8471,"8L9989","73G",1
"2631","昆明哈尔滨",8471,"8L9989/90","73G",2
"2632","哈尔滨昆明",8471,"8L9990","73G",1
"2633","哈尔滨昆明",8471,"CZ6247/8","319",2
"2634","昆明哈尔滨",8471,"KY8017/8","73G",4
"2635","昆明哈尔滨",8471,"KY8021/2","737",2
"2636","昆明哈尔滨",8471,"MU5837/8","737",2
"2637","运城厦门",8478,"MU2095/6","73G",2
"2638","运城厦门",8478,"MU2873/4","ERJ",4
"2639","西安库尔勒",8486,"MU2405","73G",2
"2640","库尔勒西安",8486,"MU2406","73G",1
"2641","宁波海口",8489,"3U8729/30","320",2
"2642","海口宁波",8489,"HU7841","733",1
"2643","海口宁波",8489,"HU7841/2","737",2
"2644","宁波海口",8489,"HU7842","733",1
"2645","海口宁波",8489,"JD5183/4","319",2
"2646","海口宁波",8489,"JD5269/70","319",2
"2647","海口宁波",8489,"JD5611/2","319",2
"2648","宁波海口",8489,"NS3215/6","ERJ",2
"2649","三亚福州",8491,"JD5261","319",1
"2650","福州三亚",8491,"JD5262","319",1
"2651","三亚福州",8491,"MF8307/8","738",2
"2652","三亚福州",8491,"MF8395/6","738",2
"2653","深圳丹东",8493,"CZ6755/6","320",2
"2654","广州盐城",8505,"CZ3267","319",1
"2655","西安丽江",8551,"HU8087","738",1
"2656","福州徐州",8555,"JD5261","319",1
"2657","徐州福州",8555,"JD5262","319",1
"2658","长沙乌鲁木齐",8574,"BK2885/6","738",2
"2659","长沙乌鲁木齐",8574,"CZ3629/30","320",2
"2660","乌鲁木齐长沙",8574,"CZ6889/90","73G",2
"2661","乌鲁木齐长沙",8574,"CZ6955/6","73G",4
"2662","乌鲁木齐长沙",8574,"HU7809/10","738",2
"2663","天津杭州",8582,"BK2825/6","735",2
"2664","天津杭州",8582,"FM9295","738",1
"2665","杭州天津",8582,"FM9296","738",1
"2666","天津杭州",8582,"GS6401/2","DON",2
"2667","天津杭州",8582,"GS6671/2","E90",2
"2668","杭州天津",8582,"MF8125/6","738",2
"2669","天津杭州",8582,"MF8377/8","738",2
"2670","杭州天津",8582,"MU5483","320",1
"2671","天津杭州",8582,"MU5484","320",1
"2672","杭州泉州",8584,"BK2883/4","738",2
"2673","泉州杭州",8584,"MF8369/70","73G",4
"2674","泉州杭州",8584,"MF8537/8","73G",2
"2675","石家庄大连",8585,"9C8873/4","320",6
"2676","大连石家庄",8585,"CZ6953/4","319",4
"2677","石家庄大连",8585,"GS7401/2","E90",2
"2678","石家庄大连",8585,"ZH9161/2","320",2
"2679","太原大同",8587,"G52749","CR2",1
"2680","大同太原",8587,"G52750","CR2",1
"2681","太原大同",8587,"G52753","CR2",1
"2682","大同太原",8587,"G52754","CR2",1
"2683","太原大同",8587,"MU2735/6","ERJ",2
"2684","常州哈尔滨",8589,"ZH9663/4","320",2
"2685","合肥青岛",8605,"GS6525/6","E90",2
"2686","青岛合肥",8605,"SC4705/6","733",2
"2687","邯郸温州",8609,"NS3223/4","ERJ",2
"2688","张家界深圳",8663,"CZ3991/2","320",6
"2689","杭州三亚",8699,"CZ6483/4","319",2
"2690","三亚杭州",8699,"CZ6629/30","321",2
"2691","杭州三亚",8699,"EU2739","319",1
"2692","三亚杭州",8699,"EU2740","319",1
"2693","三亚杭州",8699,"JD5163/4","319",2
"2694","三亚杭州",8699,"JD5259","319",1
"2695","杭州三亚",8699,"JD5260","319",1
"2696","杭州三亚",8699,"MF8309/10","738",2
"2697","杭州三亚",8699,"MU5373","320",1
"2698","三亚杭州",8699,"MU5374","320",1
"2699","宁波西安",8703,"MU2547","733",1
"2700","西安宁波",8703,"MU2548","733",1
"2701","贵阳海口",8720,"GS6463/4","ERJ",4
"2702","海口贵阳",8720,"GS7519/20","E90",2
"2703","海口贵阳",8720,"HU7045","738",1
"2704","贵阳海口",8720,"HU7046","738",1
"2705","海口贵阳",8720,"HU7091/2","737",2
"2706","西安南宁",8722,"BK2823/4","738",2
"2707","南宁西安",8722,"CZ3275/6","738",2
"2708","南宁西安",8722,"GS6521/2","E90",2
"2709","西安南宁",8722,"GS6531/2","E90",4
"2710","西安南宁",8722,"GS6591/2","E90",2
"2711","沈阳常州",8725,"CZ6407/8","320",2
"2712","常州沈阳",8725,"ZH9841","320",1
"2713","沈阳常州",8725,"ZH9842","320",2
"2714","青岛哈尔滨",8743,"CA1787/8","319",2
"2715","青岛哈尔滨",8743,"CZ3631/2","738",2
"2716","哈尔滨青岛",8743,"CZ6259","M90",2
"2717","青岛哈尔滨",8743,"HU7159/60","738",4
"2718","青岛哈尔滨",8743,"MF8075","73G",2
"2719","哈尔滨青岛",8743,"MF8076","73G",2
"2720","青岛哈尔滨",8743,"MU2701","320",1
"2721","哈尔滨青岛",8743,"MU2702","320",1
"2722","青岛哈尔滨",8743,"MU5271","320",1
"2723","哈尔滨青岛",8743,"MU5272","320",1
"2724","青岛哈尔滨",8743,"SC4631/2","738",2
"2725","武汉石家庄",8750,"MU2635/6","733",4
"2726","武汉石家庄",8750,"MU3115","ERJ",1
"2727","石家庄武汉",8750,"MU3116","ERJ",1
"2728","天津包头",8759,"BK2837/8","738",8
"2729","运城太原",8771,"G52737","CR2",2
"2730","太原运城",8771,"G52738","CR2",2
"2731","运城太原",8771,"JR1545/6","MA6",2
"2732","太原运城",8771,"MU2095/6","73G",2
"2733","太原运城",8771,"MU2169/70","73G",6
"2734","运城太原",8771,"MU2743/4","ERJ",2
"2735","太原运城",8771,"MU5205/6","73G",2
"2736","运城太原",8771,"ZH9839","320",1
"2737","太原运城",8771,"ZH9840","320",2
"2738","重庆长沙",8790,"3U8951/2","321",2
"2739","重庆长沙",8790,"BK2887/8","738",2
"2740","重庆长沙",8790,"CZ3349/50","321",2
"2741","重庆长沙",8790,"CZ3933/4","320",2
"2742","重庆长沙",8790,"G52769","CR2",1
"2743","长沙重庆",8790,"G52770","CR2",1
"2744","重庆长沙",8790,"HU7339/40","737",4
"2745","长沙重庆",8790,"HU7357","738",1
"2746","重庆长沙",8790,"HU7358","733",1
"2747","长沙重庆",8790,"MF8487/8","738",2
"2748","长沙重庆",8790,"MU2395/6","320",2
"2749","重庆长沙",8790,"PN6231/2","319",2
"2750","重庆湛江",8806,"G52781","CR2",2
"2751","湛江重庆",8806,"G52782","CR2",2
"2752","福州武汉",8854,"MF8137/8","738",2
"2753","福州武汉",8854,"MF8483/4","738",2
"2754","武汉福州",8854,"MU2397","320",2
"2755","福州武汉",8854,"MU2398","320",1
"2756","武汉福州",8854,"PN6301/2","319",2
"2757","沈阳西宁",8861,"ZH9449","320",1
"2758","西宁沈阳",8861,"ZH9450","320",1
"2759","广州唐山",8870,"HU7733","738",1
"2760","唐山广州",8870,"HU7734","738",1
"2761","敦煌西安",8885,"CZ6895/6","73G",4
"2762","西安敦煌",8885,"GS7531/2","E90",4
"2763","海口温州",8893,"HU7079","738",1
"2764","温州海口",8893,"HU7080","738",1
"2765","海口温州",8893,"HU7363","734",1
"2766","温州海口",8893,"HU7364","734",1
"2767","海口温州",8893,"HU7627","734",1
"2768","温州海口",8893,"HU7628","734",1
"2769","温州海口",8893,"JD5610/09","319",2
"2770","宁波昆明",8922,"3U8865/6","320",2
"2771","昆明宁波",8922,"8L9987","73G",1
"2772","宁波昆明",8922,"8L9988","73G",1
"2773","宁波昆明",8922,"KY8073/4","737",2
"2774","宁波昆明",8922,"MU5453","320",1
"2775","昆明宁波",8922,"MU5454","320",1
"2776","武汉海口",8936,"CA8235/6","320",2
"2777","武汉海口",8936,"CZ3341/2","738",2
"2778","武汉海口",8936,"CZ3845/6","738",2
"2779","海口武汉",8936,"CZ6365/6","320",2
"2780","海口武汉",8936,"HU7095","738",1
"2781","武汉海口",8936,"HU7095/6","738",2
"2782","武汉海口",8936,"HU7096","738",1
"2783","海口武汉",8936,"HU7293","733",1
"2784","武汉海口",8936,"HU7294","733",1
"2785","武汉海口",8936,"JD5311/2","319",2
"2786","武汉海口",8936,"MU2481/2","738",2
"2787","武汉海口",8936,"MU2483/4","733",2
"2788","武汉海口",8936,"MU3149","ERJ",1
"2789","海口武汉",8936,"MU3150","ERJ",1
"2790","南京桂林",8937,"CZ3253/4","738",2
"2791","南京桂林",8937,"MU2737/8","321",2
"2792","南京桂林",8937,"ZH9237/8","733",2
"2793","南京桂林",8937,"ZH9237/8","738",6
"2794","广州安庆",8965,"CZ3585/6","ERJ",2
"2795","乌鲁木齐海口",8972,"HU7377/8","737",2
"2796","西安福州",8976,"GS6451/2","E90",2
"2797","西安福州",8976,"HU7629","738",1
"2798","福州西安",8976,"HU7630","738",1
"2799","西安福州",8976,"HU7825","738",1
"2800","福州西安",8976,"HU7826","738",1
"2801","福州西安",8976,"MF8211/2","738",2
"2802","福州西安",8976,"MF8215/6","738",6
"2803","福州西安",8976,"MF8235/6","738",2
"2804","西安福州",8976,"MU2397","320",2
"2805","福州西安",8976,"MU2398","320",1
"2806","南京兰州",8977,"MU2749","320",4
"2807","兰州南京",8977,"MU2750","320",6
"2808","南京兰州",8977,"MU2895/6","320",2
"2809","南京兰州",8977,"ZH9295/6","737",2
"2810","台州深圳",9000,"ZH9805/6","738",4
"2811","西安格尔木",9008,"MU2279","319",1
"2812","格尔木西安",9008,"MU2280","319",1
"2813","西安格尔木",9008,"MU2342/3","319",2
"2814","贵阳青岛",9009,"CZ3669/70","73G",4
"2815","青岛贵阳",9009,"SC4733","733",1
"2816","贵阳青岛",9009,"SC4734","733",1
"2817","太原西宁",9019,"CZ6539/40","319",6
"2818","贵阳南宁",9028,"3U8823/4","ERJ",2
"2819","南宁贵阳",9028,"CZ3275/6","738",2
"2820","贵阳南宁",9028,"G52713","CR2",1
"2821","南宁贵阳",9028,"G52714","CR2",1
"2822","贵阳南宁",9028,"GS6533/4","E90",6
"2823","南宁贵阳",9028,"GS7519/20","E90",2
"2824","贵阳南宁",9028,"VD8363/4","E90",2
"2825","井冈山深圳",9046,"FM9269/70","738",2
"2826","井冈山深圳",9046,"FM9269/70","CR2",2
"2827","石家庄厦门",9123,"9C8975/6","320",4
"2828","厦门石家庄",9123,"MF8145/6","738",2
"2829","厦门石家庄",9123,"SC4957","738",1
"2830","石家庄厦门",9123,"SC4958","738",1
"2831","深圳黄山",9129,"CZ3929","320",7
"2832","黄山深圳",9129,"CZ3930","320",5
"2833","深圳黄山",9129,"ZH9951","73G",2
"2834","黄山深圳",9129,"ZH9952","73G",2
"2835","贵阳温州",9137,"3U8941/2","320",2
"2836","贵阳温州",9137,"CZ3783/4","73G",2
"2837","深圳南昌",9153,"CZ3583/4","319",4
"2838","深圳南昌",9153,"CZ3617/8","320",8
"2839","深圳南昌",9153,"MU5261/2","320",2
"2840","深圳南昌",9153,"ZH7105/6","320",6
"2841","深圳南昌",9153,"ZH9869","738",1
"2842","南昌深圳",9153,"ZH9870","738",1
"2843","深圳南昌",9153,"ZH9871","320",1
"2844","深圳南昌",9153,"ZH9871/2","738",10
"2845","南昌深圳",9153,"ZH9872","320",1
"2846","沈阳杭州",9157,"9C8919/20","320",2
"2847","沈阳杭州",9157,"CZ6483/4","319",2
"2848","沈阳杭州",9157,"CZ6497/8","321",2
"2849","沈阳杭州",9157,"CZ6519/20","320",2
"2850","沈阳杭州",9157,"MF8031/2","738",2
"2851","杭州沈阳",9157,"MF8045/6","738",2
"2852","沈阳杭州",9157,"MU5277/8","320",2
"2853","徐州贵阳",9159,"3U8503/4","319",2
"2854","洛阳威海",9184,"MU5839/40","737",2
"2855","哈尔滨乌鲁木齐",9189,"CZ6285/6","320",2
"2856","青岛牡丹江",9192,"FM9195/6","738",2
"2857","青岛牡丹江",9192,"FM9195/6","CR2",2
"2858","贵阳义乌",9203,"KY8087/8","737",2
"2859","深圳贵阳",9223,"CA4367/8","733",2
"2860","深圳贵阳",9223,"CZ3435/6","320",2
"2861","深圳贵阳",9223,"CZ3667/8","738",2
"2862","贵阳深圳",9223,"CZ6371","738",1
"2863","深圳贵阳",9223,"CZ6371/2","738",2
"2864","深圳贵阳",9223,"CZ6372","738",1
"2865","深圳贵阳",9223,"CZ6559/60","320",2
"2866","深圳贵阳",9223,"HU7741","738",2
"2867","贵阳深圳",9223,"HU7742","738",2
"2868","深圳贵阳",9223,"ZH7103/4","320",4
"2869","深圳贵阳",9223,"ZH9895/6","738",2
"2870","深圳贵阳",9223,"ZH9975/6","738",4
"2871","庆阳兰州",9227,"GS7533/4","DON",2
"2872","郑州包头",9247,"3U8879/80","321",2
"2873","郑州包头",9247,"MU2709","320",1
"2874","包头郑州",9247,"MU2710","320",1
"2875","柳州温州",9266,"MU3241","ERJ",1
"2876","温州柳州",9266,"MU3242","ERJ",1
"2877","宁波三亚",9281,"BK2835/6","738",4
"2878","三亚宁波",9281,"CZ6761","321",2
"2879","广州北海",9283,"CZ3353","319",1
"2880","北海广州",9283,"CZ3354","319",1
"2881","成都天津",9285,"3U8861/2","320",2
"2882","成都天津",9285,"8L9975/6","73G",2
"2883","天津成都",9285,"BK2803/4","738",2
"2884","天津成都",9285,"BK2851/2","738",2
"2885","天津成都",9285,"CA1427/8","738",2
"2886","三亚济南",9291,"3U8799/800","320",2
"2887","三亚济南",9291,"JD5145","319",1
"2888","济南三亚",9291,"JD5146","319",1
"2889","济南三亚",9291,"SC4793","733",1
"2890","三亚济南",9291,"SC4794","733",3
"2891","长沙福州",9295,"3U8997/8","321",2
"2892","长沙福州",9295,"8L9973","73G",2
"2893","福州长沙",9295,"8L9974","73G",2
"2894","长沙福州",9295,"8L9979","73G",1
"2895","福州长沙",9295,"8L9980","73G",2
"2896","福州长沙",9295,"MF8185/6","737",2
"2897","福州长沙",9295,"MF8185/6","73G",4
"2898","福州长沙",9295,"MF8235/6","738",2
"2899","福州长沙",9295,"MF8571/2","738",4
"2900","昆明兴义",9301,"MU2577","CR2",1
"2901","兴义昆明",9301,"MU2578","CR2",1
"2902","运城成都",9345,"CA4183/4","319",4
"2903","西安天水",9347,"3U8769/70","ERJ",2
"2904","嘉峪关西安",9367,"FM9202","738",1
"2905","西安嘉峪关",9367,"FM9205","738",1
"2906","西安嘉峪关",9367,"GS6625/6","EMB",2
"2907","西安嘉峪关",9367,"GS7437/8","ERJ",2
"2908","太原兰州",9369,"GS6687/8","ERJ",4
"2909","太原兰州",9369,"SC4607/8","733",2
"2910","深圳永州",9375,"CZ3931/2","733",4
"2911","张家界成都",9387,"CA4377/8","319",6
"2912","济宁沈阳",9395,"EU2709/10","319",4
"2913","青岛石家庄",9414,"SC4721","733",1
"2914","石家庄青岛",9414,"SC4722","733",1
"2915","沈阳南京",9421,"9C8923/4","320",2
"2916","南京沈阳",9421,"BK2889/90","738",2
"2917","南京沈阳",9421,"CZ3659/60","320",2
"2918","沈阳南京",9421,"CZ6451/2","319",2
"2919","沈阳南京",9421,"CZ6451/2","320",2
"2920","沈阳南京",9421,"CZ6455/6","320",2
"2921","沈阳南京",9421,"CZ6581/2","319",2
"2922","南京沈阳",9421,"MF8061/2","738",2
"2923","南京沈阳",9421,"MU2813","ERJ",1
"2924","沈阳南京",9421,"MU2814","ERJ",1
"2925","丽江昆明",9424,"8L9955/6","73G",2
"2926","昆明丽江",9424,"CZ3451/2","319",2
"2927","昆明丽江",9424,"CZ3487/8","319",4
"2928","昆明丽江",9424,"CZ3665/6","73G",2
"2929","丽江昆明",9424,"FM9450","737",1
"2930","丽江昆明",9424,"FM9452","73G",1
"2931","丽江昆明",9424,"JD5156/5","319",4
"2932","丽江昆明",9424,"KY8007/8","73G",2
"2933","丽江昆明",9424,"MU3219/20","737",2
"2934","丽江昆明",9424,"MU5713","73G",1
"2935","昆明丽江",9424,"MU5716","73G",1
"2936","丽江昆明",9424,"MU5805","733",1
"2937","昆明丽江",9424,"MU5806","733",1
"2938","丽江昆明",9424,"MU5941/2","73G",2
"2939","昆明丽江",9424,"MU5945","733",1
"2940","昆明丽江",9424,"MU5947","73G",2
"2941","丽江昆明",9424,"MU5948","73G",2
"2942","昆明丽江",9424,"MU5949","733",1
"2943","昆明丽江",9424,"MU5953","733",1
"2944","丽江昆明",9424,"MU5954","73G",1
"2945","丽江昆明",9424,"MU5960","733",1
"2946","张家界天津",9427,"BK2813/4","738",2
"2947","南通温州",9430,"VD8397/8","E90",2
"2948","南宁沈阳",9445,"ZH9461","320",1
"2949","沈阳南宁",9445,"ZH9462","320",1
"2950","温州兰州",9449,"MU2391/2","320",2
"2951","张家界常州",9457,"3U8597/8","320",4
"2952","呼和浩特海口",9469,"CA1913/4","738",2
"2953","海口呼和浩特",9469,"HU7043","733",1
"2954","呼和浩特海口",9469,"HU7044","733",1
"2955","海口呼和浩特",9469,"HU7259","733",1
"2956","海口呼和浩特",9469,"HU7259/60","733",2
"2957","呼和浩特海口",9469,"HU7260","733",1
"2958","呼和浩特海口",9469,"JD5311/2","319",2
"2959","海口呼和浩特",9469,"JD5639/40","319",2
"2960","沈阳威海",9482,"BK2869","MA6",1
"2961","威海沈阳",9482,"BK2870","MA6",1
"2962","威海沈阳",9482,"CZ6409/20","320",2
"2963","威海沈阳",9482,"CZ6419/20","320",2
"2964","威海沈阳",9482,"MU2813","ERJ",1
"2965","沈阳威海",9482,"MU2814","ERJ",1
"2966","威海沈阳",9482,"MU3239","ERJ",1
"2967","沈阳威海",9482,"MU3240","ERJ",1
"2968","郑州合肥",9519,"JR1535/6","MA6",2
"2969","郑州合肥",9519,"VD8329/30","E90",2
"2970","包头昆明",9586,"CZ6459/60","319",4
"2971","呼和浩特天津",9589,"CZ6927/8","73G",4
"2972","呼和浩特天津",9589,"GS7467/8","ERJ",4
"2973","天津呼和浩特",9589,"SC4717/8","CR2",2
"2974","合肥石家庄",9593,"SC4957","738",1
"2975","石家庄合肥",9593,"SC4958","738",1
"2976","昆明宜昌",9632,"3U8721","ERJ",1
"2977","宜昌昆明",9632,"3U8722","ERJ",1
"2978","昆明宜昌",9632,"8L9957/8","737",2
"2979","合肥福州",9667,"GS6451/2","E90",2
"2980","福州合肥",9667,"HU7689","734",1
"2981","合肥福州",9667,"HU7690","738",1
"2982","合肥福州",9667,"SC4613/4","738",2
"2983","深圳石家庄",9689,"CZ6493/4","733",4
"2984","石家庄深圳",9689,"ZH9765/6","320",2
"2985","石家庄深圳",9689,"ZH9919/20","737",2
"2986","深圳石家庄",9689,"ZH9961","320",1
"2987","南昌珠海",9712,"NS3227/8","ERJ",2
"2988","南昌珠海",9712,"VD8351/2","E90",2
"2989","义乌深圳",9714,"CZ3875/6","733",2
"2990","义乌深圳",9714,"CZ6397/8","733",2
"2991","天津沈阳",9723,"3U8861/2","320",2
"2992","大连青岛",9736,"CZ6413/4","319",8
"2993","大连青岛",9736,"CZ6423/4","319",6
"2994","大连青岛",9736,"CZ6527/8","319",4
"2995","大连青岛",9736,"CZ6709/10","319",4
"2996","青岛大连",9736,"MF8077/8","73G",2
"2997","青岛大连",9736,"MU2517","73G",1
"2998","大连青岛",9736,"MU2518","73G",1
"2999","青岛大连",9736,"PN6101/2","319",2
"3000","青岛大连",9736,"SC4621","CR2",2
"3001","青岛大连",9736,"SC4621/2","738",2
"3002","大连青岛",9736,"SC4622","CR2",2
"3003","青岛大连",9736,"SC4623/4","CR2",2
"3004","青岛大连",9736,"SC4625","CR2",1
"3005","大连青岛",9736,"SC4626","CR2",1
"3006","青岛大连",9736,"SC4629/30","CR2",2
"3007","洛阳成都",9765,"G52711/2","CR2",2
"3008","宁波沈阳",9774,"CZ6761","321",2
"3009","沈阳宁波",9774,"CZ6762","321",2
"3010","宁波沈阳",9774,"JD5611/2","319",2
"3011","厦门徐州",9785,"HU7709","738",1
"3012","徐州厦门",9785,"HU7710","738",1
"3013","太原杭州",9797,"HU7365","738",2
"3014","杭州太原",9797,"HU7366","738",2
"3015","太原杭州",9797,"MF8149/50","737",2
"3016","太原杭州",9797,"MF8149/50","738",6
"3017","太原杭州",9797,"MF8177/8","738",6
"3018","太原杭州",9797,"MU2369/70","733",2
"3019","太原杭州",9797,"MU5191","73G",1
"3020","杭州太原",9797,"MU5192","73G",1
"3021","南昌宁波",9802,"3U8927/8","321",2
"3022","南昌宁波",9802,"8L9987","73G",1
"3023","宁波南昌",9802,"8L9988","73G",1
"3024","潍坊大连",9807,"G52641/2","CR2",2
"3025","太原青岛",9808,"CZ6933/4","73G",4
"3026","青岛太原",9808,"SC4607/8","733",2
"3027","青岛太原",9808,"SC4611/2","738",4
"3028","青岛太原",9808,"SC4611/2","CR2",4
"3029","南京包头",9829,"MU2709","320",1
"3030","包头南京",9829,"MU2710","320",1
"3031","重庆大理",9832,"OQ2348/7","319",2
"3032","郑州福州",9836,"CZ3825/6","738",4
"3033","郑州福州",9836,"GS6627/8","E90",6
"3034","福州郑州",9836,"MF8055/6","73G",2
"3035","福州郑州",9836,"MF8277/8","737",2
"3036","福州郑州",9836,"MF8277/8","73G",4
"3037","天津银川",9840,"GS6607/8","ERJ",4
"3038","福州长春",9862,"MF8053/4","738",2
"3039","成都兰州",9876,"3U8771/2","319",2
"3040","兰州成都",9876,"3U8851/2","320",4
"3041","兰州成都",9876,"CA4207/8","320",2
"3042","兰州成都",9876,"MU2413/4","320",4
"3043","郑州南昌",9899,"VD8351/2","E90",2
"3044","武夷山西安",9901,"MF8215/6","738",6
"3045","天津泉州",9920,"BK2857","738",1
"3046","泉州天津",9920,"BK2858","738",1
"3047","天津泉州",9920,"GS6619/20","E90",4
"3048","呼和浩特桂林",9925,"JD5505/6","319",2
"3049","武汉青岛",9933,"8L9959","73G",1
"3050","青岛武汉",9933,"8L9960","73G",1
"3051","武汉青岛",9933,"CZ3631/2","738",2
"3052","武汉青岛",9933,"CZ3669/70","73G",4
"3053","青岛武汉",9933,"CZ6413/4","319",8
"3054","武汉青岛",9933,"MU2517","73G",1
"3055","青岛武汉",9933,"MU2518","73G",1
"3056","青岛武汉",9933,"SC4639/40","733",2
"3057","兴义贵阳",9940,"G52601/2","CR2",2
"3058","兴义贵阳",9940,"GS6455/6","ERJ",2
"3059","兴义贵阳",9940,"MU2577","CR2",1
"3060","贵阳兴义",9940,"MU2578","CR2",1
"3061","无锡深圳",9961,"CZ3209/10","320",4
"3062","无锡深圳",9961,"MU2987/8","320",6
"3063","无锡深圳",9961,"ZH9507/8","738",2
"3064","无锡深圳",9961,"ZH9565/6","738",4
"3065","无锡深圳",9961,"ZH9735/6","738",2
