,city1_2,flag,flight,flight__num,plane
209,厦门杭州,45,MF8525/6,2,738
210,杭州厦门,45,MU2369/70,2,733
211,厦门杭州,45,MU2667/8,2,73G
212,杭州厦门,45,SC4683/4,2,737
213,厦门杭州,45,SC4885/6,10,738
214,厦门杭州,45,SC4973,1,738
215,厦门杭州,45,SC4973/4,8,737
216,杭州厦门,45,SC4974,1,738
217,临沧昆明,46,MU5961/2,2,733
218,临沧昆明,46,MU5963/4,2,73G
219,重庆西宁,47,3U8821,2,320
220,西宁重庆,47,3U8822,2,320
221,成都银川,48,3U8855/6,2,320
222,银川成都,48,CA4231/2,2,319
223,长沙深圳,49,CZ3389/90,2,320
224,长沙深圳,49,CZ3743/4,2,M90
225,长沙深圳,49,CZ3987/8,6,321
226,长沙深圳,49,CZ6889/90,2,73G
227,深圳长沙,49,HU7185,1,738
228,长沙深圳,49,HU7186,1,738
229,长沙深圳,49,ZH9937/8,2,738
230,深圳长沙,49,ZH9977,2,738
231,长沙深圳,49,ZH9978,1,738
232,天津兰州,50,GS6687/8,4,ERJ
233,海口杭州,54,CZ6665/6,2,733
234,海口杭州,54,GS7521/2,2,E90
235,杭州海口,54,GS7567/8,2,E90
236,海口杭州,54,HU7053,1,738
237,杭州海口,54,HU7054,1,738
238,海口杭州,54,HU7061,2,733
239,杭州海口,54,HU7062,1,733
240,深圳南阳,56,CZ3919/20,4,ERJ
241,锡林浩特呼和浩特,58,CA1399/400,2,733
242,锡林浩特呼和浩特,58,GS6427/8,2,EMB
243,锡林浩特呼和浩特,58,GS6429/30,2,EMB
244,锡林浩特呼和浩特,58,GS6491/2,4,ERJ
245,锡林浩特呼和浩特,58,GS6493/4,2,ERJ
246,锡林浩特呼和浩特,58,GS6551/2,2,ERJ
247,锡林浩特呼和浩特,58,GS7413/4,2,ERJ
248,呼和浩特锡林浩特,58,MU3193,1,ERJ
249,锡林浩特呼和浩特,58,MU3194,1,ERJ
250,锡林浩特呼和浩特,58,MU3407/8,2,ERJ
251,延安西安,60,GS7435/6,2,E90
252,延安西安,60,JR1501/2,2,MA6
253,延安西安,60,JR1509/10,2,MA6
254,深圳济南,61,CZ6487/8,4,320
255,深圳济南,61,HU7359,1,738
256,济南深圳,61,HU7360,1,738
257,深圳济南,61,HU7715,1,738
258,济南深圳,61,HU7716,1,738
259,深圳济南,61,SC1181/2,2,733
260,深圳济南,61,SC1187/8,2,733
261,深圳济南,61,SC1189/90,4,733
262,深圳济南,61,ZH9927,1,738
263,济南深圳,61,ZH9928,1,738
264,深圳济南,61,ZH9939,1,738
265,济南深圳,61,ZH9940,1,738
266,天津桂林,64,BK2819/20,2,738
267,杭州青岛,67,CA1787/8,2,319
268,杭州青岛,67,CZ3265/6,2,738
269,青岛杭州,67,CZ6527/8,4,319
270,青岛杭州,67,CZ6709/10,4,319
271,杭州青岛,67,MF8525/6,2,738
272,杭州青岛,67,MU5271,1,320
273,青岛杭州,67,MU5272,1,320
274,青岛杭州,67,SC4683/4,2,737
275,青岛杭州,67,SC4689/90,2,737
276,青岛杭州,67,SC4773/4,6,737
277,青岛杭州,67,SC4775/6,4,737
278,西宁成都,69,3U8519/20,2,319
279,西宁成都,69,3U8987/8,4,320
280,成都西宁,69,CA4205,1,320
281,西宁成都,69,CA4206,1,319
282,西宁成都,69,CA4211/2,2,319
283,西宁成都,69,TV9817/8,2,319
284,深圳洛阳,70,CZ6511/2,4,320
285,西安南昌,71,HU7649,1,738
286,南昌西安,71,HU7650,1,738
287,南昌西安,71,MF8207/8,2,752
288,西安南昌,71,MU2281,1,320
289,南昌西安,71,MU2282,1,320
290,南昌西安,71,MU5583,1,320
291,西安南昌,71,MU5584,1,320
292,南昌西安,71,SC4781/2,2,733
293,黄山厦门,73,JD5287/8,4,319
294,成都济宁,79,EU2709/10,4,319
295,成都北海,203,EU2715/6,4,319
296,重庆北海,259,EU2717/8,4,319
297,重庆长春,363,3U8863/4,2,320
298,长春重庆,363,CZ6459/60,2,320
299,大连长春,413,CZ3677/8,2,320
300,大连长春,413,CZ6651/2,2,73G
301,大连长春,413,MU2771,4,320
302,长春大连,413,MU2772,3,320
303,大连长春,413,ZH9887/8,2,738
304,成都大连,498,3U8811/2,2,321
305,成都大连,498,3U8813/4,4,319
306,大连成都,498,CZ6433/4,2,319
307,大连成都,498,CZ6435/6,4,319
308,成都大连,498,EU2727/8,2,320
309,成都大连,498,EU2757/8,2,320
310,广州长沙,546,CZ3165/6,2,ERJ
311,长沙广州,546,CZ3375/6,2,320
312,长沙广州,546,CZ3379,1,320
313,广州长沙,546,CZ3380,1,320
314,长沙广州,546,CZ3387/8,4,320
315,广州长沙,546,ZH9683/4,2,320
316,北海海口,550,MU3149,1,ERJ
317,海口北海,550,MU3150,1,ERJ
318,贵阳长沙,651,CZ3655/6,2,73G
319,贵阳长沙,651,CZ3781/2,2,73G
320,贵阳长沙,651,CZ3791/2,2,73G
321,长沙贵阳,651,MF8465/6,2,738
322,长沙贵阳,651,MU2965,2,320
323,长沙贵阳,651,MU2965/6,2,320
324,贵阳长沙,651,MU2966,1,320
325,长沙贵阳,651,ZH7021/2,2,320
326,长沙海口,687,BK2855/6,2,738
327,长沙海口,687,CZ3371/2,4,320
328,长沙海口,687,EU2726/5,2,319
329,长沙海口,687,GS7561/2,4,E90
330,海口长沙,687,HU7035,1,733
331,长沙海口,687,HU7036,2,738
332,海口长沙,687,HU7105/6,2,737
333,海口长沙,687,HU7227,2,738
334,长沙海口,687,HU7228,1,738
335,海口长沙,687,HU7259,1,733
336,海口长沙,687,HU7259/60,2,733
337,长沙海口,687,HU7260,1,733
338,长沙海口,687,HU7333,2,738
339,长沙海口,687,HU7333/4,4,737
340,海口长沙,687,HU7334,2,734
341,长沙海口,687,JD5209/10,2,319
342,海口长沙,687,JD5639/40,2,319
343,长沙海口,687,MU2293,1,73G
344,杭州长春,703,CZ6629/30,2,321
345,杭州长春,703,MF8053/4,2,738
346,广州赣州,798,CZ3637/8,2,ERJ
347,广州赣州,798,CZ6929/30,2,ERJ
348,广州广元,806,CA1421/2,2,73G
349,贵阳福州,868,EU2731/2,4,319
350,贵阳福州,868,G52677/8,2,CR2
351,福州贵阳,868,MF8421/2,6,752
352,长沙济南,877,CZ3791/2,2,73G
353,长沙济南,877,HU7105/6,2,737
354,长沙济南,877,HU7227,2,738
355,济南长沙,877,HU7228,1,738
356,长沙济南,877,MF8051/2,2,738
357,长沙济南,877,MF8571/2,4,738
358,长沙济南,877,SC4893/4,4,CR2
359,长沙济南,877,SC4917/8,4,733
360,长春昆明,910,CZ6459/60,6,319
361,昆明长春,910,KY8023/4,2,737
362,成都呼和浩特,911,3U8723/4,2,319
363,呼和浩特成都,911,CA1447/8,10,733
364,呼和浩特成都,911,ZH9409/10,2,737
365,贵阳广州,921,CA4331/2,2,73G
366,贵阳广州,921,CA4359/60,4,733
367,贵阳广州,921,CZ3411/2,2,738
368,贵阳广州,921,CZ3421/2,2,319
369,贵阳广州,921,CZ3661/2,2,73G
370,贵阳广州,921,CZ3691/2,2,738
371,贵阳广州,921,CZ6295/6,2,73G
372,广州贵阳,921,HU7171,1,734
373,贵阳广州,921,HU7172,1,734
374,广州贵阳,921,HU7271,1,738
375,贵阳广州,921,HU7272,1,738
376,广州贵阳,921,HU7713,2,738
377,贵阳广州,921,HU7714,1,738
378,贵阳广州,921,ZH9629/30,4,320
379,贵阳广州,921,ZH9631/2,8,320
380,大连哈尔滨,934,3U8943/4,2,320
381,大连哈尔滨,934,CA8203/4,2,320
382,大连哈尔滨,934,CZ3603/4,2,319
383,哈尔滨大连,934,CZ6261/2,2,320
384,大连哈尔滨,934,HU7695,1,738
385,哈尔滨大连,934,HU7696,1,738
386,大连哈尔滨,934,SC4825/6,4,733
387,大连哈尔滨,934,SC4827/8,2,CR2
388,大连哈尔滨,934,ZH9383,1,320
389,哈尔滨大连,934,ZH9384,1,320
390,福州杭州,951,MF8053/4,2,738
391,福州济南,1094,MF8041/2,2,73G
392,福州济南,1094,MF8571/2,4,738
393,济南福州,1094,SC4613/4,2,738
394,济南福州,1094,SC4841/2,4,737
395,济南福州,1094,SC4991/2,2,CR2
396,福州济南,1094,ZH9471,1,738
397,济南福州,1094,ZH9472,1,738
398,长沙南京,1104,BK2889/90,2,738
399,长沙南京,1104,CZ3655/6,2,73G
400,长沙南京,1104,CZ3659/60,2,320
401,南京长沙,1104,CZ3759/6,4,321
402,南京长沙,1104,CZ3759/60,6,321
403,长沙南京,1104,CZ3985/6,2,320
404,南京长沙,1104,EU2726/5,2,319
405,南京长沙,1104,EU6826/5,2,320
406,长沙南京,1104,MF8021/2,2,738
407,南京长沙,1104,MU2705,1,320
408,长沙南京,1104,MU2706,1,320
409,南京长沙,1104,MU2715,1,320
410,长沙南京,1104,MU2716,1,320
411,南京长沙,1104,MU2725,1,320
412,长沙南京,1104,MU2726,1,320
413,南京长沙,1104,ZH9203/4,2,737
414,哈尔滨贵阳,1142,3U8503/4,2,319
415,哈尔滨贵阳,1142,3U8909/10,2,319
416,贵阳哈尔滨,1142,G52721,1,CR2
417,哈尔滨贵阳,1142,G52722,1,CR2
418,长沙南宁,1146,CA1763/4,2,319
419,南宁长沙,1146,CZ3773/4,6,738
420,南宁长沙,1146,EU2227/8,6,319
421,长沙南宁,1146,GS6503/4,4,EMB
422,长沙南宁,1146,HU7397,5,738
423,南宁长沙,1146,HU7398,3,738
424,长沙南宁,1146,SC4603/4,2,733
425,长沙南宁,1146,ZH9203/4,2,737
426,南宁长沙,1146,ZH9587/8,2,737
427,重庆南昌,1187,3U8959/60,2,320
428,南昌重庆,1187,MF8485/6,4,738
429,重庆南昌,1187,MF8495/6,2,738
430,长沙青岛,1204,CZ3937/8,2,320
431,长沙青岛,1204,CZ3983,2,320
432,青岛长沙,1204,CZ3984,2,320
433,长沙青岛,1204,MF8515/6,2,738
434,长沙青岛,1204,MF8583/4,2,738
435,长沙青岛,1204,MU3205,1,ERJ
436,青岛长沙,1204,MU3206,1,ERJ
437,青岛长沙,1204,MU5437,2,320
438,长沙青岛,1204,MU5438,2,320
439,青岛长沙,1204,SC4603/4,2,733
440,青岛长沙,1204,SC4705/6,2,733
441,长沙青岛,1204,ZH9587/8,2,737
442,海口合肥,1210,CZ3837/8,4,733
443,海口合肥,1210,HU7689,1,734
444,合肥海口,1210,HU7690,1,738
445,昆明广州,1219,CZ3407/8,2,319
446,昆明广州,1219,CZ3409/10,2,319
447,昆明广州,1219,CZ3419/20,2,319
448,昆明广州,1219,CZ3449/50,2,319
449,广州昆明,1219,CZ3477,1,319
450,昆明广州,1219,CZ3478,1,319
451,广州昆明,1219,CZ3481/2,2,319
452,广州昆明,1219,CZ3487/8,4,319
453,昆明广州,1219,CZ3489/90,2,319
454,昆明广州,1219,MU5731/2,2,733
455,昆明广州,1219,MU5735,1,733
456,广州昆明,1219,MU5736,1,733
457,昆明广州,1219,MU5737/8,2,763
458,广州昆明,1219,MU5740,1,733
459,昆明广州,1219,MU5741/2,6,733
460,昆明广州,1219,ZH9633/4,4,737
461,广州昆明,1219,ZH9645,4,320
462,昆明广州,1219,ZH9646,2,320
463,贵阳济南,1245,CZ3791/2,2,73G
464,济南贵阳,1245,CZ6453/4,2,320
465,济南贵阳,1245,SC4919/20,4,CR2
466,济南贵阳,1245,SC4943/4,4,738
467,济南贵阳,1245,SC4963/4,2,733
468,大连南京,1269,CZ3759/6,4,321
469,大连南京,1269,CZ3759/60,6,321
470,南京大连,1269,CZ3985/6,2,320
471,南京大连,1269,CZ6537/8,8,319
472,南京大连,1269,HU7683/4,4,738
473,南京大连,1269,HU7727/8,2,737
474,南京大连,1269,MF8021/2,2,738
475,南京大连,1269,MU2771,4,320
476,大连南京,1269,MU2772,3,320
477,南京大连,1269,MU2791,4,320
478,大连南京,1269,MU2792,2,320
479,南京大连,1269,MU2933/4,2,320
480,南京大连,1269,ZH9225/6,2,320
481,南京大连,1269,ZH9351/2,2,738
482,广州连云港,1301,CZ3257,1,319
483,连云港广州,1301,CZ3258,1,319
484,广州连云港,1301,CZ3635,1,319
485,大连南宁,1311,CZ6391/2,6,319
486,南宁大连,1311,GS7583/4,2,E90
487,大连南宁,1311,HU7397,5,738
488,南宁大连,1311,HU7398,3,738
489,南宁大连,1311,ZH9529,1,733
490,大连南宁,1311,ZH9530,1,733
491,泸州广州,1332,CA4339,1,733
492,广州泸州,1332,CA4340,1,733
493,泸州广州,1332,CA4351/2,2,73G
494,昆明海口,1353,8L9971,1,73G
495,海口昆明,1353,8L9972,1,73G
496,昆明海口,1353,CZ3431/2,2,733
497,海口昆明,1353,HU7087,1,738
498,昆明海口,1353,HU7088,1,738
499,昆明海口,1353,MU5747/8,2,737
500,重庆三亚,1366,3U8715/6,2,319
501,三亚重庆,1366,3U8759/60,4,320
502,重庆三亚,1366,CA4387/8,2,73G
503,重庆三亚,1366,CZ6307/8,2,321
504,三亚重庆,1366,HU7631,2,738
505,重庆三亚,1366,HU7632,3,738
506,重庆三亚,1366,JD5185/6,2,319
507,重庆三亚,1366,OQ2331/2,2,320
508,重庆三亚,1366,PN6203/4,2,319
509,长沙沈阳,1376,BK2889/90,2,738
510,长沙沈阳,1376,CZ3130/29,2,320
511,长沙沈阳,1376,CZ3659/60,2,320
512,沈阳长沙,1376,CZ3984,2,320
513,沈阳长沙,1376,CZ6653/4,2,320
514,深圳长春,1383,CZ3677/8,2,320
515,长春深圳,1383,CZ6357/8,4,319
516,深圳长春,1383,CZ6487/8,4,320
517,深圳长春,1383,ZH9857,1,738
518,长春深圳,1383,ZH9858,1,738
519,深圳长春,1383,ZH9887/8,2,738
520,济南合肥,1398,SC4613/4,2,738
521,济南合肥,1398,SC4835/6,2,CR2
522,济南合肥,1398,SC4919/20,4,CR2
523,济南合肥,1398,SC4993/4,4,733
524,南昌贵阳,1441,MU2755,1,320
525,贵阳南昌,1441,MU2756,1,320
526,兰州杭州,1444,CZ6951/2,2,73G
527,深圳常州,1446,ZH9841,1,320
528,常州深圳,1446,ZH9842,2,320
529,贵阳南京,1473,8L9983,2,73G
530,南京贵阳,1473,8L9984,2,73G
531,贵阳南京,1473,CZ3655/6,2,73G
532,南京贵阳,1473,CZ6451/2,2,319
533,贵阳南京,1473,KY8011/2,2,73G
534,南京贵阳,1473,MU2755,1,320
535,贵阳南京,1473,MU2756,1,320
536,南京贵阳,1473,ZH9215/6,2,738
537,南京海口,1512,EU2726/5,2,319
538,南京海口,1512,HU7089/90,2,738
539,南京海口,1512,MU2869,1,320
540,海口南京,1512,MU2870,1,320
541,南京海口,1512,ZH9221/2,2,738
542,温州长春,1530,SC4983/4,2,737
543,成都石家庄,1542,3U8877/8,2,319
544,石家庄成都,1542,9C8985/6,2,320
545,石家庄成都,1542,MU5439/40,2,73G
546,石家庄成都,1542,NS3209/10,2,320
547,三亚桂林,1586,3U8899/900,2,320
548,桂林三亚,1586,CZ6591/2,2,738
549,三亚桂林,1586,CZ6721/2,2,319
550,桂林三亚,1586,CZ6859/60,2,319
551,三亚桂林,1586,JD5315/6,2,319
552,三亚桂林,1586,JD5501/2,2,319
553,深圳大连,1588,CZ3677/8,2,320
554,大连深圳,1588,CZ6325/6,2,319
555,大连深圳,1588,CZ6327/8,4,321
556,深圳大连,1588,HU7717,1,738
557,大连深圳,1588,HU7718,1,738
558,深圳大连,1588,ZH9829,1,320
559,大连深圳,1588,ZH9830,1,320
560,深圳大连,1588,ZH9887/8,2,738
561,昆明兰州,1656,8L9923,2,73G
562,兰州昆明,1656,8L9924,2,73G
563,兰州昆明,1656,MU2289/90,2,320
564,长春厦门,1660,CZ6545/6,2,319
565,厦门长春,1660,MF8049/50,2,738
566,厦门长春,1660,SC4955,2,73G
567,长春厦门,1660,SC4956,2,73G
568,哈尔滨宁波,1664,3U8729/30,2,320
569,哈尔滨宁波,1664,CZ6762,2,321
570,天津大连,1692,CZ6363/4,4,320
571,天津大连,1692,CZ6417/8,2,319
572,天津大连,1692,CZ6635/6,2,319
573,天津大连,1692,GS6559/60,2,E90
574,天津大连,1692,GS6629/30,2,E90
575,天津大连,1692,GS6631/2,2,EMB
576,天津大连,1692,GS7419/20,4,E90
577,天津大连,1692,GS7579/80,2,E90
578,济南南京,1699,SC4945/6,2,738
579,济南南京,1699,SC4991/2,2,CR2
580,昆明泸州,1713,MU5709/10,6,73G
581,泸州昆明,1713,MU5821/2,2,737
582,南宁济南,1740,CZ3271/2,2,733
583,南宁济南,1740,EU2249/50,2,319
584,济南南宁,1740,SC4933/4,2,CR2
585,南宁济南,1740,ZH9471,1,738
586,济南南宁,1740,ZH9472,1,738
587,天津福州,1743,FM9291/2,2,738
588,天津福州,1743,GS6627/8,6,E90
589,福州天津,1743,MF8137/8,2,738
590,沈阳贵阳,1744,CZ6451/2,2,319
591,沈阳贵阳,1744,CZ6453/4,2,320
592,桂林深圳,1759,CZ3239,1,738
593,深圳桂林,1759,CZ3240,1,738
594,深圳桂林,1759,CZ3951,1,320
595,桂林深圳,1759,CZ3952,3,320
596,深圳桂林,1759,ZH9837/8,8,319
597,昆明南京,1773,8L9913/4,2,737
598,昆明南京,1773,8L9983,2,73G
599,南京昆明,1773,8L9984,2,73G
600,昆明南京,1773,KY8011/2,2,73G
601,南京昆明,1773,MU2705,1,320
602,昆明南京,1773,MU2706,1,320
603,南京昆明,1773,MU2715,1,320
604,昆明南京,1773,MU2716,1,320
605,南京昆明,1773,MU2725,1,320
606,昆明南京,1773,MU2726,1,320
607,南京昆明,1773,MU5787/8,2,733
608,南京昆明,1773,MU5791/2,2,763
609,南京昆明,1773,MU5799/800,2,73G
610,南京昆明,1773,SC4695,1,733
611,昆明南京,1773,SC4696,1,733
612,沈阳海口,1783,CZ6517/8,2,M90
613,海口沈阳,1783,HU7047,1,738
614,沈阳海口,1783,HU7048,1,738
615,海口沈阳,1783,JD5611/2,2,319
616,成都西安,1812,3U8801,1,320
617,西安成都,1812,3U8802,1,320
618,西安成都,1812,3U8803/4,4,319
619,西安成都,1812,CA4201/2,2,319
620,西安成都,1812,CZ6249/50,2,319
621,西安成都,1812,CZ6255/6,2,320
622,西安成都,1812,CZ6401/2,2,M90
623,西安成都,1812,CZ6433/4,2,319
624,成都西安,1812,EU2713,1,319
625,西安成都,1812,EU2714,1,319
626,西安成都,1812,HU7855,2,737
627,成都西安,1812,HU7856,2,737
628,成都西安,1812,MU2295/6,2,737
629,西安成都,1812,MU2341/2,2,320
630,西安成都,1812,MU2343/4,2,319
631,西安成都,1812,MU2347/8,2,320
632,大连乌鲁木齐,1820,CZ6953/4,4,319
633,乌鲁木齐大连,1820,HU7815,1,738
634,大连乌鲁木齐,1820,HU7816,1,738
635,哈尔滨沈阳,1862,CZ6309,1,M90
636,沈阳哈尔滨,1862,CZ6310,1,320
637,哈尔滨沈阳,1862,CZ6762,2,321
638,沈阳哈尔滨,1862,MF8045/6,2,738
639,沈阳哈尔滨,1862,ZH9431/2,2,320
640,海口石家庄,1884,JD5183/4,2,319
641,石家庄海口,1884,NS3215/6,2,ERJ
642,石家庄海口,1884,NS3221/2,2,320
643,南昌南京,1893,CZ3263/4,2,738
644,南京南昌,1893,CZ6581/2,2,319
645,南京南昌,1893,MU2755,1,320
646,南昌南京,1893,MU2756,1,320
647,武汉广州,1900,CA8231/2,2,320
648,武汉广州,1900,CZ3343/4,2,73G
649,广州武汉,1900,CZ3346,1,73G
650,武汉广州,1900,CZ3347,1,73G
651,武汉广州,1900,CZ3367/8,2,738
652,武汉广州,1900,CZ6575/6,6,738
653,广州武汉,1900,CZ6589/90,2,73G
654,武汉广州,1900,MU2471,1,733
655,广州武汉,1900,MU2472,1,738
656,武汉广州,1900,MU2475,1,733
657,广州武汉,1900,MU2476,1,733
658,广州武汉,1900,ZH9105,1,320
659,武汉广州,1900,ZH9106,1,320
660,广州武汉,1900,ZH9657,1,320
661,武汉广州,1900,ZH9658,1,320
662,青岛兰州,1908,SC4607/8,2,733
663,宜昌成都,1941,3U8711/2,6,321
664,武汉贵阳,1980,CZ3423/4,2,73G
665,贵阳武汉,1980,CZ3669/70,4,73G
666,贵阳武汉,1980,CZ3783/4,2,73G
667,贵阳武汉,1980,CZ3785/6,4,73G
668,武汉贵阳,1980,SC4875/6,4,738
669,深圳呼和浩特,1983,CZ3675/6,2,320
670,深圳呼和浩特,1983,CZ6511/2,4,320
671,深圳呼和浩特,1983,HU7043,1,733
672,呼和浩特深圳,1983,HU7044,1,733
673,深圳呼和浩特,1983,ZH9853,2,738
674,呼和浩特深圳,1983,ZH9854,1,738
675,徐州大连,1991,3U8813/4,4,319
676,南昌青岛,1993,MF8075,2,73G
677,青岛南昌,1993,MF8076,2,73G
678,南昌青岛,1993,MF8077/8,2,73G
679,南昌青岛,1993,ZH9667,1,320
680,青岛南昌,1993,ZH9668,1,320
681,重庆银川,2006,3U8793/4,2,320
682,银川重庆,2006,GS6527/8,2,E90
683,湛江成都,2012,CA4237/8,2,319
684,烟台大连,2014,BK2863/4,2,MA6
685,大连烟台,2014,BK2867,1,MA6
686,烟台大连,2014,BK2868,1,MA6
687,烟台大连,2014,MU2879/80,2,ERJ
688,大连烟台,2014,SC4823/4,2,CR2
689,烟台大连,2014,SC4825/6,4,733
690,烟台大连,2014,SC4827/8,2,CR2
691,南京青岛,2026,MU2701,1,320
692,青岛南京,2026,MU2702,1,320
693,青岛南京,2026,SC4695,1,733
694,南京青岛,2026,SC4696,1,733
695,青岛南京,2026,SC4729,1,738
696,青岛南京,2026,SC4729/30,6,737
697,南京青岛,2026,SC4730,1,CR2
698,沈阳兰州,2082,CZ6491/2,2,319
699,沈阳兰州,2082,ZH9447/8,2,320
700,哈尔滨武汉,2100,3U8725,1,320
701,武汉哈尔滨,2100,3U8726,1,320
702,武汉哈尔滨,2100,CA8203/4,2,320
703,武汉哈尔滨,2100,CZ3631/2,2,738
704,哈尔滨武汉,2100,CZ6277/8,2,320
705,武汉哈尔滨,2100,MU2523,2,738
706,哈尔滨武汉,2100,MU2524,1,738
707,郑州大连,2121,CZ3943/4,2,320
708,大连郑州,2121,CZ6427/8,4,319
709,郑州大连,2121,GS7583/4,2,E90
710,郑州大连,2121,HU7815,1,738
711,大连郑州,2121,HU7816,1,738
712,大连郑州,2121,ZH9465/6,2,320
713,郑州大连,2121,ZH9529,1,733
714,大连郑州,2121,ZH9530,1,733
715,厦门哈尔滨,2189,HU7695,1,738
716,哈尔滨厦门,2189,HU7696,1,738
717,厦门哈尔滨,2189,MF8067/8,2,738
718,杭州西安,2201,CA1775/6,2,320
719,杭州西安,2201,CA1785/6,2,319
720,西安杭州,2201,CZ6919/20,2,73G
721,西安杭州,2201,GS6501/2,2,E90
722,西安杭州,2201,HU7813,1,738
723,杭州西安,2201,HU7814,1,738
724,西安杭州,2201,HU7861,1,738
725,杭州西安,2201,HU7862,1,738
726,西安杭州,2201,MF8227/8,2,738
727,西安杭州,2201,MF8251/2,2,738
728,西安杭州,2201,MU2201/2,4,320
729,西安杭州,2201,MU2269,1,319
730,杭州西安,2201,MU2270,1,319
731,西安杭州,2201,MU2291/2,2,320
732,西安杭州,2201,MU5489/90,2,320
733,西安杭州,2201,ZH9103/4,2,320
734,武汉济南,2209,8L9939,2,73G
735,济南武汉,2209,8L9940,1,73G
736,武汉济南,2209,CZ3271/2,2,733
737,武汉济南,2209,CZ3621/2,4,738
738,武汉济南,2209,MF8553/4,2,752
739,武汉济南,2209,MF8559/60,2,738
740,武汉济南,2209,SC4869/70,2,733
741,济南武汉,2209,SC4933/4,2,CR2
742,张家界广州,2213,CZ3381/2,2,319
743,张家界广州,2213,CZ3385/6,2,319
744,张家界广州,2213,FM9389,1,738
745,广州张家界,2213,FM9390,1,738
746,济南乌鲁木齐,2248,CZ6285/6,2,320
747,乌鲁木齐济南,2248,CZ6959/60,4,73G
748,乌鲁木齐济南,2248,HU7673,1,738
749,济南乌鲁木齐,2248,HU7674,1,738
750,济南乌鲁木齐,2248,MF8231/2,4,738
751,乌鲁木齐济南,2248,MU5455/6,4,319
752,济南乌鲁木齐,2248,SC4905/6,2,738
753,济南乌鲁木齐,2248,SC4911/2,4,733
754,济南乌鲁木齐,2248,SC4927,2,738
755,乌鲁木齐济南,2248,SC4928,1,738
756,乌鲁木齐济南,2248,SC4937/8,2,738
757,西安合肥,2268,CZ6305/6,4,73G
758,西安合肥,2268,GS6451/2,2,E90
759,西安合肥,2268,GS7559/60,4,E90
760,合肥西安,2268,MU2385/6,2,320
761,厦门济南,2298,MF8073/4,2,738
762,厦门济南,2298,MF8189/90,6,73G
763,厦门济南,2298,MF8553/4,2,752
764,济南厦门,2298,SC4793,1,733
765,厦门济南,2298,SC4794,3,733
766,厦门济南,2298,SC4877/8,10,733
767,厦门济南,2298,SC4973,1,738
768,厦门济南,2298,SC4973/4,8,737
769,济南厦门,2298,SC4974,1,738
770,厦门济南,2298,SC4981/2,2,733
771,武汉兰州,2319,MU2079,3,73G
772,兰州武汉,2319,MU2080,1,73G
773,武汉兰州,2319,MU2479,2,733
774,兰州武汉,2319,MU2480,2,738
775,武汉兰州,2319,MU2489,1,738
776,兰州武汉,2319,MU2490,1,738
777,武汉兰州,2319,MU2617,1,738
778,兰州武汉,2319,MU2618,1,738
779,武汉兰州,2319,MU2627,1,733
780,兰州武汉,2319,MU2628,1,733
781,昆明乌鲁木齐,2324,8L9923,2,73G
782,乌鲁木齐昆明,2324,8L9924,2,73G
783,昆明乌鲁木齐,2324,8L9963/4,2,319
784,乌鲁木齐昆明,2324,CZ6949/50,2,73G
785,昆明乌鲁木齐,2324,MU5727/8,2,73G
786,乌鲁木齐昆明,2324,MU5833/4,2,737
787,宁波深圳,2326,CZ6325/6,2,319
788,深圳宁波,2326,CZ6701/2,2,319
789,深圳宁波,2326,HU7717,1,738
790,宁波深圳,2326,HU7718,1,738
791,深圳宁波,2326,HU7721,1,738
792,宁波深圳,2326,HU7722,1,738
793,深圳宁波,2326,MU5243/4,2,320
794,深圳宁波,2326,ZH9567/8,2,738
795,烟台哈尔滨,2331,BK2845/6,4,738
796,烟台哈尔滨,2331,MU2085/6,6,320
797,烟台哈尔滨,2331,MU2523,2,738
798,哈尔滨烟台,2331,MU2524,1,738
799,烟台哈尔滨,2331,SC4825/6,4,733
800,烟台哈尔滨,2331,SC4827/8,2,CR2
801,烟台哈尔滨,2331,SC4871/2,2,73G
802,沈阳三亚,2343,CZ6483/4,2,319
803,三亚沈阳,2343,CZ6761,2,321
804,沈阳三亚,2343,ZH9491/2,2,320
805,青岛深圳,2357,CZ6311/2,2,M90
806,青岛深圳,2357,CZ6357/8,4,319
807,深圳青岛,2357,HU7721,1,738
808,青岛深圳,2357,HU7722,1,738
809,深圳青岛,2357,SC4681/2,2,733
810,青岛深圳,2357,SC4731,1,CR2
811,青岛深圳,2357,SC4731/2,2,733
812,深圳青岛,2357,SC4732,1,CR2
813,深圳青岛,2357,ZH9879,1,738
814,青岛深圳,2357,ZH9880,1,738
815,深圳青岛,2357,ZH9929/30,2,738
816,温州南昌,2360,GS6523/4,2,E90
817,兰州厦门,2407,HU7851,1,738
818,厦门兰州,2407,HU7852,1,738
819,厦门兰州,2407,MF8209/10,4,738
820,厦门兰州,2407,SC4811/2,2,738
821,天津青岛,2443,GS7455/6,2,E90
822,天津青岛,2443,GS7497/8,2,ERJ
823,天津青岛,2443,GS7575,2,E90
824,青岛天津,2443,GS7576,1,E90
825,青岛天津,2443,SC4717/8,2,CR2
826,天津青岛,2443,SC4777/8,2,CR2
827,西宁昆明,2465,3U8867/8,2,320
828,西安拉萨,2469,3U8635/6,2,319
829,西安拉萨,2469,3U8687/8,2,319
830,西安拉萨,2469,MU2333/4,2,319
831,西安拉萨,2469,MU2335,1,319
832,拉萨西安,2469,MU2336,2,319
