"","city1_2","flight_num","plane_num","flag"
"1927","贵阳南宁","VD8363/4","E90",9028
"1928","贵阳南宁","GS6533/4","E90",9028
"1929","贵阳宁波","CZ3785/6","73G",18592
"1930","贵阳宁波","CZ3785/6","73G",18592
"1931","贵阳宁波","CZ3785/6","73G",18592
"1932","贵阳宁波","CZ3785/6","73G",18592
"1933","贵阳青岛","SC4734","733",9009
"1934","贵阳青岛","CZ3669/70","73G",9009
"1935","贵阳青岛","CZ3669/70","73G",9009
"1936","贵阳青岛","CZ3669/70","73G",9009
"1937","贵阳青岛","CZ3669/70","73G",9009
"1938","贵阳泉州","3U8639/40","319",20489
"1939","贵阳泉州","3U8779/80","ERJ",20489
"1940","贵阳泉州","3U8779/80","ERJ",20489
"1941","贵阳泉州","3U8639/40","319",20489
"1942","贵阳三亚","ZH9131/2","738",4687
"1943","贵阳三亚","ZH9131/2","737",4687
"1944","贵阳三亚","3U8673/4","320",4687
"1945","贵阳三亚","JD5317/8","319",4687
"1946","贵阳三亚","ZH9131/2","737",4687
"1947","贵阳三亚","HU7348","738",4687
"1948","贵阳三亚","3U8673/4","320",4687
"1949","贵阳三亚","ZH9131/2","738",4687
"1950","贵阳厦门","SC4829/30","738",7223
"1951","贵阳厦门","SC4829/30","738",7223
"1952","贵阳厦门","MF8427/8","738",7223
"1953","贵阳厦门","SC4830","738",7223
"1954","贵阳厦门","MF8425/6","738",7223
"1955","贵阳深圳","HU7742","738",9223
"1956","贵阳深圳","HU7742","738",9223
"1957","贵阳深圳","ZH7103/4","320",9223
"1958","贵阳深圳","ZH7103/4","320",9223
"1959","贵阳深圳","CA4367/8","733",9223
"1960","贵阳深圳","CZ6559/60","320",9223
"1961","贵阳深圳","CZ6371","738",9223
"1962","贵阳深圳","ZH9895/6","738",9223
"1963","贵阳深圳","CZ3435/6","320",9223
"1964","贵阳深圳","CZ6371/2","738",9223
"1965","贵阳深圳","CZ3667/8","738",9223
"1966","贵阳深圳","ZH9975/6","738",9223
"1967","贵阳深圳","ZH9975/6","738",9223
"1968","贵阳石家庄","G52721","CR2",7718
"1969","贵阳太原","G52737","CR2",7878
"1970","贵阳太原","G52737","CR2",7878
"1971","贵阳太原","CZ3781/2","73G",7878
"1972","贵阳太原","G52749","CR2",7878
"1973","贵阳太原","CZ3781/2","73G",7878
"1974","贵阳天津","BK2872","738",12521
"1975","贵阳天津","GS7466","E90",12521
"1976","贵阳铜仁","G52603/4","CR2",18600
"1977","贵阳铜仁","GS6459/60","ERJ",18600
"1978","贵阳铜仁","GS6467/8","ERJ",18600
"1979","贵阳温州","CZ3783/4","73G",9137
"1980","贵阳温州","CZ3783/4","73G",9137
"1981","贵阳温州","3U8941/2","320",9137
"1982","贵阳温州","3U8941/2","320",9137
"1983","贵阳乌鲁木齐","CZ3693/4","73G",18604
"1984","贵阳乌鲁木齐","CZ3693/4","73G",18604
"1985","贵阳无锡","MU2966","320",22966
"1986","贵阳梧州","G52713","CR2",11674
"1987","贵阳武汉","CZ3785/6","73G",1980
"1988","贵阳武汉","CZ3783/4","73G",1980
"1989","贵阳武汉","CZ3783/4","73G",1980
"1990","贵阳武汉","CZ3669/70","73G",1980
"1991","贵阳武汉","CZ3669/70","73G",1980
"1992","贵阳武汉","CZ3785/6","73G",1980
"1993","贵阳武汉","CZ3785/6","73G",1980
"1994","贵阳武汉","CZ3785/6","73G",1980
"1995","贵阳武汉","CZ3669/70","73G",1980
"1996","贵阳武汉","CZ3669/70","73G",1980
"1997","贵阳西安","CZ3275/6","738",7255
"1998","贵阳西安","HU7688","738",7255
"1999","贵阳西安","CZ3275/6","738",7255
"2000","贵阳西安","SC4734","733",7255
"2001","贵阳西安","GS7466","E90",7255
"2002","贵阳兴义","GS6455/6","ERJ",9940
"2003","贵阳兴义","G52601/2","CR2",9940
"2004","贵阳兴义","MU2578","CR2",9940
"2005","贵阳义乌","KY8087/8","737",9203
"2006","贵阳义乌","KY8087/8","737",9203
"2007","贵阳运城","G52737","CR2",7850
"2008","贵阳运城","G52737","CR2",7850
"2009","贵阳湛江","G52781","CR2",8260
"2010","贵阳湛江","G52781","CR2",8260
"2011","贵阳长沙","MU2966","320",651
"2012","贵阳长沙","CZ3791/2","73G",651
"2013","贵阳长沙","CZ3781/2","73G",651
"2014","贵阳长沙","ZH7021/2","320",651
"2015","贵阳长沙","CZ3781/2","73G",651
"2016","贵阳长沙","CZ3791/2","73G",651
"2017","贵阳长沙","CZ3655/6","73G",651
"2018","贵阳长沙","CZ3655/6","73G",651
"2019","贵阳郑州","BK2872","738",7406
"2020","贵阳重庆","G52782","CR2",21393
"2021","贵阳重庆","G52782","CR2",21393
"2022","贵阳重庆","G52635/6","CR2",21393
"2023","贵阳重庆","G52617/8","CR2",21393
"2024","贵阳重庆","G52635/6","CR2",21393
"2025","贵阳重庆","G52615/6","CR2",21393
"2026","贵阳重庆","G52615/6","CR2",21393
"2027","桂林百色","VD8373/4","E90",21338
"2028","桂林北海","MU5885","CR2",17215
"2029","桂林北海","VD8375/6","E90",17215
"2030","桂林北海","CZ6935/6","733",17215
"2031","桂林常州","3U8595/6","320",7277
"2032","桂林常州","3U8595/6","320",7277
"2033","桂林成都","3U8585/6","320",7228
"2034","桂林成都","CA4323/4","738",7228
"2035","桂林成都","SC4763/4","733",7228
"2036","桂林成都","3U8585/6","321",7228
"2037","桂林成都","SC4763/4","738",7228
"2038","桂林成都","SC4763/4","738",7228
"2039","桂林成都","CZ3241/2","73G",7228
"2040","桂林成都","SC4763/4","733",7228
"2041","桂林成都","3U8585/6","321",7228
"2042","桂林成都","CZ3241/2","73G",7228
"2043","桂林福州","EU2753/4","319",7857
"2044","桂林广州","ZH7007/8","320",6838
"2045","桂林广州","CZ3233/4","738",6838
"2046","桂林广州","ZH7003/4","320",6838
"2047","桂林广州","FM9399","738",6838
"2048","桂林广州","JD5191/2","319",6838
"2049","桂林广州","CZ3233/4","738",6838
"2050","桂林广州","CZ3291","738",6838
"2051","桂林广州","ZH7003/4","320",6838
"2052","桂林广州","HU7393/4","737",6838
"2053","桂林广州","CZ3291/2","738",6838
"2054","桂林广州","ZH9670","320",6838
"2055","桂林广州","CZ3231/2","738",6838
"2056","桂林广州","ZH7005/6","320",6838
"2057","桂林广州","ZH9669/70","319",6838
"2058","桂林广州","ZH7007/8","320",6838
"2059","桂林广州","CZ3235/6","319",6838
"2060","桂林广州","ZH7007/8","320",6838
"2061","桂林广州","CZ3304","319",6838
"2062","桂林广州","ZH7002","320",6838
"2063","桂林广州","CZ3259/60","319",6838
"2064","桂林广州","CZ3304","319",6838
"2065","桂林广州","ZH7002","320",6838
"2066","桂林贵阳","MF8421/2","752",11237
"2067","桂林贵阳","MF8421/2","752",11237
"2068","桂林贵阳","MF8421/2","752",11237
"2069","桂林贵阳","MF8421/2","752",11237
"2070","桂林贵阳","MF8421/2","757",11237
"2071","桂林贵阳","MF8421/2","757",11237
"2072","桂林海口","HU7836","738",7559
"2073","桂林海口","HU7335","734",7559
"2074","桂林海口","GS6463/4","ERJ",7559
"2075","桂林海口","GS6463/4","ERJ",7559
"2076","桂林海口","GS6463/4","ERJ",7559
"2077","桂林海口","GS6463/4","ERJ",7559
"2078","桂林杭州","CZ3265/6","738",7701
"2079","桂林杭州","CZ3265/6","738",7701
"2080","桂林杭州","MU5561/2","320",7701
"2081","桂林合肥","MU5387/8","320",3097
"2082","桂林合肥","MU5387/8","320",3097
"2083","桂林合肥","MU5345/6","320",3097
"2084","桂林呼和浩特","JD5505/6","319",9925
"2085","桂林济南","JD5219/20","319",11156
"2086","桂林济南","SC4942","733",11156
"2087","桂林济南","JD5219/20","319",11156
"2088","桂林济南","JD5601","319",11156
"2089","桂林昆明","CZ3247/8","738",6073
"2090","桂林昆明","CZ3249/50","738",6073
"2091","桂林临沂","HU7835","738",25420
"2092","桂林南昌","SC4942","733",7989
"2093","桂林南京","MU2737/8","321",8937
"2094","桂林南京","CZ3253/4","738",8937
"2095","桂林南京","ZH9237/8","733",8937
"2096","桂林南京","ZH9237/8","738",8937
"2097","桂林南京","ZH9237/8","738",8937
"2098","桂林南京","ZH9237/8","738",8937
"2099","桂林南宁","VD8337/8","E90",16918
"2100","桂林南宁","MU5883/4","CR2",16918
"2101","桂林宁波","MU5649/50","320",11442
"2102","桂林青岛","CZ6361/2","319",6758
"2103","桂林青岛","SC4752","CR2",6758
"2104","桂林青岛","CZ3265/6","738",6758
"2105","桂林青岛","CZ3265/6","738",6758
"2106","桂林青岛","CZ6361/2","319",6758
"2107","桂林三亚","CZ6859/60","319",1586
"2108","桂林三亚","CZ6859/60","319",1586
"2109","桂林三亚","CZ6591/2","738",1586
"2110","桂林三亚","CZ6591/2","738",1586
"2111","桂林三亚","JD5315/6","319",1586
"2112","桂林三亚","CZ6721/2","319",1586
"2113","桂林厦门","JD5153/4","319",3966
"2114","桂林深圳","ZH9837/8","319",1759
"2115","桂林深圳","CZ3952","320",1759
"2116","桂林深圳","ZH9837/8","737",1759
"2117","桂林深圳","CZ3952","320",1759
"2118","桂林深圳","ZH9837/8","319",1759
"2119","桂林深圳","CZ3952","320",1759
"2120","桂林深圳","ZH9837/8","737",1759
"2121","桂林深圳","CZ3239","738",1759
"2122","桂林沈阳","CZ6361/2","319",14295
"2123","桂林沈阳","CZ6361/2","319",14295
"2124","桂林太原","JD5519/20","319",10171
"2125","桂林太原","HU7336","734",10171
"2126","桂林太原","CZ6287/8","738",10171
"2127","桂林太原","JD5519/20","319",10171
"2128","桂林太原","JD5501/2","319",10171
"2129","桂林太原","CZ6287/8","738",10171
"2130","桂林太原","CZ6287","738",10171
"2131","桂林太原","JD5501/2","319",10171
"2132","桂林太原","JD5519/20","319",10171
"2133","桂林太原","CZ6287/8","738",10171
"2134","桂林太原","CZ6287/8","738",10171
"2135","桂林太原","CZ6287/8","738",10171
"2136","桂林太原","CZ6287/8","738",10171
"2137","桂林太原","JD5519/20","319",10171
"2138","桂林天津","BK2819/20","738",64
"2139","桂林武汉","CZ6287/8","738",10573
"2140","桂林武汉","CZ6287/8","738",10573
"2141","桂林武汉","CZ3193/4","73G",10573
"2142","桂林武汉","CZ6287/8","738",10573
"2143","桂林武汉","CZ6287/8","738",10573
"2144","桂林武汉","CZ6583/4","738",10573
"2145","桂林武汉","CZ6287","738",10573
"2146","桂林武汉","CZ6287/8","738",10573
"2147","桂林武汉","CZ6287/8","738",10573
"2148","桂林西安","HU7830","738",13187
"2149","桂林西安","MU2330","320",13187
"2150","桂林西安","CZ6375/6","738",13187
"2151","桂林西安","JD5123/4","319",13187
"2152","桂林西安","MU2307/8","320",13187
"2153","桂林西安","MU2316","320",13187
"2154","桂林银川","3U8899/900","320",17665
"2155","桂林银川","3U8899/900","320",17665
"2156","桂林郑州","SC4752","CR2",11874
"2157","桂林重庆","OQ2391/2","320",5109
"2158","桂林重庆","OQ2375/6","319",5109
"2159","桂林重庆","OQ2391/2","320",5109
"2160","桂林重庆","CZ3859/60","733",5109
"2161","桂林重庆","PN6017/8","319",5109
"2162","桂林重庆","MF8403/4","752",5109
"2163","桂林重庆","PN6017/8","319",5109
"2164","桂林重庆","CZ6119/20","733",5109
"2165","桂林重庆","3U8775/6","320",5109
"2166","桂林重庆","CZ3859/60","733",5109
"2167","桂林重庆","MF8403/4","752",5109
"2168","桂林重庆","3U8775/6","320",5109
"2169","哈尔滨成都","CZ6255/6","320",13494
"2170","哈尔滨成都","CZ6255/6","320",13494
"2171","哈尔滨成都","CA4177/8","319",13494
"2172","哈尔滨大连","ZH9384","320",934
"2173","哈尔滨大连","HU7696","738",934
"2174","哈尔滨大连","CZ6261/2","320",934
"2175","哈尔滨大连","CZ6261/2","320",934
"2176","哈尔滨广州","ZH9671/2","320",10048
"2177","哈尔滨广州","CZ6261/2","320",10048
"2178","哈尔滨广州","CZ3615/6","319",10048
"2179","哈尔滨广州","CZ6261/2","320",10048
"2180","哈尔滨贵阳","3U8503/4","319",1142
"2181","哈尔滨贵阳","G52722","CR2",1142
"2182","哈尔滨贵阳","3U8909/10","319",1142
"2183","哈尔滨贵阳","3U8909/10","319",1142
"2184","哈尔滨贵阳","3U8503/4","319",1142
"2185","哈尔滨桂林","3U8969/70","320",5835
"2186","哈尔滨桂林","3U8969/70","320",5835
"2187","哈尔滨海口","3U8729/30","320",8072
"2188","哈尔滨海口","3U8729/30","320",8072
"2189","哈尔滨杭州","MU5272","320",5887
"2190","哈尔滨杭州","CZ6247/8","319",5887
"2191","哈尔滨杭州","CZ6247/8","319",5887
"2192","哈尔滨合肥","3U8909/10","319",3811
"2193","哈尔滨合肥","HU7746","738",3811
"2194","哈尔滨合肥","3U8909/10","319",3811
"2195","哈尔滨黑河","BK2841/2","MA6",7830
"2196","哈尔滨黑河","3U8587/8","319",7830
"2197","哈尔滨黑河","BK2841/2","MA6",7830
"2198","哈尔滨黑河","CZ6657/8","320",7830
"2199","哈尔滨黑河","CZ6657/8","320",7830
"2200","哈尔滨鸡西","CZ6293/4","320",19096
"2201","哈尔滨鸡西","BK2897/8","ma6",19096
"2202","哈尔滨济南","CZ6285/6","320",10878
"2203","哈尔滨济南","CZ6285/6","320",10878
"2204","哈尔滨佳木斯","BK2805/6","ma6",16894
"2205","哈尔滨昆明","CZ6247/8","319",8471
"2206","哈尔滨昆明","8L9990","73G",8471
"2207","哈尔滨昆明","CZ6247/8","319",8471
"2208","哈尔滨漠河","BK2841/2","MA6",18775
"2209","哈尔滨漠河","CZ6279/80","319",18775
"2210","哈尔滨漠河","CZ6279/80","319",18775
"2211","哈尔滨漠河","CZ6279/80","319",18775
"2212","哈尔滨漠河","BK2841/2","MA6",18775
"2213","哈尔滨漠河","CZ6223/4","319",18775
"2214","哈尔滨漠河","CZ6279/80","319",18775
"2215","哈尔滨牡丹江","BK2807/8","ma6",16895
"2216","哈尔滨南昌","MF8076","73G",20352
"2217","哈尔滨南昌","MF8076","73G",20352
"2218","哈尔滨南京","MU2702","320",2
"2219","哈尔滨南京","ZH9818","738",2
"2220","哈尔滨南宁","3U8725","320",22678
"2221","哈尔滨宁波","CZ6762","321",1664
"2222","哈尔滨宁波","CZ6762","321",1664
"2223","哈尔滨宁波","3U8729/30","320",1664
"2224","哈尔滨宁波","3U8729/30","320",1664
"2225","哈尔滨青岛","MU5272","320",8743
"2226","哈尔滨青岛","CZ6259","M90",8743
"2227","哈尔滨青岛","CZ6259","M90",8743
"2228","哈尔滨青岛","MF8076","73G",8743
"2229","哈尔滨青岛","MF8076","73G",8743
"2230","哈尔滨青岛","MU2702","320",8743
"2231","哈尔滨青岛","SC4631/2","738",8743
"2232","哈尔滨三亚","CZ6271/2","320",25180
"2233","哈尔滨三亚","CZ6277/8","320",25180
"2234","哈尔滨三亚","CZ6271/2","320",25180
"2235","哈尔滨三亚","CZ6277/8","320",25180
"2236","哈尔滨厦门","HU7696","738",2189
"2237","哈尔滨深圳","CZ3743/4","M90",5008
"2238","哈尔滨深圳","CZ3743/4","M90",5008
"2239","哈尔滨深圳","CZ6211/2","319",5008
"2240","哈尔滨深圳","CZ6211/2","319",5008
"2241","哈尔滨深圳","ZH9931/2","738",5008
"2242","哈尔滨深圳","CZ6211/2","319",5008
"2243","哈尔滨深圳","CZ6211/2","319",5008
"2244","哈尔滨深圳","HU7746","738",5008
"2245","哈尔滨深圳","CZ6309","M90",5008
"2246","哈尔滨深圳","ZH9931/2","738",5008
"2247","哈尔滨深圳","ZH9771/2","320",5008
"2248","哈尔滨深圳","ZH9818","738",5008
"2249","哈尔滨沈阳","ZH9431/2","320",1862
"2250","哈尔滨沈阳","CZ6762","321",1862
"2251","哈尔滨沈阳","CZ6762","321",1862
"2252","哈尔滨沈阳","CZ6309","M90",1862
"2253","哈尔滨石家庄","CZ6271/2","320",20369
"2254","哈尔滨石家庄","G52722","CR2",20369
"2255","哈尔滨石家庄","CZ6271/2","320",20369
"2256","哈尔滨太原","3U8969/70","320",25152
"2257","哈尔滨太原","HU7886","738",25152
"2258","哈尔滨太原","CZ6211/2","319",25152
"2259","哈尔滨太原","3U8969/70","320",25152
"2260","哈尔滨太原","CZ6211/2","319",25152
"2261","哈尔滨太原","CZ6211/2","319",25152
"2262","哈尔滨太原","CZ6211/2","319",25152
"2263","哈尔滨天津","VD8312","E90",6744
"2264","哈尔滨天津","BK2833/4","738",6744
"2265","哈尔滨威海","CZ6241/2","320",5155
"2266","哈尔滨温州","CZ6259","M90",11578
"2267","哈尔滨温州","CZ6259","M90",11578
"2268","哈尔滨乌鲁木齐","CZ6285/6","320",9189
"2269","哈尔滨乌鲁木齐","CZ6285/6","320",9189
"2270","哈尔滨武汉","MU2524","738",2100
"2271","哈尔滨武汉","3U8725","320",2100
"2272","哈尔滨武汉","CZ6277/8","320",2100
"2273","哈尔滨武汉","CZ6277/8","320",2100
"2274","哈尔滨西安","CZ6269/70","320",6957
"2275","哈尔滨西安","CZ6255/6","320",6957
"2276","哈尔滨西安","HU7886","738",6957
"2277","哈尔滨西安","CZ6269/70","320",6957
"2278","哈尔滨西安","CZ6255/6","320",6957
"2279","哈尔滨西安","MU2309/10","320",6957
"2280","哈尔滨西安","ZH9384","320",6957
"2281","哈尔滨徐州","3U8503/4","319",25148
"2282","哈尔滨徐州","3U8503/4","319",25148
"2283","哈尔滨烟台","MU2085/6","320",2331
"2284","哈尔滨烟台","MU2085/6","320",2331
"2285","哈尔滨烟台","MU2085/6","320",2331
"2286","哈尔滨烟台","SC4871/2","73G",2331
"2287","哈尔滨烟台","MU2524","738",2331
"2288","哈尔滨伊春","BK2809/10","ma6",19097
"2289","哈尔滨伊春","CZ6267/8","320",19097
"2290","哈尔滨伊春","CZ6267/8","320",19097
"2291","哈尔滨伊春","CZ6267/8","320",19097
"2292","哈尔滨伊春","CZ6267/8","320",19097
"2293","哈尔滨长沙","CZ3743/4","M90",10261
"2294","哈尔滨长沙","CZ3743/4","M90",10261
"2295","哈尔滨郑州","8L9990","73G",10116
"2296","哈尔滨郑州","VD8312","E90",10116
"2297","哈尔滨重庆","CZ6269/70","320",10223
"2298","哈尔滨重庆","CZ6269/70","320",10223
"2299","哈密乌鲁木齐","CZ6689/90","AT7",18648
"2300","哈密乌鲁木齐","CZ6317/8","733",18648
"2301","哈密乌鲁木齐","CZ6317/8","733",18648
"2302","海口北海","MU3150","ERJ",550
"2303","海口成都","HU7085","738",4168
"2304","海口成都","3U8751/2","320",4168
"2305","海口成都","CA4315/6","319",4168
"2306","海口大连","JD5269/70","319",5438
"2307","海口大连","JD5269/70","319",5438
"2308","海口福州","JD5227/8","319",10432
"2309","海口福州","HU7689","734",10432
"2310","海口福州","MF8373/4","738",10432
"2311","海口福州","MF8341/2","738",10432
"2312","海口赣州","MU5376","320",8211
"2313","海口广州","CZ6783/4","733",4472
"2314","海口广州","CZ6779/80","733",4472
"2315","海口广州","HU7011","733",4472
"2316","海口广州","HU7005","738",4472
"2317","海口广州","HU7013","738",4472
"2318","海口广州","CZ6785/6","733",4472
"2319","海口广州","CZ6787/8","733",4472
"2320","海口广州","ZH9611/2","320",4472
"2321","海口广州","ZH9609/10","320",4472
"2322","海口广州","MU2465","733",4472
"2323","海口广州","HU7003","738",4472
"2324","海口广州","HU7303","734",4472
"2325","海口广州","JD5160","319",4472
"2326","海口广州","HU7301","733",4472
"2327","海口广州","HU7009","733",4472
"2328","海口广州","CZ6777","733",4472
"2329","海口广州","CZ6773/4","733",4472
"2330","海口广州","CZ6789/90","733",4472
"2331","海口广州","HU7007","738",4472
"2332","海口广州","ZH7009/10","320",4472
"2333","海口广州","CZ6791/2","733",4472
"2334","海口广州","CZ6793/4","733",4472
"2335","海口广州","CZ6791/2","733",4472
"2336","海口贵阳","GS7519/20","E90",8720
"2337","海口贵阳","HU7091/2","737",8720
"2338","海口贵阳","GS7519/20","E90",8720
"2339","海口贵阳","HU7045","738",8720
"2340","海口桂林","JD5519/20","319",7559
"2341","海口桂林","JD5519/20","319",7559
"2342","海口桂林","JD5219/20","319",7559
"2343","海口桂林","HU7336","734",7559
"2344","海口桂林","HU7835","738",7559
"2345","海口桂林","JD5519/20","319",7559
"2346","海口桂林","JD5219/20","319",7559
"2347","海口桂林","JD5519/20","319",7559
"2348","海口哈尔滨","CZ6665/6","733",8072
"2349","海口哈尔滨","CZ6665/6","733",8072
"2350","海口杭州","GS7521/2","E90",54
"2351","海口杭州","HU7061","733",54
"2352","海口杭州","GS7521/2","E90",54
"2353","海口杭州","CZ6665/6","733",54
"2354","海口杭州","HU7061","733",54
"2355","海口杭州","CZ6665/6","733",54
"2356","海口杭州","HU7053","738",54
"2357","海口合肥","CZ3837/8","733",1210
"2358","海口合肥","CZ3837/8","733",1210
"2359","海口合肥","CZ3837/8","733",1210
"2360","海口合肥","CZ3837/8","733",1210
"2361","海口合肥","HU7689","734",1210
"2362","海口呼和浩特","JD5639/40","319",9469
"2363","海口呼和浩特","HU7259/60","733",9469
"2364","海口呼和浩特","HU7043","733",9469
"2365","海口呼和浩特","HU7259/60","733",9469
"2366","海口呼和浩特","HU7259","733",9469
"2367","海口呼和浩特","CA1913/4","738",9469
"2368","海口呼和浩特","JD5639/40","319",9469
"2369","海口济南","HU7105/6","737",8207
"2370","海口济南","JD5219/20","319",8207
"2371","海口济南","HU7227","738",8207
"2372","海口济南","JD5219/20","319",8207
"2373","海口济南","HU7105/6","737",8207
"2374","海口济南","HU7227","738",8207
"2375","海口济南","JD5651","319",8207
"2376","海口昆明","8L9972","73G",1353
"2377","海口昆明","HU7087","738",1353
"2378","海口昆明","MU5747/8","737",1353
"2379","海口昆明","CZ3431/2","733",1353
"2380","海口兰州","HU7073","738",8297
"2381","海口兰州","HU7073","733",8297
"2382","海口临沂","HU7835","738",22457
"2383","海口南昌","HU7071","738",10478
"2384","海口南昌","MU5376","320",10478
"2385","海口南昌","ZH9301/2","738",10478
"2386","海口南昌","JD5299/300","319",10478
"2387","海口南昌","HU7757/8","737",10478
"2388","海口南昌","MU5339/40","319",10478
"2389","海口南京","ZH9221/2","738",1512
"2390","海口南京","MU2870","320",1512
"2391","海口南京","HU7089/90","738",1512
"2392","海口南宁","GS6521/2","E90",11148
"2393","海口南宁","GS6521/2","E90",11148
"2394","海口南宁","GS7519/20","E90",11148
"2395","海口南宁","GS7521/2","E90",11148
"2396","海口南宁","GS7521/2","E90",11148
"2397","海口南宁","GS7519/20","E90",11148
"2398","海口宁波","JD5183/4","319",8489
"2399","海口宁波","JD5611/2","319",8489
"2400","海口宁波","JD5269/70","319",8489
"2401","海口宁波","HU7841/2","737",8489
"2402","海口宁波","JD5183/4","319",8489
"2403","海口宁波","JD5611/2","319",8489
"2404","海口宁波","HU7841/2","737",8489
"2405","海口宁波","HU7841","733",8489
"2406","海口宁波","JD5269/70","319",8489
"2407","海口青岛","HU7841","733",6205
"2408","海口青岛","HU7841/2","737",6205
"2409","海口青岛","HU7841/2","737",6205
"2410","海口厦门","CZ3837/8","733",3552
"2411","海口厦门","CZ3837/8","733",3552
"2412","海口厦门","HU7047","738",3552
"2413","海口厦门","CZ3837/8","733",3552
"2414","海口厦门","CZ3837/8","733",3552
"2415","海口深圳","CZ2509/10","320",9996
"2416","海口深圳","CZ3955/6","320",9996
"2417","海口深圳","CZ2509/10","320",9996
"2418","海口深圳","HU7019","738",9996
"2419","海口深圳","HU7015","738",9996
"2420","海口深圳","ZH9909/10","738",9996
"2421","海口深圳","HU7051","738",9996
"2422","海口深圳","HU7779","738",9996
"2423","海口深圳","ZH9809/10","737",9996
"2424","海口深圳","CZ2509/10","320",9996
"2425","海口深圳","CZ2509/10","320",9996
"2426","海口深圳","HU7779","738",9996
"2427","海口深圳","ZH9875/6","738",9996
"2428","海口深圳","HU7043","733",9996
"2429","海口深圳","CZ6795/6","733",9996
"2430","海口深圳","HU7051","738",9996
"2431","海口深圳","CZ6795/6","733",9996
"2432","海口沈阳","HU7047","738",1783
"2433","海口沈阳","JD5611/2","319",1783
"2434","海口沈阳","JD5611/2","319",1783
"2435","海口石家庄","JD5183/4","319",1884
"2436","海口石家庄","JD5183/4","319",1884
"2437","海口石家庄","NS3221/2","320",1884
"2438","海口太原","HU7334","734",6494
"2439","海口太原","JD5519/20","319",6494
"2440","海口太原","JD5519/20","319",6494
"2441","海口太原","JD5519/20","319",6494
"2442","海口太原","HU7334","738",6494
"2443","海口太原","HU7336","734",6494
"2444","海口太原","JD5519/20","319",6494
"2445","海口温州","HU7079","738",8893
"2446","海口温州","JD5610/09","319",8893
"2447","海口温州","HU7363","734",8893
"2448","海口温州","HU7627","734",8893
"2449","海口武汉","MU3150","ERJ",8936
"2450","海口武汉","CA8235/6","320",8936
"2451","海口武汉","MU2481/2","738",8936
"2452","海口武汉","HU7293","733",8936
"2453","海口武汉","CZ6365/6","320",8936
"2454","海口武汉","HU7095","738",8936
"2455","海口武汉","CZ6365/6","320",8936
"2456","海口武汉","HU7095/6","738",8936
"2457","海口西安","GS6521/2","E90",7933
"2458","海口西安","HU7267","733",7933
"2459","海口西安","MU2317/8","320",7933
"2460","海口西安","HU7867","738",7933
"2461","海口西安","HU7867","738",7933
"2462","海口西安","GS6521/2","E90",7933
"2463","海口西安","JD5111/2","319",7933
"2464","海口徐州","HU7035","733",6826
"2465","海口宜宾","EU2743/4","319",18638
"2466","海口湛江","G52755/6","cr2",10465
"2467","海口长沙","JD5639/40","319",687
"2468","海口长沙","HU7105/6","737",687
"2469","海口长沙","HU7334","738",687
"2470","海口长沙","CZ3371/2","320",687
"2471","海口长沙","HU7259","733",687
"2472","海口长沙","HU7259/60","733",687
"2473","海口长沙","JD5639/40","319",687
"2474","海口长沙","HU7334","734",687
"2475","海口长沙","CZ3371/2","320",687
"2476","海口长沙","HU7227","738",687
"2477","海口长沙","JD5209/10","319",687
"2478","海口长沙","HU7227","738",687
"2479","海口长沙","HU7035","733",687
"2480","海口长沙","HU7105/6","737",687
"2481","海口长沙","HU7259/60","733",687
"2482","海口长沙","BK2855/6","738",687
"2483","海口郑州","HU7309","738",5070
"2484","海口郑州","HU7223","738",5070
"2485","海口郑州","HU7223/4","737",5070
"2486","海口郑州","CZ6855/6","319",5070
"2487","海口郑州","CZ3995/6","733",5070
"2488","海口郑州","JD5173/4","319",5070
"2489","海口重庆","CZ6313/4","320",5160
"2490","海口重庆","OQ2343/4","320",5160
"2491","海口重庆","OQ2343/4","320",5160
"2492","海口重庆","HU7073","738",5160
"2493","海口重庆","3U8785/6","320",5160
"2494","海口重庆","PN6207/8","319",5160
"2495","海口重庆","HU7267","733",5160
"2496","海口重庆","JD5613/4","319",5160
"2497","海口重庆","HU7073","733",5160
"2498","邯郸大连","G52679","CR2",18813
"2499","邯郸广州","CZ3299/300","319",21752
"2500","邯郸厦门","MU2537/8","EMB",20183
"2501","邯郸温州","NS3223/4","ERJ",8609
"2502","邯郸温州","NS3223/4","ERJ",8609
"2503","邯郸重庆","G52680","CR2",19619
"2504","汉中西安","GS7521/2","DON",16900
"2505","汉中西安","JR1511/2","MA6",16900
"2506","杭州阿克苏","MU5645/6","320",21643
"2507","杭州阿克苏","MU5645/6","320",21643
"2508","杭州北海","CA1771/2","319",17226
"2509","杭州成都","3U8911/2","320",7705
"2510","杭州成都","MF8453/4","738",7705
"2511","杭州成都","MU5434","320",7705
"2512","杭州成都","MF8453/4","738",7705
"2513","杭州成都","MU5434","320",7705
"2514","杭州成都","3U8911/2","320",7705
"2515","杭州成都","MF8423/4","738",7705
"2516","杭州成都","TV9811/2","319",7705
"2517","杭州成都","CA1741/2","319",7705
"2518","杭州成都","CA1745","319",7705
"2519","杭州成都","CA4519/20","319",7705
"2520","杭州大连","3U8663/4","320",33
"2521","杭州大连","MF8025/6","738",33
"2522","杭州大连","CA1765/6","319",33
"2523","杭州大连","3U8943/4","320",33
