"","city1_2","flight_num","plane_num","flag"
"1","阿克苏乌鲁木齐","GS6555/6","ERJ",23572
"2","阿克苏乌鲁木齐","CZ6865/6","73G",23572
"3","阿克苏乌鲁木齐","GS6587/8","E90",23572
"4","阿克苏乌鲁木齐","GS7495/6","ERJ",23572
"5","阿克苏乌鲁木齐","GS7588","ERJ",23572
"6","阿克苏乌鲁木齐","GS6569/70","E90",23572
"7","阿克苏乌鲁木齐","CZ6861/2","73G",23572
"8","阿克苏乌鲁木齐","GS7485/6","ERJ",23572
"9","阿克苏乌鲁木齐","CZ6871/2","73G",23572
"10","阿克苏乌鲁木齐","CZ6863/4","73G",23572
"11","阿克苏乌鲁木齐","CZ6863/4","73G",23572
"12","阿勒泰乌鲁木齐","GS7555/6","ERJ",18896
"13","阿勒泰乌鲁木齐","CZ6851/2","73G",18896
"14","阿勒泰乌鲁木齐","CZ6853/4","73G",18896
"15","阿勒泰乌鲁木齐","GS7479/80","ERJ",18896
"16","阿勒泰乌鲁木齐","GS7539/40","E90",18896
"17","阿勒泰乌鲁木齐","CZ6843/4","73G",18896
"18","阿勒泰乌鲁木齐","CZ6876","73G",18896
"19","阿勒泰乌鲁木齐","CZ6841/2","AT7",18896
"20","阿勒泰乌鲁木齐","CZ6849/50","73G",18896
"21","阿勒泰乌鲁木齐","GS7487/8","E90",18896
"22","阿勒泰乌鲁木齐","GS7503/4","ERJ",18896
"23","阿勒泰伊宁","CZ6873","73G",18897
"24","阿勒泰伊宁","CZ6873","73G",18897
"25","阿勒泰伊宁","GS7493/4","E90",18897
"26","阿勒泰伊宁","GS7493/4","E90",18897
"27","安康西安","GS7539/40","DON",6691
"28","安庆广州","CZ3585/6","ERJ",8965
"29","安顺广州","JD5621/2","319",6633
"30","白山长春","CZ6155/6","321",18947
"31","白山长春","CZ6558","321",18947
"32","白山长春","CZ6155/6","321",18947
"33","百色广州","VD8368","E90",17232
"34","百色广州","VD8368","E90",17232
"35","百色桂林","MU5881/2","73G",21338
"36","百色桂林","VD8373/4","E90",21338
"37","百色桂林","MU5881/2","73G",21338
"38","百色重庆","G52720","CR2",17236
"39","包头大连","CZ6979/80","319",8115
"40","包头广州","ZH9757/8","320",6586
"41","包头广州","ZH7052","320",6586
"42","包头广州","ZH9757/8","320",6586
"43","包头广州","ZH7052","320",6586
"44","包头广州","ZH9757/8","320",6586
"45","包头广州","ZH9757/8","320",6586
"46","包头昆明","CZ6459/60","319",9586
"47","包头昆明","CZ6459/60","319",9586
"48","包头昆明","CZ6459/60","319",9586
"49","包头昆明","CZ6459/60","319",9586
"50","包头南京","MU2710","320",9829
"51","包头南宁","GS6531/2","E90",19307
"52","包头南宁","GS6531/2","E90",19307
"53","包头南宁","GS6531/2","E90",19307
"54","包头南宁","GS6531/2","E90",19307
"55","包头石家庄","ZH9819/20","737",21688
"56","包头天津","BK2837/8","738",8759
"57","包头天津","BK2837/8","738",8759
"58","包头天津","BK2837/8","738",8759
"59","包头天津","BK2837/8","738",8759
"60","包头西安","GS6531/2","E90",11651
"61","包头西安","GS6531/2","E90",11651
"62","包头西安","GS6531/2","E90",11651
"63","包头西安","GS6531/2","E90",11651
"64","包头银川","JR1513/4","MA6",6962
"65","包头郑州","MU2710","320",9247
"66","保山广州","CZ3478","319",19349
"67","保山昆明","MU5965/6","73G",18925
"68","保山昆明","CZ3478","319",18925
"69","保山昆明","MU5967/8","73G",18925
"70","北海成都","EU2715/6","319",203
"71","北海成都","EU2715/6","319",203
"72","北海广州","CZ3354","319",9283
"73","北海桂林","VD8375/6","E90",17215
"74","北海桂林","G52647/8","CR2",17215
"75","北海桂林","G52647/8","CR2",17215
"76","北海桂林","MU5886","CR2",17215
"77","北海桂林","CZ6935/6","733",17215
"78","北海海口","MU3149","ERJ",550
"79","北海杭州","CA1771/2","319",17226
"80","北海昆明","EU2721/2","319",19334
"81","北海三亚","MU5887/8","CR2",19342
"82","北海三亚","EU2719/20","319",19342
"83","北海深圳","ZH9925/6","738",7608
"84","北海深圳","ZH9925/6","738",7608
"85","北海深圳","ZH9925/6","738",7608
"86","北海深圳","ZH9926","738",7608
"87","北海武汉","MU3150","ERJ",3662
"88","北海武汉","CZ3683/4","738",3662
"89","北海长沙","CZ3147","320",4466
"90","北海重庆","EU2717/8","319",259
"91","北海重庆","EU2717/8","319",259
"92","博乐乌鲁木齐","CZ6687/8","AT7",18923
"93","布尔津乌鲁木齐","CZ6613/4","73G",21537
"94","布尔津乌鲁木齐","CZ6621/2","73G",21537
"95","布尔津乌鲁木齐","CZ6619/20","73G",21537
"96","布尔津乌鲁木齐","CZ6617/8","73G",21537
"97","布尔津乌鲁木齐","CZ6878","73G",21537
"98","布尔津乌鲁木齐","CZ6611/2","73G",21537
"99","昌都成都","CA4408","319",19348
"100","昌都成都","CA4408","319",19348
"101","昌都成都","CA4410","319",19348
"102","昌都拉萨","CA4409","319",21356
"103","昌都拉萨","CA4409","319",21356
"104","常德广州","CZ3229/30","ERJ",6588
"105","常德昆明","9C8829","320",17243
"106","常德昆明","9C8829/30","320",17243
"107","常德昆明","9C8829/30","320",17243
"108","常德昆明","9C8829/30","320",17243
"109","常德昆明","9C8829/30","320",17243
"110","常德南京","MU2818","320",19472
"111","常德南京","MU2818","320",19472
"112","常德深圳","CZ2511/2","320",10688
"113","常德深圳","CZ2511/2","320",10688
"114","常德深圳","CZ2511/2","320",10688
"115","常州成都","CA4589/90","733",7772
"116","常州成都","MU2691/2","733",7772
"117","常州广州","CZ3815/6","319",4541
"118","常州桂林","3U8595/6","320",7277
"119","常州桂林","3U8595/6","320",7277
"120","常州哈尔滨","ZH9663/4","320",8589
"121","常州哈尔滨","ZH9663/4","320",8589
"122","常州昆明","CZ6467/8","319",3112
"123","常州昆明","CZ6467/8","319",3112
"124","常州泉州","GS6619/20","E90",8167
"125","常州泉州","GS6619/20","E90",8167
"126","常州泉州","GS6619/20","E90",8167
"127","常州泉州","GS6619/20","E90",8167
"128","常州三亚","JD5305/6","319",19854
"129","常州三亚","3U8873/4","320",19854
"130","常州三亚","HO1213/4","320",19854
"131","常州三亚","3U8873/4","320",19854
"132","常州厦门","KN2925/6","73G",10192
"133","常州厦门","KN2925/6","73G",10192
"134","常州深圳","ZH9842","320",1446
"135","常州深圳","ZH9842","320",1446
"136","常州沈阳","ZH9841","320",8725
"137","常州温州","CZ6407/8","320",6263
"138","常州温州","CZ6407/8","320",6263
"139","常州西安","MU5637/8","320",7648
"140","常州张家界","3U8597/8","320",9457
"141","常州张家界","3U8597/8","320",9457
"142","常州重庆","3U8593/4","320",7145
"143","常州珠海","GS6693/4","EMB",7360
"144","常州珠海","3U8873/4","320",7360
"145","常州珠海","GS6693/4","EMB",7360
"146","常州珠海","3U8873/4","320",7360
"147","成都阿里","TV9807/8","319",19796
"148","成都阿里","TV9807/8","319",19796
"149","成都阿里","CA4417/8","319",19796
"150","成都阿里","TV9807/8","319",19796
"151","成都阿里","CA4417/8","319",19796
"152","成都阿里","TV9807/8","319",19796
"153","成都阿里","CA4417/8","319",19796
"154","成都阿里","CA4417/8","319",19796
"155","成都北海","EU2715/6","319",203
"156","成都北海","EU2715/6","319",203
"157","成都昌都","CA4407","319",19348
"158","成都昌都","CA4409","319",19348
"159","成都常州","CA4589/90","733",7772
"160","成都常州","MU2691/2","733",7772
"161","成都赤峰","3U8723/4","319",19589
"162","成都赤峰","3U8723/4","319",19589
"163","成都大理","MU5989/90","737",5047
"164","成都大连","3U8813/4","319",498
"165","成都大连","EU2727/8","320",498
"166","成都大连","3U8813/4","319",498
"167","成都大连","3U8813/4","319",498
"168","成都大连","3U8811/2","321",498
"169","成都大连","EU2757/8","320",498
"170","成都大连","EU2757/8","320",498
"171","成都大连","3U8813/4","319",498
"172","成都大连","3U8811/2","321",498
"173","成都大连","EU2727/8","320",498
"174","成都迪庆","3U8625/6","319",9967
"175","成都迪庆","MU5995/6","737",9967
"176","成都鄂尔多斯","MU3719/20","737",6772
"177","成都福州","EU2731/2","319",10063
"178","成都福州","CA4229/30","733",10063
"179","成都福州","3U8997/8","321",10063
"180","成都福州","EU2731/2","319",10063
"181","成都福州","EU2731/2","319",10063
"182","成都福州","MF8435/6","738",10063
"183","成都福州","EU2731/2","319",10063
"184","成都福州","3U8997/8","321",10063
"185","成都赣州","3U8937/8","319",12772
"186","成都赣州","3U8937/8","319",12772
"187","成都赣州","3U8937/8","319",12772
"188","成都赣州","3U8937/8","319",12772
"189","成都广州","3U8731/2","320",2561
"190","成都广州","CZ3443/4","319",2561
"191","成都广州","CA4361/2","321",2561
"192","成都广州","CZ3483/4","319",2561
"193","成都广州","CA4303/4","319",2561
"194","成都广州","JD5161/2","319",2561
"195","成都广州","CZ3403/4","319",2561
"196","成都广州","ZH9673/4","320",2561
"197","成都广州","CA4317/8","752",2561
"198","成都广州","CA4333/4","733",2561
"199","成都广州","3U8737/8","319",2561
"200","成都广州","CZ3443/4","319",2561
"201","成都广州","CZ3413/4","319",2561
"202","成都广州","3U8733/4","320",2561
"203","成都广州","CA4305/6","319",2561
"204","成都广州","ZH9188/7","320",2561
"205","成都广州","CA4307/8","752",2561
"206","成都广州","CA4309/10","752",2561
"207","成都广州","CZ3377/8","319",2561
"208","成都广州","CA4307/8","752",2561
"209","成都广州","CA4301/2","752",2561
"210","成都广州","CZ3417/8","319",2561
"211","成都广州","CA4307/8","752",2561
"212","成都广州","3U8735/6","320",2561
"213","成都广州","EU2235/6","319",2561
"214","成都贵阳","3U8675/6","ERJ",14
"215","成都贵阳","EU2731/2","319",14
"216","成都贵阳","EU2731/2","319",14
"217","成都贵阳","EU2731/2","319",14
"218","成都贵阳","EU2731/2","319",14
"219","成都贵阳","G52613/4","CR2",14
"220","成都贵阳","CZ3671/2","738",14
"221","成都贵阳","3U8611/2","321",14
"222","成都贵阳","CA4435/6","733",14
"223","成都贵阳","3U8639/40","319",14
"224","成都贵阳","3U8639/40","319",14
"225","成都桂林","3U8585/6","321",7228
"226","成都桂林","3U8585/6","320",7228
"227","成都桂林","CA4323/4","738",7228
"228","成都桂林","3U8585/6","321",7228
"229","成都哈尔滨","MU2295/6","737",13494
"230","成都哈尔滨","CA4177/8","319",13494
"231","成都哈尔滨","3U8877/8","319",13494
"232","成都哈尔滨","3U8877/8","319",13494
"233","成都哈尔滨","MU2295/6","737",13494
"234","成都哈尔滨","3U8843/4","320",13494
"235","成都哈尔滨","3U8843/4","320",13494
"236","成都海口","CA4315/6","319",4168
"237","成都海口","HU7086","738",4168
"238","成都海口","3U8751/2","320",4168
"239","成都杭州","MF8423/4","738",7705
"240","成都杭州","CA1741/2","319",7705
"241","成都杭州","MU5433","320",7705
"242","成都杭州","EU2205/6","319",7705
"243","成都杭州","CA1746","319",7705
"244","成都杭州","EU2205/6","319",7705
"245","成都杭州","CA4519/20","319",7705
"246","成都杭州","3U8911/2","320",7705
"247","成都杭州","3U8911/2","320",7705
"248","成都杭州","TV9811/2","319",7705
"249","成都合肥","3U8995/8","319",3383
"250","成都合肥","CA4521/2","321",3383
"251","成都合肥","MU5435/6","320",3383
"252","成都合肥","MU5435/6","320",3383
"253","成都合肥","MU2349/50","737",3383
"254","成都呼和浩特","CA1447/8","733",911
"255","成都呼和浩特","CA1447/8","733",911
"256","成都呼和浩特","CA1447/8","733",911
"257","成都呼和浩特","3U8723/4","319",911
"258","成都呼和浩特","CA1447/8","733",911
"259","成都呼和浩特","CA1447/8","733",911
"260","成都呼和浩特","3U8723/4","319",911
"261","成都济南","SC4901/2","738",3337
"262","成都济南","EU2727/8","320",3337
"263","成都济南","MU5449/50","319",3337
"264","成都济南","3U8811/2","321",3337
"265","成都济南","3U8817/8","319",3337
"266","成都济南","3U8811/2","321",3337
"267","成都济南","3U8843/4","320",3337
"268","成都济南","EU2727/8","320",3337
"269","成都济南","3U8843/4","320",3337
"270","成都济南","MU5449/50","319",3337
"271","成都济南","CA4527/8","319",3337
"272","成都济南","3U8817/8","319",3337
"273","成都济南","MU5449/50","319",3337
"274","成都济宁","EU2709/10","319",79
"275","成都济宁","EU2709/10","319",79
"276","成都济宁","EU2709/10","319",79
"277","成都济宁","EU2709/10","319",79
"278","成都嘉峪关","3U8771/2","319",24696
"279","成都嘉峪关","3U8771/2","319",24696
"280","成都井冈山","EU2735","319",12749
"281","成都景德镇","3U8677/8","320",10240
"282","成都景德镇","3U8677/8","320",10240
"283","成都喀什","3U8525","319",24730
"284","成都库尔勒","CZ6926","737",24726
"285","成都库尔勒","CA4159/60","319",24726
"286","成都昆明","MU5841/2","733",5573
"287","成都昆明","3U8667/8","320",5573
"288","成都昆明","CA4415/6","752",5573
"289","成都昆明","MU5841/2","733",5573
"290","成都昆明","KY8092","737",5573
"291","成都昆明","3U8667/8","320",5573
"292","成都昆明","CA4413/4","319",5573
"293","成都昆明","MU2525/6","737",5573
"294","成都昆明","MU5843/4","73G",5573
"295","成都昆明","MU5841/2","733",5573
"296","成都昆明","CA4415/6","752",5573
"297","成都昆明","CA4459/60","752",5573
"298","成都昆明","MU5847/8","763",5573
"299","成都拉萨","TV9807/8","319",13283
"300","成都拉萨","3U8697/8","319",13283
"301","成都拉萨","CA4417/8","319",13283
"302","成都拉萨","3U8695/6","319",13283
"303","成都拉萨","3U8695/6","319",13283
"304","成都拉萨","CA4405","319",13283
"305","成都拉萨","TV9807/8","319",13283
"306","成都拉萨","TV9807/8","319",13283
"307","成都拉萨","CA4417/8","319",13283
"308","成都拉萨","3U8507/8","319",13283
"309","成都拉萨","CA4441/2","330",13283
"310","成都拉萨","CA4445/6","319",13283
"311","成都拉萨","CA4403/4","319",13283
"312","成都拉萨","3U86507/8","319",13283
"313","成都拉萨","CA4401/2","330",13283
"314","成都拉萨","CA4445/6","330",13283
"315","成都拉萨","CA4417/8","319",13283
"316","成都拉萨","TV9807/8","319",13283
"317","成都拉萨","CA4403/4","319",13283
"318","成都拉萨","TV9803/4","319",13283
"319","成都拉萨","TV9803/4","319",13283
"320","成都拉萨","CA4417/8","319",13283
"321","成都拉萨","MU5473/4","737",13283
"322","成都拉萨","3U8901/2","319",13283
"323","成都拉萨","3U8657/8","319",13283
"324","成都拉萨","TV9809/10","319",13283
"325","成都拉萨","CA4409","319",13283
"326","成都兰州","3U8851/2","320",9876
"327","成都兰州","MU2413/4","320",9876
"328","成都兰州","3U8771/2","319",9876
"329","成都兰州","3U8851/2","320",9876
"330","成都兰州","CA4207/8","320",9876
"331","成都兰州","MU2413/4","320",9876
"332","成都兰州","3U8771/2","319",9876
"333","成都丽江","CA4451/2","736",3111
"334","成都丽江","MU5851/2","733",3111
"335","成都丽江","MU5481/2","737",3111
"336","成都丽江","EU2237/8","320",3111
"337","成都丽江","3U8691","319",3111
"338","成都丽江","JD5135/6","319",3111
"339","成都连云港","EU2755/6","319",10280
"340","成都连云港","EU2757/8","320",10280
"341","成都连云港","EU2757/8","320",10280
"342","成都连云港","EU2755/6","319",10280
"343","成都林芝","CA4251/2","319",13286
"344","成都林芝","CA4251/6","319",13286
"345","成都林芝","CA4253/4","319",13286
"346","成都林芝","CA4431/2","319",13286
"347","成都临沂","3U8817/8","319",18629
"348","成都临沂","3U8817/8","319",18629
"349","成都临沂","3U8815/6","319",18629
"350","成都柳州","EU2201/2","319",12214
"351","成都柳州","EU2201/2","319",12214
"352","成都柳州","EU2201/2","319",12214
"353","成都柳州","EU2201/2","319",12214
"354","成都洛阳","G52711/2","CR2",9765
"355","成都南昌","ZH9379/80","733",5698
"356","成都南昌","3U8927/8","321",5698
"357","成都南昌","CA4525/6","319",5698
"358","成都南昌","CA4507/8","321",5698
"359","成都南昌","3U8927/8","321",5698
"360","成都南京","EU2759/60","319",5745
"361","成都南京","MU2815/6","321",5745
"362","成都南京","CA4517/8","733",5745
"363","成都南京","3U8923/4","321",5745
"364","成都南京","MU2815/6","321",5745
"365","成都南京","CA4505/6","321",5745
"366","成都南京","ZH9214","738",5745
"367","成都南京","3U8993/4","321",5745
"368","成都南京","CA4505/6","321",5745
"369","成都南京","MU2806","321",5745
"370","成都南京","MU2826","320",5745
"371","成都南宁","3U8773/4","319",10645
"372","成都南宁","3U8773/4","319",10645
"373","成都南宁","3U8773/4","319",10645
"374","成都南宁","ZH9563/4","733",10645
"375","成都南宁","EU2229/30","319",10645
"376","成都南宁","3U8773/4","319",10645
"377","成都南宁","CA4327/8","319",10645
"378","成都南通","3U8985/6","319",19800
"379","成都南通","3U8985/6","319",19800
"380","成都宁波","3U8927/8","321",4650
"381","成都宁波","MU2531","733",4650
"382","成都宁波","MU2531","733",4650
"383","成都宁波","3U8927/8","321",4650
"384","成都宁波","MU5246","320",4650
"385","成都攀枝花","3U8860","319",18634
"386","成都攀枝花","CA4461/2","319",18634
"387","成都青岛","SC4713/4","738",8117
"388","成都青岛","3U8915/6","321",8117
"389","成都青岛","CA4511/2","736",8117
"390","成都青岛","MU5448/7","73G",8117
"391","成都泉州","3U8639/40","319",10466
"392","成都泉州","3U8639/40","319",10466
"393","成都日喀则","CA4421/2","319",13304
"394","成都三亚","3U8757/8","320",4720
"395","成都三亚","EU2207/8","319",4720
"396","成都三亚","CA4249/50","321",4720
"397","成都三亚","CA4375/6","319",4720
"398","成都三亚","JD5177/8","319",4720
"399","成都厦门","EU2735","319",6358
"400","成都厦门","3U8677/8","320",6358
"401","成都厦门","CA4539/40","319",6358
"402","成都厦门","MF8441/2","738",6358
"403","成都厦门","3U8937/8","319",6358
"404","成都厦门","3U8677/8","320",6358
"405","成都厦门","3U8937/8","319",6358
"406","成都厦门","3U8937/8","319",6358
"407","成都厦门","3U8869/70","321",6358
"408","成都厦门","3U8937/8","319",6358
"409","成都深圳","ZH9973/4","320",12233
"410","成都深圳","EU2201/2","319",12233
"411","成都深圳","EU2217/8","319",12233
"412","成都深圳","3U8703/4","319",12233
"413","成都深圳","CZ3453/4","321",12233
"414","成都深圳","3U8701/2","319",12233
"415","成都深圳","3U8705/6","321",12233
"416","成都深圳","CA4337/8","757",12233
"417","成都深圳","CZ3453/4","321",12233
"418","成都深圳","CZ3457/8","320",12233
"419","成都深圳","CA4313/4","319",12233
"420","成都深圳","ZH9923/4","320",12233
"421","成都深圳","EU2217/8","319",12233
"422","成都深圳","EU2201/2","319",12233
"423","成都深圳","CA4329/30","733",12233
"424","成都深圳","EU2201/2","319",12233
"425","成都深圳","EU2201/2","319",12233
"426","成都深圳","HU7752","738",12233
"427","成都深圳","CZ3433/4","319",12233
"428","成都深圳","CZ3457/8","320",12233
"429","成都深圳","CA4311/2","321",12233
"430","成都深圳","HU7328","738",12233
"431","成都深圳","CA4389/90","319",12233
"432","成都深圳","ZH9824","739",12233
"433","成都沈阳","CA4185/6","319",11050
"434","成都沈阳","EU2709/10","319",11050
"435","成都沈阳","3U8861/2","320",11050
"436","成都沈阳","3U8861/2","320",11050
"437","成都沈阳","CZ6439/40","733",11050
"438","成都沈阳","EU2755/6","319",11050
"439","成都沈阳","ZH9451/2","320",11050
"440","成都沈阳","EU2755/6","319",11050
"441","成都沈阳","CZ6439/40","733",11050
"442","成都沈阳","EU2709/10","319",11050
"443","成都沈阳","EU2709/10","319",11050
"444","成都沈阳","CZ6409/10","320",11050
"445","成都沈阳","EU2709/10","319",11050
"446","成都沈阳","CZ6439/40","737",11050
"447","成都沈阳","CA4191/2","321",11050
"448","成都沈阳","CZ6439/40","737",11050
"449","成都石家庄","3U8877/8","319",1542
"450","成都石家庄","3U8877/8","319",1542
"451","成都石家庄","NS3209/10","320",1542
"452","成都石家庄","MU5439/40","73G",1542
"453","成都台州","EU2711","319",22124
"454","成都台州","EU2711/2","319",22124
"455","成都台州","EU2711/2","319",22124
"456","成都台州","EU2711","319",22124
"457","成都台州","EU2711/2","319",22124
"458","成都台州","EU2711/2","319",22124
"459","成都太原","CA4181/2","752",6148
"460","成都太原","3U8871/2","320",6148
"461","成都太原","MU5233/4","73G",6148
"462","成都天津","3U8861/2","320",9285
"463","成都天津","8L9975/6","73G",9285
"464","成都天津","8L9975/6","73G",9285
"465","成都天津","BK2803/4","738",9285
"466","成都天津","BK2851/2","738",9285
"467","成都天津","3U8861/2","320",9285
"468","成都天津","CA1427/8","738",9285
"469","成都温州","MU5493/4","73G",13169
"470","成都温州","CA4509/10","733",13169
"471","成都温州","EU2767/8","319",13169
"472","成都温州","MU5493/4","73G",13169
"473","成都温州","CA4577/8","752",13169
"474","成都温州","CA4577/8","752",13169
"475","成都温州","EU2767/8","319",13169
"476","成都温州","3U8931/2","319",13169
"477","成都温州","CA4509/10","733",13169
"478","成都乌鲁木齐","CA4157/8","319",11206
"479","成都乌鲁木齐","CZ6926","737",11206
"480","成都乌鲁木齐","HU7367/8","738",11206
"481","成都乌鲁木齐","CZ6943/4","73G",11206
"482","成都乌鲁木齐","3U8583","319",11206
"483","成都乌鲁木齐","CA4153/4","319",11206
"484","成都乌鲁木齐","3U8841/2","319",11206
"485","成都乌鲁木齐","3U8525","319",11206
"486","成都乌鲁木齐","CZ3693/4","73G",11206
"487","成都乌鲁木齐","CZ6941/2","73G",11206
"488","成都乌鲁木齐","CZ3693/4","73G",11206
"489","成都乌鲁木齐","HU7367/8","738",11206
"490","成都乌鲁木齐","CA4151/2","757",11206
"491","成都无锡","ZH9527/8","320",10586
"492","成都无锡","ZH9574","733",10586
"493","成都无锡","ZH9527/8","320",10586
"494","成都无锡","MU2926","320",10586
"495","成都无锡","MU2905/6","320",10586
"496","成都无锡","MU2926","320",10586
"497","成都无锡","3U8627/8","320",10586
"498","成都武汉","EU2711/2","319",7438
"499","成都武汉","EU2711/2","319",7438
"500","成都武汉","MU5493/4","73G",7438
"501","成都武汉","CZ3441/2","738",7438
"502","成都武汉","MU5493/4","73G",7438
"503","成都武汉","EU2711","319",7438
"504","成都武汉","3U8985/6","319",7438
"505","成都武汉","CA4587/8","319",7438
"506","成都武汉","MU3221/2","733",7438
"507","成都武汉","CZ3447/8","73G",7438
"508","成都武汉","3U8985/6","319",7438
"509","成都武汉","MU2531","733",7438
"510","成都武汉","EU2711","319",7438
"511","成都武汉","EU2711/2","319",7438
"512","成都武汉","CA8207/8","320",7438
"513","成都武汉","EU2711/2","319",7438
"514","成都武汉","MU2531","733",7438
"515","成都西安","3U8803/4","319",1812
"516","成都西安","CA4201/2","319",1812
"517","成都西安","MU2341/2","320",1812
"518","成都西安","MU2347/8","320",1812
"519","成都西安","EU2713","319",1812
"520","成都西安","HU7856","738",1812
"521","成都西安","3U8801","320",1812
"522","成都西安","MU2343/4","319",1812
"523","成都西安","HU7856","737",1812
"524","成都西安","MU2295/6","737",1812
"525","成都西安","MU2295/6","737",1812
"526","成都西安","3U8803/4","319",1812
"527","成都西昌","3U8551/2","319",16873
"528","成都西昌","3U8643","320",16873
"529","成都西昌","CA4465/6","319",16873
"530","成都西昌","EU2219/20","320",16873
"531","成都西昌","EU2219","319",16873
"532","成都西昌","3U8671/2","320",16873
"533","成都西昌","3U8896","319",16873
"534","成都西昌","CA4465/6","319",16873
"535","成都西昌","CA4467/8","319",16873
"536","成都西昌","CA4469/70","319",16873
"537","成都西昌","3U8671/2","320",16873
"538","成都西昌","3U8533/4","319",16873
"539","成都西宁","TV9817/8","319",69
"540","成都西宁","3U8987/8","320",69
"541","成都西宁","CA4211/2","319",69
"542","成都西宁","3U8519/20","319",69
"543","成都西宁","CA4205","320",69
"544","成都西宁","3U8987/8","320",69
"545","成都西双版纳","CA4261/2","319",7646
"546","成都徐州","3U8813/4","319",6481
"547","成都徐州","3U8813/4","319",6481
"548","成都徐州","3U8813/4","319",6481
"549","成都徐州","3U8813/4","319",6481
"550","成都宜昌","3U8711/2","321",1941
"551","成都宜昌","3U8711/2","321",1941
"552","成都宜昌","3U8711/2","321",1941
"553","成都银川","CA4231/2","319",48
"554","成都银川","3U8855/6","320",48
"555","成都银川","3U8855/6","320",48
"556","成都运城","CA4183/4","319",9345
"557","成都运城","CA4183/4","319",9345
"558","成都湛江","CA4237/8","319",2012
"559","成都张家界","CA4377/8","319",9387
"560","成都张家界","CA4377/8","319",9387
"561","成都张家界","CA4377/8","319",9387
"562","成都长春","CA4189/90","319",4738
"563","成都长春","3U8857/8","319",4738
"564","成都长春","3U8857/8","319",4738
"565","成都长沙","CZ3461/2","320",2604
"566","成都长沙","3U8997/8","321",2604
"567","成都长沙","CZ3461/2","320",2604
"568","成都长沙","EU2205/6","319",2604
"569","成都长沙","3U8997/8","321",2604
"570","成都长沙","CA4577/8","752",2604
"571","成都长沙","EU2205/6","319",2604
"572","成都长沙","CA4577/8","752",2604
"573","成都长治","CA4179/80","319",17005
"574","成都郑州","CZ6439/40","737",7094
"575","成都郑州","CZ6439/40","737",7094
"576","成都郑州","CZ3497/8","733",7094
"577","成都郑州","CA4321/2","321",7094
"578","成都郑州","CZ3471/2","733",7094
"579","成都郑州","CZ6439/40","733",7094
"580","成都郑州","3U8857/8","319",7094
"581","成都郑州","3U8857/8","319",7094
"582","成都郑州","CZ3474","733",7094
"583","成都郑州","CZ6472","733",7094
"584","成都郑州","CA4271/2","321",7094
"585","成都郑州","CA4271/2","321",7094
"586","成都郑州","CZ3474","733",7094
"587","成都郑州","CZ3474","733",7094
"588","成都郑州","CZ6439/40","733",7094
"589","成都重庆","3U8807/8","ERJ",16862
"590","成都重庆","3U8807/8","ERJ",16862
"591","成都珠海","CA4391/2","319",12193
"592","赤峰大连","GS7469/70","ERJ",12424
"593","赤峰大连","GS7469/70","ERJ",12424
"594","赤峰呼和浩特","CA1239/40","733",18954
"595","赤峰呼和浩特","CA1239/40","733",18954
"596","赤峰沈阳","GS7453/4","ERJ",7811
"597","赤峰沈阳","GS7453/4","ERJ",7811
"598","赤峰沈阳","GS7453/4","ERJ",7811
"599","赤峰沈阳","GS7453/4","ERJ",7811
"600","赤峰天津","MU2084","320",10987
"601","达州广州","CA4355/6","733",17350
"602","达州深圳","CA4365/6","319",7420
"603","达州武汉","EU2749/50","319",18578
"604","达州武汉","EU2749/50","319",18578
"605","大理成都","MU5989/90","737",5047
"606","大理昆明","MU5895/6","73G",19016
"607","大理昆明","8L9903/4","73G",19016
"608","大理昆明","MU5987/8","73G",19016
"609","大理昆明","8L9904","73G",19016
"610","大理西双版纳","8L9962","73G",23666
"611","大理重庆","OQ2348/7","319",9832
"612","大连包头","CZ6979/80","319",8115
"613","大连常州","CZ6467/8","319",4012
"614","大连常州","CZ6467/8","319",4012
"615","大连成都","CZ6435/6","319",498
"616","大连成都","CZ6435/6","319",498
"617","大连成都","CZ6435/6","319",498
"618","大连成都","CZ6433/4","319",498
"619","大连成都","CZ6433/4","319",498
"620","大连成都","CZ6435/6","319",498
"621","大连大庆","CZ6461/2","319",10956
"622","大连东营","G52762","CR2",18831
"623","大连广州","CZ3607/8","319",4666
"624","大连广州","CZ3607/8","319",4666
"625","大连广州","CZ6261/2","320",4666
"626","大连广州","ZH9576","320",4666
"627","大连广州","CZ6321/2","321",4666
"628","大连广州","HU7244","738",4666
"629","大连广州","CZ6261/2","320",4666
"630","大连贵阳","CZ6429/30","319",10312
"631","大连贵阳","ZH9465/6","320",10312
"632","大连贵阳","CZ6429/30","319",10312
"633","大连贵阳","CZ6429/30","319",10312
"634","大连贵阳","HU7687","738",10312
"635","大连贵阳","CZ6429/30","319",10312
"636","大连贵阳","CZ6429/30","319",10312
"637","大连贵阳","CZ6429/30","319",10312
"638","大连贵阳","ZH9465/6","320",10312
"639","大连贵阳","CZ6429/30","319",10312
"640","大连贵阳","CZ6429/30","319",10312
"641","大连贵阳","CZ6429/30","319",10312
"642","大连贵阳","CZ6429/30","319",10312
"643","大连哈尔滨","CZ3603/4","319",934
"644","大连哈尔滨","CZ3603/4","319",934
"645","大连哈尔滨","CA8203/4","320",934
"646","大连哈尔滨","SC4825/6","733",934
